"plh0204_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1","2004","Rhineland-Palatinate,Saarland","higher vocational","4","","","","1"
"1","2004","Rhineland-Palatinate,Saarland","higher education","2","","","","1"
"1","2004","Baden-Württemberg","in school","1","","","","1"
"1","2004","Baden-Württemberg","inadequately","5","","","","1"
"1","2004","Baden-Württemberg","general elemantary","36","0.0968209624372905","0.0689677196262038","0.124674205248377","1"
"1","2004","Baden-Württemberg","middle vocational","61","0.056341821502023","0.0433228294052007","0.0693608135988454","1"
"1","2004","Baden-Württemberg","vocational + Abi","6","","","","1"
"1","2004","Baden-Württemberg","higher vocational","8","","","","1"
"1","2004","Baden-Württemberg","higher education","9","","","","1"
"1","2004","Bavaria","in school","1","","","","1"
"1","2004","Bavaria","inadequately","2","","","","1"
"1","2004","Bavaria","general elemantary","28","","","","1"
"1","2004","Bavaria","middle vocational","76","0.0445193049803324","0.0343464659561198","0.054692144004545","1"
"1","2004","Bavaria","vocational + Abi","5","","","","1"
"1","2004","Bavaria","higher vocational","13","","","","1"
"1","2004","Mecklenburg-Western Pomerania","middle vocational","13","","","","1"
"1","2004","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"1","2004","Saxony-Anhalt","inadequately","","","","","1"
"1","2004","Mecklenburg-Western Pomerania","higher vocational","1","","","","1"
"1","2004","Saxony-Anhalt","general elemantary","9","","","","1"
"1","2004","Saxony-Anhalt","middle vocational","28","","","","1"
"1","2004","Saxony-Anhalt","vocational + Abi","1","","","","1"
"1","2004","Saxony-Anhalt","higher vocational","5","","","","1"
"1","2004","Saxony-Anhalt","higher education","3","","","","1"
"1","2004","Thuringia","in school","","","","","1"
"1","2004","Thuringia","inadequately","","","","","1"
"1","2004","Mecklenburg-Western Pomerania","higher education","5","","","","1"
"1","2004","Saxony","in school","1","","","","1"
"1","2004","Saxony","inadequately","","","","","1"
"1","2004","Saxony","general elemantary","7","","","","1"
"1","2004","Saxony","middle vocational","30","0.0407646169930723","0.0274474862351787","0.0540817477509658","1"
"1","2004","Saxony","vocational + Abi","2","","","","1"
"1","2004","Saxony","higher vocational","4","","","","1"
"1","2004","Saxony-Anhalt","in school","","","","","1"
"1","2004","Thuringia","general elemantary","6","","","","1"
"1","2004","Thuringia","middle vocational","21","","","","1"
"1","2004","Thuringia","vocational + Abi","1","","","","1"
"1","2004","Thuringia","higher vocational","3","","","","1"
"1","2004","Thuringia","higher education","6","","","","1"
"1","2004","Saxony","higher education","13","","","","1"
"10 Very willing to take risks","2004","Schleswig-Holstein","in school","","","","","10"
"10 Very willing to take risks","2004","Schleswig-Holstein","inadequately","","","","","10"
"10 Very willing to take risks","2004","Schleswig-Holstein","general elemantary","","","","","10"
"10 Very willing to take risks","2004","Schleswig-Holstein","middle vocational","4","","","","10"
"10 Very willing to take risks","2004","Schleswig-Holstein","vocational + Abi","1","","","","10"
"10 Very willing to take risks","2004","Schleswig-Holstein","higher vocational","1","","","","10"
"10 Very willing to take risks","2004","Schleswig-Holstein","higher education","","","","","10"
"10 Very willing to take risks","2004","Hamburg","in school","","","","","10"
"10 Very willing to take risks","2004","Hamburg","inadequately","","","","","10"
"10 Very willing to take risks","2004","Hamburg","general elemantary","","","","","10"
"10 Very willing to take risks","2004","Hamburg","middle vocational","","","","","10"
"10 Very willing to take risks","2004","Hamburg","vocational + Abi","","","","","10"
"10 Very willing to take risks","2004","Hamburg","higher vocational","","","","","10"
"10 Very willing to take risks","2004","Hamburg","higher education","","","","","10"
"10 Very willing to take risks","2004","Lower Saxony","in school","1","","","","10"
"10 Very willing to take risks","2004","Lower Saxony","inadequately","","","","","10"
"10 Very willing to take risks","2004","Lower Saxony","general elemantary","1","","","","10"
"10 Very willing to take risks","2004","Lower Saxony","middle vocational","13","","","","10"
"10 Very willing to take risks","2004","Lower Saxony","vocational + Abi","","","","","10"
"10 Very willing to take risks","2004","Lower Saxony","higher vocational","1","","","","10"
"10 Very willing to take risks","2004","Lower Saxony","higher education","4","","","","10"
"10 Very willing to take risks","2004","Bremen","in school","1","","","","10"
"10 Very willing to take risks","2004","Bremen","inadequately","","","","","10"
"10 Very willing to take risks","2004","Bremen","general elemantary","1","","","","10"
"10 Very willing to take risks","2004","Bremen","middle vocational","2","","","","10"
"10 Very willing to take risks","2004","Bremen","vocational + Abi","","","","","10"
"10 Very willing to take risks","2004","Bremen","higher vocational","1","","","","10"
"10 Very willing to take risks","2004","Bremen","higher education","","","","","10"
"10 Very willing to take risks","2004","North Rhine-Westphalia","in school","","","","","10"
"10 Very willing to take risks","2004","North Rhine-Westphalia","inadequately","1","","","","10"
"10 Very willing to take risks","2004","North Rhine-Westphalia","general elemantary","6","","","","10"
"10 Very willing to take risks","2004","North Rhine-Westphalia","middle vocational","23","","","","10"
"10 Very willing to take risks","2004","North Rhine-Westphalia","vocational + Abi","1","","","","10"
"10 Very willing to take risks","2004","North Rhine-Westphalia","higher vocational","","","","","10"
"10 Very willing to take risks","2004","North Rhine-Westphalia","higher education","6","","","","10"
"10 Very willing to take risks","2004","Hesse","in school","","","","","10"
"10 Very willing to take risks","2004","Hesse","inadequately","","","","","10"
"10 Very willing to take risks","2004","Hesse","general elemantary","3","","","","10"
"10 Very willing to take risks","2004","Hesse","middle vocational","8","","","","10"
"10 Very willing to take risks","2004","Hesse","vocational + Abi","2","","","","10"
"10 Very willing to take risks","2004","Hesse","higher vocational","","","","","10"
"10 Very willing to take risks","2004","Hesse","higher education","1","","","","10"
"10 Very willing to take risks","2004","Rhineland-Palatinate,Saarland","in school","","","","","10"
"10 Very willing to take risks","2004","Rhineland-Palatinate,Saarland","inadequately","","","","","10"
"10 Very willing to take risks","2004","Rhineland-Palatinate,Saarland","general elemantary","4","","","","10"
"10 Very willing to take risks","2004","Rhineland-Palatinate,Saarland","middle vocational","11","","","","10"
"10 Very willing to take risks","2004","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","10"
"10 Very willing to take risks","2004","Rhineland-Palatinate,Saarland","higher vocational","1","","","","10"
"10 Very willing to take risks","2004","Rhineland-Palatinate,Saarland","higher education","2","","","","10"
"10 Very willing to take risks","2004","Baden-Württemberg","in school","2","","","","10"
"10 Very willing to take risks","2004","Baden-Württemberg","inadequately","","","","","10"
"10 Very willing to take risks","2004","Baden-Württemberg","general elemantary","6","","","","10"
"10 Very willing to take risks","2004","Baden-Württemberg","middle vocational","14","","","","10"
"10 Very willing to take risks","2004","Baden-Württemberg","vocational + Abi","2","","","","10"
"10 Very willing to take risks","2004","Baden-Württemberg","higher vocational","1","","","","10"
"10 Very willing to take risks","2004","Baden-Württemberg","higher education","6","","","","10"
"10 Very willing to take risks","2004","Bavaria","in school","4","","","","10"
"10 Very willing to take risks","2004","Bavaria","inadequately","","","","","10"
"10 Very willing to take risks","2004","Bavaria","general elemantary","3","","","","10"
"10 Very willing to take risks","2004","Bavaria","middle vocational","12","","","","10"
"10 Very willing to take risks","2004","Bavaria","vocational + Abi","","","","","10"
"10 Very willing to take risks","2004","Bavaria","higher vocational","2","","","","10"
"10 Very willing to take risks","2004","Bavaria","higher education","3","","","","10"
"10 Very willing to take risks","2004","Berlin","in school","2","","","","10"
"10 Very willing to take risks","2004","Berlin","inadequately","","","","","10"
"10 Very willing to take risks","2004","Berlin","general elemantary","1","","","","10"
"10 Very willing to take risks","2004","Berlin","middle vocational","5","","","","10"
"10 Very willing to take risks","2004","Berlin","vocational + Abi","1","","","","10"
"10 Very willing to take risks","2004","Berlin","higher vocational","","","","","10"
"10 Very willing to take risks","2004","Berlin","higher education","3","","","","10"
"10 Very willing to take risks","2004","Brandenburg","in school","","","","","10"
"10 Very willing to take risks","2004","Brandenburg","inadequately","1","","","","10"
"10 Very willing to take risks","2004","Brandenburg","general elemantary","2","","","","10"
"10 Very willing to take risks","2004","Brandenburg","middle vocational","4","","","","10"
"10 Very willing to take risks","2004","Brandenburg","vocational + Abi","","","","","10"
"10 Very willing to take risks","2004","Brandenburg","higher vocational","","","","","10"
"10 Very willing to take risks","2004","Brandenburg","higher education","2","","","","10"
"10 Very willing to take risks","2004","Mecklenburg-Western Pomerania","in school","","","","","10"
"10 Very willing to take risks","2004","Mecklenburg-Western Pomerania","inadequately","","","","","10"
"10 Very willing to take risks","2004","Mecklenburg-Western Pomerania","general elemantary","","","","","10"
"10 Very willing to take risks","2004","Mecklenburg-Western Pomerania","middle vocational","5","","","","10"
"10 Very willing to take risks","2004","Mecklenburg-Western Pomerania","vocational + Abi","","","","","10"
"10 Very willing to take risks","2004","Mecklenburg-Western Pomerania","higher vocational","1","","","","10"
"10 Very willing to take risks","2004","Mecklenburg-Western Pomerania","higher education","1","","","","10"
"10 Very willing to take risks","2004","Saxony","in school","","","","","10"
"10 Very willing to take risks","2004","Saxony","inadequately","","","","","10"
"10 Very willing to take risks","2004","Saxony","general elemantary","1","","","","10"
"10 Very willing to take risks","2004","Saxony","middle vocational","6","","","","10"
"10 Very willing to take risks","2004","Saxony","vocational + Abi","","","","","10"
"10 Very willing to take risks","2004","Saxony","higher vocational","","","","","10"
"10 Very willing to take risks","2004","Saxony","higher education","2","","","","10"
"10 Very willing to take risks","2004","Saxony-Anhalt","in school","","","","","10"
"10 Very willing to take risks","2004","Saxony-Anhalt","inadequately","","","","","10"
"10 Very willing to take risks","2004","Saxony-Anhalt","general elemantary","","","","","10"
"10 Very willing to take risks","2004","Saxony-Anhalt","middle vocational","2","","","","10"
"10 Very willing to take risks","2004","Saxony-Anhalt","vocational + Abi","","","","","10"
"10 Very willing to take risks","2004","Saxony-Anhalt","higher vocational","","","","","10"
"10 Very willing to take risks","2004","Saxony-Anhalt","higher education","4","","","","10"
"10 Very willing to take risks","2004","Thuringia","in school","1","","","","10"
"10 Very willing to take risks","2004","Thuringia","inadequately","","","","","10"
"10 Very willing to take risks","2004","Thuringia","general elemantary","2","","","","10"
"10 Very willing to take risks","2004","Thuringia","middle vocational","2","","","","10"
"10 Very willing to take risks","2004","Thuringia","vocational + Abi","","","","","10"
"10 Very willing to take risks","2004","Thuringia","higher vocational","","","","","10"
"10 Very willing to take risks","2004","Thuringia","higher education","","","","","10"
"2","2004","Bremen","middle vocational","8","","","","2"
"2","2004","Bremen","vocational + Abi","","","","","2"
"2","2004","Bremen","higher vocational","1","","","","2"
"2","2004","Bremen","higher education","2","","","","2"
"2","2004","North Rhine-Westphalia","in school","10","","","","2"
"2","2004","North Rhine-Westphalia","inadequately","11","","","","2"
"2","2004","North Rhine-Westphalia","general elemantary","87","0.147538344980959","0.118244001207855","0.176832688754062","2"
"2","2004","North Rhine-Westphalia","middle vocational","228","0.101926134973138","0.0892950370206129","0.114557232925664","2"
"2","2004","Saxony","inadequately","","","","","2"
"2","2004","Saxony","general elemantary","9","","","","2"
"2","2004","Saxony","middle vocational","77","0.0870578695437893","0.0680719328672674","0.106043806220311","2"
"2","2004","Saxony","vocational + Abi","4","","","","2"
"2","2004","Saxony","higher vocational","6","","","","2"
"2","2004","Hamburg","higher vocational","3","","","","2"
"2","2004","Hamburg","higher education","1","","","","2"
"2","2004","Lower Saxony","in school","4","","","","2"
"2","2004","Lower Saxony","inadequately","2","","","","2"
"2","2004","Lower Saxony","general elemantary","26","","","","2"
"2","2004","Lower Saxony","middle vocational","114","0.101916612683695","0.0829459880398687","0.120887237327522","2"
"2","2004","Lower Saxony","vocational + Abi","6","","","","2"
"2","2004","Lower Saxony","higher vocational","17","","","","2"
"2","2004","Lower Saxony","higher education","28","","","","2"
"2","2004","Bremen","in school","","","","","2"
"2","2004","Bremen","inadequately","","","","","2"
"2","2004","Bremen","general elemantary","2","","","","2"
"2","2004","Berlin","higher vocational","10","","","","2"
"2","2004","Berlin","higher education","28","","","","2"
"2","2004","Brandenburg","in school","","","","","2"
"2","2004","Brandenburg","inadequately","","","","","2"
"2","2004","North Rhine-Westphalia","vocational + Abi","35","0.114401179330332","0.0803672401956614","0.148435118465002","2"
"2","2004","North Rhine-Westphalia","higher vocational","36","0.104720343053719","0.0716844533580952","0.137756232749343","2"
"2","2004","North Rhine-Westphalia","higher education","87","0.118137581338093","0.0961790393638899","0.140096123312295","2"
"2","2004","Hesse","in school","2","","","","2"
"2","2004","Hesse","inadequately","","","","","2"
"2","2004","Saxony","higher education","32","0.082074467188206","0.054367743279891","0.109781191096521","2"
"2","2004","Saxony-Anhalt","in school","1","","","","2"
"2","2004","Saxony-Anhalt","inadequately","","","","","2"
"2","2004","Saxony-Anhalt","general elemantary","6","","","","2"
"2","2004","Saxony-Anhalt","middle vocational","45","0.110583929569092","0.0817039098560836","0.139463949282101","2"
"2","2004","Saxony-Anhalt","vocational + Abi","","","","","2"
"2","2004","Saxony-Anhalt","higher vocational","17","","","","2"
"2","2004","Saxony-Anhalt","higher education","18","","","","2"
"2","2004","Thuringia","in school","1","","","","2"
"2","2004","Brandenburg","general elemantary","5","","","","2"
"2","2004","Brandenburg","middle vocational","54","0.10970490834765","0.0808938711873041","0.138515945507997","2"
"2","2004","Brandenburg","vocational + Abi","1","","","","2"
"2","2004","Brandenburg","higher vocational","10","","","","2"
"2","2004","Brandenburg","higher education","11","","","","2"
"2","2004","Mecklenburg-Western Pomerania","in school","","","","","2"
"2","2004","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"2","2004","Mecklenburg-Western Pomerania","general elemantary","5","","","","2"
"2","2004","Mecklenburg-Western Pomerania","middle vocational","16","","","","2"
"2","2004","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"2","2004","Mecklenburg-Western Pomerania","higher vocational","5","","","","2"
"2","2004","Mecklenburg-Western Pomerania","higher education","14","","","","2"
"2","2004","Saxony","in school","1","","","","2"
"2","2004","Schleswig-Holstein","higher education","8","","","","2"
"2","2004","Hamburg","in school","2","","","","2"
"2","2004","Hamburg","inadequately","1","","","","2"
"2","2004","Hamburg","general elemantary","8","","","","2"
"2","2004","Hamburg","middle vocational","12","","","","2"
"2","2004","Hamburg","vocational + Abi","2","","","","2"
"2","2004","Bavaria","higher education","53","0.100624622794008","0.0759282431567585","0.125321002431257","2"
"2","2004","Berlin","in school","","","","","2"
"2","2004","Berlin","inadequately","1","","","","2"
"2","2004","Berlin","general elemantary","9","","","","2"
"2","2004","Berlin","middle vocational","29","","","","2"
"2","2004","Berlin","vocational + Abi","","","","","2"
"2","2004","Schleswig-Holstein","in school","1","","","","2"
"2","2004","Schleswig-Holstein","inadequately","2","","","","2"
"2","2004","Schleswig-Holstein","general elemantary","7","","","","2"
"2","2004","Schleswig-Holstein","middle vocational","40","0.122772319531542","0.0882428626189453","0.157301776444138","2"
"2","2004","Schleswig-Holstein","vocational + Abi","3","","","","2"
"2","2004","Schleswig-Holstein","higher vocational","2","","","","2"
"2","2004","Hesse","general elemantary","19","","","","2"
"2","2004","Hesse","middle vocational","51","0.0825599824275829","0.061515461580097","0.103604503275069","2"
"2","2004","Hesse","vocational + Abi","12","","","","2"
