"ple0081_h","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Yes","2004","Part Time","secondary school degree","549","0.341239271308462","0.318431261000566","0.364047281616359"
"Yes","2004","Part Time","college entrance qualification","349","0.272570534062111","0.249128171800254","0.296012896323968"
"Yes","2004","Part Time","Other degree","77","0.260660242184526","0.209056033749112","0.312264450619941"
"Yes","2004","Part Time","no degree/no degree yet","52","0.447906587568509","0.367790959658504","0.528022215478515"
"Yes","2004","Not Working","lower secondary degree","748","0.18623667551214","0.174107068579792","0.198366282444487"
"Yes","2004","Not Working","secondary school degree","413","0.252103467012698","0.230846979646295","0.2733599543791"
"Yes","2004","Not Working","college entrance qualification","240","0.175082819549816","0.154376262504999","0.195789376594633"
"Yes","2004","Not Working","Other degree","127","0.23018304869284","0.193791801872581","0.266574295513098"
"Yes","2004","Not Working","no degree/no degree yet","176","0.246187960479329","0.214343391978264","0.278032528980393"
"No","2004","Full Time","lower secondary degree","1177","0.545015092610565","0.524024581867433","0.566005603353697"
"No","2004","Full Time","secondary school degree","1913","0.620347255853059","0.603064652658608","0.637629859047509"
"No","2004","Full Time","college entrance qualification","1997","0.699369789566761","0.682070973008251","0.716668606125271"
"No","2004","Full Time","Other degree","283","0.674619689744389","0.628933751412745","0.720305628076032"
"No","2004","Full Time","no degree/no degree yet","32","0.613945730124585","0.488653751995845","0.739237708253325"
"No","2004","Part Time","lower secondary degree","864","0.600693068979604","0.575571231721385","0.625814906237823"
"No","2004","Part Time","secondary school degree","1111","0.658760728691538","0.635952718383642","0.681568738999434"
"No","2004","Part Time","college entrance qualification","1037","0.727429465937889","0.703987103676032","0.750871828199746"
"No","2004","Part Time","Other degree","201","0.739339757815474","0.687735549380059","0.790943966250888"
"No","2004","Part Time","no degree/no degree yet","96","0.552093412431491","0.471977784521485","0.632209040341496"
"No","2004","Not Working","lower secondary degree","3209","0.81376332448786","0.801633717555513","0.825892931420208"
"No","2004","Not Working","secondary school degree","1190","0.747896532987302","0.7266400456209","0.769153020353705"
"No","2004","Not Working","college entrance qualification","1054","0.824917180450184","0.804210623405367","0.845623737495001"
"No","2004","Not Working","Other degree","387","0.76981695130716","0.733425704486902","0.806208198127419"
"No","2004","Not Working","no degree/no degree yet","527","0.753812039520671","0.721967471019607","0.785656608021736"
"Yes","2005","Full Time","lower secondary degree","","","",""
"Yes","2005","Full Time","secondary school degree","","","",""
"Yes","2005","Full Time","college entrance qualification","","","",""
"Yes","2005","Full Time","Other degree","","","",""
"Yes","2005","Full Time","no degree/no degree yet","","","",""
"Yes","2005","Part Time","lower secondary degree","","","",""
"Yes","2005","Part Time","secondary school degree","","","",""
"Yes","2005","Part Time","college entrance qualification","","","",""
"Yes","2005","Part Time","Other degree","","","",""
"Yes","2005","Part Time","no degree/no degree yet","","","",""
"Yes","2005","Not Working","lower secondary degree","","","",""
"Yes","2005","Not Working","secondary school degree","","","",""
"Yes","2005","Not Working","college entrance qualification","","","",""
"Yes","2005","Not Working","Other degree","","","",""
"Yes","2005","Not Working","no degree/no degree yet","","","",""
"No","2005","Full Time","lower secondary degree","","","",""
"No","2005","Full Time","secondary school degree","","","",""
"No","2005","Full Time","college entrance qualification","","","",""
"No","2005","Full Time","Other degree","","","",""
"No","2005","Full Time","no degree/no degree yet","","","",""
"No","2005","Part Time","lower secondary degree","","","",""
"No","2005","Part Time","secondary school degree","","","",""
"No","2005","Part Time","college entrance qualification","","","",""
"No","2005","Part Time","Other degree","","","",""
"No","2005","Part Time","no degree/no degree yet","","","",""
"No","2005","Not Working","lower secondary degree","","","",""
"No","2005","Not Working","secondary school degree","","","",""
"No","2005","Not Working","college entrance qualification","","","",""
"No","2005","Not Working","Other degree","","","",""
"No","2005","Not Working","no degree/no degree yet","","","",""
"Yes","2006","Full Time","lower secondary degree","898","0.445184087996035","0.423800365435641","0.466567810556428"
"Yes","2006","Full Time","secondary school degree","1085","0.376705231247406","0.359333916067297","0.394076546427515"
"Yes","2006","Full Time","college entrance qualification","694","0.276376209193298","0.259740354957089","0.293012063429506"
"Yes","2006","Full Time","Other degree","135","0.388001469984164","0.339452001070121","0.436550938898207"
"Yes","2006","Full Time","no degree/no degree yet","30","0.550181002712763","0.423242381429714","0.677119623995812"
"Yes","2006","Part Time","lower secondary degree","545","0.390325507925301","0.364512803129965","0.416138212720637"
"Yes","2006","Part Time","secondary school degree","544","0.350304314396681","0.327817479621894","0.372791149171467"
"Yes","2006","Part Time","college entrance qualification","327","0.241483110053855","0.219261953099029","0.263704267008681"
"Yes","2006","Part Time","Other degree","77","0.364627389113822","0.307001242118691","0.422253536108954"
"Yes","2006","Part Time","no degree/no degree yet","35","0.417316941175941","0.321620186809908","0.513013695541975"
"Yes","2006","Not Working","lower secondary degree","812","0.195750841319211","0.183733956990423","0.207767725648"
"Yes","2006","Not Working","secondary school degree","448","0.267978749770113","0.247310161058195","0.288647338482032"
"Yes","2006","Not Working","college entrance qualification","246","0.168636113454171","0.149188605119489","0.188083621788853"
"Yes","2006","Not Working","Other degree","137","0.241780690194937","0.205965262182345","0.277596118207528"
"Yes","2006","Not Working","no degree/no degree yet","113","0.26111068586298","0.222455366253689","0.299766005472271"
"No","2006","Full Time","lower secondary degree","1177","0.554815912003965","0.533432189443572","0.576199634564359"
"No","2006","Full Time","secondary school degree","1904","0.623294768752594","0.605923453572485","0.640666083932704"
"No","2006","Full Time","college entrance qualification","2082","0.723623790806702","0.706987936570494","0.740259645042911"
"No","2006","Full Time","Other degree","252","0.611998530015836","0.563449061101793","0.660547998929879"
"No","2006","Full Time","no degree/no degree yet","29","","",""
"No","2006","Part Time","lower secondary degree","827","0.609674492074699","0.583861787279363","0.635487196870035"
"No","2006","Part Time","secondary school degree","1185","0.649695685603319","0.627208850828533","0.672182520378106"
"No","2006","Part Time","college entrance qualification","1098","0.758516889946145","0.736295732991319","0.780738046900971"
"No","2006","Part Time","Other degree","191","0.635372610886178","0.577746463891046","0.692998757881309"
"No","2006","Part Time","no degree/no degree yet","67","0.582683058824059","0.486986304458025","0.678379813190092"
"No","2006","Not Working","lower secondary degree","3376","0.804249158680789","0.792232274352","0.816266043009577"
"No","2006","Not Working","secondary school degree","1316","0.732021250229887","0.711352661517968","0.752689838941805"
"No","2006","Not Working","college entrance qualification","1178","0.831363886545829","0.811916378211146","0.850811394880511"
"No","2006","Not Working","Other degree","412","0.758219309805063","0.722403881792472","0.794034737817655"
"No","2006","Not Working","no degree/no degree yet","383","0.73888931413702","0.700233994527729","0.777544633746311"
"Yes","2007","Full Time","lower secondary degree","","","",""
"Yes","2007","Full Time","secondary school degree","","","",""
"Yes","2007","Full Time","college entrance qualification","","","",""
"Yes","2007","Full Time","Other degree","","","",""
"Yes","2007","Full Time","no degree/no degree yet","","","",""
"Yes","2007","Part Time","lower secondary degree","","","",""
"Yes","2007","Part Time","secondary school degree","","","",""
"Yes","2007","Part Time","college entrance qualification","","","",""
"Yes","2007","Part Time","Other degree","","","",""
"Yes","2007","Part Time","no degree/no degree yet","","","",""
"Yes","2007","Not Working","lower secondary degree","","","",""
"Yes","2007","Not Working","secondary school degree","","","",""
"Yes","2007","Not Working","college entrance qualification","","","",""
"Yes","2007","Not Working","Other degree","","","",""
"Yes","2007","Not Working","no degree/no degree yet","","","",""
"No","2007","Full Time","lower secondary degree","","","",""
"No","2007","Full Time","secondary school degree","","","",""
"No","2007","Full Time","college entrance qualification","","","",""
"No","2007","Full Time","Other degree","","","",""
"No","2007","Full Time","no degree/no degree yet","","","",""
"No","2007","Part Time","lower secondary degree","","","",""
"No","2007","Part Time","secondary school degree","","","",""
"No","2007","Part Time","college entrance qualification","","","",""
"No","2007","Part Time","Other degree","","","",""
"No","2007","Part Time","no degree/no degree yet","","","",""
"No","2007","Not Working","lower secondary degree","","","",""
"No","2007","Not Working","secondary school degree","","","",""
"No","2007","Not Working","college entrance qualification","","","",""
"No","2007","Not Working","Other degree","","","",""
"No","2007","Not Working","no degree/no degree yet","","","",""
"Yes","2008","Full Time","lower secondary degree","754","0.433998858620021","0.410896309205074","0.457101408034969"
"Yes","2008","Full Time","secondary school degree","943","0.352518221235606","0.334550716465983","0.370485726005228"
"Yes","2008","Full Time","college entrance qualification","559","0.223161253215082","0.206777645371774","0.239544861058389"
"Yes","2008","Full Time","Other degree","101","0.399771359444063","0.344340493990104","0.455202224898022"
"Yes","2008","Full Time","no degree/no degree yet","21","","",""
"Yes","2008","Part Time","lower secondary degree","469","0.423990371931059","0.395428146697706","0.452552597164411"
"Yes","2008","Part Time","secondary school degree","440","0.317844492337378","0.294081500382096","0.34160748429266"
"Yes","2008","Part Time","college entrance qualification","296","0.242475970124411","0.219320547812577","0.265631392436246"
"Yes","2008","Part Time","Other degree","66","0.34452459795276","0.283506530719869","0.405542665185651"
"Yes","2008","Part Time","no degree/no degree yet","43","0.533156286969949","0.436337189524751","0.629975384415147"
"Yes","2008","Not Working","lower secondary degree","651","0.191902974839642","0.178994269856101","0.204811679823184"
"Yes","2008","Not Working","secondary school degree","342","0.230858192705461","0.20999458310096","0.251721802309963"
"Yes","2008","Not Working","college entrance qualification","193","0.146667821140003","0.127803251668219","0.165532390611787"
"Yes","2008","Not Working","Other degree","85","0.216250690702934","0.176784311232864","0.255717070173005"
"Yes","2008","Not Working","no degree/no degree yet","68","0.18681934827455","0.149091624180367","0.224547072368732"
"No","2008","Full Time","lower secondary degree","1014","0.566001141379979","0.542898591965031","0.589103690794926"
"No","2008","Full Time","secondary school degree","1773","0.647481778764395","0.629514273994772","0.665449283534017"
"No","2008","Full Time","college entrance qualification","1922","0.776838746784918","0.760455138941611","0.793222354628226"
"No","2008","Full Time","Other degree","199","0.600228640555937","0.544797775101978","0.655659506009896"
"No","2008","Full Time","no degree/no degree yet","18","","",""
"No","2008","Part Time","lower secondary degree","681","0.576009628068941","0.547447402835588","0.604571853302294"
"No","2008","Part Time","secondary school degree","1035","0.682155507662622","0.65839251570734","0.705918499617904"
"No","2008","Part Time","college entrance qualification","1020","0.757524029875589","0.734368607563754","0.780679452187423"
"No","2008","Part Time","Other degree","167","0.65547540204724","0.594457334814349","0.716493469280131"
"No","2008","Part Time","no degree/no degree yet","59","0.466843713030051","0.370024615584853","0.563662810475249"
"No","2008","Not Working","lower secondary degree","2924","0.808097025160358","0.795188320176816","0.821005730143899"
"No","2008","Not Working","secondary school degree","1225","0.769141807294539","0.748278197690037","0.79000541689904"
"No","2008","Not Working","college entrance qualification","1158","0.853332178859997","0.834467609388213","0.872196748331781"
"No","2008","Not Working","Other degree","333","0.783749309297066","0.744282929826995","0.823215688767136"
"No","2008","Not Working","no degree/no degree yet","342","0.81318065172545","0.775452927631268","0.850908375819633"
"Yes","2009","Full Time","lower secondary degree","","","",""
"Yes","2009","Full Time","secondary school degree","","","",""
"Yes","2009","Full Time","college entrance qualification","","","",""
"Yes","2009","Full Time","Other degree","","","",""
"Yes","2009","Full Time","no degree/no degree yet","","","",""
"Yes","2009","Part Time","lower secondary degree","","","",""
"Yes","2009","Part Time","secondary school degree","","","",""
"Yes","2009","Part Time","college entrance qualification","","","",""
"Yes","2009","Part Time","Other degree","","","",""
"Yes","2009","Part Time","no degree/no degree yet","","","",""
"Yes","2009","Not Working","lower secondary degree","","","",""
"Yes","2009","Not Working","secondary school degree","","","",""
"Yes","2009","Not Working","college entrance qualification","","","",""
"Yes","2009","Not Working","Other degree","","","",""
"Yes","2009","Not Working","no degree/no degree yet","","","",""
"No","2009","Full Time","lower secondary degree","","","",""
"No","2009","Full Time","secondary school degree","","","",""
"No","2009","Full Time","college entrance qualification","","","",""
"No","2009","Full Time","Other degree","","","",""
"No","2009","Full Time","no degree/no degree yet","","","",""
"No","2009","Part Time","lower secondary degree","","","",""
"No","2009","Part Time","secondary school degree","","","",""
"No","2009","Part Time","college entrance qualification","","","",""
"No","2009","Part Time","Other degree","","","",""
"No","2009","Part Time","no degree/no degree yet","","","",""
"No","2009","Not Working","lower secondary degree","","","",""
"No","2009","Not Working","secondary school degree","","","",""
"No","2009","Not Working","college entrance qualification","","","",""
"No","2009","Not Working","Other degree","","","",""
"No","2009","Not Working","no degree/no degree yet","","","",""
"Yes","2010","Full Time","lower secondary degree","605","0.429313701696655","0.403431809354237","0.455195594039074"
"Yes","2010","Full Time","secondary school degree","807","0.358311347227583","0.338903868079312","0.377718826375855"
"Yes","2010","Full Time","college entrance qualification","506","0.236544656013569","0.219108985190326","0.253980326836812"
"Yes","2010","Full Time","Other degree","62","0.289717990525685","0.228217569707756","0.351218411343615"
"Yes","2010","Full Time","no degree/no degree yet","16","","",""
"Yes","2010","Part Time","lower secondary degree","384","0.375404590337448","0.345010092917784","0.405799087757111"
"Yes","2010","Part Time","secondary school degree","386","0.308104837134263","0.283356171230949","0.332853503037577"
"Yes","2010","Part Time","college entrance qualification","237","0.222331523679215","0.198596538877257","0.246066508481173"
"Yes","2010","Part Time","Other degree","48","0.27719743069612","0.213382598286393","0.341012263105847"
"Yes","2010","Part Time","no degree/no degree yet","23","","",""
"Yes","2010","Not Working","lower secondary degree","525","0.172137915034542","0.158640732586065","0.18563509748302"
"Yes","2010","Not Working","secondary school degree","298","0.225329811757185","0.203149486437291","0.247510137077079"
"Yes","2010","Not Working","college entrance qualification","173","0.147358092919379","0.127418830875213","0.167297354963544"
"Yes","2010","Not Working","Other degree","63","0.224739557088367","0.17935898324061","0.270120130936125"
"Yes","2010","Not Working","no degree/no degree yet","50","0.193911581373415","0.149971474255058","0.237851688491771"
"No","2010","Full Time","lower secondary degree","800","0.570686298303345","0.544804405960926","0.596568190645763"
"No","2010","Full Time","secondary school degree","1538","0.641688652772417","0.622281173624145","0.661096131920688"
"No","2010","Full Time","college entrance qualification","1776","0.763455343986431","0.746019673163188","0.780891014809674"
"No","2010","Full Time","Other degree","147","0.710282009474315","0.648781588656385","0.771782430292244"
"No","2010","Full Time","no degree/no degree yet","10","","",""
"No","2010","Part Time","lower secondary degree","591","0.624595409662552","0.594200912242889","0.654989907082216"
"No","2010","Part Time","secondary school degree","951","0.691895162865737","0.667146496962423","0.716643828769051"
"No","2010","Part Time","college entrance qualification","942","0.777668476320785","0.753933491518826","0.801403461122743"
"No","2010","Part Time","Other degree","141","0.72280256930388","0.658987736894153","0.786617401713607"
"No","2010","Part Time","no degree/no degree yet","61","0.67593704821518","0.575850372414673","0.776023724015687"
"No","2010","Not Working","lower secondary degree","2480","0.827862084965458","0.81436490251698","0.841359267413935"
"No","2010","Not Working","secondary school degree","1065","0.774670188242815","0.752489862922921","0.796850513562709"
"No","2010","Not Working","college entrance qualification","1041","0.852641907080621","0.832702645036456","0.872581169124787"
"No","2010","Not Working","Other degree","262","0.775260442911633","0.729879869063875","0.82064101675939"
"No","2010","Not Working","no degree/no degree yet","261","0.806088418626585","0.762148311508229","0.850028525744942"
"Yes","2011","Full Time","lower secondary degree","","","",""
"Yes","2011","Full Time","secondary school degree","","","",""
"Yes","2011","Full Time","college entrance qualification","","","",""
"Yes","2011","Full Time","Other degree","","","",""
"Yes","2011","Full Time","no degree/no degree yet","","","",""
"Yes","2011","Part Time","lower secondary degree","","","",""
"Yes","2011","Part Time","secondary school degree","","","",""
"Yes","2011","Part Time","college entrance qualification","","","",""
"Yes","2011","Part Time","Other degree","","","",""
"Yes","2011","Part Time","no degree/no degree yet","","","",""
"Yes","2011","Not Working","lower secondary degree","","","",""
"Yes","2011","Not Working","secondary school degree","","","",""
"Yes","2011","Not Working","college entrance qualification","","","",""
"Yes","2011","Not Working","Other degree","","","",""
"Yes","2011","Not Working","no degree/no degree yet","","","",""
"No","2011","Full Time","lower secondary degree","","","",""
"No","2011","Full Time","secondary school degree","","","",""
"No","2011","Full Time","college entrance qualification","","","",""
"No","2011","Full Time","Other degree","","","",""
"No","2011","Full Time","no degree/no degree yet","","","",""
"No","2011","Part Time","lower secondary degree","","","",""
"No","2011","Part Time","secondary school degree","","","",""
"No","2011","Part Time","college entrance qualification","","","",""
"No","2011","Part Time","Other degree","","","",""
"No","2011","Part Time","no degree/no degree yet","","","",""
"No","2011","Not Working","lower secondary degree","","","",""
"No","2011","Not Working","secondary school degree","","","",""
"No","2011","Not Working","college entrance qualification","","","",""
"No","2011","Not Working","Other degree","","","",""
"No","2011","Not Working","no degree/no degree yet","","","",""
"Yes","2012","Full Time","lower secondary degree","687","0.418222803301676","0.394060706120086","0.442384900483265"
"Yes","2012","Full Time","secondary school degree","949","0.360594559844286","0.342499409117457","0.378689710571115"
"Yes","2012","Full Time","college entrance qualification","590","0.224983144819188","0.209170944792286","0.24079534484609"
"Yes","2012","Full Time","Other degree","105","0.333415832344094","0.283597466660875","0.383234198027314"
"Yes","2012","Full Time","no degree/no degree yet","30","0.571846265642984","0.439871553341438","0.703820977944531"
"Yes","2012","Part Time","lower secondary degree","450","0.367899282436457","0.340372921480326","0.395425643392589"
"Yes","2012","Part Time","secondary school degree","466","0.293763153589186","0.2714517818595","0.316074525318872"
"Yes","2012","Part Time","college entrance qualification","279","0.206272227619687","0.185678560753049","0.226865894486326"
"Yes","2012","Part Time","Other degree","69","0.252604554396049","0.20462141867501","0.300587690117088"
"Yes","2012","Part Time","no degree/no degree yet","44","0.349803381825754","0.268446277918456","0.431160485733053"
"Yes","2012","Not Working","lower secondary degree","684","0.184010942155418","0.171587254217864","0.196434630092972"
"Yes","2012","Not Working","secondary school degree","367","0.212208967299745","0.193063391925571","0.231354542673918"
"Yes","2012","Not Working","college entrance qualification","203","0.139815189467195","0.122381096420852","0.157249282513539"
"Yes","2012","Not Working","Other degree","117","0.239862570507384","0.202984195417387","0.276740945597382"
"Yes","2012","Not Working","no degree/no degree yet","77","0.231633224380149","0.188234247261586","0.275032201498712"
"No","2012","Full Time","lower secondary degree","914","0.581777196698324","0.557615099516735","0.605939293879914"
"No","2012","Full Time","secondary school degree","1756","0.639405440155714","0.621310289428885","0.657500590882543"
"No","2012","Full Time","college entrance qualification","2089","0.775016855180812","0.75920465515391","0.790829055207714"
"No","2012","Full Time","Other degree","239","0.666584167655906","0.616765801972686","0.716402533339125"
"No","2012","Full Time","no degree/no degree yet","24","","",""
"No","2012","Part Time","lower secondary degree","729","0.632100717563543","0.604574356607411","0.659627078519674"
"No","2012","Part Time","secondary school degree","1135","0.706236846410815","0.683925474681129","0.728548218140501"
"No","2012","Part Time","college entrance qualification","1204","0.793727772380313","0.773134105513674","0.814321439246951"
"No","2012","Part Time","Other degree","246","0.747395445603951","0.699412309882912","0.79537858132499"
"No","2012","Part Time","no degree/no degree yet","88","0.650196618174246","0.568839514266947","0.731553722081544"
"No","2012","Not Working","lower secondary degree","3053","0.815989057844582","0.803565369907027","0.828412745782136"
"No","2012","Not Working","secondary school degree","1385","0.787791032700255","0.768645457326082","0.806936608074429"
"No","2012","Not Working","college entrance qualification","1317","0.860184810532805","0.842750717486461","0.877618903579148"
"No","2012","Not Working","Other degree","398","0.760137429492616","0.723259054402619","0.797015804582613"
"No","2012","Not Working","no degree/no degree yet","286","0.768366775619851","0.724967798501288","0.811765752738414"
"Yes","2013","Full Time","lower secondary degree","","","",""
"Yes","2013","Full Time","secondary school degree","","","",""
"Yes","2013","Full Time","college entrance qualification","","","",""
"Yes","2013","Full Time","Other degree","","","",""
"Yes","2013","Full Time","no degree/no degree yet","","","",""
"Yes","2013","Part Time","lower secondary degree","","","",""
"Yes","2013","Part Time","secondary school degree","","","",""
"Yes","2013","Part Time","college entrance qualification","","","",""
"Yes","2013","Part Time","Other degree","","","",""
"Yes","2013","Part Time","no degree/no degree yet","","","",""
"Yes","2013","Not Working","lower secondary degree","","","",""
"Yes","2013","Not Working","secondary school degree","","","",""
"Yes","2013","Not Working","college entrance qualification","","","",""
"Yes","2013","Not Working","Other degree","","","",""
"Yes","2013","Not Working","no degree/no degree yet","","","",""
"No","2013","Full Time","lower secondary degree","","","",""
"No","2013","Full Time","secondary school degree","","","",""
"No","2013","Full Time","college entrance qualification","","","",""
"No","2013","Full Time","Other degree","","","",""
"No","2013","Full Time","no degree/no degree yet","","","",""
"No","2013","Part Time","lower secondary degree","","","",""
"No","2013","Part Time","secondary school degree","","","",""
"No","2013","Part Time","college entrance qualification","","","",""
"No","2013","Part Time","Other degree","","","",""
"No","2013","Part Time","no degree/no degree yet","","","",""
"No","2013","Not Working","lower secondary degree","","","",""
"No","2013","Not Working","secondary school degree","","","",""
"No","2013","Not Working","college entrance qualification","","","",""
"No","2013","Not Working","Other degree","","","",""
"No","2013","Not Working","no degree/no degree yet","","","",""
"Yes","2014","Full Time","lower secondary degree","848","0.431101980034711","0.408880850771614","0.453323109297808"
"Yes","2014","Full Time","secondary school degree","1077","0.337918550806254","0.321611548156518","0.354225553455991"
"Yes","2014","Full Time","college entrance qualification","718","0.228752834931163","0.214698258396493","0.242807411465833"
"Yes","2014","Full Time","Other degree","398","0.33271785642971","0.306179817563809","0.359255895295611"
"Yes","2014","Full Time","no degree/no degree yet","67","0.58753658521607","0.497170422847921","0.677902747584218"
"Yes","2014","Part Time","lower secondary degree","609","0.38712941862498","0.362203825050296","0.412055012199663"
"Yes","2014","Part Time","secondary school degree","684","0.310014862937086","0.290959512516685","0.329070213357486"
"Yes","2014","Part Time","college entrance qualification","398","0.181073261223159","0.165291164662442","0.196855357783876"
"Yes","2014","Part Time","Other degree","266","0.289461003850166","0.261629479335679","0.317292528364652"
"Yes","2014","Part Time","no degree/no degree yet","85","0.403967885129673","0.341364136322453","0.466571633936892"
"Yes","2014","Not Working","lower secondary degree","778","0.195993581008803","0.182926136838219","0.209061025179386"
"Yes","2014","Not Working","secondary school degree","503","0.215089914382327","0.197316388357334","0.23286344040732"
"Yes","2014","Not Working","college entrance qualification","250","0.141465295628538","0.125019403978624","0.157911187278451"
"Yes","2014","Not Working","Other degree","293","0.269227474823599","0.242761483669293","0.295693465977905"
"Yes","2014","Not Working","no degree/no degree yet","174","0.260232321335647","0.226733179790447","0.293731462880847"
"No","2014","Full Time","lower secondary degree","1060","0.568898019965289","0.546676890702192","0.591119149228387"
"No","2014","Full Time","secondary school degree","2155","0.662081449193746","0.64577444654401","0.678388451843482"
"No","2014","Full Time","college entrance qualification","2713","0.771247165068837","0.757192588534167","0.785301741603507"
"No","2014","Full Time","Other degree","813","0.66728214357029","0.640744104704389","0.693820182436191"
"No","2014","Full Time","no degree/no degree yet","47","0.41246341478393","0.322097252415782","0.502829577152079"
"No","2014","Part Time","lower secondary degree","858","0.61287058137502","0.587944987800337","0.637796174949704"
"No","2014","Part Time","secondary school degree","1579","0.689985137062914","0.670929786642514","0.709040487483315"
"No","2014","Part Time","college entrance qualification","1889","0.818926738776842","0.803144642216125","0.834708835337558"
"No","2014","Part Time","Other degree","754","0.710538996149834","0.682707471635348","0.738370520664321"
"No","2014","Part Time","no degree/no degree yet","151","0.596032114870327","0.533428366063108","0.658635863677547"
"No","2014","Not Working","lower secondary degree","2767","0.804006418991197","0.790938974820613","0.817073863161781"
