"ple0081_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","2002","secondary school degree","Couple + C. LE 16 ","1139","0.668745087196845","0.646456585449217","0.691033588944473"
"No","2002","secondary school degree","Couple + C. GT 16 ","815","0.663716577678683","0.637119076123328","0.690314079234039"
"No","2002","secondary school degree","Couple + C. LE and GT 16","378","0.606171756804436","0.567493300592423","0.64485021301645"
"No","2002","college entrance qualification","1-pers.-HH","513","0.657995069053498","0.624510215386329","0.691479922720668"
"No","2002","college entrance qualification","(Married) couple without C. ","1334","0.798166124986903","0.779236343649223","0.817095906324583"
"No","2002","college entrance qualification","Single parent ","134","0.66536156249076","0.598617253255046","0.732105871726473"
"No","2002","college entrance qualification","Couple + C. LE 16 ","1067","0.772730089387557","0.750571627697134","0.79488855107798"
"No","2002","college entrance qualification","Couple + C. GT 16 ","755","0.729788593291494","0.702333973429068","0.757243213153919"
"No","2002","college entrance qualification","Couple + C. LE and GT 16","306","0.765954648777502","0.724565489741398","0.807343807813607"
"No","2002","Other degree","1-pers.-HH","64","0.6795811367835","0.587661100064044","0.771501173502956"
"No","2002","Other degree","(Married) couple without C. ","299","0.776513716385462","0.735222306224885","0.817805126546038"
"No","2002","Other degree","Single parent ","45","0.692872522466242","0.584807517742324","0.800937527190161"
"No","2002","Other degree","Couple + C. LE 16 ","216","0.703404585101848","0.653746356382817","0.753062813820879"
"No","2002","Other degree","Couple + C. GT 16 ","170","0.720633478111844","0.663388619506938","0.777878336716749"
"No","2002","Other degree","Couple + C. LE and GT 16","82","0.595872785501261","0.513999094036942","0.677746476965581"
"No","2002","no degree/no degree yet","1-pers.-HH","22","","",""
"No","2002","no degree/no degree yet","(Married) couple without C. ","72","0.757408717720968","0.673394877631979","0.841422557809956"
"No","2002","no degree/no degree yet","Single parent ","51","0.643830683423304","0.538896452433989","0.748764914412618"
"No","2002","no degree/no degree yet","Couple + C. LE 16 ","22","","",""
"No","2002","no degree/no degree yet","Couple + C. GT 16 ","258","0.788386453144729","0.744047993548603","0.832724912740854"
"No","2002","no degree/no degree yet","Couple + C. LE and GT 16","212","0.786277739084856","0.73800287313498","0.834552605034731"
"Yes","2003","lower secondary degree","1-pers.-HH","","","",""
"Yes","2003","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2003","lower secondary degree","Single parent ","","","",""
"Yes","2003","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2003","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2003","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2003","secondary school degree","1-pers.-HH","","","",""
"Yes","2003","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2003","secondary school degree","Single parent ","","","",""
"Yes","2003","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2003","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2003","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2003","college entrance qualification","1-pers.-HH","","","",""
"Yes","2003","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2003","college entrance qualification","Single parent ","","","",""
"Yes","2003","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2003","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2003","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2003","Other degree","1-pers.-HH","","","",""
"Yes","2003","Other degree","(Married) couple without C. ","","","",""
"Yes","2003","Other degree","Single parent ","","","",""
"Yes","2003","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2003","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2003","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2003","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2003","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2003","no degree/no degree yet","Single parent ","","","",""
"Yes","2003","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2003","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2003","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2003","lower secondary degree","1-pers.-HH","","","",""
"No","2003","lower secondary degree","(Married) couple without C. ","","","",""
"No","2003","lower secondary degree","Single parent ","","","",""
"No","2003","lower secondary degree","Couple + C. LE 16 ","","","",""
"No","2003","lower secondary degree","Couple + C. GT 16 ","","","",""
"No","2003","lower secondary degree","Couple + C. LE and GT 16","","","",""
"No","2003","secondary school degree","1-pers.-HH","","","",""
"No","2003","secondary school degree","(Married) couple without C. ","","","",""
"No","2003","secondary school degree","Single parent ","","","",""
"No","2003","secondary school degree","Couple + C. LE 16 ","","","",""
"No","2003","secondary school degree","Couple + C. GT 16 ","","","",""
"No","2003","secondary school degree","Couple + C. LE and GT 16","","","",""
"No","2003","college entrance qualification","1-pers.-HH","","","",""
"No","2003","college entrance qualification","(Married) couple without C. ","","","",""
"No","2003","college entrance qualification","Single parent ","","","",""
"No","2003","college entrance qualification","Couple + C. LE 16 ","","","",""
"No","2003","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","2003","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","2003","Other degree","1-pers.-HH","","","",""
"No","2003","Other degree","(Married) couple without C. ","","","",""
"No","2003","Other degree","Single parent ","","","",""
"No","2003","Other degree","Couple + C. LE 16 ","","","",""
"No","2003","Other degree","Couple + C. GT 16 ","","","",""
"No","2003","Other degree","Couple + C. LE and GT 16","","","",""
"No","2003","no degree/no degree yet","1-pers.-HH","","","",""
"No","2003","no degree/no degree yet","(Married) couple without C. ","","","",""
"No","2003","no degree/no degree yet","Single parent ","","","",""
"No","2003","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"No","2003","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","2003","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2004","lower secondary degree","1-pers.-HH","346","0.27592418515936","0.251115613000071","0.300732757318648"
"Yes","2004","lower secondary degree","(Married) couple without C. ","665","0.207025854359349","0.192974362317853","0.221077346400846"
"Yes","2004","lower secondary degree","Single parent ","181","0.490109209229244","0.438964575295731","0.541253843162757"
"Yes","2004","lower secondary degree","Couple + C. LE 16 ","483","0.455893732700066","0.425565864193772","0.486221601206359"
"Yes","2004","lower secondary degree","Couple + C. GT 16 ","378","0.365851489575113","0.336950428787128","0.394752550363098"
"Yes","2004","lower secondary degree","Couple + C. LE and GT 16","212","0.47049540617851","0.423153393941229","0.517837418415791"
"Yes","2004","secondary school degree","1-pers.-HH","286","0.365802987707364","0.331239751664518","0.400366223750209"
"Yes","2004","secondary school degree","(Married) couple without C. ","522","0.270411861399083","0.250209883559991","0.290613839238174"
"Yes","2004","secondary school degree","Single parent ","164","0.484288677274345","0.432302317803165","0.536275036745525"
"Yes","2004","secondary school degree","Couple + C. LE 16 ","490","0.3209000709068","0.297157015100763","0.344643126712838"
"Yes","2004","secondary school degree","Couple + C. GT 16 ","387","0.351320621018911","0.324197386608199","0.378443855429622"
"Yes","2004","secondary school degree","Couple + C. LE and GT 16","175","0.344569886204353","0.30368467294178","0.385455099466926"
"Yes","2004","college entrance qualification","1-pers.-HH","245","0.310324730470643","0.277732946670187","0.342916514271098"
"Yes","2004","college entrance qualification","(Married) couple without C. ","377","0.213525931683977","0.194232195926993","0.23281966744096"
"Yes","2004","college entrance qualification","Single parent ","68","0.403705387898442","0.33242416982414","0.474986605972745"
"Yes","2004","college entrance qualification","Couple + C. LE 16 ","243","0.222159189352867","0.198927914717034","0.245390463988699"
"Yes","2004","college entrance qualification","Couple + C. GT 16 ","234","0.260865870816936","0.233731524685182","0.288000216948689"
"Yes","2004","college entrance qualification","Couple + C. LE and GT 16","90","0.27468238425615","0.226884881781583","0.322479886730717"
"Yes","2004","Other degree","1-pers.-HH","26","","",""
"Yes","2004","Other degree","(Married) couple without C. ","77","0.23495192888397","0.191457310129726","0.278446547638213"
"Yes","2004","Other degree","Single parent ","25","","",""
"Yes","2004","Other degree","Couple + C. LE 16 ","86","0.299945314406921","0.243143120369145","0.356747508444696"
"Yes","2004","Other degree","Couple + C. GT 16 ","58","0.268040757191759","0.208695629040595","0.327385885342922"
"Yes","2004","Other degree","Couple + C. LE and GT 16","42","0.298974526835827","0.222867512651788","0.375081541019865"
"Yes","2004","no degree/no degree yet","1-pers.-HH","9","","",""
"Yes","2004","no degree/no degree yet","(Married) couple without C. ","28","","",""
"Yes","2004","no degree/no degree yet","Single parent ","35","0.376028910101846","0.278624383390686","0.473433436813005"
"Yes","2004","no degree/no degree yet","Couple + C. LE 16 ","23","","",""
"Yes","2004","no degree/no degree yet","Couple + C. GT 16 ","85","0.249727123110989","0.203375156201972","0.296079090020006"
"Yes","2004","no degree/no degree yet","Couple + C. LE and GT 16","67","0.257388299093361","0.207666691670872","0.30710990651585"
"No","2004","lower secondary degree","1-pers.-HH","901","0.72407581484064","0.699267242681352","0.748884386999929"
"No","2004","lower secondary degree","(Married) couple without C. ","2529","0.792974145640651","0.778922653599154","0.807025637682147"
"No","2004","lower secondary degree","Single parent ","186","0.509890790770756","0.458746156837243","0.561035424704269"
"No","2004","lower secondary degree","Couple + C. LE 16 ","553","0.544106267299934","0.513778398793641","0.574434135806228"
"No","2004","lower secondary degree","Couple + C. GT 16 ","689","0.634148510424887","0.605247449636902","0.663049571212872"
"No","2004","lower secondary degree","Couple + C. LE and GT 16","215","0.52950459382149","0.482162581584209","0.576846606058771"
"No","2004","secondary school degree","1-pers.-HH","460","0.634197012292636","0.599633776249791","0.668760248335482"
"No","2004","secondary school degree","(Married) couple without C. ","1335","0.729588138600917","0.709386160761826","0.749790116440009"
"No","2004","secondary school degree","Single parent ","191","0.515711322725655","0.463724963254475","0.567697682196835"
"No","2004","secondary school degree","Couple + C. LE 16 ","995","0.6790999290932","0.655356873287162","0.702842984899237"
"No","2004","secondary school degree","Couple + C. GT 16 ","803","0.648679378981089","0.621556144570378","0.675802613391801"
"No","2004","secondary school degree","Couple + C. LE and GT 16","344","0.655430113795647","0.614544900533074","0.69631532705822"
"No","2004","college entrance qualification","1-pers.-HH","529","0.689675269529357","0.657083485728902","0.722267053329813"
"No","2004","college entrance qualification","(Married) couple without C. ","1356","0.786474068316023","0.76718033255904","0.805767804073007"
"No","2004","college entrance qualification","Single parent ","114","0.596294612101558","0.525013394027255","0.66757583017586"
"No","2004","college entrance qualification","Couple + C. LE 16 ","987","0.777840810647133","0.754609536011301","0.801072085282966"
"No","2004","college entrance qualification","Couple + C. GT 16 ","772","0.739134129183064","0.711999783051311","0.766268475314818"
"No","2004","college entrance qualification","Couple + C. LE and GT 16","245","0.72531761574385","0.677520113269283","0.773115118218417"
"No","2004","Other degree","1-pers.-HH","73","0.74696613098207","0.661327389385897","0.832604872578243"
"No","2004","Other degree","(Married) couple without C. ","288","0.76504807111603","0.721553452361787","0.808542689870274"
"No","2004","Other degree","Single parent ","35","0.615656580925936","0.492572622883259","0.738740538968614"
"No","2004","Other degree","Couple + C. LE 16 ","164","0.700054685593079","0.643252491555304","0.756856879630855"
"No","2004","Other degree","Couple + C. GT 16 ","156","0.731959242808241","0.672614114657078","0.791304370959405"
"No","2004","Other degree","Couple + C. LE and GT 16","97","0.701025473164173","0.624918458980135","0.777132487348212"
"No","2004","no degree/no degree yet","1-pers.-HH","20","","",""
"No","2004","no degree/no degree yet","(Married) couple without C. ","56","0.767136976707945","0.676752224414213","0.857521729001677"
"No","2004","no degree/no degree yet","Single parent ","60","0.623971089898154","0.526566563186995","0.721375616609314"
"No","2004","no degree/no degree yet","Couple + C. LE 16 ","15","","",""
"No","2004","no degree/no degree yet","Couple + C. GT 16 ","250","0.750272876889011","0.703920909979994","0.796624843798028"
"No","2004","no degree/no degree yet","Couple + C. LE and GT 16","230","0.742611700906639","0.69289009348415","0.792333308329128"
"Yes","2005","lower secondary degree","1-pers.-HH","","","",""
"Yes","2005","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2005","lower secondary degree","Single parent ","","","",""
"Yes","2005","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2005","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2005","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2005","secondary school degree","1-pers.-HH","","","",""
"Yes","2005","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2005","secondary school degree","Single parent ","","","",""
"Yes","2005","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2005","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2005","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2005","college entrance qualification","1-pers.-HH","","","",""
"Yes","2005","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2005","college entrance qualification","Single parent ","","","",""
"Yes","2005","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2005","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2005","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2005","Other degree","1-pers.-HH","","","",""
"Yes","2005","Other degree","(Married) couple without C. ","","","",""
"Yes","2005","Other degree","Single parent ","","","",""
"Yes","2005","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2005","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2005","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2005","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2005","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2005","no degree/no degree yet","Single parent ","","","",""
"Yes","2005","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2005","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2005","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2005","lower secondary degree","1-pers.-HH","","","",""
"No","2005","lower secondary degree","(Married) couple without C. ","","","",""
"No","2005","lower secondary degree","Single parent ","","","",""
"No","2005","lower secondary degree","Couple + C. LE 16 ","","","",""
"No","2005","lower secondary degree","Couple + C. GT 16 ","","","",""
"No","2005","lower secondary degree","Couple + C. LE and GT 16","","","",""
"No","2005","secondary school degree","1-pers.-HH","","","",""
"No","2005","secondary school degree","(Married) couple without C. ","","","",""
"No","2005","secondary school degree","Single parent ","","","",""
"No","2005","secondary school degree","Couple + C. LE 16 ","","","",""
"No","2005","secondary school degree","Couple + C. GT 16 ","","","",""
"No","2005","secondary school degree","Couple + C. LE and GT 16","","","",""
"No","2005","college entrance qualification","1-pers.-HH","","","",""
"No","2005","college entrance qualification","(Married) couple without C. ","","","",""
"No","2005","college entrance qualification","Single parent ","","","",""
"No","2005","college entrance qualification","Couple + C. LE 16 ","","","",""
"No","2005","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","2005","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","2005","Other degree","1-pers.-HH","","","",""
"No","2005","Other degree","(Married) couple without C. ","","","",""
"No","2005","Other degree","Single parent ","","","",""
"No","2005","Other degree","Couple + C. LE 16 ","","","",""
"No","2005","Other degree","Couple + C. GT 16 ","","","",""
"No","2005","Other degree","Couple + C. LE and GT 16","","","",""
"No","2005","no degree/no degree yet","1-pers.-HH","","","",""
"No","2005","no degree/no degree yet","(Married) couple without C. ","","","",""
"No","2005","no degree/no degree yet","Single parent ","","","",""
"No","2005","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"No","2005","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","2005","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2006","lower secondary degree","1-pers.-HH","365","0.270113514294186","0.246669914434709","0.293557114153662"
"Yes","2006","lower secondary degree","(Married) couple without C. ","648","0.199520471459258","0.185963153835858","0.213077789082658"
"Yes","2006","lower secondary degree","Single parent ","191","0.536685859703045","0.48503180339134","0.588339916014749"
"Yes","2006","lower secondary degree","Couple + C. LE 16 ","432","0.469688845067129","0.437868660747409","0.501509029386849"
"Yes","2006","lower secondary degree","Couple + C. GT 16 ","375","0.387012029842059","0.357208848946365","0.416815210737752"
"Yes","2006","lower secondary degree","Couple + C. LE and GT 16","172","0.457991018113996","0.406947656251941","0.509034379976051"
"Yes","2006","secondary school degree","1-pers.-HH","342","0.386462484053417","0.354363137551171","0.418561830555663"
"Yes","2006","secondary school degree","(Married) couple without C. ","569","0.294559618236255","0.274846077538323","0.314273158934187"
"Yes","2006","secondary school degree","Single parent ","187","0.520840816573918","0.471512943064629","0.570168690083207"
"Yes","2006","secondary school degree","Couple + C. LE 16 ","446","0.313024891585609","0.288742639639362","0.337307143531855"
"Yes","2006","secondary school degree","Couple + C. GT 16 ","358","0.327828149717577","0.300720920189367","0.354935379245787"
"Yes","2006","secondary school degree","Couple + C. LE and GT 16","135","0.322292771343236","0.279768640850474","0.364816901835997"
"Yes","2006","college entrance qualification","1-pers.-HH","263","0.288972487375464","0.259040773311167","0.318904201439761"
"Yes","2006","college entrance qualification","(Married) couple without C. ","381","0.209602320748055","0.19129577183572","0.227908869660391"
"Yes","2006","college entrance qualification","Single parent ","77","0.322324168796451","0.261923519495206","0.382724818097697"
"Yes","2006","college entrance qualification","Couple + C. LE 16 ","231","0.193945046201021","0.172293186842032","0.21559690556001"
"Yes","2006","college entrance qualification","Couple + C. GT 16 ","213","0.247600306520866","0.219815452593704","0.275385160448029"
"Yes","2006","college entrance qualification","Couple + C. LE and GT 16","74","0.235143658217183","0.187934765380509","0.282352551053858"
"Yes","2006","Other degree","1-pers.-HH","34","0.396271252586033","0.304866461529231","0.487676043642835"
"Yes","2006","Other degree","(Married) couple without C. ","86","0.217525873430779","0.177784911589102","0.257266835272456"
"Yes","2006","Other degree","Single parent ","29","","",""
"Yes","2006","Other degree","Couple + C. LE 16 ","84","0.352447149879074","0.292504244509384","0.412390055248764"
"Yes","2006","Other degree","Couple + C. GT 16 ","63","0.329642500432475","0.264976662703735","0.394308338161214"
"Yes","2006","Other degree","Couple + C. LE and GT 16","41","0.452218619017788","0.358351375156","0.546085862879577"
"Yes","2006","no degree/no degree yet","1-pers.-HH","12","","",""
"Yes","2006","no degree/no degree yet","(Married) couple without C. ","36","0.306632174530144","0.220070520568836","0.393193828491453"
"Yes","2006","no degree/no degree yet","Single parent ","23","","",""
"Yes","2006","no degree/no degree yet","Couple + C. LE 16 ","16","","",""
"Yes","2006","no degree/no degree yet","Couple + C. GT 16 ","47","0.229789335710309","0.173158905726233","0.286419765694386"
"Yes","2006","no degree/no degree yet","Couple + C. LE and GT 16","36","0.313811587203891","0.243006853015129","0.384616321392652"
"No","2006","lower secondary degree","1-pers.-HH","1013","0.729886485705814","0.706442885846338","0.753330085565291"
"No","2006","lower secondary degree","(Married) couple without C. ","2690","0.800479528540742","0.786922210917342","0.814036846164143"
"No","2006","lower secondary degree","Single parent ","167","0.463314140296955","0.411660083985251","0.51496819660866"
"No","2006","lower secondary degree","Couple + C. LE 16 ","513","0.530311154932871","0.498490970613151","0.56213133925259"
"No","2006","lower secondary degree","Couple + C. GT 16 ","651","0.612987970157941","0.583184789262248","0.642791151053635"
"No","2006","lower secondary degree","Couple + C. LE and GT 16","194","0.542008981886004","0.490965620023949","0.593052343748059"
"No","2006","secondary school degree","1-pers.-HH","542","0.613537515946583","0.581438169444337","0.645636862448829"
"No","2006","secondary school degree","(Married) couple without C. ","1485","0.705440381763745","0.685726841065813","0.725153922461677"
"No","2006","secondary school degree","Single parent ","207","0.479159183426082","0.429831309916793","0.528487056935371"
"No","2006","secondary school degree","Couple + C. LE 16 ","955","0.686975108414391","0.662692856468145","0.711257360360638"
"No","2006","secondary school degree","Couple + C. GT 16 ","794","0.672171850282423","0.645064620754213","0.699279079810633"
"No","2006","secondary school degree","Couple + C. LE and GT 16","329","0.677707228656764","0.635183098164003","0.720231359149526"
"No","2006","college entrance qualification","1-pers.-HH","618","0.711027512624536","0.681095798560238","0.740959226688833"
"No","2006","college entrance qualification","(Married) couple without C. ","1518","0.790397679251945","0.77209113033961","0.80870422816428"
"No","2006","college entrance qualification","Single parent ","153","0.677675831203549","0.617275181902304","0.738076480504794"
"No","2006","college entrance qualification","Couple + C. LE 16 ","1050","0.806054953798979","0.78440309443999","0.827706813157968"
"No","2006","college entrance qualification","Couple + C. GT 16 ","714","0.752399693479134","0.724614839551971","0.780184547406296"
"No","2006","college entrance qualification","Couple + C. LE and GT 16","236","0.764856341782816","0.717647448946142","0.812065234619491"
"No","2006","Other degree","1-pers.-HH","76","0.603728747413967","0.512323956357165","0.695133538470769"
"No","2006","Other degree","(Married) couple without C. ","328","0.782474126569221","0.742733164727544","0.822215088410898"
"No","2006","Other degree","Single parent ","38","0.590716050007853","0.472979194588373","0.708452905427333"
"No","2006","Other degree","Couple + C. LE 16 ","160","0.647552850120926","0.587609944751236","0.707495755490616"
"No","2006","Other degree","Couple + C. GT 16 ","140","0.670357499567525","0.605691661838786","0.735023337296265"
"No","2006","Other degree","Couple + C. LE and GT 16","67","0.547781380982212","0.453914137120423","0.641648624844"
"No","2006","no degree/no degree yet","1-pers.-HH","30","0.698610140172514","0.559837066803351","0.837383213541677"
"No","2006","no degree/no degree yet","(Married) couple without C. ","73","0.693367825469856","0.606806171508547","0.779929479431164"
"No","2006","no degree/no degree yet","Single parent ","53","0.633568896833698","0.525242478438903","0.741895315228493"
"No","2006","no degree/no degree yet","Couple + C. LE 16 ","12","","",""
"No","2006","no degree/no degree yet","Couple + C. GT 16 ","165","0.770210664289691","0.713580234305614","0.826841094273767"
"No","2006","no degree/no degree yet","Couple + C. LE and GT 16","129","0.686188412796109","0.615383678607348","0.756993146984871"
"Yes","2007","lower secondary degree","1-pers.-HH","","","",""
"Yes","2007","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2007","lower secondary degree","Single parent ","","","",""
"Yes","2007","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2007","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2007","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2007","secondary school degree","1-pers.-HH","","","",""
"Yes","2007","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2007","secondary school degree","Single parent ","","","",""
"Yes","2007","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2007","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2007","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2007","college entrance qualification","1-pers.-HH","","","",""
"Yes","2007","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2007","college entrance qualification","Single parent ","","","",""
"Yes","2007","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2007","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2007","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2007","Other degree","1-pers.-HH","","","",""
"Yes","2007","Other degree","(Married) couple without C. ","","","",""
"Yes","2007","Other degree","Single parent ","","","",""
"Yes","2007","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2007","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2007","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2007","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2007","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2007","no degree/no degree yet","Single parent ","","","",""
"Yes","2007","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2007","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2007","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2007","lower secondary degree","1-pers.-HH","","","",""
"No","2007","lower secondary degree","(Married) couple without C. ","","","",""
"No","2007","lower secondary degree","Single parent ","","","",""
"No","2007","lower secondary degree","Couple + C. LE 16 ","","","",""
"No","2007","lower secondary degree","Couple + C. GT 16 ","","","",""
"No","2007","lower secondary degree","Couple + C. LE and GT 16","","","",""
"No","2007","secondary school degree","1-pers.-HH","","","",""
