"ple0081_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2002","Couple + C. LE 16 ","higher vocational","156","0.328829936726618","0.287063067801326","0.370596805651909"
"Yes","2002","Couple + C. LE 16 ","higher education","222","0.191947803641897","0.168995405454204","0.214900201829589"
"Yes","2002","Couple + C. GT 16 ","in school","51","0.195857900040602","0.148432729885628","0.243283070195575"
"Yes","2002","Couple + C. GT 16 ","inadequately","21","","",""
"Yes","2002","Couple + C. GT 16 ","general elemantary","195","0.31898538822027","0.281054090237319","0.356916686203222"
"Yes","2002","Couple + C. GT 16 ","middle vocational","684","0.354414486989424","0.333205572929994","0.375623401048855"
"Yes","2002","Couple + C. GT 16 ","vocational + Abi","48","0.304106615846888","0.232825844986017","0.37538738670776"
"Yes","2002","Couple + C. GT 16 ","higher vocational","49","0.25099149749491","0.195437790868421","0.306545204121399"
"Yes","2002","Couple + C. GT 16 ","higher education","137","0.218257803728388","0.187481836457724","0.249033770999052"
"Yes","2002","Couple + C. LE and GT 16","in school","55","0.174846766095653","0.128317713095509","0.221375819095796"
"Yes","2002","Couple + C. LE and GT 16","inadequately","12","","",""
"Yes","2002","Couple + C. LE and GT 16","general elemantary","152","0.452490010946679","0.398459408168157","0.506520613725202"
"Yes","2002","Couple + C. LE and GT 16","middle vocational","337","0.44906018735871","0.414549707311487","0.483570667405934"
"Yes","2002","Couple + C. LE and GT 16","vocational + Abi","21","","",""
"Yes","2002","Couple + C. LE and GT 16","higher vocational","48","0.322841817088824","0.244260628441803","0.401423005735845"
"Yes","2002","Couple + C. LE and GT 16","higher education","67","0.213506236647632","0.167667585702899","0.259344887592365"
"No","2002","1-pers.-HH","in school","1","","",""
"No","2002","1-pers.-HH","inadequately","15","","",""
"No","2002","1-pers.-HH","general elemantary","338","0.780619588254448","0.742256551707219","0.818982624801678"
"No","2002","1-pers.-HH","middle vocational","1040","0.662893092917915","0.639759052954504","0.686027132881326"
"No","2002","1-pers.-HH","vocational + Abi","120","0.64340251433361","0.575472466155582","0.711332562511639"
"No","2002","1-pers.-HH","higher vocational","161","0.779621389623318","0.724848791297069","0.834393987949566"
"No","2002","1-pers.-HH","higher education","366","0.68824064207045","0.648730277551876","0.727751006589023"
"No","2002","(Married) couple without C. ","in school","4","","",""
"No","2002","(Married) couple without C. ","inadequately","60","0.797211278167882","0.708548127226648","0.885874429109116"
"No","2002","(Married) couple without C. ","general elemantary","648","0.81140490444744","0.784515150407576","0.838294658487305"
"No","2002","(Married) couple without C. ","middle vocational","2945","0.757887223801825","0.74453201231072","0.77124243529293"
"No","2002","(Married) couple without C. ","vocational + Abi","248","0.783576154972204","0.740247369706804","0.826904940237605"
"No","2002","(Married) couple without C. ","higher vocational","444","0.780465737344748","0.746661983898335","0.814269490791162"
"No","2002","(Married) couple without C. ","higher education","1349","0.807566832518173","0.788766632606066","0.826367032430279"
"No","2002","Single parent ","in school","44","0.674268238593949","0.558544029444665","0.789992447743234"
"No","2002","Single parent ","inadequately","10","","",""
"No","2002","Single parent ","general elemantary","123","0.519860000190849","0.456914084848905","0.582805915532794"
"No","2002","Single parent ","middle vocational","278","0.478358433292849","0.436911366185362","0.519805500400337"
"No","2002","Single parent ","vocational + Abi","28","","",""
"No","2002","Single parent ","higher vocational","39","0.659314297666387","0.536277827229165","0.782350768103609"
"No","2002","Single parent ","higher education","97","0.734902344329239","0.657833192682558","0.811971495975919"
"No","2002","Couple + C. LE 16 ","in school","","","",""
"No","2002","Couple + C. LE 16 ","inadequately","18","","",""
"No","2002","Couple + C. LE 16 ","general elemantary","145","0.432855387861158","0.379718859487468","0.485991916234847"
"No","2002","Couple + C. LE 16 ","middle vocational","1456","0.6041407280276","0.584628408547867","0.623653047507333"
"No","2002","Couple + C. LE 16 ","vocational + Abi","247","0.708590313338716","0.660778749264824","0.756401877412608"
"No","2002","Couple + C. LE 16 ","higher vocational","330","0.671170063273382","0.629403194348091","0.712936932198674"
"No","2002","Couple + C. LE 16 ","higher education","909","0.808052196358103","0.78509979817041","0.831004594545796"
"No","2002","Couple + C. GT 16 ","in school","218","0.804142099959398","0.756716929804425","0.851567270114372"
"No","2002","Couple + C. GT 16 ","inadequately","43","0.718686286083486","0.608526461653977","0.828846110512996"
"No","2002","Couple + C. GT 16 ","general elemantary","385","0.68101461177973","0.643083313796778","0.718945909762681"
"No","2002","Couple + C. GT 16 ","middle vocational","1270","0.645585513010576","0.624376598951145","0.666794427070006"
"No","2002","Couple + C. GT 16 ","vocational + Abi","112","0.695893384153112","0.62461261329224","0.767174155013984"
"No","2002","Couple + C. GT 16 ","higher vocational","185","0.74900850250509","0.693454795878601","0.804562209131579"
"No","2002","Couple + C. GT 16 ","higher education","555","0.781742196271612","0.750966229000949","0.812518163542276"
"No","2002","Couple + C. LE and GT 16","in school","201","0.825153233904347","0.778624180904204","0.871682286904491"
"No","2002","Couple + C. LE and GT 16","inadequately","10","","",""
"No","2002","Couple + C. LE and GT 16","general elemantary","174","0.547509989053321","0.493479386274798","0.601540591831843"
"No","2002","Couple + C. LE and GT 16","middle vocational","461","0.55093981264129","0.516429332594066","0.585450292688513"
"No","2002","Couple + C. LE and GT 16","vocational + Abi","43","0.635476975046111","0.517561583728395","0.753392366363827"
"No","2002","Couple + C. LE and GT 16","higher vocational","88","0.677158182911176","0.598576994264155","0.755739371558197"
"No","2002","Couple + C. LE and GT 16","higher education","240","0.786493763352368","0.740655112407635","0.832332414297101"
"Yes","2003","1-pers.-HH","in school","","","",""
"Yes","2003","1-pers.-HH","inadequately","","","",""
"Yes","2003","1-pers.-HH","general elemantary","","","",""
"Yes","2003","1-pers.-HH","middle vocational","","","",""
"Yes","2003","1-pers.-HH","vocational + Abi","","","",""
"Yes","2003","1-pers.-HH","higher vocational","","","",""
"Yes","2003","1-pers.-HH","higher education","","","",""
"Yes","2003","(Married) couple without C. ","in school","","","",""
"Yes","2003","(Married) couple without C. ","inadequately","","","",""
"Yes","2003","(Married) couple without C. ","general elemantary","","","",""
"Yes","2003","(Married) couple without C. ","middle vocational","","","",""
"Yes","2003","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","2003","(Married) couple without C. ","higher vocational","","","",""
"Yes","2003","(Married) couple without C. ","higher education","","","",""
"Yes","2003","Single parent ","in school","","","",""
"Yes","2003","Single parent ","inadequately","","","",""
"Yes","2003","Single parent ","general elemantary","","","",""
"Yes","2003","Single parent ","middle vocational","","","",""
"Yes","2003","Single parent ","vocational + Abi","","","",""
"Yes","2003","Single parent ","higher vocational","","","",""
"Yes","2003","Single parent ","higher education","","","",""
"Yes","2003","Couple + C. LE 16 ","in school","","","",""
"Yes","2003","Couple + C. LE 16 ","inadequately","","","",""
"Yes","2003","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","2003","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","2003","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","2003","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","2003","Couple + C. LE 16 ","higher education","","","",""
"Yes","2003","Couple + C. GT 16 ","in school","","","",""
"Yes","2003","Couple + C. GT 16 ","inadequately","","","",""
"Yes","2003","Couple + C. GT 16 ","general elemantary","","","",""
"Yes","2003","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","2003","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","2003","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","2003","Couple + C. GT 16 ","higher education","","","",""
"Yes","2003","Couple + C. LE and GT 16","in school","","","",""
"Yes","2003","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","2003","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","2003","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","2003","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","2003","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","2003","Couple + C. LE and GT 16","higher education","","","",""
"No","2003","1-pers.-HH","in school","","","",""
"No","2003","1-pers.-HH","inadequately","","","",""
"No","2003","1-pers.-HH","general elemantary","","","",""
"No","2003","1-pers.-HH","middle vocational","","","",""
"No","2003","1-pers.-HH","vocational + Abi","","","",""
"No","2003","1-pers.-HH","higher vocational","","","",""
"No","2003","1-pers.-HH","higher education","","","",""
"No","2003","(Married) couple without C. ","in school","","","",""
"No","2003","(Married) couple without C. ","inadequately","","","",""
"No","2003","(Married) couple without C. ","general elemantary","","","",""
"No","2003","(Married) couple without C. ","middle vocational","","","",""
"No","2003","(Married) couple without C. ","vocational + Abi","","","",""
"No","2003","(Married) couple without C. ","higher vocational","","","",""
"No","2003","(Married) couple without C. ","higher education","","","",""
"No","2003","Single parent ","in school","","","",""
"No","2003","Single parent ","inadequately","","","",""
"No","2003","Single parent ","general elemantary","","","",""
"No","2003","Single parent ","middle vocational","","","",""
"No","2003","Single parent ","vocational + Abi","","","",""
"No","2003","Single parent ","higher vocational","","","",""
"No","2003","Single parent ","higher education","","","",""
"No","2003","Couple + C. LE 16 ","in school","","","",""
"No","2003","Couple + C. LE 16 ","inadequately","","","",""
"No","2003","Couple + C. LE 16 ","general elemantary","","","",""
"No","2003","Couple + C. LE 16 ","middle vocational","","","",""
"No","2003","Couple + C. LE 16 ","vocational + Abi","","","",""
"No","2003","Couple + C. LE 16 ","higher vocational","","","",""
"No","2003","Couple + C. LE 16 ","higher education","","","",""
"No","2003","Couple + C. GT 16 ","in school","","","",""
"No","2003","Couple + C. GT 16 ","inadequately","","","",""
"No","2003","Couple + C. GT 16 ","general elemantary","","","",""
"No","2003","Couple + C. GT 16 ","middle vocational","","","",""
"No","2003","Couple + C. GT 16 ","vocational + Abi","","","",""
"No","2003","Couple + C. GT 16 ","higher vocational","","","",""
"No","2003","Couple + C. GT 16 ","higher education","","","",""
"No","2003","Couple + C. LE and GT 16","in school","","","",""
"No","2003","Couple + C. LE and GT 16","inadequately","","","",""
"No","2003","Couple + C. LE and GT 16","general elemantary","","","",""
"No","2003","Couple + C. LE and GT 16","middle vocational","","","",""
"No","2003","Couple + C. LE and GT 16","vocational + Abi","","","",""
"No","2003","Couple + C. LE and GT 16","higher vocational","","","",""
"No","2003","Couple + C. LE and GT 16","higher education","","","",""
"Yes","2004","1-pers.-HH","in school","2","","",""
"Yes","2004","1-pers.-HH","inadequately","6","","",""
"Yes","2004","1-pers.-HH","general elemantary","104","0.224436743124858","0.185048641682855","0.263824844566861"
"Yes","2004","1-pers.-HH","middle vocational","533","0.34344073550028","0.319662393010502","0.367219077990059"
"Yes","2004","1-pers.-HH","vocational + Abi","58","0.330422187908576","0.258868969089396","0.401975406727755"
"Yes","2004","1-pers.-HH","higher vocational","54","0.229529203313362","0.171537018332794","0.28752138829393"
"Yes","2004","1-pers.-HH","higher education","157","0.288205265291963","0.250283708969585","0.326126821614342"
"Yes","2004","(Married) couple without C. ","in school","","","",""
"Yes","2004","(Married) couple without C. ","inadequately","21","","",""
"Yes","2004","(Married) couple without C. ","general elemantary","155","0.233162445288825","0.202940657048683","0.263384233528967"
"Yes","2004","(Married) couple without C. ","middle vocational","963","0.229523188584678","0.216229378440687","0.242816998728668"
"Yes","2004","(Married) couple without C. ","vocational + Abi","100","0.25560078116579","0.209705567467399","0.301495994864182"
"Yes","2004","(Married) couple without C. ","higher vocational","128","0.211872986843643","0.17873107417305","0.245014899514236"
"Yes","2004","(Married) couple without C. ","higher education","305","0.198890163703031","0.179699708961661","0.2180806184444"
"Yes","2004","Single parent ","in school","27","","",""
"Yes","2004","Single parent ","inadequately","9","","",""
"Yes","2004","Single parent ","general elemantary","97","0.396682498460397","0.333042575633755","0.460322421287038"
"Yes","2004","Single parent ","middle vocational","261","0.517443627358207","0.474780927832037","0.560106326884378"
"Yes","2004","Single parent ","vocational + Abi","23","","",""
"Yes","2004","Single parent ","higher vocational","20","","",""
"Yes","2004","Single parent ","higher education","36","0.371185901227169","0.282500418019985","0.459871384434353"
"Yes","2004","Couple + C. LE 16 ","in school","","","",""
"Yes","2004","Couple + C. LE 16 ","inadequately","20","","",""
"Yes","2004","Couple + C. LE 16 ","general elemantary","157","0.511177025292797","0.454985248188608","0.567368802396986"
"Yes","2004","Couple + C. LE 16 ","middle vocational","778","0.378059957874831","0.356914017345598","0.399205898404064"
"Yes","2004","Couple + C. LE 16 ","vocational + Abi","86","0.263792102836067","0.216245197890704","0.31133900778143"
"Yes","2004","Couple + C. LE 16 ","higher vocational","131","0.269393294464735","0.227558134374079","0.31122845455539"
"Yes","2004","Couple + C. LE 16 ","higher education","156","0.185236553712347","0.160241549321849","0.210231558102845"
"Yes","2004","Couple + C. GT 16 ","in school","65","0.207969061472254","0.160431213815813","0.255506909128695"
"Yes","2004","Couple + C. GT 16 ","inadequately","22","","",""
"Yes","2004","Couple + C. GT 16 ","general elemantary","160","0.328093888804212","0.286350921036122","0.369836856572303"
"Yes","2004","Couple + C. GT 16 ","middle vocational","659","0.373322079164712","0.351538856109506","0.395105302219917"
"Yes","2004","Couple + C. GT 16 ","vocational + Abi","50","0.207085407461495","0.14946726616843","0.264703548754559"
"Yes","2004","Couple + C. GT 16 ","higher vocational","59","0.28558224059854","0.227333864747363","0.343830616449717"
"Yes","2004","Couple + C. GT 16 ","higher education","135","0.222069848690133","0.190830013417748","0.253309683962517"
"Yes","2004","Couple + C. LE and GT 16","in school","54","0.211966760982372","0.162943904844435","0.260989617120308"
"Yes","2004","Couple + C. LE and GT 16","inadequately","16","","",""
"Yes","2004","Couple + C. LE and GT 16","general elemantary","113","0.405324757895775","0.345989653367002","0.464659862424547"
"Yes","2004","Couple + C. LE and GT 16","middle vocational","287","0.407863409004827","0.371715162214953","0.444011655794701"
"Yes","2004","Couple + C. LE and GT 16","vocational + Abi","18","","",""
"Yes","2004","Couple + C. LE and GT 16","higher vocational","35","0.334199440201282","0.247986172180257","0.420412708222307"
"Yes","2004","Couple + C. LE and GT 16","higher education","66","0.223454235207287","0.174749324217129","0.272159146197445"
"No","2004","1-pers.-HH","in school","1","","",""
"No","2004","1-pers.-HH","inadequately","13","","",""
"No","2004","1-pers.-HH","general elemantary","327","0.775563256875142","0.736175155433139","0.814951358317145"
"No","2004","1-pers.-HH","middle vocational","999","0.65655926449972","0.632780922009941","0.680337606989498"
"No","2004","1-pers.-HH","vocational + Abi","108","0.669577812091424","0.598024593272245","0.741131030910604"
"No","2004","1-pers.-HH","higher vocational","148","0.770470796686638","0.71247861170607","0.828462981667206"
"No","2004","1-pers.-HH","higher education","391","0.711794734708037","0.673873178385658","0.749716291030415"
"No","2004","(Married) couple without C. ","in school","2","","",""
"No","2004","(Married) couple without C. ","inadequately","42","0.780554490503701","0.67835640062834","0.882752580379062"
"No","2004","(Married) couple without C. ","general elemantary","597","0.766837554711175","0.736615766471033","0.797059342951317"
"No","2004","(Married) couple without C. ","middle vocational","2881","0.770476811415322","0.757183001271332","0.783770621559313"
"No","2004","(Married) couple without C. ","vocational + Abi","247","0.74439921883421","0.698504005135818","0.790294432532601"
"No","2004","(Married) couple without C. ","higher vocational","456","0.788127013156357","0.754985100485764","0.82126892582695"
"No","2004","(Married) couple without C. ","higher education","1357","0.80110983629697","0.7819193815556","0.820300291038339"
"No","2004","Single parent ","in school","51","0.680837109982637","0.577387562822287","0.784286657142988"
"No","2004","Single parent ","inadequately","11","","",""
"No","2004","Single parent ","general elemantary","130","0.603317501539603","0.539677578712962","0.666957424366244"
"No","2004","Single parent ","middle vocational","266","0.482556372641793","0.439893673115622","0.525219072167963"
"No","2004","Single parent ","vocational + Abi","22","","",""
"No","2004","Single parent ","higher vocational","31","0.584674222325587","0.449431339438339","0.719917105212836"
"No","2004","Single parent ","higher education","78","0.628814098772831","0.540128615565648","0.717499581980015"
"No","2004","Couple + C. LE 16 ","in school","","","",""
"No","2004","Couple + C. LE 16 ","inadequately","12","","",""
"No","2004","Couple + C. LE 16 ","general elemantary","147","0.488822974707203","0.432631197603014","0.545014751811392"
"No","2004","Couple + C. LE 16 ","middle vocational","1242","0.621940042125169","0.600794101595936","0.643085982654402"
"No","2004","Couple + C. LE 16 ","vocational + Abi","244","0.736207897163933","0.68866099221857","0.783754802109296"
"No","2004","Couple + C. LE 16 ","higher vocational","301","0.730606705535265","0.68877154544461","0.772441865625921"
"No","2004","Couple + C. LE 16 ","higher education","772","0.814763446287653","0.789768441897155","0.839758450678151"
"No","2004","Couple + C. GT 16 ","in school","215","0.792030938527746","0.744493090871305","0.839568786184187"
"No","2004","Couple + C. GT 16 ","inadequately","42","0.627040242999428","0.508562493024107","0.745517992974748"
"No","2004","Couple + C. GT 16 ","general elemantary","326","0.671906111195788","0.630163143427697","0.713649078963878"
"No","2004","Couple + C. GT 16 ","middle vocational","1235","0.626677920835288","0.604894697780083","0.648461143890494"
"No","2004","Couple + C. GT 16 ","vocational + Abi","140","0.792914592538505","0.735296451245441","0.85053273383157"
"No","2004","Couple + C. GT 16 ","higher vocational","172","0.71441775940146","0.656169383550283","0.772666135252637"
"No","2004","Couple + C. GT 16 ","higher education","545","0.777930151309868","0.746690316037483","0.809169986582252"
"No","2004","Couple + C. LE and GT 16","in school","213","0.788033239017628","0.739010382879692","0.837056095155565"
"No","2004","Couple + C. LE and GT 16","inadequately","17","","",""
"No","2004","Couple + C. LE and GT 16","general elemantary","150","0.594675242104225","0.535340137575453","0.654010346632998"
"No","2004","Couple + C. LE and GT 16","middle vocational","423","0.592136590995173","0.555988344205298","0.628284837785047"
"No","2004","Couple + C. LE and GT 16","vocational + Abi","43","0.688363561650406","0.572134100035185","0.804593023265627"
"No","2004","Couple + C. LE and GT 16","higher vocational","80","0.665800559798718","0.579587291777693","0.752013827819743"
"No","2004","Couple + C. LE and GT 16","higher education","215","0.776545764792713","0.727840853802555","0.825250675782871"
"Yes","2005","1-pers.-HH","in school","","","",""
"Yes","2005","1-pers.-HH","inadequately","","","",""
"Yes","2005","1-pers.-HH","general elemantary","","","",""
"Yes","2005","1-pers.-HH","middle vocational","","","",""
"Yes","2005","1-pers.-HH","vocational + Abi","","","",""
"Yes","2005","1-pers.-HH","higher vocational","","","",""
"Yes","2005","1-pers.-HH","higher education","","","",""
"Yes","2005","(Married) couple without C. ","in school","","","",""
"Yes","2005","(Married) couple without C. ","inadequately","","","",""
"Yes","2005","(Married) couple without C. ","general elemantary","","","",""
"Yes","2005","(Married) couple without C. ","middle vocational","","","",""
"Yes","2005","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","2005","(Married) couple without C. ","higher vocational","","","",""
"Yes","2005","(Married) couple without C. ","higher education","","","",""
"Yes","2005","Single parent ","in school","","","",""
"Yes","2005","Single parent ","inadequately","","","",""
"Yes","2005","Single parent ","general elemantary","","","",""
"Yes","2005","Single parent ","middle vocational","","","",""
"Yes","2005","Single parent ","vocational + Abi","","","",""
"Yes","2005","Single parent ","higher vocational","","","",""
"Yes","2005","Single parent ","higher education","","","",""
"Yes","2005","Couple + C. LE 16 ","in school","","","",""
"Yes","2005","Couple + C. LE 16 ","inadequately","","","",""
"Yes","2005","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","2005","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","2005","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","2005","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","2005","Couple + C. LE 16 ","higher education","","","",""
"Yes","2005","Couple + C. GT 16 ","in school","","","",""
"Yes","2005","Couple + C. GT 16 ","inadequately","","","",""
"Yes","2005","Couple + C. GT 16 ","general elemantary","","","",""
"Yes","2005","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","2005","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","2005","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","2005","Couple + C. GT 16 ","higher education","","","",""
"Yes","2005","Couple + C. LE and GT 16","in school","","","",""
"Yes","2005","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","2005","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","2005","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","2005","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","2005","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","2005","Couple + C. LE and GT 16","higher education","","","",""
"No","2005","1-pers.-HH","in school","","","",""
"No","2005","1-pers.-HH","inadequately","","","",""
"No","2005","1-pers.-HH","general elemantary","","","",""
"No","2005","1-pers.-HH","middle vocational","","","",""
"No","2005","1-pers.-HH","vocational + Abi","","","",""
"No","2005","1-pers.-HH","higher vocational","","","",""
"No","2005","1-pers.-HH","higher education","","","",""
"No","2005","(Married) couple without C. ","in school","","","",""
"No","2005","(Married) couple without C. ","inadequately","","","",""
"No","2005","(Married) couple without C. ","general elemantary","","","",""
"No","2005","(Married) couple without C. ","middle vocational","","","",""
"No","2005","(Married) couple without C. ","vocational + Abi","","","",""
"No","2005","(Married) couple without C. ","higher vocational","","","",""
"No","2005","(Married) couple without C. ","higher education","","","",""
"No","2005","Single parent ","in school","","","",""
"No","2005","Single parent ","inadequately","","","",""
"No","2005","Single parent ","general elemantary","","","",""
"No","2005","Single parent ","middle vocational","","","",""
"No","2005","Single parent ","vocational + Abi","","","",""
"No","2005","Single parent ","higher vocational","","","",""
"No","2005","Single parent ","higher education","","","",""
"No","2005","Couple + C. LE 16 ","in school","","","",""
"No","2005","Couple + C. LE 16 ","inadequately","","","",""
"No","2005","Couple + C. LE 16 ","general elemantary","","","",""
"No","2005","Couple + C. LE 16 ","middle vocational","","","",""
"No","2005","Couple + C. LE 16 ","vocational + Abi","","","",""
"No","2005","Couple + C. LE 16 ","higher vocational","","","",""
"No","2005","Couple + C. LE 16 ","higher education","","","",""
"No","2005","Couple + C. GT 16 ","in school","","","",""
"No","2005","Couple + C. GT 16 ","inadequately","","","",""
"No","2005","Couple + C. GT 16 ","general elemantary","","","",""
"No","2005","Couple + C. GT 16 ","middle vocational","","","",""
"No","2005","Couple + C. GT 16 ","vocational + Abi","","","",""
"No","2005","Couple + C. GT 16 ","higher vocational","","","",""
"No","2005","Couple + C. GT 16 ","higher education","","","",""
"No","2005","Couple + C. LE and GT 16","in school","","","",""
"No","2005","Couple + C. LE and GT 16","inadequately","","","",""
"No","2005","Couple + C. LE and GT 16","general elemantary","","","",""
"No","2005","Couple + C. LE and GT 16","middle vocational","","","",""
"No","2005","Couple + C. LE and GT 16","vocational + Abi","","","",""
"No","2005","Couple + C. LE and GT 16","higher vocational","","","",""
"No","2005","Couple + C. LE and GT 16","higher education","","","",""
"Yes","2006","1-pers.-HH","in school","2","","",""
"Yes","2006","1-pers.-HH","inadequately","13","","",""
"Yes","2006","1-pers.-HH","general elemantary","119","0.226567148643636","0.189540268366854","0.263594028920417"
"Yes","2006","1-pers.-HH","middle vocational","605","0.352181682242267","0.3296346464598","0.374728718024733"
"Yes","2006","1-pers.-HH","vocational + Abi","58","0.34071198189501","0.273142827518362","0.408281136271659"
"Yes","2006","1-pers.-HH","higher vocational","64","0.291448821191055","0.232463026954293","0.350434615427817"
"Yes","2006","1-pers.-HH","higher education","165","0.251046952136788","0.217712280189682","0.284381624083894"
"Yes","2006","(Married) couple without C. ","in school","3","","",""
"Yes","2006","(Married) couple without C. ","inadequately","25","","",""
"Yes","2006","(Married) couple without C. ","general elemantary","150","0.238402069540293","0.207865856260191","0.268938282820394"
"Yes","2006","(Married) couple without C. ","middle vocational","1001","0.23859433232738","0.225643808142268","0.251544856512491"
"Yes","2006","(Married) couple without C. ","vocational + Abi","95","0.232802502587271","0.189267235137348","0.276337770037194"
"Yes","2006","(Married) couple without C. ","higher vocational","115","0.188799911822077","0.158313162191705","0.219286661452448"
"Yes","2006","(Married) couple without C. ","higher education","340","0.202567059227246","0.184350817307791","0.220783301146701"
"Yes","2006","Single parent ","in school","15","","",""
"Yes","2006","Single parent ","inadequately","13","","",""
"Yes","2006","Single parent ","general elemantary","114","0.532079538695074","0.465070623578626","0.599088453811521"
"Yes","2006","Single parent ","middle vocational","279","0.484121427097901","0.443728034997845","0.524514819197958"
"Yes","2006","Single parent ","vocational + Abi","23","","",""
"Yes","2006","Single parent ","higher vocational","25","","",""
"Yes","2006","Single parent ","higher education","44","0.356727176336047","0.280067291644861","0.433387061027232"
"Yes","2006","Couple + C. LE 16 ","in school","","","",""
"Yes","2006","Couple + C. LE 16 ","inadequately","17","","",""
"Yes","2006","Couple + C. LE 16 ","general elemantary","151","0.506315685978197","0.446790768640224","0.565840603316169"
"Yes","2006","Couple + C. LE 16 ","middle vocational","700","0.381616993245798","0.359876649049766","0.40335733744183"
"Yes","2006","Couple + C. LE 16 ","vocational + Abi","90","0.249701512188025","0.205357481093262","0.294045543282788"
"Yes","2006","Couple + C. LE 16 ","higher vocational","114","0.262943111278442","0.21969292737292","0.306193295183963"
"Yes","2006","Couple + C. LE 16 ","higher education","138","0.175415342771672","0.15097214454128","0.199858541002064"
"Yes","2006","Couple + C. GT 16 ","in school","40","0.224691872883955","0.164054099257577","0.285329646510333"
"Yes","2006","Couple + C. GT 16 ","inadequately","16","","",""
"Yes","2006","Couple + C. GT 16 ","general elemantary","160","0.396812097028386","0.350994764719495","0.442629429337277"
"Yes","2006","Couple + C. GT 16 ","middle vocational","614","0.349611637821918","0.327864907717477","0.371358367926359"
"Yes","2006","Couple + C. GT 16 ","vocational + Abi","56","0.340172588679794","0.268532142099866","0.411813035259722"
"Yes","2006","Couple + C. GT 16 ","higher vocational","54","0.266825822792466","0.207287352882045","0.326364292702887"
"Yes","2006","Couple + C. GT 16 ","higher education","129","0.199956238255742","0.169395805859355","0.230516670652129"
