"ple0081_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2005","lower secondary degree","Female","","","",""
"Yes","2005","secondary school degree","Male","","","",""
"Yes","2005","secondary school degree","Female","","","",""
"Yes","2005","college entrance qualification","Male","","","",""
"Yes","2005","college entrance qualification","Female","","","",""
"Yes","2005","Other degree","Male","","","",""
"Yes","2005","Other degree","Female","","","",""
"Yes","2005","no degree/no degree yet","Male","","","",""
"Yes","2005","no degree/no degree yet","Female","","","",""
"No","2005","lower secondary degree","Male","","","",""
"No","2005","lower secondary degree","Female","","","",""
"No","2005","secondary school degree","Male","","","",""
"No","2005","secondary school degree","Female","","","",""
"No","2005","college entrance qualification","Male","","","",""
"No","2005","college entrance qualification","Female","","","",""
"No","2005","Other degree","Male","","","",""
"No","2005","Other degree","Female","","","",""
"No","2005","no degree/no degree yet","Male","","","",""
"No","2005","no degree/no degree yet","Female","","","",""
"Yes","2006","lower secondary degree","Male","1292","0.356914730960783","0.341515114110614","0.372314347810953"
"Yes","2006","lower secondary degree","Female","963","0.246632576602262","0.233133628001994","0.26013152520253"
"Yes","2006","secondary school degree","Male","978","0.373664779803188","0.355590193095703","0.391739366510673"
"Yes","2006","secondary school degree","Female","1099","0.310168254300229","0.295323810281828","0.32501269831863"
"Yes","2006","college entrance qualification","Male","710","0.255674786971652","0.239879060761965","0.271470513181339"
"Yes","2006","college entrance qualification","Female","557","0.21914920501358","0.203531303335148","0.234767106692012"
"Yes","2006","Other degree","Male","211","0.402429577275953","0.361886246349251","0.442972908202654"
"Yes","2006","Other degree","Female","138","0.234853317675962","0.202062573228244","0.26764406212368"
"Yes","2006","no degree/no degree yet","Male","102","0.377323396593943","0.323278213461304","0.431368579726582"
"Yes","2006","no degree/no degree yet","Female","76","0.269896300585955","0.223257302794525","0.316535298377385"
"No","2006","lower secondary degree","Male","2426","0.643085269039217","0.627685652189047","0.658484885889386"
"No","2006","lower secondary degree","Female","2954","0.753367423397738","0.73986847479747","0.766866371998006"
"No","2006","secondary school degree","Male","1774","0.626335220196812","0.608260633489327","0.644409806904297"
"No","2006","secondary school degree","Female","2631","0.689831745699771","0.674987301681369","0.704676189718172"
"No","2006","college entrance qualification","Male","2220","0.744325213028348","0.728529486818661","0.760120939238035"
"No","2006","college entrance qualification","Female","2138","0.78085079498642","0.765232893307988","0.796468696664852"
"No","2006","Other degree","Male","351","0.597570422724047","0.557027091797345","0.638113753650749"
"No","2006","Other degree","Female","504","0.765146682324038","0.73235593787632","0.797937426771756"
"No","2006","no degree/no degree yet","Male","207","0.622676603406057","0.568631420273418","0.676721786538696"
"No","2006","no degree/no degree yet","Female","272","0.730103699414045","0.683464701622615","0.776742697205475"
"Yes","2007","lower secondary degree","Male","","","",""
"Yes","2007","lower secondary degree","Female","","","",""
"Yes","2007","secondary school degree","Male","","","",""
"Yes","2007","secondary school degree","Female","","","",""
"Yes","2007","college entrance qualification","Male","","","",""
"Yes","2007","college entrance qualification","Female","","","",""
"Yes","2007","Other degree","Male","","","",""
"Yes","2007","Other degree","Female","","","",""
"Yes","2007","no degree/no degree yet","Male","","","",""
"Yes","2007","no degree/no degree yet","Female","","","",""
"No","2007","lower secondary degree","Male","","","",""
"No","2007","lower secondary degree","Female","","","",""
"No","2007","secondary school degree","Male","","","",""
"No","2007","secondary school degree","Female","","","",""
"No","2007","college entrance qualification","Male","","","",""
"No","2007","college entrance qualification","Female","","","",""
"No","2007","Other degree","Male","","","",""
"No","2007","Other degree","Female","","","",""
"No","2007","no degree/no degree yet","Male","","","",""
"No","2007","no degree/no degree yet","Female","","","",""
"Yes","2008","lower secondary degree","Male","1077","0.367322230801291","0.35056967202302","0.384074789579562"
"Yes","2008","lower secondary degree","Female","797","0.242886459216731","0.228282013271478","0.257490905161984"
"Yes","2008","secondary school degree","Male","824","0.346277365891364","0.327449195041398","0.365105536741329"
"Yes","2008","secondary school degree","Female","901","0.28012699616897","0.264817257240313","0.295436735097627"
"Yes","2008","college entrance qualification","Male","605","0.224989803798827","0.209138932304812","0.240840675292842"
"Yes","2008","college entrance qualification","Female","443","0.187545683392827","0.172188901575619","0.202902465210036"
"Yes","2008","Other degree","Male","150","0.377017634476513","0.331785455965168","0.422249812987857"
"Yes","2008","Other degree","Female","102","0.239993893427194","0.202928241801728","0.277059545052661"
"Yes","2008","no degree/no degree yet","Male","73","0.336019086034432","0.27804448457363","0.393993687495235"
"Yes","2008","no degree/no degree yet","Female","59","0.23931528239147","0.190709291897112","0.287921272885828"
"No","2008","lower secondary degree","Male","2104","0.632677769198709","0.615925210420438","0.64943032797698"
"No","2008","lower secondary degree","Female","2515","0.757113540783269","0.742509094838016","0.771717986728522"
"No","2008","secondary school degree","Male","1629","0.653722634108637","0.634894463258671","0.672550804958602"
"No","2008","secondary school degree","Female","2404","0.71987300383103","0.704563264902373","0.735182742759687"
"No","2008","college entrance qualification","Male","2061","0.775010196201173","0.759159324707158","0.790861067695188"
"No","2008","college entrance qualification","Female","2039","0.812454316607173","0.797097534789964","0.827811098424381"
"No","2008","Other degree","Male","291","0.622982365523487","0.577750187012142","0.668214544034832"
"No","2008","Other degree","Female","408","0.760006106572806","0.722940454947339","0.797071758198272"
"No","2008","no degree/no degree yet","Male","182","0.663980913965568","0.606006312504765","0.72195551542637"
"No","2008","no degree/no degree yet","Female","237","0.76068471760853","0.712078727114172","0.809290708102888"
"Yes","2009","lower secondary degree","Male","","","",""
"Yes","2009","lower secondary degree","Female","","","",""
"Yes","2009","secondary school degree","Male","","","",""
"Yes","2009","secondary school degree","Female","","","",""
"Yes","2009","college entrance qualification","Male","","","",""
"Yes","2009","college entrance qualification","Female","","","",""
"Yes","2009","Other degree","Male","","","",""
"Yes","2009","Other degree","Female","","","",""
"Yes","2009","no degree/no degree yet","Male","","","",""
"Yes","2009","no degree/no degree yet","Female","","","",""
"No","2009","lower secondary degree","Male","","","",""
"No","2009","lower secondary degree","Female","","","",""
"No","2009","secondary school degree","Male","","","",""
"No","2009","secondary school degree","Female","","","",""
"No","2009","college entrance qualification","Male","","","",""
"No","2009","college entrance qualification","Female","","","",""
"No","2009","Other degree","Male","","","",""
"No","2009","Other degree","Female","","","",""
"No","2009","no degree/no degree yet","Male","","","",""
"No","2009","no degree/no degree yet","Female","","","",""
"Yes","2010","lower secondary degree","Male","873","0.33892258364339","0.320825365335851","0.35701980195093"
"Yes","2010","lower secondary degree","Female","641","0.219355507451409","0.203908988219858","0.234802026682959"
"Yes","2010","secondary school degree","Male","708","0.337277933548464","0.317270373793799","0.35728549330313"
"Yes","2010","secondary school degree","Female","783","0.286563258527303","0.270106773414063","0.303019743640543"
"Yes","2010","college entrance qualification","Male","520","0.23426428334621","0.217358240004876","0.251170326687544"
"Yes","2010","college entrance qualification","Female","396","0.181371438666418","0.165499214988688","0.197243662344147"
"Yes","2010","Other degree","Male","100","0.326057995158857","0.274856947805356","0.377259042512358"
"Yes","2010","Other degree","Female","73","0.201889895724977","0.162601472350508","0.241178319099445"
"Yes","2010","no degree/no degree yet","Male","56","0.312234580416478","0.250999905209793","0.373469255623163"
"Yes","2010","no degree/no degree yet","Female","33","0.177076963286161","0.124304094302633","0.229849832269689"
"No","2010","lower secondary degree","Male","1755","0.66107741635661","0.64298019804907","0.679174634664149"
"No","2010","lower secondary degree","Female","2116","0.780644492548591","0.765197973317041","0.796091011780142"
"No","2010","secondary school degree","Male","1437","0.662722066451536","0.64271450669687","0.682729626206201"
"No","2010","secondary school degree","Female","2117","0.713436741472697","0.696980256359457","0.729893226585937"
"No","2010","college entrance qualification","Male","1891","0.76573571665379","0.748829673312456","0.782641759995124"
"No","2010","college entrance qualification","Female","1868","0.818628561333583","0.802756337655853","0.834500785011312"
"No","2010","Other degree","Male","222","0.673942004841143","0.622740957487642","0.725143052194644"
"No","2010","Other degree","Female","328","0.798110104275023","0.758821680900555","0.837398527649492"
"No","2010","no degree/no degree yet","Male","164","0.687765419583522","0.626530744376837","0.749000094790207"
"No","2010","no degree/no degree yet","Female","168","0.822923036713839","0.770150167730311","0.875695905697367"
"Yes","2011","lower secondary degree","Male","","","",""
"Yes","2011","lower secondary degree","Female","","","",""
"Yes","2011","secondary school degree","Male","","","",""
"Yes","2011","secondary school degree","Female","","","",""
"Yes","2011","college entrance qualification","Male","","","",""
"Yes","2011","college entrance qualification","Female","","","",""
"Yes","2011","Other degree","Male","","","",""
"Yes","2011","Other degree","Female","","","",""
"Yes","2011","no degree/no degree yet","Male","","","",""
"Yes","2011","no degree/no degree yet","Female","","","",""
"No","2011","lower secondary degree","Male","","","",""
"No","2011","lower secondary degree","Female","","","",""
"No","2011","secondary school degree","Male","","","",""
"No","2011","secondary school degree","Female","","","",""
"No","2011","college entrance qualification","Male","","","",""
"No","2011","college entrance qualification","Female","","","",""
"No","2011","Other degree","Male","","","",""
"No","2011","Other degree","Female","","","",""
"No","2011","no degree/no degree yet","Male","","","",""
"No","2011","no degree/no degree yet","Female","","","",""
"Yes","2012","lower secondary degree","Male","1011","0.326143645628685","0.309883038518349","0.342404252739021"
"Yes","2012","lower secondary degree","Female","810","0.230227735732551","0.215916486863121","0.244538984601982"
"Yes","2012","secondary school degree","Male","846","0.342491588417658","0.324127049971899","0.360856126863416"
"Yes","2012","secondary school degree","Female","936","0.27033747113567","0.25560882108143","0.285066121189911"
"Yes","2012","college entrance qualification","Male","577","0.214291567868446","0.199237483182527","0.229345652554366"
"Yes","2012","college entrance qualification","Female","495","0.181261559988572","0.167063342131687","0.195459777845456"
"Yes","2012","Other degree","Male","172","0.370133515636596","0.328104659782395","0.412162371490797"
"Yes","2012","Other degree","Female","119","0.190886980230171","0.161062153952656","0.220711806507686"
"Yes","2012","no degree/no degree yet","Male","87","0.356962530287903","0.298158450731344","0.415766609844462"
"Yes","2012","no degree/no degree yet","Female","64","0.245267349576312","0.196087084636611","0.294447614516013"
"No","2012","lower secondary degree","Male","2182","0.673856354371315","0.657595747260979","0.690116961481651"
"No","2012","lower secondary degree","Female","2514","0.769772264267449","0.755461015398018","0.784083513136879"
"No","2012","secondary school degree","Male","1719","0.657508411582342","0.639143873136584","0.675872950028101"
"No","2012","secondary school degree","Female","2557","0.72966252886433","0.714933878810089","0.744391178918571"
"No","2012","college entrance qualification","Male","2277","0.785708432131554","0.770654347445634","0.800762516817473"
"No","2012","college entrance qualification","Female","2333","0.818738440011428","0.804540222154544","0.832936657868313"
"No","2012","Other degree","Male","335","0.629866484363404","0.587837628509203","0.671895340217605"
"No","2012","Other degree","Female","548","0.809113019769829","0.779288193492314","0.838937846047344"
"No","2012","no degree/no degree yet","Male","168","0.643037469712097","0.584233390155538","0.701841549268656"
"No","2012","no degree/no degree yet","Female","230","0.754732650423688","0.705552385483987","0.803912915363389"
"Yes","2013","lower secondary degree","Male","","","",""
"Yes","2013","lower secondary degree","Female","","","",""
"Yes","2013","secondary school degree","Male","","","",""
"Yes","2013","secondary school degree","Female","","","",""
"Yes","2013","college entrance qualification","Male","","","",""
"Yes","2013","college entrance qualification","Female","","","",""
"Yes","2013","Other degree","Male","","","",""
"Yes","2013","Other degree","Female","","","",""
"Yes","2013","no degree/no degree yet","Male","","","",""
"Yes","2013","no degree/no degree yet","Female","","","",""
"No","2013","lower secondary degree","Male","","","",""
"No","2013","lower secondary degree","Female","","","",""
"No","2013","secondary school degree","Male","","","",""
"No","2013","secondary school degree","Female","","","",""
"No","2013","college entrance qualification","Male","","","",""
"No","2013","college entrance qualification","Female","","","",""
"No","2013","Other degree","Male","","","",""
"No","2013","Other degree","Female","","","",""
"No","2013","no degree/no degree yet","Male","","","",""
"No","2013","no degree/no degree yet","Female","","","",""
"Yes","2014","lower secondary degree","Male","1208","0.332104109515576","0.316266419878727","0.347941799152424"
"Yes","2014","lower secondary degree","Female","1027","0.253286911625184","0.238926230941378","0.26764759230899"
"Yes","2014","secondary school degree","Male","1016","0.331602283931586","0.314946085658524","0.348258482204649"
"Yes","2014","secondary school degree","Female","1248","0.265080719791854","0.252154651356793","0.278006788226914"
"Yes","2014","college entrance qualification","Male","728","0.222555302358331","0.208931458538237","0.236179146178425"
"Yes","2014","college entrance qualification","Female","638","0.164958973207914","0.153253638533253","0.176664307882574"
"Yes","2014","Other degree","Male","574","0.380843774031652","0.356286131295363","0.405401416767942"
"Yes","2014","Other degree","Female","383","0.212586317011683","0.193727345233736","0.231445288789629"
"Yes","2014","no degree/no degree yet","Male","168","0.405885910463134","0.361156362481006","0.450615458445262"
"Yes","2014","no degree/no degree yet","Female","158","0.262034499235377","0.225149563057433","0.298919435413322"
"No","2014","lower secondary degree","Male","2189","0.667895890484424","0.652058200847575","0.683733580121272"
"No","2014","lower secondary degree","Female","2496","0.746713088374816","0.73235240769101","0.761073769058622"
"No","2014","secondary school degree","Male","2053","0.668397716068414","0.651741517795351","0.685053914341476"
"No","2014","secondary school degree","Female","3231","0.734919280208146","0.721993211773086","0.747845348643207"
"No","2014","college entrance qualification","Male","2853","0.777444697641669","0.763820853821575","0.791068541461763"
"No","2014","college entrance qualification","Female","3224","0.835041026792086","0.823335692117425","0.846746361466747"
"No","2014","Other degree","Male","928","0.619156225968348","0.594598583232058","0.643713868704637"
"No","2014","Other degree","Female","1425","0.787413682988317","0.768554711210371","0.806272654766264"
"No","2014","no degree/no degree yet","Male","295","0.594114089536866","0.549384541554738","0.638843637518994"
"No","2014","no degree/no degree yet","Female","388","0.737965500764623","0.701080564586678","0.774850436942567"
"Yes","2015","lower secondary degree","Male","","","",""
"Yes","2015","lower secondary degree","Female","","","",""
"Yes","2015","secondary school degree","Male","","","",""
"Yes","2015","secondary school degree","Female","","","",""
"Yes","2015","college entrance qualification","Male","","","",""
"Yes","2015","college entrance qualification","Female","","","",""
"Yes","2015","Other degree","Male","","","",""
"Yes","2015","Other degree","Female","","","",""
"Yes","2015","no degree/no degree yet","Male","","","",""
"Yes","2015","no degree/no degree yet","Female","","","",""
"No","2015","lower secondary degree","Male","","","",""
"No","2015","lower secondary degree","Female","","","",""
"No","2015","secondary school degree","Male","","","",""
"No","2015","secondary school degree","Female","","","",""
"No","2015","college entrance qualification","Male","","","",""
"No","2015","college entrance qualification","Female","","","",""
"No","2015","Other degree","Male","","","",""
"No","2015","Other degree","Female","","","",""
"No","2015","no degree/no degree yet","Male","","","",""
"No","2015","no degree/no degree yet","Female","","","",""
"Yes","2016","lower secondary degree","Male","997","0.322812173083313","0.305777713873398","0.339846632293227"
"Yes","2016","lower secondary degree","Female","832","0.242109991791028","0.226670539991833","0.257549443590223"
"Yes","2016","secondary school degree","Male","853","0.322466186681674","0.304809136906719","0.340123236456629"
"Yes","2016","secondary school degree","Female","1041","0.253858176103853","0.24026168583879","0.267454666368917"
"Yes","2016","college entrance qualification","Male","578","0.197177390816677","0.183477599841308","0.210877181792045"
"Yes","2016","college entrance qualification","Female","544","0.165145916429041","0.15294694245988","0.177344890398203"
"Yes","2016","Other degree","Male","546","0.334236145381033","0.310178968748668","0.358293322013398"
"Yes","2016","Other degree","Female","402","0.207974220635749","0.189082647030065","0.226865794241433"
"Yes","2016","no degree/no degree yet","Male","134","0.429345355949947","0.377782552372521","0.480908159527374"
"Yes","2016","no degree/no degree yet","Female","133","0.265275128950727","0.225018468820694","0.305531789080759"
"No","2016","lower secondary degree","Male","1897","0.677187826916687","0.660153367706773","0.694222286126602"
"No","2016","lower secondary degree","Female","2125","0.757890008208972","0.742450556409777","0.773329460008167"
"No","2016","secondary school degree","Male","1839","0.677533813318326","0.659876763543371","0.695190863093281"
"No","2016","secondary school degree","Female","2895","0.746141823896147","0.732545333631083","0.75973831416121"
"No","2016","college entrance qualification","Male","2662","0.802822609183323","0.789122818207955","0.816522400158692"
"No","2016","college entrance qualification","Female","3015","0.834854083570959","0.822655109601797","0.84705305754012"
"No","2016","Other degree","Male","931","0.665763854618967","0.641706677986602","0.689821031251332"
"No","2016","Other degree","Female","1371","0.792025779364251","0.773134205758568","0.810917352969935"
"No","2016","no degree/no degree yet","Male","220","0.570654644050053","0.519091840472626","0.622217447627479"
"No","2016","no degree/no degree yet","Female","329","0.734724871049273","0.694468210919241","0.774981531179306"
"Yes","2017","lower secondary degree","Male","","","",""
"Yes","2017","lower secondary degree","Female","","","",""
"Yes","2017","secondary school degree","Male","","","",""
"Yes","2017","secondary school degree","Female","","","",""
"Yes","2017","college entrance qualification","Male","","","",""
"Yes","2017","college entrance qualification","Female","","","",""
"Yes","2017","Other degree","Male","","","",""
"Yes","2017","Other degree","Female","","","",""
"Yes","2017","no degree/no degree yet","Male","","","",""
"Yes","2017","no degree/no degree yet","Female","","","",""
"No","2017","lower secondary degree","Male","","","",""
"No","2017","lower secondary degree","Female","","","",""
"No","2017","secondary school degree","Male","","","",""
"No","2017","secondary school degree","Female","","","",""
"No","2017","college entrance qualification","Male","","","",""
"No","2017","college entrance qualification","Female","","","",""
"No","2017","Other degree","Male","","","",""
"No","2017","Other degree","Female","","","",""
"No","2017","no degree/no degree yet","Male","","","",""
"No","2017","no degree/no degree yet","Female","","","",""
"Yes","2018","lower secondary degree","Male","977","0.308144155124509","0.291228140549668","0.325060169699351"
"Yes","2018","lower secondary degree","Female","844","0.257490831147168","0.24145465624031","0.273527006054026"
"Yes","2018","secondary school degree","Male","897","0.308566103914131","0.291937398758097","0.325194809070165"
"Yes","2018","secondary school degree","Female","1095","0.240951586215005","0.228139323364629","0.253763849065382"
"Yes","2018","college entrance qualification","Male","629","0.19449793069877","0.181678175154878","0.207317686242662"
"Yes","2018","college entrance qualification","Female","628","0.155175516213784","0.143952191158531","0.166398841269037"
"Yes","2018","Other degree","Male","460","0.342680987141083","0.316841809237632","0.368520165044534"
"Yes","2018","Other degree","Female","362","0.210191140525255","0.190423437056314","0.229958843994196"
"Yes","2018","no degree/no degree yet","Male","135","0.365807525645518","0.317881756857047","0.413733294433988"
"Yes","2018","no degree/no degree yet","Female","155","0.325620873175505","0.284044523337679","0.367197223013331"
"No","2018","lower secondary degree","Male","1885","0.69185584487549","0.674939830300649","0.708771859450332"
"No","2018","lower secondary degree","Female","2012","0.742509168852832","0.726472993945974","0.75854534375969"
"No","2018","secondary school degree","Male","2067","0.691433896085869","0.674805190929835","0.708062601241903"
"No","2018","secondary school degree","Female","3185","0.759048413784995","0.746236150934618","0.771860676635371"
"No","2018","college entrance qualification","Male","3033","0.80550206930123","0.792682313757338","0.818321824845122"
"No","2018","college entrance qualification","Female","3370","0.844824483786216","0.833601158730963","0.856047808841469"
"No","2018","Other degree","Male","836","0.657319012858917","0.631479834955466","0.683158190762368"
"No","2018","Other degree","Female","1270","0.789808859474745","0.770041156005804","0.809576562943686"
"No","2018","no degree/no degree yet","Male","253","0.634192474354482","0.586266705566012","0.682118243142953"
"No","2018","no degree/no degree yet","Female","333","0.674379126824495","0.632802776986669","0.715955476662321"
