"ple0081_h","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2004","Part Time","Female","1050","0.308831012786544","0.293577048841611","0.324084976731476","1"
"Yes","2004","Not Working","Male","825","0.25394478918155","0.239003281312276","0.268886297050823","1"
"Yes","2004","Not Working","Female","923","0.172059298913961","0.161531072446072","0.182587525381849","1"
"No","2005","Full Time","Male","","","","","2"
"No","2005","Not Working","Male","","","","","2"
"No","2005","Full Time","Female","","","","","2"
"No","2005","Not Working","Female","","","","","2"
"No","2005","Part Time","Male","","","","","2"
"No","2005","Part Time","Female","","","","","2"
"Yes","2005","Full Time","Male","","","","","1"
"Yes","2005","Full Time","Female","","","","","1"
"Yes","2005","Part Time","Male","","","","","1"
"Yes","2005","Part Time","Female","","","","","1"
"Yes","2005","Not Working","Male","","","","","1"
"Yes","2005","Not Working","Female","","","","","1"
"No","2006","Not Working","Male","2610","0.744426650405905","0.729915911665989","0.758937389145821","2"
"No","2006","Not Working","Female","4171","0.810009291272746","0.799256496020723","0.820762086524769","2"
"No","2006","Full Time","Male","3622","0.623195001105707","0.610516743605037","0.635873258606378","2"
"No","2006","Full Time","Female","1912","0.641644581045937","0.623980851365126","0.659308310726748","2"
"No","2006","Part Time","Male","883","0.587599025375049","0.561995233181291","0.613202817568806","2"
"No","2006","Part Time","Female","2553","0.689614287653187","0.674515954431607","0.704712620874767","2"
"Yes","2006","Full Time","Male","1990","0.376804998894293","0.364126741393622","0.389483256394963","1"
"Yes","2006","Full Time","Female","919","0.358355418954063","0.340691689273252","0.376019148634874","1"
"Yes","2006","Part Time","Male","537","0.412400974624951","0.386797182431194","0.438004766818709","1"
"Yes","2006","Part Time","Female","1054","0.310385712346813","0.295287379125233","0.325484045568394","1"
"Yes","2006","Not Working","Male","861","0.255573349594095","0.241062610854179","0.270084088334011","1"
"Yes","2006","Not Working","Female","942","0.189990708727254","0.179237913475231","0.200743503979277","1"
"No","2007","Not Working","Male","","","","","2"
"No","2007","Not Working","Female","","","","","2"
"No","2007","Full Time","Male","","","","","2"
"No","2007","Full Time","Female","","","","","2"
"No","2007","Part Time","Male","","","","","2"
"No","2007","Part Time","Female","","","","","2"
"Yes","2007","Full Time","Male","","","","","1"
"Yes","2007","Full Time","Female","","","","","1"
"Yes","2007","Part Time","Male","","","","","1"
"Yes","2007","Part Time","Female","","","","","1"
"Yes","2007","Not Working","Male","","","","","1"
"Yes","2007","Not Working","Female","","","","","1"
"No","2008","Not Working","Male","2415","0.77018039838128","0.755302991188806","0.785057805573754","2"
"No","2008","Not Working","Female","3694","0.827621947890438","0.816486852536522","0.838757043244355","2"
"No","2008","Full Time","Male","3266","0.647718405779751","0.6344300789772","0.661006732582302","2"
"No","2008","Full Time","Female","1770","0.680126564392103","0.661940889350544","0.698312239433662","2"
"No","2008","Part Time","Male","732","0.552791071028431","0.524776037366322","0.580806104690539","2"
"No","2008","Part Time","Female","2312","0.706184098875094","0.690431328667981","0.721936869082207","2"
"Yes","2008","Full Time","Male","1698","0.352281594220249","0.338993267417698","0.3655699210228","1"
"Yes","2008","Full Time","Female","757","0.319873435607897","0.301687760566338","0.338059110649456","1"
"Yes","2008","Part Time","Male","478","0.447208928971569","0.419193895309461","0.475223962633678","1"
"Yes","2008","Part Time","Female","900","0.293815901124906","0.278063130917793","0.309568671332019","1"
"Yes","2008","Not Working","Male","657","0.22981960161872","0.214942194426246","0.244697008811194","1"
"Yes","2008","Not Working","Female","726","0.172378052109562","0.161242956755645","0.183513147463478","1"
"No","2009","Not Working","Male","","","","","2"
"No","2009","Not Working","Female","","","","","2"
"No","2009","Full Time","Male","","","","","2"
"No","2009","Full Time","Female","","","","","2"
"No","2009","Part Time","Male","","","","","2"
"No","2009","Part Time","Female","","","","","2"
"Yes","2009","Part Time","Male","","","","","1"
"Yes","2009","Part Time","Female","","","","","1"
"Yes","2009","Full Time","Male","","","","","1"
"Yes","2009","Full Time","Female","","","","","1"
"Yes","2009","Not Working","Male","","","","","1"
"Yes","2009","Not Working","Female","","","","","1"
"No","2010","Full Time","Male","2774","0.652202148182727","0.637774250988353","0.666630045377102","2"
"No","2010","Not Working","Male","2133","0.771515580775332","0.755652341036494","0.78737882051417","2"
"No","2010","Not Working","Female","3090","0.849661932373771","0.838105172826348","0.861218691921194","2"
"No","2010","Full Time","Female","1599","0.68043088548538","0.661218547290269","0.699643223680492","2"
"No","2010","Part Time","Male","694","0.628915458615199","0.600156972780378","0.657673944450021","2"
"No","2010","Part Time","Female","2081","0.72929855388002","0.712919713485716","0.745677394274324","2"
"Yes","2010","Part Time","Male","390","0.3710845413848","0.342326055549979","0.399843027219622","1"
"Yes","2010","Part Time","Female","746","0.27070144611998","0.254322605725676","0.287080286514284","1"
"Yes","2010","Not Working","Male","558","0.228484419224668","0.21262117948583","0.244347658963506","1"
"Yes","2010","Full Time","Male","1412","0.347797851817273","0.333369954622898","0.362225749011647","1"
"Yes","2010","Full Time","Female","664","0.31956911451462","0.300356776319508","0.338781452709731","1"
"Yes","2010","Not Working","Female","584","0.150338067626229","0.138781308078806","0.161894827173652","1"
"No","2011","Full Time","Male","","","","","2"
"No","2011","Full Time","Female","","","","","2"
"No","2011","Not Working","Male","","","","","2"
"No","2011","Not Working","Female","","","","","2"
"No","2011","Part Time","Male","","","","","2"
"No","2011","Part Time","Female","","","","","2"
"Yes","2011","Part Time","Male","","","","","1"
"Yes","2011","Part Time","Female","","","","","1"
"Yes","2011","Not Working","Male","","","","","1"
"Yes","2011","Not Working","Female","","","","","1"
"Yes","2011","Full Time","Male","","","","","1"
"Yes","2011","Full Time","Female","","","","","1"
"No","2012","Full Time","Male","3218","0.651036235325439","0.637609411299195","0.664463059351682","2"
"No","2012","Full Time","Female","1933","0.70524567839113","0.688220659720046","0.722270697062213","2"
"No","2012","Part Time","Male","910","0.676910531433187","0.6518991821519","0.701921880714474","2"
"No","2012","Part Time","Female","2611","0.734128115878953","0.719558104908968","0.748698126848937","2"
"No","2012","Not Working","Male","2741","0.773766862225211","0.759856006086634","0.787677718363787","2"
"No","2012","Not Working","Female","3829","0.839622201257137","0.828988936614891","0.850255465899383","2"
"Yes","2012","Part Time","Male","433","0.323089468566813","0.298078119285526","0.3481008178481","1"
"Yes","2012","Part Time","Female","921","0.265871884121047","0.251301873151063","0.280441895091032","1"
"Yes","2012","Not Working","Male","734","0.226233137774789","0.212322281636213","0.240143993913366","1"
"Yes","2012","Not Working","Female","746","0.160377798742863","0.149744534100617","0.171011063385109","1"
"Yes","2012","Full Time","Male","1623","0.348963764674561","0.335536940648318","0.362390588700804","1"
"Yes","2012","Full Time","Female","822","0.29475432160887","0.277729302937787","0.311779340279954","1"
"No","2013","Full Time","Male","","","","","2"
"No","2013","Full Time","Female","","","","","2"
"No","2013","Part Time","Male","","","","","2"
"No","2013","Part Time","Female","","","","","2"
"No","2013","Not Working","Male","","","","","2"
"No","2013","Not Working","Female","","","","","2"
"Yes","2013","Part Time","Male","","","","","1"
"Yes","2013","Part Time","Female","","","","","1"
"Yes","2013","Not Working","Male","","","","","1"
"Yes","2013","Not Working","Female","","","","","1"
"Yes","2013","Full Time","Male","","","","","1"
"Yes","2013","Full Time","Female","","","","","1"
"No","2014","Full Time","Male","4495","0.660348449825306","0.649021096055324","0.671675803595288","2"
"No","2014","Full Time","Female","2506","0.717478043017161","0.702581454646884","0.732374631387438","2"
"No","2014","Part Time","Male","1220","0.640897357681854","0.619588083561238","0.662206631802469","2"
"No","2014","Part Time","Female","4213","0.743914312628295","0.732492875042592","0.755335750213998","2"
"No","2014","Not Working","Male","2897","0.770066250569314","0.756711888330677","0.78342061280795","2"
"No","2014","Not Working","Female","4397","0.821863234554795","0.811813026894473","0.831913442215117","2"
"Yes","2014","Part Time","Male","727","0.359102642318146","0.33779336819753","0.380411916438762","1"
"Yes","2014","Part Time","Female","1397","0.256085687371705","0.244664249786002","0.267507124957408","1"
"Yes","2014","Not Working","Male","917","0.229933749430686","0.21657938719205","0.243288111669323","1"
"Yes","2014","Not Working","Female","1171","0.178136765445205","0.168086557784883","0.188186973105527","1"
"Yes","2014","Full Time","Male","2220","0.339651550174694","0.328324196404712","0.350978903944676","1"
"Yes","2014","Full Time","Female","1003","0.282521956982839","0.267625368612562","0.297418545353116","1"
"No","2015","Full Time","Male","","","","","2"
"No","2015","Full Time","Female","","","","","2"
"No","2015","Part Time","Male","","","","","2"
"No","2015","Part Time","Female","","","","","2"
"No","2015","Not Working","Male","","","","","2"
"No","2015","Not Working","Female","","","","","2"
"Yes","2015","Part Time","Male","","","","","1"
"Yes","2015","Part Time","Female","","","","","1"
"Yes","2015","Full Time","Male","","","","","1"
"Yes","2015","Not Working","Male","","","","","1"
"Yes","2015","Full Time","Female","","","","","1"
"Yes","2015","Not Working","Female","","","","","1"
"No","2016","Full Time","Male","4030","0.682347631804799","0.670512105263252","0.694183158346345","2"
"No","2016","Full Time","Female","2367","0.726103073477247","0.710728427229433","0.741477719725062","2"
"No","2016","Part Time","Male","1237","0.679670209668913","0.658286205988304","0.701054213349521","2"
"No","2016","Part Time","Female","3867","0.756988066846861","0.745263883380908","0.768712250312815","2"
"No","2016","Not Working","Male","2582","0.769591301836981","0.755284718054306","0.783897885619656","2"
"No","2016","Not Working","Female","3862","0.83095229572746","0.820339551680891","0.841565039774028","2"
"Yes","2016","Part Time","Male","592","0.320329790331087","0.298945786650479","0.341713794011696","1"
"Yes","2016","Part Time","Female","1274","0.243011933153138","0.231287749687185","0.254736116619092","1"
"Yes","2016","Full Time","Male","1914","0.317652368195202","0.305816841653655","0.329487894736748","1"
"Yes","2016","Full Time","Female","865","0.273896926522753","0.258522280274938","0.289271572770567","1"
"Yes","2016","Not Working","Male","746","0.230408698163019","0.216102114380344","0.244715281945694","1"
"Yes","2016","Not Working","Female","929","0.16904770427254","0.158434960225972","0.179660448319109","1"
"No","2017","Full Time","Male","","","","","2"
"No","2017","Full Time","Female","","","","","2"
"No","2017","Part Time","Male","","","","","2"
"No","2017","Part Time","Female","","","","","2"
"No","2017","Not Working","Male","","","","","2"
"No","2017","Not Working","Female","","","","","2"
"Yes","2017","Part Time","Male","","","","","1"
"Yes","2017","Part Time","Female","","","","","1"
"Yes","2017","Full Time","Male","","","","","1"
"Yes","2017","Full Time","Female","","","","","1"
"Yes","2017","Not Working","Male","","","","","1"
"Yes","2017","Not Working","Female","","","","","1"
"No","2018","Full Time","Male","4437","0.697812300244503","0.686482905666887","0.709141694822118","2"
"No","2018","Full Time","Female","2639","0.729798887146909","0.715309167198937","0.744288607094881","2"
"No","2018","Part Time","Male","1378","0.675263711592741","0.655071446022156","0.695455977163326","2"
"No","2018","Part Time","Female","4159","0.75858020745139","0.747247745572778","0.769912669330002","2"
"No","2018","Not Working","Male","2712","0.788457805211725","0.774800266138792","0.802115344284657","2"
"No","2018","Not Working","Female","3847","0.833928502034465","0.823379759819213","0.844477244249718","2"
"Yes","2018","Full Time","Male","1874","0.302187699755497","0.290858305177882","0.313517094333113","1"
"Yes","2018","Part Time","Male","688","0.324736288407259","0.304544022836674","0.344928553977844","1"
"Yes","2018","Part Time","Female","1319","0.24141979254861","0.230087330669998","0.252752254427222","1"
"Yes","2018","Full Time","Female","969","0.270201112853091","0.255711392905119","0.284690832801063","1"
"Yes","2018","Not Working","Male","723","0.211542194788275","0.197884655715343","0.225199733861208","1"
"Yes","2018","Not Working","Female","934","0.166071497965534","0.155522755750282","0.176620240180787","1"
