"pli0080","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Never","1990","35-65 y.","secondary school degree","11","","",""
"Never","1990","35-65 y.","college entrance qualification","7","","",""
"Never","1990","35-65 y.","Other degree","27","","",""
"Never","1990","35-65 y.","no degree/no degree yet","14","","",""
"Never","1990","66 and older","lower secondary degree","67","0.0940802777461593","0.0733655144649742","0.114795041027344"
"Never","1990","66 and older","secondary school degree","7","","",""
"Never","1990","66 and older","college entrance qualification","5","","",""
"Never","1990","66 and older","Other degree","","","",""
"Never","1990","66 and older","no degree/no degree yet","6","","",""
"Daily","1991","16-34 y.","lower secondary degree","","","",""
"Daily","1991","16-34 y.","secondary school degree","","","",""
"Daily","1991","16-34 y.","college entrance qualification","","","",""
"Daily","1991","16-34 y.","Other degree","","","",""
"Daily","1991","16-34 y.","no degree/no degree yet","","","",""
"Daily","1991","35-65 y.","lower secondary degree","","","",""
"Daily","1991","35-65 y.","secondary school degree","","","",""
"Daily","1991","35-65 y.","college entrance qualification","","","",""
"Daily","1991","35-65 y.","Other degree","","","",""
"Daily","1991","35-65 y.","no degree/no degree yet","","","",""
"Daily","1991","66 and older","lower secondary degree","","","",""
"Daily","1991","66 and older","secondary school degree","","","",""
"Daily","1991","66 and older","college entrance qualification","","","",""
"Daily","1991","66 and older","Other degree","","","",""
"Daily","1991","66 and older","no degree/no degree yet","","","",""
"Min 1x per week","1991","16-34 y.","lower secondary degree","","","",""
"Min 1x per week","1991","16-34 y.","secondary school degree","","","",""
"Min 1x per week","1991","16-34 y.","college entrance qualification","","","",""
"Min 1x per week","1991","16-34 y.","Other degree","","","",""
"Min 1x per week","1991","16-34 y.","no degree/no degree yet","","","",""
"Min 1x per week","1991","35-65 y.","lower secondary degree","","","",""
"Min 1x per week","1991","35-65 y.","secondary school degree","","","",""
"Min 1x per week","1991","35-65 y.","college entrance qualification","","","",""
"Min 1x per week","1991","35-65 y.","Other degree","","","",""
"Min 1x per week","1991","35-65 y.","no degree/no degree yet","","","",""
"Min 1x per week","1991","66 and older","lower secondary degree","","","",""
"Min 1x per week","1991","66 and older","secondary school degree","","","",""
"Min 1x per week","1991","66 and older","college entrance qualification","","","",""
"Min 1x per week","1991","66 and older","Other degree","","","",""
"Min 1x per week","1991","66 and older","no degree/no degree yet","","","",""
"Min 1x per month","1991","16-34 y.","lower secondary degree","","","",""
"Min 1x per month","1991","16-34 y.","secondary school degree","","","",""
"Min 1x per month","1991","16-34 y.","college entrance qualification","","","",""
"Min 1x per month","1991","16-34 y.","Other degree","","","",""
"Min 1x per month","1991","16-34 y.","no degree/no degree yet","","","",""
"Min 1x per month","1991","35-65 y.","lower secondary degree","","","",""
"Min 1x per month","1991","35-65 y.","secondary school degree","","","",""
"Min 1x per month","1991","35-65 y.","college entrance qualification","","","",""
"Min 1x per month","1991","35-65 y.","Other degree","","","",""
"Min 1x per month","1991","35-65 y.","no degree/no degree yet","","","",""
"Min 1x per month","1991","66 and older","lower secondary degree","","","",""
"Min 1x per month","1991","66 and older","secondary school degree","","","",""
"Min 1x per month","1991","66 and older","college entrance qualification","","","",""
"Min 1x per month","1991","66 and older","Other degree","","","",""
"Min 1x per month","1991","66 and older","no degree/no degree yet","","","",""
"Rarely","1991","16-34 y.","lower secondary degree","","","",""
"Rarely","1991","16-34 y.","secondary school degree","","","",""
"Rarely","1991","16-34 y.","college entrance qualification","","","",""
"Rarely","1991","16-34 y.","Other degree","","","",""
"Rarely","1991","16-34 y.","no degree/no degree yet","","","",""
"Rarely","1991","35-65 y.","lower secondary degree","","","",""
"Rarely","1991","35-65 y.","secondary school degree","","","",""
"Rarely","1991","35-65 y.","college entrance qualification","","","",""
"Rarely","1991","35-65 y.","Other degree","","","",""
"Rarely","1991","35-65 y.","no degree/no degree yet","","","",""
"Rarely","1991","66 and older","lower secondary degree","","","",""
"Rarely","1991","66 and older","secondary school degree","","","",""
"Rarely","1991","66 and older","college entrance qualification","","","",""
"Rarely","1991","66 and older","Other degree","","","",""
"Rarely","1991","66 and older","no degree/no degree yet","","","",""
"Never","1991","16-34 y.","lower secondary degree","","","",""
"Never","1991","16-34 y.","secondary school degree","","","",""
"Never","1991","16-34 y.","college entrance qualification","","","",""
"Never","1991","16-34 y.","Other degree","","","",""
"Never","1991","16-34 y.","no degree/no degree yet","","","",""
"Never","1991","35-65 y.","lower secondary degree","","","",""
"Never","1991","35-65 y.","secondary school degree","","","",""
"Never","1991","35-65 y.","college entrance qualification","","","",""
"Never","1991","35-65 y.","Other degree","","","",""
"Never","1991","35-65 y.","no degree/no degree yet","","","",""
"Never","1991","66 and older","lower secondary degree","","","",""
"Never","1991","66 and older","secondary school degree","","","",""
"Never","1991","66 and older","college entrance qualification","","","",""
"Never","1991","66 and older","Other degree","","","",""
"Never","1991","66 and older","no degree/no degree yet","","","",""
"Daily","1992","16-34 y.","lower secondary degree","","","",""
"Daily","1992","16-34 y.","secondary school degree","","","",""
"Daily","1992","16-34 y.","college entrance qualification","","","",""
"Daily","1992","16-34 y.","Other degree","","","",""
"Daily","1992","16-34 y.","no degree/no degree yet","","","",""
"Daily","1992","35-65 y.","lower secondary degree","","","",""
"Daily","1992","35-65 y.","secondary school degree","","","",""
"Daily","1992","35-65 y.","college entrance qualification","","","",""
"Daily","1992","35-65 y.","Other degree","","","",""
"Daily","1992","35-65 y.","no degree/no degree yet","","","",""
"Daily","1992","66 and older","lower secondary degree","","","",""
"Daily","1992","66 and older","secondary school degree","","","",""
"Daily","1992","66 and older","college entrance qualification","","","",""
"Daily","1992","66 and older","Other degree","","","",""
"Daily","1992","66 and older","no degree/no degree yet","","","",""
"Min 1x per week","1992","16-34 y.","lower secondary degree","","","",""
"Min 1x per week","1992","16-34 y.","secondary school degree","","","",""
"Min 1x per week","1992","16-34 y.","college entrance qualification","","","",""
"Min 1x per week","1992","16-34 y.","Other degree","","","",""
"Min 1x per week","1992","16-34 y.","no degree/no degree yet","","","",""
"Min 1x per week","1992","35-65 y.","lower secondary degree","","","",""
"Min 1x per week","1992","35-65 y.","secondary school degree","","","",""
"Min 1x per week","1992","35-65 y.","college entrance qualification","","","",""
"Min 1x per week","1992","35-65 y.","Other degree","","","",""
"Min 1x per week","1992","35-65 y.","no degree/no degree yet","","","",""
"Min 1x per week","1992","66 and older","lower secondary degree","","","",""
"Min 1x per week","1992","66 and older","secondary school degree","","","",""
"Min 1x per week","1992","66 and older","college entrance qualification","","","",""
"Min 1x per week","1992","66 and older","Other degree","","","",""
"Min 1x per week","1992","66 and older","no degree/no degree yet","","","",""
"Min 1x per month","1992","16-34 y.","lower secondary degree","","","",""
"Min 1x per month","1992","16-34 y.","secondary school degree","","","",""
"Min 1x per month","1992","16-34 y.","college entrance qualification","","","",""
"Min 1x per month","1992","16-34 y.","Other degree","","","",""
"Min 1x per month","1992","16-34 y.","no degree/no degree yet","","","",""
"Min 1x per month","1992","35-65 y.","lower secondary degree","","","",""
"Min 1x per month","1992","35-65 y.","secondary school degree","","","",""
"Min 1x per month","1992","35-65 y.","college entrance qualification","","","",""
"Min 1x per month","1992","35-65 y.","Other degree","","","",""
"Min 1x per month","1992","35-65 y.","no degree/no degree yet","","","",""
"Min 1x per month","1992","66 and older","lower secondary degree","","","",""
"Min 1x per month","1992","66 and older","secondary school degree","","","",""
"Min 1x per month","1992","66 and older","college entrance qualification","","","",""
"Min 1x per month","1992","66 and older","Other degree","","","",""
"Min 1x per month","1992","66 and older","no degree/no degree yet","","","",""
"Rarely","1992","16-34 y.","lower secondary degree","","","",""
"Rarely","1992","16-34 y.","secondary school degree","","","",""
"Rarely","1992","16-34 y.","college entrance qualification","","","",""
"Rarely","1992","16-34 y.","Other degree","","","",""
"Rarely","1992","16-34 y.","no degree/no degree yet","","","",""
"Rarely","1992","35-65 y.","lower secondary degree","","","",""
"Rarely","1992","35-65 y.","secondary school degree","","","",""
"Rarely","1992","35-65 y.","college entrance qualification","","","",""
"Rarely","1992","35-65 y.","Other degree","","","",""
"Rarely","1992","35-65 y.","no degree/no degree yet","","","",""
"Rarely","1992","66 and older","lower secondary degree","","","",""
"Rarely","1992","66 and older","secondary school degree","","","",""
"Rarely","1992","66 and older","college entrance qualification","","","",""
"Rarely","1992","66 and older","Other degree","","","",""
"Rarely","1992","66 and older","no degree/no degree yet","","","",""
"Never","1992","16-34 y.","lower secondary degree","","","",""
"Never","1992","16-34 y.","secondary school degree","","","",""
"Never","1992","16-34 y.","college entrance qualification","","","",""
"Never","1992","16-34 y.","Other degree","","","",""
"Never","1992","16-34 y.","no degree/no degree yet","","","",""
"Never","1992","35-65 y.","lower secondary degree","","","",""
"Never","1992","35-65 y.","secondary school degree","","","",""
"Never","1992","35-65 y.","college entrance qualification","","","",""
"Never","1992","35-65 y.","Other degree","","","",""
"Never","1992","35-65 y.","no degree/no degree yet","","","",""
"Never","1992","66 and older","lower secondary degree","","","",""
"Never","1992","66 and older","secondary school degree","","","",""
"Never","1992","66 and older","college entrance qualification","","","",""
"Never","1992","66 and older","Other degree","","","",""
"Never","1992","66 and older","no degree/no degree yet","","","",""
"Daily","1993","16-34 y.","lower secondary degree","","","",""
"Daily","1993","16-34 y.","secondary school degree","","","",""
"Daily","1993","16-34 y.","college entrance qualification","","","",""
"Daily","1993","16-34 y.","Other degree","","","",""
"Daily","1993","16-34 y.","no degree/no degree yet","","","",""
"Daily","1993","35-65 y.","lower secondary degree","","","",""
"Daily","1993","35-65 y.","secondary school degree","","","",""
"Daily","1993","35-65 y.","college entrance qualification","","","",""
"Daily","1993","35-65 y.","Other degree","","","",""
"Daily","1993","35-65 y.","no degree/no degree yet","","","",""
"Daily","1993","66 and older","lower secondary degree","","","",""
"Daily","1993","66 and older","secondary school degree","","","",""
"Daily","1993","66 and older","college entrance qualification","","","",""
"Daily","1993","66 and older","Other degree","","","",""
"Daily","1993","66 and older","no degree/no degree yet","","","",""
"Min 1x per week","1993","16-34 y.","lower secondary degree","","","",""
"Min 1x per week","1993","16-34 y.","secondary school degree","","","",""
"Min 1x per week","1993","16-34 y.","college entrance qualification","","","",""
"Min 1x per week","1993","16-34 y.","Other degree","","","",""
"Min 1x per week","1993","16-34 y.","no degree/no degree yet","","","",""
"Min 1x per week","1993","35-65 y.","lower secondary degree","","","",""
"Min 1x per week","1993","35-65 y.","secondary school degree","","","",""
"Min 1x per week","1993","35-65 y.","college entrance qualification","","","",""
"Min 1x per week","1993","35-65 y.","Other degree","","","",""
"Min 1x per week","1993","35-65 y.","no degree/no degree yet","","","",""
"Min 1x per week","1993","66 and older","lower secondary degree","","","",""
"Min 1x per week","1993","66 and older","secondary school degree","","","",""
"Min 1x per week","1993","66 and older","college entrance qualification","","","",""
"Min 1x per week","1993","66 and older","Other degree","","","",""
"Min 1x per week","1993","66 and older","no degree/no degree yet","","","",""
"Min 1x per month","1993","16-34 y.","lower secondary degree","","","",""
"Min 1x per month","1993","16-34 y.","secondary school degree","","","",""
"Min 1x per month","1993","16-34 y.","college entrance qualification","","","",""
"Min 1x per month","1993","16-34 y.","Other degree","","","",""
"Min 1x per month","1993","16-34 y.","no degree/no degree yet","","","",""
"Min 1x per month","1993","35-65 y.","lower secondary degree","","","",""
"Min 1x per month","1993","35-65 y.","secondary school degree","","","",""
"Min 1x per month","1993","35-65 y.","college entrance qualification","","","",""
"Min 1x per month","1993","35-65 y.","Other degree","","","",""
"Min 1x per month","1993","35-65 y.","no degree/no degree yet","","","",""
"Min 1x per month","1993","66 and older","lower secondary degree","","","",""
"Min 1x per month","1993","66 and older","secondary school degree","","","",""
"Min 1x per month","1993","66 and older","college entrance qualification","","","",""
"Min 1x per month","1993","66 and older","Other degree","","","",""
"Min 1x per month","1993","66 and older","no degree/no degree yet","","","",""
"Rarely","1993","16-34 y.","lower secondary degree","","","",""
"Rarely","1993","16-34 y.","secondary school degree","","","",""
"Rarely","1993","16-34 y.","college entrance qualification","","","",""
"Rarely","1993","16-34 y.","Other degree","","","",""
"Rarely","1993","16-34 y.","no degree/no degree yet","","","",""
"Rarely","1993","35-65 y.","lower secondary degree","","","",""
"Rarely","1993","35-65 y.","secondary school degree","","","",""
"Rarely","1993","35-65 y.","college entrance qualification","","","",""
"Rarely","1993","35-65 y.","Other degree","","","",""
"Rarely","1993","35-65 y.","no degree/no degree yet","","","",""
"Rarely","1993","66 and older","lower secondary degree","","","",""
"Rarely","1993","66 and older","secondary school degree","","","",""
"Rarely","1993","66 and older","college entrance qualification","","","",""
"Rarely","1993","66 and older","Other degree","","","",""
"Rarely","1993","66 and older","no degree/no degree yet","","","",""
"Never","1993","16-34 y.","lower secondary degree","","","",""
"Never","1993","16-34 y.","secondary school degree","","","",""
"Never","1993","16-34 y.","college entrance qualification","","","",""
"Never","1993","16-34 y.","Other degree","","","",""
"Never","1993","16-34 y.","no degree/no degree yet","","","",""
"Never","1993","35-65 y.","lower secondary degree","","","",""
"Never","1993","35-65 y.","secondary school degree","","","",""
"Never","1993","35-65 y.","college entrance qualification","","","",""
"Never","1993","35-65 y.","Other degree","","","",""
"Never","1993","35-65 y.","no degree/no degree yet","","","",""
"Never","1993","66 and older","lower secondary degree","","","",""
"Never","1993","66 and older","secondary school degree","","","",""
"Never","1993","66 and older","college entrance qualification","","","",""
"Never","1993","66 and older","Other degree","","","",""
"Never","1993","66 and older","no degree/no degree yet","","","",""
"Daily","1994","16-34 y.","lower secondary degree","","","",""
"Daily","1994","16-34 y.","secondary school degree","","","",""
"Daily","1994","16-34 y.","college entrance qualification","","","",""
"Daily","1994","16-34 y.","Other degree","","","",""
"Daily","1994","16-34 y.","no degree/no degree yet","","","",""
"Daily","1994","35-65 y.","lower secondary degree","","","",""
"Daily","1994","35-65 y.","secondary school degree","","","",""
"Daily","1994","35-65 y.","college entrance qualification","","","",""
"Daily","1994","35-65 y.","Other degree","","","",""
"Daily","1994","35-65 y.","no degree/no degree yet","","","",""
"Daily","1994","66 and older","lower secondary degree","","","",""
"Daily","1994","66 and older","secondary school degree","","","",""
"Daily","1994","66 and older","college entrance qualification","","","",""
"Daily","1994","66 and older","Other degree","","","",""
"Daily","1994","66 and older","no degree/no degree yet","","","",""
"Min 1x per week","1994","16-34 y.","lower secondary degree","","","",""
"Min 1x per week","1994","16-34 y.","secondary school degree","","","",""
"Min 1x per week","1994","16-34 y.","college entrance qualification","","","",""
"Min 1x per week","1994","16-34 y.","Other degree","","","",""
"Min 1x per week","1994","16-34 y.","no degree/no degree yet","","","",""
"Min 1x per week","1994","35-65 y.","lower secondary degree","","","",""
"Min 1x per week","1994","35-65 y.","secondary school degree","","","",""
"Min 1x per week","1994","35-65 y.","college entrance qualification","","","",""
"Min 1x per week","1994","35-65 y.","Other degree","","","",""
"Min 1x per week","1994","35-65 y.","no degree/no degree yet","","","",""
"Min 1x per week","1994","66 and older","lower secondary degree","","","",""
"Min 1x per week","1994","66 and older","secondary school degree","","","",""
"Min 1x per week","1994","66 and older","college entrance qualification","","","",""
"Min 1x per week","1994","66 and older","Other degree","","","",""
"Min 1x per week","1994","66 and older","no degree/no degree yet","","","",""
"Min 1x per month","1994","16-34 y.","lower secondary degree","","","",""
"Min 1x per month","1994","16-34 y.","secondary school degree","","","",""
"Min 1x per month","1994","16-34 y.","college entrance qualification","","","",""
"Min 1x per month","1994","16-34 y.","Other degree","","","",""
"Min 1x per month","1994","16-34 y.","no degree/no degree yet","","","",""
"Min 1x per month","1994","35-65 y.","lower secondary degree","","","",""
"Min 1x per month","1994","35-65 y.","secondary school degree","","","",""
"Min 1x per month","1994","35-65 y.","college entrance qualification","","","",""
"Min 1x per month","1994","35-65 y.","Other degree","","","",""
"Min 1x per month","1994","35-65 y.","no degree/no degree yet","","","",""
"Min 1x per month","1994","66 and older","lower secondary degree","","","",""
"Min 1x per month","1994","66 and older","secondary school degree","","","",""
"Min 1x per month","1994","66 and older","college entrance qualification","","","",""
"Min 1x per month","1994","66 and older","Other degree","","","",""
"Min 1x per month","1994","66 and older","no degree/no degree yet","","","",""
"Rarely","1994","16-34 y.","lower secondary degree","","","",""
"Rarely","1994","16-34 y.","secondary school degree","","","",""
"Rarely","1994","16-34 y.","college entrance qualification","","","",""
"Rarely","1994","16-34 y.","Other degree","","","",""
"Rarely","1994","16-34 y.","no degree/no degree yet","","","",""
"Rarely","1994","35-65 y.","lower secondary degree","","","",""
"Rarely","1994","35-65 y.","secondary school degree","","","",""
"Rarely","1994","35-65 y.","college entrance qualification","","","",""
"Rarely","1994","35-65 y.","Other degree","","","",""
"Rarely","1994","35-65 y.","no degree/no degree yet","","","",""
"Rarely","1994","66 and older","lower secondary degree","","","",""
"Rarely","1994","66 and older","secondary school degree","","","",""
"Rarely","1994","66 and older","college entrance qualification","","","",""
"Rarely","1994","66 and older","Other degree","","","",""
"Rarely","1994","66 and older","no degree/no degree yet","","","",""
"Never","1994","16-34 y.","lower secondary degree","","","",""
"Never","1994","16-34 y.","secondary school degree","","","",""
"Never","1994","16-34 y.","college entrance qualification","","","",""
"Never","1994","16-34 y.","Other degree","","","",""
"Never","1994","16-34 y.","no degree/no degree yet","","","",""
"Never","1994","35-65 y.","lower secondary degree","","","",""
"Never","1994","35-65 y.","secondary school degree","","","",""
"Never","1994","35-65 y.","college entrance qualification","","","",""
"Never","1994","35-65 y.","Other degree","","","",""
"Never","1994","35-65 y.","no degree/no degree yet","","","",""
"Never","1994","66 and older","lower secondary degree","","","",""
"Never","1994","66 and older","secondary school degree","","","",""
"Never","1994","66 and older","college entrance qualification","","","",""
"Never","1994","66 and older","Other degree","","","",""
"Never","1994","66 and older","no degree/no degree yet","","","",""
"Daily","1995","16-34 y.","lower secondary degree","162","0.115114880340631","0.0978317811518911","0.132397979529371"
"Daily","1995","16-34 y.","secondary school degree","145","0.081739937681888","0.06889661553477","0.094583259829006"
"Daily","1995","16-34 y.","college entrance qualification","87","0.109688141497382","0.0892376953261216","0.130138587668643"
"Daily","1995","16-34 y.","Other degree","39","0.133466644541173","0.0953630110501399","0.171570278032207"
"Daily","1995","16-34 y.","no degree/no degree yet","91","0.217813152054568","0.177312786071416","0.258313518037721"
"Daily","1995","35-65 y.","lower secondary degree","80","0.030475702561065","0.0243113610428081","0.0366400440793218"
"Daily","1995","35-65 y.","secondary school degree","26","","",""
"Daily","1995","35-65 y.","college entrance qualification","17","","",""
"Daily","1995","35-65 y.","Other degree","58","0.0723903618516864","0.0547292379955257","0.0900514857078471"
"Daily","1995","35-65 y.","no degree/no degree yet","38","0.0906675129789465","0.0632395061951555","0.118095519762738"
"Daily","1995","66 and older","lower secondary degree","61","0.0601236301011104","0.0461329031605085","0.0741143570417124"
"Daily","1995","66 and older","secondary school degree","12","","",""
"Daily","1995","66 and older","college entrance qualification","1","","",""
"Daily","1995","66 and older","Other degree","8","","",""
"Daily","1995","66 and older","no degree/no degree yet","3","","",""
"Min 1x per week","1995","16-34 y.","lower secondary degree","700","0.516771677036398","0.489711041920253","0.543832312152542"
"Min 1x per week","1995","16-34 y.","secondary school degree","867","0.508984173762083","0.48554850984014","0.532419837684026"
"Min 1x per week","1995","16-34 y.","college entrance qualification","518","0.576760919674464","0.544428168254511","0.609093671094417"
"Min 1x per week","1995","16-34 y.","Other degree","178","0.539439778240372","0.483592491984682","0.595287064496062"
"Min 1x per week","1995","16-34 y.","no degree/no degree yet","211","0.542957861924637","0.49407880392767","0.591836919921605"
"Min 1x per week","1995","35-65 y.","lower secondary degree","903","0.309734255750776","0.293152395134854","0.326316116366699"
"Min 1x per week","1995","35-65 y.","secondary school degree","450","0.31855282700882","0.295723404351097","0.341382249666544"
"Min 1x per week","1995","35-65 y.","college entrance qualification","303","0.385936911482214","0.354132197736412","0.417741625228015"
"Min 1x per week","1995","35-65 y.","Other degree","428","0.493768522217497","0.459693856065542","0.527843188369452"
"Min 1x per week","1995","35-65 y.","no degree/no degree yet","223","0.487282085088813","0.43953613807611","0.535028032101515"
"Min 1x per week","1995","66 and older","lower secondary degree","363","0.324406828564761","0.296853762265734","0.351959894863787"
"Min 1x per week","1995","66 and older","secondary school degree","81","0.35570535845811","0.293013442119879","0.418397274796342"
"Min 1x per week","1995","66 and older","college entrance qualification","33","0.333536151010875","0.247365588956738","0.419706713065013"
"Min 1x per week","1995","66 and older","Other degree","15","","",""
"Min 1x per week","1995","66 and older","no degree/no degree yet","21","","",""
"Min 1x per month","1995","16-34 y.","lower secondary degree","286","0.231191351818217","0.208361275390145","0.254021428246289"
"Min 1x per month","1995","16-34 y.","secondary school degree","457","0.256807435587992","0.236327346009094","0.27728752516689"
"Min 1x per month","1995","16-34 y.","college entrance qualification","220","0.234506692120416","0.206779864076658","0.262233520164174"
"Min 1x per month","1995","16-34 y.","Other degree","60","0.233974519288945","0.18654013500643","0.281408903571461"
"Min 1x per month","1995","16-34 y.","no degree/no degree yet","59","0.137115105456661","0.10336456533519","0.170865645578131"
"Min 1x per month","1995","35-65 y.","lower secondary degree","1041","0.344096675280208","0.327059772933906","0.361133577626511"
"Min 1x per month","1995","35-65 y.","secondary school degree","603","0.371171332444632","0.347498976690267","0.394843688198998"
"Min 1x per month","1995","35-65 y.","college entrance qualification","349","0.368968720931572","0.337444304549753","0.40049313731339"
"Min 1x per month","1995","35-65 y.","Other degree","212","0.25506109370086","0.22535279556929","0.284769391832431"
"Min 1x per month","1995","35-65 y.","no degree/no degree yet","96","0.235815257870971","0.195265134949151","0.27636538079279"
"Min 1x per month","1995","66 and older","lower secondary degree","325","0.286916902839497","0.260295529498037","0.313538276180958"
"Min 1x per month","1995","66 and older","secondary school degree","56","0.259126053642392","0.201747211055135","0.316504896229648"
"Min 1x per month","1995","66 and older","college entrance qualification","42","0.32528341475677","0.239660339120138","0.410906490393402"
"Min 1x per month","1995","66 and older","Other degree","13","","",""
"Min 1x per month","1995","66 and older","no degree/no degree yet","7","","",""
"Rarely","1995","16-34 y.","lower secondary degree","149","0.127063565160546","0.109028643017895","0.145098487303197"
