"pli0080","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","1990","(2a) intermediate vocational","Female","148","0.232066513651353","0.201526579038761","0.262606448263945"
"Rarely","1990","(2c_gen) general maturity certificate","Male","24","","",""
"Rarely","1990","(2c_gen) general maturity certificate","Female","10","","",""
"Rarely","1990","(2c_voc) vocational maturity certificate","Male","46","0.196242031011832","0.145026608251505","0.247457453772159"
"Rarely","1990","(2c_voc) vocational maturity certificate","Female","21","","",""
"Rarely","1990","(3a) lower tertiary education","Male","31","0.185309650551333","0.127242679565034","0.243376621537633"
"Rarely","1990","(3a) lower tertiary education","Female","11","","",""
"Rarely","1990","(3b) higher tertiary education","Male","58","0.179370406782195","0.135810299304293","0.222930514260097"
"Rarely","1990","(3b) higher tertiary education","Female","21","","",""
"Never","1990","(0) in school","Male","","","",""
"Never","1990","(0) in school","Female","2","","",""
"Never","1990","(1a) inadequately completed","Male","11","","",""
"Never","1990","(1a) inadequately completed","Female","14","","",""
"Never","1990","(1b) general elementary school","Male","30","0.0392940369644233","0.0255168681611786","0.0530712057676681"
"Never","1990","(1b) general elementary school","Female","64","0.0610751963253729","0.0484361647220977","0.0737142279286481"
"Never","1990","(1c) basic vocational qualification","Male","53","0.0343832685666484","0.0261401428074148","0.0426263943258821"
"Never","1990","(1c) basic vocational qualification","Female","35","0.0314774914271239","0.0221461975943792","0.0408087852598686"
"Never","1990","(2b) intermediate general qualification","Male","4","","",""
"Never","1990","(2b) intermediate general qualification","Female","2","","",""
"Never","1990","(2a) intermediate vocational","Male","8","","",""
"Never","1990","(2a) intermediate vocational","Female","9","","",""
"Never","1990","(2c_gen) general maturity certificate","Male","2","","",""
"Never","1990","(2c_gen) general maturity certificate","Female","2","","",""
"Never","1990","(2c_voc) vocational maturity certificate","Male","7","","",""
"Never","1990","(2c_voc) vocational maturity certificate","Female","3","","",""
"Never","1990","(3a) lower tertiary education","Male","3","","",""
"Never","1990","(3a) lower tertiary education","Female","","","",""
"Never","1990","(3b) higher tertiary education","Male","3","","",""
"Never","1990","(3b) higher tertiary education","Female","2","","",""
"Daily","1991","(0) in school","Male","","","",""
"Daily","1991","(0) in school","Female","","","",""
"Daily","1991","(1a) inadequately completed","Male","","","",""
"Daily","1991","(1a) inadequately completed","Female","","","",""
"Daily","1991","(1b) general elementary school","Male","","","",""
"Daily","1991","(1b) general elementary school","Female","","","",""
"Daily","1991","(1c) basic vocational qualification","Male","","","",""
"Daily","1991","(1c) basic vocational qualification","Female","","","",""
"Daily","1991","(2b) intermediate general qualification","Male","","","",""
"Daily","1991","(2b) intermediate general qualification","Female","","","",""
"Daily","1991","(2a) intermediate vocational","Male","","","",""
"Daily","1991","(2a) intermediate vocational","Female","","","",""
"Daily","1991","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1991","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1991","(3a) lower tertiary education","Male","","","",""
"Daily","1991","(3a) lower tertiary education","Female","","","",""
"Daily","1991","(3b) higher tertiary education","Male","","","",""
"Daily","1991","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1991","(0) in school","Male","","","",""
"Min 1x per week","1991","(0) in school","Female","","","",""
"Min 1x per week","1991","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1991","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1991","(1b) general elementary school","Male","","","",""
"Min 1x per week","1991","(1b) general elementary school","Female","","","",""
"Min 1x per week","1991","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1991","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1991","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1991","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1991","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1991","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1991","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1991","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1991","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1991","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1991","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1991","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1991","(0) in school","Male","","","",""
"Min 1x per month","1991","(0) in school","Female","","","",""
"Min 1x per month","1991","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1991","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1991","(1b) general elementary school","Male","","","",""
"Min 1x per month","1991","(1b) general elementary school","Female","","","",""
"Min 1x per month","1991","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","1991","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1991","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1991","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1991","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1991","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1991","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1991","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1991","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1991","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1991","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1991","(3b) higher tertiary education","Female","","","",""
"Rarely","1991","(0) in school","Male","","","",""
"Rarely","1991","(0) in school","Female","","","",""
"Rarely","1991","(1a) inadequately completed","Male","","","",""
"Rarely","1991","(1a) inadequately completed","Female","","","",""
"Rarely","1991","(1b) general elementary school","Male","","","",""
"Rarely","1991","(1b) general elementary school","Female","","","",""
"Rarely","1991","(1c) basic vocational qualification","Male","","","",""
"Rarely","1991","(1c) basic vocational qualification","Female","","","",""
"Rarely","1991","(2b) intermediate general qualification","Male","","","",""
"Rarely","1991","(2b) intermediate general qualification","Female","","","",""
"Rarely","1991","(2a) intermediate vocational","Male","","","",""
"Rarely","1991","(2a) intermediate vocational","Female","","","",""
"Rarely","1991","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1991","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1991","(3a) lower tertiary education","Male","","","",""
"Rarely","1991","(3a) lower tertiary education","Female","","","",""
"Rarely","1991","(3b) higher tertiary education","Male","","","",""
"Rarely","1991","(3b) higher tertiary education","Female","","","",""
"Never","1991","(0) in school","Male","","","",""
"Never","1991","(0) in school","Female","","","",""
"Never","1991","(1a) inadequately completed","Male","","","",""
"Never","1991","(1a) inadequately completed","Female","","","",""
"Never","1991","(1b) general elementary school","Male","","","",""
"Never","1991","(1b) general elementary school","Female","","","",""
"Never","1991","(1c) basic vocational qualification","Male","","","",""
"Never","1991","(1c) basic vocational qualification","Female","","","",""
"Never","1991","(2b) intermediate general qualification","Male","","","",""
"Never","1991","(2b) intermediate general qualification","Female","","","",""
"Never","1991","(2a) intermediate vocational","Male","","","",""
"Never","1991","(2a) intermediate vocational","Female","","","",""
"Never","1991","(2c_gen) general maturity certificate","Male","","","",""
"Never","1991","(2c_gen) general maturity certificate","Female","","","",""
"Never","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","1991","(3a) lower tertiary education","Male","","","",""
"Never","1991","(3a) lower tertiary education","Female","","","",""
"Never","1991","(3b) higher tertiary education","Male","","","",""
"Never","1991","(3b) higher tertiary education","Female","","","",""
"Daily","1992","(0) in school","Male","","","",""
"Daily","1992","(0) in school","Female","","","",""
"Daily","1992","(1a) inadequately completed","Male","","","",""
"Daily","1992","(1a) inadequately completed","Female","","","",""
"Daily","1992","(1b) general elementary school","Male","","","",""
"Daily","1992","(1b) general elementary school","Female","","","",""
"Daily","1992","(1c) basic vocational qualification","Male","","","",""
"Daily","1992","(1c) basic vocational qualification","Female","","","",""
"Daily","1992","(2b) intermediate general qualification","Male","","","",""
"Daily","1992","(2b) intermediate general qualification","Female","","","",""
"Daily","1992","(2a) intermediate vocational","Male","","","",""
"Daily","1992","(2a) intermediate vocational","Female","","","",""
"Daily","1992","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1992","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1992","(3a) lower tertiary education","Male","","","",""
"Daily","1992","(3a) lower tertiary education","Female","","","",""
"Daily","1992","(3b) higher tertiary education","Male","","","",""
"Daily","1992","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1992","(0) in school","Male","","","",""
"Min 1x per week","1992","(0) in school","Female","","","",""
"Min 1x per week","1992","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1992","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1992","(1b) general elementary school","Male","","","",""
"Min 1x per week","1992","(1b) general elementary school","Female","","","",""
"Min 1x per week","1992","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1992","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1992","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1992","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1992","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1992","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1992","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1992","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1992","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1992","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1992","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1992","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1992","(0) in school","Male","","","",""
"Min 1x per month","1992","(0) in school","Female","","","",""
"Min 1x per month","1992","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1992","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1992","(1b) general elementary school","Male","","","",""
"Min 1x per month","1992","(1b) general elementary school","Female","","","",""
"Min 1x per month","1992","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","1992","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1992","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1992","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1992","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1992","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1992","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1992","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1992","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1992","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1992","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1992","(3b) higher tertiary education","Female","","","",""
"Rarely","1992","(0) in school","Male","","","",""
"Rarely","1992","(0) in school","Female","","","",""
"Rarely","1992","(1a) inadequately completed","Male","","","",""
"Rarely","1992","(1a) inadequately completed","Female","","","",""
"Rarely","1992","(1b) general elementary school","Male","","","",""
"Rarely","1992","(1b) general elementary school","Female","","","",""
"Rarely","1992","(1c) basic vocational qualification","Male","","","",""
"Rarely","1992","(1c) basic vocational qualification","Female","","","",""
"Rarely","1992","(2b) intermediate general qualification","Male","","","",""
"Rarely","1992","(2b) intermediate general qualification","Female","","","",""
"Rarely","1992","(2a) intermediate vocational","Male","","","",""
"Rarely","1992","(2a) intermediate vocational","Female","","","",""
"Rarely","1992","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1992","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1992","(3a) lower tertiary education","Male","","","",""
"Rarely","1992","(3a) lower tertiary education","Female","","","",""
"Rarely","1992","(3b) higher tertiary education","Male","","","",""
"Rarely","1992","(3b) higher tertiary education","Female","","","",""
"Never","1992","(0) in school","Male","","","",""
"Never","1992","(0) in school","Female","","","",""
"Never","1992","(1a) inadequately completed","Male","","","",""
"Never","1992","(1a) inadequately completed","Female","","","",""
"Never","1992","(1b) general elementary school","Male","","","",""
"Never","1992","(1b) general elementary school","Female","","","",""
"Never","1992","(1c) basic vocational qualification","Male","","","",""
"Never","1992","(1c) basic vocational qualification","Female","","","",""
"Never","1992","(2b) intermediate general qualification","Male","","","",""
"Never","1992","(2b) intermediate general qualification","Female","","","",""
"Never","1992","(2a) intermediate vocational","Male","","","",""
"Never","1992","(2a) intermediate vocational","Female","","","",""
"Never","1992","(2c_gen) general maturity certificate","Male","","","",""
"Never","1992","(2c_gen) general maturity certificate","Female","","","",""
"Never","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","1992","(3a) lower tertiary education","Male","","","",""
"Never","1992","(3a) lower tertiary education","Female","","","",""
"Never","1992","(3b) higher tertiary education","Male","","","",""
"Never","1992","(3b) higher tertiary education","Female","","","",""
"Daily","1993","(0) in school","Male","","","",""
"Daily","1993","(0) in school","Female","","","",""
"Daily","1993","(1a) inadequately completed","Male","","","",""
"Daily","1993","(1a) inadequately completed","Female","","","",""
"Daily","1993","(1b) general elementary school","Male","","","",""
"Daily","1993","(1b) general elementary school","Female","","","",""
"Daily","1993","(1c) basic vocational qualification","Male","","","",""
"Daily","1993","(1c) basic vocational qualification","Female","","","",""
"Daily","1993","(2b) intermediate general qualification","Male","","","",""
"Daily","1993","(2b) intermediate general qualification","Female","","","",""
"Daily","1993","(2a) intermediate vocational","Male","","","",""
"Daily","1993","(2a) intermediate vocational","Female","","","",""
"Daily","1993","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1993","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1993","(3a) lower tertiary education","Male","","","",""
"Daily","1993","(3a) lower tertiary education","Female","","","",""
"Daily","1993","(3b) higher tertiary education","Male","","","",""
"Daily","1993","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1993","(0) in school","Male","","","",""
"Min 1x per week","1993","(0) in school","Female","","","",""
"Min 1x per week","1993","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1993","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1993","(1b) general elementary school","Male","","","",""
"Min 1x per week","1993","(1b) general elementary school","Female","","","",""
"Min 1x per week","1993","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1993","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1993","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1993","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1993","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1993","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1993","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1993","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1993","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1993","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1993","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1993","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1993","(0) in school","Male","","","",""
"Min 1x per month","1993","(0) in school","Female","","","",""
"Min 1x per month","1993","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1993","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1993","(1b) general elementary school","Male","","","",""
"Min 1x per month","1993","(1b) general elementary school","Female","","","",""
"Min 1x per month","1993","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","1993","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1993","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1993","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1993","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1993","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1993","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1993","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1993","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1993","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1993","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1993","(3b) higher tertiary education","Female","","","",""
"Rarely","1993","(0) in school","Male","","","",""
"Rarely","1993","(0) in school","Female","","","",""
"Rarely","1993","(1a) inadequately completed","Male","","","",""
"Rarely","1993","(1a) inadequately completed","Female","","","",""
"Rarely","1993","(1b) general elementary school","Male","","","",""
"Rarely","1993","(1b) general elementary school","Female","","","",""
"Rarely","1993","(1c) basic vocational qualification","Male","","","",""
"Rarely","1993","(1c) basic vocational qualification","Female","","","",""
"Rarely","1993","(2b) intermediate general qualification","Male","","","",""
"Rarely","1993","(2b) intermediate general qualification","Female","","","",""
"Rarely","1993","(2a) intermediate vocational","Male","","","",""
"Rarely","1993","(2a) intermediate vocational","Female","","","",""
"Rarely","1993","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1993","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1993","(3a) lower tertiary education","Male","","","",""
"Rarely","1993","(3a) lower tertiary education","Female","","","",""
"Rarely","1993","(3b) higher tertiary education","Male","","","",""
"Rarely","1993","(3b) higher tertiary education","Female","","","",""
"Never","1993","(0) in school","Male","","","",""
"Never","1993","(0) in school","Female","","","",""
"Never","1993","(1a) inadequately completed","Male","","","",""
"Never","1993","(1a) inadequately completed","Female","","","",""
"Never","1993","(1b) general elementary school","Male","","","",""
"Never","1993","(1b) general elementary school","Female","","","",""
"Never","1993","(1c) basic vocational qualification","Male","","","",""
"Never","1993","(1c) basic vocational qualification","Female","","","",""
"Never","1993","(2b) intermediate general qualification","Male","","","",""
"Never","1993","(2b) intermediate general qualification","Female","","","",""
"Never","1993","(2a) intermediate vocational","Male","","","",""
"Never","1993","(2a) intermediate vocational","Female","","","",""
"Never","1993","(2c_gen) general maturity certificate","Male","","","",""
"Never","1993","(2c_gen) general maturity certificate","Female","","","",""
"Never","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","1993","(3a) lower tertiary education","Male","","","",""
"Never","1993","(3a) lower tertiary education","Female","","","",""
"Never","1993","(3b) higher tertiary education","Male","","","",""
"Never","1993","(3b) higher tertiary education","Female","","","",""
"Daily","1994","(0) in school","Male","","","",""
"Daily","1994","(0) in school","Female","","","",""
"Daily","1994","(1a) inadequately completed","Male","","","",""
"Daily","1994","(1a) inadequately completed","Female","","","",""
"Daily","1994","(1b) general elementary school","Male","","","",""
"Daily","1994","(1b) general elementary school","Female","","","",""
"Daily","1994","(1c) basic vocational qualification","Male","","","",""
"Daily","1994","(1c) basic vocational qualification","Female","","","",""
"Daily","1994","(2b) intermediate general qualification","Male","","","",""
"Daily","1994","(2b) intermediate general qualification","Female","","","",""
"Daily","1994","(2a) intermediate vocational","Male","","","",""
"Daily","1994","(2a) intermediate vocational","Female","","","",""
"Daily","1994","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1994","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1994","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1994","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1994","(3a) lower tertiary education","Male","","","",""
"Daily","1994","(3a) lower tertiary education","Female","","","",""
"Daily","1994","(3b) higher tertiary education","Male","","","",""
"Daily","1994","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1994","(0) in school","Male","","","",""
"Min 1x per week","1994","(0) in school","Female","","","",""
"Min 1x per week","1994","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1994","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1994","(1b) general elementary school","Male","","","",""
