"pli0080","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","1991","Couple + C. LE 16 ","Male","","","",""
"Rarely","1991","Couple + C. LE 16 ","Female","","","",""
"Rarely","1991","Couple + C. GT 16 ","Male","","","",""
"Rarely","1991","Couple + C. GT 16 ","Female","","","",""
"Rarely","1991","Couple + C. LE and GT 16","Male","","","",""
"Rarely","1991","Couple + C. LE and GT 16","Female","","","",""
"Never","1991","1-pers.-HH","Male","","","",""
"Never","1991","1-pers.-HH","Female","","","",""
"Never","1991","(Married) couple without C. ","Male","","","",""
"Never","1991","(Married) couple without C. ","Female","","","",""
"Never","1991","Single parent ","Male","","","",""
"Never","1991","Single parent ","Female","","","",""
"Never","1991","Couple + C. LE 16 ","Male","","","",""
"Never","1991","Couple + C. LE 16 ","Female","","","",""
"Never","1991","Couple + C. GT 16 ","Male","","","",""
"Never","1991","Couple + C. GT 16 ","Female","","","",""
"Never","1991","Couple + C. LE and GT 16","Male","","","",""
"Never","1991","Couple + C. LE and GT 16","Female","","","",""
"Daily","1992","1-pers.-HH","Male","","","",""
"Daily","1992","1-pers.-HH","Female","","","",""
"Daily","1992","(Married) couple without C. ","Male","","","",""
"Daily","1992","(Married) couple without C. ","Female","","","",""
"Daily","1992","Single parent ","Male","","","",""
"Daily","1992","Single parent ","Female","","","",""
"Daily","1992","Couple + C. LE 16 ","Male","","","",""
"Daily","1992","Couple + C. LE 16 ","Female","","","",""
"Daily","1992","Couple + C. GT 16 ","Male","","","",""
"Daily","1992","Couple + C. GT 16 ","Female","","","",""
"Daily","1992","Couple + C. LE and GT 16","Male","","","",""
"Daily","1992","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1992","1-pers.-HH","Male","","","",""
"Min 1x per week","1992","1-pers.-HH","Female","","","",""
"Min 1x per week","1992","(Married) couple without C. ","Male","","","",""
"Min 1x per week","1992","(Married) couple without C. ","Female","","","",""
"Min 1x per week","1992","Single parent ","Male","","","",""
"Min 1x per week","1992","Single parent ","Female","","","",""
"Min 1x per week","1992","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","1992","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","1992","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","1992","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","1992","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","1992","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","1992","1-pers.-HH","Male","","","",""
"Min 1x per month","1992","1-pers.-HH","Female","","","",""
"Min 1x per month","1992","(Married) couple without C. ","Male","","","",""
"Min 1x per month","1992","(Married) couple without C. ","Female","","","",""
"Min 1x per month","1992","Single parent ","Male","","","",""
"Min 1x per month","1992","Single parent ","Female","","","",""
"Min 1x per month","1992","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","1992","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","1992","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","1992","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","1992","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","1992","Couple + C. LE and GT 16","Female","","","",""
"Rarely","1992","1-pers.-HH","Male","","","",""
"Rarely","1992","1-pers.-HH","Female","","","",""
"Rarely","1992","(Married) couple without C. ","Male","","","",""
"Rarely","1992","(Married) couple without C. ","Female","","","",""
"Rarely","1992","Single parent ","Male","","","",""
"Rarely","1992","Single parent ","Female","","","",""
"Rarely","1992","Couple + C. LE 16 ","Male","","","",""
"Rarely","1992","Couple + C. LE 16 ","Female","","","",""
"Rarely","1992","Couple + C. GT 16 ","Male","","","",""
"Rarely","1992","Couple + C. GT 16 ","Female","","","",""
"Rarely","1992","Couple + C. LE and GT 16","Male","","","",""
"Rarely","1992","Couple + C. LE and GT 16","Female","","","",""
"Never","1992","1-pers.-HH","Male","","","",""
"Never","1992","1-pers.-HH","Female","","","",""
"Never","1992","(Married) couple without C. ","Male","","","",""
"Never","1992","(Married) couple without C. ","Female","","","",""
"Never","1992","Single parent ","Male","","","",""
"Never","1992","Single parent ","Female","","","",""
"Never","1992","Couple + C. LE 16 ","Male","","","",""
"Never","1992","Couple + C. LE 16 ","Female","","","",""
"Never","1992","Couple + C. GT 16 ","Male","","","",""
"Never","1992","Couple + C. GT 16 ","Female","","","",""
"Never","1992","Couple + C. LE and GT 16","Male","","","",""
"Never","1992","Couple + C. LE and GT 16","Female","","","",""
"Daily","1993","1-pers.-HH","Male","","","",""
"Daily","1993","1-pers.-HH","Female","","","",""
"Daily","1993","(Married) couple without C. ","Male","","","",""
"Daily","1993","(Married) couple without C. ","Female","","","",""
"Daily","1993","Single parent ","Male","","","",""
"Daily","1993","Single parent ","Female","","","",""
"Daily","1993","Couple + C. LE 16 ","Male","","","",""
"Daily","1993","Couple + C. LE 16 ","Female","","","",""
"Daily","1993","Couple + C. GT 16 ","Male","","","",""
"Daily","1993","Couple + C. GT 16 ","Female","","","",""
"Daily","1993","Couple + C. LE and GT 16","Male","","","",""
"Daily","1993","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1993","1-pers.-HH","Male","","","",""
"Min 1x per week","1993","1-pers.-HH","Female","","","",""
"Min 1x per week","1993","(Married) couple without C. ","Male","","","",""
"Min 1x per week","1993","(Married) couple without C. ","Female","","","",""
"Min 1x per week","1993","Single parent ","Male","","","",""
"Min 1x per week","1993","Single parent ","Female","","","",""
"Min 1x per week","1993","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","1993","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","1993","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","1993","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","1993","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","1993","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","1993","1-pers.-HH","Male","","","",""
"Min 1x per month","1993","1-pers.-HH","Female","","","",""
"Min 1x per month","1993","(Married) couple without C. ","Male","","","",""
"Min 1x per month","1993","(Married) couple without C. ","Female","","","",""
"Min 1x per month","1993","Single parent ","Male","","","",""
"Min 1x per month","1993","Single parent ","Female","","","",""
"Min 1x per month","1993","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","1993","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","Female","","","",""
"Rarely","1993","1-pers.-HH","Male","","","",""
"Rarely","1993","1-pers.-HH","Female","","","",""
"Rarely","1993","(Married) couple without C. ","Male","","","",""
"Rarely","1993","(Married) couple without C. ","Female","","","",""
"Rarely","1993","Single parent ","Male","","","",""
"Rarely","1993","Single parent ","Female","","","",""
"Rarely","1993","Couple + C. LE 16 ","Male","","","",""
"Rarely","1993","Couple + C. LE 16 ","Female","","","",""
"Rarely","1993","Couple + C. GT 16 ","Male","","","",""
"Rarely","1993","Couple + C. GT 16 ","Female","","","",""
"Rarely","1993","Couple + C. LE and GT 16","Male","","","",""
"Rarely","1993","Couple + C. LE and GT 16","Female","","","",""
"Never","1993","1-pers.-HH","Male","","","",""
"Never","1993","1-pers.-HH","Female","","","",""
"Never","1993","(Married) couple without C. ","Male","","","",""
"Never","1993","(Married) couple without C. ","Female","","","",""
"Never","1993","Single parent ","Male","","","",""
"Never","1993","Single parent ","Female","","","",""
"Never","1993","Couple + C. LE 16 ","Male","","","",""
"Never","1993","Couple + C. LE 16 ","Female","","","",""
"Never","1993","Couple + C. GT 16 ","Male","","","",""
"Never","1993","Couple + C. GT 16 ","Female","","","",""
"Never","1993","Couple + C. LE and GT 16","Male","","","",""
"Never","1993","Couple + C. LE and GT 16","Female","","","",""
"Daily","1994","1-pers.-HH","Male","","","",""
"Daily","1994","1-pers.-HH","Female","","","",""
"Daily","1994","(Married) couple without C. ","Male","","","",""
"Daily","1994","(Married) couple without C. ","Female","","","",""
"Daily","1994","Single parent ","Male","","","",""
"Daily","1994","Single parent ","Female","","","",""
"Daily","1994","Couple + C. LE 16 ","Male","","","",""
"Daily","1994","Couple + C. LE 16 ","Female","","","",""
"Daily","1994","Couple + C. GT 16 ","Male","","","",""
"Daily","1994","Couple + C. GT 16 ","Female","","","",""
"Daily","1994","Couple + C. LE and GT 16","Male","","","",""
"Daily","1994","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1994","1-pers.-HH","Male","","","",""
"Min 1x per week","1994","1-pers.-HH","Female","","","",""
"Min 1x per week","1994","(Married) couple without C. ","Male","","","",""
"Min 1x per week","1994","(Married) couple without C. ","Female","","","",""
"Min 1x per week","1994","Single parent ","Male","","","",""
"Min 1x per week","1994","Single parent ","Female","","","",""
"Min 1x per week","1994","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","1994","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","1994","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","1994","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","1994","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","1994","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","1994","1-pers.-HH","Male","","","",""
"Min 1x per month","1994","1-pers.-HH","Female","","","",""
"Min 1x per month","1994","(Married) couple without C. ","Male","","","",""
"Min 1x per month","1994","(Married) couple without C. ","Female","","","",""
"Min 1x per month","1994","Single parent ","Male","","","",""
"Min 1x per month","1994","Single parent ","Female","","","",""
"Min 1x per month","1994","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","1994","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","1994","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","1994","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","1994","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","1994","Couple + C. LE and GT 16","Female","","","",""
"Rarely","1994","1-pers.-HH","Male","","","",""
"Rarely","1994","1-pers.-HH","Female","","","",""
"Rarely","1994","(Married) couple without C. ","Male","","","",""
"Rarely","1994","(Married) couple without C. ","Female","","","",""
"Rarely","1994","Single parent ","Male","","","",""
"Rarely","1994","Single parent ","Female","","","",""
"Rarely","1994","Couple + C. LE 16 ","Male","","","",""
"Rarely","1994","Couple + C. LE 16 ","Female","","","",""
"Rarely","1994","Couple + C. GT 16 ","Male","","","",""
"Rarely","1994","Couple + C. GT 16 ","Female","","","",""
"Rarely","1994","Couple + C. LE and GT 16","Male","","","",""
"Rarely","1994","Couple + C. LE and GT 16","Female","","","",""
"Never","1994","1-pers.-HH","Male","","","",""
"Never","1994","1-pers.-HH","Female","","","",""
"Never","1994","(Married) couple without C. ","Male","","","",""
"Never","1994","(Married) couple without C. ","Female","","","",""
"Never","1994","Single parent ","Male","","","",""
"Never","1994","Single parent ","Female","","","",""
"Never","1994","Couple + C. LE 16 ","Male","","","",""
"Never","1994","Couple + C. LE 16 ","Female","","","",""
"Never","1994","Couple + C. GT 16 ","Male","","","",""
"Never","1994","Couple + C. GT 16 ","Female","","","",""
"Never","1994","Couple + C. LE and GT 16","Male","","","",""
"Never","1994","Couple + C. LE and GT 16","Female","","","",""
"Daily","1995","1-pers.-HH","Male","51","0.0883746449614234","0.0642553663776828","0.112493923545164"
"Daily","1995","1-pers.-HH","Female","87","0.0805789529460078","0.0629619732538702","0.0981959326381454"
"Daily","1995","(Married) couple without C. ","Male","51","0.0245279012149577","0.0172828303432264","0.0317729720866891"
"Daily","1995","(Married) couple without C. ","Female","59","0.0347031819150885","0.0261645002661204","0.0432418635640566"
"Daily","1995","Single parent ","Male","31","0.133291443131531","0.0849623141900706","0.181620572072992"
"Daily","1995","Single parent ","Female","46","0.110128364765617","0.0802604335307443","0.13999629600049"
"Daily","1995","Couple + C. LE 16 ","Male","44","0.0257189964807337","0.0178385401121829","0.0335994528492845"
"Daily","1995","Couple + C. LE 16 ","Female","80","0.0428421692790085","0.0328980183346467","0.0527863202233703"
"Daily","1995","Couple + C. GT 16 ","Male","128","0.0821574659744463","0.0675737853522727","0.0967411465966199"
"Daily","1995","Couple + C. GT 16 ","Female","74","0.071179000394558","0.0561806645111222","0.0861773362779938"
"Daily","1995","Couple + C. LE and GT 16","Male","112","0.163702362193817","0.134991538001666","0.192413186385967"
"Daily","1995","Couple + C. LE and GT 16","Female","65","0.0909047975215368","0.0679977831367089","0.113811811906365"
"Min 1x per week","1995","1-pers.-HH","Male","273","0.472828960612583","0.430404133482967","0.515253787742198"
"Min 1x per week","1995","1-pers.-HH","Female","443","0.465080566598497","0.432797728537477","0.497363404659517"
"Min 1x per week","1995","(Married) couple without C. ","Male","639","0.328652296369549","0.306651058959841","0.350653533779258"
"Min 1x per week","1995","(Married) couple without C. ","Female","688","0.371744835546281","0.349199004834506","0.394290666258057"
"Min 1x per week","1995","Single parent ","Male","89","0.478197990354237","0.407170243601099","0.549225737107376"
"Min 1x per week","1995","Single parent ","Female","196","0.46155746291601","0.413993893898015","0.509121031934005"
"Min 1x per week","1995","Couple + C. LE 16 ","Male","590","0.345008931301924","0.321343463161672","0.368674399442176"
"Min 1x per week","1995","Couple + C. LE 16 ","Female","686","0.406806088593606","0.382683035780628","0.430929141406585"
"Min 1x per week","1995","Couple + C. GT 16 ","Male","545","0.382794616617051","0.356980498038027","0.408608735196076"
"Min 1x per week","1995","Couple + C. GT 16 ","Female","491","0.394950056647087","0.366435421266483","0.423464692027691"
"Min 1x per week","1995","Couple + C. LE and GT 16","Male","244","0.383236757142338","0.345511642207955","0.420961872076721"
"Min 1x per week","1995","Couple + C. LE and GT 16","Female","261","0.45876382338075","0.419057617127811","0.49847002963369"
"Min 1x per month","1995","1-pers.-HH","Male","99","0.196138267489035","0.162396788144959","0.22987974683311"
"Min 1x per month","1995","1-pers.-HH","Female","208","0.235122718891194","0.207674978241937","0.262570459540451"
"Min 1x per month","1995","(Married) couple without C. ","Male","567","0.348609492660546","0.326289433825823","0.37092955149527"
"Min 1x per month","1995","(Married) couple without C. ","Female","566","0.323760739806432","0.301931529826191","0.345589949786673"
"Min 1x per month","1995","Single parent ","Male","41","0.230774926369833","0.170865892340334","0.290683960399332"
"Min 1x per month","1995","Single parent ","Female","92","0.227391299679228","0.187400638483395","0.267381960875061"
"Min 1x per month","1995","Couple + C. LE 16 ","Male","575","0.400470000487236","0.376076580355251","0.424863420619221"
"Min 1x per month","1995","Couple + C. LE 16 ","Female","535","0.372609509651322","0.348866479924635","0.396352539378009"
"Min 1x per month","1995","Couple + C. GT 16 ","Male","378","0.282178298111775","0.258276551708497","0.306080044515054"
"Min 1x per month","1995","Couple + C. GT 16 ","Female","322","0.286539056229184","0.260164926679477","0.312913185778891"
"Min 1x per month","1995","Couple + C. LE and GT 16","Male","153","0.242319483453851","0.209070759766493","0.275568207141209"
"Min 1x per month","1995","Couple + C. LE and GT 16","Female","152","0.246534116465246","0.212190920055064","0.280877312875427"
"Rarely","1995","1-pers.-HH","Male","85","0.183800683474859","0.150887950276297","0.21671341667342"
"Rarely","1995","1-pers.-HH","Female","130","0.158999923606279","0.135332014179297","0.182667833033261"
"Rarely","1995","(Married) couple without C. ","Male","429","0.256845141450405","0.236381620702443","0.277308662198368"
"Rarely","1995","(Married) couple without C. ","Female","393","0.234072305330057","0.214318778847441","0.253825831812672"
"Rarely","1995","Single parent ","Male","25","","",""
"Rarely","1995","Single parent ","Female","77","0.175455132335157","0.139165543285322","0.211744721384991"
"Rarely","1995","Couple + C. LE 16 ","Male","317","0.209133320325176","0.188887028261294","0.229379612389058"
"Rarely","1995","Couple + C. LE 16 ","Female","268","0.162618748507107","0.144497541277517","0.180739955736697"
"Rarely","1995","Couple + C. GT 16 ","Male","276","0.222710572773808","0.200614182351685","0.244806963195932"
"Rarely","1995","Couple + C. GT 16 ","Female","212","0.220956757732457","0.196755633186684","0.245157882278229"
"Rarely","1995","Couple + C. LE and GT 16","Male","122","0.199913416657916","0.16888016978031","0.230946663535522"
"Rarely","1995","Couple + C. LE and GT 16","Female","115","0.186927170100968","0.155862171124315","0.217992169077621"
"Never","1995","1-pers.-HH","Male","24","","",""
"Never","1995","1-pers.-HH","Female","49","0.0602178379580216","0.0448207141745503","0.0756149617414929"
"Never","1995","(Married) couple without C. ","Male","65","0.041365168304541","0.0320380170782527","0.0506923195308293"
"Never","1995","(Married) couple without C. ","Female","59","0.0357189374021413","0.0270607532155899","0.0443771215886928"
"Never","1995","Single parent ","Male","4","","",""
"Never","1995","Single parent ","Female","11","","",""
"Never","1995","Couple + C. LE 16 ","Male","24","","",""
"Never","1995","Couple + C. LE 16 ","Female","24","","",""
"Never","1995","Couple + C. GT 16 ","Male","35","0.0301590465229192","0.0210762705924391","0.0392418224533992"
"Never","1995","Couple + C. GT 16 ","Female","30","0.0263751289967142","0.0170276554258272","0.0357226025676012"
"Never","1995","Couple + C. LE and GT 16","Male","7","","",""
"Never","1995","Couple + C. LE and GT 16","Female","12","","",""
"Daily","1996","1-pers.-HH","Male","","","",""
"Daily","1996","1-pers.-HH","Female","","","",""
"Daily","1996","(Married) couple without C. ","Male","","","",""
"Daily","1996","(Married) couple without C. ","Female","","","",""
"Daily","1996","Single parent ","Male","","","",""
"Daily","1996","Single parent ","Female","","","",""
"Daily","1996","Couple + C. LE 16 ","Male","","","",""
"Daily","1996","Couple + C. LE 16 ","Female","","","",""
"Daily","1996","Couple + C. GT 16 ","Male","","","",""
"Daily","1996","Couple + C. GT 16 ","Female","","","",""
"Daily","1996","Couple + C. LE and GT 16","Male","","","",""
"Daily","1996","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1996","1-pers.-HH","Male","","","",""
"Min 1x per week","1996","1-pers.-HH","Female","","","",""
"Min 1x per week","1996","(Married) couple without C. ","Male","","","",""
"Min 1x per week","1996","(Married) couple without C. ","Female","","","",""
"Min 1x per week","1996","Single parent ","Male","","","",""
"Min 1x per week","1996","Single parent ","Female","","","",""
"Min 1x per week","1996","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","1996","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","1996","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","1996","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","1996","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","1996","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","1996","1-pers.-HH","Male","","","",""
"Min 1x per month","1996","1-pers.-HH","Female","","","",""
"Min 1x per month","1996","(Married) couple without C. ","Male","","","",""
"Min 1x per month","1996","(Married) couple without C. ","Female","","","",""
"Min 1x per month","1996","Single parent ","Male","","","",""
"Min 1x per month","1996","Single parent ","Female","","","",""
"Min 1x per month","1996","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","1996","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","1996","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","1996","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","1996","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","1996","Couple + C. LE and GT 16","Female","","","",""
"Rarely","1996","1-pers.-HH","Male","","","",""
"Rarely","1996","1-pers.-HH","Female","","","",""
"Rarely","1996","(Married) couple without C. ","Male","","","",""
"Rarely","1996","(Married) couple without C. ","Female","","","",""
"Rarely","1996","Single parent ","Male","","","",""
"Rarely","1996","Single parent ","Female","","","",""
"Rarely","1996","Couple + C. LE 16 ","Male","","","",""
"Rarely","1996","Couple + C. LE 16 ","Female","","","",""
"Rarely","1996","Couple + C. GT 16 ","Male","","","",""
"Rarely","1996","Couple + C. GT 16 ","Female","","","",""
