"pli0080","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","Brandenburg","general elemantary","","","","","1"
"Daily","1990","Brandenburg","middle vocational","","","","","1"
"Daily","1990","Brandenburg","vocational + Abi","","","","","1"
"Daily","1990","Brandenburg","higher vocational","","","","","1"
"Daily","1990","Brandenburg","higher education","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","in school","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","higher education","","","","","1"
"Daily","1990","Saxony","in school","","","","","1"
"Daily","1990","Saxony","inadequately","","","","","1"
"Daily","1990","Saxony","general elemantary","","","","","1"
"Daily","1990","Saxony","middle vocational","","","","","1"
"Daily","1990","Saxony","vocational + Abi","","","","","1"
"Daily","1990","Saxony","higher vocational","","","","","1"
"Daily","1990","Saxony","higher education","","","","","1"
"Daily","1990","Saxony-Anhalt","in school","","","","","1"
"Daily","1990","Saxony-Anhalt","inadequately","","","","","1"
"Daily","1990","Saxony-Anhalt","general elemantary","","","","","1"
"Daily","1990","Saxony-Anhalt","middle vocational","","","","","1"
"Daily","1990","Saxony-Anhalt","vocational + Abi","","","","","1"
"Daily","1990","Saxony-Anhalt","higher vocational","","","","","1"
"Daily","1990","Saxony-Anhalt","higher education","","","","","1"
"Daily","1990","Thuringia","in school","","","","","1"
"Daily","1990","Thuringia","inadequately","","","","","1"
"Daily","1990","Thuringia","general elemantary","","","","","1"
"Daily","1990","Thuringia","middle vocational","","","","","1"
"Daily","1990","Thuringia","vocational + Abi","","","","","1"
"Daily","1990","Thuringia","higher vocational","","","","","1"
"Daily","1990","Thuringia","higher education","","","","","1"
"Min 1x per month","1990","Baden-Württemberg","general elemantary","119","0.261635114238382","0.223674956430558","0.299595272046207","3"
"Min 1x per month","1990","Baden-Württemberg","in school","3","","","","3"
"Min 1x per month","1990","Baden-Württemberg","inadequately","40","0.229844344911886","0.169862011751749","0.289826678072022","3"
"Min 1x per month","1990","Hamburg","in school","1","","","","3"
"Min 1x per month","1990","Schleswig-Holstein","higher education","6","","","","3"
"Min 1x per month","1990","Hamburg","general elemantary","6","","","","3"
"Min 1x per month","1990","Hamburg","middle vocational","32","0.317543928255253","0.222419198743727","0.412668657766779","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","general elemantary","58","0.281216350306231","0.221119980373206","0.341312720239256","3"
"Min 1x per month","1990","Hamburg","vocational + Abi","1","","","","3"
"Min 1x per month","1990","Hamburg","inadequately","2","","","","3"
"Min 1x per month","1990","Hesse","higher vocational","14","","","","3"
"Min 1x per month","1990","Baden-Württemberg","higher vocational","31","0.332651164832548","0.239367407432892","0.425934922232204","3"
"Min 1x per month","1990","Schleswig-Holstein","higher vocational","6","","","","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","inadequately","4","","","","3"
"Min 1x per month","1990","Baden-Württemberg","vocational + Abi","15","","","","3"
"Min 1x per month","1990","North Rhine-Westphalia","higher vocational","46","0.328173286345193","0.249258409301403","0.407088163388983","3"
"Min 1x per month","1990","North Rhine-Westphalia","higher education","72","0.349458906472746","0.283213315723629","0.415704497221863","3"
"Min 1x per month","1990","Hesse","in school","3","","","","3"
"Min 1x per month","1990","Hesse","inadequately","15","","","","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","in school","2","","","","3"
"Min 1x per month","1990","Baden-Württemberg","middle vocational","231","0.308418528842366","0.276395190304896","0.340441867379836","3"
"Min 1x per month","1990","Hesse","higher education","27","","","","3"
"Min 1x per month","1990","Hamburg","higher education","3","","","","3"
"Min 1x per month","1990","Lower Saxony","in school","1","","","","3"
"Min 1x per month","1990","Lower Saxony","inadequately","9","","","","3"
"Min 1x per month","1990","Lower Saxony","general elemantary","67","0.300965168012258","0.243647559262473","0.358282776762043","3"
"Min 1x per month","1990","Lower Saxony","middle vocational","154","0.308518906249982","0.268033907005159","0.349003905494804","3"
"Min 1x per month","1990","Lower Saxony","vocational + Abi","7","","","","3"
"Min 1x per month","1990","Lower Saxony","higher vocational","18","","","","3"
"Min 1x per month","1990","North Rhine-Westphalia","general elemantary","149","0.277610215318251","0.242445461028967","0.312774969607535","3"
"Min 1x per month","1990","North Rhine-Westphalia","middle vocational","405","0.340582263356683","0.314054894160115","0.367109632553252","3"
"Min 1x per month","1990","North Rhine-Westphalia","vocational + Abi","23","","","","3"
"Min 1x per month","1990","Hesse","general elemantary","53","0.219341533190909","0.169331033795064","0.269352032586754","3"
"Min 1x per month","1990","Hesse","middle vocational","116","0.253266385407392","0.213219327386609","0.293313443428176","3"
"Min 1x per month","1990","Hesse","vocational + Abi","7","","","","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","middle vocational","84","0.258485423907746","0.210666694702866","0.306304153112627","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","vocational + Abi","4","","","","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","higher vocational","11","","","","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","higher education","12","","","","3"
"Min 1x per month","1990","Hamburg","higher vocational","4","","","","3"
"Min 1x per month","1990","Lower Saxony","higher education","28","","","","3"
"Min 1x per month","1990","Bremen","in school","","","","","3"
"Min 1x per month","1990","Bremen","inadequately","","","","","3"
"Min 1x per month","1990","Bremen","general elemantary","8","","","","3"
"Min 1x per month","1990","Bremen","middle vocational","15","","","","3"
"Min 1x per month","1990","Bremen","vocational + Abi","4","","","","3"
"Min 1x per month","1990","Bremen","higher vocational","1","","","","3"
"Min 1x per month","1990","Bremen","higher education","","","","","3"
"Min 1x per month","1990","North Rhine-Westphalia","in school","8","","","","3"
"Min 1x per month","1990","North Rhine-Westphalia","inadequately","28","","","","3"
"Min 1x per month","1990","Brandenburg","vocational + Abi","","","","","3"
"Min 1x per month","1990","Brandenburg","higher vocational","","","","","3"
"Min 1x per month","1990","Brandenburg","higher education","","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","in school","","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","general elemantary","","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","middle vocational","","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","higher vocational","","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","higher education","","","","","3"
"Min 1x per month","1990","Saxony","in school","","","","","3"
"Min 1x per month","1990","Saxony","inadequately","","","","","3"
"Min 1x per month","1990","Schleswig-Holstein","in school","","","","","3"
"Min 1x per month","1990","Schleswig-Holstein","inadequately","","","","","3"
"Min 1x per month","1990","Schleswig-Holstein","general elemantary","17","","","","3"
"Min 1x per month","1990","Schleswig-Holstein","middle vocational","73","0.46240279109896","0.384905190786851","0.539900391411068","3"
"Min 1x per month","1990","Schleswig-Holstein","vocational + Abi","1","","","","3"
"Min 1x per month","1990","Baden-Württemberg","higher education","36","0.409010042330141","0.312162739559444","0.505857345100838","3"
"Min 1x per month","1990","Bavaria","in school","6","","","","3"
"Min 1x per month","1990","Bavaria","inadequately","22","","","","3"
"Min 1x per month","1990","Bavaria","general elemantary","104","0.299184392596061","0.254478278968877","0.343890506223245","3"
"Min 1x per month","1990","Bavaria","middle vocational","254","0.302067035817715","0.27044687284158","0.33368719879385","3"
"Min 1x per month","1990","Bavaria","vocational + Abi","13","","","","3"
"Min 1x per month","1990","Bavaria","higher vocational","39","0.369415702105838","0.269701713620079","0.469129690591597","3"
"Min 1x per month","1990","Bavaria","higher education","47","0.372065579273357","0.290529823932092","0.453601334614622","3"
"Min 1x per month","1990","Berlin","in school","1","","","","3"
"Min 1x per month","1990","Berlin","inadequately","3","","","","3"
"Min 1x per month","1990","Berlin","general elemantary","15","","","","3"
"Min 1x per month","1990","Berlin","middle vocational","35","0.210595941096568","0.142320819342617","0.278871062850519","3"
"Min 1x per month","1990","Berlin","vocational + Abi","6","","","","3"
"Min 1x per month","1990","Berlin","higher vocational","6","","","","3"
"Min 1x per month","1990","Berlin","higher education","11","","","","3"
"Min 1x per month","1990","Brandenburg","in school","","","","","3"
"Min 1x per month","1990","Brandenburg","inadequately","","","","","3"
"Min 1x per month","1990","Brandenburg","general elemantary","","","","","3"
"Min 1x per month","1990","Brandenburg","middle vocational","","","","","3"
"Min 1x per month","1990","Saxony","general elemantary","","","","","3"
"Min 1x per month","1990","Saxony","middle vocational","","","","","3"
"Min 1x per month","1990","Saxony","vocational + Abi","","","","","3"
"Min 1x per month","1990","Saxony","higher vocational","","","","","3"
"Min 1x per month","1990","Saxony","higher education","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","in school","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","inadequately","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","general elemantary","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","middle vocational","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","vocational + Abi","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","higher vocational","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","higher education","","","","","3"
"Min 1x per month","1990","Thuringia","in school","","","","","3"
"Min 1x per month","1990","Thuringia","inadequately","","","","","3"
"Min 1x per month","1990","Thuringia","general elemantary","","","","","3"
"Min 1x per month","1990","Thuringia","middle vocational","","","","","3"
"Min 1x per month","1990","Thuringia","vocational + Abi","","","","","3"
"Min 1x per month","1990","Thuringia","higher vocational","","","","","3"
"Min 1x per month","1990","Thuringia","higher education","","","","","3"
"Min 1x per week","1990","Bremen","general elemantary","13","","","","2"
"Min 1x per week","1990","Schleswig-Holstein","higher education","6","","","","2"
"Min 1x per week","1990","Hamburg","inadequately","3","","","","2"
"Min 1x per week","1990","Bremen","middle vocational","21","","","","2"
"Min 1x per week","1990","Lower Saxony","higher vocational","30","0.420258814384489","0.301175307437432","0.539342321331546","2"
"Min 1x per week","1990","Lower Saxony","higher education","34","0.429062608397191","0.317788051777035","0.540337165017346","2"
"Min 1x per week","1990","Bremen","in school","","","","","2"
"Min 1x per week","1990","Hamburg","in school","1","","","","2"
"Min 1x per week","1990","Schleswig-Holstein","higher vocational","10","","","","2"
"Min 1x per week","1990","Hamburg","middle vocational","43","0.458927384670054","0.357102496683566","0.560752272656543","2"
"Min 1x per week","1990","Bremen","vocational + Abi","2","","","","2"
"Min 1x per week","1990","Lower Saxony","in school","6","","","","2"
"Min 1x per week","1990","Lower Saxony","general elemantary","92","0.335330966167","0.27633530256552","0.394326629768479","2"
"Min 1x per week","1990","Bremen","inadequately","2","","","","2"
"Min 1x per week","1990","Hamburg","general elemantary","18","","","","2"
"Min 1x per week","1990","Bremen","higher education","2","","","","2"
"Min 1x per week","1990","Lower Saxony","inadequately","21","","","","2"
"Min 1x per week","1990","North Rhine-Westphalia","inadequately","113","0.531023282435633","0.46025089763663","0.601795667234637","2"
"Min 1x per week","1990","Lower Saxony","middle vocational","202","0.387887425942556","0.345177227428465","0.430597624456647","2"
"Min 1x per week","1990","Lower Saxony","vocational + Abi","9","","","","2"
"Min 1x per week","1990","North Rhine-Westphalia","in school","34","0.609097323904214","0.484588608410426","0.733606039398001","2"
"Min 1x per week","1990","Bremen","higher vocational","2","","","","2"
"Min 1x per week","1990","Hamburg","vocational + Abi","3","","","","2"
"Min 1x per week","1990","Hamburg","higher vocational","9","","","","2"
"Min 1x per week","1990","Hamburg","higher education","9","","","","2"
"Min 1x per week","1990","Schleswig-Holstein","in school","4","","","","2"
"Min 1x per week","1990","Schleswig-Holstein","inadequately","2","","","","2"
"Min 1x per week","1990","Schleswig-Holstein","general elemantary","24","","","","2"
"Min 1x per week","1990","North Rhine-Westphalia","general elemantary","290","0.417998215063396","0.379267685101735","0.456728745025057","2"
"Min 1x per week","1990","North Rhine-Westphalia","middle vocational","530","0.4034481879161","0.375986904828073","0.430909471004126","2"
"Min 1x per week","1990","North Rhine-Westphalia","vocational + Abi","48","0.543341765265811","0.437447895439378","0.649235635092243","2"
"Min 1x per week","1990","North Rhine-Westphalia","higher vocational","55","0.397047658672122","0.314815545738771","0.479279771605472","2"
"Min 1x per week","1990","Hesse","middle vocational","184","0.37533307844401","0.330743674697128","0.419922482190893","2"
"Min 1x per week","1990","Hesse","vocational + Abi","19","","","","2"
"Min 1x per week","1990","Hesse","higher vocational","12","","","","2"
"Min 1x per week","1990","Hesse","higher education","40","0.456853575047515","0.349687821678035","0.564019328416994","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","in school","3","","","","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","inadequately","20","","","","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","general elemantary","83","0.370604500549525","0.306047101896345","0.435161899202705","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","middle vocational","134","0.389306686399147","0.336049567402417","0.442563805395876","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","vocational + Abi","7","","","","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","higher vocational","4","","","","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","higher education","17","","","","2"
"Min 1x per week","1990","Baden-Württemberg","in school","9","","","","2"
"Min 1x per week","1990","Baden-Württemberg","inadequately","106","0.524506180188546","0.45330864938957","0.595703710987522","2"
"Min 1x per week","1990","Baden-Württemberg","general elemantary","219","0.348779308876391","0.307618497388746","0.389940120364035","2"
"Min 1x per week","1990","Baden-Württemberg","middle vocational","341","0.386231719567391","0.352471839870071","0.41999159926471","2"
"Min 1x per week","1990","Baden-Württemberg","vocational + Abi","31","0.510178210681736","0.379249744286199","0.641106677077272","2"
"Min 1x per week","1990","Baden-Württemberg","higher vocational","38","0.369029636905668","0.273492954379035","0.464566319432301","2"
"Min 1x per week","1990","Schleswig-Holstein","middle vocational","42","0.252959970766881","0.185390990168153","0.320528951365609","2"
"Min 1x per week","1990","Schleswig-Holstein","vocational + Abi","2","","","","2"
"Min 1x per week","1990","North Rhine-Westphalia","higher education","88","0.471342850149692","0.40198796294881","0.540697737350575","2"
"Min 1x per week","1990","Hesse","in school","6","","","","2"
"Min 1x per week","1990","Hesse","inadequately","34","0.420471728735649","0.305649854799371","0.535293602671928","2"
"Min 1x per week","1990","Hesse","general elemantary","122","0.376932731980561","0.318363488923453","0.43550197503767","2"
"Min 1x per week","1990","Baden-Württemberg","higher education","39","0.367318157761583","0.272357354908644","0.462278960614521","2"
"Min 1x per week","1990","Bavaria","in school","16","","","","2"
"Min 1x per week","1990","Bavaria","inadequately","29","","","","2"
"Min 1x per week","1990","Bavaria","general elemantary","170","0.344617125881737","0.298217813954304","0.391016437809171","2"
"Min 1x per week","1990","Bavaria","middle vocational","325","0.392181599887264","0.358558627026492","0.425804572748035","2"
"Min 1x per week","1990","Bavaria","vocational + Abi","22","","","","2"
"Min 1x per week","1990","Bavaria","higher vocational","21","","","","2"
"Min 1x per week","1990","Brandenburg","higher vocational","","","","","2"
"Min 1x per week","1990","Brandenburg","higher education","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","in school","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","middle vocational","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","higher vocational","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","higher education","","","","","2"
"Min 1x per week","1990","Saxony","in school","","","","","2"
"Min 1x per week","1990","Saxony","inadequately","","","","","2"
"Min 1x per week","1990","Saxony","general elemantary","","","","","2"
"Min 1x per week","1990","Saxony","middle vocational","","","","","2"
"Min 1x per week","1990","Saxony","vocational + Abi","","","","","2"
"Min 1x per week","1990","Saxony","higher vocational","","","","","2"
"Min 1x per week","1990","Saxony","higher education","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","in school","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","inadequately","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","general elemantary","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","middle vocational","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","vocational + Abi","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","higher vocational","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","higher education","","","","","2"
"Min 1x per week","1990","Thuringia","in school","","","","","2"
"Min 1x per week","1990","Thuringia","inadequately","","","","","2"
"Min 1x per week","1990","Thuringia","general elemantary","","","","","2"
"Min 1x per week","1990","Thuringia","middle vocational","","","","","2"
"Min 1x per week","1990","Thuringia","vocational + Abi","","","","","2"
"Min 1x per week","1990","Thuringia","higher vocational","","","","","2"
"Min 1x per week","1990","Thuringia","higher education","","","","","2"
"Min 1x per week","1990","Bavaria","higher education","56","0.401720405025662","0.319022359007538","0.484418451043786","2"
"Min 1x per week","1990","Berlin","in school","3","","","","2"
"Min 1x per week","1990","Berlin","inadequately","15","","","","2"
"Min 1x per week","1990","Berlin","general elemantary","34","0.364331016424629","0.258876136660083","0.469785896189176","2"
"Min 1x per week","1990","Berlin","middle vocational","63","0.466141714839999","0.382608386543775","0.549675043136223","2"
"Min 1x per week","1990","Berlin","vocational + Abi","5","","","","2"
"Min 1x per week","1990","Berlin","higher vocational","8","","","","2"
"Min 1x per week","1990","Berlin","higher education","14","","","","2"
"Min 1x per week","1990","Brandenburg","in school","","","","","2"
"Min 1x per week","1990","Brandenburg","inadequately","","","","","2"
"Min 1x per week","1990","Brandenburg","general elemantary","","","","","2"
"Min 1x per week","1990","Brandenburg","middle vocational","","","","","2"
"Min 1x per week","1990","Brandenburg","vocational + Abi","","","","","2"
"Never","1990","Hamburg","in school","","","","","5"
"Never","1990","Baden-Württemberg","inadequately","3","","","","5"
"Never","1990","Schleswig-Holstein","higher education","","","","","5"
"Never","1990","North Rhine-Westphalia","middle vocational","21","","","","5"
"Never","1990","Baden-Württemberg","in school","","","","","5"
"Never","1990","Hamburg","inadequately","","","","","5"
"Never","1990","Schleswig-Holstein","higher vocational","","","","","5"
"Never","1990","Saxony-Anhalt","middle vocational","","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","general elemantary","10","","","","5"
"Never","1990","Lower Saxony","in school","","","","","5"
"Never","1990","North Rhine-Westphalia","higher vocational","","","","","5"
"Never","1990","Baden-Württemberg","general elemantary","28","","","","5"
"Never","1990","Hamburg","higher education","","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","inadequately","1","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","higher vocational","3","","","","5"
"Never","1990","Bavaria","general elemantary","8","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","middle vocational","14","","","","5"
"Never","1990","Baden-Württemberg","middle vocational","15","","","","5"
"Never","1990","Baden-Württemberg","vocational + Abi","2","","","","5"
"Never","1990","Bavaria","in school","","","","","5"
"Never","1990","Bavaria","inadequately","","","","","5"
"Never","1990","North Rhine-Westphalia","general elemantary","17","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","5"
"Never","1990","North Rhine-Westphalia","higher education","2","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","higher education","","","","","5"
"Never","1990","Saxony-Anhalt","general elemantary","","","","","5"
"Never","1990","Berlin","inadequately","2","","","","5"
"Never","1990","Berlin","general elemantary","6","","","","5"
"Never","1990","Baden-Württemberg","higher vocational","1","","","","5"
"Never","1990","Hesse","higher education","1","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","in school","","","","","5"
"Never","1990","Bavaria","vocational + Abi","3","","","","5"
"Never","1990","Bavaria","higher vocational","3","","","","5"
"Never","1990","Brandenburg","higher vocational","","","","","5"
"Never","1990","Baden-Württemberg","higher education","1","","","","5"
"Never","1990","Berlin","vocational + Abi","","","","","5"
"Never","1990","Brandenburg","higher education","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","in school","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","middle vocational","","","","","5"
"Never","1990","Hamburg","general elemantary","1","","","","5"
"Never","1990","Hamburg","middle vocational","3","","","","5"
"Never","1990","Hamburg","vocational + Abi","","","","","5"
"Never","1990","Hamburg","higher vocational","","","","","5"
"Never","1990","Lower Saxony","inadequately","3","","","","5"
"Never","1990","Lower Saxony","general elemantary","7","","","","5"
"Never","1990","Lower Saxony","middle vocational","8","","","","5"
"Never","1990","Lower Saxony","vocational + Abi","","","","","5"
"Never","1990","Bremen","in school","","","","","5"
"Never","1990","Bremen","inadequately","1","","","","5"
"Never","1990","Bremen","general elemantary","","","","","5"
"Never","1990","Bremen","middle vocational","1","","","","5"
"Never","1990","Berlin","middle vocational","2","","","","5"
"Never","1990","Bremen","higher vocational","","","","","5"
"Never","1990","Bremen","higher education","","","","","5"
"Never","1990","North Rhine-Westphalia","in school","2","","","","5"
"Never","1990","North Rhine-Westphalia","inadequately","5","","","","5"
"Never","1990","North Rhine-Westphalia","vocational + Abi","","","","","5"
"Never","1990","Hesse","in school","","","","","5"
"Never","1990","Hesse","inadequately","6","","","","5"
"Never","1990","Hesse","general elemantary","17","","","","5"
"Never","1990","Hesse","middle vocational","16","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","inadequately","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","general elemantary","","","","","5"
"Never","1990","Hesse","higher vocational","1","","","","5"
"Never","1990","Bavaria","middle vocational","21","","","","5"
"Never","1990","Lower Saxony","higher vocational","2","","","","5"
"Never","1990","Lower Saxony","higher education","","","","","5"
"Never","1990","Bremen","vocational + Abi","","","","","5"
"Never","1990","Hesse","vocational + Abi","1","","","","5"
"Never","1990","Bavaria","higher education","4","","","","5"
"Never","1990","Berlin","in school","","","","","5"
"Never","1990","Berlin","higher vocational","1","","","","5"
"Never","1990","Berlin","higher education","","","","","5"
"Never","1990","Brandenburg","in school","","","","","5"
"Never","1990","Brandenburg","inadequately","","","","","5"
"Never","1990","Brandenburg","general elemantary","","","","","5"
"Never","1990","Brandenburg","middle vocational","","","","","5"
"Never","1990","Brandenburg","vocational + Abi","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","higher vocational","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","higher education","","","","","5"
"Never","1990","Saxony","in school","","","","","5"
"Never","1990","Saxony","inadequately","","","","","5"
"Never","1990","Saxony","general elemantary","","","","","5"
"Never","1990","Saxony","middle vocational","","","","","5"
"Never","1990","Saxony","vocational + Abi","","","","","5"
"Never","1990","Saxony","higher vocational","","","","","5"
"Never","1990","Saxony","higher education","","","","","5"
