"pli0080","year","education","n","percent","lower_confidence","upper_confidence"
"Rarely","1992","college entrance qualification","","","",""
"Rarely","1992","Other degree","","","",""
"Rarely","1992","no degree/no degree yet","","","",""
"Never","1992","lower secondary degree","","","",""
"Never","1992","secondary school degree","","","",""
"Never","1992","college entrance qualification","","","",""
"Never","1992","Other degree","","","",""
"Never","1992","no degree/no degree yet","","","",""
"Daily","1993","lower secondary degree","","","",""
"Daily","1993","secondary school degree","","","",""
"Daily","1993","college entrance qualification","","","",""
"Daily","1993","Other degree","","","",""
"Daily","1993","no degree/no degree yet","","","",""
"Min 1x per week","1993","lower secondary degree","","","",""
"Min 1x per week","1993","secondary school degree","","","",""
"Min 1x per week","1993","college entrance qualification","","","",""
"Min 1x per week","1993","Other degree","","","",""
"Min 1x per week","1993","no degree/no degree yet","","","",""
"Min 1x per month","1993","lower secondary degree","","","",""
"Min 1x per month","1993","secondary school degree","","","",""
"Min 1x per month","1993","college entrance qualification","","","",""
"Min 1x per month","1993","Other degree","","","",""
"Min 1x per month","1993","no degree/no degree yet","","","",""
"Rarely","1993","lower secondary degree","","","",""
"Rarely","1993","secondary school degree","","","",""
"Rarely","1993","college entrance qualification","","","",""
"Rarely","1993","Other degree","","","",""
"Rarely","1993","no degree/no degree yet","","","",""
"Never","1993","lower secondary degree","","","",""
"Never","1993","secondary school degree","","","",""
"Never","1993","college entrance qualification","","","",""
"Never","1993","Other degree","","","",""
"Never","1993","no degree/no degree yet","","","",""
"Daily","1994","lower secondary degree","","","",""
"Daily","1994","secondary school degree","","","",""
"Daily","1994","college entrance qualification","","","",""
"Daily","1994","Other degree","","","",""
"Daily","1994","no degree/no degree yet","","","",""
"Min 1x per week","1994","lower secondary degree","","","",""
"Min 1x per week","1994","secondary school degree","","","",""
"Min 1x per week","1994","college entrance qualification","","","",""
"Min 1x per week","1994","Other degree","","","",""
"Min 1x per week","1994","no degree/no degree yet","","","",""
"Min 1x per month","1994","lower secondary degree","","","",""
"Min 1x per month","1994","secondary school degree","","","",""
"Min 1x per month","1994","college entrance qualification","","","",""
"Min 1x per month","1994","Other degree","","","",""
"Min 1x per month","1994","no degree/no degree yet","","","",""
"Rarely","1994","lower secondary degree","","","",""
"Rarely","1994","secondary school degree","","","",""
"Rarely","1994","college entrance qualification","","","",""
"Rarely","1994","Other degree","","","",""
"Rarely","1994","no degree/no degree yet","","","",""
"Never","1994","lower secondary degree","","","",""
"Never","1994","secondary school degree","","","",""
"Never","1994","college entrance qualification","","","",""
"Never","1994","Other degree","","","",""
"Never","1994","no degree/no degree yet","","","",""
"Daily","1995","lower secondary degree","303","0.0524421217062669","0.0464998422685561","0.0583844011439777"
"Daily","1995","secondary school degree","183","0.0483483360664621","0.041314015797123","0.0553826563358012"
"Daily","1995","college entrance qualification","105","0.0548947528591641","0.0446851311364677","0.0651043745818605"
"Daily","1995","Other degree","105","0.0978917324283799","0.0809290892212977","0.114854375635462"
"Daily","1995","no degree/no degree yet","132","0.165210645834254","0.140361474384345","0.190059817284162"
"Min 1x per week","1995","lower secondary degree","1966","0.347066338717823","0.334376653563257","0.35975602387239"
"Min 1x per week","1995","secondary school degree","1398","0.402813536420876","0.386729339868109","0.418897732973643"
"Min 1x per week","1995","college entrance qualification","854","0.458847115615228","0.436511489105048","0.481182742125407"
"Min 1x per week","1995","Other degree","621","0.498960226206702","0.470419813181967","0.527500639231438"
"Min 1x per week","1995","no degree/no degree yet","455","0.523822833949422","0.49040479637394","0.557240871524904"
"Min 1x per month","1995","lower secondary degree","1652","0.309796072438954","0.297469658801969","0.322122486075938"
"Min 1x per month","1995","secondary school degree","1116","0.308794441600615","0.293643810840834","0.323945072360396"
"Min 1x per month","1995","college entrance qualification","611","0.309898381733409","0.289169764879414","0.330626998587404"
"Min 1x per month","1995","Other degree","285","0.249882829921142","0.225169916391941","0.274595743450342"
"Min 1x per month","1995","no degree/no degree yet","162","0.173428385094117","0.148094325912231","0.198762444276003"
"Rarely","1995","lower secondary degree","1262","0.240491798969013","0.22909910478513","0.251884493152896"
"Rarely","1995","secondary school degree","807","0.21768833152838","0.204155151933353","0.231221511123407"
"Rarely","1995","college entrance qualification","322","0.161266640100567","0.144781662003217","0.177751618197918"
"Rarely","1995","Other degree","129","0.118524989270872","0.100074786086431","0.136975192455313"
"Rarely","1995","no degree/no degree yet","87","0.108979719097418","0.0881289977744104","0.129830440420426"
"Never","1995","lower secondary degree","223","0.0502036681679431","0.0443827292839601","0.0560246070519261"
"Never","1995","secondary school degree","68","0.0223553543836667","0.0175072310629861","0.0272034777043472"
"Never","1995","college entrance qualification","20","","",""
"Never","1995","Other degree","39","0.034740222172904","0.0242874956246723","0.0451929487211357"
"Never","1995","no degree/no degree yet","22","","",""
"Daily","1996","lower secondary degree","","","",""
"Daily","1996","secondary school degree","","","",""
"Daily","1996","college entrance qualification","","","",""
"Daily","1996","Other degree","","","",""
"Daily","1996","no degree/no degree yet","","","",""
"Min 1x per week","1996","lower secondary degree","","","",""
"Min 1x per week","1996","secondary school degree","","","",""
"Min 1x per week","1996","college entrance qualification","","","",""
"Min 1x per week","1996","Other degree","","","",""
"Min 1x per week","1996","no degree/no degree yet","","","",""
"Min 1x per month","1996","lower secondary degree","","","",""
"Min 1x per month","1996","secondary school degree","","","",""
"Min 1x per month","1996","college entrance qualification","","","",""
"Min 1x per month","1996","Other degree","","","",""
"Min 1x per month","1996","no degree/no degree yet","","","",""
"Rarely","1996","lower secondary degree","","","",""
"Rarely","1996","secondary school degree","","","",""
"Rarely","1996","college entrance qualification","","","",""
"Rarely","1996","Other degree","","","",""
"Rarely","1996","no degree/no degree yet","","","",""
"Never","1996","lower secondary degree","","","",""
"Never","1996","secondary school degree","","","",""
"Never","1996","college entrance qualification","","","",""
"Never","1996","Other degree","","","",""
"Never","1996","no degree/no degree yet","","","",""
"Daily","1997","lower secondary degree","","","",""
"Daily","1997","secondary school degree","","","",""
"Daily","1997","college entrance qualification","","","",""
"Daily","1997","Other degree","","","",""
"Daily","1997","no degree/no degree yet","","","",""
"Min 1x per week","1997","lower secondary degree","","","",""
"Min 1x per week","1997","secondary school degree","","","",""
"Min 1x per week","1997","college entrance qualification","","","",""
"Min 1x per week","1997","Other degree","","","",""
"Min 1x per week","1997","no degree/no degree yet","","","",""
"Min 1x per month","1997","lower secondary degree","","","",""
"Min 1x per month","1997","secondary school degree","","","",""
"Min 1x per month","1997","college entrance qualification","","","",""
"Min 1x per month","1997","Other degree","","","",""
"Min 1x per month","1997","no degree/no degree yet","","","",""
"Rarely","1997","lower secondary degree","","","",""
"Rarely","1997","secondary school degree","","","",""
"Rarely","1997","college entrance qualification","","","",""
"Rarely","1997","Other degree","","","",""
"Rarely","1997","no degree/no degree yet","","","",""
"Never","1997","lower secondary degree","","","",""
"Never","1997","secondary school degree","","","",""
"Never","1997","college entrance qualification","","","",""
"Never","1997","Other degree","","","",""
"Never","1997","no degree/no degree yet","","","",""
"Daily","1998","lower secondary degree","340","0.0540166367592255","0.0481119153358946","0.0599213581825564"
"Daily","1998","secondary school degree","207","0.0474501745612127","0.0407528821137688","0.0541474670086565"
"Daily","1998","college entrance qualification","114","0.0464212197093502","0.0376434640558197","0.0551989753628808"
"Daily","1998","Other degree","85","0.0803501726231964","0.0634766730144781","0.0972236722319147"
"Daily","1998","no degree/no degree yet","162","0.192713191776537","0.165550348261596","0.219876035291477"
"Min 1x per week","1998","lower secondary degree","2192","0.375195822278754","0.362548608693379","0.38784303586413"
"Min 1x per week","1998","secondary school degree","1528","0.405089716579556","0.389625146440051","0.420554286719061"
"Min 1x per week","1998","college entrance qualification","988","0.473455377232321","0.452624668704813","0.494286085759828"
"Min 1x per week","1998","Other degree","498","0.494779089600582","0.463744440522776","0.525813738678388"
"Min 1x per week","1998","no degree/no degree yet","428","0.516684549373113","0.482270667911164","0.551098430835062"
"Min 1x per month","1998","lower secondary degree","1603","0.280060998534093","0.268331807472694","0.291790189595492"
"Min 1x per month","1998","secondary school degree","1279","0.329326702460172","0.314521802200156","0.344131602720188"
"Min 1x per month","1998","college entrance qualification","727","0.302597273131826","0.283431724756876","0.321762821506776"
"Min 1x per month","1998","Other degree","255","0.259384137274201","0.232177884846203","0.286590389702198"
"Min 1x per month","1998","no degree/no degree yet","125","0.141560750777737","0.117554087928859","0.165567413626615"
"Rarely","1998","lower secondary degree","1327","0.255661503072273","0.244266569360153","0.267056436784394"
"Rarely","1998","secondary school degree","804","0.200955517039902","0.188332244731244","0.21357878934856"
"Rarely","1998","college entrance qualification","365","0.169827164655919","0.154162007249548","0.185492322062291"
"Rarely","1998","Other degree","138","0.139660745935152","0.118144199762762","0.161177292107541"
"Rarely","1998","no degree/no degree yet","85","0.135871952056207","0.112274802780177","0.159469101332236"
"Never","1998","lower secondary degree","168","0.0350650393556538","0.0302601866390858","0.0398698920722218"
"Never","1998","secondary school degree","53","0.0171778893591572","0.0130847280046961","0.0212710507136184"
"Never","1998","college entrance qualification","13","","",""
"Never","1998","Other degree","21","","",""
"Never","1998","no degree/no degree yet","10","","",""
"Daily","1999","lower secondary degree","","","",""
"Daily","1999","secondary school degree","","","",""
"Daily","1999","college entrance qualification","","","",""
"Daily","1999","Other degree","","","",""
"Daily","1999","no degree/no degree yet","","","",""
"Min 1x per week","1999","lower secondary degree","","","",""
"Min 1x per week","1999","secondary school degree","","","",""
"Min 1x per week","1999","college entrance qualification","","","",""
"Min 1x per week","1999","Other degree","","","",""
"Min 1x per week","1999","no degree/no degree yet","","","",""
"Min 1x per month","1999","lower secondary degree","","","",""
"Min 1x per month","1999","secondary school degree","","","",""
"Min 1x per month","1999","college entrance qualification","","","",""
"Min 1x per month","1999","Other degree","","","",""
"Min 1x per month","1999","no degree/no degree yet","","","",""
"Rarely","1999","lower secondary degree","","","",""
"Rarely","1999","secondary school degree","","","",""
"Rarely","1999","college entrance qualification","","","",""
"Rarely","1999","Other degree","","","",""
"Rarely","1999","no degree/no degree yet","","","",""
"Never","1999","lower secondary degree","","","",""
"Never","1999","secondary school degree","","","",""
"Never","1999","college entrance qualification","","","",""
"Never","1999","Other degree","","","",""
"Never","1999","no degree/no degree yet","","","",""
"Daily","2000","lower secondary degree","","","",""
"Daily","2000","secondary school degree","","","",""
"Daily","2000","college entrance qualification","","","",""
"Daily","2000","Other degree","","","",""
"Daily","2000","no degree/no degree yet","","","",""
"Min 1x per week","2000","lower secondary degree","","","",""
"Min 1x per week","2000","secondary school degree","","","",""
"Min 1x per week","2000","college entrance qualification","","","",""
"Min 1x per week","2000","Other degree","","","",""
"Min 1x per week","2000","no degree/no degree yet","","","",""
"Min 1x per month","2000","lower secondary degree","","","",""
"Min 1x per month","2000","secondary school degree","","","",""
"Min 1x per month","2000","college entrance qualification","","","",""
"Min 1x per month","2000","Other degree","","","",""
"Min 1x per month","2000","no degree/no degree yet","","","",""
"Rarely","2000","lower secondary degree","","","",""
"Rarely","2000","secondary school degree","","","",""
"Rarely","2000","college entrance qualification","","","",""
"Rarely","2000","Other degree","","","",""
"Rarely","2000","no degree/no degree yet","","","",""
"Never","2000","lower secondary degree","","","",""
"Never","2000","secondary school degree","","","",""
"Never","2000","college entrance qualification","","","",""
"Never","2000","Other degree","","","",""
"Never","2000","no degree/no degree yet","","","",""
"Daily","2001","lower secondary degree","","","",""
"Daily","2001","secondary school degree","","","",""
"Daily","2001","college entrance qualification","","","",""
"Daily","2001","Other degree","","","",""
"Daily","2001","no degree/no degree yet","","","",""
"Min 1x per week","2001","lower secondary degree","","","",""
"Min 1x per week","2001","secondary school degree","","","",""
"Min 1x per week","2001","college entrance qualification","","","",""
"Min 1x per week","2001","Other degree","","","",""
"Min 1x per week","2001","no degree/no degree yet","","","",""
"Min 1x per month","2001","lower secondary degree","","","",""
"Min 1x per month","2001","secondary school degree","","","",""
"Min 1x per month","2001","college entrance qualification","","","",""
"Min 1x per month","2001","Other degree","","","",""
"Min 1x per month","2001","no degree/no degree yet","","","",""
"Rarely","2001","lower secondary degree","","","",""
"Rarely","2001","secondary school degree","","","",""
"Rarely","2001","college entrance qualification","","","",""
"Rarely","2001","Other degree","","","",""
"Rarely","2001","no degree/no degree yet","","","",""
"Never","2001","lower secondary degree","","","",""
"Never","2001","secondary school degree","","","",""
"Never","2001","college entrance qualification","","","",""
"Never","2001","Other degree","","","",""
"Never","2001","no degree/no degree yet","","","",""
"Daily","2002","lower secondary degree","","","",""
"Daily","2002","secondary school degree","","","",""
"Daily","2002","college entrance qualification","","","",""
"Daily","2002","Other degree","","","",""
"Daily","2002","no degree/no degree yet","","","",""
"Min 1x per week","2002","lower secondary degree","","","",""
"Min 1x per week","2002","secondary school degree","","","",""
"Min 1x per week","2002","college entrance qualification","","","",""
"Min 1x per week","2002","Other degree","","","",""
"Min 1x per week","2002","no degree/no degree yet","","","",""
"Min 1x per month","2002","lower secondary degree","","","",""
"Min 1x per month","2002","secondary school degree","","","",""
"Min 1x per month","2002","college entrance qualification","","","",""
"Min 1x per month","2002","Other degree","","","",""
"Min 1x per month","2002","no degree/no degree yet","","","",""
"Rarely","2002","lower secondary degree","","","",""
"Rarely","2002","secondary school degree","","","",""
"Rarely","2002","college entrance qualification","","","",""
"Rarely","2002","Other degree","","","",""
"Rarely","2002","no degree/no degree yet","","","",""
"Never","2002","lower secondary degree","","","",""
"Never","2002","secondary school degree","","","",""
"Never","2002","college entrance qualification","","","",""
"Never","2002","Other degree","","","",""
"Never","2002","no degree/no degree yet","","","",""
"Daily","2003","lower secondary degree","308","0.0399356831376464","0.0356233110799352","0.0442480551953576"
"Daily","2003","secondary school degree","263","0.0404430644659003","0.0356336297666977","0.045252499165103"
"Daily","2003","college entrance qualification","223","0.0413375061273636","0.0360436368271387","0.0466313754275885"
"Daily","2003","Other degree","51","0.0510314843284097","0.0388125291389333","0.0632504395178862"
"Daily","2003","no degree/no degree yet","192","0.182684805701559","0.157369535128453","0.208000076274666"
"Min 1x per week","2003","lower secondary degree","2945","0.365490359746895","0.354884580682087","0.376096138811704"
"Min 1x per week","2003","secondary school degree","2620","0.420717730818741","0.408665230386499","0.432770231250984"
"Min 1x per week","2003","college entrance qualification","2501","0.474010777460972","0.460732224768655","0.487289330153289"
"Min 1x per week","2003","Other degree","553","0.446495458968025","0.41889233809833","0.47409857983772"
"Min 1x per week","2003","no degree/no degree yet","454","0.476108534371053","0.443388766162575","0.50882830257953"
"Min 1x per month","2003","lower secondary degree","2369","0.292579052051125","0.282559551525341","0.302598552576908"
"Min 1x per month","2003","secondary school degree","2275","0.324958344169719","0.313523881436323","0.336392806903116"
"Min 1x per month","2003","college entrance qualification","1899","0.330456930601885","0.31794815210524","0.342965709098531"
"Min 1x per month","2003","Other degree","366","0.268899083097403","0.244279970488394","0.293518195706411"
"Min 1x per month","2003","no degree/no degree yet","137","0.169296787071126","0.144727990945282","0.193865583196971"
"Rarely","2003","lower secondary degree","1911","0.247643207016248","0.238136926330563","0.257149487701932"
"Rarely","2003","secondary school degree","1192","0.1938974481826","0.184245436810714","0.203549459554485"
"Rarely","2003","college entrance qualification","764","0.144117510570721","0.134777794864816","0.153457226276626"
"Rarely","2003","Other degree","201","0.175976782913822","0.154832815492592","0.197120750335052"
"Rarely","2003","no degree/no degree yet","90","0.141969562681067","0.119103807848296","0.164835317513839"
"Never","2003","lower secondary degree","387","0.0543516980480861","0.0493587518977042","0.0593446441984679"
"Never","2003","secondary school degree","95","0.0199834123630393","0.0165668593127746","0.023399965413304"
"Never","2003","college entrance qualification","45","0.0100772752390579","0.00742119972788797","0.0127333507502278"
"Never","2003","Other degree","75","0.0575971906923411","0.0446609524122747","0.0705334289724075"
"Never","2003","no degree/no degree yet","22","","",""
"Daily","2004","lower secondary degree","","","",""
"Daily","2004","secondary school degree","","","",""
"Daily","2004","college entrance qualification","","","",""
"Daily","2004","Other degree","","","",""
"Daily","2004","no degree/no degree yet","","","",""
"Min 1x per week","2004","lower secondary degree","","","",""
"Min 1x per week","2004","secondary school degree","","","",""
"Min 1x per week","2004","college entrance qualification","","","",""
"Min 1x per week","2004","Other degree","","","",""
"Min 1x per week","2004","no degree/no degree yet","","","",""
"Min 1x per month","2004","lower secondary degree","","","",""
"Min 1x per month","2004","secondary school degree","","","",""
"Min 1x per month","2004","college entrance qualification","","","",""
"Min 1x per month","2004","Other degree","","","",""
"Min 1x per month","2004","no degree/no degree yet","","","",""
"Rarely","2004","lower secondary degree","","","",""
"Rarely","2004","secondary school degree","","","",""
"Rarely","2004","college entrance qualification","","","",""
"Rarely","2004","Other degree","","","",""
"Rarely","2004","no degree/no degree yet","","","",""
"Never","2004","lower secondary degree","","","",""
"Never","2004","secondary school degree","","","",""
"Never","2004","college entrance qualification","","","",""
"Never","2004","Other degree","","","",""
"Never","2004","no degree/no degree yet","","","",""
"Daily","2005","lower secondary degree","","","",""
"Daily","2005","secondary school degree","","","",""
"Daily","2005","college entrance qualification","","","",""
"Daily","2005","Other degree","","","",""
"Daily","2005","no degree/no degree yet","","","",""
"Min 1x per week","2005","lower secondary degree","","","",""
"Min 1x per week","2005","secondary school degree","","","",""
"Min 1x per week","2005","college entrance qualification","","","",""
"Min 1x per week","2005","Other degree","","","",""
"Min 1x per week","2005","no degree/no degree yet","","","",""
"Min 1x per month","2005","lower secondary degree","","","",""
"Min 1x per month","2005","secondary school degree","","","",""
"Min 1x per month","2005","college entrance qualification","","","",""
"Min 1x per month","2005","Other degree","","","",""
"Min 1x per month","2005","no degree/no degree yet","","","",""
"Rarely","2005","lower secondary degree","","","",""
"Rarely","2005","secondary school degree","","","",""
"Rarely","2005","college entrance qualification","","","",""
"Rarely","2005","Other degree","","","",""
"Rarely","2005","no degree/no degree yet","","","",""
"Never","2005","lower secondary degree","","","",""
"Never","2005","secondary school degree","","","",""
"Never","2005","college entrance qualification","","","",""
"Never","2005","Other degree","","","",""
"Never","2005","no degree/no degree yet","","","",""
"Daily","2006","lower secondary degree","","","",""
"Daily","2006","secondary school degree","","","",""
"Daily","2006","college entrance qualification","","","",""
"Daily","2006","Other degree","","","",""
"Daily","2006","no degree/no degree yet","","","",""
"Min 1x per week","2006","lower secondary degree","","","",""
"Min 1x per week","2006","secondary school degree","","","",""
"Min 1x per week","2006","college entrance qualification","","","",""
"Min 1x per week","2006","Other degree","","","",""
"Min 1x per week","2006","no degree/no degree yet","","","",""
"Min 1x per month","2006","lower secondary degree","","","",""
"Min 1x per month","2006","secondary school degree","","","",""
"Min 1x per month","2006","college entrance qualification","","","",""
"Min 1x per month","2006","Other degree","","","",""
"Min 1x per month","2006","no degree/no degree yet","","","",""
"Rarely","2006","lower secondary degree","","","",""
"Rarely","2006","secondary school degree","","","",""
"Rarely","2006","college entrance qualification","","","",""
"Rarely","2006","Other degree","","","",""
"Rarely","2006","no degree/no degree yet","","","",""
"Never","2006","lower secondary degree","","","",""
"Never","2006","secondary school degree","","","",""
"Never","2006","college entrance qualification","","","",""
"Never","2006","Other degree","","","",""
"Never","2006","no degree/no degree yet","","","",""
"Daily","2007","lower secondary degree","","","",""
"Daily","2007","secondary school degree","","","",""
"Daily","2007","college entrance qualification","","","",""
"Daily","2007","Other degree","","","",""
"Daily","2007","no degree/no degree yet","","","",""
"Min 1x per week","2007","lower secondary degree","","","",""
"Min 1x per week","2007","secondary school degree","","","",""
"Min 1x per week","2007","college entrance qualification","","","",""
"Min 1x per week","2007","Other degree","","","",""
"Min 1x per week","2007","no degree/no degree yet","","","",""
"Min 1x per month","2007","lower secondary degree","","","",""
"Min 1x per month","2007","secondary school degree","","","",""
"Min 1x per month","2007","college entrance qualification","","","",""
"Min 1x per month","2007","Other degree","","","",""
"Min 1x per month","2007","no degree/no degree yet","","","",""
"Rarely","2007","lower secondary degree","","","",""
"Rarely","2007","secondary school degree","","","",""
"Rarely","2007","college entrance qualification","","","",""
"Rarely","2007","Other degree","","","",""
"Rarely","2007","no degree/no degree yet","","","",""
"Never","2007","lower secondary degree","","","",""
"Never","2007","secondary school degree","","","",""
"Never","2007","college entrance qualification","","","",""
"Never","2007","Other degree","","","",""
"Never","2007","no degree/no degree yet","","","",""
"Daily","2008","lower secondary degree","242","0.0418868774254291","0.0370088808824742","0.0467648739683839"
"Daily","2008","secondary school degree","184","0.0379529220080281","0.0330109594091719","0.0428948846068842"
"Daily","2008","college entrance qualification","175","0.0426807258744773","0.037151498382458","0.0482099533664965"
"Daily","2008","Other degree","31","0.0347341245679977","0.0230720783891542","0.0463961707468411"
"Daily","2008","no degree/no degree yet","68","0.100969478773261","0.0757669456675236","0.126172011878999"
"Min 1x per week","2008","lower secondary degree","2231","0.351610252225824","0.339983914468222","0.363236589983427"
"Min 1x per week","2008","secondary school degree","2235","0.385759591696881","0.373170156656197","0.398349026737565"
"Min 1x per week","2008","college entrance qualification","2106","0.423983594521391","0.410465604813781","0.437501584229002"
"Min 1x per week","2008","Other degree","373","0.376270860212281","0.345416154271727","0.407125566152835"
"Min 1x per week","2008","no degree/no degree yet","306","0.545913997536247","0.504266099153638","0.587561895918856"
"Min 1x per month","2008","lower secondary degree","1934","0.280741159175383","0.269799334546198","0.291682983804568"
"Min 1x per month","2008","secondary school degree","2001","0.334879564628024","0.322673570637872","0.347085558618175"
"Min 1x per month","2008","college entrance qualification","1949","0.3602139045432","0.347082300047546","0.373345509038853"
"Min 1x per month","2008","Other degree","310","0.331272245080629","0.301295097824697","0.361249392336561"
"Min 1x per month","2008","no degree/no degree yet","90","0.147694307805369","0.118015838903582","0.177372776707156"
"Rarely","2008","lower secondary degree","1741","0.273919626847183","0.263060422006717","0.284778831687648"
"Rarely","2008","secondary school degree","1223","0.219773462635253","0.20906377838032","0.230483146890185"
"Rarely","2008","college entrance qualification","847","0.157646298646222","0.14767826965686","0.167614327635583"
"Rarely","2008","Other degree","197","0.222615561513926","0.196120265088807","0.249110857939044"
"Rarely","2008","no degree/no degree yet","68","0.159262473067928","0.128653492695723","0.189871453440133"
"Never","2008","lower secondary degree","331","0.0518420843261808","0.0464435525044657","0.0572406161478958"
"Never","2008","secondary school degree","100","0.0216344590318143","0.0178717357815912","0.0253971822820373"
"Never","2008","college entrance qualification","57","0.0154754764147098","0.0120990643615634","0.0188518884678563"
"Never","2008","Other degree","36","0.0351072086251668","0.0233849639384552","0.0468294533118784"
"Never","2008","no degree/no degree yet","17","","",""
"Daily","2009","lower secondary degree","","","",""
"Daily","2009","secondary school degree","","","",""
"Daily","2009","college entrance qualification","","","",""
"Daily","2009","Other degree","","","",""
"Daily","2009","no degree/no degree yet","","","",""
"Min 1x per week","2009","lower secondary degree","","","",""
"Min 1x per week","2009","secondary school degree","","","",""
"Min 1x per week","2009","college entrance qualification","","","",""
"Min 1x per week","2009","Other degree","","","",""
"Min 1x per week","2009","no degree/no degree yet","","","",""
"Min 1x per month","2009","lower secondary degree","","","",""
"Min 1x per month","2009","secondary school degree","","","",""
"Min 1x per month","2009","college entrance qualification","","","",""
"Min 1x per month","2009","Other degree","","","",""
"Min 1x per month","2009","no degree/no degree yet","","","",""
"Rarely","2009","lower secondary degree","","","",""
"Rarely","2009","secondary school degree","","","",""
"Rarely","2009","college entrance qualification","","","",""
"Rarely","2009","Other degree","","","",""
"Rarely","2009","no degree/no degree yet","","","",""
"Never","2009","lower secondary degree","","","",""
"Never","2009","secondary school degree","","","",""
"Never","2009","college entrance qualification","","","",""
"Never","2009","Other degree","","","",""
"Never","2009","no degree/no degree yet","","","",""
"Daily","2010","lower secondary degree","","","",""
"Daily","2010","secondary school degree","","","",""
"Daily","2010","college entrance qualification","","","",""
"Daily","2010","Other degree","","","",""
"Daily","2010","no degree/no degree yet","","","",""
"Min 1x per week","2010","lower secondary degree","","","",""
"Min 1x per week","2010","secondary school degree","","","",""
