"pli0080","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Daily","1990","Saxony","lower secondary degree","","","",""
"Daily","1990","Saxony","secondary school degree","","","",""
"Daily","1990","Saxony","college entrance qualification","","","",""
"Daily","1990","Saxony","Other degree","","","",""
"Daily","1990","Saxony","no degree/no degree yet","","","",""
"Daily","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Daily","1990","Saxony-Anhalt","secondary school degree","","","",""
"Daily","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Daily","1990","Saxony-Anhalt","Other degree","","","",""
"Daily","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Daily","1990","Thuringia","lower secondary degree","","","",""
"Daily","1990","Thuringia","secondary school degree","","","",""
"Daily","1990","Thuringia","college entrance qualification","","","",""
"Daily","1990","Thuringia","Other degree","","","",""
"Daily","1990","Thuringia","no degree/no degree yet","","","",""
"Min 1x per week","1990","Schleswig-Holstein","lower secondary degree","42","0.280281391265158","0.209345467490917","0.351217315039399"
"Min 1x per week","1990","Schleswig-Holstein","secondary school degree","24","","",""
"Min 1x per week","1990","Schleswig-Holstein","college entrance qualification","8","","",""
"Min 1x per week","1990","Schleswig-Holstein","Other degree","10","","",""
"Min 1x per week","1990","Schleswig-Holstein","no degree/no degree yet","6","","",""
"Min 1x per week","1990","Hamburg","lower secondary degree","37","0.465536217656528","0.352646772997949","0.578425662315108"
"Min 1x per week","1990","Hamburg","secondary school degree","15","","",""
"Min 1x per week","1990","Hamburg","college entrance qualification","14","","",""
"Min 1x per week","1990","Hamburg","Other degree","16","","",""
"Min 1x per week","1990","Hamburg","no degree/no degree yet","3","","",""
"Min 1x per week","1990","Lower Saxony","lower secondary degree","167","0.30911899506756","0.268733206143795","0.349504783991324"
"Min 1x per week","1990","Lower Saxony","secondary school degree","108","0.503696877651424","0.437019371438087","0.570374383864761"
"Min 1x per week","1990","Lower Saxony","college entrance qualification","62","0.459029919284523","0.373368841415419","0.544690997153626"
"Min 1x per week","1990","Lower Saxony","Other degree","28","","",""
"Min 1x per week","1990","Lower Saxony","no degree/no degree yet","29","","",""
"Min 1x per week","1990","Bremen","lower secondary degree","21","","",""
"Min 1x per week","1990","Bremen","secondary school degree","13","","",""
"Min 1x per week","1990","Bremen","college entrance qualification","5","","",""
"Min 1x per week","1990","Bremen","Other degree","1","","",""
"Min 1x per week","1990","Bremen","no degree/no degree yet","2","","",""
"Min 1x per week","1990","North Rhine-Westphalia","lower secondary degree","427","0.356674429068701","0.329049034268865","0.384299823868537"
"Min 1x per week","1990","North Rhine-Westphalia","secondary school degree","217","0.445014045393549","0.399350434793951","0.490677655993146"
"Min 1x per week","1990","North Rhine-Westphalia","college entrance qualification","199","0.545588953289874","0.495193694279862","0.595984212299886"
"Min 1x per week","1990","North Rhine-Westphalia","Other degree","151","0.531974255464201","0.470969778426995","0.592978732501407"
"Min 1x per week","1990","North Rhine-Westphalia","no degree/no degree yet","155","0.571488638830808","0.511907318222565","0.631069959439051"
"Min 1x per week","1990","Hesse","lower secondary degree","153","0.347365632347824","0.301501169192476","0.393230095503172"
"Min 1x per week","1990","Hesse","secondary school degree","75","0.361945807620822","0.289277673555265","0.434613941686379"
"Min 1x per week","1990","Hesse","college entrance qualification","72","0.52179462449119","0.437841731953362","0.605747517029019"
"Min 1x per week","1990","Hesse","Other degree","69","0.497106945228894","0.412450812292469","0.581763078165319"
"Min 1x per week","1990","Hesse","no degree/no degree yet","47","0.365701500714387","0.275285549575359","0.456117451853415"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","lower secondary degree","148","0.332027179374094","0.286552913478065","0.377501445270123"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","secondary school degree","40","0.461641821528752","0.358647076501408","0.564636566556096"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","college entrance qualification","34","0.472958841745649","0.357635881147073","0.588281802344224"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","Other degree","21","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","24","","",""
"Min 1x per week","1990","Baden-Württemberg","lower secondary degree","302","0.326396842364429","0.294668882893929","0.358124801834929"
"Min 1x per week","1990","Baden-Württemberg","secondary school degree","120","0.430933950753572","0.371534947973247","0.490332953533897"
"Min 1x per week","1990","Baden-Württemberg","college entrance qualification","87","0.455505896728321","0.382138172168979","0.528873621287664"
"Min 1x per week","1990","Baden-Württemberg","Other degree","146","0.522731678769857","0.462480320456405","0.582983037083309"
"Min 1x per week","1990","Baden-Württemberg","no degree/no degree yet","116","0.518629447825873","0.451051221458288","0.586207674193458"
"Min 1x per week","1990","Bavaria","lower secondary degree","287","0.353159070696345","0.320183277370515","0.386134864022175"
"Min 1x per week","1990","Bavaria","secondary school degree","117","0.360652367344118","0.306132739412884","0.415171995275351"
"Min 1x per week","1990","Bavaria","college entrance qualification","89","0.440401408401291","0.371771610769793","0.509031206032789"
"Min 1x per week","1990","Bavaria","Other degree","91","0.469904761042577","0.394434591675597","0.545374930409556"
"Min 1x per week","1990","Bavaria","no degree/no degree yet","51","0.529700352177366","0.430373955295482","0.62902674905925"
"Min 1x per week","1990","Berlin","lower secondary degree","55","0.416425231311237","0.329658343647773","0.503192118974701"
"Min 1x per week","1990","Berlin","secondary school degree","28","","",""
"Min 1x per week","1990","Berlin","college entrance qualification","20","","",""
"Min 1x per week","1990","Berlin","Other degree","19","","",""
"Min 1x per week","1990","Berlin","no degree/no degree yet","18","","",""
"Min 1x per week","1990","Brandenburg","lower secondary degree","","","",""
"Min 1x per week","1990","Brandenburg","secondary school degree","","","",""
"Min 1x per week","1990","Brandenburg","college entrance qualification","","","",""
"Min 1x per week","1990","Brandenburg","Other degree","","","",""
"Min 1x per week","1990","Brandenburg","no degree/no degree yet","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Min 1x per week","1990","Saxony","lower secondary degree","","","",""
"Min 1x per week","1990","Saxony","secondary school degree","","","",""
"Min 1x per week","1990","Saxony","college entrance qualification","","","",""
"Min 1x per week","1990","Saxony","Other degree","","","",""
"Min 1x per week","1990","Saxony","no degree/no degree yet","","","",""
"Min 1x per week","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Min 1x per week","1990","Saxony-Anhalt","secondary school degree","","","",""
"Min 1x per week","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Min 1x per week","1990","Saxony-Anhalt","Other degree","","","",""
"Min 1x per week","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Min 1x per week","1990","Thuringia","lower secondary degree","","","",""
"Min 1x per week","1990","Thuringia","secondary school degree","","","",""
"Min 1x per week","1990","Thuringia","college entrance qualification","","","",""
"Min 1x per week","1990","Thuringia","Other degree","","","",""
"Min 1x per week","1990","Thuringia","no degree/no degree yet","","","",""
"Min 1x per month","1990","Schleswig-Holstein","lower secondary degree","62","0.432627235941802","0.35437821701087","0.510876254872733"
"Min 1x per month","1990","Schleswig-Holstein","secondary school degree","24","","",""
"Min 1x per month","1990","Schleswig-Holstein","college entrance qualification","13","","",""
"Min 1x per month","1990","Schleswig-Holstein","Other degree","3","","",""
"Min 1x per month","1990","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Min 1x per month","1990","Hamburg","lower secondary degree","25","","",""
"Min 1x per month","1990","Hamburg","secondary school degree","12","","",""
"Min 1x per month","1990","Hamburg","college entrance qualification","5","","",""
"Min 1x per month","1990","Hamburg","Other degree","3","","",""
"Min 1x per month","1990","Hamburg","no degree/no degree yet","4","","",""
"Min 1x per month","1990","Lower Saxony","lower secondary degree","160","0.336268663578482","0.29498260175475","0.377554725402214"
"Min 1x per month","1990","Lower Saxony","secondary school degree","59","0.254356779536167","0.196279212999881","0.312434346072454"
"Min 1x per month","1990","Lower Saxony","college entrance qualification","38","0.310507429135766","0.230968963621844","0.390045894649689"
"Min 1x per month","1990","Lower Saxony","Other degree","17","","",""
"Min 1x per month","1990","Lower Saxony","no degree/no degree yet","10","","",""
"Min 1x per month","1990","Bremen","lower secondary degree","16","","",""
"Min 1x per month","1990","Bremen","secondary school degree","8","","",""
"Min 1x per month","1990","Bremen","college entrance qualification","4","","",""
"Min 1x per month","1990","Bremen","Other degree","","","",""
"Min 1x per month","1990","Bremen","no degree/no degree yet","","","",""
"Min 1x per month","1990","North Rhine-Westphalia","lower secondary degree","394","0.344662929557297","0.317254335785955","0.37207152332864"
"Min 1x per month","1990","North Rhine-Westphalia","secondary school degree","140","0.321316717733929","0.278408287214821","0.364225148253037"
"Min 1x per month","1990","North Rhine-Westphalia","college entrance qualification","102","0.264594466464466","0.219948083256957","0.309240849671976"
"Min 1x per month","1990","North Rhine-Westphalia","Other degree","52","0.26025398848772","0.206609940485435","0.313898036490006"
"Min 1x per month","1990","North Rhine-Westphalia","no degree/no degree yet","41","0.166686125888625","0.121813737421083","0.211558514356168"
"Min 1x per month","1990","Hesse","lower secondary degree","110","0.267031368593198","0.22441545967085","0.309647277515546"
"Min 1x per month","1990","Hesse","secondary school degree","43","0.253342659407367","0.187575621461705","0.31910969735303"
"Min 1x per month","1990","Hesse","college entrance qualification","36","0.267336060529545","0.192955436568835","0.341716684490256"
"Min 1x per month","1990","Hesse","Other degree","26","","",""
"Min 1x per month","1990","Hesse","no degree/no degree yet","19","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","lower secondary degree","113","0.278893600135533","0.235590555542728","0.322196644728338"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","secondary school degree","26","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","college entrance qualification","20","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","Other degree","10","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","6","","",""
"Min 1x per month","1990","Baden-Württemberg","lower secondary degree","240","0.305901702588991","0.274722245610065","0.337081159567917"
"Min 1x per month","1990","Baden-Württemberg","secondary school degree","78","0.304791434912513","0.249577157031285","0.360005712793741"
"Min 1x per month","1990","Baden-Württemberg","college entrance qualification","51","0.337369506931767","0.267714862473019","0.407024151390516"
"Min 1x per month","1990","Baden-Württemberg","Other degree","60","0.246543584267996","0.194553317246478","0.298533851289514"
"Min 1x per month","1990","Baden-Württemberg","no degree/no degree yet","44","0.18922735323845","0.136251257866762","0.242203448610137"
"Min 1x per month","1990","Bavaria","lower secondary degree","250","0.305570111023219","0.273788130133825","0.337352091912612"
"Min 1x per month","1990","Bavaria","secondary school degree","103","0.338674196768033","0.284941486388275","0.392406907147791"
"Min 1x per month","1990","Bavaria","college entrance qualification","62","0.311116128039926","0.24711548558963","0.375116770490221"
"Min 1x per month","1990","Bavaria","Other degree","43","0.317992887139877","0.247572792387278","0.388412981892477"
"Min 1x per month","1990","Bavaria","no degree/no degree yet","25","","",""
"Min 1x per month","1990","Berlin","lower secondary degree","28","","",""
"Min 1x per month","1990","Berlin","secondary school degree","11","","",""
"Min 1x per month","1990","Berlin","college entrance qualification","20","","",""
"Min 1x per month","1990","Berlin","Other degree","14","","",""
"Min 1x per month","1990","Berlin","no degree/no degree yet","4","","",""
"Min 1x per month","1990","Brandenburg","lower secondary degree","","","",""
"Min 1x per month","1990","Brandenburg","secondary school degree","","","",""
"Min 1x per month","1990","Brandenburg","college entrance qualification","","","",""
"Min 1x per month","1990","Brandenburg","Other degree","","","",""
"Min 1x per month","1990","Brandenburg","no degree/no degree yet","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Min 1x per month","1990","Saxony","lower secondary degree","","","",""
"Min 1x per month","1990","Saxony","secondary school degree","","","",""
"Min 1x per month","1990","Saxony","college entrance qualification","","","",""
"Min 1x per month","1990","Saxony","Other degree","","","",""
"Min 1x per month","1990","Saxony","no degree/no degree yet","","","",""
"Min 1x per month","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Min 1x per month","1990","Saxony-Anhalt","secondary school degree","","","",""
"Min 1x per month","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Min 1x per month","1990","Saxony-Anhalt","Other degree","","","",""
"Min 1x per month","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Min 1x per month","1990","Thuringia","lower secondary degree","","","",""
"Min 1x per month","1990","Thuringia","secondary school degree","","","",""
"Min 1x per month","1990","Thuringia","college entrance qualification","","","",""
"Min 1x per month","1990","Thuringia","Other degree","","","",""
"Min 1x per month","1990","Thuringia","no degree/no degree yet","","","",""
"Rarely","1990","Schleswig-Holstein","lower secondary degree","37","0.214680147887405","0.149830598669955","0.279529697104855"
"Rarely","1990","Schleswig-Holstein","secondary school degree","14","","",""
"Rarely","1990","Schleswig-Holstein","college entrance qualification","4","","",""
"Rarely","1990","Schleswig-Holstein","Other degree","1","","",""
"Rarely","1990","Schleswig-Holstein","no degree/no degree yet","3","","",""
"Rarely","1990","Hamburg","lower secondary degree","7","","",""
"Rarely","1990","Hamburg","secondary school degree","6","","",""
"Rarely","1990","Hamburg","college entrance qualification","3","","",""
"Rarely","1990","Hamburg","Other degree","2","","",""
"Rarely","1990","Hamburg","no degree/no degree yet","1","","",""
"Rarely","1990","Lower Saxony","lower secondary degree","137","0.281056762509719","0.24177342126009","0.320340103759349"
"Rarely","1990","Lower Saxony","secondary school degree","39","0.208935952928727","0.15471918451318","0.263152721344273"
"Rarely","1990","Lower Saxony","college entrance qualification","22","","",""
"Rarely","1990","Lower Saxony","Other degree","10","","",""
"Rarely","1990","Lower Saxony","no degree/no degree yet","6","","",""
"Rarely","1990","Bremen","lower secondary degree","12","","",""
"Rarely","1990","Bremen","secondary school degree","3","","",""
"Rarely","1990","Bremen","college entrance qualification","1","","",""
"Rarely","1990","Bremen","Other degree","3","","",""
"Rarely","1990","Bremen","no degree/no degree yet","","","",""
"Rarely","1990","North Rhine-Westphalia","lower secondary degree","242","0.224641765604837","0.200573014683508","0.248710516526165"
"Rarely","1990","North Rhine-Westphalia","secondary school degree","71","0.179133995010602","0.143899542010989","0.214368448010215"
"Rarely","1990","North Rhine-Westphalia","college entrance qualification","53","0.122901824820053","0.0896714127674436","0.156132236872663"
"Rarely","1990","North Rhine-Westphalia","Other degree","31","0.127875093621746","0.0870465530346877","0.168703634208804"
"Rarely","1990","North Rhine-Westphalia","no degree/no degree yet","30","0.0977299575737128","0.0619773865423772","0.133482528605048"
"Rarely","1990","Hesse","lower secondary degree","104","0.281404343381825","0.238087618521081","0.324721068242569"
"Rarely","1990","Hesse","secondary school degree","35","0.285734885209088","0.217421657910274","0.354048112507902"
"Rarely","1990","Hesse","college entrance qualification","20","","",""
"Rarely","1990","Hesse","Other degree","18","","",""
"Rarely","1990","Hesse","no degree/no degree yet","13","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","lower secondary degree","101","0.272959961341114","0.229944149754779","0.31597577292745"
"Rarely","1990","Rhineland-Palatinate,Saarland","secondary school degree","22","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","college entrance qualification","13","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","Other degree","2","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","6","","",""
"Rarely","1990","Baden-Württemberg","lower secondary degree","211","0.276136959865916","0.245884716780114","0.306389202951719"
"Rarely","1990","Baden-Württemberg","secondary school degree","51","0.200190485754794","0.152194218818412","0.248186752691176"
"Rarely","1990","Baden-Württemberg","college entrance qualification","28","","",""
"Rarely","1990","Baden-Württemberg","Other degree","17","","",""
"Rarely","1990","Baden-Württemberg","no degree/no degree yet","13","","",""
"Rarely","1990","Bavaria","lower secondary degree","211","0.266973107756648","0.236451666613677","0.297494548899619"
"Rarely","1990","Bavaria","secondary school degree","65","0.247682005000301","0.198671642886605","0.296692367113997"
"Rarely","1990","Bavaria","college entrance qualification","32","0.164484838465561","0.113235275506075","0.215734401425047"
"Rarely","1990","Bavaria","Other degree","24","","",""
"Rarely","1990","Bavaria","no degree/no degree yet","15","","",""
"Rarely","1990","Berlin","lower secondary degree","33","0.275263200981425","0.196648913396969","0.353877488565882"
"Rarely","1990","Berlin","secondary school degree","11","","",""
"Rarely","1990","Berlin","college entrance qualification","8","","",""
"Rarely","1990","Berlin","Other degree","2","","",""
"Rarely","1990","Berlin","no degree/no degree yet","4","","",""
"Rarely","1990","Brandenburg","lower secondary degree","","","",""
"Rarely","1990","Brandenburg","secondary school degree","","","",""
"Rarely","1990","Brandenburg","college entrance qualification","","","",""
"Rarely","1990","Brandenburg","Other degree","","","",""
"Rarely","1990","Brandenburg","no degree/no degree yet","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Rarely","1990","Saxony","lower secondary degree","","","",""
"Rarely","1990","Saxony","secondary school degree","","","",""
"Rarely","1990","Saxony","college entrance qualification","","","",""
"Rarely","1990","Saxony","Other degree","","","",""
"Rarely","1990","Saxony","no degree/no degree yet","","","",""
"Rarely","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Rarely","1990","Saxony-Anhalt","secondary school degree","","","",""
"Rarely","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Rarely","1990","Saxony-Anhalt","Other degree","","","",""
"Rarely","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Rarely","1990","Thuringia","lower secondary degree","","","",""
"Rarely","1990","Thuringia","secondary school degree","","","",""
"Rarely","1990","Thuringia","college entrance qualification","","","",""
"Rarely","1990","Thuringia","Other degree","","","",""
"Rarely","1990","Thuringia","no degree/no degree yet","","","",""
"Never","1990","Schleswig-Holstein","lower secondary degree","5","","",""
"Never","1990","Schleswig-Holstein","secondary school degree","2","","",""
"Never","1990","Schleswig-Holstein","college entrance qualification","","","",""
"Never","1990","Schleswig-Holstein","Other degree","","","",""
"Never","1990","Schleswig-Holstein","no degree/no degree yet","3","","",""
"Never","1990","Hamburg","lower secondary degree","4","","",""
"Never","1990","Hamburg","secondary school degree","","","",""
"Never","1990","Hamburg","college entrance qualification","","","",""
"Never","1990","Hamburg","Other degree","","","",""
"Never","1990","Hamburg","no degree/no degree yet","","","",""
"Never","1990","Lower Saxony","lower secondary degree","15","","",""
"Never","1990","Lower Saxony","secondary school degree","1","","",""
"Never","1990","Lower Saxony","college entrance qualification","","","",""
"Never","1990","Lower Saxony","Other degree","","","",""
"Never","1990","Lower Saxony","no degree/no degree yet","4","","",""
"Never","1990","Bremen","lower secondary degree","1","","",""
"Never","1990","Bremen","secondary school degree","","","",""
"Never","1990","Bremen","college entrance qualification","","","",""
"Never","1990","Bremen","Other degree","","","",""
"Never","1990","Bremen","no degree/no degree yet","1","","",""
"Never","1990","North Rhine-Westphalia","lower secondary degree","27","","",""
"Never","1990","North Rhine-Westphalia","secondary school degree","3","","",""
"Never","1990","North Rhine-Westphalia","college entrance qualification","3","","",""
"Never","1990","North Rhine-Westphalia","Other degree","7","","",""
"Never","1990","North Rhine-Westphalia","no degree/no degree yet","7","","",""
"Never","1990","Hesse","lower secondary degree","23","","",""
"Never","1990","Hesse","secondary school degree","5","","",""
"Never","1990","Hesse","college entrance qualification","","","",""
"Never","1990","Hesse","Other degree","8","","",""
"Never","1990","Hesse","no degree/no degree yet","6","","",""
"Never","1990","Rhineland-Palatinate,Saarland","lower secondary degree","23","","",""
"Never","1990","Rhineland-Palatinate,Saarland","secondary school degree","1","","",""
"Never","1990","Rhineland-Palatinate,Saarland","college entrance qualification","1","","",""
"Never","1990","Rhineland-Palatinate,Saarland","Other degree","3","","",""
"Never","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"Never","1990","Baden-Württemberg","lower secondary degree","26","","",""
"Never","1990","Baden-Württemberg","secondary school degree","4","","",""
"Never","1990","Baden-Württemberg","college entrance qualification","2","","",""
"Never","1990","Baden-Württemberg","Other degree","15","","",""
"Never","1990","Baden-Württemberg","no degree/no degree yet","3","","",""
"Never","1990","Bavaria","lower secondary degree","23","","",""
"Never","1990","Bavaria","secondary school degree","7","","",""
"Never","1990","Bavaria","college entrance qualification","8","","",""
"Never","1990","Bavaria","Other degree","1","","",""
"Never","1990","Bavaria","no degree/no degree yet","","","",""
"Never","1990","Berlin","lower secondary degree","5","","",""
"Never","1990","Berlin","secondary school degree","1","","",""
"Never","1990","Berlin","college entrance qualification","1","","",""
"Never","1990","Berlin","Other degree","2","","",""
"Never","1990","Berlin","no degree/no degree yet","2","","",""
"Never","1990","Brandenburg","lower secondary degree","","","",""
"Never","1990","Brandenburg","secondary school degree","","","",""
"Never","1990","Brandenburg","college entrance qualification","","","",""
"Never","1990","Brandenburg","Other degree","","","",""
"Never","1990","Brandenburg","no degree/no degree yet","","","",""
"Never","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Never","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Never","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Never","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Never","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Never","1990","Saxony","lower secondary degree","","","",""
"Never","1990","Saxony","secondary school degree","","","",""
"Never","1990","Saxony","college entrance qualification","","","",""
"Never","1990","Saxony","Other degree","","","",""
"Never","1990","Saxony","no degree/no degree yet","","","",""
"Never","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Never","1990","Saxony-Anhalt","secondary school degree","","","",""
"Never","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Never","1990","Saxony-Anhalt","Other degree","","","",""
"Never","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Never","1990","Thuringia","lower secondary degree","","","",""
"Never","1990","Thuringia","secondary school degree","","","",""
"Never","1990","Thuringia","college entrance qualification","","","",""
"Never","1990","Thuringia","Other degree","","","",""
"Never","1990","Thuringia","no degree/no degree yet","","","",""
"Daily","1991","Schleswig-Holstein","lower secondary degree","","","",""
"Daily","1991","Schleswig-Holstein","secondary school degree","","","",""
"Daily","1991","Schleswig-Holstein","college entrance qualification","","","",""
"Daily","1991","Schleswig-Holstein","Other degree","","","",""
"Daily","1991","Schleswig-Holstein","no degree/no degree yet","","","",""
"Daily","1991","Hamburg","lower secondary degree","","","",""
"Daily","1991","Hamburg","secondary school degree","","","",""
"Daily","1991","Hamburg","college entrance qualification","","","",""
"Daily","1991","Hamburg","Other degree","","","",""
"Daily","1991","Hamburg","no degree/no degree yet","","","",""
"Daily","1991","Lower Saxony","lower secondary degree","","","",""
"Daily","1991","Lower Saxony","secondary school degree","","","",""
"Daily","1991","Lower Saxony","college entrance qualification","","","",""
"Daily","1991","Lower Saxony","Other degree","","","",""
"Daily","1991","Lower Saxony","no degree/no degree yet","","","",""
"Daily","1991","Bremen","lower secondary degree","","","",""
"Daily","1991","Bremen","secondary school degree","","","",""
"Daily","1991","Bremen","college entrance qualification","","","",""
"Daily","1991","Bremen","Other degree","","","",""
"Daily","1991","Bremen","no degree/no degree yet","","","",""
