"pli0080","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Never","1990","Saxony-Anhalt","Male","","","","","5"
"Never","1990","Saxony-Anhalt","Female","","","","","5"
"Never","1990","Thuringia","Male","","","","","5"
"Never","1990","Thuringia","Female","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","Male","","","","","5"
"Never","1990","North Rhine-Westphalia","Female","27","","","","5"
"Never","1990","Hesse","Male","20","","","","5"
"Never","1990","Hesse","Female","22","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","Male","13","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","Female","16","","","","5"
"Never","1990","Baden-Württemberg","Male","24","","","","5"
"Never","1990","Baden-Württemberg","Female","26","","","","5"
"Never","1990","Bavaria","Male","21","","","","5"
"Never","1990","Bavaria","Female","18","","","","5"
"Never","1990","Berlin","Male","7","","","","5"
"Never","1990","Berlin","Female","5","","","","5"
"Never","1990","Brandenburg","Male","","","","","5"
"Rarely","1990","Saxony","Male","","","","","4"
"Rarely","1990","Hamburg","Male","8","","","","4"
"Rarely","1990","Schleswig-Holstein","Female","30","0.177760397831656","0.11574659487222","0.239774200791093","4"
"Rarely","1990","North Rhine-Westphalia","Male","223","0.205998458899401","0.183755687986098","0.228241229812703","4"
"Rarely","1990","Mecklenburg-Western Pomerania","Female","","","","","4"
"Rarely","1990","Bavaria","Male","183","0.255511828792252","0.225078882782363","0.285944774802141","4"
"Rarely","1990","North Rhine-Westphalia","Female","209","0.169210318068248","0.148860137677869","0.189560498458626","4"
"Rarely","1990","Hesse","Male","101","0.254796664751545","0.216214702177196","0.293378627325895","4"
"Rarely","1990","Mecklenburg-Western Pomerania","Male","","","","","4"
"Rarely","1990","Schleswig-Holstein","Male","29","","","","4"
"Rarely","1990","Hamburg","Female","13","","","","4"
"Rarely","1990","Lower Saxony","Male","116","0.264223910831793","0.22498326784228","0.303464553821305","4"
"Rarely","1990","Lower Saxony","Female","100","0.225666030040086","0.188766411049944","0.262565649030228","4"
"Rarely","1990","Bremen","Male","10","","","","4"
"Rarely","1990","Bremen","Female","9","","","","4"
"Rarely","1990","Hesse","Female","94","0.238813218065271","0.201139339017786","0.276487097112756","4"
"Rarely","1990","Baden-Württemberg","Female","162","0.21454950676601","0.187594936791589","0.241504076740432","4"
"Rarely","1990","Saxony","Female","","","","","4"
"Rarely","1990","Thuringia","Female","","","","","4"
"Rarely","1990","Rhineland-Palatinate,Saarland","Male","72","0.256941322006078","0.209141739074644","0.304740904937511","4"
"Rarely","1990","Rhineland-Palatinate,Saarland","Female","75","0.241682926543148","0.196832924048428","0.286532929037867","4"
"Rarely","1990","Baden-Württemberg","Male","164","0.24165053637185","0.213760288431162","0.269540784312538","4"
"Rarely","1990","Saxony-Anhalt","Male","","","","","4"
"Rarely","1990","Saxony-Anhalt","Female","","","","","4"
"Rarely","1990","Thuringia","Male","","","","","4"
"Rarely","1990","Brandenburg","Female","","","","","4"
"Rarely","1990","Bavaria","Female","170","0.23077116715113","0.20180964599512","0.259732688307141","4"
"Rarely","1990","Berlin","Male","28","","","","4"
"Rarely","1990","Berlin","Female","33","0.228626180369055","0.16622843541","0.291023925328109","4"
"Rarely","1990","Brandenburg","Male","","","","","4"
"Daily","1991","Schleswig-Holstein","Male","","","","","1"
"Daily","1991","Schleswig-Holstein","Female","","","","","1"
"Daily","1991","Hamburg","Male","","","","","1"
"Daily","1991","Hamburg","Female","","","","","1"
"Daily","1991","Lower Saxony","Male","","","","","1"
"Daily","1991","Lower Saxony","Female","","","","","1"
"Daily","1991","Bremen","Male","","","","","1"
"Daily","1991","Bremen","Female","","","","","1"
"Daily","1991","North Rhine-Westphalia","Male","","","","","1"
"Daily","1991","North Rhine-Westphalia","Female","","","","","1"
"Daily","1991","Hesse","Male","","","","","1"
"Daily","1991","Hesse","Female","","","","","1"
"Daily","1991","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","1991","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","1991","Baden-Württemberg","Male","","","","","1"
"Daily","1991","Baden-Württemberg","Female","","","","","1"
"Daily","1991","Bavaria","Male","","","","","1"
"Daily","1991","Bavaria","Female","","","","","1"
"Daily","1991","Berlin","Male","","","","","1"
"Daily","1991","Berlin","Female","","","","","1"
"Daily","1991","Brandenburg","Male","","","","","1"
"Daily","1991","Brandenburg","Female","","","","","1"
"Daily","1991","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","1991","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","1991","Saxony","Male","","","","","1"
"Daily","1991","Saxony","Female","","","","","1"
"Daily","1991","Saxony-Anhalt","Male","","","","","1"
"Daily","1991","Saxony-Anhalt","Female","","","","","1"
"Daily","1991","Thuringia","Male","","","","","1"
"Daily","1991","Thuringia","Female","","","","","1"
"Min 1x per month","1991","Saxony","Female","","","","","3"
"Min 1x per month","1991","Hamburg","Male","","","","","3"
"Min 1x per month","1991","Schleswig-Holstein","Female","","","","","3"
"Min 1x per month","1991","Hamburg","Female","","","","","3"
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Female","","","","","3"
"Min 1x per month","1991","Saxony","Male","","","","","3"
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Male","","","","","3"
"Min 1x per month","1991","Schleswig-Holstein","Male","","","","","3"
"Min 1x per month","1991","Brandenburg","Female","","","","","3"
"Min 1x per month","1991","Thuringia","Female","","","","","3"
"Min 1x per month","1991","Saxony-Anhalt","Male","","","","","3"
"Min 1x per month","1991","Saxony-Anhalt","Female","","","","","3"
"Min 1x per month","1991","Thuringia","Male","","","","","3"
"Min 1x per month","1991","Lower Saxony","Male","","","","","3"
"Min 1x per month","1991","Lower Saxony","Female","","","","","3"
"Min 1x per month","1991","Bremen","Male","","","","","3"
"Min 1x per month","1991","Bremen","Female","","","","","3"
"Min 1x per month","1991","North Rhine-Westphalia","Male","","","","","3"
"Min 1x per month","1991","North Rhine-Westphalia","Female","","","","","3"
"Min 1x per month","1991","Hesse","Male","","","","","3"
"Min 1x per month","1991","Hesse","Female","","","","","3"
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Min 1x per month","1991","Baden-Württemberg","Male","","","","","3"
"Min 1x per month","1991","Baden-Württemberg","Female","","","","","3"
"Min 1x per month","1991","Bavaria","Male","","","","","3"
"Min 1x per month","1991","Bavaria","Female","","","","","3"
"Min 1x per month","1991","Berlin","Male","","","","","3"
"Min 1x per month","1991","Berlin","Female","","","","","3"
"Min 1x per month","1991","Brandenburg","Male","","","","","3"
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","1991","Saxony","Male","","","","","2"
"Min 1x per week","1991","Saxony","Female","","","","","2"
"Min 1x per week","1991","Saxony-Anhalt","Male","","","","","2"
"Min 1x per week","1991","Saxony-Anhalt","Female","","","","","2"
"Min 1x per week","1991","Thuringia","Male","","","","","2"
"Min 1x per week","1991","Thuringia","Female","","","","","2"
"Min 1x per week","1991","Schleswig-Holstein","Male","","","","","2"
"Min 1x per week","1991","Schleswig-Holstein","Female","","","","","2"
"Min 1x per week","1991","Hamburg","Male","","","","","2"
"Min 1x per week","1991","Hamburg","Female","","","","","2"
"Min 1x per week","1991","Lower Saxony","Male","","","","","2"
"Min 1x per week","1991","Lower Saxony","Female","","","","","2"
"Min 1x per week","1991","Bremen","Male","","","","","2"
"Min 1x per week","1991","Bremen","Female","","","","","2"
"Min 1x per week","1991","North Rhine-Westphalia","Male","","","","","2"
"Min 1x per week","1991","North Rhine-Westphalia","Female","","","","","2"
"Min 1x per week","1991","Hesse","Male","","","","","2"
"Min 1x per week","1991","Hesse","Female","","","","","2"
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Min 1x per week","1991","Brandenburg","Female","","","","","2"
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Male","","","","","2"
"Min 1x per week","1991","Baden-Württemberg","Female","","","","","2"
"Min 1x per week","1991","Bavaria","Male","","","","","2"
"Min 1x per week","1991","Bavaria","Female","","","","","2"
"Min 1x per week","1991","Berlin","Male","","","","","2"
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Min 1x per week","1991","Baden-Württemberg","Male","","","","","2"
"Min 1x per week","1991","Berlin","Female","","","","","2"
"Min 1x per week","1991","Brandenburg","Male","","","","","2"
"Never","1991","Mecklenburg-Western Pomerania","Female","","","","","5"
"Never","1991","North Rhine-Westphalia","Male","","","","","5"
"Never","1991","Schleswig-Holstein","Female","","","","","5"
"Never","1991","Hamburg","Male","","","","","5"
"Never","1991","Hamburg","Female","","","","","5"
"Never","1991","Lower Saxony","Male","","","","","5"
"Never","1991","Bremen","Male","","","","","5"
"Never","1991","Bremen","Female","","","","","5"
"Never","1991","Saxony","Male","","","","","5"
"Never","1991","Saxony","Female","","","","","5"
"Never","1991","Saxony-Anhalt","Male","","","","","5"
"Never","1991","Saxony-Anhalt","Female","","","","","5"
"Never","1991","Thuringia","Male","","","","","5"
"Never","1991","Thuringia","Female","","","","","5"
"Never","1991","Lower Saxony","Female","","","","","5"
"Never","1991","Schleswig-Holstein","Male","","","","","5"
"Never","1991","Brandenburg","Female","","","","","5"
"Never","1991","Mecklenburg-Western Pomerania","Male","","","","","5"
"Never","1991","North Rhine-Westphalia","Female","","","","","5"
"Never","1991","Hesse","Male","","","","","5"
"Never","1991","Hesse","Female","","","","","5"
"Never","1991","Rhineland-Palatinate,Saarland","Male","","","","","5"
"Never","1991","Rhineland-Palatinate,Saarland","Female","","","","","5"
"Never","1991","Baden-Württemberg","Male","","","","","5"
"Never","1991","Baden-Württemberg","Female","","","","","5"
"Never","1991","Bavaria","Male","","","","","5"
"Never","1991","Bavaria","Female","","","","","5"
"Never","1991","Berlin","Male","","","","","5"
"Never","1991","Berlin","Female","","","","","5"
"Never","1991","Brandenburg","Male","","","","","5"
"Rarely","1991","Schleswig-Holstein","Female","","","","","4"
"Rarely","1991","Hamburg","Male","","","","","4"
"Rarely","1991","North Rhine-Westphalia","Male","","","","","4"
"Rarely","1991","North Rhine-Westphalia","Female","","","","","4"
"Rarely","1991","Hesse","Male","","","","","4"
"Rarely","1991","Hesse","Female","","","","","4"
"Rarely","1991","Rhineland-Palatinate,Saarland","Male","","","","","4"
"Rarely","1991","Rhineland-Palatinate,Saarland","Female","","","","","4"
"Rarely","1991","Baden-Württemberg","Male","","","","","4"
"Rarely","1991","Baden-Württemberg","Female","","","","","4"
"Rarely","1991","Bavaria","Male","","","","","4"
"Rarely","1991","Mecklenburg-Western Pomerania","Male","","","","","4"
"Rarely","1991","Mecklenburg-Western Pomerania","Female","","","","","4"
"Rarely","1991","Saxony","Male","","","","","4"
"Rarely","1991","Schleswig-Holstein","Male","","","","","4"
"Rarely","1991","Hamburg","Female","","","","","4"
"Rarely","1991","Lower Saxony","Male","","","","","4"
"Rarely","1991","Lower Saxony","Female","","","","","4"
"Rarely","1991","Bremen","Male","","","","","4"
"Rarely","1991","Bremen","Female","","","","","4"
"Rarely","1991","Saxony","Female","","","","","4"
"Rarely","1991","Thuringia","Female","","","","","4"
"Rarely","1991","Saxony-Anhalt","Male","","","","","4"
"Rarely","1991","Saxony-Anhalt","Female","","","","","4"
"Rarely","1991","Thuringia","Male","","","","","4"
"Rarely","1991","Brandenburg","Female","","","","","4"
"Rarely","1991","Bavaria","Female","","","","","4"
"Rarely","1991","Berlin","Male","","","","","4"
"Rarely","1991","Berlin","Female","","","","","4"
"Rarely","1991","Brandenburg","Male","","","","","4"
"Daily","1992","Schleswig-Holstein","Male","","","","","1"
"Daily","1992","Schleswig-Holstein","Female","","","","","1"
"Daily","1992","Hamburg","Male","","","","","1"
"Daily","1992","Hamburg","Female","","","","","1"
"Daily","1992","Lower Saxony","Male","","","","","1"
"Daily","1992","Lower Saxony","Female","","","","","1"
"Daily","1992","Bremen","Male","","","","","1"
"Daily","1992","Bremen","Female","","","","","1"
"Daily","1992","North Rhine-Westphalia","Male","","","","","1"
"Daily","1992","North Rhine-Westphalia","Female","","","","","1"
"Daily","1992","Hesse","Male","","","","","1"
"Daily","1992","Hesse","Female","","","","","1"
"Daily","1992","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","1992","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","1992","Baden-Württemberg","Male","","","","","1"
"Daily","1992","Baden-Württemberg","Female","","","","","1"
"Daily","1992","Bavaria","Male","","","","","1"
"Daily","1992","Bavaria","Female","","","","","1"
"Daily","1992","Berlin","Male","","","","","1"
"Daily","1992","Berlin","Female","","","","","1"
"Daily","1992","Brandenburg","Male","","","","","1"
"Daily","1992","Brandenburg","Female","","","","","1"
"Daily","1992","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","1992","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","1992","Saxony","Male","","","","","1"
"Daily","1992","Saxony","Female","","","","","1"
"Daily","1992","Saxony-Anhalt","Male","","","","","1"
"Daily","1992","Saxony-Anhalt","Female","","","","","1"
"Daily","1992","Thuringia","Male","","","","","1"
"Daily","1992","Thuringia","Female","","","","","1"
"Min 1x per month","1992","Saxony","Female","","","","","3"
"Min 1x per month","1992","Mecklenburg-Western Pomerania","Male","","","","","3"
"Min 1x per month","1992","Saxony","Male","","","","","3"
"Min 1x per month","1992","Mecklenburg-Western Pomerania","Female","","","","","3"
"Min 1x per month","1992","Hamburg","Male","","","","","3"
"Min 1x per month","1992","Hamburg","Female","","","","","3"
"Min 1x per month","1992","Schleswig-Holstein","Female","","","","","3"
"Min 1x per month","1992","Brandenburg","Female","","","","","3"
"Min 1x per month","1992","Schleswig-Holstein","Male","","","","","3"
"Min 1x per month","1992","Saxony-Anhalt","Male","","","","","3"
"Min 1x per month","1992","Saxony-Anhalt","Female","","","","","3"
"Min 1x per month","1992","Thuringia","Male","","","","","3"
"Min 1x per month","1992","Thuringia","Female","","","","","3"
"Min 1x per month","1992","Baden-Württemberg","Female","","","","","3"
"Min 1x per month","1992","Bavaria","Male","","","","","3"
"Min 1x per month","1992","Bavaria","Female","","","","","3"
"Min 1x per month","1992","Berlin","Male","","","","","3"
"Min 1x per month","1992","Berlin","Female","","","","","3"
"Min 1x per month","1992","Brandenburg","Male","","","","","3"
"Min 1x per month","1992","Lower Saxony","Male","","","","","3"
"Min 1x per month","1992","Lower Saxony","Female","","","","","3"
"Min 1x per month","1992","Bremen","Male","","","","","3"
"Min 1x per month","1992","Bremen","Female","","","","","3"
"Min 1x per month","1992","North Rhine-Westphalia","Male","","","","","3"
"Min 1x per month","1992","North Rhine-Westphalia","Female","","","","","3"
"Min 1x per month","1992","Hesse","Male","","","","","3"
"Min 1x per month","1992","Hesse","Female","","","","","3"
"Min 1x per month","1992","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Min 1x per month","1992","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Min 1x per month","1992","Baden-Württemberg","Male","","","","","3"
"Min 1x per week","1992","Thuringia","Female","","","","","2"
"Min 1x per week","1992","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","1992","Saxony","Male","","","","","2"
"Min 1x per week","1992","Saxony","Female","","","","","2"
"Min 1x per week","1992","Saxony-Anhalt","Male","","","","","2"
"Min 1x per week","1992","Saxony-Anhalt","Female","","","","","2"
"Min 1x per week","1992","Thuringia","Male","","","","","2"
"Min 1x per week","1992","Schleswig-Holstein","Male","","","","","2"
"Min 1x per week","1992","Schleswig-Holstein","Female","","","","","2"
"Min 1x per week","1992","Hamburg","Male","","","","","2"
"Min 1x per week","1992","Hamburg","Female","","","","","2"
"Min 1x per week","1992","Lower Saxony","Male","","","","","2"
"Min 1x per week","1992","Lower Saxony","Female","","","","","2"
"Min 1x per week","1992","Bremen","Male","","","","","2"
"Min 1x per week","1992","Bremen","Female","","","","","2"
"Min 1x per week","1992","North Rhine-Westphalia","Male","","","","","2"
"Min 1x per week","1992","North Rhine-Westphalia","Female","","","","","2"
"Min 1x per week","1992","Hesse","Male","","","","","2"
"Min 1x per week","1992","Hesse","Female","","","","","2"
"Min 1x per week","1992","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Min 1x per week","1992","Brandenburg","Female","","","","","2"
"Min 1x per week","1992","Mecklenburg-Western Pomerania","Male","","","","","2"
"Min 1x per week","1992","Baden-Württemberg","Female","","","","","2"
"Min 1x per week","1992","Bavaria","Male","","","","","2"
"Min 1x per week","1992","Bavaria","Female","","","","","2"
"Min 1x per week","1992","Baden-Württemberg","Male","","","","","2"
"Min 1x per week","1992","Berlin","Male","","","","","2"
"Min 1x per week","1992","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Min 1x per week","1992","Berlin","Female","","","","","2"
"Min 1x per week","1992","Brandenburg","Male","","","","","2"
"Never","1992","Mecklenburg-Western Pomerania","Female","","","","","5"
"Never","1992","Schleswig-Holstein","Female","","","","","5"
"Never","1992","Hamburg","Male","","","","","5"
"Never","1992","Hamburg","Female","","","","","5"
"Never","1992","Lower Saxony","Male","","","","","5"
"Never","1992","Lower Saxony","Female","","","","","5"
"Never","1992","Bremen","Male","","","","","5"
"Never","1992","Bremen","Female","","","","","5"
"Never","1992","North Rhine-Westphalia","Male","","","","","5"
"Never","1992","Saxony","Male","","","","","5"
"Never","1992","Saxony","Female","","","","","5"
"Never","1992","Saxony-Anhalt","Male","","","","","5"
"Never","1992","Saxony-Anhalt","Female","","","","","5"
"Never","1992","Thuringia","Male","","","","","5"
"Never","1992","Thuringia","Female","","","","","5"
"Never","1992","Schleswig-Holstein","Male","","","","","5"
"Never","1992","Brandenburg","Female","","","","","5"
"Never","1992","Mecklenburg-Western Pomerania","Male","","","","","5"
"Never","1992","North Rhine-Westphalia","Female","","","","","5"
"Never","1992","Hesse","Male","","","","","5"
"Never","1992","Hesse","Female","","","","","5"
"Never","1992","Rhineland-Palatinate,Saarland","Male","","","","","5"
"Never","1992","Rhineland-Palatinate,Saarland","Female","","","","","5"
"Never","1992","Baden-Württemberg","Male","","","","","5"
"Never","1992","Baden-Württemberg","Female","","","","","5"
"Never","1992","Bavaria","Male","","","","","5"
"Never","1992","Bavaria","Female","","","","","5"
"Never","1992","Berlin","Male","","","","","5"
"Never","1992","Berlin","Female","","","","","5"
"Never","1992","Brandenburg","Male","","","","","5"
"Rarely","1992","Schleswig-Holstein","Female","","","","","4"
"Rarely","1992","Hamburg","Male","","","","","4"
"Rarely","1992","Hamburg","Female","","","","","4"
"Rarely","1992","Lower Saxony","Male","","","","","4"
"Rarely","1992","Lower Saxony","Female","","","","","4"
"Rarely","1992","Bremen","Male","","","","","4"
"Rarely","1992","Bremen","Female","","","","","4"
"Rarely","1992","North Rhine-Westphalia","Male","","","","","4"
"Rarely","1992","North Rhine-Westphalia","Female","","","","","4"
"Rarely","1992","Hesse","Male","","","","","4"
"Rarely","1992","Hesse","Female","","","","","4"
"Rarely","1992","Rhineland-Palatinate,Saarland","Male","","","","","4"
"Rarely","1992","Rhineland-Palatinate,Saarland","Female","","","","","4"
"Rarely","1992","Baden-Württemberg","Male","","","","","4"
"Rarely","1992","Baden-Württemberg","Female","","","","","4"
"Rarely","1992","Bavaria","Male","","","","","4"
"Rarely","1992","Mecklenburg-Western Pomerania","Male","","","","","4"
"Rarely","1992","Mecklenburg-Western Pomerania","Female","","","","","4"
"Rarely","1992","Saxony","Male","","","","","4"
"Rarely","1992","Thuringia","Female","","","","","4"
"Rarely","1992","Schleswig-Holstein","Male","","","","","4"
"Rarely","1992","Saxony","Female","","","","","4"
"Rarely","1992","Saxony-Anhalt","Male","","","","","4"
"Rarely","1992","Saxony-Anhalt","Female","","","","","4"
"Rarely","1992","Thuringia","Male","","","","","4"
