"pli0080","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","1990","no degree/no degree yet","Couple + C. GT 16 ","31","0.124862622060625","0.0817655055912674","0.167959738529984"
"Daily","1990","no degree/no degree yet","Couple + C. LE and GT 16","35","0.167957293506278","0.113345796525954","0.222568790486602"
"Min 1x per week","1990","lower secondary degree","1-pers.-HH","221","0.420828035409114","0.378637861371482","0.463018209446746"
"Min 1x per week","1990","lower secondary degree","(Married) couple without C. ","437","0.319918082142954","0.294474106120502","0.345362058165406"
"Min 1x per week","1990","lower secondary degree","Single parent ","90","0.38093370418339","0.318445595733994","0.443421812632786"
"Min 1x per week","1990","lower secondary degree","Couple + C. LE 16 ","344","0.342963769075973","0.311829323068703","0.374098215083243"
"Min 1x per week","1990","lower secondary degree","Couple + C. GT 16 ","300","0.290060283973599","0.261188750267635","0.318931817679563"
"Min 1x per week","1990","lower secondary degree","Couple + C. LE and GT 16","124","0.312483631740092","0.263215761341428","0.361751502138756"
"Min 1x per week","1990","secondary school degree","1-pers.-HH","109","0.501539167717414","0.43358996424192","0.569488371192908"
"Min 1x per week","1990","secondary school degree","(Married) couple without C. ","187","0.3698565974679","0.324645253459976","0.415067941475824"
"Min 1x per week","1990","secondary school degree","Single parent ","47","0.571664937393599","0.461138716846801","0.682191157940398"
"Min 1x per week","1990","secondary school degree","Couple + C. LE 16 ","165","0.403813608436468","0.355669500089438","0.451957716783499"
"Min 1x per week","1990","secondary school degree","Couple + C. GT 16 ","155","0.387115560903076","0.337076746499814","0.437154375306338"
"Min 1x per week","1990","secondary school degree","Couple + C. LE and GT 16","69","0.51967111558843","0.43277909997293","0.606563131203929"
"Min 1x per week","1990","college entrance qualification","1-pers.-HH","107","0.565240822819007","0.493807086582689","0.636674559055325"
"Min 1x per week","1990","college entrance qualification","(Married) couple without C. ","140","0.417448691043108","0.362375356101299","0.472522025984917"
"Min 1x per week","1990","college entrance qualification","Single parent ","47","0.756324005423272","0.652753418013806","0.859894592832738"
"Min 1x per week","1990","college entrance qualification","Couple + C. LE 16 ","108","0.404981520351741","0.345878730131509","0.464084310571973"
"Min 1x per week","1990","college entrance qualification","Couple + C. GT 16 ","132","0.455954399701471","0.397301894982967","0.514606904419976"
"Min 1x per week","1990","college entrance qualification","Couple + C. LE and GT 16","20","","",""
"Min 1x per week","1990","Other degree","1-pers.-HH","33","0.563722921835871","0.437180503401893","0.690265340269849"
"Min 1x per week","1990","Other degree","(Married) couple without C. ","82","0.506577539858804","0.428373230100001","0.584781849617607"
"Min 1x per week","1990","Other degree","Single parent ","12","","",""
"Min 1x per week","1990","Other degree","Couple + C. LE 16 ","175","0.523358311941986","0.468890189529689","0.577826434354283"
"Min 1x per week","1990","Other degree","Couple + C. GT 16 ","107","0.47868411697963","0.407276563533702","0.550091670425558"
"Min 1x per week","1990","Other degree","Couple + C. LE and GT 16","86","0.521724753786878","0.444080521137044","0.599368986436712"
"Min 1x per week","1990","no degree/no degree yet","1-pers.-HH","25","","",""
"Min 1x per week","1990","no degree/no degree yet","(Married) couple without C. ","45","0.516186512178078","0.407356696526223","0.625016327829933"
"Min 1x per week","1990","no degree/no degree yet","Single parent ","13","","",""
"Min 1x per week","1990","no degree/no degree yet","Couple + C. LE 16 ","85","0.482534516196707","0.406519580498315","0.558549451895099"
"Min 1x per week","1990","no degree/no degree yet","Couple + C. GT 16 ","136","0.638039235241107","0.575385305906416","0.700693164575798"
"Min 1x per week","1990","no degree/no degree yet","Couple + C. LE and GT 16","79","0.464256229507631","0.391399566898253","0.53711289211701"
"Min 1x per month","1990","lower secondary degree","1-pers.-HH","128","0.243390484096779","0.206717781562422","0.280063186631137"
"Min 1x per month","1990","lower secondary degree","(Married) couple without C. ","436","0.34184248924692","0.315968528681728","0.367716449812111"
"Min 1x per month","1990","lower secondary degree","Single parent ","53","0.283328408649451","0.225344264075432","0.34131255322347"
"Min 1x per month","1990","lower secondary degree","Couple + C. LE 16 ","309","0.370197423268354","0.338527918370369","0.401866928166339"
"Min 1x per month","1990","lower secondary degree","Couple + C. GT 16 ","292","0.322290142315375","0.292555658934164","0.352024625696585"
"Min 1x per month","1990","lower secondary degree","Couple + C. LE and GT 16","104","0.353260121937127","0.302453448556047","0.404066795318206"
"Min 1x per month","1990","secondary school degree","1-pers.-HH","44","0.197560810125066","0.143451388956638","0.251670231293494"
"Min 1x per month","1990","secondary school degree","(Married) couple without C. ","150","0.367361823491023","0.322214111620325","0.41250953536172"
"Min 1x per month","1990","secondary school degree","Single parent ","16","","",""
"Min 1x per month","1990","secondary school degree","Couple + C. LE 16 ","140","0.34814700968697","0.301403877668074","0.394890141705866"
"Min 1x per month","1990","secondary school degree","Couple + C. GT 16 ","102","0.304577718576716","0.257298448336198","0.351856988817233"
"Min 1x per month","1990","secondary school degree","Couple + C. LE and GT 16","25","","",""
"Min 1x per month","1990","college entrance qualification","1-pers.-HH","44","0.246242686140728","0.184161548551567","0.30832382372989"
"Min 1x per month","1990","college entrance qualification","(Married) couple without C. ","113","0.395547687352199","0.340940076082245","0.450155298622152"
"Min 1x per month","1990","college entrance qualification","Single parent ","10","","",""
"Min 1x per month","1990","college entrance qualification","Couple + C. LE 16 ","101","0.387960259351705","0.329291272868777","0.446629245834634"
"Min 1x per month","1990","college entrance qualification","Couple + C. GT 16 ","63","0.246037104781279","0.195316608167994","0.296757601394564"
"Min 1x per month","1990","college entrance qualification","Couple + C. LE and GT 16","8","","",""
"Min 1x per month","1990","Other degree","1-pers.-HH","10","","",""
"Min 1x per month","1990","Other degree","(Married) couple without C. ","34","0.209960758467847","0.146253097093419","0.273668419842274"
"Min 1x per month","1990","Other degree","Single parent ","5","","",""
"Min 1x per month","1990","Other degree","Couple + C. LE 16 ","89","0.274117579338552","0.225471436208664","0.322763722468441"
"Min 1x per month","1990","Other degree","Couple + C. GT 16 ","38","0.309767012227728","0.243669577366466","0.375864447088991"
"Min 1x per month","1990","Other degree","Couple + C. LE and GT 16","40","0.266767188300559","0.19802289050572","0.335511486095398"
"Min 1x per month","1990","no degree/no degree yet","1-pers.-HH","3","","",""
"Min 1x per month","1990","no degree/no degree yet","(Married) couple without C. ","19","","",""
"Min 1x per month","1990","no degree/no degree yet","Single parent ","9","","",""
"Min 1x per month","1990","no degree/no degree yet","Couple + C. LE 16 ","36","0.210359649459612","0.148359900283537","0.272359398635687"
"Min 1x per month","1990","no degree/no degree yet","Couple + C. GT 16 ","30","0.119433593773955","0.0771532822846479","0.161713905263261"
"Min 1x per month","1990","no degree/no degree yet","Couple + C. LE and GT 16","39","0.238217001812866","0.175984988202459","0.300449015423274"
"Rarely","1990","lower secondary degree","1-pers.-HH","95","0.177385949418554","0.144741233854462","0.210030664982646"
"Rarely","1990","lower secondary degree","(Married) couple without C. ","330","0.274078227711843","0.249746824842184","0.298409630581502"
"Rarely","1990","lower secondary degree","Single parent ","58","0.23609078046418","0.181444011595772","0.290737549332588"
"Rarely","1990","lower secondary degree","Couple + C. LE 16 ","197","0.244160128996664","0.215984434273231","0.272335823720097"
"Rarely","1990","lower secondary degree","Couple + C. GT 16 ","271","0.318633818390617","0.288988835366762","0.348278801414473"
"Rarely","1990","lower secondary degree","Couple + C. LE and GT 16","70","0.239001324300011","0.193669756790239","0.284332891809784"
"Rarely","1990","secondary school degree","1-pers.-HH","39","0.23437451896837","0.176806695506694","0.291942342430047"
"Rarely","1990","secondary school degree","(Married) couple without C. ","90","0.23396249225445","0.194315597988564","0.273609386520337"
"Rarely","1990","secondary school degree","Single parent ","11","","",""
"Rarely","1990","secondary school degree","Couple + C. LE 16 ","75","0.19971329712632","0.160486040695809","0.23894055355683"
"Rarely","1990","secondary school degree","Couple + C. GT 16 ","70","0.224642619779994","0.181768576765144","0.267516662794844"
"Rarely","1990","secondary school degree","Couple + C. LE and GT 16","18","","",""
"Rarely","1990","college entrance qualification","1-pers.-HH","17","","",""
"Rarely","1990","college entrance qualification","(Married) couple without C. ","47","0.157851907934477","0.117133397236143","0.19857041863281"
"Rarely","1990","college entrance qualification","Single parent ","2","","",""
"Rarely","1990","college entrance qualification","Couple + C. LE 16 ","41","0.148221880232868","0.105441508593903","0.191002251871833"
"Rarely","1990","college entrance qualification","Couple + C. GT 16 ","57","0.213435346682827","0.165184094148616","0.261686599217038"
"Rarely","1990","college entrance qualification","Couple + C. LE and GT 16","14","","",""
"Rarely","1990","Other degree","1-pers.-HH","7","","",""
"Rarely","1990","Other degree","(Married) couple without C. ","23","","",""
"Rarely","1990","Other degree","Single parent ","6","","",""
"Rarely","1990","Other degree","Couple + C. LE 16 ","24","","",""
"Rarely","1990","Other degree","Couple + C. GT 16 ","22","","",""
"Rarely","1990","Other degree","Couple + C. LE and GT 16","20","","",""
"Rarely","1990","no degree/no degree yet","1-pers.-HH","3","","",""
"Rarely","1990","no degree/no degree yet","(Married) couple without C. ","10","","",""
"Rarely","1990","no degree/no degree yet","Single parent ","9","","",""
"Rarely","1990","no degree/no degree yet","Couple + C. LE 16 ","18","","",""
"Rarely","1990","no degree/no degree yet","Couple + C. GT 16 ","22","","",""
"Rarely","1990","no degree/no degree yet","Couple + C. LE and GT 16","21","","",""
"Never","1990","lower secondary degree","1-pers.-HH","41","0.0871387240182759","0.0630361619843667","0.111241286052185"
"Never","1990","lower secondary degree","(Married) couple without C. ","47","0.0363302618656953","0.026123608995858","0.0465369147355326"
"Never","1990","lower secondary degree","Single parent ","9","","",""
"Never","1990","lower secondary degree","Couple + C. LE 16 ","10","","",""
"Never","1990","lower secondary degree","Couple + C. GT 16 ","24","","",""
"Never","1990","lower secondary degree","Couple + C. LE and GT 16","8","","",""
"Never","1990","secondary school degree","1-pers.-HH","7","","",""
"Never","1990","secondary school degree","(Married) couple without C. ","5","","",""
"Never","1990","secondary school degree","Single parent ","2","","",""
"Never","1990","secondary school degree","Couple + C. LE 16 ","3","","",""
"Never","1990","secondary school degree","Couple + C. GT 16 ","4","","",""
"Never","1990","secondary school degree","Couple + C. LE and GT 16","3","","",""
"Never","1990","college entrance qualification","1-pers.-HH","1","","",""
"Never","1990","college entrance qualification","(Married) couple without C. ","5","","",""
"Never","1990","college entrance qualification","Single parent ","3","","",""
"Never","1990","college entrance qualification","Couple + C. LE 16 ","2","","",""
"Never","1990","college entrance qualification","Couple + C. GT 16 ","4","","",""
"Never","1990","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","1990","Other degree","1-pers.-HH","1","","",""
"Never","1990","Other degree","(Married) couple without C. ","5","","",""
"Never","1990","Other degree","Single parent ","2","","",""
"Never","1990","Other degree","Couple + C. LE 16 ","13","","",""
"Never","1990","Other degree","Couple + C. GT 16 ","7","","",""
"Never","1990","Other degree","Couple + C. LE and GT 16","2","","",""
"Never","1990","no degree/no degree yet","1-pers.-HH","3","","",""
"Never","1990","no degree/no degree yet","(Married) couple without C. ","4","","",""
"Never","1990","no degree/no degree yet","Single parent ","3","","",""
"Never","1990","no degree/no degree yet","Couple + C. LE 16 ","3","","",""
"Never","1990","no degree/no degree yet","Couple + C. GT 16 ","7","","",""
"Never","1990","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"Daily","1991","lower secondary degree","1-pers.-HH","","","",""
"Daily","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1991","lower secondary degree","Single parent ","","","",""
"Daily","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1991","secondary school degree","1-pers.-HH","","","",""
"Daily","1991","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1991","secondary school degree","Single parent ","","","",""
"Daily","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1991","college entrance qualification","1-pers.-HH","","","",""
"Daily","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1991","college entrance qualification","Single parent ","","","",""
"Daily","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1991","Other degree","1-pers.-HH","","","",""
"Daily","1991","Other degree","(Married) couple without C. ","","","",""
"Daily","1991","Other degree","Single parent ","","","",""
"Daily","1991","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1991","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1991","no degree/no degree yet","Single parent ","","","",""
"Daily","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per week","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per week","1991","lower secondary degree","Single parent ","","","",""
"Min 1x per week","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","secondary school degree","1-pers.-HH","","","",""
"Min 1x per week","1991","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per week","1991","secondary school degree","Single parent ","","","",""
"Min 1x per week","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per week","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per week","1991","college entrance qualification","Single parent ","","","",""
"Min 1x per week","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Other degree","1-pers.-HH","","","",""
"Min 1x per week","1991","Other degree","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Other degree","Single parent ","","","",""
"Min 1x per week","1991","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per week","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Single parent ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per month","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per month","1991","lower secondary degree","Single parent ","","","",""
"Min 1x per month","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","secondary school degree","1-pers.-HH","","","",""
"Min 1x per month","1991","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per month","1991","secondary school degree","Single parent ","","","",""
"Min 1x per month","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per month","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per month","1991","college entrance qualification","Single parent ","","","",""
"Min 1x per month","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","Other degree","1-pers.-HH","","","",""
"Min 1x per month","1991","Other degree","(Married) couple without C. ","","","",""
"Min 1x per month","1991","Other degree","Single parent ","","","",""
"Min 1x per month","1991","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per month","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Single parent ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","1991","lower secondary degree","1-pers.-HH","","","",""
"Rarely","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","1991","lower secondary degree","Single parent ","","","",""
"Rarely","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","1991","secondary school degree","1-pers.-HH","","","",""
"Rarely","1991","secondary school degree","(Married) couple without C. ","","","",""
"Rarely","1991","secondary school degree","Single parent ","","","",""
"Rarely","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Rarely","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Rarely","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Rarely","1991","college entrance qualification","1-pers.-HH","","","",""
"Rarely","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","1991","college entrance qualification","Single parent ","","","",""
"Rarely","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","1991","Other degree","1-pers.-HH","","","",""
"Rarely","1991","Other degree","(Married) couple without C. ","","","",""
"Rarely","1991","Other degree","Single parent ","","","",""
"Rarely","1991","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","1991","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","1991","no degree/no degree yet","Single parent ","","","",""
"Rarely","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","1991","lower secondary degree","1-pers.-HH","","","",""
"Never","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Never","1991","lower secondary degree","Single parent ","","","",""
"Never","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","1991","secondary school degree","1-pers.-HH","","","",""
"Never","1991","secondary school degree","(Married) couple without C. ","","","",""
"Never","1991","secondary school degree","Single parent ","","","",""
"Never","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","1991","college entrance qualification","1-pers.-HH","","","",""
"Never","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Never","1991","college entrance qualification","Single parent ","","","",""
"Never","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","1991","Other degree","1-pers.-HH","","","",""
"Never","1991","Other degree","(Married) couple without C. ","","","",""
"Never","1991","Other degree","Single parent ","","","",""
"Never","1991","Other degree","Couple + C. LE 16 ","","","",""
"Never","1991","Other degree","Couple + C. GT 16 ","","","",""
"Never","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Never","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Never","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","1991","no degree/no degree yet","Single parent ","","","",""
"Never","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Daily","1992","lower secondary degree","1-pers.-HH","","","",""
"Daily","1992","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1992","lower secondary degree","Single parent ","","","",""
"Daily","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1992","secondary school degree","1-pers.-HH","","","",""
"Daily","1992","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1992","secondary school degree","Single parent ","","","",""
"Daily","1992","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1992","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1992","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1992","college entrance qualification","1-pers.-HH","","","",""
"Daily","1992","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1992","college entrance qualification","Single parent ","","","",""
"Daily","1992","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1992","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1992","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1992","Other degree","1-pers.-HH","","","",""
"Daily","1992","Other degree","(Married) couple without C. ","","","",""
"Daily","1992","Other degree","Single parent ","","","",""
"Daily","1992","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1992","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1992","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1992","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1992","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1992","no degree/no degree yet","Single parent ","","","",""
"Daily","1992","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1992","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1992","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per week","1992","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per week","1992","lower secondary degree","Single parent ","","","",""
"Min 1x per week","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","secondary school degree","1-pers.-HH","","","",""
"Min 1x per week","1992","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per week","1992","secondary school degree","Single parent ","","","",""
"Min 1x per week","1992","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per week","1992","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per week","1992","college entrance qualification","Single parent ","","","",""
"Min 1x per week","1992","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","Other degree","1-pers.-HH","","","",""
"Min 1x per week","1992","Other degree","(Married) couple without C. ","","","",""
"Min 1x per week","1992","Other degree","Single parent ","","","",""
"Min 1x per week","1992","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per week","1992","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Single parent ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1992","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per month","1992","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per month","1992","lower secondary degree","Single parent ","","","",""
"Min 1x per month","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1992","secondary school degree","1-pers.-HH","","","",""
"Min 1x per month","1992","secondary school degree","(Married) couple without C. ","","","",""
