"pli0080","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1990","college entrance qualification","middle vocational","170","0.604596009502428","0.547428655243667","0.661763363761189"
"Min 1x per week","1990","college entrance qualification","vocational + Abi","104","0.472243968332742","0.405667457915619","0.538820478749864"
"Min 1x per week","1990","college entrance qualification","higher vocational","54","0.451918914755031","0.360958624509742","0.542879205000319"
"Min 1x per week","1990","college entrance qualification","higher education","262","0.451359121251147","0.41127314812458","0.491445094377715"
"Min 1x per week","1990","Other degree","in school","","","",""
"Min 1x per week","1990","Other degree","inadequately","10","","",""
"Min 1x per week","1990","Other degree","general elemantary","290","0.541454160659102","0.498831489291618","0.584076832026586"
"Min 1x per week","1990","Other degree","middle vocational","189","0.520428992053504","0.467940309735554","0.572917674371454"
"Min 1x per week","1990","Other degree","vocational + Abi","43","0.593326295149453","0.479863967991553","0.706788622307353"
"Min 1x per week","1990","Other degree","higher vocational","4","","",""
"Min 1x per week","1990","Other degree","higher education","16","","",""
"Min 1x per week","1990","no degree/no degree yet","in school","82","0.549854756605314","0.473006241757054","0.626703271453575"
"Min 1x per week","1990","no degree/no degree yet","inadequately","332","0.525695911285902","0.485807606534143","0.565584216037661"
"Min 1x per week","1990","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1990","no degree/no degree yet","middle vocational","36","0.38457644097584","0.274474276682421","0.49467860526926"
"Min 1x per week","1990","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1990","no degree/no degree yet","higher vocational","1","","",""
"Min 1x per week","1990","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1990","lower secondary degree","in school","","","",""
"Min 1x per month","1990","lower secondary degree","inadequately","","","",""
"Min 1x per month","1990","lower secondary degree","general elemantary","416","0.290870832062997","0.268547331887574","0.31319433223842"
"Min 1x per month","1990","lower secondary degree","middle vocational","890","0.326974858388262","0.30929668942231","0.344653027354213"
"Min 1x per month","1990","lower secondary degree","vocational + Abi","1","","",""
"Min 1x per month","1990","lower secondary degree","higher vocational","84","0.34496868565407","0.282856372955195","0.407080998352946"
"Min 1x per month","1990","lower secondary degree","higher education","7","","",""
"Min 1x per month","1990","secondary school degree","in school","","","",""
"Min 1x per month","1990","secondary school degree","inadequately","","","",""
"Min 1x per month","1990","secondary school degree","general elemantary","72","0.237432758573324","0.193416790474176","0.281448726672472"
"Min 1x per month","1990","secondary school degree","middle vocational","359","0.316969396813159","0.289522559863215","0.344416233763104"
"Min 1x per month","1990","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1990","secondary school degree","higher vocational","57","0.310945964468398","0.240103237593694","0.381788691343102"
"Min 1x per month","1990","secondary school degree","higher education","16","","",""
"Min 1x per month","1990","college entrance qualification","in school","","","",""
"Min 1x per month","1990","college entrance qualification","inadequately","","","",""
"Min 1x per month","1990","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1990","college entrance qualification","middle vocational","44","0.166506573173003","0.122949196858673","0.210063949487333"
"Min 1x per month","1990","college entrance qualification","vocational + Abi","63","0.297702279365619","0.236724314629437","0.358680244101801"
"Min 1x per month","1990","college entrance qualification","higher vocational","34","0.321446192795846","0.236087951223393","0.4068044343683"
"Min 1x per month","1990","college entrance qualification","higher education","210","0.349015079335717","0.310618300024851","0.387411858646583"
"Min 1x per month","1990","Other degree","in school","","","",""
"Min 1x per month","1990","Other degree","inadequately","10","","",""
"Min 1x per month","1990","Other degree","general elemantary","108","0.187762437148165","0.154357217536699","0.221167656759632"
"Min 1x per month","1990","Other degree","middle vocational","86","0.285623868793738","0.238164802960894","0.333082934626581"
"Min 1x per month","1990","Other degree","vocational + Abi","17","","",""
"Min 1x per month","1990","Other degree","higher vocational","","","",""
"Min 1x per month","1990","Other degree","higher education","7","","",""
"Min 1x per month","1990","no degree/no degree yet","in school","25","","",""
"Min 1x per month","1990","no degree/no degree yet","inadequately","111","0.169224791486102","0.139272944854008","0.199176638118197"
"Min 1x per month","1990","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1990","no degree/no degree yet","middle vocational","16","","",""
"Min 1x per month","1990","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1990","no degree/no degree yet","higher vocational","1","","",""
"Min 1x per month","1990","no degree/no degree yet","higher education","1","","",""
"Rarely","1990","lower secondary degree","in school","","","",""
"Rarely","1990","lower secondary degree","inadequately","","","",""
"Rarely","1990","lower secondary degree","general elemantary","388","0.261094766378791","0.239505246544064","0.282684286213517"
"Rarely","1990","lower secondary degree","middle vocational","640","0.247289504267352","0.231030973986693","0.263548034548011"
"Rarely","1990","lower secondary degree","vocational + Abi","3","","",""
"Rarely","1990","lower secondary degree","higher vocational","62","0.290483345699748","0.231163672747167","0.349803018652329"
"Rarely","1990","lower secondary degree","higher education","2","","",""
"Rarely","1990","secondary school degree","in school","","","",""
"Rarely","1990","secondary school degree","inadequately","","","",""
"Rarely","1990","secondary school degree","general elemantary","47","0.144736503261538","0.108341658354563","0.181131348168513"
"Rarely","1990","secondary school degree","middle vocational","216","0.228446345487015","0.203681322916913","0.253211368057117"
"Rarely","1990","secondary school degree","vocational + Abi","","","",""
"Rarely","1990","secondary school degree","higher vocational","40","0.263240583212666","0.19583972337935","0.330641443045982"
"Rarely","1990","secondary school degree","higher education","14","","",""
"Rarely","1990","college entrance qualification","in school","","","",""
"Rarely","1990","college entrance qualification","inadequately","","","",""
"Rarely","1990","college entrance qualification","general elemantary","","","",""
"Rarely","1990","college entrance qualification","middle vocational","30","0.101351387406417","0.0660652001728605","0.136637574639973"
"Rarely","1990","college entrance qualification","vocational + Abi","35","0.154380929729117","0.106196643972761","0.202565215485472"
"Rarely","1990","college entrance qualification","higher vocational","22","","",""
"Rarely","1990","college entrance qualification","higher education","97","0.1599160953257","0.130390772269288","0.189441418382113"
"Rarely","1990","Other degree","in school","","","",""
"Rarely","1990","Other degree","inadequately","5","","",""
"Rarely","1990","Other degree","general elemantary","52","0.129940918728196","0.101179137536591","0.158702699919801"
"Rarely","1990","Other degree","middle vocational","40","0.105287422352776","0.0730404840226465","0.137534360682906"
"Rarely","1990","Other degree","vocational + Abi","7","","",""
"Rarely","1990","Other degree","higher vocational","","","",""
"Rarely","1990","Other degree","higher education","6","","",""
"Rarely","1990","no degree/no degree yet","in school","13","","",""
"Rarely","1990","no degree/no degree yet","inadequately","68","0.125831962698949","0.0993382518412093","0.152325673556689"
"Rarely","1990","no degree/no degree yet","general elemantary","","","",""
"Rarely","1990","no degree/no degree yet","middle vocational","9","","",""
"Rarely","1990","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","1990","no degree/no degree yet","higher vocational","1","","",""
"Rarely","1990","no degree/no degree yet","higher education","","","",""
"Never","1990","lower secondary degree","in school","","","",""
"Never","1990","lower secondary degree","inadequately","","","",""
"Never","1990","lower secondary degree","general elemantary","69","0.0576402188892951","0.0461845431836029","0.0690958945949873"
"Never","1990","lower secondary degree","middle vocational","77","0.0339116174719433","0.0270906317812069","0.0407326031626798"
"Never","1990","lower secondary degree","vocational + Abi","","","",""
"Never","1990","lower secondary degree","higher vocational","5","","",""
"Never","1990","lower secondary degree","higher education","1","","",""
"Never","1990","secondary school degree","in school","","","",""
"Never","1990","secondary school degree","inadequately","","","",""
"Never","1990","secondary school degree","general elemantary","6","","",""
"Never","1990","secondary school degree","middle vocational","15","","",""
"Never","1990","secondary school degree","vocational + Abi","","","",""
"Never","1990","secondary school degree","higher vocational","2","","",""
"Never","1990","secondary school degree","higher education","1","","",""
"Never","1990","college entrance qualification","in school","","","",""
"Never","1990","college entrance qualification","inadequately","","","",""
"Never","1990","college entrance qualification","general elemantary","","","",""
"Never","1990","college entrance qualification","middle vocational","3","","",""
"Never","1990","college entrance qualification","vocational + Abi","4","","",""
"Never","1990","college entrance qualification","higher vocational","3","","",""
"Never","1990","college entrance qualification","higher education","5","","",""
"Never","1990","Other degree","in school","","","",""
"Never","1990","Other degree","inadequately","1","","",""
"Never","1990","Other degree","general elemantary","24","","",""
"Never","1990","Other degree","middle vocational","6","","",""
"Never","1990","Other degree","vocational + Abi","3","","",""
"Never","1990","Other degree","higher vocational","1","","",""
"Never","1990","Other degree","higher education","1","","",""
"Never","1990","no degree/no degree yet","in school","2","","",""
"Never","1990","no degree/no degree yet","inadequately","23","","",""
"Never","1990","no degree/no degree yet","general elemantary","","","",""
"Never","1990","no degree/no degree yet","middle vocational","2","","",""
"Never","1990","no degree/no degree yet","vocational + Abi","","","",""
"Never","1990","no degree/no degree yet","higher vocational","","","",""
"Never","1990","no degree/no degree yet","higher education","","","",""
"Daily","1991","lower secondary degree","in school","","","",""
"Daily","1991","lower secondary degree","inadequately","","","",""
"Daily","1991","lower secondary degree","general elemantary","","","",""
"Daily","1991","lower secondary degree","middle vocational","","","",""
"Daily","1991","lower secondary degree","vocational + Abi","","","",""
"Daily","1991","lower secondary degree","higher vocational","","","",""
"Daily","1991","lower secondary degree","higher education","","","",""
"Daily","1991","secondary school degree","in school","","","",""
"Daily","1991","secondary school degree","inadequately","","","",""
"Daily","1991","secondary school degree","general elemantary","","","",""
"Daily","1991","secondary school degree","middle vocational","","","",""
"Daily","1991","secondary school degree","vocational + Abi","","","",""
"Daily","1991","secondary school degree","higher vocational","","","",""
"Daily","1991","secondary school degree","higher education","","","",""
"Daily","1991","college entrance qualification","in school","","","",""
"Daily","1991","college entrance qualification","inadequately","","","",""
"Daily","1991","college entrance qualification","general elemantary","","","",""
"Daily","1991","college entrance qualification","middle vocational","","","",""
"Daily","1991","college entrance qualification","vocational + Abi","","","",""
"Daily","1991","college entrance qualification","higher vocational","","","",""
"Daily","1991","college entrance qualification","higher education","","","",""
"Daily","1991","Other degree","in school","","","",""
"Daily","1991","Other degree","inadequately","","","",""
"Daily","1991","Other degree","general elemantary","","","",""
"Daily","1991","Other degree","middle vocational","","","",""
"Daily","1991","Other degree","vocational + Abi","","","",""
"Daily","1991","Other degree","higher vocational","","","",""
"Daily","1991","Other degree","higher education","","","",""
"Daily","1991","no degree/no degree yet","in school","","","",""
"Daily","1991","no degree/no degree yet","inadequately","","","",""
"Daily","1991","no degree/no degree yet","general elemantary","","","",""
"Daily","1991","no degree/no degree yet","middle vocational","","","",""
"Daily","1991","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1991","no degree/no degree yet","higher vocational","","","",""
"Daily","1991","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1991","lower secondary degree","in school","","","",""
"Min 1x per week","1991","lower secondary degree","inadequately","","","",""
"Min 1x per week","1991","lower secondary degree","general elemantary","","","",""
"Min 1x per week","1991","lower secondary degree","middle vocational","","","",""
"Min 1x per week","1991","lower secondary degree","vocational + Abi","","","",""
"Min 1x per week","1991","lower secondary degree","higher vocational","","","",""
"Min 1x per week","1991","lower secondary degree","higher education","","","",""
"Min 1x per week","1991","secondary school degree","in school","","","",""
"Min 1x per week","1991","secondary school degree","inadequately","","","",""
"Min 1x per week","1991","secondary school degree","general elemantary","","","",""
"Min 1x per week","1991","secondary school degree","middle vocational","","","",""
"Min 1x per week","1991","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1991","secondary school degree","higher vocational","","","",""
"Min 1x per week","1991","secondary school degree","higher education","","","",""
"Min 1x per week","1991","college entrance qualification","in school","","","",""
"Min 1x per week","1991","college entrance qualification","inadequately","","","",""
"Min 1x per week","1991","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1991","college entrance qualification","middle vocational","","","",""
"Min 1x per week","1991","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1991","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1991","college entrance qualification","higher education","","","",""
"Min 1x per week","1991","Other degree","in school","","","",""
"Min 1x per week","1991","Other degree","inadequately","","","",""
"Min 1x per week","1991","Other degree","general elemantary","","","",""
"Min 1x per week","1991","Other degree","middle vocational","","","",""
"Min 1x per week","1991","Other degree","vocational + Abi","","","",""
"Min 1x per week","1991","Other degree","higher vocational","","","",""
"Min 1x per week","1991","Other degree","higher education","","","",""
"Min 1x per week","1991","no degree/no degree yet","in school","","","",""
"Min 1x per week","1991","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1991","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1991","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1991","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1991","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1991","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1991","lower secondary degree","in school","","","",""
"Min 1x per month","1991","lower secondary degree","inadequately","","","",""
"Min 1x per month","1991","lower secondary degree","general elemantary","","","",""
"Min 1x per month","1991","lower secondary degree","middle vocational","","","",""
"Min 1x per month","1991","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1991","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1991","lower secondary degree","higher education","","","",""
"Min 1x per month","1991","secondary school degree","in school","","","",""
"Min 1x per month","1991","secondary school degree","inadequately","","","",""
"Min 1x per month","1991","secondary school degree","general elemantary","","","",""
"Min 1x per month","1991","secondary school degree","middle vocational","","","",""
"Min 1x per month","1991","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1991","secondary school degree","higher vocational","","","",""
"Min 1x per month","1991","secondary school degree","higher education","","","",""
"Min 1x per month","1991","college entrance qualification","in school","","","",""
"Min 1x per month","1991","college entrance qualification","inadequately","","","",""
"Min 1x per month","1991","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1991","college entrance qualification","middle vocational","","","",""
"Min 1x per month","1991","college entrance qualification","vocational + Abi","","","",""
"Min 1x per month","1991","college entrance qualification","higher vocational","","","",""
"Min 1x per month","1991","college entrance qualification","higher education","","","",""
"Min 1x per month","1991","Other degree","in school","","","",""
"Min 1x per month","1991","Other degree","inadequately","","","",""
"Min 1x per month","1991","Other degree","general elemantary","","","",""
"Min 1x per month","1991","Other degree","middle vocational","","","",""
"Min 1x per month","1991","Other degree","vocational + Abi","","","",""
"Min 1x per month","1991","Other degree","higher vocational","","","",""
"Min 1x per month","1991","Other degree","higher education","","","",""
"Min 1x per month","1991","no degree/no degree yet","in school","","","",""
"Min 1x per month","1991","no degree/no degree yet","inadequately","","","",""
"Min 1x per month","1991","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1991","no degree/no degree yet","middle vocational","","","",""
"Min 1x per month","1991","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1991","no degree/no degree yet","higher vocational","","","",""
"Min 1x per month","1991","no degree/no degree yet","higher education","","","",""
"Rarely","1991","lower secondary degree","in school","","","",""
"Rarely","1991","lower secondary degree","inadequately","","","",""
"Rarely","1991","lower secondary degree","general elemantary","","","",""
"Rarely","1991","lower secondary degree","middle vocational","","","",""
"Rarely","1991","lower secondary degree","vocational + Abi","","","",""
"Rarely","1991","lower secondary degree","higher vocational","","","",""
"Rarely","1991","lower secondary degree","higher education","","","",""
"Rarely","1991","secondary school degree","in school","","","",""
"Rarely","1991","secondary school degree","inadequately","","","",""
"Rarely","1991","secondary school degree","general elemantary","","","",""
"Rarely","1991","secondary school degree","middle vocational","","","",""
"Rarely","1991","secondary school degree","vocational + Abi","","","",""
"Rarely","1991","secondary school degree","higher vocational","","","",""
"Rarely","1991","secondary school degree","higher education","","","",""
"Rarely","1991","college entrance qualification","in school","","","",""
"Rarely","1991","college entrance qualification","inadequately","","","",""
"Rarely","1991","college entrance qualification","general elemantary","","","",""
"Rarely","1991","college entrance qualification","middle vocational","","","",""
"Rarely","1991","college entrance qualification","vocational + Abi","","","",""
"Rarely","1991","college entrance qualification","higher vocational","","","",""
"Rarely","1991","college entrance qualification","higher education","","","",""
"Rarely","1991","Other degree","in school","","","",""
"Rarely","1991","Other degree","inadequately","","","",""
"Rarely","1991","Other degree","general elemantary","","","",""
"Rarely","1991","Other degree","middle vocational","","","",""
"Rarely","1991","Other degree","vocational + Abi","","","",""
"Rarely","1991","Other degree","higher vocational","","","",""
"Rarely","1991","Other degree","higher education","","","",""
"Rarely","1991","no degree/no degree yet","in school","","","",""
"Rarely","1991","no degree/no degree yet","inadequately","","","",""
"Rarely","1991","no degree/no degree yet","general elemantary","","","",""
"Rarely","1991","no degree/no degree yet","middle vocational","","","",""
"Rarely","1991","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","1991","no degree/no degree yet","higher vocational","","","",""
"Rarely","1991","no degree/no degree yet","higher education","","","",""
"Never","1991","lower secondary degree","in school","","","",""
"Never","1991","lower secondary degree","inadequately","","","",""
"Never","1991","lower secondary degree","general elemantary","","","",""
"Never","1991","lower secondary degree","middle vocational","","","",""
"Never","1991","lower secondary degree","vocational + Abi","","","",""
"Never","1991","lower secondary degree","higher vocational","","","",""
"Never","1991","lower secondary degree","higher education","","","",""
"Never","1991","secondary school degree","in school","","","",""
"Never","1991","secondary school degree","inadequately","","","",""
"Never","1991","secondary school degree","general elemantary","","","",""
"Never","1991","secondary school degree","middle vocational","","","",""
"Never","1991","secondary school degree","vocational + Abi","","","",""
"Never","1991","secondary school degree","higher vocational","","","",""
"Never","1991","secondary school degree","higher education","","","",""
"Never","1991","college entrance qualification","in school","","","",""
"Never","1991","college entrance qualification","inadequately","","","",""
"Never","1991","college entrance qualification","general elemantary","","","",""
"Never","1991","college entrance qualification","middle vocational","","","",""
"Never","1991","college entrance qualification","vocational + Abi","","","",""
"Never","1991","college entrance qualification","higher vocational","","","",""
"Never","1991","college entrance qualification","higher education","","","",""
"Never","1991","Other degree","in school","","","",""
"Never","1991","Other degree","inadequately","","","",""
"Never","1991","Other degree","general elemantary","","","",""
"Never","1991","Other degree","middle vocational","","","",""
"Never","1991","Other degree","vocational + Abi","","","",""
"Never","1991","Other degree","higher vocational","","","",""
"Never","1991","Other degree","higher education","","","",""
"Never","1991","no degree/no degree yet","in school","","","",""
"Never","1991","no degree/no degree yet","inadequately","","","",""
"Never","1991","no degree/no degree yet","general elemantary","","","",""
"Never","1991","no degree/no degree yet","middle vocational","","","",""
"Never","1991","no degree/no degree yet","vocational + Abi","","","",""
"Never","1991","no degree/no degree yet","higher vocational","","","",""
"Never","1991","no degree/no degree yet","higher education","","","",""
"Daily","1992","lower secondary degree","in school","","","",""
"Daily","1992","lower secondary degree","inadequately","","","",""
"Daily","1992","lower secondary degree","general elemantary","","","",""
"Daily","1992","lower secondary degree","middle vocational","","","",""
"Daily","1992","lower secondary degree","vocational + Abi","","","",""
"Daily","1992","lower secondary degree","higher vocational","","","",""
"Daily","1992","lower secondary degree","higher education","","","",""
"Daily","1992","secondary school degree","in school","","","",""
"Daily","1992","secondary school degree","inadequately","","","",""
"Daily","1992","secondary school degree","general elemantary","","","",""
"Daily","1992","secondary school degree","middle vocational","","","",""
"Daily","1992","secondary school degree","vocational + Abi","","","",""
"Daily","1992","secondary school degree","higher vocational","","","",""
"Daily","1992","secondary school degree","higher education","","","",""
"Daily","1992","college entrance qualification","in school","","","",""
"Daily","1992","college entrance qualification","inadequately","","","",""
"Daily","1992","college entrance qualification","general elemantary","","","",""
"Daily","1992","college entrance qualification","middle vocational","","","",""
"Daily","1992","college entrance qualification","vocational + Abi","","","",""
"Daily","1992","college entrance qualification","higher vocational","","","",""
"Daily","1992","college entrance qualification","higher education","","","",""
"Daily","1992","Other degree","in school","","","",""
"Daily","1992","Other degree","inadequately","","","",""
"Daily","1992","Other degree","general elemantary","","","",""
"Daily","1992","Other degree","middle vocational","","","",""
"Daily","1992","Other degree","vocational + Abi","","","",""
"Daily","1992","Other degree","higher vocational","","","",""
"Daily","1992","Other degree","higher education","","","",""
"Daily","1992","no degree/no degree yet","in school","","","",""
"Daily","1992","no degree/no degree yet","inadequately","","","",""
"Daily","1992","no degree/no degree yet","general elemantary","","","",""
"Daily","1992","no degree/no degree yet","middle vocational","","","",""
"Daily","1992","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1992","no degree/no degree yet","higher vocational","","","",""
"Daily","1992","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1992","lower secondary degree","in school","","","",""
"Min 1x per week","1992","lower secondary degree","inadequately","","","",""
"Min 1x per week","1992","lower secondary degree","general elemantary","","","",""
"Min 1x per week","1992","lower secondary degree","middle vocational","","","",""
"Min 1x per week","1992","lower secondary degree","vocational + Abi","","","",""
"Min 1x per week","1992","lower secondary degree","higher vocational","","","",""
"Min 1x per week","1992","lower secondary degree","higher education","","","",""
"Min 1x per week","1992","secondary school degree","in school","","","",""
"Min 1x per week","1992","secondary school degree","inadequately","","","",""
"Min 1x per week","1992","secondary school degree","general elemantary","","","",""
"Min 1x per week","1992","secondary school degree","middle vocational","","","",""
"Min 1x per week","1992","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1992","secondary school degree","higher vocational","","","",""
"Min 1x per week","1992","secondary school degree","higher education","","","",""
"Min 1x per week","1992","college entrance qualification","in school","","","",""
"Min 1x per week","1992","college entrance qualification","inadequately","","","",""
"Min 1x per week","1992","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1992","college entrance qualification","middle vocational","","","",""
"Min 1x per week","1992","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1992","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1992","college entrance qualification","higher education","","","",""
"Min 1x per week","1992","Other degree","in school","","","",""
"Min 1x per week","1992","Other degree","inadequately","","","",""
"Min 1x per week","1992","Other degree","general elemantary","","","",""
"Min 1x per week","1992","Other degree","middle vocational","","","",""
"Min 1x per week","1992","Other degree","vocational + Abi","","","",""
"Min 1x per week","1992","Other degree","higher vocational","","","",""
"Min 1x per week","1992","Other degree","higher education","","","",""
"Min 1x per week","1992","no degree/no degree yet","in school","","","",""
"Min 1x per week","1992","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1992","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1992","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1992","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1992","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1992","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1992","lower secondary degree","in school","","","",""
"Min 1x per month","1992","lower secondary degree","inadequately","","","",""
"Min 1x per month","1992","lower secondary degree","general elemantary","","","",""
"Min 1x per month","1992","lower secondary degree","middle vocational","","","",""
"Min 1x per month","1992","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1992","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1992","lower secondary degree","higher education","","","",""
"Min 1x per month","1992","secondary school degree","in school","","","",""
"Min 1x per month","1992","secondary school degree","inadequately","","","",""
"Min 1x per month","1992","secondary school degree","general elemantary","","","",""
"Min 1x per month","1992","secondary school degree","middle vocational","","","",""
"Min 1x per month","1992","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1992","secondary school degree","higher vocational","","","",""
"Min 1x per month","1992","secondary school degree","higher education","","","",""
"Min 1x per month","1992","college entrance qualification","in school","","","",""
"Min 1x per month","1992","college entrance qualification","inadequately","","","",""
"Min 1x per month","1992","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1992","college entrance qualification","middle vocational","","","",""
"Min 1x per month","1992","college entrance qualification","vocational + Abi","","","",""
"Min 1x per month","1992","college entrance qualification","higher vocational","","","",""
"Min 1x per month","1992","college entrance qualification","higher education","","","",""
"Min 1x per month","1992","Other degree","in school","","","",""
"Min 1x per month","1992","Other degree","inadequately","","","",""
"Min 1x per month","1992","Other degree","general elemantary","","","",""
"Min 1x per month","1992","Other degree","middle vocational","","","",""
"Min 1x per month","1992","Other degree","vocational + Abi","","","",""
"Min 1x per month","1992","Other degree","higher vocational","","","",""
"Min 1x per month","1992","Other degree","higher education","","","",""
"Min 1x per month","1992","no degree/no degree yet","in school","","","",""
"Min 1x per month","1992","no degree/no degree yet","inadequately","","","",""
"Min 1x per month","1992","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1992","no degree/no degree yet","middle vocational","","","",""
"Min 1x per month","1992","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1992","no degree/no degree yet","higher vocational","","","",""
"Min 1x per month","1992","no degree/no degree yet","higher education","","","",""
"Rarely","1992","lower secondary degree","in school","","","",""
