"pli0080","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","1991","Employed","higher education","","","",""
"Min 1x per week","1991","Not Employed","in school","","","",""
"Min 1x per week","1991","Not Employed","inadequately","","","",""
"Min 1x per week","1991","Not Employed","general elemantary","","","",""
"Min 1x per week","1991","Not Employed","middle vocational","","","",""
"Min 1x per week","1991","Not Employed","vocational + Abi","","","",""
"Min 1x per week","1991","Not Employed","higher vocational","","","",""
"Min 1x per week","1991","Not Employed","higher education","","","",""
"Min 1x per week","1991","Employed","in school","","","",""
"Min 1x per week","1991","Employed","inadequately","","","",""
"Min 1x per week","1991","Employed","general elemantary","","","",""
"Min 1x per week","1991","Employed","middle vocational","","","",""
"Min 1x per week","1991","Employed","vocational + Abi","","","",""
"Min 1x per week","1991","Employed","higher vocational","","","",""
"Min 1x per week","1991","Employed","higher education","","","",""
"Min 1x per month","1991","Not Employed","in school","","","",""
"Min 1x per month","1991","Not Employed","inadequately","","","",""
"Min 1x per month","1991","Not Employed","general elemantary","","","",""
"Min 1x per month","1991","Not Employed","middle vocational","","","",""
"Min 1x per month","1991","Not Employed","vocational + Abi","","","",""
"Min 1x per month","1991","Not Employed","higher vocational","","","",""
"Min 1x per month","1991","Not Employed","higher education","","","",""
"Min 1x per month","1991","Employed","in school","","","",""
"Min 1x per month","1991","Employed","inadequately","","","",""
"Min 1x per month","1991","Employed","general elemantary","","","",""
"Min 1x per month","1991","Employed","middle vocational","","","",""
"Min 1x per month","1991","Employed","vocational + Abi","","","",""
"Min 1x per month","1991","Employed","higher vocational","","","",""
"Min 1x per month","1991","Employed","higher education","","","",""
"Rarely","1991","Not Employed","in school","","","",""
"Rarely","1991","Not Employed","inadequately","","","",""
"Rarely","1991","Not Employed","general elemantary","","","",""
"Rarely","1991","Not Employed","middle vocational","","","",""
"Rarely","1991","Not Employed","vocational + Abi","","","",""
"Rarely","1991","Not Employed","higher vocational","","","",""
"Rarely","1991","Not Employed","higher education","","","",""
"Rarely","1991","Employed","in school","","","",""
"Rarely","1991","Employed","inadequately","","","",""
"Rarely","1991","Employed","general elemantary","","","",""
"Rarely","1991","Employed","middle vocational","","","",""
"Rarely","1991","Employed","vocational + Abi","","","",""
"Rarely","1991","Employed","higher vocational","","","",""
"Rarely","1991","Employed","higher education","","","",""
"Never","1991","Not Employed","in school","","","",""
"Never","1991","Not Employed","inadequately","","","",""
"Never","1991","Not Employed","general elemantary","","","",""
"Never","1991","Not Employed","middle vocational","","","",""
"Never","1991","Not Employed","vocational + Abi","","","",""
"Never","1991","Not Employed","higher vocational","","","",""
"Never","1991","Not Employed","higher education","","","",""
"Never","1991","Employed","in school","","","",""
"Never","1991","Employed","inadequately","","","",""
"Never","1991","Employed","general elemantary","","","",""
"Never","1991","Employed","middle vocational","","","",""
"Never","1991","Employed","vocational + Abi","","","",""
"Never","1991","Employed","higher vocational","","","",""
"Never","1991","Employed","higher education","","","",""
"Daily","1992","Not Employed","in school","","","",""
"Daily","1992","Not Employed","inadequately","","","",""
"Daily","1992","Not Employed","general elemantary","","","",""
"Daily","1992","Not Employed","middle vocational","","","",""
"Daily","1992","Not Employed","vocational + Abi","","","",""
"Daily","1992","Not Employed","higher vocational","","","",""
"Daily","1992","Not Employed","higher education","","","",""
"Daily","1992","Employed","in school","","","",""
"Daily","1992","Employed","inadequately","","","",""
"Daily","1992","Employed","general elemantary","","","",""
"Daily","1992","Employed","middle vocational","","","",""
"Daily","1992","Employed","vocational + Abi","","","",""
"Daily","1992","Employed","higher vocational","","","",""
"Daily","1992","Employed","higher education","","","",""
"Min 1x per week","1992","Not Employed","in school","","","",""
"Min 1x per week","1992","Not Employed","inadequately","","","",""
"Min 1x per week","1992","Not Employed","general elemantary","","","",""
"Min 1x per week","1992","Not Employed","middle vocational","","","",""
"Min 1x per week","1992","Not Employed","vocational + Abi","","","",""
"Min 1x per week","1992","Not Employed","higher vocational","","","",""
"Min 1x per week","1992","Not Employed","higher education","","","",""
"Min 1x per week","1992","Employed","in school","","","",""
"Min 1x per week","1992","Employed","inadequately","","","",""
"Min 1x per week","1992","Employed","general elemantary","","","",""
"Min 1x per week","1992","Employed","middle vocational","","","",""
"Min 1x per week","1992","Employed","vocational + Abi","","","",""
"Min 1x per week","1992","Employed","higher vocational","","","",""
"Min 1x per week","1992","Employed","higher education","","","",""
"Min 1x per month","1992","Not Employed","in school","","","",""
"Min 1x per month","1992","Not Employed","inadequately","","","",""
"Min 1x per month","1992","Not Employed","general elemantary","","","",""
"Min 1x per month","1992","Not Employed","middle vocational","","","",""
"Min 1x per month","1992","Not Employed","vocational + Abi","","","",""
"Min 1x per month","1992","Not Employed","higher vocational","","","",""
"Min 1x per month","1992","Not Employed","higher education","","","",""
"Min 1x per month","1992","Employed","in school","","","",""
"Min 1x per month","1992","Employed","inadequately","","","",""
"Min 1x per month","1992","Employed","general elemantary","","","",""
"Min 1x per month","1992","Employed","middle vocational","","","",""
"Min 1x per month","1992","Employed","vocational + Abi","","","",""
"Min 1x per month","1992","Employed","higher vocational","","","",""
"Min 1x per month","1992","Employed","higher education","","","",""
"Rarely","1992","Not Employed","in school","","","",""
"Rarely","1992","Not Employed","inadequately","","","",""
"Rarely","1992","Not Employed","general elemantary","","","",""
"Rarely","1992","Not Employed","middle vocational","","","",""
"Rarely","1992","Not Employed","vocational + Abi","","","",""
"Rarely","1992","Not Employed","higher vocational","","","",""
"Rarely","1992","Not Employed","higher education","","","",""
"Rarely","1992","Employed","in school","","","",""
"Rarely","1992","Employed","inadequately","","","",""
"Rarely","1992","Employed","general elemantary","","","",""
"Rarely","1992","Employed","middle vocational","","","",""
"Rarely","1992","Employed","vocational + Abi","","","",""
"Rarely","1992","Employed","higher vocational","","","",""
"Rarely","1992","Employed","higher education","","","",""
"Never","1992","Not Employed","in school","","","",""
"Never","1992","Not Employed","inadequately","","","",""
"Never","1992","Not Employed","general elemantary","","","",""
"Never","1992","Not Employed","middle vocational","","","",""
"Never","1992","Not Employed","vocational + Abi","","","",""
"Never","1992","Not Employed","higher vocational","","","",""
"Never","1992","Not Employed","higher education","","","",""
"Never","1992","Employed","in school","","","",""
"Never","1992","Employed","inadequately","","","",""
"Never","1992","Employed","general elemantary","","","",""
"Never","1992","Employed","middle vocational","","","",""
"Never","1992","Employed","vocational + Abi","","","",""
"Never","1992","Employed","higher vocational","","","",""
"Never","1992","Employed","higher education","","","",""
"Daily","1993","Not Employed","in school","","","",""
"Daily","1993","Not Employed","inadequately","","","",""
"Daily","1993","Not Employed","general elemantary","","","",""
"Daily","1993","Not Employed","middle vocational","","","",""
"Daily","1993","Not Employed","vocational + Abi","","","",""
"Daily","1993","Not Employed","higher vocational","","","",""
"Daily","1993","Not Employed","higher education","","","",""
"Daily","1993","Employed","in school","","","",""
"Daily","1993","Employed","inadequately","","","",""
"Daily","1993","Employed","general elemantary","","","",""
"Daily","1993","Employed","middle vocational","","","",""
"Daily","1993","Employed","vocational + Abi","","","",""
"Daily","1993","Employed","higher vocational","","","",""
"Daily","1993","Employed","higher education","","","",""
"Min 1x per week","1993","Not Employed","in school","","","",""
"Min 1x per week","1993","Not Employed","inadequately","","","",""
"Min 1x per week","1993","Not Employed","general elemantary","","","",""
"Min 1x per week","1993","Not Employed","middle vocational","","","",""
"Min 1x per week","1993","Not Employed","vocational + Abi","","","",""
"Min 1x per week","1993","Not Employed","higher vocational","","","",""
"Min 1x per week","1993","Not Employed","higher education","","","",""
"Min 1x per week","1993","Employed","in school","","","",""
"Min 1x per week","1993","Employed","inadequately","","","",""
"Min 1x per week","1993","Employed","general elemantary","","","",""
"Min 1x per week","1993","Employed","middle vocational","","","",""
"Min 1x per week","1993","Employed","vocational + Abi","","","",""
"Min 1x per week","1993","Employed","higher vocational","","","",""
"Min 1x per week","1993","Employed","higher education","","","",""
"Min 1x per month","1993","Not Employed","in school","","","",""
"Min 1x per month","1993","Not Employed","inadequately","","","",""
"Min 1x per month","1993","Not Employed","general elemantary","","","",""
"Min 1x per month","1993","Not Employed","middle vocational","","","",""
"Min 1x per month","1993","Not Employed","vocational + Abi","","","",""
"Min 1x per month","1993","Not Employed","higher vocational","","","",""
"Min 1x per month","1993","Not Employed","higher education","","","",""
"Min 1x per month","1993","Employed","in school","","","",""
"Min 1x per month","1993","Employed","inadequately","","","",""
"Min 1x per month","1993","Employed","general elemantary","","","",""
"Min 1x per month","1993","Employed","middle vocational","","","",""
"Min 1x per month","1993","Employed","vocational + Abi","","","",""
"Min 1x per month","1993","Employed","higher vocational","","","",""
"Min 1x per month","1993","Employed","higher education","","","",""
"Rarely","1993","Not Employed","in school","","","",""
"Rarely","1993","Not Employed","inadequately","","","",""
"Rarely","1993","Not Employed","general elemantary","","","",""
"Rarely","1993","Not Employed","middle vocational","","","",""
"Rarely","1993","Not Employed","vocational + Abi","","","",""
"Rarely","1993","Not Employed","higher vocational","","","",""
"Rarely","1993","Not Employed","higher education","","","",""
"Rarely","1993","Employed","in school","","","",""
"Rarely","1993","Employed","inadequately","","","",""
"Rarely","1993","Employed","general elemantary","","","",""
"Rarely","1993","Employed","middle vocational","","","",""
"Rarely","1993","Employed","vocational + Abi","","","",""
"Rarely","1993","Employed","higher vocational","","","",""
"Rarely","1993","Employed","higher education","","","",""
"Never","1993","Not Employed","in school","","","",""
"Never","1993","Not Employed","inadequately","","","",""
"Never","1993","Not Employed","general elemantary","","","",""
"Never","1993","Not Employed","middle vocational","","","",""
"Never","1993","Not Employed","vocational + Abi","","","",""
"Never","1993","Not Employed","higher vocational","","","",""
"Never","1993","Not Employed","higher education","","","",""
"Never","1993","Employed","in school","","","",""
"Never","1993","Employed","inadequately","","","",""
"Never","1993","Employed","general elemantary","","","",""
"Never","1993","Employed","middle vocational","","","",""
"Never","1993","Employed","vocational + Abi","","","",""
"Never","1993","Employed","higher vocational","","","",""
"Never","1993","Employed","higher education","","","",""
"Daily","1994","Not Employed","in school","","","",""
"Daily","1994","Not Employed","inadequately","","","",""
"Daily","1994","Not Employed","general elemantary","","","",""
"Daily","1994","Not Employed","middle vocational","","","",""
"Daily","1994","Not Employed","vocational + Abi","","","",""
"Daily","1994","Not Employed","higher vocational","","","",""
"Daily","1994","Not Employed","higher education","","","",""
"Daily","1994","Employed","in school","","","",""
"Daily","1994","Employed","inadequately","","","",""
"Daily","1994","Employed","general elemantary","","","",""
"Daily","1994","Employed","middle vocational","","","",""
"Daily","1994","Employed","vocational + Abi","","","",""
"Daily","1994","Employed","higher vocational","","","",""
"Daily","1994","Employed","higher education","","","",""
"Min 1x per week","1994","Not Employed","in school","","","",""
"Min 1x per week","1994","Not Employed","inadequately","","","",""
"Min 1x per week","1994","Not Employed","general elemantary","","","",""
"Min 1x per week","1994","Not Employed","middle vocational","","","",""
"Min 1x per week","1994","Not Employed","vocational + Abi","","","",""
"Min 1x per week","1994","Not Employed","higher vocational","","","",""
"Min 1x per week","1994","Not Employed","higher education","","","",""
"Min 1x per week","1994","Employed","in school","","","",""
"Min 1x per week","1994","Employed","inadequately","","","",""
"Min 1x per week","1994","Employed","general elemantary","","","",""
"Min 1x per week","1994","Employed","middle vocational","","","",""
"Min 1x per week","1994","Employed","vocational + Abi","","","",""
"Min 1x per week","1994","Employed","higher vocational","","","",""
"Min 1x per week","1994","Employed","higher education","","","",""
"Min 1x per month","1994","Not Employed","in school","","","",""
"Min 1x per month","1994","Not Employed","inadequately","","","",""
"Min 1x per month","1994","Not Employed","general elemantary","","","",""
"Min 1x per month","1994","Not Employed","middle vocational","","","",""
"Min 1x per month","1994","Not Employed","vocational + Abi","","","",""
"Min 1x per month","1994","Not Employed","higher vocational","","","",""
"Min 1x per month","1994","Not Employed","higher education","","","",""
"Min 1x per month","1994","Employed","in school","","","",""
"Min 1x per month","1994","Employed","inadequately","","","",""
"Min 1x per month","1994","Employed","general elemantary","","","",""
"Min 1x per month","1994","Employed","middle vocational","","","",""
"Min 1x per month","1994","Employed","vocational + Abi","","","",""
"Min 1x per month","1994","Employed","higher vocational","","","",""
"Min 1x per month","1994","Employed","higher education","","","",""
"Rarely","1994","Not Employed","in school","","","",""
"Rarely","1994","Not Employed","inadequately","","","",""
"Rarely","1994","Not Employed","general elemantary","","","",""
"Rarely","1994","Not Employed","middle vocational","","","",""
"Rarely","1994","Not Employed","vocational + Abi","","","",""
"Rarely","1994","Not Employed","higher vocational","","","",""
"Rarely","1994","Not Employed","higher education","","","",""
"Rarely","1994","Employed","in school","","","",""
"Rarely","1994","Employed","inadequately","","","",""
"Rarely","1994","Employed","general elemantary","","","",""
"Rarely","1994","Employed","middle vocational","","","",""
"Rarely","1994","Employed","vocational + Abi","","","",""
"Rarely","1994","Employed","higher vocational","","","",""
"Rarely","1994","Employed","higher education","","","",""
"Never","1994","Not Employed","in school","","","",""
"Never","1994","Not Employed","inadequately","","","",""
"Never","1994","Not Employed","general elemantary","","","",""
"Never","1994","Not Employed","middle vocational","","","",""
"Never","1994","Not Employed","vocational + Abi","","","",""
"Never","1994","Not Employed","higher vocational","","","",""
"Never","1994","Not Employed","higher education","","","",""
"Never","1994","Employed","in school","","","",""
"Never","1994","Employed","inadequately","","","",""
"Never","1994","Employed","general elemantary","","","",""
"Never","1994","Employed","middle vocational","","","",""
"Never","1994","Employed","vocational + Abi","","","",""
"Never","1994","Employed","higher vocational","","","",""
"Never","1994","Employed","higher education","","","",""
"Daily","1995","Not Employed","in school","78","0.247472399984185","0.196375163674464","0.298569636293906"
"Daily","1995","Not Employed","inadequately","28","","",""
"Daily","1995","Not Employed","general elemantary","125","0.0851856437677254","0.0696604516281188","0.100710835907332"
"Daily","1995","Not Employed","middle vocational","155","0.0664808901385442","0.056182722509368","0.0767790577677205"
"Daily","1995","Not Employed","vocational + Abi","9","","",""
"Daily","1995","Not Employed","higher vocational","2","","",""
"Daily","1995","Not Employed","higher education","21","","",""
"Daily","1995","Employed","in school","3","","",""
"Daily","1995","Employed","inadequately","27","","",""
"Daily","1995","Employed","general elemantary","125","0.0874509299900725","0.0718589640538037","0.103042895926341"
"Daily","1995","Employed","middle vocational","208","0.0435560161904057","0.0375786287742972","0.0495334036065142"
"Daily","1995","Employed","vocational + Abi","19","","",""
"Daily","1995","Employed","higher vocational","15","","",""
"Daily","1995","Employed","higher education","24","","",""
"Min 1x per week","1995","Not Employed","in school","139","0.540423355935903","0.481414276521828","0.599432435349977"
"Min 1x per week","1995","Not Employed","inadequately","139","0.440042587623132","0.37935409044434","0.500731084801925"
"Min 1x per week","1995","Not Employed","general elemantary","488","0.369577035335989","0.342732505977869","0.396421564694108"
"Min 1x per week","1995","Not Employed","middle vocational","875","0.364105263714887","0.344214290558418","0.383996236871356"
"Min 1x per week","1995","Not Employed","vocational + Abi","68","0.549907042618388","0.463720619758783","0.636093465477992"
"Min 1x per week","1995","Not Employed","higher vocational","58","0.293739884260867","0.228804563632821","0.358675204888913"
"Min 1x per week","1995","Not Employed","higher education","147","0.430411994081646","0.379755204884749","0.481068783278542"
"Min 1x per week","1995","Employed","in school","6","","",""
"Min 1x per week","1995","Employed","inadequately","145","0.517101841245158","0.457933604603123","0.576270077887193"
"Min 1x per week","1995","Employed","general elemantary","622","0.462943108843015","0.435422090081759","0.490464127604271"
"Min 1x per week","1995","Employed","middle vocational","1800","0.387023902875612","0.372759676461971","0.401288129289252"
"Min 1x per week","1995","Employed","vocational + Abi","174","0.520679316371288","0.468266967209379","0.573091665533197"
"Min 1x per week","1995","Employed","higher vocational","218","0.394915909331941","0.35485597263661","0.434975846027272"
"Min 1x per week","1995","Employed","higher education","478","0.380421928118257","0.354908705612665","0.405935150623849"
"Min 1x per month","1995","Not Employed","in school","33","0.125328422958472","0.0861253506065969","0.164531495310348"
"Min 1x per month","1995","Not Employed","inadequately","53","0.232141317571298","0.180523647004168","0.283758988138429"
"Min 1x per month","1995","Not Employed","general elemantary","311","0.262093307176724","0.237635586358417","0.286551027995031"
"Min 1x per month","1995","Not Employed","middle vocational","629","0.280837529556725","0.26225986925557","0.29941518985788"
"Min 1x per month","1995","Not Employed","vocational + Abi","33","0.234524387483314","0.161123249879373","0.307925525087254"
"Min 1x per month","1995","Not Employed","higher vocational","66","0.353497811018709","0.285343151394754","0.421652470642664"
"Min 1x per month","1995","Not Employed","higher education","109","0.291388524209099","0.244898971093262","0.337878077324936"
"Min 1x per month","1995","Employed","in school","","","",""
"Min 1x per month","1995","Employed","inadequately","66","0.233896484978182","0.183774485838387","0.284018484117977"
"Min 1x per month","1995","Employed","general elemantary","294","0.240656510033759","0.217062134259683","0.264250885807835"
"Min 1x per month","1995","Employed","middle vocational","1413","0.328771891608149","0.315014377483456","0.342529405732842"
"Min 1x per month","1995","Employed","vocational + Abi","102","0.273096938120578","0.226352274151374","0.319841602089783"
"Min 1x per month","1995","Employed","higher vocational","216","0.355884061313577","0.316647912900113","0.395120209727041"
"Min 1x per month","1995","Employed","higher education","522","0.367115452300732","0.341784699043154","0.392446205558311"
"Rarely","1995","Not Employed","in school","23","","",""
"Rarely","1995","Not Employed","inadequately","25","","",""
"Rarely","1995","Not Employed","general elemantary","246","0.214956833083716","0.192110858486759","0.237802807680672"
"Rarely","1995","Not Employed","middle vocational","495","0.23207046013254","0.214619450582741","0.249521469682339"
"Rarely","1995","Not Employed","vocational + Abi","13","","",""
"Rarely","1995","Not Employed","higher vocational","60","0.320769284489636","0.254223241674981","0.387315327304291"
"Rarely","1995","Not Employed","higher education","79","0.205120924019522","0.16380946119199","0.246432386847055"
"Rarely","1995","Employed","in school","","","",""
"Rarely","1995","Employed","inadequately","27","","",""
"Rarely","1995","Employed","general elemantary","182","0.173220697496281","0.152333256444351","0.19410813854821"
"Rarely","1995","Employed","middle vocational","960","0.218279388632908","0.206182053679087","0.23037672358673"
"Rarely","1995","Employed","vocational + Abi","50","0.11850650453795","0.0845974229142358","0.152415586161664"
"Rarely","1995","Employed","higher vocational","115","0.200027430571676","0.167245660296783","0.232809200846568"
"Rarely","1995","Employed","higher education","348","0.217703993062904","0.19601680326921","0.239391182856599"
"Never","1995","Not Employed","in school","1","","",""
"Never","1995","Not Employed","inadequately","12","","",""
"Never","1995","Not Employed","general elemantary","72","0.0681871806358463","0.0541686336854581","0.0822057275862346"
"Never","1995","Not Employed","middle vocational","94","0.0565058564573042","0.046961068760424","0.0660506441541843"
"Never","1995","Not Employed","vocational + Abi","5","","",""
"Never","1995","Not Employed","higher vocational","3","","",""
"Never","1995","Not Employed","higher education","11","","",""
"Never","1995","Employed","in school","1","","",""
"Never","1995","Employed","inadequately","9","","",""
"Never","1995","Employed","general elemantary","38","0.0357287536368727","0.0254840573153476","0.0459734499583978"
"Never","1995","Employed","middle vocational","98","0.022368800692925","0.0180380175647741","0.026699583821076"
"Never","1995","Employed","vocational + Abi","4","","",""
"Never","1995","Employed","higher vocational","8","","",""
"Never","1995","Employed","higher education","19","","",""
"Daily","1996","Not Employed","in school","","","",""
"Daily","1996","Not Employed","inadequately","","","",""
"Daily","1996","Not Employed","general elemantary","","","",""
"Daily","1996","Not Employed","middle vocational","","","",""
"Daily","1996","Not Employed","vocational + Abi","","","",""
"Daily","1996","Not Employed","higher vocational","","","",""
"Daily","1996","Not Employed","higher education","","","",""
"Daily","1996","Employed","in school","","","",""
"Daily","1996","Employed","inadequately","","","",""
"Daily","1996","Employed","general elemantary","","","",""
"Daily","1996","Employed","middle vocational","","","",""
"Daily","1996","Employed","vocational + Abi","","","",""
"Daily","1996","Employed","higher vocational","","","",""
"Daily","1996","Employed","higher education","","","",""
"Min 1x per week","1996","Not Employed","in school","","","",""
"Min 1x per week","1996","Not Employed","inadequately","","","",""
"Min 1x per week","1996","Not Employed","general elemantary","","","",""
"Min 1x per week","1996","Not Employed","middle vocational","","","",""
"Min 1x per week","1996","Not Employed","vocational + Abi","","","",""
"Min 1x per week","1996","Not Employed","higher vocational","","","",""
"Min 1x per week","1996","Not Employed","higher education","","","",""
"Min 1x per week","1996","Employed","in school","","","",""
"Min 1x per week","1996","Employed","inadequately","","","",""
"Min 1x per week","1996","Employed","general elemantary","","","",""
"Min 1x per week","1996","Employed","middle vocational","","","",""
"Min 1x per week","1996","Employed","vocational + Abi","","","",""
"Min 1x per week","1996","Employed","higher vocational","","","",""
"Min 1x per week","1996","Employed","higher education","","","",""
"Min 1x per month","1996","Not Employed","in school","","","",""
"Min 1x per month","1996","Not Employed","inadequately","","","",""
"Min 1x per month","1996","Not Employed","general elemantary","","","",""
"Min 1x per month","1996","Not Employed","middle vocational","","","",""
"Min 1x per month","1996","Not Employed","vocational + Abi","","","",""
"Min 1x per month","1996","Not Employed","higher vocational","","","",""
"Min 1x per month","1996","Not Employed","higher education","","","",""
"Min 1x per month","1996","Employed","in school","","","",""
"Min 1x per month","1996","Employed","inadequately","","","",""
"Min 1x per month","1996","Employed","general elemantary","","","",""
"Min 1x per month","1996","Employed","middle vocational","","","",""
"Min 1x per month","1996","Employed","vocational + Abi","","","",""
"Min 1x per month","1996","Employed","higher vocational","","","",""
"Min 1x per month","1996","Employed","higher education","","","",""
"Rarely","1996","Not Employed","in school","","","",""
"Rarely","1996","Not Employed","inadequately","","","",""
"Rarely","1996","Not Employed","general elemantary","","","",""
"Rarely","1996","Not Employed","middle vocational","","","",""
"Rarely","1996","Not Employed","vocational + Abi","","","",""
"Rarely","1996","Not Employed","higher vocational","","","",""
"Rarely","1996","Not Employed","higher education","","","",""
"Rarely","1996","Employed","in school","","","",""
"Rarely","1996","Employed","inadequately","","","",""
"Rarely","1996","Employed","general elemantary","","","",""
"Rarely","1996","Employed","middle vocational","","","",""
"Rarely","1996","Employed","vocational + Abi","","","",""
