"pli0080","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Thuringia","direct migration background","","","",""
"Daily","1990","Thuringia","indirect migration background","","","",""
"Min 1x per week","1990","Schleswig-Holstein","no migration background","74","0.318469915612806","0.260251918587451","0.376687912638161"
"Min 1x per week","1990","Schleswig-Holstein","direct migration background","19","","",""
"Min 1x per week","1990","Schleswig-Holstein","indirect migration background","1","","",""
"Min 1x per week","1990","Hamburg","no migration background","60","0.489998303932435","0.401292655629963","0.578703952234906"
"Min 1x per week","1990","Hamburg","direct migration background","23","","",""
"Min 1x per week","1990","Hamburg","indirect migration background","3","","",""
"Min 1x per week","1990","Lower Saxony","no migration background","318","0.375411969947846","0.341961591373858","0.408862348521835"
"Min 1x per week","1990","Lower Saxony","direct migration background","75","0.419339290234429","0.341404435759034","0.497274144709825"
"Min 1x per week","1990","Lower Saxony","indirect migration background","7","","",""
"Min 1x per week","1990","Bremen","no migration background","37","0.437683432950801","0.33159233560287","0.543774530298731"
"Min 1x per week","1990","Bremen","direct migration background","3","","",""
"Min 1x per week","1990","Bremen","indirect migration background","2","","",""
"Min 1x per week","1990","North Rhine-Westphalia","no migration background","769","0.423872888792186","0.401125782074215","0.446619995510156"
"Min 1x per week","1990","North Rhine-Westphalia","direct migration background","375","0.453313624702971","0.415786675929104","0.490840573476838"
"Min 1x per week","1990","North Rhine-Westphalia","indirect migration background","48","0.437631226780727","0.332167435766226","0.543095017795227"
"Min 1x per week","1990","Hesse","no migration background","241","0.3820633548576","0.343345608405411","0.420781101309789"
"Min 1x per week","1990","Hesse","direct migration background","174","0.45455609068806","0.402165639022087","0.506946542354033"
"Min 1x per week","1990","Hesse","indirect migration background","11","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","no migration background","203","0.368693007808049","0.328001483249714","0.409384532366385"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","direct migration background","65","0.473662294174446","0.384326785081218","0.562997803267673"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","indirect migration background","5","","",""
"Min 1x per week","1990","Baden-Württemberg","no migration background","386","0.366380395292775","0.337041170822425","0.395719619763125"
"Min 1x per week","1990","Baden-Württemberg","direct migration background","366","0.447957740533149","0.410799207785291","0.485116273281008"
"Min 1x per week","1990","Baden-Württemberg","indirect migration background","43","0.58020366304888","0.46620719433724","0.694200131760519"
"Min 1x per week","1990","Bavaria","no migration background","435","0.369676706217731","0.342180994782111","0.397172417653351"
"Min 1x per week","1990","Bavaria","direct migration background","180","0.383589799918754","0.333704786630699","0.433474813206808"
"Min 1x per week","1990","Bavaria","indirect migration background","31","0.598559366160223","0.466589603227047","0.7305291290934"
"Min 1x per week","1990","Berlin","no migration background","93","0.419439486126817","0.353478481040699","0.485400491212934"
"Min 1x per week","1990","Berlin","direct migration background","48","0.436626773042108","0.339418914858184","0.533834631226032"
"Min 1x per week","1990","Berlin","indirect migration background","6","","",""
"Min 1x per week","1990","Brandenburg","no migration background","","","",""
"Min 1x per week","1990","Brandenburg","direct migration background","","","",""
"Min 1x per week","1990","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1990","Saxony","no migration background","","","",""
"Min 1x per week","1990","Saxony","direct migration background","","","",""
"Min 1x per week","1990","Saxony","indirect migration background","","","",""
"Min 1x per week","1990","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","1990","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","1990","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1990","Thuringia","no migration background","","","",""
"Min 1x per week","1990","Thuringia","direct migration background","","","",""
"Min 1x per week","1990","Thuringia","indirect migration background","","","",""
"Min 1x per month","1990","Schleswig-Holstein","no migration background","97","0.392061166127969","0.331053080963938","0.453069251292"
"Min 1x per month","1990","Schleswig-Holstein","direct migration background","6","","",""
"Min 1x per month","1990","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","1990","Hamburg","no migration background","40","0.312115265654721","0.229894121333562","0.394336409975881"
"Min 1x per month","1990","Hamburg","direct migration background","9","","",""
"Min 1x per month","1990","Hamburg","indirect migration background","","","",""
"Min 1x per month","1990","Lower Saxony","no migration background","246","0.313643526610945","0.281592408683759","0.34569464453813"
"Min 1x per month","1990","Lower Saxony","direct migration background","36","0.221172855853211","0.155622631392511","0.286723080313911"
"Min 1x per month","1990","Lower Saxony","indirect migration background","3","","",""
"Min 1x per month","1990","Bremen","no migration background","22","","",""
"Min 1x per month","1990","Bremen","direct migration background","6","","",""
"Min 1x per month","1990","Bremen","indirect migration background","","","",""
"Min 1x per month","1990","North Rhine-Westphalia","no migration background","599","0.321827323836865","0.300322752503581","0.34333189517015"
"Min 1x per month","1990","North Rhine-Westphalia","direct migration background","127","0.238547194414932","0.206419216306686","0.270675172523178"
"Min 1x per month","1990","North Rhine-Westphalia","indirect migration background","13","","",""
"Min 1x per month","1990","Hesse","no migration background","175","0.274229382739572","0.238680407359206","0.309778358119937"
"Min 1x per month","1990","Hesse","direct migration background","61","0.170027766037458","0.1305024765146","0.209553055560317"
"Min 1x per month","1990","Hesse","indirect migration background","2","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","no migration background","156","0.280911825291544","0.243004137474035","0.318819513109053"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","direct migration background","19","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Min 1x per month","1990","Baden-Württemberg","no migration background","312","0.310159802622831","0.28199315128977","0.338326453955893"
"Min 1x per month","1990","Baden-Württemberg","direct migration background","161","0.278747109574687","0.245242632688986","0.312251586460387"
"Min 1x per month","1990","Baden-Württemberg","indirect migration background","7","","",""
"Min 1x per month","1990","Bavaria","no migration background","380","0.309935356221017","0.283593117030169","0.336277595411866"
"Min 1x per month","1990","Bavaria","direct migration background","104","0.340881454352084","0.292253599510009","0.389509309194158"
"Min 1x per month","1990","Bavaria","indirect migration background","9","","",""
"Min 1x per month","1990","Berlin","no migration background","51","0.232367953268974","0.175914108338774","0.288821798199173"
"Min 1x per month","1990","Berlin","direct migration background","28","","",""
"Min 1x per month","1990","Berlin","indirect migration background","2","","",""
"Min 1x per month","1990","Brandenburg","no migration background","","","",""
"Min 1x per month","1990","Brandenburg","direct migration background","","","",""
"Min 1x per month","1990","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1990","Saxony","no migration background","","","",""
"Min 1x per month","1990","Saxony","direct migration background","","","",""
"Min 1x per month","1990","Saxony","indirect migration background","","","",""
"Min 1x per month","1990","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","1990","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","1990","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1990","Thuringia","no migration background","","","",""
"Min 1x per month","1990","Thuringia","direct migration background","","","",""
"Min 1x per month","1990","Thuringia","indirect migration background","","","",""
"Rarely","1990","Schleswig-Holstein","no migration background","55","0.208396694002557","0.157641586772789","0.259151801232325"
"Rarely","1990","Schleswig-Holstein","direct migration background","3","","",""
"Rarely","1990","Schleswig-Holstein","indirect migration background","1","","",""
"Rarely","1990","Hamburg","no migration background","14","","",""
"Rarely","1990","Hamburg","direct migration background","6","","",""
"Rarely","1990","Hamburg","indirect migration background","1","","",""
"Rarely","1990","Lower Saxony","no migration background","189","0.247106939598889","0.217310850180092","0.276903029017686"
"Rarely","1990","Lower Saxony","direct migration background","25","","",""
"Rarely","1990","Lower Saxony","indirect migration background","2","","",""
"Rarely","1990","Bremen","no migration background","15","","",""
"Rarely","1990","Bremen","direct migration background","4","","",""
"Rarely","1990","Bremen","indirect migration background","","","",""
"Rarely","1990","North Rhine-Westphalia","no migration background","338","0.188455423050584","0.170453881441588","0.206456964659581"
"Rarely","1990","North Rhine-Westphalia","direct migration background","86","0.171225440393661","0.142828137442315","0.199622743345006"
"Rarely","1990","North Rhine-Westphalia","indirect migration background","8","","",""
"Rarely","1990","Hesse","no migration background","138","0.256371777793974","0.221579453467648","0.2911641021203"
"Rarely","1990","Hesse","direct migration background","54","0.204865696033945","0.162400002562063","0.247331389505828"
"Rarely","1990","Hesse","indirect migration background","3","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","no migration background","132","0.255680169292211","0.218885955399602","0.29247438318482"
"Rarely","1990","Rhineland-Palatinate,Saarland","direct migration background","15","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","1990","Baden-Württemberg","no migration background","264","0.244170433573318","0.218011099220204","0.270329767926433"
"Rarely","1990","Baden-Württemberg","direct migration background","59","0.157378439549508","0.130167547900546","0.184589331198469"
"Rarely","1990","Baden-Württemberg","indirect migration background","3","","",""
"Rarely","1990","Bavaria","no migration background","291","0.248879576326312","0.224252001076731","0.273507151575893"
"Rarely","1990","Bavaria","direct migration background","53","0.193862180629959","0.153306391742503","0.234417969517415"
"Rarely","1990","Bavaria","indirect migration background","9","","",""
"Rarely","1990","Berlin","no migration background","47","0.237871220161938","0.180957890783696","0.29478454954018"
"Rarely","1990","Berlin","direct migration background","12","","",""
"Rarely","1990","Berlin","indirect migration background","2","","",""
"Rarely","1990","Brandenburg","no migration background","","","",""
"Rarely","1990","Brandenburg","direct migration background","","","",""
"Rarely","1990","Brandenburg","indirect migration background","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","1990","Saxony","no migration background","","","",""
"Rarely","1990","Saxony","direct migration background","","","",""
"Rarely","1990","Saxony","indirect migration background","","","",""
"Rarely","1990","Saxony-Anhalt","no migration background","","","",""
"Rarely","1990","Saxony-Anhalt","direct migration background","","","",""
"Rarely","1990","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","1990","Thuringia","no migration background","","","",""
"Rarely","1990","Thuringia","direct migration background","","","",""
"Rarely","1990","Thuringia","indirect migration background","","","",""
"Never","1990","Schleswig-Holstein","no migration background","7","","",""
"Never","1990","Schleswig-Holstein","direct migration background","2","","",""
"Never","1990","Schleswig-Holstein","indirect migration background","1","","",""
"Never","1990","Hamburg","no migration background","4","","",""
"Never","1990","Hamburg","direct migration background","","","",""
"Never","1990","Hamburg","indirect migration background","","","",""
"Never","1990","Lower Saxony","no migration background","13","","",""
"Never","1990","Lower Saxony","direct migration background","5","","",""
"Never","1990","Lower Saxony","indirect migration background","2","","",""
"Never","1990","Bremen","no migration background","1","","",""
"Never","1990","Bremen","direct migration background","1","","",""
"Never","1990","Bremen","indirect migration background","","","",""
"Never","1990","North Rhine-Westphalia","no migration background","27","","",""
"Never","1990","North Rhine-Westphalia","direct migration background","20","","",""
"Never","1990","North Rhine-Westphalia","indirect migration background","1","","",""
"Never","1990","Hesse","no migration background","22","","",""
"Never","1990","Hesse","direct migration background","18","","",""
"Never","1990","Hesse","indirect migration background","2","","",""
"Never","1990","Rhineland-Palatinate,Saarland","no migration background","25","","",""
"Never","1990","Rhineland-Palatinate,Saarland","direct migration background","3","","",""
"Never","1990","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Never","1990","Baden-Württemberg","no migration background","27","","",""
"Never","1990","Baden-Württemberg","direct migration background","23","","",""
"Never","1990","Baden-Württemberg","indirect migration background","","","",""
"Never","1990","Bavaria","no migration background","34","0.0345186039450239","0.0241201013104084","0.0449171065796393"
"Never","1990","Bavaria","direct migration background","3","","",""
"Never","1990","Bavaria","indirect migration background","2","","",""
"Never","1990","Berlin","no migration background","10","","",""
"Never","1990","Berlin","direct migration background","2","","",""
"Never","1990","Berlin","indirect migration background","","","",""
"Never","1990","Brandenburg","no migration background","","","",""
"Never","1990","Brandenburg","direct migration background","","","",""
"Never","1990","Brandenburg","indirect migration background","","","",""
"Never","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","1990","Saxony","no migration background","","","",""
"Never","1990","Saxony","direct migration background","","","",""
"Never","1990","Saxony","indirect migration background","","","",""
"Never","1990","Saxony-Anhalt","no migration background","","","",""
"Never","1990","Saxony-Anhalt","direct migration background","","","",""
"Never","1990","Saxony-Anhalt","indirect migration background","","","",""
"Never","1990","Thuringia","no migration background","","","",""
"Never","1990","Thuringia","direct migration background","","","",""
"Never","1990","Thuringia","indirect migration background","","","",""
"Daily","1991","Schleswig-Holstein","no migration background","","","",""
"Daily","1991","Schleswig-Holstein","direct migration background","","","",""
"Daily","1991","Schleswig-Holstein","indirect migration background","","","",""
"Daily","1991","Hamburg","no migration background","","","",""
"Daily","1991","Hamburg","direct migration background","","","",""
"Daily","1991","Hamburg","indirect migration background","","","",""
"Daily","1991","Lower Saxony","no migration background","","","",""
"Daily","1991","Lower Saxony","direct migration background","","","",""
"Daily","1991","Lower Saxony","indirect migration background","","","",""
"Daily","1991","Bremen","no migration background","","","",""
"Daily","1991","Bremen","direct migration background","","","",""
"Daily","1991","Bremen","indirect migration background","","","",""
"Daily","1991","North Rhine-Westphalia","no migration background","","","",""
"Daily","1991","North Rhine-Westphalia","direct migration background","","","",""
"Daily","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","1991","Hesse","no migration background","","","",""
"Daily","1991","Hesse","direct migration background","","","",""
"Daily","1991","Hesse","indirect migration background","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","1991","Baden-Württemberg","no migration background","","","",""
"Daily","1991","Baden-Württemberg","direct migration background","","","",""
"Daily","1991","Baden-Württemberg","indirect migration background","","","",""
"Daily","1991","Bavaria","no migration background","","","",""
"Daily","1991","Bavaria","direct migration background","","","",""
"Daily","1991","Bavaria","indirect migration background","","","",""
"Daily","1991","Berlin","no migration background","","","",""
"Daily","1991","Berlin","direct migration background","","","",""
"Daily","1991","Berlin","indirect migration background","","","",""
"Daily","1991","Brandenburg","no migration background","","","",""
"Daily","1991","Brandenburg","direct migration background","","","",""
"Daily","1991","Brandenburg","indirect migration background","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1991","Saxony","no migration background","","","",""
"Daily","1991","Saxony","direct migration background","","","",""
"Daily","1991","Saxony","indirect migration background","","","",""
"Daily","1991","Saxony-Anhalt","no migration background","","","",""
"Daily","1991","Saxony-Anhalt","direct migration background","","","",""
"Daily","1991","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1991","Thuringia","no migration background","","","",""
"Daily","1991","Thuringia","direct migration background","","","",""
"Daily","1991","Thuringia","indirect migration background","","","",""
"Min 1x per week","1991","Schleswig-Holstein","no migration background","","","",""
"Min 1x per week","1991","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per week","1991","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per week","1991","Hamburg","no migration background","","","",""
"Min 1x per week","1991","Hamburg","direct migration background","","","",""
"Min 1x per week","1991","Hamburg","indirect migration background","","","",""
"Min 1x per week","1991","Lower Saxony","no migration background","","","",""
"Min 1x per week","1991","Lower Saxony","direct migration background","","","",""
"Min 1x per week","1991","Lower Saxony","indirect migration background","","","",""
"Min 1x per week","1991","Bremen","no migration background","","","",""
"Min 1x per week","1991","Bremen","direct migration background","","","",""
"Min 1x per week","1991","Bremen","indirect migration background","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per week","1991","Hesse","no migration background","","","",""
"Min 1x per week","1991","Hesse","direct migration background","","","",""
"Min 1x per week","1991","Hesse","indirect migration background","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per week","1991","Baden-Württemberg","no migration background","","","",""
"Min 1x per week","1991","Baden-Württemberg","direct migration background","","","",""
"Min 1x per week","1991","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per week","1991","Bavaria","no migration background","","","",""
"Min 1x per week","1991","Bavaria","direct migration background","","","",""
"Min 1x per week","1991","Bavaria","indirect migration background","","","",""
"Min 1x per week","1991","Berlin","no migration background","","","",""
"Min 1x per week","1991","Berlin","direct migration background","","","",""
"Min 1x per week","1991","Berlin","indirect migration background","","","",""
"Min 1x per week","1991","Brandenburg","no migration background","","","",""
"Min 1x per week","1991","Brandenburg","direct migration background","","","",""
"Min 1x per week","1991","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1991","Saxony","no migration background","","","",""
"Min 1x per week","1991","Saxony","direct migration background","","","",""
"Min 1x per week","1991","Saxony","indirect migration background","","","",""
"Min 1x per week","1991","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","1991","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","1991","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1991","Thuringia","no migration background","","","",""
"Min 1x per week","1991","Thuringia","direct migration background","","","",""
"Min 1x per week","1991","Thuringia","indirect migration background","","","",""
"Min 1x per month","1991","Schleswig-Holstein","no migration background","","","",""
"Min 1x per month","1991","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per month","1991","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","1991","Hamburg","no migration background","","","",""
"Min 1x per month","1991","Hamburg","direct migration background","","","",""
"Min 1x per month","1991","Hamburg","indirect migration background","","","",""
"Min 1x per month","1991","Lower Saxony","no migration background","","","",""
"Min 1x per month","1991","Lower Saxony","direct migration background","","","",""
"Min 1x per month","1991","Lower Saxony","indirect migration background","","","",""
"Min 1x per month","1991","Bremen","no migration background","","","",""
"Min 1x per month","1991","Bremen","direct migration background","","","",""
"Min 1x per month","1991","Bremen","indirect migration background","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per month","1991","Hesse","no migration background","","","",""
"Min 1x per month","1991","Hesse","direct migration background","","","",""
"Min 1x per month","1991","Hesse","indirect migration background","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per month","1991","Baden-Württemberg","no migration background","","","",""
"Min 1x per month","1991","Baden-Württemberg","direct migration background","","","",""
"Min 1x per month","1991","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per month","1991","Bavaria","no migration background","","","",""
"Min 1x per month","1991","Bavaria","direct migration background","","","",""
"Min 1x per month","1991","Bavaria","indirect migration background","","","",""
"Min 1x per month","1991","Berlin","no migration background","","","",""
"Min 1x per month","1991","Berlin","direct migration background","","","",""
"Min 1x per month","1991","Berlin","indirect migration background","","","",""
"Min 1x per month","1991","Brandenburg","no migration background","","","",""
"Min 1x per month","1991","Brandenburg","direct migration background","","","",""
"Min 1x per month","1991","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1991","Saxony","no migration background","","","",""
"Min 1x per month","1991","Saxony","direct migration background","","","",""
"Min 1x per month","1991","Saxony","indirect migration background","","","",""
"Min 1x per month","1991","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","1991","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","1991","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1991","Thuringia","no migration background","","","",""
"Min 1x per month","1991","Thuringia","direct migration background","","","",""
"Min 1x per month","1991","Thuringia","indirect migration background","","","",""
"Rarely","1991","Schleswig-Holstein","no migration background","","","",""
"Rarely","1991","Schleswig-Holstein","direct migration background","","","",""
"Rarely","1991","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","1991","Hamburg","no migration background","","","",""
"Rarely","1991","Hamburg","direct migration background","","","",""
"Rarely","1991","Hamburg","indirect migration background","","","",""
"Rarely","1991","Lower Saxony","no migration background","","","",""
"Rarely","1991","Lower Saxony","direct migration background","","","",""
"Rarely","1991","Lower Saxony","indirect migration background","","","",""
"Rarely","1991","Bremen","no migration background","","","",""
"Rarely","1991","Bremen","direct migration background","","","",""
"Rarely","1991","Bremen","indirect migration background","","","",""
"Rarely","1991","North Rhine-Westphalia","no migration background","","","",""
"Rarely","1991","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","1991","Hesse","no migration background","","","",""
"Rarely","1991","Hesse","direct migration background","","","",""
"Rarely","1991","Hesse","indirect migration background","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","1991","Baden-Württemberg","no migration background","","","",""
"Rarely","1991","Baden-Württemberg","direct migration background","","","",""
"Rarely","1991","Baden-Württemberg","indirect migration background","","","",""
"Rarely","1991","Bavaria","no migration background","","","",""
"Rarely","1991","Bavaria","direct migration background","","","",""
"Rarely","1991","Bavaria","indirect migration background","","","",""
"Rarely","1991","Berlin","no migration background","","","",""
"Rarely","1991","Berlin","direct migration background","","","",""
"Rarely","1991","Berlin","indirect migration background","","","",""
"Rarely","1991","Brandenburg","no migration background","","","",""
"Rarely","1991","Brandenburg","direct migration background","","","",""
"Rarely","1991","Brandenburg","indirect migration background","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","1991","Saxony","no migration background","","","",""
"Rarely","1991","Saxony","direct migration background","","","",""
"Rarely","1991","Saxony","indirect migration background","","","",""
"Rarely","1991","Saxony-Anhalt","no migration background","","","",""
"Rarely","1991","Saxony-Anhalt","direct migration background","","","",""
"Rarely","1991","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","1991","Thuringia","no migration background","","","",""
"Rarely","1991","Thuringia","direct migration background","","","",""
"Rarely","1991","Thuringia","indirect migration background","","","",""
"Never","1991","Schleswig-Holstein","no migration background","","","",""
"Never","1991","Schleswig-Holstein","direct migration background","","","",""
"Never","1991","Schleswig-Holstein","indirect migration background","","","",""
"Never","1991","Hamburg","no migration background","","","",""
"Never","1991","Hamburg","direct migration background","","","",""
"Never","1991","Hamburg","indirect migration background","","","",""
"Never","1991","Lower Saxony","no migration background","","","",""
"Never","1991","Lower Saxony","direct migration background","","","",""
"Never","1991","Lower Saxony","indirect migration background","","","",""
"Never","1991","Bremen","no migration background","","","",""
"Never","1991","Bremen","direct migration background","","","",""
"Never","1991","Bremen","indirect migration background","","","",""
"Never","1991","North Rhine-Westphalia","no migration background","","","",""
"Never","1991","North Rhine-Westphalia","direct migration background","","","",""
"Never","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Never","1991","Hesse","no migration background","","","",""
"Never","1991","Hesse","direct migration background","","","",""
"Never","1991","Hesse","indirect migration background","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","1991","Baden-Württemberg","no migration background","","","",""
"Never","1991","Baden-Württemberg","direct migration background","","","",""
"Never","1991","Baden-Württemberg","indirect migration background","","","",""
