"pli0080","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Never","1990","indirect migration background","Male","6","","","","5"
"Never","1990","indirect migration background","Female","3","","","","5"
"Rarely","1990","no migration background","Female","732","0.213953601308215","0.200277232114719","0.227629970501711","4"
"Rarely","1990","direct migration background","Male","170","0.192593364690049","0.171471871386307","0.213714857993792","4"
"Rarely","1990","no migration background","Male","751","0.240618386182912","0.225798695148745","0.255438077217078","4"
"Rarely","1990","indirect migration background","Male","13","","","","4"
"Rarely","1990","direct migration background","Female","147","0.16304659580481","0.142171821661275","0.183921369948345","4"
"Rarely","1990","indirect migration background","Female","16","","","","4"
"Daily","1991","no migration background","Male","","","","","1"
"Daily","1991","no migration background","Female","","","","","1"
"Daily","1991","direct migration background","Male","","","","","1"
"Daily","1991","direct migration background","Female","","","","","1"
"Daily","1991","indirect migration background","Male","","","","","1"
"Daily","1991","indirect migration background","Female","","","","","1"
"Min 1x per month","1991","no migration background","Female","","","","","3"
"Min 1x per month","1991","no migration background","Male","","","","","3"
"Min 1x per month","1991","direct migration background","Male","","","","","3"
"Min 1x per month","1991","direct migration background","Female","","","","","3"
"Min 1x per month","1991","indirect migration background","Male","","","","","3"
"Min 1x per month","1991","indirect migration background","Female","","","","","3"
"Min 1x per week","1991","no migration background","Male","","","","","2"
"Min 1x per week","1991","no migration background","Female","","","","","2"
"Min 1x per week","1991","direct migration background","Male","","","","","2"
"Min 1x per week","1991","direct migration background","Female","","","","","2"
"Min 1x per week","1991","indirect migration background","Male","","","","","2"
"Min 1x per week","1991","indirect migration background","Female","","","","","2"
"Never","1991","no migration background","Male","","","","","5"
"Never","1991","no migration background","Female","","","","","5"
"Never","1991","direct migration background","Male","","","","","5"
"Never","1991","direct migration background","Female","","","","","5"
"Never","1991","indirect migration background","Male","","","","","5"
"Never","1991","indirect migration background","Female","","","","","5"
"Rarely","1991","no migration background","Female","","","","","4"
"Rarely","1991","no migration background","Male","","","","","4"
"Rarely","1991","direct migration background","Male","","","","","4"
"Rarely","1991","direct migration background","Female","","","","","4"
"Rarely","1991","indirect migration background","Male","","","","","4"
"Rarely","1991","indirect migration background","Female","","","","","4"
"Daily","1992","no migration background","Male","","","","","1"
"Daily","1992","no migration background","Female","","","","","1"
"Daily","1992","direct migration background","Male","","","","","1"
"Daily","1992","direct migration background","Female","","","","","1"
"Daily","1992","indirect migration background","Male","","","","","1"
"Daily","1992","indirect migration background","Female","","","","","1"
"Min 1x per month","1992","no migration background","Female","","","","","3"
"Min 1x per month","1992","no migration background","Male","","","","","3"
"Min 1x per month","1992","direct migration background","Male","","","","","3"
"Min 1x per month","1992","direct migration background","Female","","","","","3"
"Min 1x per month","1992","indirect migration background","Male","","","","","3"
"Min 1x per month","1992","indirect migration background","Female","","","","","3"
"Min 1x per week","1992","no migration background","Male","","","","","2"
"Min 1x per week","1992","direct migration background","Male","","","","","2"
"Min 1x per week","1992","no migration background","Female","","","","","2"
"Min 1x per week","1992","indirect migration background","Male","","","","","2"
"Min 1x per week","1992","direct migration background","Female","","","","","2"
"Min 1x per week","1992","indirect migration background","Female","","","","","2"
"Never","1992","no migration background","Male","","","","","5"
"Never","1992","no migration background","Female","","","","","5"
"Never","1992","direct migration background","Male","","","","","5"
"Never","1992","direct migration background","Female","","","","","5"
"Never","1992","indirect migration background","Male","","","","","5"
"Never","1992","indirect migration background","Female","","","","","5"
"Rarely","1992","no migration background","Male","","","","","4"
"Rarely","1992","no migration background","Female","","","","","4"
"Rarely","1992","direct migration background","Male","","","","","4"
"Rarely","1992","direct migration background","Female","","","","","4"
"Rarely","1992","indirect migration background","Male","","","","","4"
"Rarely","1992","indirect migration background","Female","","","","","4"
"Daily","1993","no migration background","Male","","","","","1"
"Daily","1993","no migration background","Female","","","","","1"
"Daily","1993","direct migration background","Male","","","","","1"
"Daily","1993","direct migration background","Female","","","","","1"
"Daily","1993","indirect migration background","Male","","","","","1"
"Daily","1993","indirect migration background","Female","","","","","1"
"Min 1x per month","1993","no migration background","Male","","","","","3"
"Min 1x per month","1993","no migration background","Female","","","","","3"
"Min 1x per month","1993","direct migration background","Male","","","","","3"
"Min 1x per month","1993","direct migration background","Female","","","","","3"
"Min 1x per month","1993","indirect migration background","Male","","","","","3"
"Min 1x per month","1993","indirect migration background","Female","","","","","3"
"Min 1x per week","1993","no migration background","Male","","","","","2"
"Min 1x per week","1993","no migration background","Female","","","","","2"
"Min 1x per week","1993","direct migration background","Male","","","","","2"
"Min 1x per week","1993","direct migration background","Female","","","","","2"
"Min 1x per week","1993","indirect migration background","Male","","","","","2"
"Min 1x per week","1993","indirect migration background","Female","","","","","2"
"Never","1993","no migration background","Male","","","","","5"
"Never","1993","no migration background","Female","","","","","5"
"Never","1993","direct migration background","Male","","","","","5"
"Never","1993","direct migration background","Female","","","","","5"
"Never","1993","indirect migration background","Male","","","","","5"
"Never","1993","indirect migration background","Female","","","","","5"
"Rarely","1993","no migration background","Male","","","","","4"
"Rarely","1993","no migration background","Female","","","","","4"
"Rarely","1993","direct migration background","Male","","","","","4"
"Rarely","1993","direct migration background","Female","","","","","4"
"Rarely","1993","indirect migration background","Male","","","","","4"
"Rarely","1993","indirect migration background","Female","","","","","4"
"Daily","1994","no migration background","Male","","","","","1"
"Daily","1994","no migration background","Female","","","","","1"
"Daily","1994","direct migration background","Male","","","","","1"
"Daily","1994","direct migration background","Female","","","","","1"
"Daily","1994","indirect migration background","Male","","","","","1"
"Daily","1994","indirect migration background","Female","","","","","1"
"Min 1x per month","1994","no migration background","Female","","","","","3"
"Min 1x per month","1994","no migration background","Male","","","","","3"
"Min 1x per month","1994","direct migration background","Male","","","","","3"
"Min 1x per month","1994","direct migration background","Female","","","","","3"
"Min 1x per month","1994","indirect migration background","Female","","","","","3"
"Min 1x per month","1994","indirect migration background","Male","","","","","3"
"Min 1x per week","1994","no migration background","Male","","","","","2"
"Min 1x per week","1994","no migration background","Female","","","","","2"
"Min 1x per week","1994","direct migration background","Male","","","","","2"
"Min 1x per week","1994","direct migration background","Female","","","","","2"
"Min 1x per week","1994","indirect migration background","Female","","","","","2"
"Min 1x per week","1994","indirect migration background","Male","","","","","2"
"Never","1994","no migration background","Male","","","","","5"
"Never","1994","no migration background","Female","","","","","5"
"Never","1994","direct migration background","Male","","","","","5"
"Never","1994","direct migration background","Female","","","","","5"
"Never","1994","indirect migration background","Male","","","","","5"
"Never","1994","indirect migration background","Female","","","","","5"
"Rarely","1994","no migration background","Female","","","","","4"
"Rarely","1994","no migration background","Male","","","","","4"
"Rarely","1994","direct migration background","Female","","","","","4"
"Rarely","1994","direct migration background","Male","","","","","4"
"Rarely","1994","indirect migration background","Male","","","","","4"
"Rarely","1994","indirect migration background","Female","","","","","4"
"Daily","1995","no migration background","Male","231","0.0486217718882288","0.042496374920952","0.0547471688555056","1"
"Daily","1995","no migration background","Female","283","0.0573433694281988","0.0510578846341934","0.0636288542222043","1"
"Daily","1995","direct migration background","Male","132","0.0801156059015262","0.0659858336464632","0.0942453781565892","1"
"Daily","1995","direct migration background","Female","113","0.0764567341607254","0.0624571047149783","0.0904563636064726","1"
"Daily","1995","indirect migration background","Male","76","0.296070626115781","0.240038099528588","0.352103152702974","1"
"Daily","1995","indirect migration background","Female","42","0.160109976958855","0.115101075879659","0.205118878038051","1"
"Min 1x per month","1995","no migration background","Male","1524","0.316605211654738","0.303357614745193","0.329852808564283","3"
"Min 1x per month","1995","no migration background","Female","1620","0.297964594462155","0.285599932390038","0.310329256534271","3"
"Min 1x per month","1995","direct migration background","Male","346","0.291396721119303","0.267745482773711","0.315047959464895","3"
"Min 1x per month","1995","direct migration background","Female","343","0.273567762853318","0.250081708597934","0.297053817108701","3"
"Min 1x per month","1995","indirect migration background","Male","30","0.10273809923326","0.0654729059855099","0.140003292481009","3"
"Min 1x per month","1995","indirect migration background","Female","40","0.205114591944295","0.155554906438401","0.254674277450188","3"
"Min 1x per week","1995","no migration background","Male","1704","0.362652490562047","0.348960212099699","0.376344769024395","2"
"Min 1x per week","1995","no migration background","Female","2065","0.401893595449481","0.388639039525427","0.415148151373535","2"
"Min 1x per week","1995","direct migration background","Male","714","0.428364756687753","0.402608879819485","0.454120633556022","2"
"Min 1x per week","1995","direct migration background","Female","725","0.474149381401688","0.447842532237769","0.500456230565607","2"
"Min 1x per week","1995","indirect migration background","Male","132","0.486456867013601","0.425110530420047","0.547803203607154","2"
"Min 1x per week","1995","indirect migration background","Female","152","0.544766517010514","0.483644130494407","0.605888903526621","2"
"Never","1995","no migration background","Male","128","0.03410209153742","0.0289331887439211","0.0392709943309189","5"
"Never","1995","no migration background","Female","169","0.0371950514695275","0.0320790324351017","0.0423110705039532","5"
"Never","1995","direct migration background","Male","41","0.0441198608143673","0.033431065477649","0.0548086561510856","5"
"Never","1995","direct migration background","Female","39","0.0327447755330183","0.023368689215267","0.0421208618507697","5"
"Never","1995","indirect migration background","Male","2","","","","5"
"Never","1995","indirect migration background","Female","3","","","","5"
"Rarely","1995","no migration background","Female","1119","0.205603389190638","0.194677564225008","0.216529214156268","4"
"Rarely","1995","no migration background","Male","1149","0.238018434357566","0.22588958020949","0.250147288505642","4"
"Rarely","1995","direct migration background","Male","185","0.156003055477051","0.13711675195101","0.174889359003091","4"
"Rarely","1995","direct migration background","Female","164","0.143081346051251","0.124633683194387","0.161529008908114","4"
"Rarely","1995","indirect migration background","Male","15","","","","4"
"Rarely","1995","indirect migration background","Female","18","","","","4"
"Daily","1996","no migration background","Male","","","","","1"
"Daily","1996","no migration background","Female","","","","","1"
"Daily","1996","direct migration background","Male","","","","","1"
"Daily","1996","direct migration background","Female","","","","","1"
"Daily","1996","indirect migration background","Male","","","","","1"
"Daily","1996","indirect migration background","Female","","","","","1"
"Min 1x per month","1996","no migration background","Male","","","","","3"
"Min 1x per month","1996","no migration background","Female","","","","","3"
"Min 1x per month","1996","direct migration background","Male","","","","","3"
"Min 1x per month","1996","direct migration background","Female","","","","","3"
"Min 1x per month","1996","indirect migration background","Male","","","","","3"
"Min 1x per month","1996","indirect migration background","Female","","","","","3"
"Min 1x per week","1996","no migration background","Male","","","","","2"
"Min 1x per week","1996","no migration background","Female","","","","","2"
"Min 1x per week","1996","direct migration background","Male","","","","","2"
"Min 1x per week","1996","indirect migration background","Male","","","","","2"
"Min 1x per week","1996","direct migration background","Female","","","","","2"
"Min 1x per week","1996","indirect migration background","Female","","","","","2"
"Never","1996","no migration background","Male","","","","","5"
"Never","1996","no migration background","Female","","","","","5"
"Never","1996","direct migration background","Male","","","","","5"
"Never","1996","direct migration background","Female","","","","","5"
"Never","1996","indirect migration background","Male","","","","","5"
"Never","1996","indirect migration background","Female","","","","","5"
"Rarely","1996","no migration background","Female","","","","","4"
"Rarely","1996","no migration background","Male","","","","","4"
"Rarely","1996","direct migration background","Male","","","","","4"
"Rarely","1996","direct migration background","Female","","","","","4"
"Rarely","1996","indirect migration background","Male","","","","","4"
"Rarely","1996","indirect migration background","Female","","","","","4"
"Daily","1997","no migration background","Male","","","","","1"
"Daily","1997","no migration background","Female","","","","","1"
"Daily","1997","direct migration background","Male","","","","","1"
"Daily","1997","direct migration background","Female","","","","","1"
"Daily","1997","indirect migration background","Male","","","","","1"
"Daily","1997","indirect migration background","Female","","","","","1"
"Min 1x per month","1997","no migration background","Male","","","","","3"
"Min 1x per month","1997","no migration background","Female","","","","","3"
"Min 1x per month","1997","direct migration background","Male","","","","","3"
"Min 1x per month","1997","direct migration background","Female","","","","","3"
"Min 1x per month","1997","indirect migration background","Male","","","","","3"
"Min 1x per month","1997","indirect migration background","Female","","","","","3"
"Min 1x per week","1997","no migration background","Male","","","","","2"
"Min 1x per week","1997","no migration background","Female","","","","","2"
"Min 1x per week","1997","direct migration background","Male","","","","","2"
"Min 1x per week","1997","direct migration background","Female","","","","","2"
"Min 1x per week","1997","indirect migration background","Female","","","","","2"
"Min 1x per week","1997","indirect migration background","Male","","","","","2"
"Never","1997","no migration background","Male","","","","","5"
"Never","1997","no migration background","Female","","","","","5"
"Never","1997","direct migration background","Male","","","","","5"
"Never","1997","direct migration background","Female","","","","","5"
"Never","1997","indirect migration background","Male","","","","","5"
"Never","1997","indirect migration background","Female","","","","","5"
"Rarely","1997","no migration background","Male","","","","","4"
"Rarely","1997","direct migration background","Male","","","","","4"
"Rarely","1997","no migration background","Female","","","","","4"
"Rarely","1997","direct migration background","Female","","","","","4"
"Rarely","1997","indirect migration background","Male","","","","","4"
"Rarely","1997","indirect migration background","Female","","","","","4"
"Daily","1998","no migration background","Male","295","0.0517015951856072","0.0457732880728013","0.0576299022984131","1"
"Daily","1998","no migration background","Female","307","0.0503710684539214","0.0447832484551593","0.0559588884526835","1"
"Daily","1998","direct migration background","Male","126","0.0856867916649517","0.0699740968238977","0.101399486506006","1"
"Daily","1998","direct migration background","Female","106","0.0711266745248854","0.0565533499986526","0.0856999990511182","1"
"Daily","1998","indirect migration background","Female","75","0.258830734987847","0.208764947753712","0.308896522221983","1"
"Daily","1998","indirect migration background","Male","82","0.282040418955764","0.231866904280197","0.332213933631332","1"
"Min 1x per month","1998","no migration background","Male","1691","0.307641857755632","0.295285390373025","0.319998325138239","3"
"Min 1x per month","1998","no migration background","Female","1801","0.289735746341592","0.278145681215009","0.301325811468174","3"
"Min 1x per month","1998","direct migration background","Male","300","0.259889319489204","0.235269277462021","0.284509361516386","3"
"Min 1x per month","1998","direct migration background","Female","284","0.257830858100125","0.233029067756075","0.282632648444174","3"
"Min 1x per month","1998","indirect migration background","Female","41","0.113126651087875","0.0769200553165379","0.149333246859212","3"
"Min 1x per month","1998","indirect migration background","Male","47","0.147917776310394","0.108333766233872","0.187501786386915","3"
"Min 1x per week","1998","no migration background","Male","2049","0.385053482305929","0.372025252411805","0.398081712200054","2"
"Min 1x per week","1998","no migration background","Female","2415","0.419726089044927","0.407117271442177","0.432334906647677","2"
"Min 1x per week","1998","direct migration background","Male","594","0.438708116225813","0.410851494042221","0.466564738409406","2"
"Min 1x per week","1998","direct migration background","Female","615","0.480818529775386","0.452490633182298","0.509146426368474","2"
"Min 1x per week","1998","indirect migration background","Male","167","0.532702969995805","0.477073115915579","0.58833282407603","2"
"Min 1x per week","1998","indirect migration background","Female","156","0.49850764024788","0.441354184394004","0.555661096101756","2"
"Never","1998","no migration background","Male","103","0.0227895811289539","0.0187941060302323","0.0267850562276754","5"
"Never","1998","no migration background","Female","130","0.0262946335843595","0.0222065270871872","0.0303827400815317","5"
"Never","1998","direct migration background","Male","16","","","","5"
"Never","1998","direct migration background","Female","31","0.0340103750278668","0.0237336182099838","0.0442871318457497","5"
"Never","1998","indirect migration background","Male","1","","","","5"
"Never","1998","indirect migration background","Female","3","","","","5"
"Rarely","1998","no migration background","Male","1221","0.232813483623878","0.221498322101982","0.244128645145773","4"
"Rarely","1998","no migration background","Female","1232","0.213872462575201","0.203396382792822","0.224348542357579","4"
"Rarely","1998","direct migration background","Male","183","0.19161029279327","0.169516715372862","0.213703870213677","4"
"Rarely","1998","direct migration background","Female","159","0.156213562571737","0.135629088418074","0.1767980367254","4"
"Rarely","1998","indirect migration background","Female","19","","","","4"
"Rarely","1998","indirect migration background","Male","12","","","","4"
"Daily","1999","no migration background","Male","","","","","1"
"Daily","1999","no migration background","Female","","","","","1"
"Daily","1999","direct migration background","Male","","","","","1"
"Daily","1999","direct migration background","Female","","","","","1"
"Daily","1999","indirect migration background","Female","","","","","1"
"Daily","1999","indirect migration background","Male","","","","","1"
"Min 1x per month","1999","no migration background","Male","","","","","3"
"Min 1x per month","1999","no migration background","Female","","","","","3"
"Min 1x per month","1999","direct migration background","Male","","","","","3"
"Min 1x per month","1999","direct migration background","Female","","","","","3"
"Min 1x per month","1999","indirect migration background","Female","","","","","3"
"Min 1x per month","1999","indirect migration background","Male","","","","","3"
"Min 1x per week","1999","no migration background","Male","","","","","2"
"Min 1x per week","1999","no migration background","Female","","","","","2"
"Min 1x per week","1999","direct migration background","Male","","","","","2"
"Min 1x per week","1999","direct migration background","Female","","","","","2"
"Min 1x per week","1999","indirect migration background","Female","","","","","2"
"Min 1x per week","1999","indirect migration background","Male","","","","","2"
"Never","1999","no migration background","Female","","","","","5"
"Never","1999","no migration background","Male","","","","","5"
"Never","1999","direct migration background","Male","","","","","5"
"Never","1999","direct migration background","Female","","","","","5"
"Never","1999","indirect migration background","Male","","","","","5"
"Never","1999","indirect migration background","Female","","","","","5"
"Rarely","1999","no migration background","Male","","","","","4"
"Rarely","1999","no migration background","Female","","","","","4"
"Rarely","1999","direct migration background","Male","","","","","4"
"Rarely","1999","direct migration background","Female","","","","","4"
"Rarely","1999","indirect migration background","Male","","","","","4"
"Rarely","1999","indirect migration background","Female","","","","","4"
"Daily","2000","no migration background","Male","","","","","1"
"Daily","2000","no migration background","Female","","","","","1"
"Daily","2000","direct migration background","Male","","","","","1"
"Daily","2000","direct migration background","Female","","","","","1"
"Daily","2000","indirect migration background","Male","","","","","1"
"Daily","2000","indirect migration background","Female","","","","","1"
"Min 1x per month","2000","no migration background","Male","","","","","3"
"Min 1x per month","2000","no migration background","Female","","","","","3"
"Min 1x per month","2000","direct migration background","Male","","","","","3"
"Min 1x per month","2000","direct migration background","Female","","","","","3"
"Min 1x per month","2000","indirect migration background","Male","","","","","3"
"Min 1x per month","2000","indirect migration background","Female","","","","","3"
"Min 1x per week","2000","no migration background","Male","","","","","2"
"Min 1x per week","2000","no migration background","Female","","","","","2"
"Min 1x per week","2000","direct migration background","Male","","","","","2"
"Min 1x per week","2000","direct migration background","Female","","","","","2"
"Min 1x per week","2000","indirect migration background","Male","","","","","2"
"Min 1x per week","2000","indirect migration background","Female","","","","","2"
"Never","2000","no migration background","Male","","","","","5"
"Never","2000","no migration background","Female","","","","","5"
"Never","2000","direct migration background","Male","","","","","5"
"Never","2000","direct migration background","Female","","","","","5"
"Never","2000","indirect migration background","Male","","","","","5"
"Never","2000","indirect migration background","Female","","","","","5"
"Rarely","2000","no migration background","Male","","","","","4"
"Rarely","2000","no migration background","Female","","","","","4"
"Rarely","2000","direct migration background","Male","","","","","4"
"Rarely","2000","direct migration background","Female","","","","","4"
"Rarely","2000","indirect migration background","Male","","","","","4"
"Rarely","2000","indirect migration background","Female","","","","","4"
"Daily","2001","no migration background","Male","","","","","1"
"Daily","2001","no migration background","Female","","","","","1"
"Daily","2001","direct migration background","Male","","","","","1"
"Daily","2001","direct migration background","Female","","","","","1"
"Daily","2001","indirect migration background","Female","","","","","1"
"Daily","2001","indirect migration background","Male","","","","","1"
"Min 1x per month","2001","no migration background","Male","","","","","3"
"Min 1x per month","2001","no migration background","Female","","","","","3"
"Min 1x per month","2001","direct migration background","Male","","","","","3"
"Min 1x per month","2001","direct migration background","Female","","","","","3"
"Min 1x per month","2001","indirect migration background","Male","","","","","3"
"Min 1x per month","2001","indirect migration background","Female","","","","","3"
"Min 1x per week","2001","no migration background","Female","","","","","2"
"Min 1x per week","2001","no migration background","Male","","","","","2"
"Min 1x per week","2001","direct migration background","Male","","","","","2"
"Min 1x per week","2001","direct migration background","Female","","","","","2"
"Min 1x per week","2001","indirect migration background","Male","","","","","2"
"Min 1x per week","2001","indirect migration background","Female","","","","","2"
"Never","2001","no migration background","Female","","","","","5"
"Never","2001","no migration background","Male","","","","","5"
"Never","2001","direct migration background","Male","","","","","5"
"Never","2001","direct migration background","Female","","","","","5"
"Never","2001","indirect migration background","Male","","","","","5"
"Never","2001","indirect migration background","Female","","","","","5"
"Rarely","2001","no migration background","Male","","","","","4"
"Rarely","2001","no migration background","Female","","","","","4"
"Rarely","2001","direct migration background","Male","","","","","4"
"Rarely","2001","indirect migration background","Male","","","","","4"
"Rarely","2001","direct migration background","Female","","","","","4"
"Rarely","2001","indirect migration background","Female","","","","","4"
"Daily","2002","no migration background","Male","","","","","1"
"Daily","2002","no migration background","Female","","","","","1"
"Daily","2002","direct migration background","Male","","","","","1"
"Daily","2002","direct migration background","Female","","","","","1"
"Daily","2002","indirect migration background","Female","","","","","1"
"Daily","2002","indirect migration background","Male","","","","","1"
"Min 1x per month","2002","no migration background","Male","","","","","3"
"Min 1x per month","2002","no migration background","Female","","","","","3"
"Min 1x per month","2002","direct migration background","Male","","","","","3"
"Min 1x per month","2002","direct migration background","Female","","","","","3"
"Min 1x per month","2002","indirect migration background","Male","","","","","3"
"Min 1x per month","2002","indirect migration background","Female","","","","","3"
"Min 1x per week","2002","no migration background","Male","","","","","2"
"Min 1x per week","2002","no migration background","Female","","","","","2"
"Min 1x per week","2002","direct migration background","Male","","","","","2"
"Min 1x per week","2002","direct migration background","Female","","","","","2"
"Min 1x per week","2002","indirect migration background","Female","","","","","2"
"Min 1x per week","2002","indirect migration background","Male","","","","","2"
"Never","2002","no migration background","Male","","","","","5"
"Never","2002","no migration background","Female","","","","","5"
"Never","2002","direct migration background","Male","","","","","5"
"Never","2002","direct migration background","Female","","","","","5"
"Never","2002","indirect migration background","Male","","","","","5"
"Never","2002","indirect migration background","Female","","","","","5"
"Rarely","2002","no migration background","Male","","","","","4"
"Rarely","2002","no migration background","Female","","","","","4"
"Rarely","2002","direct migration background","Male","","","","","4"
"Rarely","2002","direct migration background","Female","","","","","4"
"Rarely","2002","indirect migration background","Male","","","","","4"
"Rarely","2002","indirect migration background","Female","","","","","4"
"Daily","2003","no migration background","Male","395","0.0413170766922791","0.0372164514023342","0.045417701982224","1"
"Daily","2003","no migration background","Female","450","0.0450492983948426","0.0409306139430366","0.0491679828466486","1"
"Daily","2003","direct migration background","Male","64","0.0521784094559411","0.0399379651799415","0.0644188537319406","1"
"Daily","2003","direct migration background","Female","71","0.0628744355367235","0.0499973462314177","0.0757515248420293","1"
"Daily","2003","indirect migration background","Male","55","0.119883289232219","0.0869190442006541","0.152847534263783","1"
"Daily","2003","indirect migration background","Female","49","0.112689729004927","0.0822298732718074","0.143149584738047","1"
"Min 1x per month","2003","no migration background","Male","3052","0.318199906542383","0.30860310864333","0.327796704441436","3"
"Min 1x per month","2003","no migration background","Female","3155","0.304972824385811","0.295830523882605","0.314115124889018","3"
"Min 1x per month","2003","direct migration background","Male","346","0.249591549185898","0.225770973083958","0.273412125287838","3"
"Min 1x per month","2003","direct migration background","Female","400","0.300741615611819","0.276414121798464","0.325069109425174","3"
"Min 1x per month","2003","indirect migration background","Male","70","0.171921493595637","0.133630686635393","0.210212300555881","3"
"Min 1x per month","2003","indirect migration background","Female","72","0.19258341251411","0.154598931839402","0.230567893188818","3"
"Min 1x per week","2003","no migration background","Female","4066","0.414185600686613","0.404404188782503","0.423967012590723","2"
"Min 1x per week","2003","no migration background","Male","3454","0.387908420594358","0.37786872366206","0.397948117526657","2"
"Min 1x per week","2003","direct migration background","Male","582","0.467802443682813","0.440338927138971","0.495265960226655","2"
"Min 1x per week","2003","direct migration background","Female","651","0.443575648715345","0.417220305418104","0.469930992012586","2"
"Min 1x per week","2003","indirect migration background","Female","250","0.541040654977292","0.493039688797298","0.589041621157286","2"
"Min 1x per week","2003","indirect migration background","Male","205","0.52491336176715","0.474234844830314","0.575591878703986","2"
"Never","2003","no migration background","Male","235","0.0299187383068326","0.0264086059534185","0.0334288706602467","5"
"Never","2003","no migration background","Female","285","0.0384027079948568","0.0345867677155747","0.042218648274139","5"
"Never","2003","direct migration background","Male","50","0.034108186060985","0.0241178058075373","0.0440985663144327","5"
"Never","2003","direct migration background","Female","47","0.0384051003789946","0.0282104510154039","0.0485997497425853","5"
"Never","2003","indirect migration background","Male","6","","","","5"
"Never","2003","indirect migration background","Female","7","","","","5"
"Rarely","2003","no migration background","Male","1913","0.222655857864147","0.214084067824352","0.231227647903941","4"
"Rarely","2003","no migration background","Female","1786","0.197389568537876","0.189485721492342","0.20529341558341","4"
"Rarely","2003","direct migration background","Male","226","0.196319411614363","0.174456307370339","0.218182515858388","4"
"Rarely","2003","direct migration background","Female","196","0.154403199757118","0.135234547498034","0.173571852016202","4"
"Rarely","2003","indirect migration background","Female","36","0.11913706010305","0.0879319636561253","0.150342156549974","4"
"Rarely","2003","indirect migration background","Male","37","0.134086324804299","0.0995064658145688","0.16866618379403","4"
"Daily","2004","no migration background","Male","","","","","1"
"Daily","2004","no migration background","Female","","","","","1"
"Daily","2004","direct migration background","Male","","","","","1"
"Daily","2004","indirect migration background","Male","","","","","1"
"Daily","2004","direct migration background","Female","","","","","1"
"Daily","2004","indirect migration background","Female","","","","","1"
"Min 1x per month","2004","no migration background","Male","","","","","3"
"Min 1x per month","2004","no migration background","Female","","","","","3"
"Min 1x per month","2004","direct migration background","Male","","","","","3"
"Min 1x per month","2004","direct migration background","Female","","","","","3"
"Min 1x per month","2004","indirect migration background","Male","","","","","3"
"Min 1x per month","2004","indirect migration background","Female","","","","","3"
"Min 1x per week","2004","no migration background","Male","","","","","2"
"Min 1x per week","2004","direct migration background","Male","","","","","2"
"Min 1x per week","2004","no migration background","Female","","","","","2"
"Min 1x per week","2004","direct migration background","Female","","","","","2"
"Min 1x per week","2004","indirect migration background","Male","","","","","2"
"Min 1x per week","2004","indirect migration background","Female","","","","","2"
"Never","2004","no migration background","Male","","","","","5"
"Never","2004","no migration background","Female","","","","","5"
"Never","2004","direct migration background","Male","","","","","5"
"Never","2004","direct migration background","Female","","","","","5"
"Never","2004","indirect migration background","Male","","","","","5"
"Never","2004","indirect migration background","Female","","","","","5"
"Rarely","2004","no migration background","Male","","","","","4"
"Rarely","2004","no migration background","Female","","","","","4"
"Rarely","2004","direct migration background","Male","","","","","4"
"Rarely","2004","direct migration background","Female","","","","","4"
"Rarely","2004","indirect migration background","Female","","","","","4"
"Rarely","2004","indirect migration background","Male","","","","","4"
"Daily","2005","no migration background","Male","","","","","1"
