"pli0080","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1991","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1991","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1991","indirect migration background","(0) in school","","","",""
"Daily","1991","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1991","indirect migration background","(1b) general elementary school","","","",""
"Daily","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","no migration background","(0) in school","","","",""
"Min 1x per week","1991","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","direct migration background","(0) in school","","","",""
"Min 1x per week","1991","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","indirect migration background","(0) in school","","","",""
"Min 1x per week","1991","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","no migration background","(0) in school","","","",""
"Min 1x per month","1991","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","direct migration background","(0) in school","","","",""
"Min 1x per month","1991","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","indirect migration background","(0) in school","","","",""
"Min 1x per month","1991","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","no migration background","(0) in school","","","",""
"Rarely","1991","no migration background","(1a) inadequately completed","","","",""
"Rarely","1991","no migration background","(1b) general elementary school","","","",""
"Rarely","1991","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","no migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","no migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","no migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","direct migration background","(0) in school","","","",""
"Rarely","1991","direct migration background","(1a) inadequately completed","","","",""
"Rarely","1991","direct migration background","(1b) general elementary school","","","",""
"Rarely","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","indirect migration background","(0) in school","","","",""
"Rarely","1991","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","1991","indirect migration background","(1b) general elementary school","","","",""
"Rarely","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1991","no migration background","(0) in school","","","",""
"Never","1991","no migration background","(1a) inadequately completed","","","",""
"Never","1991","no migration background","(1b) general elementary school","","","",""
"Never","1991","no migration background","(1c) basic vocational qualification","","","",""
"Never","1991","no migration background","(2b) intermediate general qualification","","","",""
"Never","1991","no migration background","(2a) intermediate vocational","","","",""
"Never","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","no migration background","(3a) lower tertiary education","","","",""
"Never","1991","no migration background","(3b) higher tertiary education","","","",""
"Never","1991","direct migration background","(0) in school","","","",""
"Never","1991","direct migration background","(1a) inadequately completed","","","",""
"Never","1991","direct migration background","(1b) general elementary school","","","",""
"Never","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Never","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Never","1991","direct migration background","(2a) intermediate vocational","","","",""
"Never","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","direct migration background","(3a) lower tertiary education","","","",""
"Never","1991","direct migration background","(3b) higher tertiary education","","","",""
"Never","1991","indirect migration background","(0) in school","","","",""
"Never","1991","indirect migration background","(1a) inadequately completed","","","",""
"Never","1991","indirect migration background","(1b) general elementary school","","","",""
"Never","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Never","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Daily","1992","no migration background","(0) in school","","","",""
"Daily","1992","no migration background","(1a) inadequately completed","","","",""
"Daily","1992","no migration background","(1b) general elementary school","","","",""
"Daily","1992","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1992","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1992","no migration background","(2a) intermediate vocational","","","",""
"Daily","1992","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1992","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","no migration background","(3a) lower tertiary education","","","",""
"Daily","1992","no migration background","(3b) higher tertiary education","","","",""
"Daily","1992","direct migration background","(0) in school","","","",""
"Daily","1992","direct migration background","(1a) inadequately completed","","","",""
"Daily","1992","direct migration background","(1b) general elementary school","","","",""
"Daily","1992","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1992","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1992","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1992","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1992","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1992","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1992","indirect migration background","(0) in school","","","",""
"Daily","1992","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1992","indirect migration background","(1b) general elementary school","","","",""
"Daily","1992","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1992","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1992","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1992","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1992","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1992","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","no migration background","(0) in school","","","",""
"Min 1x per week","1992","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1992","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1992","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","direct migration background","(0) in school","","","",""
"Min 1x per week","1992","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1992","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1992","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","indirect migration background","(0) in school","","","",""
"Min 1x per week","1992","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1992","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1992","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","no migration background","(0) in school","","","",""
"Min 1x per month","1992","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1992","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1992","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","direct migration background","(0) in school","","","",""
"Min 1x per month","1992","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1992","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","1992","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","indirect migration background","(0) in school","","","",""
"Min 1x per month","1992","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1992","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1992","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","indirect migration background","(2c_gen) general maturity certificate","","","",""
