"pli0080","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","1990","in school","2","","","","5"
"Never","1990","inadequately","24","","","","5"
"Never","1990","general elemantary","99","0.0493630391045095","0.0408269972451864","0.0578990809638325","5"
"Rarely","1990","higher education","121","0.167266162126125","0.139598870008505","0.194933454243745","4"
"Rarely","1990","middle vocational","941","0.230083855197995","0.217857084978428","0.242310625417563","4"
"Rarely","1990","in school","13","","","","4"
"Rarely","1990","general elemantary","487","0.234240610613887","0.217551795459529","0.250929425768245","4"
"Rarely","1990","higher vocational","125","0.257157999794022","0.21933659520504","0.294979404383004","4"
"Rarely","1990","inadequately","73","0.129350574398912","0.103289986147966","0.155411162649857","4"
"Rarely","1990","vocational + Abi","45","0.151247735226028","0.110292508074141","0.192202962377914","4"
"Daily","1991","in school","","","","","1"
"Daily","1991","inadequately","","","","","1"
"Daily","1991","general elemantary","","","","","1"
"Daily","1991","middle vocational","","","","","1"
"Daily","1991","vocational + Abi","","","","","1"
"Daily","1991","higher vocational","","","","","1"
"Daily","1991","higher education","","","","","1"
"Min 1x per month","1991","middle vocational","","","","","3"
"Min 1x per month","1991","higher education","","","","","3"
"Min 1x per month","1991","vocational + Abi","","","","","3"
"Min 1x per month","1991","in school","","","","","3"
"Min 1x per month","1991","inadequately","","","","","3"
"Min 1x per month","1991","general elemantary","","","","","3"
"Min 1x per month","1991","higher vocational","","","","","3"
"Min 1x per week","1991","in school","","","","","2"
"Min 1x per week","1991","inadequately","","","","","2"
"Min 1x per week","1991","middle vocational","","","","","2"
"Min 1x per week","1991","vocational + Abi","","","","","2"
"Min 1x per week","1991","higher education","","","","","2"
"Min 1x per week","1991","higher vocational","","","","","2"
"Min 1x per week","1991","general elemantary","","","","","2"
"Never","1991","higher education","","","","","5"
"Never","1991","middle vocational","","","","","5"
"Never","1991","vocational + Abi","","","","","5"
"Never","1991","higher vocational","","","","","5"
"Never","1991","in school","","","","","5"
"Never","1991","inadequately","","","","","5"
"Never","1991","general elemantary","","","","","5"
"Rarely","1991","middle vocational","","","","","4"
"Rarely","1991","higher education","","","","","4"
"Rarely","1991","in school","","","","","4"
"Rarely","1991","general elemantary","","","","","4"
"Rarely","1991","higher vocational","","","","","4"
"Rarely","1991","inadequately","","","","","4"
"Rarely","1991","vocational + Abi","","","","","4"
"Daily","1992","in school","","","","","1"
"Daily","1992","inadequately","","","","","1"
"Daily","1992","general elemantary","","","","","1"
"Daily","1992","middle vocational","","","","","1"
"Daily","1992","vocational + Abi","","","","","1"
"Daily","1992","higher vocational","","","","","1"
"Daily","1992","higher education","","","","","1"
"Min 1x per month","1992","vocational + Abi","","","","","3"
"Min 1x per month","1992","middle vocational","","","","","3"
"Min 1x per month","1992","in school","","","","","3"
"Min 1x per month","1992","inadequately","","","","","3"
"Min 1x per month","1992","general elemantary","","","","","3"
"Min 1x per month","1992","higher education","","","","","3"
"Min 1x per month","1992","higher vocational","","","","","3"
"Min 1x per week","1992","higher education","","","","","2"
"Min 1x per week","1992","in school","","","","","2"
"Min 1x per week","1992","inadequately","","","","","2"
"Min 1x per week","1992","middle vocational","","","","","2"
"Min 1x per week","1992","vocational + Abi","","","","","2"
"Min 1x per week","1992","higher vocational","","","","","2"
"Min 1x per week","1992","general elemantary","","","","","2"
"Never","1992","higher education","","","","","5"
"Never","1992","middle vocational","","","","","5"
"Never","1992","vocational + Abi","","","","","5"
"Never","1992","higher vocational","","","","","5"
"Never","1992","in school","","","","","5"
"Never","1992","inadequately","","","","","5"
"Never","1992","general elemantary","","","","","5"
"Rarely","1992","higher education","","","","","4"
"Rarely","1992","in school","","","","","4"
"Rarely","1992","middle vocational","","","","","4"
"Rarely","1992","inadequately","","","","","4"
"Rarely","1992","general elemantary","","","","","4"
"Rarely","1992","vocational + Abi","","","","","4"
"Rarely","1992","higher vocational","","","","","4"
"Daily","1993","in school","","","","","1"
"Daily","1993","inadequately","","","","","1"
"Daily","1993","general elemantary","","","","","1"
"Daily","1993","middle vocational","","","","","1"
"Daily","1993","vocational + Abi","","","","","1"
"Daily","1993","higher vocational","","","","","1"
"Daily","1993","higher education","","","","","1"
"Min 1x per month","1993","higher education","","","","","3"
"Min 1x per month","1993","vocational + Abi","","","","","3"
"Min 1x per month","1993","middle vocational","","","","","3"
"Min 1x per month","1993","in school","","","","","3"
"Min 1x per month","1993","inadequately","","","","","3"
"Min 1x per month","1993","general elemantary","","","","","3"
"Min 1x per month","1993","higher vocational","","","","","3"
"Min 1x per week","1993","higher education","","","","","2"
"Min 1x per week","1993","in school","","","","","2"
"Min 1x per week","1993","inadequately","","","","","2"
"Min 1x per week","1993","middle vocational","","","","","2"
"Min 1x per week","1993","vocational + Abi","","","","","2"
"Min 1x per week","1993","higher vocational","","","","","2"
"Min 1x per week","1993","general elemantary","","","","","2"
"Never","1993","higher education","","","","","5"
"Never","1993","middle vocational","","","","","5"
"Never","1993","vocational + Abi","","","","","5"
"Never","1993","higher vocational","","","","","5"
"Never","1993","in school","","","","","5"
"Never","1993","inadequately","","","","","5"
"Never","1993","general elemantary","","","","","5"
"Rarely","1993","higher education","","","","","4"
"Rarely","1993","in school","","","","","4"
"Rarely","1993","middle vocational","","","","","4"
"Rarely","1993","general elemantary","","","","","4"
"Rarely","1993","higher vocational","","","","","4"
"Rarely","1993","inadequately","","","","","4"
"Rarely","1993","vocational + Abi","","","","","4"
"Daily","1994","in school","","","","","1"
"Daily","1994","inadequately","","","","","1"
"Daily","1994","general elemantary","","","","","1"
"Daily","1994","middle vocational","","","","","1"
"Daily","1994","vocational + Abi","","","","","1"
"Daily","1994","higher vocational","","","","","1"
"Daily","1994","higher education","","","","","1"
"Min 1x per month","1994","in school","","","","","3"
"Min 1x per month","1994","inadequately","","","","","3"
"Min 1x per month","1994","vocational + Abi","","","","","3"
"Min 1x per month","1994","higher education","","","","","3"
"Min 1x per month","1994","middle vocational","","","","","3"
"Min 1x per month","1994","general elemantary","","","","","3"
"Min 1x per month","1994","higher vocational","","","","","3"
"Min 1x per week","1994","higher education","","","","","2"
"Min 1x per week","1994","in school","","","","","2"
"Min 1x per week","1994","inadequately","","","","","2"
"Min 1x per week","1994","middle vocational","","","","","2"
"Min 1x per week","1994","vocational + Abi","","","","","2"
"Min 1x per week","1994","higher vocational","","","","","2"
"Min 1x per week","1994","general elemantary","","","","","2"
"Never","1994","higher education","","","","","5"
"Never","1994","middle vocational","","","","","5"
"Never","1994","vocational + Abi","","","","","5"
"Never","1994","higher vocational","","","","","5"
"Never","1994","in school","","","","","5"
"Never","1994","inadequately","","","","","5"
"Never","1994","general elemantary","","","","","5"
"Rarely","1994","higher education","","","","","4"
"Rarely","1994","middle vocational","","","","","4"
"Rarely","1994","in school","","","","","4"
"Rarely","1994","general elemantary","","","","","4"
"Rarely","1994","higher vocational","","","","","4"
"Rarely","1994","inadequately","","","","","4"
"Rarely","1994","vocational + Abi","","","","","4"
"Daily","1995","in school","81","0.252374210585064","0.201855350240335","0.302893070929793","1"
"Daily","1995","inadequately","55","0.116652766231892","0.0893495330554691","0.143955999408316","1"
"Daily","1995","general elemantary","250","0.0860641405187823","0.0750769503078194","0.0970513307297452","1"
"Daily","1995","middle vocational","363","0.0527007497869962","0.0473613877293845","0.0580401118446079","1"
"Daily","1995","vocational + Abi","28","","","","1"
"Daily","1995","higher vocational","17","","","","1"
"Daily","1995","higher education","45","0.0266905612773609","0.0191562601048751","0.0342248624498467","1"
"Min 1x per month","1995","inadequately","119","0.23302861707474","0.197070657538456","0.268986576611024","3"
"Min 1x per month","1995","vocational + Abi","135","0.262748261018816","0.223251022786826","0.302245499250807","3"
"Min 1x per month","1995","in school","33","0.121402106766744","0.0834184203853799","0.159385793148108","3"
"Min 1x per month","1995","middle vocational","2042","0.309650871703114","0.298602254651733","0.320699488754494","3"
"Min 1x per month","1995","higher education","631","0.349029496176422","0.326747690817646","0.371311301535199","3"
"Min 1x per month","1995","higher vocational","282","0.355152386271301","0.321151387095991","0.38915338544661","3"
"Min 1x per month","1995","general elemantary","605","0.253779939772031","0.23673169111744","0.270828188426622","3"
"Min 1x per week","1995","higher education","625","0.392361117551257","0.369536452384543","0.415185782717972","2"
"Min 1x per week","1995","in school","145","0.540199167592774","0.482236181250287","0.598162153935262","2"
"Min 1x per week","1995","inadequately","284","0.47899877904183","0.43650871318531","0.52148884489835","2"
"Min 1x per week","1995","middle vocational","2675","0.377881656336095","0.366295169145012","0.389468143527179","2"
"Min 1x per week","1995","vocational + Abi","242","0.528520859031879","0.48372362399779","0.573318094065968","2"
"Min 1x per week","1995","higher vocational","276","0.363893190306841","0.329710381231095","0.398075999382588","2"
"Min 1x per week","1995","general elemantary","1110","0.405785171608445","0.38654816495315","0.425022178263741","2"
"Never","1995","higher education","30","0.017220061912497","0.0111389338241404","0.0233011900008537","5"
"Never","1995","higher vocational","11","","","","5"
"Never","1995","vocational + Abi","9","","","","5"
"Never","1995","middle vocational","192","0.0359860742903029","0.0315351903793291","0.0404369582012766","5"
"Never","1995","in school","2","","","","5"
"Never","1995","inadequately","21","","","","5"
"Never","1995","general elemantary","110","0.0555995339262524","0.0466225315921363","0.0645765362603685","5"
"Rarely","1995","middle vocational","1455","0.223780647883492","0.213821071341281","0.233740224425703","4"
"Rarely","1995","higher education","427","0.214698763082462","0.195504494496684","0.23389303166824","4"
"Rarely","1995","in school","23","","","","4"
"Rarely","1995","general elemantary","428","0.198771214174489","0.183137121448893","0.214405306900085","4"
"Rarely","1995","higher vocational","175","0.237049448446317","0.206834390402421","0.267264506490213","4"
"Rarely","1995","inadequately","52","0.118466758415303","0.090980322496711","0.145953194333896","4"
"Rarely","1995","vocational + Abi","63","0.112536252171625","0.0841759772807684","0.140896527062481","4"
"Daily","1996","in school","","","","","1"
"Daily","1996","inadequately","","","","","1"
"Daily","1996","general elemantary","","","","","1"
"Daily","1996","middle vocational","","","","","1"
"Daily","1996","vocational + Abi","","","","","1"
"Daily","1996","higher vocational","","","","","1"
"Daily","1996","higher education","","","","","1"
"Min 1x per month","1996","in school","","","","","3"
"Min 1x per month","1996","inadequately","","","","","3"
"Min 1x per month","1996","middle vocational","","","","","3"
"Min 1x per month","1996","vocational + Abi","","","","","3"
"Min 1x per month","1996","higher education","","","","","3"
"Min 1x per month","1996","higher vocational","","","","","3"
"Min 1x per month","1996","general elemantary","","","","","3"
"Min 1x per week","1996","higher education","","","","","2"
"Min 1x per week","1996","in school","","","","","2"
"Min 1x per week","1996","inadequately","","","","","2"
"Min 1x per week","1996","middle vocational","","","","","2"
"Min 1x per week","1996","vocational + Abi","","","","","2"
"Min 1x per week","1996","higher vocational","","","","","2"
"Min 1x per week","1996","general elemantary","","","","","2"
"Never","1996","higher education","","","","","5"
"Never","1996","middle vocational","","","","","5"
"Never","1996","vocational + Abi","","","","","5"
"Never","1996","higher vocational","","","","","5"
"Never","1996","in school","","","","","5"
"Never","1996","inadequately","","","","","5"
"Never","1996","general elemantary","","","","","5"
"Rarely","1996","in school","","","","","4"
"Rarely","1996","middle vocational","","","","","4"
"Rarely","1996","higher education","","","","","4"
"Rarely","1996","general elemantary","","","","","4"
"Rarely","1996","vocational + Abi","","","","","4"
"Rarely","1996","higher vocational","","","","","4"
"Rarely","1996","inadequately","","","","","4"
"Daily","1997","vocational + Abi","","","","","1"
"Daily","1997","higher vocational","","","","","1"
"Daily","1997","higher education","","","","","1"
"Daily","1997","general elemantary","","","","","1"
"Daily","1997","middle vocational","","","","","1"
"Daily","1997","in school","","","","","1"
"Daily","1997","inadequately","","","","","1"
"Min 1x per month","1997","vocational + Abi","","","","","3"
"Min 1x per month","1997","higher education","","","","","3"
"Min 1x per month","1997","in school","","","","","3"
"Min 1x per month","1997","inadequately","","","","","3"
"Min 1x per month","1997","middle vocational","","","","","3"
"Min 1x per month","1997","higher vocational","","","","","3"
"Min 1x per month","1997","general elemantary","","","","","3"
"Min 1x per week","1997","higher education","","","","","2"
"Min 1x per week","1997","vocational + Abi","","","","","2"
"Min 1x per week","1997","higher vocational","","","","","2"
"Min 1x per week","1997","in school","","","","","2"
"Min 1x per week","1997","middle vocational","","","","","2"
"Min 1x per week","1997","inadequately","","","","","2"
"Min 1x per week","1997","general elemantary","","","","","2"
"Never","1997","higher education","","","","","5"
"Never","1997","middle vocational","","","","","5"
"Never","1997","vocational + Abi","","","","","5"
"Never","1997","higher vocational","","","","","5"
"Never","1997","in school","","","","","5"
"Never","1997","inadequately","","","","","5"
"Never","1997","general elemantary","","","","","5"
"Rarely","1997","higher education","","","","","4"
"Rarely","1997","in school","","","","","4"
"Rarely","1997","middle vocational","","","","","4"
"Rarely","1997","vocational + Abi","","","","","4"
"Rarely","1997","higher vocational","","","","","4"
"Rarely","1997","inadequately","","","","","4"
"Rarely","1997","general elemantary","","","","","4"
"Daily","1998","vocational + Abi","24","","","","1"
"Daily","1998","higher vocational","21","","","","1"
"Daily","1998","higher education","46","0.0259007574823093","0.0188902013454704","0.0329113136191482","1"
"Daily","1998","general elemantary","284","0.0879603958070706","0.0769649305789909","0.0989558610351503","1"
"Daily","1998","middle vocational","382","0.0507064227203394","0.0455755930538514","0.0558372523868274","1"
"Daily","1998","in school","95","0.270945478416105","0.223209378695375","0.318681578136835","1"
"Daily","1998","inadequately","71","0.148811740049425","0.115781474017109","0.181842006081741","1"
"Min 1x per month","1998","vocational + Abi","153","0.275241208082582","0.236440229959415","0.314042186205749","3"
"Min 1x per month","1998","higher education","740","0.362560906122722","0.341342904903056","0.383778907342389","3"
"Min 1x per month","1998","in school","31","0.0879428083545879","0.0575243516982039","0.118361265010972","3"
"Min 1x per month","1998","inadequately","89","0.219786055641507","0.181354533724715","0.258217577558299","3"
"Min 1x per month","1998","middle vocational","2140","0.292212653105459","0.281577181669842","0.302848124541076","3"
"Min 1x per month","1998","higher vocational","272","0.321662721398936","0.289788152103588","0.353537290694284","3"
"Min 1x per month","1998","general elemantary","592","0.246258376385716","0.229533229961408","0.262983522810023","3"
"Min 1x per week","1998","higher education","722","0.387415091629114","0.365913725740416","0.408916457517811","2"
"Min 1x per week","1998","vocational + Abi","260","0.555965328134496","0.512801346864846","0.599129309404146","2"
"Min 1x per week","1998","higher vocational","319","0.374951946376388","0.341917606975283","0.407986285777493","2"
"Min 1x per week","1998","in school","186","0.56378073144351","0.510516764137816","0.617044698749205","2"
"Min 1x per week","1998","inadequately","218","0.442269811604328","0.396176661899085","0.48836296130957","2"
"Min 1x per week","1998","middle vocational","2863","0.404211668792434","0.392735253396522","0.415688084188346","2"
"Min 1x per week","1998","general elemantary","1149","0.425835742126166","0.406640114982906","0.445031369269425","2"
"Never","1998","higher education","22","","","","5"
"Never","1998","middle vocational","138","0.0251462035018305","0.0214846802517467","0.0288077267519144","5"
"Never","1998","vocational + Abi","2","","","","5"
"Never","1998","higher vocational","14","","","","5"
"Never","1998","in school","2","","","","5"
"Never","1998","inadequately","8","","","","5"
"Never","1998","general elemantary","80","0.0374443230894183","0.0300742958144552","0.0448143503643815","5"
"Rarely","1998","higher education","442","0.212637411357627","0.194578071885857","0.230696750829397","4"
"Rarely","1998","vocational + Abi","70","0.131611389951958","0.102242130425861","0.160980649478055","4"
"Rarely","1998","in school","19","","","","4"
"Rarely","1998","inadequately","60","0.168791512022867","0.134029016321982","0.203554007723753","4"
"Rarely","1998","middle vocational","1501","0.227723051879937","0.217915832886137","0.237530270873737","4"
"Rarely","1998","higher vocational","199","0.251170738715378","0.221577190361414","0.280764287069343","4"
"Rarely","1998","general elemantary","444","0.20250116259163","0.18690053883362","0.21810178634964","4"
"Daily","1999","vocational + Abi","","","","","1"
"Daily","1999","higher vocational","","","","","1"
"Daily","1999","higher education","","","","","1"
"Daily","1999","in school","","","","","1"
"Daily","1999","inadequately","","","","","1"
"Daily","1999","general elemantary","","","","","1"
"Daily","1999","middle vocational","","","","","1"
"Min 1x per month","1999","higher education","","","","","3"
"Min 1x per month","1999","vocational + Abi","","","","","3"
"Min 1x per month","1999","in school","","","","","3"
"Min 1x per month","1999","middle vocational","","","","","3"
"Min 1x per month","1999","higher vocational","","","","","3"
"Min 1x per month","1999","inadequately","","","","","3"
"Min 1x per month","1999","general elemantary","","","","","3"
"Min 1x per week","1999","vocational + Abi","","","","","2"
"Min 1x per week","1999","higher education","","","","","2"
"Min 1x per week","1999","higher vocational","","","","","2"
"Min 1x per week","1999","middle vocational","","","","","2"
"Min 1x per week","1999","general elemantary","","","","","2"
"Min 1x per week","1999","in school","","","","","2"
"Min 1x per week","1999","inadequately","","","","","2"
"Never","1999","middle vocational","","","","","5"
"Never","1999","vocational + Abi","","","","","5"
"Never","1999","higher education","","","","","5"
"Never","1999","higher vocational","","","","","5"
"Never","1999","in school","","","","","5"
"Never","1999","inadequately","","","","","5"
"Never","1999","general elemantary","","","","","5"
"Rarely","1999","higher education","","","","","4"
"Rarely","1999","in school","","","","","4"
"Rarely","1999","middle vocational","","","","","4"
"Rarely","1999","vocational + Abi","","","","","4"
"Rarely","1999","higher vocational","","","","","4"
"Rarely","1999","general elemantary","","","","","4"
"Rarely","1999","inadequately","","","","","4"
"Daily","2000","vocational + Abi","","","","","1"
"Daily","2000","higher vocational","","","","","1"
"Daily","2000","higher education","","","","","1"
"Daily","2000","in school","","","","","1"
"Daily","2000","inadequately","","","","","1"
"Daily","2000","general elemantary","","","","","1"
"Daily","2000","middle vocational","","","","","1"
"Min 1x per month","2000","higher education","","","","","3"
"Min 1x per month","2000","vocational + Abi","","","","","3"
"Min 1x per month","2000","in school","","","","","3"
"Min 1x per month","2000","inadequately","","","","","3"
"Min 1x per month","2000","middle vocational","","","","","3"
"Min 1x per month","2000","higher vocational","","","","","3"
"Min 1x per month","2000","general elemantary","","","","","3"
"Min 1x per week","2000","vocational + Abi","","","","","2"
"Min 1x per week","2000","higher education","","","","","2"
"Min 1x per week","2000","higher vocational","","","","","2"
"Min 1x per week","2000","middle vocational","","","","","2"
"Min 1x per week","2000","general elemantary","","","","","2"
"Min 1x per week","2000","inadequately","","","","","2"
"Min 1x per week","2000","in school","","","","","2"
"Never","2000","higher education","","","","","5"
"Never","2000","middle vocational","","","","","5"
"Never","2000","vocational + Abi","","","","","5"
"Never","2000","higher vocational","","","","","5"
"Never","2000","in school","","","","","5"
"Never","2000","inadequately","","","","","5"
"Never","2000","general elemantary","","","","","5"
"Rarely","2000","higher education","","","","","4"
"Rarely","2000","in school","","","","","4"
"Rarely","2000","middle vocational","","","","","4"
"Rarely","2000","vocational + Abi","","","","","4"
"Rarely","2000","higher vocational","","","","","4"
"Rarely","2000","inadequately","","","","","4"
"Rarely","2000","general elemantary","","","","","4"
"Daily","2001","vocational + Abi","","","","","1"
"Daily","2001","higher vocational","","","","","1"
"Daily","2001","higher education","","","","","1"
"Daily","2001","in school","","","","","1"
"Daily","2001","inadequately","","","","","1"
"Daily","2001","general elemantary","","","","","1"
"Daily","2001","middle vocational","","","","","1"
"Min 1x per month","2001","vocational + Abi","","","","","3"
"Min 1x per month","2001","higher education","","","","","3"
"Min 1x per month","2001","in school","","","","","3"
"Min 1x per month","2001","inadequately","","","","","3"
"Min 1x per month","2001","middle vocational","","","","","3"
"Min 1x per month","2001","higher vocational","","","","","3"
"Min 1x per month","2001","general elemantary","","","","","3"
"Min 1x per week","2001","vocational + Abi","","","","","2"
"Min 1x per week","2001","higher vocational","","","","","2"
"Min 1x per week","2001","middle vocational","","","","","2"
"Min 1x per week","2001","higher education","","","","","2"
"Min 1x per week","2001","in school","","","","","2"
"Min 1x per week","2001","inadequately","","","","","2"
"Min 1x per week","2001","general elemantary","","","","","2"
"Never","2001","higher education","","","","","5"
"Never","2001","middle vocational","","","","","5"
"Never","2001","vocational + Abi","","","","","5"
"Never","2001","higher vocational","","","","","5"
"Never","2001","in school","","","","","5"
"Never","2001","inadequately","","","","","5"
"Never","2001","general elemantary","","","","","5"
"Rarely","2001","higher education","","","","","4"
"Rarely","2001","vocational + Abi","","","","","4"
"Rarely","2001","in school","","","","","4"
"Rarely","2001","inadequately","","","","","4"
"Rarely","2001","middle vocational","","","","","4"
"Rarely","2001","higher vocational","","","","","4"
"Rarely","2001","general elemantary","","","","","4"
"Daily","2002","vocational + Abi","","","","","1"
"Daily","2002","higher vocational","","","","","1"
"Daily","2002","higher education","","","","","1"
"Daily","2002","in school","","","","","1"
"Daily","2002","inadequately","","","","","1"
"Daily","2002","general elemantary","","","","","1"
"Daily","2002","middle vocational","","","","","1"
"Min 1x per month","2002","vocational + Abi","","","","","3"
"Min 1x per month","2002","higher education","","","","","3"
"Min 1x per month","2002","middle vocational","","","","","3"
"Min 1x per month","2002","in school","","","","","3"
"Min 1x per month","2002","inadequately","","","","","3"
"Min 1x per month","2002","higher vocational","","","","","3"
"Min 1x per month","2002","general elemantary","","","","","3"
"Min 1x per week","2002","vocational + Abi","","","","","2"
"Min 1x per week","2002","higher education","","","","","2"
"Min 1x per week","2002","higher vocational","","","","","2"
"Min 1x per week","2002","middle vocational","","","","","2"
"Min 1x per week","2002","in school","","","","","2"
"Min 1x per week","2002","general elemantary","","","","","2"
"Min 1x per week","2002","inadequately","","","","","2"
"Never","2002","middle vocational","","","","","5"
"Never","2002","vocational + Abi","","","","","5"
"Never","2002","higher education","","","","","5"
"Never","2002","higher vocational","","","","","5"
"Never","2002","in school","","","","","5"
"Never","2002","inadequately","","","","","5"
"Never","2002","general elemantary","","","","","5"
"Rarely","2002","higher education","","","","","4"
"Rarely","2002","vocational + Abi","","","","","4"
"Rarely","2002","higher vocational","","","","","4"
"Rarely","2002","in school","","","","","4"
"Rarely","2002","inadequately","","","","","4"
"Rarely","2002","middle vocational","","","","","4"
"Rarely","2002","general elemantary","","","","","4"
"Daily","2003","vocational + Abi","36","0.0394393341869665","0.0282386053581348","0.0506400630157981","1"
"Daily","2003","higher vocational","53","0.0310988921848784","0.0228205103927811","0.0393772739769758","1"
"Daily","2003","higher education","92","0.0239223896059334","0.0193829921235487","0.0284617870883182","1"
"Daily","2003","in school","170","0.270297555320394","0.235169196118025","0.305425914522764","1"
"Daily","2003","inadequately","22","","","","1"
"Daily","2003","general elemantary","241","0.0777485067316957","0.0677458423516519","0.0877511711117395","1"
"Daily","2003","middle vocational","424","0.0378032113565932","0.0342612747576617","0.0413451479555248","1"
"Min 1x per month","2003","vocational + Abi","353","0.29812923807353","0.271805354755072","0.324453121391988","3"
"Min 1x per month","2003","higher education","1737","0.37767008816634","0.363268168303395","0.392072008029284","3"
"Min 1x per month","2003","middle vocational","3598","0.311268582356155","0.302669797649666","0.319867367062645","3"
"Min 1x per month","2003","in school","64","0.106097425505288","0.0817383151827683","0.130456535827809","3"
"Min 1x per month","2003","inadequately","70","0.251936325858599","0.200057919125797","0.303814732591401","3"
"Min 1x per month","2003","higher vocational","630","0.333765727877477","0.311276858546294","0.356254597208661","3"
"Min 1x per month","2003","general elemantary","607","0.211616121512471","0.196358451145942","0.226873791879","3"
"Min 1x per week","2003","vocational + Abi","573","0.47795172084098","0.449206447319379","0.50669699436258","2"
"Min 1x per week","2003","higher education","1720","0.407860764436373","0.393261813761545","0.4224597151112","2"
"Min 1x per week","2003","higher vocational","627","0.388124408053667","0.36488364898615","0.411365167121185","2"
"Min 1x per week","2003","middle vocational","4483","0.398019464811888","0.38892896286181","0.407109966761967","2"
"Min 1x per week","2003","general elemantary","1231","0.437797790967123","0.419265545578892","0.456330036355355","2"
"Min 1x per week","2003","in school","353","0.56973766603745","0.530575379932889","0.60889995214201","2"
"Min 1x per week","2003","inadequately","103","0.373478195537045","0.315672228356411","0.43128416271768","2"
"Never","2003","higher education","47","0.0132542983364826","0.00985699168084257","0.0166516049921227","5"
"Never","2003","middle vocational","333","0.0354975901509815","0.0320612544970359","0.0389339258049271","5"
"Never","2003","vocational + Abi","23","","","","5"
"Never","2003","higher vocational","41","0.0271215647834516","0.0193748079124481","0.034868321654455","5"
"Never","2003","in school","2","","","","5"
"Never","2003","inadequately","21","","","","5"
"Never","2003","general elemantary","157","0.0682617805210058","0.0588411331764332","0.0776824278655784","5"
"Rarely","2003","higher education","757","0.177292459454872","0.165947012000879","0.188637906908865","4"
"Rarely","2003","vocational + Abi","175","0.166343684116256","0.1449139996378","0.187773368594712","4"
"Rarely","2003","higher vocational","338","0.219889407100525","0.200137296536943","0.239641517664107","4"
"Rarely","2003","in school","25","","","","4"
"Rarely","2003","middle vocational","2300","0.217411151324381","0.209750737703712","0.225071564945051","4"
"Rarely","2003","inadequately","53","0.232886567388225","0.182376963268703","0.283396171507747","4"
"Rarely","2003","general elemantary","517","0.204575800267705","0.189507248497172","0.219644352038237","4"
"Daily","2004","vocational + Abi","","","","","1"
"Daily","2004","higher vocational","","","","","1"
"Daily","2004","higher education","","","","","1"
"Daily","2004","inadequately","","","","","1"
"Daily","2004","general elemantary","","","","","1"
"Daily","2004","middle vocational","","","","","1"
"Daily","2004","in school","","","","","1"
"Min 1x per month","2004","vocational + Abi","","","","","3"
"Min 1x per month","2004","higher education","","","","","3"
"Min 1x per month","2004","inadequately","","","","","3"
"Min 1x per month","2004","middle vocational","","","","","3"
"Min 1x per month","2004","higher vocational","","","","","3"
"Min 1x per month","2004","in school","","","","","3"
"Min 1x per month","2004","general elemantary","","","","","3"
"Min 1x per week","2004","higher vocational","","","","","2"
"Min 1x per week","2004","vocational + Abi","","","","","2"
"Min 1x per week","2004","middle vocational","","","","","2"
"Min 1x per week","2004","higher education","","","","","2"
"Min 1x per week","2004","inadequately","","","","","2"
"Min 1x per week","2004","general elemantary","","","","","2"
"Min 1x per week","2004","in school","","","","","2"
"Never","2004","higher education","","","","","5"
"Never","2004","middle vocational","","","","","5"
"Never","2004","vocational + Abi","","","","","5"
"Never","2004","higher vocational","","","","","5"
"Never","2004","in school","","","","","5"
