"pli0080","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Daily","1991","vocational + Abi","Rural Area","","","",""
"Daily","1991","higher vocational","Urban Area","","","",""
"Daily","1991","higher vocational","Rural Area","","","",""
"Daily","1991","higher education","Urban Area","","","",""
"Daily","1991","higher education","Rural Area","","","",""
"Min 1x per week","1991","in school","Urban Area","","","",""
"Min 1x per week","1991","in school","Rural Area","","","",""
"Min 1x per week","1991","inadequately","Urban Area","","","",""
"Min 1x per week","1991","inadequately","Rural Area","","","",""
"Min 1x per week","1991","general elemantary","Urban Area","","","",""
"Min 1x per week","1991","general elemantary","Rural Area","","","",""
"Min 1x per week","1991","middle vocational","Urban Area","","","",""
"Min 1x per week","1991","middle vocational","Rural Area","","","",""
"Min 1x per week","1991","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1991","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1991","higher vocational","Urban Area","","","",""
"Min 1x per week","1991","higher vocational","Rural Area","","","",""
"Min 1x per week","1991","higher education","Urban Area","","","",""
"Min 1x per week","1991","higher education","Rural Area","","","",""
"Min 1x per month","1991","in school","Urban Area","","","",""
"Min 1x per month","1991","in school","Rural Area","","","",""
"Min 1x per month","1991","inadequately","Urban Area","","","",""
"Min 1x per month","1991","inadequately","Rural Area","","","",""
"Min 1x per month","1991","general elemantary","Urban Area","","","",""
"Min 1x per month","1991","general elemantary","Rural Area","","","",""
"Min 1x per month","1991","middle vocational","Urban Area","","","",""
"Min 1x per month","1991","middle vocational","Rural Area","","","",""
"Min 1x per month","1991","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1991","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1991","higher vocational","Urban Area","","","",""
"Min 1x per month","1991","higher vocational","Rural Area","","","",""
"Min 1x per month","1991","higher education","Urban Area","","","",""
"Min 1x per month","1991","higher education","Rural Area","","","",""
"Rarely","1991","in school","Urban Area","","","",""
"Rarely","1991","in school","Rural Area","","","",""
"Rarely","1991","inadequately","Urban Area","","","",""
"Rarely","1991","inadequately","Rural Area","","","",""
"Rarely","1991","general elemantary","Urban Area","","","",""
"Rarely","1991","general elemantary","Rural Area","","","",""
"Rarely","1991","middle vocational","Urban Area","","","",""
"Rarely","1991","middle vocational","Rural Area","","","",""
"Rarely","1991","vocational + Abi","Urban Area","","","",""
"Rarely","1991","vocational + Abi","Rural Area","","","",""
"Rarely","1991","higher vocational","Urban Area","","","",""
"Rarely","1991","higher vocational","Rural Area","","","",""
"Rarely","1991","higher education","Urban Area","","","",""
"Rarely","1991","higher education","Rural Area","","","",""
"Never","1991","in school","Urban Area","","","",""
"Never","1991","in school","Rural Area","","","",""
"Never","1991","inadequately","Urban Area","","","",""
"Never","1991","inadequately","Rural Area","","","",""
"Never","1991","general elemantary","Urban Area","","","",""
"Never","1991","general elemantary","Rural Area","","","",""
"Never","1991","middle vocational","Urban Area","","","",""
"Never","1991","middle vocational","Rural Area","","","",""
"Never","1991","vocational + Abi","Urban Area","","","",""
"Never","1991","vocational + Abi","Rural Area","","","",""
"Never","1991","higher vocational","Urban Area","","","",""
"Never","1991","higher vocational","Rural Area","","","",""
"Never","1991","higher education","Urban Area","","","",""
"Never","1991","higher education","Rural Area","","","",""
"Daily","1992","in school","Urban Area","","","",""
"Daily","1992","in school","Rural Area","","","",""
"Daily","1992","inadequately","Urban Area","","","",""
"Daily","1992","inadequately","Rural Area","","","",""
"Daily","1992","general elemantary","Urban Area","","","",""
"Daily","1992","general elemantary","Rural Area","","","",""
"Daily","1992","middle vocational","Urban Area","","","",""
"Daily","1992","middle vocational","Rural Area","","","",""
"Daily","1992","vocational + Abi","Urban Area","","","",""
"Daily","1992","vocational + Abi","Rural Area","","","",""
"Daily","1992","higher vocational","Urban Area","","","",""
"Daily","1992","higher vocational","Rural Area","","","",""
"Daily","1992","higher education","Urban Area","","","",""
"Daily","1992","higher education","Rural Area","","","",""
"Min 1x per week","1992","in school","Urban Area","","","",""
"Min 1x per week","1992","in school","Rural Area","","","",""
"Min 1x per week","1992","inadequately","Urban Area","","","",""
"Min 1x per week","1992","inadequately","Rural Area","","","",""
"Min 1x per week","1992","general elemantary","Urban Area","","","",""
"Min 1x per week","1992","general elemantary","Rural Area","","","",""
"Min 1x per week","1992","middle vocational","Urban Area","","","",""
"Min 1x per week","1992","middle vocational","Rural Area","","","",""
"Min 1x per week","1992","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1992","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1992","higher vocational","Urban Area","","","",""
"Min 1x per week","1992","higher vocational","Rural Area","","","",""
"Min 1x per week","1992","higher education","Urban Area","","","",""
"Min 1x per week","1992","higher education","Rural Area","","","",""
"Min 1x per month","1992","in school","Urban Area","","","",""
"Min 1x per month","1992","in school","Rural Area","","","",""
"Min 1x per month","1992","inadequately","Urban Area","","","",""
"Min 1x per month","1992","inadequately","Rural Area","","","",""
"Min 1x per month","1992","general elemantary","Urban Area","","","",""
"Min 1x per month","1992","general elemantary","Rural Area","","","",""
"Min 1x per month","1992","middle vocational","Urban Area","","","",""
"Min 1x per month","1992","middle vocational","Rural Area","","","",""
"Min 1x per month","1992","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1992","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1992","higher vocational","Urban Area","","","",""
"Min 1x per month","1992","higher vocational","Rural Area","","","",""
"Min 1x per month","1992","higher education","Urban Area","","","",""
"Min 1x per month","1992","higher education","Rural Area","","","",""
"Rarely","1992","in school","Urban Area","","","",""
"Rarely","1992","in school","Rural Area","","","",""
"Rarely","1992","inadequately","Urban Area","","","",""
"Rarely","1992","inadequately","Rural Area","","","",""
"Rarely","1992","general elemantary","Urban Area","","","",""
"Rarely","1992","general elemantary","Rural Area","","","",""
"Rarely","1992","middle vocational","Urban Area","","","",""
"Rarely","1992","middle vocational","Rural Area","","","",""
"Rarely","1992","vocational + Abi","Urban Area","","","",""
"Rarely","1992","vocational + Abi","Rural Area","","","",""
"Rarely","1992","higher vocational","Urban Area","","","",""
"Rarely","1992","higher vocational","Rural Area","","","",""
"Rarely","1992","higher education","Urban Area","","","",""
"Rarely","1992","higher education","Rural Area","","","",""
"Never","1992","in school","Urban Area","","","",""
"Never","1992","in school","Rural Area","","","",""
"Never","1992","inadequately","Urban Area","","","",""
"Never","1992","inadequately","Rural Area","","","",""
"Never","1992","general elemantary","Urban Area","","","",""
"Never","1992","general elemantary","Rural Area","","","",""
"Never","1992","middle vocational","Urban Area","","","",""
"Never","1992","middle vocational","Rural Area","","","",""
"Never","1992","vocational + Abi","Urban Area","","","",""
"Never","1992","vocational + Abi","Rural Area","","","",""
"Never","1992","higher vocational","Urban Area","","","",""
"Never","1992","higher vocational","Rural Area","","","",""
"Never","1992","higher education","Urban Area","","","",""
"Never","1992","higher education","Rural Area","","","",""
"Daily","1993","in school","Urban Area","","","",""
"Daily","1993","in school","Rural Area","","","",""
"Daily","1993","inadequately","Urban Area","","","",""
"Daily","1993","inadequately","Rural Area","","","",""
"Daily","1993","general elemantary","Urban Area","","","",""
"Daily","1993","general elemantary","Rural Area","","","",""
"Daily","1993","middle vocational","Urban Area","","","",""
"Daily","1993","middle vocational","Rural Area","","","",""
"Daily","1993","vocational + Abi","Urban Area","","","",""
"Daily","1993","vocational + Abi","Rural Area","","","",""
"Daily","1993","higher vocational","Urban Area","","","",""
"Daily","1993","higher vocational","Rural Area","","","",""
"Daily","1993","higher education","Urban Area","","","",""
"Daily","1993","higher education","Rural Area","","","",""
"Min 1x per week","1993","in school","Urban Area","","","",""
"Min 1x per week","1993","in school","Rural Area","","","",""
"Min 1x per week","1993","inadequately","Urban Area","","","",""
"Min 1x per week","1993","inadequately","Rural Area","","","",""
"Min 1x per week","1993","general elemantary","Urban Area","","","",""
"Min 1x per week","1993","general elemantary","Rural Area","","","",""
"Min 1x per week","1993","middle vocational","Urban Area","","","",""
"Min 1x per week","1993","middle vocational","Rural Area","","","",""
"Min 1x per week","1993","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1993","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1993","higher vocational","Urban Area","","","",""
"Min 1x per week","1993","higher vocational","Rural Area","","","",""
"Min 1x per week","1993","higher education","Urban Area","","","",""
"Min 1x per week","1993","higher education","Rural Area","","","",""
"Min 1x per month","1993","in school","Urban Area","","","",""
"Min 1x per month","1993","in school","Rural Area","","","",""
"Min 1x per month","1993","inadequately","Urban Area","","","",""
"Min 1x per month","1993","inadequately","Rural Area","","","",""
"Min 1x per month","1993","general elemantary","Urban Area","","","",""
"Min 1x per month","1993","general elemantary","Rural Area","","","",""
"Min 1x per month","1993","middle vocational","Urban Area","","","",""
"Min 1x per month","1993","middle vocational","Rural Area","","","",""
"Min 1x per month","1993","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1993","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1993","higher vocational","Urban Area","","","",""
"Min 1x per month","1993","higher vocational","Rural Area","","","",""
"Min 1x per month","1993","higher education","Urban Area","","","",""
"Min 1x per month","1993","higher education","Rural Area","","","",""
"Rarely","1993","in school","Urban Area","","","",""
"Rarely","1993","in school","Rural Area","","","",""
"Rarely","1993","inadequately","Urban Area","","","",""
"Rarely","1993","inadequately","Rural Area","","","",""
"Rarely","1993","general elemantary","Urban Area","","","",""
"Rarely","1993","general elemantary","Rural Area","","","",""
"Rarely","1993","middle vocational","Urban Area","","","",""
"Rarely","1993","middle vocational","Rural Area","","","",""
"Rarely","1993","vocational + Abi","Urban Area","","","",""
"Rarely","1993","vocational + Abi","Rural Area","","","",""
"Rarely","1993","higher vocational","Urban Area","","","",""
"Rarely","1993","higher vocational","Rural Area","","","",""
"Rarely","1993","higher education","Urban Area","","","",""
"Rarely","1993","higher education","Rural Area","","","",""
"Never","1993","in school","Urban Area","","","",""
"Never","1993","in school","Rural Area","","","",""
"Never","1993","inadequately","Urban Area","","","",""
"Never","1993","inadequately","Rural Area","","","",""
"Never","1993","general elemantary","Urban Area","","","",""
"Never","1993","general elemantary","Rural Area","","","",""
"Never","1993","middle vocational","Urban Area","","","",""
"Never","1993","middle vocational","Rural Area","","","",""
"Never","1993","vocational + Abi","Urban Area","","","",""
"Never","1993","vocational + Abi","Rural Area","","","",""
"Never","1993","higher vocational","Urban Area","","","",""
"Never","1993","higher vocational","Rural Area","","","",""
"Never","1993","higher education","Urban Area","","","",""
"Never","1993","higher education","Rural Area","","","",""
"Daily","1994","in school","Urban Area","","","",""
"Daily","1994","in school","Rural Area","","","",""
"Daily","1994","inadequately","Urban Area","","","",""
"Daily","1994","inadequately","Rural Area","","","",""
"Daily","1994","general elemantary","Urban Area","","","",""
"Daily","1994","general elemantary","Rural Area","","","",""
"Daily","1994","middle vocational","Urban Area","","","",""
"Daily","1994","middle vocational","Rural Area","","","",""
"Daily","1994","vocational + Abi","Urban Area","","","",""
"Daily","1994","vocational + Abi","Rural Area","","","",""
"Daily","1994","higher vocational","Urban Area","","","",""
"Daily","1994","higher vocational","Rural Area","","","",""
"Daily","1994","higher education","Urban Area","","","",""
"Daily","1994","higher education","Rural Area","","","",""
"Min 1x per week","1994","in school","Urban Area","","","",""
"Min 1x per week","1994","in school","Rural Area","","","",""
"Min 1x per week","1994","inadequately","Urban Area","","","",""
"Min 1x per week","1994","inadequately","Rural Area","","","",""
"Min 1x per week","1994","general elemantary","Urban Area","","","",""
"Min 1x per week","1994","general elemantary","Rural Area","","","",""
"Min 1x per week","1994","middle vocational","Urban Area","","","",""
"Min 1x per week","1994","middle vocational","Rural Area","","","",""
"Min 1x per week","1994","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1994","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1994","higher vocational","Urban Area","","","",""
"Min 1x per week","1994","higher vocational","Rural Area","","","",""
"Min 1x per week","1994","higher education","Urban Area","","","",""
"Min 1x per week","1994","higher education","Rural Area","","","",""
"Min 1x per month","1994","in school","Urban Area","","","",""
"Min 1x per month","1994","in school","Rural Area","","","",""
"Min 1x per month","1994","inadequately","Urban Area","","","",""
"Min 1x per month","1994","inadequately","Rural Area","","","",""
"Min 1x per month","1994","general elemantary","Urban Area","","","",""
"Min 1x per month","1994","general elemantary","Rural Area","","","",""
"Min 1x per month","1994","middle vocational","Urban Area","","","",""
"Min 1x per month","1994","middle vocational","Rural Area","","","",""
"Min 1x per month","1994","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1994","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1994","higher vocational","Urban Area","","","",""
"Min 1x per month","1994","higher vocational","Rural Area","","","",""
"Min 1x per month","1994","higher education","Urban Area","","","",""
"Min 1x per month","1994","higher education","Rural Area","","","",""
"Rarely","1994","in school","Urban Area","","","",""
"Rarely","1994","in school","Rural Area","","","",""
"Rarely","1994","inadequately","Urban Area","","","",""
"Rarely","1994","inadequately","Rural Area","","","",""
"Rarely","1994","general elemantary","Urban Area","","","",""
"Rarely","1994","general elemantary","Rural Area","","","",""
"Rarely","1994","middle vocational","Urban Area","","","",""
"Rarely","1994","middle vocational","Rural Area","","","",""
"Rarely","1994","vocational + Abi","Urban Area","","","",""
"Rarely","1994","vocational + Abi","Rural Area","","","",""
"Rarely","1994","higher vocational","Urban Area","","","",""
"Rarely","1994","higher vocational","Rural Area","","","",""
"Rarely","1994","higher education","Urban Area","","","",""
"Rarely","1994","higher education","Rural Area","","","",""
"Never","1994","in school","Urban Area","","","",""
"Never","1994","in school","Rural Area","","","",""
"Never","1994","inadequately","Urban Area","","","",""
"Never","1994","inadequately","Rural Area","","","",""
"Never","1994","general elemantary","Urban Area","","","",""
"Never","1994","general elemantary","Rural Area","","","",""
"Never","1994","middle vocational","Urban Area","","","",""
"Never","1994","middle vocational","Rural Area","","","",""
"Never","1994","vocational + Abi","Urban Area","","","",""
"Never","1994","vocational + Abi","Rural Area","","","",""
"Never","1994","higher vocational","Urban Area","","","",""
"Never","1994","higher vocational","Rural Area","","","",""
"Never","1994","higher education","Urban Area","","","",""
"Never","1994","higher education","Rural Area","","","",""
"Daily","1995","in school","Urban Area","53","0.248581473874752","0.188533704189697","0.308629243559807"
"Daily","1995","in school","Rural Area","28","","",""
"Daily","1995","inadequately","Urban Area","50","0.122705262165423","0.0922554219733546","0.153155102357491"
"Daily","1995","inadequately","Rural Area","5","","",""
"Daily","1995","general elemantary","Urban Area","176","0.0825105903870818","0.069590088227358","0.0954310925468056"
"Daily","1995","general elemantary","Rural Area","74","0.0939267963137146","0.0732000008957279","0.114653591731701"
"Daily","1995","middle vocational","Urban Area","255","0.0544277823062272","0.0476471290781849","0.0612084355342695"
"Daily","1995","middle vocational","Rural Area","108","0.0489653082406218","0.0403800052077426","0.0575506112735011"
"Daily","1995","vocational + Abi","Urban Area","21","","",""
"Daily","1995","vocational + Abi","Rural Area","7","","",""
"Daily","1995","higher vocational","Urban Area","13","","",""
"Daily","1995","higher vocational","Rural Area","4","","",""
"Daily","1995","higher education","Urban Area","26","","",""
"Daily","1995","higher education","Rural Area","19","","",""
"Min 1x per week","1995","in school","Urban Area","107","0.526760518194582","0.457391005131025","0.59613003125814"
"Min 1x per week","1995","in school","Rural Area","38","0.581161066520019","0.476276785195103","0.686045347844935"
"Min 1x per week","1995","inadequately","Urban Area","233","0.474481963007836","0.4281389433125","0.520824982703173"
"Min 1x per week","1995","inadequately","Rural Area","51","0.49830120109167","0.392007843486164","0.604594558697175"
"Min 1x per week","1995","general elemantary","Urban Area","812","0.423647860424986","0.400443453160148","0.446852267689824"
"Min 1x per week","1995","general elemantary","Rural Area","298","0.366261830574493","0.332031859984734","0.400491801164251"
"Min 1x per week","1995","middle vocational","Urban Area","1811","0.382863661149131","0.368334969817422","0.39739235248084"
"Min 1x per week","1995","middle vocational","Rural Area","864","0.367105954341129","0.347929230148594","0.386282678533665"
"Min 1x per week","1995","vocational + Abi","Urban Area","192","0.552652347496452","0.501502614690731","0.603802080302173"
"Min 1x per week","1995","vocational + Abi","Rural Area","50","0.446889745094139","0.355625279504721","0.538154210683558"
"Min 1x per week","1995","higher vocational","Urban Area","185","0.355802920149719","0.312703338947354","0.398902501352084"
"Min 1x per week","1995","higher vocational","Rural Area","91","0.380010792236285","0.323854661962842","0.436166922509727"
"Min 1x per week","1995","higher education","Urban Area","451","0.432612760870605","0.403636145386777","0.461589376354434"
"Min 1x per week","1995","higher education","Rural Area","174","0.289100465516476","0.253839862209163","0.32436106882379"
"Min 1x per month","1995","in school","Urban Area","23","","",""
"Min 1x per month","1995","in school","Rural Area","10","","",""
"Min 1x per month","1995","inadequately","Urban Area","100","0.231906571500552","0.192737415462951","0.271075727538153"
"Min 1x per month","1995","inadequately","Rural Area","19","","",""
"Min 1x per month","1995","general elemantary","Urban Area","417","0.258452504088466","0.23789436148842","0.279010646688511"
"Min 1x per month","1995","general elemantary","Rural Area","188","0.243441330905345","0.212950151346098","0.273932510464592"
"Min 1x per month","1995","middle vocational","Urban Area","1283","0.310699919678842","0.296867804447195","0.32453203491049"
"Min 1x per month","1995","middle vocational","Rural Area","759","0.307381859771351","0.289024963631913","0.325738755910789"
"Min 1x per month","1995","vocational + Abi","Urban Area","104","0.268441176082527","0.22285386553701","0.314028486628043"
"Min 1x per month","1995","vocational + Abi","Rural Area","31","0.243490476780357","0.16470541949748","0.322275534063234"
"Min 1x per month","1995","higher vocational","Urban Area","174","0.37048718803809","0.327011365845813","0.413963010230367"
"Min 1x per month","1995","higher vocational","Rural Area","108","0.324602080070903","0.270431604133118","0.378772556008688"
"Min 1x per month","1995","higher education","Urban Area","404","0.343429006639884","0.315656342269192","0.371201671010576"
"Min 1x per month","1995","higher education","Rural Area","227","0.363396864898954","0.325986994553402","0.400806735244507"
"Rarely","1995","in school","Urban Area","15","","",""
"Rarely","1995","in school","Rural Area","8","","",""
"Rarely","1995","inadequately","Urban Area","43","0.111033033960538","0.0818755814720664","0.14019048644901"
"Rarely","1995","inadequately","Rural Area","9","","",""
"Rarely","1995","general elemantary","Urban Area","262","0.180725478760112","0.162655883202783","0.198795074317441"
"Rarely","1995","general elemantary","Rural Area","166","0.238699567756423","0.208412333465483","0.268986802047363"
"Rarely","1995","middle vocational","Urban Area","826","0.212936624843444","0.200700500038039","0.225172749648849"
"Rarely","1995","middle vocational","Rural Area","629","0.247235454751675","0.230072258983361","0.26439865051999"
"Rarely","1995","vocational + Abi","Urban Area","41","0.092341546659417","0.0625594972992891","0.122123596019545"
"Rarely","1995","vocational + Abi","Rural Area","22","","",""
"Rarely","1995","higher vocational","Urban Area","96","0.225736444923456","0.188100383433403","0.263372506413509"
"Rarely","1995","higher vocational","Rural Area","79","0.259587445801984","0.208866671807182","0.310308219796785"
"Rarely","1995","higher education","Urban Area","231","0.186991506197051","0.164187208899445","0.209795803494656"
"Rarely","1995","higher education","Rural Area","196","0.28577833092479","0.250639089063564","0.320917572786015"
"Never","1995","in school","Urban Area","1","","",""
"Never","1995","in school","Rural Area","1","","",""
"Never","1995","inadequately","Urban Area","20","","",""
"Never","1995","inadequately","Rural Area","1","","",""
"Never","1995","general elemantary","Urban Area","75","0.0546635663393542","0.043988607849701","0.0653385248290073"
"Never","1995","general elemantary","Rural Area","35","0.0576704744500246","0.0411076680979775","0.0742332808020718"
"Never","1995","middle vocational","Urban Area","125","0.0390720120223555","0.0332804971945403","0.0448635268501707"
"Never","1995","middle vocational","Rural Area","67","0.029311422895223","0.0226006643509408","0.0360221814395053"
"Never","1995","vocational + Abi","Urban Area","5","","",""
"Never","1995","vocational + Abi","Rural Area","4","","",""
"Never","1995","higher vocational","Urban Area","6","","",""
"Never","1995","higher vocational","Rural Area","5","","",""
"Never","1995","higher education","Urban Area","11","","",""
"Never","1995","higher education","Rural Area","19","","",""
"Daily","1996","in school","Urban Area","","","",""
"Daily","1996","in school","Rural Area","","","",""
"Daily","1996","inadequately","Urban Area","","","",""
"Daily","1996","inadequately","Rural Area","","","",""
"Daily","1996","general elemantary","Urban Area","","","",""
"Daily","1996","general elemantary","Rural Area","","","",""
"Daily","1996","middle vocational","Urban Area","","","",""
"Daily","1996","middle vocational","Rural Area","","","",""
"Daily","1996","vocational + Abi","Urban Area","","","",""
"Daily","1996","vocational + Abi","Rural Area","","","",""
"Daily","1996","higher vocational","Urban Area","","","",""
"Daily","1996","higher vocational","Rural Area","","","",""
"Daily","1996","higher education","Urban Area","","","",""
"Daily","1996","higher education","Rural Area","","","",""
"Min 1x per week","1996","in school","Urban Area","","","",""
"Min 1x per week","1996","in school","Rural Area","","","",""
"Min 1x per week","1996","inadequately","Urban Area","","","",""
"Min 1x per week","1996","inadequately","Rural Area","","","",""
"Min 1x per week","1996","general elemantary","Urban Area","","","",""
"Min 1x per week","1996","general elemantary","Rural Area","","","",""
"Min 1x per week","1996","middle vocational","Urban Area","","","",""
"Min 1x per week","1996","middle vocational","Rural Area","","","",""
"Min 1x per week","1996","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1996","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1996","higher vocational","Urban Area","","","",""
"Min 1x per week","1996","higher vocational","Rural Area","","","",""
"Min 1x per week","1996","higher education","Urban Area","","","",""
"Min 1x per week","1996","higher education","Rural Area","","","",""
"Min 1x per month","1996","in school","Urban Area","","","",""
"Min 1x per month","1996","in school","Rural Area","","","",""
"Min 1x per month","1996","inadequately","Urban Area","","","",""
"Min 1x per month","1996","inadequately","Rural Area","","","",""
"Min 1x per month","1996","general elemantary","Urban Area","","","",""
"Min 1x per month","1996","general elemantary","Rural Area","","","",""
"Min 1x per month","1996","middle vocational","Urban Area","","","",""
"Min 1x per month","1996","middle vocational","Rural Area","","","",""
"Min 1x per month","1996","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1996","vocational + Abi","Rural Area","","","",""
