"pli0080","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","1994","35-65 y.","Female","","","","","1"
"Daily","1994","66 and older","Male","","","","","1"
"Daily","1994","66 and older","Female","","","","","1"
"Min 1x per month","1994","16-34 y.","Female","","","","","3"
"Min 1x per month","1994","16-34 y.","Male","","","","","3"
"Min 1x per month","1994","35-65 y.","Male","","","","","3"
"Min 1x per month","1994","35-65 y.","Female","","","","","3"
"Min 1x per month","1994","66 and older","Female","","","","","3"
"Min 1x per month","1994","66 and older","Male","","","","","3"
"Min 1x per week","1994","16-34 y.","Male","","","","","2"
"Min 1x per week","1994","16-34 y.","Female","","","","","2"
"Min 1x per week","1994","35-65 y.","Male","","","","","2"
"Min 1x per week","1994","35-65 y.","Female","","","","","2"
"Min 1x per week","1994","66 and older","Female","","","","","2"
"Min 1x per week","1994","66 and older","Male","","","","","2"
"Never","1994","16-34 y.","Male","","","","","5"
"Never","1994","16-34 y.","Female","","","","","5"
"Never","1994","35-65 y.","Male","","","","","5"
"Never","1994","35-65 y.","Female","","","","","5"
"Never","1994","66 and older","Male","","","","","5"
"Never","1994","66 and older","Female","","","","","5"
"Rarely","1994","16-34 y.","Female","","","","","4"
"Rarely","1994","16-34 y.","Male","","","","","4"
"Rarely","1994","35-65 y.","Female","","","","","4"
"Rarely","1994","35-65 y.","Male","","","","","4"
"Rarely","1994","66 and older","Male","","","","","4"
"Rarely","1994","66 and older","Female","","","","","4"
"Daily","1995","16-34 y.","Male","317","0.120445552476724","0.107525687084979","0.13336541786847","1"
"Daily","1995","16-34 y.","Female","248","0.104302946940772","0.0923215640041783","0.116284329877366","1"
"Daily","1995","35-65 y.","Male","103","0.0288610703114981","0.0232195781313779","0.0345025624916183","1"
"Daily","1995","35-65 y.","Female","122","0.0330130568703944","0.0270432685809472","0.0389828451598415","1"
"Daily","1995","66 and older","Male","19","","","","1"
"Daily","1995","66 and older","Female","68","0.0708622857615922","0.0545797692775716","0.0871448022456128","1"
"Min 1x per month","1995","16-34 y.","Male","535","0.222655620677269","0.206141524744232","0.239169716610306","3"
"Min 1x per month","1995","16-34 y.","Female","595","0.243761009706467","0.226930791788111","0.260591227624823","3"
"Min 1x per month","1995","35-65 y.","Male","1183","0.358337570949785","0.342179237344504","0.374495904555067","3"
"Min 1x per month","1995","35-65 y.","Female","1144","0.33360756245225","0.317853639100491","0.34936148580401","3"
"Min 1x per month","1995","66 and older","Male","182","0.316013192641679","0.278434999231597","0.353591386051762","3"
"Min 1x per month","1995","66 and older","Female","264","0.266858420669304","0.238790626388722","0.294926214949886","3"
"Min 1x per week","1995","16-34 y.","Male","1282","0.526193102710799","0.506373063688905","0.546013141732693","2"
"Min 1x per week","1995","16-34 y.","Female","1348","0.533180390302753","0.513623954062707","0.5527368265428","2"
"Min 1x per week","1995","35-65 y.","Male","1092","0.311455447439036","0.295850544164384","0.327060350713688","2"
"Min 1x per week","1995","35-65 y.","Female","1254","0.369280924837937","0.353155833808257","0.385406015867617","2"
"Min 1x per week","1995","66 and older","Male","176","0.272888383401715","0.236884239084633","0.308892527718797","2"
"Min 1x per week","1995","66 and older","Female","340","0.365710013704656","0.335147698021468","0.396272329387843","2"
"Never","1995","16-34 y.","Male","26","","","","5"
"Never","1995","16-34 y.","Female","29","","","","5"
"Never","1995","35-65 y.","Male","103","0.0344964415295139","0.0283466388632671","0.0406462441957608","5"
"Never","1995","35-65 y.","Female","104","0.0276435831562023","0.0221656634177341","0.0331215028946705","5"
"Never","1995","66 and older","Male","42","0.0835661656666527","0.0611982651172295","0.105934066216076","5"
"Never","1995","66 and older","Female","78","0.0852114921219841","0.0674947714157021","0.102928212828266","5"
"Rarely","1995","16-34 y.","Female","280","0.108540202092241","0.0963468172530639","0.120733586931418","4"
"Rarely","1995","16-34 y.","Male","278","0.116579396192434","0.103840672926116","0.129318119458753","4"
"Rarely","1995","35-65 y.","Male","902","0.266849469770167","0.251944646161872","0.281754293378462","4"
"Rarely","1995","35-65 y.","Female","817","0.236454872683216","0.222257851062404","0.250651894304028","4"
"Rarely","1995","66 and older","Male","169","0.299463978436286","0.262443079606076","0.336484877266495","4"
"Rarely","1995","66 and older","Female","204","0.211357787742464","0.185450434869058","0.23726514061587","4"
"Daily","1996","16-34 y.","Male","","","","","1"
"Daily","1996","16-34 y.","Female","","","","","1"
"Daily","1996","35-65 y.","Male","","","","","1"
"Daily","1996","35-65 y.","Female","","","","","1"
"Daily","1996","66 and older","Male","","","","","1"
"Daily","1996","66 and older","Female","","","","","1"
"Min 1x per month","1996","16-34 y.","Male","","","","","3"
"Min 1x per month","1996","16-34 y.","Female","","","","","3"
"Min 1x per month","1996","35-65 y.","Male","","","","","3"
"Min 1x per month","1996","35-65 y.","Female","","","","","3"
"Min 1x per month","1996","66 and older","Male","","","","","3"
"Min 1x per month","1996","66 and older","Female","","","","","3"
"Min 1x per week","1996","16-34 y.","Male","","","","","2"
"Min 1x per week","1996","16-34 y.","Female","","","","","2"
"Min 1x per week","1996","35-65 y.","Male","","","","","2"
"Min 1x per week","1996","66 and older","Male","","","","","2"
"Min 1x per week","1996","35-65 y.","Female","","","","","2"
"Min 1x per week","1996","66 and older","Female","","","","","2"
"Never","1996","16-34 y.","Male","","","","","5"
"Never","1996","16-34 y.","Female","","","","","5"
"Never","1996","35-65 y.","Male","","","","","5"
"Never","1996","35-65 y.","Female","","","","","5"
"Never","1996","66 and older","Male","","","","","5"
"Never","1996","66 and older","Female","","","","","5"
"Rarely","1996","16-34 y.","Female","","","","","4"
"Rarely","1996","16-34 y.","Male","","","","","4"
"Rarely","1996","35-65 y.","Male","","","","","4"
"Rarely","1996","35-65 y.","Female","","","","","4"
"Rarely","1996","66 and older","Male","","","","","4"
"Rarely","1996","66 and older","Female","","","","","4"
"Daily","1997","16-34 y.","Male","","","","","1"
"Daily","1997","16-34 y.","Female","","","","","1"
"Daily","1997","35-65 y.","Male","","","","","1"
"Daily","1997","35-65 y.","Female","","","","","1"
"Daily","1997","66 and older","Male","","","","","1"
"Daily","1997","66 and older","Female","","","","","1"
"Min 1x per month","1997","16-34 y.","Male","","","","","3"
"Min 1x per month","1997","16-34 y.","Female","","","","","3"
"Min 1x per month","1997","35-65 y.","Male","","","","","3"
"Min 1x per month","1997","35-65 y.","Female","","","","","3"
"Min 1x per month","1997","66 and older","Male","","","","","3"
"Min 1x per month","1997","66 and older","Female","","","","","3"
"Min 1x per week","1997","16-34 y.","Male","","","","","2"
"Min 1x per week","1997","16-34 y.","Female","","","","","2"
"Min 1x per week","1997","35-65 y.","Male","","","","","2"
"Min 1x per week","1997","35-65 y.","Female","","","","","2"
"Min 1x per week","1997","66 and older","Female","","","","","2"
"Min 1x per week","1997","66 and older","Male","","","","","2"
"Never","1997","16-34 y.","Male","","","","","5"
"Never","1997","16-34 y.","Female","","","","","5"
"Never","1997","35-65 y.","Male","","","","","5"
"Never","1997","35-65 y.","Female","","","","","5"
"Never","1997","66 and older","Male","","","","","5"
"Never","1997","66 and older","Female","","","","","5"
"Rarely","1997","16-34 y.","Male","","","","","4"
"Rarely","1997","35-65 y.","Male","","","","","4"
"Rarely","1997","16-34 y.","Female","","","","","4"
"Rarely","1997","35-65 y.","Female","","","","","4"
"Rarely","1997","66 and older","Male","","","","","4"
"Rarely","1997","66 and older","Female","","","","","4"
"Daily","1998","16-34 y.","Male","364","0.144753845316224","0.130715043284985","0.158792647347463","1"
"Daily","1998","16-34 y.","Female","285","0.109000340349132","0.0966828700788097","0.121317810619455","1"
"Daily","1998","35-65 y.","Male","110","0.0266006235429407","0.0214276143424122","0.0317736327434693","1"
"Daily","1998","35-65 y.","Female","140","0.0338008926365358","0.0280512665584013","0.0395505187146702","1"
"Daily","1998","66 and older","Female","63","0.0530057260043644","0.0398845080405899","0.0661269439681389","1"
"Daily","1998","66 and older","Male","29","","","","1"
"Min 1x per month","1998","16-34 y.","Male","522","0.212008740315909","0.195700503359835","0.228316977271983","3"
"Min 1x per month","1998","16-34 y.","Female","555","0.216782306789521","0.200496023372049","0.233068590206994","3"
"Min 1x per month","1998","35-65 y.","Male","1287","0.34153253855806","0.326287272324151","0.356777804791969","3"
"Min 1x per month","1998","35-65 y.","Female","1267","0.323407845895832","0.308525172353872","0.338290519437792","3"
"Min 1x per month","1998","66 and older","Female","304","0.263722633596813","0.237915872177949","0.289529395015676","3"
"Min 1x per month","1998","66 and older","Male","229","0.298986763196507","0.266373876522806","0.331599649870209","3"
"Min 1x per week","1998","16-34 y.","Male","1292","0.533695184607272","0.51379069607597","0.553599673138573","2"
"Min 1x per week","1998","16-34 y.","Female","1368","0.572068926565854","0.552512931568542","0.591624921563166","2"
"Min 1x per week","1998","35-65 y.","Male","1265","0.341007110668394","0.325767499293457","0.356246722043332","2"
"Min 1x per week","1998","35-65 y.","Female","1394","0.3747059835454","0.35930566686405","0.390106300226751","2"
"Min 1x per week","1998","66 and older","Male","253","0.329733320040464","0.296244072916072","0.363222567164856","2"
"Min 1x per week","1998","66 and older","Female","424","0.385792350515045","0.357283907681026","0.414300793349064","2"
"Never","1998","16-34 y.","Male","13","","","","5"
"Never","1998","16-34 y.","Female","10","","","","5"
"Never","1998","35-65 y.","Male","71","0.023121670426616","0.0182901741238983","0.0279531667293337","5"
"Never","1998","35-65 y.","Female","83","0.0196114607930104","0.0151998591909333","0.0240230623950875","5"
"Never","1998","66 and older","Male","36","0.0511353467518803","0.0354439035809837","0.0668267899227768","5"
"Never","1998","66 and older","Female","71","0.0689648223342737","0.0541247528039362","0.0838048918646113","5"
"Rarely","1998","16-34 y.","Male","222","0.102581157918223","0.0904751537138805","0.114687162122566","4"
"Rarely","1998","16-34 y.","Female","241","0.0985352756223992","0.08675544453941","0.110315106705389","4"
"Rarely","1998","35-65 y.","Male","984","0.267738056803989","0.253503626318395","0.281972487289583","4"
"Rarely","1998","35-65 y.","Female","911","0.248473817129221","0.234725340659332","0.262222293599111","4"
"Rarely","1998","66 and older","Female","258","0.228514467549504","0.203924394250165","0.253104540848843","4"
"Rarely","1998","66 and older","Male","210","0.285591655277296","0.253414609568642","0.317768700985951","4"
"Daily","1999","16-34 y.","Male","","","","","1"
"Daily","1999","16-34 y.","Female","","","","","1"
"Daily","1999","35-65 y.","Male","","","","","1"
"Daily","1999","35-65 y.","Female","","","","","1"
"Daily","1999","66 and older","Female","","","","","1"
"Daily","1999","66 and older","Male","","","","","1"
"Min 1x per month","1999","16-34 y.","Male","","","","","3"
"Min 1x per month","1999","16-34 y.","Female","","","","","3"
"Min 1x per month","1999","35-65 y.","Male","","","","","3"
"Min 1x per month","1999","35-65 y.","Female","","","","","3"
"Min 1x per month","1999","66 and older","Female","","","","","3"
"Min 1x per month","1999","66 and older","Male","","","","","3"
"Min 1x per week","1999","16-34 y.","Male","","","","","2"
"Min 1x per week","1999","16-34 y.","Female","","","","","2"
"Min 1x per week","1999","35-65 y.","Male","","","","","2"
"Min 1x per week","1999","35-65 y.","Female","","","","","2"
"Min 1x per week","1999","66 and older","Female","","","","","2"
"Min 1x per week","1999","66 and older","Male","","","","","2"
"Never","1999","16-34 y.","Female","","","","","5"
"Never","1999","16-34 y.","Male","","","","","5"
"Never","1999","35-65 y.","Male","","","","","5"
"Never","1999","35-65 y.","Female","","","","","5"
"Never","1999","66 and older","Male","","","","","5"
"Never","1999","66 and older","Female","","","","","5"
"Rarely","1999","16-34 y.","Male","","","","","4"
"Rarely","1999","16-34 y.","Female","","","","","4"
"Rarely","1999","35-65 y.","Male","","","","","4"
"Rarely","1999","35-65 y.","Female","","","","","4"
"Rarely","1999","66 and older","Male","","","","","4"
"Rarely","1999","66 and older","Female","","","","","4"
"Daily","2000","16-34 y.","Male","","","","","1"
"Daily","2000","16-34 y.","Female","","","","","1"
"Daily","2000","35-65 y.","Male","","","","","1"
"Daily","2000","35-65 y.","Female","","","","","1"
"Daily","2000","66 and older","Male","","","","","1"
"Daily","2000","66 and older","Female","","","","","1"
"Min 1x per month","2000","16-34 y.","Male","","","","","3"
"Min 1x per month","2000","16-34 y.","Female","","","","","3"
"Min 1x per month","2000","35-65 y.","Male","","","","","3"
"Min 1x per month","2000","35-65 y.","Female","","","","","3"
"Min 1x per month","2000","66 and older","Male","","","","","3"
"Min 1x per month","2000","66 and older","Female","","","","","3"
"Min 1x per week","2000","16-34 y.","Male","","","","","2"
"Min 1x per week","2000","16-34 y.","Female","","","","","2"
"Min 1x per week","2000","35-65 y.","Male","","","","","2"
"Min 1x per week","2000","35-65 y.","Female","","","","","2"
"Min 1x per week","2000","66 and older","Male","","","","","2"
"Min 1x per week","2000","66 and older","Female","","","","","2"
"Never","2000","16-34 y.","Male","","","","","5"
"Never","2000","16-34 y.","Female","","","","","5"
"Never","2000","35-65 y.","Male","","","","","5"
"Never","2000","35-65 y.","Female","","","","","5"
"Never","2000","66 and older","Male","","","","","5"
"Never","2000","66 and older","Female","","","","","5"
"Rarely","2000","16-34 y.","Male","","","","","4"
"Rarely","2000","16-34 y.","Female","","","","","4"
"Rarely","2000","35-65 y.","Male","","","","","4"
"Rarely","2000","35-65 y.","Female","","","","","4"
"Rarely","2000","66 and older","Male","","","","","4"
"Rarely","2000","66 and older","Female","","","","","4"
"Daily","2001","16-34 y.","Male","","","","","1"
"Daily","2001","16-34 y.","Female","","","","","1"
"Daily","2001","35-65 y.","Male","","","","","1"
"Daily","2001","35-65 y.","Female","","","","","1"
"Daily","2001","66 and older","Female","","","","","1"
"Daily","2001","66 and older","Male","","","","","1"
"Min 1x per month","2001","16-34 y.","Male","","","","","3"
"Min 1x per month","2001","16-34 y.","Female","","","","","3"
"Min 1x per month","2001","35-65 y.","Male","","","","","3"
"Min 1x per month","2001","35-65 y.","Female","","","","","3"
"Min 1x per month","2001","66 and older","Male","","","","","3"
"Min 1x per month","2001","66 and older","Female","","","","","3"
"Min 1x per week","2001","16-34 y.","Female","","","","","2"
"Min 1x per week","2001","16-34 y.","Male","","","","","2"
"Min 1x per week","2001","35-65 y.","Male","","","","","2"
"Min 1x per week","2001","35-65 y.","Female","","","","","2"
"Min 1x per week","2001","66 and older","Male","","","","","2"
"Min 1x per week","2001","66 and older","Female","","","","","2"
"Never","2001","16-34 y.","Female","","","","","5"
"Never","2001","16-34 y.","Male","","","","","5"
"Never","2001","35-65 y.","Male","","","","","5"
"Never","2001","35-65 y.","Female","","","","","5"
"Never","2001","66 and older","Male","","","","","5"
"Never","2001","66 and older","Female","","","","","5"
"Rarely","2001","16-34 y.","Male","","","","","4"
"Rarely","2001","16-34 y.","Female","","","","","4"
"Rarely","2001","35-65 y.","Male","","","","","4"
"Rarely","2001","66 and older","Male","","","","","4"
"Rarely","2001","35-65 y.","Female","","","","","4"
"Rarely","2001","66 and older","Female","","","","","4"
"Daily","2002","16-34 y.","Male","","","","","1"
"Daily","2002","16-34 y.","Female","","","","","1"
"Daily","2002","35-65 y.","Male","","","","","1"
"Daily","2002","35-65 y.","Female","","","","","1"
"Daily","2002","66 and older","Female","","","","","1"
"Daily","2002","66 and older","Male","","","","","1"
"Min 1x per month","2002","16-34 y.","Male","","","","","3"
"Min 1x per month","2002","16-34 y.","Female","","","","","3"
"Min 1x per month","2002","35-65 y.","Male","","","","","3"
"Min 1x per month","2002","35-65 y.","Female","","","","","3"
"Min 1x per month","2002","66 and older","Male","","","","","3"
"Min 1x per month","2002","66 and older","Female","","","","","3"
"Min 1x per week","2002","16-34 y.","Male","","","","","2"
"Min 1x per week","2002","16-34 y.","Female","","","","","2"
"Min 1x per week","2002","35-65 y.","Male","","","","","2"
"Min 1x per week","2002","35-65 y.","Female","","","","","2"
"Min 1x per week","2002","66 and older","Female","","","","","2"
"Min 1x per week","2002","66 and older","Male","","","","","2"
"Never","2002","16-34 y.","Male","","","","","5"
"Never","2002","16-34 y.","Female","","","","","5"
"Never","2002","35-65 y.","Male","","","","","5"
"Never","2002","35-65 y.","Female","","","","","5"
"Never","2002","66 and older","Male","","","","","5"
"Never","2002","66 and older","Female","","","","","5"
"Rarely","2002","16-34 y.","Male","","","","","4"
"Rarely","2002","16-34 y.","Female","","","","","4"
"Rarely","2002","35-65 y.","Male","","","","","4"
"Rarely","2002","35-65 y.","Female","","","","","4"
"Rarely","2002","66 and older","Male","","","","","4"
"Rarely","2002","66 and older","Female","","","","","4"
"Daily","2003","16-34 y.","Male","377","0.121943674375643","0.109847208777464","0.134040139973823","1"
"Daily","2003","16-34 y.","Female","322","0.100461311551419","0.0898014435010505","0.111121179601787","1"
"Daily","2003","35-65 y.","Male","104","0.0172964771170683","0.0140546675543897","0.0205382866797469","1"
"Daily","2003","35-65 y.","Female","171","0.0299747662225143","0.0258127382481361","0.0341367941968925","1"
"Daily","2003","66 and older","Male","33","0.0214297489833968","0.0144760619733586","0.0283834359934351","1"
"Daily","2003","66 and older","Female","77","0.0420483154061094","0.0332917536799454","0.0508048771322734","1"
"Min 1x per month","2003","16-34 y.","Male","556","0.192917613632031","0.178330729155554","0.207504498108508","3"
"Min 1x per month","2003","16-34 y.","Female","691","0.240865425651376","0.225702287146887","0.256028564155864","3"
"Min 1x per month","2003","35-65 y.","Male","2352","0.354157848222022","0.34226573480238","0.366049961641664","3"
"Min 1x per month","2003","35-65 y.","Female","2378","0.347415662577841","0.335793723443749","0.359037601711934","3"
"Min 1x per month","2003","66 and older","Male","560","0.312624794219653","0.290365097995133","0.334884490444172","3"
"Min 1x per month","2003","66 and older","Female","558","0.259810390841397","0.240677206303624","0.278943575379169","3"
"Min 1x per week","2003","16-34 y.","Female","1780","0.568384245832264","0.55082070220653","0.585947789457998","2"
"Min 1x per week","2003","16-34 y.","Male","1604","0.57985764595968","0.561611271033535","0.598104020885824","2"
"Min 1x per week","2003","35-65 y.","Male","2131","0.352946450904082","0.34106356476904","0.364829337039124","2"
"Min 1x per week","2003","35-65 y.","Female","2449","0.379597868657285","0.367752894982693","0.391442842331877","2"
"Min 1x per week","2003","66 and older","Female","738","0.371801967575296","0.350716092079644","0.392887843070948","2"
"Min 1x per week","2003","66 and older","Male","506","0.302983343720627","0.280916432501457","0.325050254939797","2"
"Never","2003","16-34 y.","Male","25","","","","5"
"Never","2003","16-34 y.","Female","20","","","","5"
"Never","2003","35-65 y.","Male","155","0.0260180219032491","0.0220597100010098","0.0299763338054884","5"
"Never","2003","35-65 y.","Female","150","0.0275740124648276","0.0235771993780306","0.0315708255516246","5"
"Never","2003","66 and older","Male","111","0.071690771444836","0.0593031320847069","0.0840784108049652","5"
"Never","2003","66 and older","Female","169","0.0901346301703427","0.0776400427928116","0.102629217547874","5"
"Rarely","2003","16-34 y.","Male","249","0.0922254348415506","0.0815291729191376","0.102921696763964","4"
"Rarely","2003","16-34 y.","Female","242","0.0825449638397607","0.0727865289442315","0.0923033987352898","4"
"Rarely","2003","35-65 y.","Male","1471","0.249581201853579","0.238820138148468","0.260342265558689","4"
"Rarely","2003","35-65 y.","Female","1300","0.215437690077532","0.205402857315113","0.225472522839951","4"
"Rarely","2003","66 and older","Female","476","0.236204696006855","0.217672782446724","0.254736609566987","4"
"Rarely","2003","66 and older","Male","456","0.291271341631487","0.269454118777834","0.313088564485141","4"
"Daily","2004","16-34 y.","Male","","","","","1"
"Daily","2004","16-34 y.","Female","","","","","1"
"Daily","2004","35-65 y.","Male","","","","","1"
"Daily","2004","66 and older","Male","","","","","1"
"Daily","2004","35-65 y.","Female","","","","","1"
"Daily","2004","66 and older","Female","","","","","1"
"Min 1x per month","2004","16-34 y.","Male","","","","","3"
"Min 1x per month","2004","16-34 y.","Female","","","","","3"
"Min 1x per month","2004","35-65 y.","Male","","","","","3"
"Min 1x per month","2004","35-65 y.","Female","","","","","3"
"Min 1x per month","2004","66 and older","Male","","","","","3"
"Min 1x per month","2004","66 and older","Female","","","","","3"
"Min 1x per week","2004","16-34 y.","Male","","","","","2"
"Min 1x per week","2004","35-65 y.","Male","","","","","2"
"Min 1x per week","2004","16-34 y.","Female","","","","","2"
"Min 1x per week","2004","35-65 y.","Female","","","","","2"
"Min 1x per week","2004","66 and older","Male","","","","","2"
