"ple0098_v5","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Yes","2002","66 and older","Full Time","9","","","","1"
"Yes","2002","66 and older","Part Time","25","","","","1"
"Yes","2002","66 and older","Not Working","258","0.082412837625009","0.0727836645677434","0.0920420106822745","1"
"No","2003","16-34 y.","Full Time","1961","0.873185067314821","0.859370687113029","0.886999447516614","2"
"No","2003","35-65 y.","Not Working","2499","0.913384651750347","0.902887408942557","0.923881894558137","2"
"No","2003","66 and older","Full Time","22","","","","2"
"No","2003","66 and older","Part Time","100","0.832822621108369","0.767410520371569","0.898234721845168","2"
"No","2003","66 and older","Not Working","2900","0.917575483755998","0.907997520569628","0.927153446942369","2"
"No","2003","16-34 y.","Part Time","1382","0.902666552735548","0.88787204116131","0.917461064309787","2"
"No","2003","16-34 y.","Not Working","1330","0.936442546664832","0.923811224614193","0.949073868715471","2"
"No","2003","35-65 y.","Full Time","4147","0.869048372496951","0.859512876526103","0.878583868467799","2"
"No","2003","35-65 y.","Part Time","2466","0.871311898445523","0.85904188096316","0.883581915927886","2"
"Yes","2003","16-34 y.","Full Time","268","0.126814932685179","0.113000552483386","0.140629312886972","1"
"Yes","2003","16-34 y.","Part Time","160","0.0973334472644516","0.0825389356902133","0.11212795883869","1"
"Yes","2003","16-34 y.","Not Working","103","0.0635574533351682","0.0509261312845293","0.0761887753858072","1"
"Yes","2003","35-65 y.","Full Time","661","0.130951627503049","0.121416131532201","0.140487123473896","1"
"Yes","2003","35-65 y.","Part Time","395","0.128688101554477","0.116418084072114","0.14095811903684","1"
"Yes","2003","35-65 y.","Not Working","259","0.0866153482496526","0.0761181054418626","0.0971125910574426","1"
"Yes","2003","66 and older","Full Time","8","","","","1"
"Yes","2003","66 and older","Part Time","25","","","","1"
"Yes","2003","66 and older","Not Working","267","0.0824245162440018","0.0728465530576314","0.0920024794303722","1"
"No","2004","16-34 y.","Full Time","1770","0.864515775364048","0.849707985621674","0.879323565106422","2"
"No","2004","35-65 y.","Not Working","2382","0.910835918094286","0.899946549155863","0.921725287032708","2"
"No","2004","66 and older","Full Time","22","","","","2"
"No","2004","66 and older","Part Time","109","0.809066748700541","0.744647889044824","0.873485608356258","2"
"No","2004","66 and older","Not Working","2963","0.912856614751165","0.903174777279576","0.922538452222754","2"
"No","2004","16-34 y.","Part Time","1324","0.901151742788903","0.885946242803193","0.916357242774614","2"
"No","2004","16-34 y.","Not Working","1329","0.936325485318498","0.923735929392675","0.948915041244321","2"
"No","2004","35-65 y.","Full Time","3910","0.851861148798838","0.841611046779227","0.862111250818448","2"
"No","2004","35-65 y.","Part Time","2387","0.86294217833535","0.850183345904163","0.875701010766538","2"
"Yes","2004","16-34 y.","Full Time","282","0.135484224635952","0.120676434893578","0.150292014378326","1"
"Yes","2004","16-34 y.","Part Time","156","0.0988482572110965","0.0836427572253856","0.114053757196807","1"
"Yes","2004","16-34 y.","Not Working","116","0.0636745146815023","0.0510849587556794","0.0762640706073252","1"
"Yes","2004","35-65 y.","Full Time","704","0.148138851201162","0.137888749181552","0.158388953220773","1"
"Yes","2004","35-65 y.","Part Time","404","0.13705782166465","0.124298989233462","0.149816654095837","1"
"Yes","2004","35-65 y.","Not Working","249","0.0891640819057145","0.0782747129672916","0.100053450844137","1"
"Yes","2004","66 and older","Full Time","5","","","","1"
"Yes","2004","66 and older","Part Time","34","0.190933251299459","0.126514391643742","0.255352110955176","1"
"Yes","2004","66 and older","Not Working","297","0.087143385248835","0.0774615477772463","0.0968252227204237","1"
"No","2005","35-65 y.","Not Working","2159","0.910108777365387","0.898679847315273","0.921537707415502","2"
"No","2005","66 and older","Full Time","16","","","","2"
"No","2005","66 and older","Part Time","115","0.834024456462389","0.773673646121726","0.894375266803051","2"
"No","2005","66 and older","Not Working","2917","0.899494599810182","0.88915268572733","0.909836513893034","2"
"No","2005","16-34 y.","Full Time","1570","0.828399928247177","0.811260862097068","0.845538994397286","2"
"No","2005","16-34 y.","Part Time","1272","0.881386431826623","0.864795498778933","0.897977364874313","2"
"No","2005","16-34 y.","Not Working","1288","0.934358035273873","0.921362073198676","0.947353997349069","2"
"No","2005","35-65 y.","Full Time","3712","0.840496634245158","0.829718287758161","0.851274980732154","2"
"No","2005","35-65 y.","Part Time","2223","0.854194448013506","0.84071450474879","0.867674391278223","2"
"Yes","2005","16-34 y.","Full Time","289","0.171600071752823","0.154461005602715","0.188739137902932","1"
"Yes","2005","16-34 y.","Part Time","187","0.118613568173377","0.102022635125687","0.135204501221067","1"
"Yes","2005","16-34 y.","Not Working","107","0.0656419647261275","0.0526460026509311","0.0786379268013239","1"
"Yes","2005","35-65 y.","Full Time","721","0.159503365754842","0.148725019267846","0.170281712241839","1"
"Yes","2005","35-65 y.","Part Time","410","0.145805551986494","0.132325608721777","0.15928549525121","1"
"Yes","2005","35-65 y.","Not Working","247","0.0898912226346129","0.0784622925844984","0.101320152684727","1"
"Yes","2005","66 and older","Full Time","5","","","","1"
"Yes","2005","66 and older","Part Time","31","0.165975543537611","0.105624733196949","0.226326353878274","1"
"Yes","2005","66 and older","Not Working","330","0.100505400189818","0.0901634861069661","0.11084731427267","1"
"No","2006","35-65 y.","Not Working","2226","0.890052079952079","0.877910387738826","0.902193772165332","2"
"No","2006","66 and older","Full Time","27","","","","2"
"No","2006","66 and older","Part Time","145","0.824716148408136","0.769326066599763","0.880106230216508","2"
"No","2006","66 and older","Not Working","3360","0.894976169628296","0.885206506633406","0.904745832623185","2"
"No","2006","16-34 y.","Full Time","1571","0.80465632022892","0.786866817783388","0.822445822674452","2"
"No","2006","16-34 y.","Part Time","1207","0.881039003538758","0.863964380834363","0.898113626243153","2"
"No","2006","16-34 y.","Not Working","1162","0.923962529468628","0.909407791634276","0.938517267302979","2"
"No","2006","35-65 y.","Full Time","3811","0.820828839584838","0.809898748259886","0.831758930909791","2"
"No","2006","35-65 y.","Part Time","2300","0.8223773504476","0.808323438878622","0.836431262016578","2"
"Yes","2006","35-65 y.","Part Time","541","0.1776226495524","0.163568737983422","0.191676561121378","1"
"Yes","2006","35-65 y.","Not Working","324","0.109947920047921","0.0978062278346682","0.122089612261174","1"
"Yes","2006","66 and older","Full Time","11","","","","1"
"Yes","2006","66 and older","Part Time","36","0.175283851591864","0.119893769783492","0.230673933400237","1"
"Yes","2006","66 and older","Not Working","423","0.105023830371705","0.0952541673768146","0.114793493366594","1"
"Yes","2006","16-34 y.","Full Time","337","0.19534367977108","0.177554177325548","0.213133182216612","1"
"Yes","2006","16-34 y.","Part Time","174","0.118960996461242","0.101886373756847","0.136035619165637","1"
"Yes","2006","16-34 y.","Not Working","112","0.0760374705313723","0.0614827326970207","0.0905922083657238","1"
"Yes","2006","35-65 y.","Full Time","918","0.179171160415162","0.168241069090209","0.190101251740114","1"
"No","2007","35-65 y.","Not Working","1930","0.876873391568116","0.863257079282143","0.890489703854089","2"
"No","2007","66 and older","Full Time","19","","","","2"
"No","2007","66 and older","Part Time","134","0.825330513663097","0.769236795305684","0.881424232020511","2"
"No","2007","66 and older","Not Working","3209","0.881771360774088","0.871347952098765","0.892194769449412","2"
"No","2007","16-34 y.","Full Time","1413","0.806834395252297","0.788327461181409","0.825341329323185","2"
"No","2007","16-34 y.","Part Time","1104","0.864085077935576","0.845289119964502","0.882881035906649","2"
"No","2007","16-34 y.","Not Working","1033","0.910481521248964","0.893850581421531","0.927112461076397","2"
"No","2007","35-65 y.","Full Time","3504","0.797081551058589","0.785247988193431","0.808915113923748","2"
"No","2007","35-65 y.","Part Time","2151","0.810262814705515","0.795465026785336","0.825060602625694","2"
"Yes","2007","35-65 y.","Part Time","546","0.189737185294485","0.174939397374306","0.204534973214664","1"
"Yes","2007","35-65 y.","Not Working","307","0.123126608431884","0.109510296145911","0.136742920717857","1"
"Yes","2007","66 and older","Full Time","11","","","","1"
"Yes","2007","66 and older","Part Time","42","0.174669486336903","0.118575767979489","0.230763204694316","1"
"Yes","2007","66 and older","Not Working","477","0.118228639225912","0.107805230550588","0.128652047901235","1"
"Yes","2007","16-34 y.","Full Time","335","0.193165604747703","0.174658670676815","0.211672538818591","1"
"Yes","2007","16-34 y.","Part Time","173","0.135914922064424","0.117118964093351","0.154710880035498","1"
"Yes","2007","16-34 y.","Not Working","99","0.089518478751036","0.0728875389236033","0.106149418578469","1"
"Yes","2007","35-65 y.","Full Time","933","0.202918448941411","0.191084886076252","0.214752011806569","1"
"No","2008","35-65 y.","Not Working","1644","0.86654638753962","0.851441197608297","0.881651577470943","2"
"No","2008","66 and older","Full Time","25","","","","2"
"No","2008","66 and older","Part Time","127","0.770328944326024","0.707831147427031","0.832826741225017","2"
"No","2008","66 and older","Not Working","3067","0.846183423762955","0.834455268403315","0.857911579122595","2"
"No","2008","16-34 y.","Full Time","1344","0.774209146817291","0.754345881919168","0.794072411715413","2"
"No","2008","16-34 y.","Part Time","1002","0.86486195501759","0.845446193779479","0.884277716255701","2"
"No","2008","16-34 y.","Not Working","927","0.895080132591676","0.876392350750259","0.913767914433094","2"
"No","2008","35-65 y.","Full Time","3297","0.764140725913862","0.751463524342633","0.776817927485091","2"
"No","2008","35-65 y.","Part Time","1937","0.767801210124104","0.751387200260416","0.784215219987793","2"
"Yes","2008","35-65 y.","Part Time","605","0.232198789875896","0.215784780012207","0.248612799739585","1"
"Yes","2008","35-65 y.","Not Working","303","0.13345361246038","0.118348422529057","0.148558802391703","1"
"Yes","2008","66 and older","Full Time","11","","","","1"
"Yes","2008","66 and older","Part Time","47","0.229671055673976","0.167173258774983","0.292168852572969","1"
"Yes","2008","66 and older","Not Working","568","0.153816576237045","0.142088420877405","0.165544731596685","1"
"Yes","2008","16-34 y.","Full Time","358","0.225790853182709","0.205927588284587","0.245654118080832","1"
"Yes","2008","16-34 y.","Part Time","189","0.13513804498241","0.115722283744299","0.154553806220521","1"
"Yes","2008","16-34 y.","Not Working","106","0.104919867408324","0.086232085566906","0.123607649249741","1"
"Yes","2008","35-65 y.","Full Time","1011","0.235859274086138","0.223182072514909","0.248536475657367","1"
"No","2009","35-65 y.","Not Working","","","","","2"
"No","2009","66 and older","Full Time","","","","","2"
"No","2009","66 and older","Part Time","","","","","2"
"No","2009","66 and older","Not Working","","","","","2"
"No","2009","16-34 y.","Full Time","","","","","2"
"No","2009","16-34 y.","Part Time","","","","","2"
"No","2009","16-34 y.","Not Working","","","","","2"
"No","2009","35-65 y.","Full Time","","","","","2"
"No","2009","35-65 y.","Part Time","","","","","2"
"Yes","2009","35-65 y.","Part Time","","","","","1"
"Yes","2009","35-65 y.","Not Working","","","","","1"
"Yes","2009","66 and older","Full Time","","","","","1"
"Yes","2009","66 and older","Part Time","","","","","1"
"Yes","2009","66 and older","Not Working","","","","","1"
"Yes","2009","16-34 y.","Full Time","","","","","1"
"Yes","2009","16-34 y.","Part Time","","","","","1"
"Yes","2009","16-34 y.","Not Working","","","","","1"
"Yes","2009","35-65 y.","Full Time","","","","","1"
"No","2010","35-65 y.","Not Working","1978","0.864974977161922","0.851137056114321","0.878812898209524","2"
"No","2010","66 and older","Full Time","22","","","","2"
"No","2010","66 and older","Part Time","124","0.714282982034326","0.648830555474865","0.779735408593787","2"
"No","2010","66 and older","Not Working","2753","0.83923290176078","0.826723320735561","0.851742482785999","2"
"No","2010","16-34 y.","Full Time","1778","0.765650773539664","0.74821001926717","0.783091527812158","2"
"No","2010","16-34 y.","Part Time","1553","0.830655356633349","0.81363358185639","0.847677131410308","2"
"No","2010","16-34 y.","Not Working","1714","0.908554945422811","0.895604508917175","0.921505381928448","2"
"No","2010","35-65 y.","Full Time","3849","0.731925222063517","0.719885741408662","0.743964702718371","2"
"No","2010","35-65 y.","Part Time","2772","0.77845274588605","0.764998577412856","0.791906914359243","2"
"Yes","2010","35-65 y.","Part Time","888","0.22154725411395","0.208093085640757","0.235001422587144","1"
"Yes","2010","35-65 y.","Not Working","365","0.135025022838078","0.121187101790476","0.148862943885679","1"
"Yes","2010","66 and older","Full Time","13","","","","1"
"Yes","2010","66 and older","Part Time","59","0.285717017965674","0.220264591406213","0.351169444525135","1"
"Yes","2010","66 and older","Not Working","559","0.16076709823922","0.148257517214001","0.173276679264439","1"
"Yes","2010","16-34 y.","Full Time","488","0.234349226460336","0.216908472187842","0.25178998073283","1"
"Yes","2010","16-34 y.","Part Time","312","0.169344643366651","0.152322868589692","0.18636641814361","1"
"Yes","2010","16-34 y.","Not Working","189","0.0914450545771887","0.0784946180715521","0.104395491082825","1"
"Yes","2010","35-65 y.","Full Time","1351","0.268074777936484","0.256035297281629","0.280114258591338","1"
"No","2011","35-65 y.","Not Working","1667","0.864528075958298","0.849454034817704","0.879602117098893","2"
"No","2011","66 and older","Full Time","25","","","","2"
"No","2011","66 and older","Part Time","157","0.656209307100346","0.595866172970857","0.716552441229835","2"
"No","2011","66 and older","Not Working","3396","0.819419615222835","0.807735893743292","0.831103336702377","2"
"No","2011","16-34 y.","Full Time","1317","0.777832150429587","0.758030419146532","0.797633881712642","2"
"No","2011","16-34 y.","Part Time","1011","0.846129638732737","0.825807380752693","0.866451896712781","2"
"No","2011","16-34 y.","Not Working","862","0.895746821660686","0.876385749122362","0.915107894199009","2"
"No","2011","35-65 y.","Full Time","3320","0.725914062789582","0.713005743400573","0.738822382178591","2"
"No","2011","35-65 y.","Part Time","2118","0.757271688756725","0.741580906523593","0.772962470989858","2"
"Yes","2011","35-65 y.","Part Time","750","0.242728311243275","0.227037529010142","0.258419093476407","1"
"Yes","2011","35-65 y.","Not Working","313","0.135471924041702","0.120397882901107","0.150545965182296","1"
"Yes","2011","66 and older","Full Time","15","","","","1"
"Yes","2011","66 and older","Part Time","81","0.343790692899654","0.283447558770165","0.404133827029143","1"
"Yes","2011","66 and older","Not Working","768","0.180580384777165","0.168896663297623","0.192264106256708","1"
"Yes","2011","16-34 y.","Full Time","376","0.222167849570413","0.202366118287358","0.241969580853467","1"
"Yes","2011","16-34 y.","Part Time","200","0.153870361267263","0.133548103287219","0.174192619247307","1"
"Yes","2011","16-34 y.","Not Working","95","0.104253178339314","0.0848921058009911","0.123614250877638","1"
"Yes","2011","35-65 y.","Full Time","1267","0.274085937210418","0.261177617821409","0.286994256599427","1"
"No","2012","16-34 y.","Full Time","1773","0.789683258514914","0.772780129075055","0.806586387954773","2"
"No","2012","16-34 y.","Part Time","1570","0.839852590277543","0.823270235855045","0.85643494470004","2"
"No","2012","16-34 y.","Not Working","1540","0.895936348740189","0.881535435616331","0.910337261864048","2"
"No","2012","35-65 y.","Full Time","4460","0.709871726214478","0.698644005789219","0.721099446639736","2"
"No","2012","35-65 y.","Part Time","3370","0.754887209180355","0.742433544064896","0.767340874295815","2"
"No","2012","35-65 y.","Not Working","2333","0.846270430412122","0.832912941404871","0.859627919419374","2"
"No","2012","66 and older","Full Time","28","","","","2"
"No","2012","66 and older","Part Time","168","0.63177572610204","0.574030196464952","0.689521255739127","2"
"No","2012","66 and older","Not Working","3372","0.820972537892272","0.809329542363494","0.832615533421049","2"
"Yes","2012","35-65 y.","Part Time","1213","0.245112790819644","0.232659125704185","0.257566455935104","1"
"Yes","2012","35-65 y.","Not Working","468","0.153729569587878","0.140372080580626","0.167087058595129","1"
"Yes","2012","66 and older","Full Time","13","","","","1"
"Yes","2012","66 and older","Part Time","100","0.36822427389796","0.310478744260873","0.425969803535048","1"
"Yes","2012","66 and older","Not Working","793","0.179027462107728","0.167384466578951","0.190670457636506","1"
"Yes","2012","16-34 y.","Full Time","460","0.210316741485086","0.193413612045227","0.227219870924945","1"
"Yes","2012","16-34 y.","Part Time","309","0.160147409722457","0.14356505529996","0.176729764144955","1"
"Yes","2012","16-34 y.","Not Working","187","0.104063651259811","0.0896627381359525","0.118464564383669","1"
"Yes","2012","35-65 y.","Full Time","1816","0.290128273785522","0.278900553360264","0.301355994210781","1"
"No","2013","16-34 y.","Full Time","1154","0.77314685597404","0.751960262020432","0.794333449927649","2"
"No","2013","16-34 y.","Part Time","900","0.844957770581849","0.823270809173982","0.866644731989715","2"
"No","2013","16-34 y.","Not Working","659","0.857638820084519","0.832942461299901","0.882335178869137","2"
"No","2013","35-65 y.","Full Time","2873","0.690381068244541","0.676324849330623","0.70443728715846","2"
"No","2013","35-65 y.","Part Time","1908","0.71045520277617","0.693404212877307","0.727506192675033","2"
"No","2013","35-65 y.","Not Working","1391","0.823429712936387","0.805409664823366","0.841449761049408","2"
"No","2013","66 and older","Full Time","17","","","","2"
"No","2013","66 and older","Part Time","184","0.633556700182545","0.577616785747084","0.689496614618005","2"
"No","2013","66 and older","Not Working","3079","0.79880029205","0.786234424064101","0.811366160035899","2"
"Yes","2013","35-65 y.","Part Time","810","0.28954479722383","0.272493807324967","0.306595787122693","1"
"Yes","2013","35-65 y.","Not Working","329","0.176570287063613","0.158550238950592","0.194590335176634","1"
"Yes","2013","66 and older","Full Time","15","","","","1"
"Yes","2013","66 and older","Part Time","101","0.366443299817455","0.310503385381995","0.422383214252916","1"
"Yes","2013","16-34 y.","Full Time","347","0.22685314402596","0.205666550072351","0.248039737979568","1"
"Yes","2013","16-34 y.","Part Time","170","0.155042229418152","0.133355268010285","0.176729190826018","1"
"Yes","2013","16-34 y.","Not Working","110","0.142361179915481","0.117664821130863","0.167057538700099","1"
"Yes","2013","35-65 y.","Full Time","1283","0.309618931755459","0.29556271284154","0.323675150669377","1"
"Yes","2013","66 and older","Not Working","831","0.201199707949999","0.1886338399641","0.213765575935899","1"
"No","2014","16-34 y.","Full Time","1850","0.763594763613707","0.746181706460573","0.78100782076684","2"
"No","2014","16-34 y.","Part Time","1724","0.857945490861531","0.842695009090775","0.873195972632288","2"
"No","2014","16-34 y.","Not Working","1616","0.891035887335625","0.87665720246217","0.90541457220908","2"
"No","2014","35-65 y.","Full Time","4446","0.692064475574926","0.680620510683798","0.703508440466054","2"
"No","2014","35-65 y.","Part Time","3326","0.728566082218694","0.715698323213693","0.741433841223696","2"
"No","2014","35-65 y.","Not Working","2241","0.82568949584267","0.811261559582915","0.840117432102425","2"
"No","2014","66 and older","Full Time","34","0.598230036415788","0.463679373095236","0.73278069973634","2"
"No","2014","66 and older","Part Time","208","0.652694666805804","0.600116726096012","0.705272607515597","2"
"No","2014","66 and older","Not Working","3009","0.785970195575702","0.773046435339634","0.79889395581177","2"
"Yes","2014","35-65 y.","Part Time","1262","0.271433917781306","0.258566158776304","0.284301676786307","1"
"Yes","2014","35-65 y.","Not Working","415","0.17431050415733","0.159882567897575","0.188738440417085","1"
"Yes","2014","66 and older","Full Time","17","","","","1"
"Yes","2014","66 and older","Part Time","107","0.347305333194195","0.294727392484403","0.399883273903988","1"
"Yes","2014","16-34 y.","Full Time","437","0.236405236386293","0.21899217923316","0.253818293539427","1"
"Yes","2014","16-34 y.","Part Time","289","0.142054509138469","0.126804027367712","0.157304990909225","1"
"Yes","2014","16-34 y.","Not Working","188","0.108964112664375","0.0945854277909202","0.12334279753783","1"
"Yes","2014","35-65 y.","Full Time","1805","0.307935524425074","0.296491559533946","0.319379489316201","1"
"Yes","2014","66 and older","Not Working","860","0.214029804424298","0.20110604418823","0.226953564660366","1"
"No","2015","16-34 y.","Full Time","","","","","2"
"No","2015","16-34 y.","Part Time","","","","","2"
"No","2015","16-34 y.","Not Working","","","","","2"
"No","2015","35-65 y.","Full Time","","","","","2"
"No","2015","35-65 y.","Part Time","","","","","2"
"No","2015","35-65 y.","Not Working","","","","","2"
"No","2015","66 and older","Full Time","","","","","2"
"No","2015","66 and older","Part Time","","","","","2"
"No","2015","66 and older","Not Working","","","","","2"
"Yes","2015","35-65 y.","Part Time","","","","","1"
"Yes","2015","35-65 y.","Not Working","","","","","1"
"Yes","2015","66 and older","Full Time","","","","","1"
"Yes","2015","66 and older","Part Time","","","","","1"
"Yes","2015","35-65 y.","Full Time","","","","","1"
"Yes","2015","66 and older","Not Working","","","","","1"
"Yes","2015","16-34 y.","Full Time","","","","","1"
"Yes","2015","16-34 y.","Part Time","","","","","1"
"Yes","2015","16-34 y.","Not Working","","","","","1"
"No","2016","16-34 y.","Full Time","1671","0.824490119231238","0.807730324037684","0.841249914424792","2"
"No","2016","16-34 y.","Part Time","1581","0.87521631347087","0.860008525192832","0.890424101748909","2"
"No","2016","16-34 y.","Not Working","1299","0.931087315825812","0.917846942857704","0.944327688793919","2"
"No","2016","35-65 y.","Full Time","4229","0.702459077810986","0.690683216663779","0.714234938958193","2"
"No","2016","35-65 y.","Part Time","3164","0.748909774166904","0.735815482375609","0.762004065958198","2"
"No","2016","35-65 y.","Not Working","1860","0.8487428053023","0.833604647391912","0.863880963212687","2"
"No","2016","66 and older","Full Time","38","0.669625954410582","0.545321742001569","0.793930166819594","2"
"No","2016","66 and older","Part Time","230","0.685523467189096","0.635654398388376","0.735392535989816","2"
"No","2016","66 and older","Not Working","2907","0.817496034269696","0.804866176417219","0.830125892122173","2"
"Yes","2016","35-65 y.","Part Time","1049","0.251090225833096","0.237995934041801","0.26418451762439","1"
"Yes","2016","35-65 y.","Not Working","292","0.1512571946977","0.136119036787313","0.166395352608088","1"
"Yes","2016","66 and older","Full Time","17","","","","1"
"Yes","2016","66 and older","Part Time","103","0.314476532810904","0.264607464010184","0.364345601611624","1"
"Yes","2016","35-65 y.","Full Time","1561","0.297540922189014","0.285765061041807","0.309316783336221","1"
"Yes","2016","66 and older","Not Working","686","0.182503965730304","0.169874107877827","0.195133823582781","1"
"Yes","2016","16-34 y.","Not Working","107","0.0689126841741883","0.055672311206081","0.0821530571422956","1"
