"plh0218","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2008","Rural Area","East Germany","","","",""
"5 on scale 1-7","2008","Urban Area","West Germany","","","",""
"5 on scale 1-7","2008","Urban Area","East Germany","","","",""
"5 on scale 1-7","2008","Rural Area","West Germany","","","",""
"5 on scale 1-7","2008","Rural Area","East Germany","","","",""
"6 on scale 1-7","2008","Urban Area","West Germany","","","",""
"6 on scale 1-7","2008","Urban Area","East Germany","","","",""
"6 on scale 1-7","2008","Rural Area","West Germany","","","",""
"6 on scale 1-7","2008","Rural Area","East Germany","","","",""
"7 Strongly agree","2008","Urban Area","West Germany","","","",""
"7 Strongly agree","2008","Urban Area","East Germany","","","",""
"7 Strongly agree","2008","Rural Area","West Germany","","","",""
"7 Strongly agree","2008","Rural Area","East Germany","","","",""
"1 Strongly disagree","2009","Urban Area","West Germany","3591","0.349847797947061","0.3405801258379","0.359115470056222"
"1 Strongly disagree","2009","Urban Area","East Germany","601","0.359315310739471","0.335672185329115","0.382958436149826"
"1 Strongly disagree","2009","Rural Area","West Germany","1153","0.359638857121608","0.343137524243818","0.376140189999397"
"1 Strongly disagree","2009","Rural Area","East Germany","1239","0.41767295473246","0.399882314714158","0.435463594750762"
"2 on scale 1-7 ","2009","Urban Area","West Germany","2597","0.250579269898011","0.242158360599288","0.259000179196734"
"2 on scale 1-7 ","2009","Urban Area","East Germany","415","0.255576569144197","0.234082661103557","0.277070477184837"
"2 on scale 1-7 ","2009","Rural Area","West Germany","894","0.273326543919638","0.258002133011822","0.288650954827453"
"2 on scale 1-7 ","2009","Rural Area","East Germany","857","0.285715178564254","0.269418755841057","0.30201160128745"
"3 on scale 1-7 ","2009","Urban Area","West Germany","1388","0.141549255174025","0.134775413308256","0.148323097039793"
"3 on scale 1-7 ","2009","Urban Area","East Germany","188","0.117759673059387","0.10187652443585","0.133642821682924"
"3 on scale 1-7 ","2009","Rural Area","West Germany","408","0.109236191890529","0.0985101918857591","0.119962191895299"
"3 on scale 1-7 ","2009","Rural Area","East Germany","320","0.111423534729218","0.100072752712621","0.122774316745814"
"4 on scale 1-7","2009","Urban Area","West Germany","1143","0.114153073433938","0.107973667656728","0.120332479211148"
"4 on scale 1-7","2009","Urban Area","East Germany","181","0.123988713144753","0.10774853538309","0.140228890906415"
"4 on scale 1-7","2009","Rural Area","West Germany","392","0.122981559034187","0.111688864124098","0.134274253944276"
"4 on scale 1-7","2009","Rural Area","East Germany","253","0.0841502945046765","0.0741357813903284","0.0941648076190245"
"5 on scale 1-7","2009","Urban Area","West Germany","795","0.0790891198531857","0.073844781036641","0.0843334586697305"
"5 on scale 1-7","2009","Urban Area","East Germany","108","0.0838881664359274","0.0702275766855885","0.0975487561862663"
"5 on scale 1-7","2009","Rural Area","West Germany","222","0.0719624706470712","0.0630764148153904","0.0808485264787519"
"5 on scale 1-7","2009","Rural Area","East Germany","158","0.0541578574126196","0.0459933501088294","0.0623223647164098"
"6 on scale 1-7","2009","Urban Area","West Germany","455","0.0441747081498609","0.0401817048207661","0.0481677114789557"
"6 on scale 1-7","2009","Urban Area","East Germany","63","0.043782719304162","0.0337000734939912","0.0538653651143327"
"6 on scale 1-7","2009","Rural Area","West Germany","129","0.0459124482124914","0.038715761855447","0.0531091345695358"
"6 on scale 1-7","2009","Rural Area","East Germany","88","0.0300310062018879","0.023874224119137","0.0361877882846389"
"7 Strongly agree","2009","Urban Area","West Germany","204","0.0206067755439184","0.0178461523232087","0.0233673987646281"
"7 Strongly agree","2009","Urban Area","East Germany","26","","",""
"7 Strongly agree","2009","Rural Area","West Germany","51","0.0169419291744757","0.0125043690249963","0.0213794893239551"
"7 Strongly agree","2009","Rural Area","East Germany","37","0.016849173854885","0.0122062742331289","0.021492073476641"
"1 Strongly disagree","2010","Urban Area","West Germany","","","",""
"1 Strongly disagree","2010","Urban Area","East Germany","","","",""
"1 Strongly disagree","2010","Rural Area","West Germany","","","",""
"1 Strongly disagree","2010","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2010","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2010","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2010","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2010","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2010","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2010","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2010","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2010","Rural Area","East Germany","","","",""
"4 on scale 1-7","2010","Urban Area","West Germany","","","",""
"4 on scale 1-7","2010","Urban Area","East Germany","","","",""
"4 on scale 1-7","2010","Rural Area","West Germany","","","",""
"4 on scale 1-7","2010","Rural Area","East Germany","","","",""
"5 on scale 1-7","2010","Urban Area","West Germany","","","",""
"5 on scale 1-7","2010","Urban Area","East Germany","","","",""
"5 on scale 1-7","2010","Rural Area","West Germany","","","",""
"5 on scale 1-7","2010","Rural Area","East Germany","","","",""
"6 on scale 1-7","2010","Urban Area","West Germany","","","",""
"6 on scale 1-7","2010","Urban Area","East Germany","","","",""
"6 on scale 1-7","2010","Rural Area","West Germany","","","",""
"6 on scale 1-7","2010","Rural Area","East Germany","","","",""
"7 Strongly agree","2010","Urban Area","West Germany","","","",""
"7 Strongly agree","2010","Urban Area","East Germany","","","",""
"7 Strongly agree","2010","Rural Area","West Germany","","","",""
"7 Strongly agree","2010","Rural Area","East Germany","","","",""
"1 Strongly disagree","2011","Urban Area","West Germany","","","",""
"1 Strongly disagree","2011","Urban Area","East Germany","","","",""
"1 Strongly disagree","2011","Rural Area","West Germany","","","",""
"1 Strongly disagree","2011","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2011","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2011","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2011","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2011","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2011","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2011","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2011","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2011","Rural Area","East Germany","","","",""
"4 on scale 1-7","2011","Urban Area","West Germany","","","",""
"4 on scale 1-7","2011","Urban Area","East Germany","","","",""
"4 on scale 1-7","2011","Rural Area","West Germany","","","",""
"4 on scale 1-7","2011","Rural Area","East Germany","","","",""
"5 on scale 1-7","2011","Urban Area","West Germany","","","",""
"5 on scale 1-7","2011","Urban Area","East Germany","","","",""
"5 on scale 1-7","2011","Rural Area","West Germany","","","",""
"5 on scale 1-7","2011","Rural Area","East Germany","","","",""
"6 on scale 1-7","2011","Urban Area","West Germany","","","",""
"6 on scale 1-7","2011","Urban Area","East Germany","","","",""
"6 on scale 1-7","2011","Rural Area","West Germany","","","",""
"6 on scale 1-7","2011","Rural Area","East Germany","","","",""
"7 Strongly agree","2011","Urban Area","West Germany","","","",""
"7 Strongly agree","2011","Urban Area","East Germany","","","",""
"7 Strongly agree","2011","Rural Area","West Germany","","","",""
"7 Strongly agree","2011","Rural Area","East Germany","","","",""
"1 Strongly disagree","2012","Urban Area","West Germany","1469","0.375864810195919","0.360750798438598","0.39097882195324"
"1 Strongly disagree","2012","Urban Area","East Germany","177","0.34792482608307","0.306049187873338","0.389800464292802"
"1 Strongly disagree","2012","Rural Area","West Germany","660","0.359407426493724","0.337489186904929","0.381325666082519"
"1 Strongly disagree","2012","Rural Area","East Germany","438","0.498549890527602","0.464757550154677","0.532342230900527"
"2 on scale 1-7 ","2012","Urban Area","West Germany","1056","0.257773657172325","0.244124305107992","0.271423009236659"
"2 on scale 1-7 ","2012","Urban Area","East Germany","138","0.310346284323772","0.269673049704478","0.351019518943066"
"2 on scale 1-7 ","2012","Rural Area","West Germany","533","0.289044592775639","0.268337229513217","0.309751956038061"
"2 on scale 1-7 ","2012","Rural Area","East Germany","185","0.211015533496107","0.183438881873251","0.238592185118962"
"3 on scale 1-7 ","2012","Urban Area","West Germany","448","0.108972339681089","0.0992487120728197","0.118695967289358"
"3 on scale 1-7 ","2012","Urban Area","East Germany","59","0.10072468917132","0.0742650328031974","0.127184345539442"
"3 on scale 1-7 ","2012","Rural Area","West Germany","190","0.0943140869783513","0.0809635637848336","0.107664610171869"
"3 on scale 1-7 ","2012","Rural Area","East Germany","70","0.091892345189343","0.0723688113711532","0.111415879007533"
"4 on scale 1-7","2012","Urban Area","West Germany","404","0.0974623000547296","0.0882073177798982","0.106717282329561"
"4 on scale 1-7","2012","Urban Area","East Germany","57","0.106401568485522","0.0792924678004725","0.133510669170572"
"4 on scale 1-7","2012","Rural Area","West Germany","204","0.105910876245021","0.0918542245643107","0.119967527925731"
"4 on scale 1-7","2012","Rural Area","East Germany","67","0.0799385346061072","0.0616096260154364","0.0982674431967781"
"5 on scale 1-7","2012","Urban Area","West Germany","354","0.0996412657861223","0.0902947015266445","0.1089878300456"
"5 on scale 1-7","2012","Urban Area","East Germany","44","0.0799464050063862","0.0561025797895931","0.103790230223179"
"5 on scale 1-7","2012","Rural Area","West Germany","157","0.0954407325909104","0.0820190614768533","0.108862403704968"
"5 on scale 1-7","2012","Rural Area","East Germany","47","0.0648996838720207","0.0482502110937576","0.0815491566502839"
"6 on scale 1-7","2012","Urban Area","West Germany","142","0.0378352951834021","0.0318814455616024","0.0437891448052018"
"6 on scale 1-7","2012","Urban Area","East Germany","17","","",""
"6 on scale 1-7","2012","Rural Area","West Germany","64","0.0311518998808404","0.0232160889561996","0.0390877108054811"
"6 on scale 1-7","2012","Rural Area","East Germany","29","","",""
"7 Strongly agree","2012","Urban Area","West Germany","72","0.0224503319264132","0.0178275289232642","0.0270731349295621"
"7 Strongly agree","2012","Urban Area","East Germany","5","","",""
"7 Strongly agree","2012","Rural Area","West Germany","33","0.0247303850355142","0.0176362576485983","0.0318245124224301"
"7 Strongly agree","2012","Rural Area","East Germany","5","","",""
"1 Strongly disagree","2013","Urban Area","West Germany","3716","0.344875317253051","0.335823586180165","0.353927048325936"
"1 Strongly disagree","2013","Urban Area","East Germany","578","0.362866153468673","0.339254371079437","0.38647793585791"
"1 Strongly disagree","2013","Rural Area","West Germany","1395","0.36519695476755","0.349827428186379","0.38056648134872"
"1 Strongly disagree","2013","Rural Area","East Germany","1368","0.487962306808619","0.469655791283898","0.506268822333341"
"2 on scale 1-7 ","2013","Urban Area","West Germany","2675","0.248127589576341","0.239902356606867","0.256352822545816"
"2 on scale 1-7 ","2013","Urban Area","East Germany","437","0.267990002363257","0.246240065245238","0.289739939481276"
"2 on scale 1-7 ","2013","Rural Area","West Germany","964","0.264394072784641","0.250316561526718","0.278471584042564"
"2 on scale 1-7 ","2013","Rural Area","East Germany","695","0.227526526015204","0.212172601905635","0.242880450124773"
"3 on scale 1-7 ","2013","Urban Area","West Germany","1322","0.126277618208125","0.11995221045893","0.132603025957321"
"3 on scale 1-7 ","2013","Urban Area","East Germany","205","0.124564694386218","0.108348471116193","0.140780917656244"
"3 on scale 1-7 ","2013","Rural Area","West Germany","492","0.133830878949033","0.122962696273043","0.144699061625024"
"3 on scale 1-7 ","2013","Rural Area","East Germany","325","0.116262976099671","0.104523632150677","0.128002320048666"
"4 on scale 1-7","2013","Urban Area","West Germany","1235","0.122994664672523","0.116740304910954","0.129249024434092"
"4 on scale 1-7","2013","Urban Area","East Germany","162","0.0911175834207231","0.0769858593041372","0.105249307537309"
"4 on scale 1-7","2013","Rural Area","West Germany","408","0.104981604696614","0.0951968486998721","0.114766360693356"
"4 on scale 1-7","2013","Rural Area","East Germany","208","0.0745789960892586","0.0649575682532496","0.0842004239252676"
"5 on scale 1-7","2013","Urban Area","West Germany","965","0.0944066705715891","0.088838576638596","0.0999747645045822"
"5 on scale 1-7","2013","Urban Area","East Germany","125","0.0820862730526924","0.0686066916930275","0.0955658544123573"
"5 on scale 1-7","2013","Rural Area","West Germany","306","0.0767917589093133","0.0682924314913448","0.0852910863272819"
"5 on scale 1-7","2013","Rural Area","East Germany","166","0.057008042925975","0.0485165579702245","0.0654995278817255"
"6 on scale 1-7","2013","Urban Area","West Germany","462","0.0455945778378164","0.0416220984419238","0.049567057233709"
"6 on scale 1-7","2013","Urban Area","East Germany","69","0.0620991294865536","0.0502479540078968","0.0739503049652105"
"6 on scale 1-7","2013","Rural Area","West Germany","142","0.0397005763977172","0.0334678343094914","0.0459333184859429"
"6 on scale 1-7","2013","Rural Area","East Germany","84","0.0265894405748211","0.0206974205955425","0.0324814605540998"
"7 Strongly agree","2013","Urban Area","West Germany","218","0.0177235618805541","0.0152109178193454","0.0202362059417627"
"7 Strongly agree","2013","Urban Area","East Germany","17","","",""
"7 Strongly agree","2013","Rural Area","West Germany","63","0.0151041534951316","0.0112108275480984","0.0189974794421647"
"7 Strongly agree","2013","Rural Area","East Germany","18","","",""
"1 Strongly disagree","2014","Urban Area","West Germany","","","",""
"1 Strongly disagree","2014","Urban Area","East Germany","","","",""
"1 Strongly disagree","2014","Rural Area","West Germany","","","",""
"1 Strongly disagree","2014","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2014","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2014","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2014","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2014","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2014","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2014","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2014","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2014","Rural Area","East Germany","","","",""
"4 on scale 1-7","2014","Urban Area","West Germany","","","",""
"4 on scale 1-7","2014","Urban Area","East Germany","","","",""
"4 on scale 1-7","2014","Rural Area","West Germany","","","",""
"4 on scale 1-7","2014","Rural Area","East Germany","","","",""
"5 on scale 1-7","2014","Urban Area","West Germany","","","",""
"5 on scale 1-7","2014","Urban Area","East Germany","","","",""
"5 on scale 1-7","2014","Rural Area","West Germany","","","",""
"5 on scale 1-7","2014","Rural Area","East Germany","","","",""
"6 on scale 1-7","2014","Urban Area","West Germany","","","",""
"6 on scale 1-7","2014","Urban Area","East Germany","","","",""
"6 on scale 1-7","2014","Rural Area","West Germany","","","",""
"6 on scale 1-7","2014","Rural Area","East Germany","","","",""
"7 Strongly agree","2014","Urban Area","West Germany","","","",""
"7 Strongly agree","2014","Urban Area","East Germany","","","",""
"7 Strongly agree","2014","Rural Area","West Germany","","","",""
"7 Strongly agree","2014","Rural Area","East Germany","","","",""
"1 Strongly disagree","2015","Urban Area","West Germany","","","",""
"1 Strongly disagree","2015","Urban Area","East Germany","","","",""
"1 Strongly disagree","2015","Rural Area","West Germany","","","",""
"1 Strongly disagree","2015","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2015","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2015","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2015","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2015","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2015","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2015","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2015","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2015","Rural Area","East Germany","","","",""
"4 on scale 1-7","2015","Urban Area","West Germany","","","",""
"4 on scale 1-7","2015","Urban Area","East Germany","","","",""
"4 on scale 1-7","2015","Rural Area","West Germany","","","",""
"4 on scale 1-7","2015","Rural Area","East Germany","","","",""
"5 on scale 1-7","2015","Urban Area","West Germany","","","",""
"5 on scale 1-7","2015","Urban Area","East Germany","","","",""
"5 on scale 1-7","2015","Rural Area","West Germany","","","",""
"5 on scale 1-7","2015","Rural Area","East Germany","","","",""
"6 on scale 1-7","2015","Urban Area","West Germany","","","",""
"6 on scale 1-7","2015","Urban Area","East Germany","","","",""
"6 on scale 1-7","2015","Rural Area","West Germany","","","",""
"6 on scale 1-7","2015","Rural Area","East Germany","","","",""
"7 Strongly agree","2015","Urban Area","West Germany","","","",""
"7 Strongly agree","2015","Urban Area","East Germany","","","",""
"7 Strongly agree","2015","Rural Area","West Germany","","","",""
"7 Strongly agree","2015","Rural Area","East Germany","","","",""
"1 Strongly disagree","2016","Urban Area","West Germany","","","",""
"1 Strongly disagree","2016","Urban Area","East Germany","","","",""
"1 Strongly disagree","2016","Rural Area","West Germany","","","",""
"1 Strongly disagree","2016","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2016","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2016","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2016","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2016","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2016","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2016","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2016","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2016","Rural Area","East Germany","","","",""
"4 on scale 1-7","2016","Urban Area","West Germany","","","",""
"4 on scale 1-7","2016","Urban Area","East Germany","","","",""
"4 on scale 1-7","2016","Rural Area","West Germany","","","",""
"4 on scale 1-7","2016","Rural Area","East Germany","","","",""
"5 on scale 1-7","2016","Urban Area","West Germany","","","",""
"5 on scale 1-7","2016","Urban Area","East Germany","","","",""
"5 on scale 1-7","2016","Rural Area","West Germany","","","",""
"5 on scale 1-7","2016","Rural Area","East Germany","","","",""
"6 on scale 1-7","2016","Urban Area","West Germany","","","",""
"6 on scale 1-7","2016","Urban Area","East Germany","","","",""
"6 on scale 1-7","2016","Rural Area","West Germany","","","",""
"6 on scale 1-7","2016","Rural Area","East Germany","","","",""
"7 Strongly agree","2016","Urban Area","West Germany","","","",""
"7 Strongly agree","2016","Urban Area","East Germany","","","",""
"7 Strongly agree","2016","Rural Area","West Germany","","","",""
"7 Strongly agree","2016","Rural Area","East Germany","","","",""
"1 Strongly disagree","2017","Urban Area","West Germany","5941","0.304030196649922","0.297096238480456","0.310964154819389"
"1 Strongly disagree","2017","Urban Area","East Germany","681","0.273673648393925","0.254823608456026","0.292523688331824"
"1 Strongly disagree","2017","Rural Area","West Germany","2322","0.337677407696266","0.325963224101105","0.349391591291426"
"1 Strongly disagree","2017","Rural Area","East Germany","1656","0.372388957416775","0.357301247584141","0.387476667249409"
"2 on scale 1-7 ","2017","Urban Area","West Germany","4040","0.243718010693124","0.237246385604835","0.250189635781413"
"2 on scale 1-7 ","2017","Urban Area","East Germany","543","0.264544266660206","0.24589519021938","0.283193343101032"
"2 on scale 1-7 ","2017","Rural Area","West Germany","1515","0.253925315677998","0.24314403403114","0.264706597324856"
"2 on scale 1-7 ","2017","Rural Area","East Germany","980","0.260246151876036","0.246552622031764","0.273939681720308"
"3 on scale 1-7 ","2017","Urban Area","West Germany","2144","0.145326695616553","0.14001417745642","0.150639213776686"
"3 on scale 1-7 ","2017","Urban Area","East Germany","295","0.155706247186214","0.140376687174453","0.171035807197975"
"3 on scale 1-7 ","2017","Rural Area","West Germany","766","0.128644976548139","0.120351813100801","0.136938139995478"
"3 on scale 1-7 ","2017","Rural Area","East Germany","446","0.117867455980838","0.10780408425592","0.127930827705756"
"4 on scale 1-7","2017","Urban Area","West Germany","2086","0.136763990267952","0.131584603836852","0.141943376699052"
"4 on scale 1-7","2017","Urban Area","East Germany","266","0.119485249548349","0.105771527319339","0.13319897177736"
"4 on scale 1-7","2017","Rural Area","West Germany","751","0.126817130165631","0.11857446224927","0.135059798081993"
"4 on scale 1-7","2017","Rural Area","East Germany","384","0.108081266732263","0.0983914069248048","0.11777112653972"
"5 on scale 1-7","2017","Urban Area","West Germany","1495","0.0960548721699703","0.0916130783855431","0.100496665954397"
"5 on scale 1-7","2017","Urban Area","East Germany","197","0.0983724047381693","0.0857808277592598","0.110963981717079"
"5 on scale 1-7","2017","Rural Area","West Germany","506","0.0893369221189716","0.0822717849759217","0.0964020592620215"
"5 on scale 1-7","2017","Rural Area","East Germany","268","0.0840857774639367","0.0754247720242812","0.0927467829035922"
"6 on scale 1-7","2017","Urban Area","West Germany","811","0.0499780178614203","0.0466934064314","0.0532626292914406"
"6 on scale 1-7","2017","Urban Area","East Germany","124","0.0660819275001249","0.0555786310314144","0.0765852239688355"
"6 on scale 1-7","2017","Rural Area","West Germany","275","0.0436415622686301","0.0385811403221529","0.0487019842151072"
