"plh0218","year","sampreg","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2011","East Germany","","","",""
"5 on scale 1-7","2011","West Germany","","","",""
"5 on scale 1-7","2011","East Germany","","","",""
"6 on scale 1-7","2011","West Germany","","","",""
"6 on scale 1-7","2011","East Germany","","","",""
"7 Strongly agree","2011","West Germany","","","",""
"7 Strongly agree","2011","East Germany","","","",""
"1 Strongly disagree","2012","West Germany","2129","0.371213842123824","0.358765186762893","0.383662497484756"
"1 Strongly disagree","2012","East Germany","615","0.438493614354717","0.411906021434458","0.465081207274975"
"2 on scale 1-7 ","2012","West Germany","1589","0.266611035318655","0.255217326337999","0.278004744299311"
"2 on scale 1-7 ","2012","East Germany","323","0.250620064296909","0.227399167767883","0.273840960825934"
"3 on scale 1-7 ","2012","West Germany","638","0.104829818211894","0.0969366002339103","0.112723036189877"
"3 on scale 1-7 ","2012","East Germany","129","0.0954139217037939","0.079672249762153","0.111155593645435"
"4 on scale 1-7","2012","West Germany","608","0.0998499248939354","0.0921250721627517","0.107574777625119"
"4 on scale 1-7","2012","East Germany","124","0.0904897086546987","0.075117954215952","0.105861463093445"
"5 on scale 1-7","2012","West Germany","511","0.0984541666620921","0.0907775503957601","0.106130782928424"
"5 on scale 1-7","2012","East Germany","91","0.0708990176699798","0.0571468359356792","0.0846511994042803"
"6 on scale 1-7","2012","West Germany","206","0.0359465224156349","0.0311498740746136","0.0407431707566562"
"6 on scale 1-7","2012","East Germany","46","0.044841656842004","0.0337524994782814","0.0559308142057267"
"7 Strongly agree","2012","West Germany","105","0.0230946903739649","0.0192244210879694","0.0269649596599603"
"7 Strongly agree","2012","East Germany","10","","",""
"1 Strongly disagree","2013","West Germany","5111","0.350042080216957","0.342241475723559","0.357842684710356"
"1 Strongly disagree","2013","East Germany","1946","0.443345963439203","0.428761487287504","0.457930439590902"
"2 on scale 1-7 ","2013","West Germany","3639","0.252263332226691","0.245160575927012","0.25936608852637"
"2 on scale 1-7 ","2013","East Germany","1132","0.241958083712738","0.229384952364998","0.254531215060478"
"3 on scale 1-7 ","2013","West Germany","1814","0.12819802978052","0.122730702031678","0.133665357529363"
"3 on scale 1-7 ","2013","East Germany","530","0.119223837035357","0.109710320055613","0.128737354015101"
"4 on scale 1-7","2013","West Germany","1643","0.118414856028473","0.113130881225793","0.123698830831152"
"4 on scale 1-7","2013","East Germany","370","0.0804775890637404","0.0724912928930569","0.0884638852344239"
"5 on scale 1-7","2013","West Germany","1271","0.0899280908742491","0.0852495432752617","0.0946066384732365"
"5 on scale 1-7","2013","East Germany","291","0.0659523541342524","0.0586657287884357","0.0732389794800691"
"6 on scale 1-7","2013","West Germany","604","0.0440960318506542","0.0407384052430054","0.0474536584583029"
"6 on scale 1-7","2013","East Germany","153","0.0392541982922042","0.033552895881401","0.0449555007030074"
"7 Strongly agree","2013","West Germany","281","0.0170575790224555","0.0149399579697761","0.019175200075135"
"7 Strongly agree","2013","East Germany","35","0.00978797432250558","0.00689771185777554","0.0126782367872356"
"1 Strongly disagree","2014","West Germany","","","",""
"1 Strongly disagree","2014","East Germany","","","",""
"2 on scale 1-7 ","2014","West Germany","","","",""
"2 on scale 1-7 ","2014","East Germany","","","",""
"3 on scale 1-7 ","2014","West Germany","","","",""
"3 on scale 1-7 ","2014","East Germany","","","",""
"4 on scale 1-7","2014","West Germany","","","",""
"4 on scale 1-7","2014","East Germany","","","",""
"5 on scale 1-7","2014","West Germany","","","",""
"5 on scale 1-7","2014","East Germany","","","",""
"6 on scale 1-7","2014","West Germany","","","",""
"6 on scale 1-7","2014","East Germany","","","",""
"7 Strongly agree","2014","West Germany","","","",""
"7 Strongly agree","2014","East Germany","","","",""
"1 Strongly disagree","2015","West Germany","","","",""
"1 Strongly disagree","2015","East Germany","","","",""
"2 on scale 1-7 ","2015","West Germany","","","",""
"2 on scale 1-7 ","2015","East Germany","","","",""
"3 on scale 1-7 ","2015","West Germany","","","",""
"3 on scale 1-7 ","2015","East Germany","","","",""
"4 on scale 1-7","2015","West Germany","","","",""
"4 on scale 1-7","2015","East Germany","","","",""
"5 on scale 1-7","2015","West Germany","","","",""
"5 on scale 1-7","2015","East Germany","","","",""
"6 on scale 1-7","2015","West Germany","","","",""
"6 on scale 1-7","2015","East Germany","","","",""
"7 Strongly agree","2015","West Germany","","","",""
"7 Strongly agree","2015","East Germany","","","",""
"1 Strongly disagree","2016","West Germany","","","",""
"1 Strongly disagree","2016","East Germany","","","",""
"2 on scale 1-7 ","2016","West Germany","","","",""
"2 on scale 1-7 ","2016","East Germany","","","",""
"3 on scale 1-7 ","2016","West Germany","","","",""
"3 on scale 1-7 ","2016","East Germany","","","",""
"4 on scale 1-7","2016","West Germany","","","",""
"4 on scale 1-7","2016","East Germany","","","",""
"5 on scale 1-7","2016","West Germany","","","",""
"5 on scale 1-7","2016","East Germany","","","",""
"6 on scale 1-7","2016","West Germany","","","",""
"6 on scale 1-7","2016","East Germany","","","",""
"7 Strongly agree","2016","West Germany","","","",""
"7 Strongly agree","2016","East Germany","","","",""
"1 Strongly disagree","2017","West Germany","8263","0.312319954318783","0.306352264123208","0.318287644514359"
"1 Strongly disagree","2017","East Germany","2337","0.336284869005722","0.324422347175283","0.348147390836161"
"2 on scale 1-7 ","2017","West Germany","5555","0.246232813024295","0.240685217758233","0.251780408290357"
"2 on scale 1-7 ","2017","East Germany","1523","0.261818142256298","0.250779540787167","0.272856743725429"
"3 on scale 1-7 ","2017","West Germany","2910","0.141216773745563","0.136732438104642","0.145701109386485"
"3 on scale 1-7 ","2017","East Germany","741","0.131706596804781","0.123215388075683","0.14019780553388"
"4 on scale 1-7","2017","West Germany","2837","0.134313354472292","0.129922458495291","0.138704250449292"
"4 on scale 1-7","2017","East Germany","650","0.112252153780135","0.104325778017833","0.120178529542437"
"5 on scale 1-7","2017","West Germany","2001","0.0943997519914334","0.0906347354834681","0.0981647684993986"
"5 on scale 1-7","2017","East Germany","465","0.0893109614734936","0.0821500230550458","0.0964718998919414"
"6 on scale 1-7","2017","West Germany","1086","0.0484168875415438","0.0456529069538627","0.0511808681292249"
"6 on scale 1-7","2017","East Germany","271","0.047678762216572","0.0423283564081485","0.0530291680249955"
"7 Strongly agree","2017","West Germany","515","0.0231004649060891","0.0211660550188232","0.0250348747933551"
"7 Strongly agree","2017","East Germany","106","0.0209485144629986","0.0173525790493648","0.0245444498766323"
"1 Strongly disagree","2018","West Germany","","","",""
"1 Strongly disagree","2018","East Germany","","","",""
"2 on scale 1-7 ","2018","West Germany","","","",""
"2 on scale 1-7 ","2018","East Germany","","","",""
"3 on scale 1-7 ","2018","West Germany","","","",""
"3 on scale 1-7 ","2018","East Germany","","","",""
"4 on scale 1-7","2018","West Germany","","","",""
"4 on scale 1-7","2018","East Germany","","","",""
"5 on scale 1-7","2018","West Germany","","","",""
"5 on scale 1-7","2018","East Germany","","","",""
"6 on scale 1-7","2018","West Germany","","","",""
"6 on scale 1-7","2018","East Germany","","","",""
"7 Strongly agree","2018","West Germany","","","",""
"7 Strongly agree","2018","East Germany","","","",""
"1 Strongly disagree","2019","West Germany","7027","0.342309366515777","0.335748077753552","0.348870655278002"
"1 Strongly disagree","2019","East Germany","2213","0.36944274305884","0.356744681338968","0.382140804778712"
"2 on scale 1-7 ","2019","West Germany","5153","0.247840891088427","0.241870397005839","0.253811385171015"
"2 on scale 1-7 ","2019","East Germany","1419","0.258880939275697","0.247357141492956","0.270404737058439"
"3 on scale 1-7 ","2019","West Germany","2523","0.133009496277444","0.128313611562807","0.137705380992081"
"3 on scale 1-7 ","2019","East Germany","636","0.125476037127254","0.116761027854529","0.134191046399978"
"4 on scale 1-7","2019","West Germany","2471","0.127765792813861","0.123149505978191","0.13238207964953"
"4 on scale 1-7","2019","East Germany","592","0.116899153402744","0.108446122961021","0.125352183844466"
"5 on scale 1-7","2019","West Germany","1675","0.0876651883365103","0.083754442064945","0.0915759346080756"
"5 on scale 1-7","2019","East Germany","420","0.0768979171172395","0.0698884701676644","0.0839073640668146"
"6 on scale 1-7","2019","West Germany","883","0.0437111338494641","0.0408839144160456","0.0465383532828826"
"6 on scale 1-7","2019","East Germany","191","0.0371640167514392","0.0321873440544199","0.0421406894484586"
"7 Strongly agree","2019","West Germany","357","0.0176981311185171","0.0158748437596802","0.0195214184773541"
"7 Strongly agree","2019","East Germany","79","0.0152391932667864","0.0120162848425878","0.018462101690985"
