"plh0218","year","migback","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2005","indirect migration background","West Germany","Female","","","",""
"7 Strongly agree","2005","indirect migration background","East Germany","Male","","","",""
"7 Strongly agree","2005","indirect migration background","East Germany","Female","","","",""
"1 Strongly disagree","2006","no migration background","West Germany","Male","","","",""
"1 Strongly disagree","2006","no migration background","West Germany","Female","","","",""
"1 Strongly disagree","2006","no migration background","East Germany","Male","","","",""
"1 Strongly disagree","2006","no migration background","East Germany","Female","","","",""
"1 Strongly disagree","2006","direct migration background","West Germany","Male","","","",""
"1 Strongly disagree","2006","direct migration background","West Germany","Female","","","",""
"1 Strongly disagree","2006","direct migration background","East Germany","Male","","","",""
"1 Strongly disagree","2006","direct migration background","East Germany","Female","","","",""
"1 Strongly disagree","2006","indirect migration background","West Germany","Male","","","",""
"1 Strongly disagree","2006","indirect migration background","West Germany","Female","","","",""
"1 Strongly disagree","2006","indirect migration background","East Germany","Male","","","",""
"1 Strongly disagree","2006","indirect migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2006","no migration background","West Germany","Male","","","",""
"2 on scale 1-7 ","2006","no migration background","West Germany","Female","","","",""
"2 on scale 1-7 ","2006","no migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2006","no migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2006","direct migration background","West Germany","Male","","","",""
"2 on scale 1-7 ","2006","direct migration background","West Germany","Female","","","",""
"2 on scale 1-7 ","2006","direct migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2006","direct migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2006","indirect migration background","West Germany","Male","","","",""
"2 on scale 1-7 ","2006","indirect migration background","West Germany","Female","","","",""
"2 on scale 1-7 ","2006","indirect migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2006","indirect migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2006","no migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2006","no migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2006","no migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2006","no migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2006","direct migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2006","direct migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2006","direct migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2006","direct migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2006","indirect migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2006","indirect migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2006","indirect migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2006","indirect migration background","East Germany","Female","","","",""
"4 on scale 1-7","2006","no migration background","West Germany","Male","","","",""
"4 on scale 1-7","2006","no migration background","West Germany","Female","","","",""
"4 on scale 1-7","2006","no migration background","East Germany","Male","","","",""
"4 on scale 1-7","2006","no migration background","East Germany","Female","","","",""
"4 on scale 1-7","2006","direct migration background","West Germany","Male","","","",""
"4 on scale 1-7","2006","direct migration background","West Germany","Female","","","",""
"4 on scale 1-7","2006","direct migration background","East Germany","Male","","","",""
"4 on scale 1-7","2006","direct migration background","East Germany","Female","","","",""
"4 on scale 1-7","2006","indirect migration background","West Germany","Male","","","",""
"4 on scale 1-7","2006","indirect migration background","West Germany","Female","","","",""
"4 on scale 1-7","2006","indirect migration background","East Germany","Male","","","",""
"4 on scale 1-7","2006","indirect migration background","East Germany","Female","","","",""
"5 on scale 1-7","2006","no migration background","West Germany","Male","","","",""
"5 on scale 1-7","2006","no migration background","West Germany","Female","","","",""
"5 on scale 1-7","2006","no migration background","East Germany","Male","","","",""
"5 on scale 1-7","2006","no migration background","East Germany","Female","","","",""
"5 on scale 1-7","2006","direct migration background","West Germany","Male","","","",""
"5 on scale 1-7","2006","direct migration background","West Germany","Female","","","",""
"5 on scale 1-7","2006","direct migration background","East Germany","Male","","","",""
"5 on scale 1-7","2006","direct migration background","East Germany","Female","","","",""
"5 on scale 1-7","2006","indirect migration background","West Germany","Male","","","",""
"5 on scale 1-7","2006","indirect migration background","West Germany","Female","","","",""
"5 on scale 1-7","2006","indirect migration background","East Germany","Male","","","",""
"5 on scale 1-7","2006","indirect migration background","East Germany","Female","","","",""
"6 on scale 1-7","2006","no migration background","West Germany","Male","","","",""
"6 on scale 1-7","2006","no migration background","West Germany","Female","","","",""
"6 on scale 1-7","2006","no migration background","East Germany","Male","","","",""
"6 on scale 1-7","2006","no migration background","East Germany","Female","","","",""
"6 on scale 1-7","2006","direct migration background","West Germany","Male","","","",""
"6 on scale 1-7","2006","direct migration background","West Germany","Female","","","",""
"6 on scale 1-7","2006","direct migration background","East Germany","Male","","","",""
"6 on scale 1-7","2006","direct migration background","East Germany","Female","","","",""
"6 on scale 1-7","2006","indirect migration background","West Germany","Male","","","",""
"6 on scale 1-7","2006","indirect migration background","West Germany","Female","","","",""
"6 on scale 1-7","2006","indirect migration background","East Germany","Male","","","",""
"6 on scale 1-7","2006","indirect migration background","East Germany","Female","","","",""
"7 Strongly agree","2006","no migration background","West Germany","Male","","","",""
"7 Strongly agree","2006","no migration background","West Germany","Female","","","",""
"7 Strongly agree","2006","no migration background","East Germany","Male","","","",""
"7 Strongly agree","2006","no migration background","East Germany","Female","","","",""
"7 Strongly agree","2006","direct migration background","West Germany","Male","","","",""
"7 Strongly agree","2006","direct migration background","West Germany","Female","","","",""
"7 Strongly agree","2006","direct migration background","East Germany","Male","","","",""
"7 Strongly agree","2006","direct migration background","East Germany","Female","","","",""
"7 Strongly agree","2006","indirect migration background","West Germany","Male","","","",""
"7 Strongly agree","2006","indirect migration background","West Germany","Female","","","",""
"7 Strongly agree","2006","indirect migration background","East Germany","Male","","","",""
"7 Strongly agree","2006","indirect migration background","East Germany","Female","","","",""
"1 Strongly disagree","2007","no migration background","West Germany","Male","","","",""
"1 Strongly disagree","2007","no migration background","West Germany","Female","","","",""
"1 Strongly disagree","2007","no migration background","East Germany","Male","","","",""
"1 Strongly disagree","2007","no migration background","East Germany","Female","","","",""
"1 Strongly disagree","2007","direct migration background","West Germany","Male","","","",""
"1 Strongly disagree","2007","direct migration background","West Germany","Female","","","",""
"1 Strongly disagree","2007","direct migration background","East Germany","Male","","","",""
"1 Strongly disagree","2007","direct migration background","East Germany","Female","","","",""
"1 Strongly disagree","2007","indirect migration background","West Germany","Male","","","",""
"1 Strongly disagree","2007","indirect migration background","West Germany","Female","","","",""
"1 Strongly disagree","2007","indirect migration background","East Germany","Male","","","",""
"1 Strongly disagree","2007","indirect migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2007","no migration background","West Germany","Male","","","",""
"2 on scale 1-7 ","2007","no migration background","West Germany","Female","","","",""
"2 on scale 1-7 ","2007","no migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2007","no migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2007","direct migration background","West Germany","Male","","","",""
"2 on scale 1-7 ","2007","direct migration background","West Germany","Female","","","",""
"2 on scale 1-7 ","2007","direct migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2007","direct migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2007","indirect migration background","West Germany","Male","","","",""
"2 on scale 1-7 ","2007","indirect migration background","West Germany","Female","","","",""
"2 on scale 1-7 ","2007","indirect migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2007","indirect migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2007","no migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2007","no migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2007","no migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2007","no migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2007","direct migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2007","direct migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2007","direct migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2007","direct migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2007","indirect migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2007","indirect migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2007","indirect migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2007","indirect migration background","East Germany","Female","","","",""
"4 on scale 1-7","2007","no migration background","West Germany","Male","","","",""
"4 on scale 1-7","2007","no migration background","West Germany","Female","","","",""
"4 on scale 1-7","2007","no migration background","East Germany","Male","","","",""
"4 on scale 1-7","2007","no migration background","East Germany","Female","","","",""
"4 on scale 1-7","2007","direct migration background","West Germany","Male","","","",""
"4 on scale 1-7","2007","direct migration background","West Germany","Female","","","",""
"4 on scale 1-7","2007","direct migration background","East Germany","Male","","","",""
"4 on scale 1-7","2007","direct migration background","East Germany","Female","","","",""
"4 on scale 1-7","2007","indirect migration background","West Germany","Male","","","",""
"4 on scale 1-7","2007","indirect migration background","West Germany","Female","","","",""
"4 on scale 1-7","2007","indirect migration background","East Germany","Male","","","",""
"4 on scale 1-7","2007","indirect migration background","East Germany","Female","","","",""
"5 on scale 1-7","2007","no migration background","West Germany","Male","","","",""
"5 on scale 1-7","2007","no migration background","West Germany","Female","","","",""
"5 on scale 1-7","2007","no migration background","East Germany","Male","","","",""
"5 on scale 1-7","2007","no migration background","East Germany","Female","","","",""
"5 on scale 1-7","2007","direct migration background","West Germany","Male","","","",""
"5 on scale 1-7","2007","direct migration background","West Germany","Female","","","",""
"5 on scale 1-7","2007","direct migration background","East Germany","Male","","","",""
"5 on scale 1-7","2007","direct migration background","East Germany","Female","","","",""
"5 on scale 1-7","2007","indirect migration background","West Germany","Male","","","",""
"5 on scale 1-7","2007","indirect migration background","West Germany","Female","","","",""
"5 on scale 1-7","2007","indirect migration background","East Germany","Male","","","",""
"5 on scale 1-7","2007","indirect migration background","East Germany","Female","","","",""
"6 on scale 1-7","2007","no migration background","West Germany","Male","","","",""
"6 on scale 1-7","2007","no migration background","West Germany","Female","","","",""
"6 on scale 1-7","2007","no migration background","East Germany","Male","","","",""
"6 on scale 1-7","2007","no migration background","East Germany","Female","","","",""
"6 on scale 1-7","2007","direct migration background","West Germany","Male","","","",""
"6 on scale 1-7","2007","direct migration background","West Germany","Female","","","",""
"6 on scale 1-7","2007","direct migration background","East Germany","Male","","","",""
"6 on scale 1-7","2007","direct migration background","East Germany","Female","","","",""
"6 on scale 1-7","2007","indirect migration background","West Germany","Male","","","",""
"6 on scale 1-7","2007","indirect migration background","West Germany","Female","","","",""
"6 on scale 1-7","2007","indirect migration background","East Germany","Male","","","",""
"6 on scale 1-7","2007","indirect migration background","East Germany","Female","","","",""
"7 Strongly agree","2007","no migration background","West Germany","Male","","","",""
"7 Strongly agree","2007","no migration background","West Germany","Female","","","",""
"7 Strongly agree","2007","no migration background","East Germany","Male","","","",""
"7 Strongly agree","2007","no migration background","East Germany","Female","","","",""
"7 Strongly agree","2007","direct migration background","West Germany","Male","","","",""
"7 Strongly agree","2007","direct migration background","West Germany","Female","","","",""
"7 Strongly agree","2007","direct migration background","East Germany","Male","","","",""
"7 Strongly agree","2007","direct migration background","East Germany","Female","","","",""
"7 Strongly agree","2007","indirect migration background","West Germany","Male","","","",""
"7 Strongly agree","2007","indirect migration background","West Germany","Female","","","",""
"7 Strongly agree","2007","indirect migration background","East Germany","Male","","","",""
"7 Strongly agree","2007","indirect migration background","East Germany","Female","","","",""
"1 Strongly disagree","2008","no migration background","West Germany","Male","","","",""
"1 Strongly disagree","2008","no migration background","West Germany","Female","","","",""
"1 Strongly disagree","2008","no migration background","East Germany","Male","","","",""
"1 Strongly disagree","2008","no migration background","East Germany","Female","","","",""
"1 Strongly disagree","2008","direct migration background","West Germany","Male","","","",""
"1 Strongly disagree","2008","direct migration background","West Germany","Female","","","",""
"1 Strongly disagree","2008","direct migration background","East Germany","Male","","","",""
"1 Strongly disagree","2008","direct migration background","East Germany","Female","","","",""
"1 Strongly disagree","2008","indirect migration background","West Germany","Male","","","",""
"1 Strongly disagree","2008","indirect migration background","West Germany","Female","","","",""
"1 Strongly disagree","2008","indirect migration background","East Germany","Male","","","",""
"1 Strongly disagree","2008","indirect migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2008","no migration background","West Germany","Male","","","",""
"2 on scale 1-7 ","2008","no migration background","West Germany","Female","","","",""
"2 on scale 1-7 ","2008","no migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2008","no migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2008","direct migration background","West Germany","Male","","","",""
"2 on scale 1-7 ","2008","direct migration background","West Germany","Female","","","",""
"2 on scale 1-7 ","2008","direct migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2008","direct migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2008","indirect migration background","West Germany","Male","","","",""
"2 on scale 1-7 ","2008","indirect migration background","West Germany","Female","","","",""
"2 on scale 1-7 ","2008","indirect migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2008","indirect migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2008","no migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2008","no migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2008","no migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2008","no migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2008","direct migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2008","direct migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2008","direct migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2008","direct migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2008","indirect migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2008","indirect migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2008","indirect migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2008","indirect migration background","East Germany","Female","","","",""
"4 on scale 1-7","2008","no migration background","West Germany","Male","","","",""
"4 on scale 1-7","2008","no migration background","West Germany","Female","","","",""
"4 on scale 1-7","2008","no migration background","East Germany","Male","","","",""
"4 on scale 1-7","2008","no migration background","East Germany","Female","","","",""
"4 on scale 1-7","2008","direct migration background","West Germany","Male","","","",""
"4 on scale 1-7","2008","direct migration background","West Germany","Female","","","",""
"4 on scale 1-7","2008","direct migration background","East Germany","Male","","","",""
"4 on scale 1-7","2008","direct migration background","East Germany","Female","","","",""
"4 on scale 1-7","2008","indirect migration background","West Germany","Male","","","",""
"4 on scale 1-7","2008","indirect migration background","West Germany","Female","","","",""
"4 on scale 1-7","2008","indirect migration background","East Germany","Male","","","",""
"4 on scale 1-7","2008","indirect migration background","East Germany","Female","","","",""
"5 on scale 1-7","2008","no migration background","West Germany","Male","","","",""
"5 on scale 1-7","2008","no migration background","West Germany","Female","","","",""
"5 on scale 1-7","2008","no migration background","East Germany","Male","","","",""
"5 on scale 1-7","2008","no migration background","East Germany","Female","","","",""
"5 on scale 1-7","2008","direct migration background","West Germany","Male","","","",""
"5 on scale 1-7","2008","direct migration background","West Germany","Female","","","",""
"5 on scale 1-7","2008","direct migration background","East Germany","Male","","","",""
"5 on scale 1-7","2008","direct migration background","East Germany","Female","","","",""
"5 on scale 1-7","2008","indirect migration background","West Germany","Male","","","",""
"5 on scale 1-7","2008","indirect migration background","West Germany","Female","","","",""
"5 on scale 1-7","2008","indirect migration background","East Germany","Male","","","",""
"5 on scale 1-7","2008","indirect migration background","East Germany","Female","","","",""
"6 on scale 1-7","2008","no migration background","West Germany","Male","","","",""
"6 on scale 1-7","2008","no migration background","West Germany","Female","","","",""
"6 on scale 1-7","2008","no migration background","East Germany","Male","","","",""
"6 on scale 1-7","2008","no migration background","East Germany","Female","","","",""
"6 on scale 1-7","2008","direct migration background","West Germany","Male","","","",""
"6 on scale 1-7","2008","direct migration background","West Germany","Female","","","",""
"6 on scale 1-7","2008","direct migration background","East Germany","Male","","","",""
"6 on scale 1-7","2008","direct migration background","East Germany","Female","","","",""
"6 on scale 1-7","2008","indirect migration background","West Germany","Male","","","",""
"6 on scale 1-7","2008","indirect migration background","West Germany","Female","","","",""
"6 on scale 1-7","2008","indirect migration background","East Germany","Male","","","",""
"6 on scale 1-7","2008","indirect migration background","East Germany","Female","","","",""
"7 Strongly agree","2008","no migration background","West Germany","Male","","","",""
"7 Strongly agree","2008","no migration background","West Germany","Female","","","",""
"7 Strongly agree","2008","no migration background","East Germany","Male","","","",""
"7 Strongly agree","2008","no migration background","East Germany","Female","","","",""
"7 Strongly agree","2008","direct migration background","West Germany","Male","","","",""
"7 Strongly agree","2008","direct migration background","West Germany","Female","","","",""
"7 Strongly agree","2008","direct migration background","East Germany","Male","","","",""
"7 Strongly agree","2008","direct migration background","East Germany","Female","","","",""
"7 Strongly agree","2008","indirect migration background","West Germany","Male","","","",""
"7 Strongly agree","2008","indirect migration background","West Germany","Female","","","",""
"7 Strongly agree","2008","indirect migration background","East Germany","Male","","","",""
"7 Strongly agree","2008","indirect migration background","East Germany","Female","","","",""
"1 Strongly disagree","2009","no migration background","West Germany","Male","1679","0.147916087759833","0.141336210124069","0.154495965395597"
"1 Strongly disagree","2009","no migration background","West Germany","Female","2188","0.195316894307859","0.187969196690694","0.202664591925025"
"1 Strongly disagree","2009","no migration background","East Germany","Male","772","0.172192669799005","0.16106105796134","0.18332428163667"
"1 Strongly disagree","2009","no migration background","East Germany","Female","1020","0.223576846085559","0.211292593378327","0.235861098792791"
"1 Strongly disagree","2009","direct migration background","West Germany","Male","281","0.190896478774996","0.171462532270988","0.210330425279004"
"1 Strongly disagree","2009","direct migration background","West Germany","Female","393","0.23245107827908","0.211563946151212","0.253338210406949"
"1 Strongly disagree","2009","direct migration background","East Germany","Male","","","",""
"1 Strongly disagree","2009","direct migration background","East Germany","Female","","","",""
"1 Strongly disagree","2009","indirect migration background","West Germany","Male","85","0.137477974540765","0.111364688897341","0.163591260184189"
"1 Strongly disagree","2009","indirect migration background","West Germany","Female","118","0.161683273353187","0.13376449106274","0.189602055643634"
"1 Strongly disagree","2009","indirect migration background","East Germany","Male","","","",""
"1 Strongly disagree","2009","indirect migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2009","no migration background","West Germany","Male","1350","0.122112207537568","0.116043894517543","0.128180520557594"
"2 on scale 1-7 ","2009","no migration background","West Germany","Female","1595","0.138383077179274","0.131983260550356","0.144782893808191"
"2 on scale 1-7 ","2009","no migration background","East Germany","Male","577","0.138868597302525","0.128672761612084","0.149064432992967"
"2 on scale 1-7 ","2009","no migration background","East Germany","Female","678","0.140980568996999","0.130720099972784","0.151241038021214"
"2 on scale 1-7 ","2009","direct migration background","West Germany","Male","181","0.116596988550864","0.100726762855356","0.132467214246373"
"2 on scale 1-7 ","2009","direct migration background","West Germany","Female","210","0.128034996204264","0.11151256803621","0.144557424372319"
"2 on scale 1-7 ","2009","direct migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2009","direct migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2009","indirect migration background","West Germany","Male","62","0.101532508795774","0.0786283892155487","0.124436628376"
"2 on scale 1-7 ","2009","indirect migration background","West Germany","Female","93","0.124827587997755","0.0997629198671125","0.149892256128397"
"2 on scale 1-7 ","2009","indirect migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2009","indirect migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2009","no migration background","West Germany","Male","739","0.0687863114176241","0.0640955362754256","0.0734770865598227"
"3 on scale 1-7 ","2009","no migration background","West Germany","Female","741","0.0652458628604642","0.0606687237064703","0.0698230020144581"
"3 on scale 1-7 ","2009","no migration background","East Germany","Male","265","0.0613062245103193","0.0542332784688827","0.068379170551756"
"3 on scale 1-7 ","2009","no migration background","East Germany","Female","229","0.0527006571059177","0.04611289779605","0.0592884164157854"
"3 on scale 1-7 ","2009","direct migration background","West Germany","Male","96","0.0534929947094467","0.0423661924329824","0.0646197969859111"
