"pli0098_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","Other degree","Couple + C. LE 16 ","52","0.135924908213888","0.0990607504136423","0.172789066014134"
"Min 1x per week","1990","Other degree","Couple + C. GT 16 ","33","0.211032142313292","0.154339654946136","0.267724629680449"
"Min 1x per week","1990","Other degree","Couple + C. LE and GT 16","24","","",""
"Min 1x per week","1990","no degree/no degree yet","1-pers.-HH","7","","",""
"Min 1x per week","1990","no degree/no degree yet","(Married) couple without C. ","11","","",""
"Min 1x per week","1990","no degree/no degree yet","Single parent ","5","","",""
"Min 1x per week","1990","no degree/no degree yet","Couple + C. LE 16 ","22","","",""
"Min 1x per week","1990","no degree/no degree yet","Couple + C. GT 16 ","41","0.127866478741353","0.0854407359302656","0.170292221552441"
"Min 1x per week","1990","no degree/no degree yet","Couple + C. LE and GT 16","41","0.225875077803117","0.167033147899899","0.284717007706336"
"Min 1x per month","1990","lower secondary degree","1-pers.-HH","94","0.136784400204433","0.112142981094962","0.161425819313904"
"Min 1x per month","1990","lower secondary degree","(Married) couple without C. ","176","0.0991821914114606","0.0858156287058391","0.112548754117082"
"Min 1x per month","1990","lower secondary degree","Single parent ","28","","",""
"Min 1x per month","1990","lower secondary degree","Couple + C. LE 16 ","123","0.118357069757504","0.0994640369026362","0.137250102612371"
"Min 1x per month","1990","lower secondary degree","Couple + C. GT 16 ","126","0.106535678930821","0.0896603702628064","0.123410987598835"
"Min 1x per month","1990","lower secondary degree","Couple + C. LE and GT 16","41","0.12250318815362","0.0906504071498108","0.154355969157429"
"Min 1x per month","1990","secondary school degree","1-pers.-HH","24","","",""
"Min 1x per month","1990","secondary school degree","(Married) couple without C. ","53","0.0976492714194959","0.074776534173037","0.120522008665955"
"Min 1x per month","1990","secondary school degree","Single parent ","6","","",""
"Min 1x per month","1990","secondary school degree","Couple + C. LE 16 ","78","0.0743430032172769","0.0603701900025542","0.0883158164319997"
"Min 1x per month","1990","secondary school degree","Couple + C. GT 16 ","55","0.0959787781439587","0.0743727017968664","0.117584854491051"
"Min 1x per month","1990","secondary school degree","Couple + C. LE and GT 16","33","0.112902388765416","0.0778422853721492","0.147962492158683"
"Min 1x per month","1990","college entrance qualification","1-pers.-HH","14","","",""
"Min 1x per month","1990","college entrance qualification","(Married) couple without C. ","35","0.0865355239517605","0.0579649038704028","0.115106144033118"
"Min 1x per month","1990","college entrance qualification","Single parent ","4","","",""
"Min 1x per month","1990","college entrance qualification","Couple + C. LE 16 ","40","0.109428376209417","0.0825190871774693","0.136337665241365"
"Min 1x per month","1990","college entrance qualification","Couple + C. GT 16 ","23","","",""
"Min 1x per month","1990","college entrance qualification","Couple + C. LE and GT 16","11","","",""
"Min 1x per month","1990","Other degree","1-pers.-HH","8","","",""
"Min 1x per month","1990","Other degree","(Married) couple without C. ","17","","",""
"Min 1x per month","1990","Other degree","Single parent ","5","","",""
"Min 1x per month","1990","Other degree","Couple + C. LE 16 ","45","0.121711539017824","0.0865422559950954","0.156880822040552"
"Min 1x per month","1990","Other degree","Couple + C. GT 16 ","20","","",""
"Min 1x per month","1990","Other degree","Couple + C. LE and GT 16","25","","",""
"Min 1x per month","1990","no degree/no degree yet","1-pers.-HH","9","","",""
"Min 1x per month","1990","no degree/no degree yet","(Married) couple without C. ","17","","",""
"Min 1x per month","1990","no degree/no degree yet","Single parent ","3","","",""
"Min 1x per month","1990","no degree/no degree yet","Couple + C. LE 16 ","23","","",""
"Min 1x per month","1990","no degree/no degree yet","Couple + C. GT 16 ","33","0.103528917706591","0.0648246734374766","0.142233161975705"
"Min 1x per month","1990","no degree/no degree yet","Couple + C. LE and GT 16","20","","",""
"Rarely","1990","lower secondary degree","1-pers.-HH","155","0.207065184367122","0.178007562005115","0.236122806729129"
"Rarely","1990","lower secondary degree","(Married) couple without C. ","518","0.289759043603696","0.269472607164494","0.310045480042898"
"Rarely","1990","lower secondary degree","Single parent ","75","0.276402112873015","0.225018939678887","0.327785286067144"
"Rarely","1990","lower secondary degree","Couple + C. LE 16 ","375","0.366678779292536","0.338494098443801","0.39486346014127"
"Rarely","1990","lower secondary degree","Couple + C. GT 16 ","415","0.353422752361897","0.327275681696948","0.379569823026846"
"Rarely","1990","lower secondary degree","Couple + C. LE and GT 16","134","0.347335636202725","0.301079376949415","0.393591895456036"
"Rarely","1990","secondary school degree","1-pers.-HH","68","0.227572810298241","0.179066738494145","0.276078882102337"
"Rarely","1990","secondary school degree","(Married) couple without C. ","160","0.265563358355546","0.231533730886617","0.299592985824474"
"Rarely","1990","secondary school degree","Single parent ","45","0.279809378822525","0.214591411114846","0.345027346530205"
"Rarely","1990","secondary school degree","Couple + C. LE 16 ","300","0.25794056345659","0.234637236580682","0.281243890332497"
"Rarely","1990","secondary school degree","Couple + C. GT 16 ","181","0.28602934080332","0.252882323111894","0.319176358494747"
"Rarely","1990","secondary school degree","Couple + C. LE and GT 16","69","0.25216779972714","0.204059188806658","0.300276410647622"
"Rarely","1990","college entrance qualification","1-pers.-HH","50","0.246560524031932","0.187703210070407","0.305417837993458"
"Rarely","1990","college entrance qualification","(Married) couple without C. ","98","0.290993421317938","0.244835808603551","0.337151034032326"
"Rarely","1990","college entrance qualification","Single parent ","25","","",""
"Rarely","1990","college entrance qualification","Couple + C. LE 16 ","128","0.277219461725013","0.23863451521658","0.315804408233446"
"Rarely","1990","college entrance qualification","Couple + C. GT 16 ","115","0.333615497475778","0.285310384633412","0.381920610318143"
"Rarely","1990","college entrance qualification","Couple + C. LE and GT 16","24","","",""
"Rarely","1990","Other degree","1-pers.-HH","13","","",""
"Rarely","1990","Other degree","(Married) couple without C. ","52","0.281444499624555","0.215194176674413","0.347694822574696"
"Rarely","1990","Other degree","Single parent ","8","","",""
"Rarely","1990","Other degree","Couple + C. LE 16 ","91","0.275682583601082","0.227615455116822","0.323749712085343"
"Rarely","1990","Other degree","Couple + C. GT 16 ","57","0.239079358211306","0.17981927236891","0.298339444053703"
"Rarely","1990","Other degree","Couple + C. LE and GT 16","36","0.218689205082712","0.154438911831772","0.282939498333653"
"Rarely","1990","no degree/no degree yet","1-pers.-HH","7","","",""
"Rarely","1990","no degree/no degree yet","(Married) couple without C. ","23","","",""
"Rarely","1990","no degree/no degree yet","Single parent ","9","","",""
"Rarely","1990","no degree/no degree yet","Couple + C. LE 16 ","40","0.314945586732823","0.244285470943359","0.385605702522287"
"Rarely","1990","no degree/no degree yet","Couple + C. GT 16 ","68","0.386332998182896","0.324473427695288","0.448192568670504"
"Rarely","1990","no degree/no degree yet","Couple + C. LE and GT 16","39","0.24018902406973","0.180074891286576","0.300303156852883"
"Never","1990","lower secondary degree","1-pers.-HH","399","0.499926651295936","0.464070985620165","0.535782316971708"
"Never","1990","lower secondary degree","(Married) couple without C. ","1026","0.485192979015375","0.462843680667293","0.507542277363458"
"Never","1990","lower secondary degree","Single parent ","164","0.513564503665906","0.456138085991886","0.570990921339926"
"Never","1990","lower secondary degree","Couple + C. LE 16 ","527","0.428291647240914","0.399350530578254","0.457232763903573"
"Never","1990","lower secondary degree","Couple + C. GT 16 ","555","0.365337230750187","0.338999154139113","0.39167530736126"
"Never","1990","lower secondary degree","Couple + C. LE and GT 16","176","0.374714888059774","0.327688631935335","0.421741144184214"
"Never","1990","secondary school degree","1-pers.-HH","165","0.556512907592009","0.499037077052141","0.613988738131876"
"Never","1990","secondary school degree","(Married) couple without C. ","369","0.531844773509635","0.493395925101013","0.570293621918256"
"Never","1990","secondary school degree","Single parent ","119","0.581933238756462","0.510274064575019","0.653592412937905"
"Never","1990","secondary school degree","Couple + C. LE 16 ","893","0.59693053714378","0.570803473362739","0.623057600924822"
"Never","1990","secondary school degree","Couple + C. GT 16 ","414","0.517291691085191","0.480638725111508","0.553944657058875"
"Never","1990","secondary school degree","Couple + C. LE and GT 16","170","0.463186200366857","0.40794468747559","0.518427713258123"
"Never","1990","college entrance qualification","1-pers.-HH","108","0.513648146167337","0.44539500692576","0.581901285408915"
"Never","1990","college entrance qualification","(Married) couple without C. ","207","0.533674005741408","0.482979667483176","0.58436834399964"
"Never","1990","college entrance qualification","Single parent ","47","0.548921033692758","0.442509262364791","0.655332805020725"
"Never","1990","college entrance qualification","Couple + C. LE 16 ","298","0.494728852654516","0.451631689023029","0.537826016286004"
"Never","1990","college entrance qualification","Couple + C. GT 16 ","183","0.458079717203237","0.40703558996463","0.509123844441844"
"Never","1990","college entrance qualification","Couple + C. LE and GT 16","36","0.333369570998934","0.233151930629779","0.433587211368089"
"Never","1990","Other degree","1-pers.-HH","33","0.534622580425429","0.413362538186745","0.655882622664114"
"Never","1990","Other degree","(Married) couple without C. ","77","0.533242545338513","0.459745566789288","0.606739523887738"
"Never","1990","Other degree","Single parent ","15","","",""
"Never","1990","Other degree","Couple + C. LE 16 ","141","0.460240714214354","0.406627526775179","0.513853901653529"
"Never","1990","Other degree","Couple + C. GT 16 ","89","0.444828682144431","0.375783806076308","0.513873558212555"
"Never","1990","Other degree","Couple + C. LE and GT 16","69","0.432203619523257","0.355203741267447","0.509203497779067"
"Never","1990","no degree/no degree yet","1-pers.-HH","21","","",""
"Never","1990","no degree/no degree yet","(Married) couple without C. ","31","0.512149772422648","0.404614536355897","0.619685008489399"
"Never","1990","no degree/no degree yet","Single parent ","27","","",""
"Never","1990","no degree/no degree yet","Couple + C. LE 16 ","76","0.487376622994179","0.411339513709622","0.563413732278735"
"Never","1990","no degree/no degree yet","Couple + C. GT 16 ","92","0.375108358749704","0.31359912155607","0.436617595943337"
"Never","1990","no degree/no degree yet","Couple + C. LE and GT 16","91","0.415114300365266","0.345777056441025","0.484451544289507"
"Daily","1991","lower secondary degree","1-pers.-HH","","","",""
"Daily","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1991","lower secondary degree","Single parent ","","","",""
"Daily","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1991","secondary school degree","1-pers.-HH","","","",""
"Daily","1991","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1991","secondary school degree","Single parent ","","","",""
"Daily","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1991","college entrance qualification","1-pers.-HH","","","",""
"Daily","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1991","college entrance qualification","Single parent ","","","",""
"Daily","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1991","Other degree","1-pers.-HH","","","",""
"Daily","1991","Other degree","(Married) couple without C. ","","","",""
"Daily","1991","Other degree","Single parent ","","","",""
"Daily","1991","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1991","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1991","no degree/no degree yet","Single parent ","","","",""
"Daily","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per week","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per week","1991","lower secondary degree","Single parent ","","","",""
"Min 1x per week","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","secondary school degree","1-pers.-HH","","","",""
"Min 1x per week","1991","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per week","1991","secondary school degree","Single parent ","","","",""
"Min 1x per week","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per week","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per week","1991","college entrance qualification","Single parent ","","","",""
"Min 1x per week","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Other degree","1-pers.-HH","","","",""
"Min 1x per week","1991","Other degree","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Other degree","Single parent ","","","",""
"Min 1x per week","1991","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per week","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Single parent ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per month","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per month","1991","lower secondary degree","Single parent ","","","",""
"Min 1x per month","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","secondary school degree","1-pers.-HH","","","",""
"Min 1x per month","1991","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per month","1991","secondary school degree","Single parent ","","","",""
"Min 1x per month","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per month","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per month","1991","college entrance qualification","Single parent ","","","",""
"Min 1x per month","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","Other degree","1-pers.-HH","","","",""
"Min 1x per month","1991","Other degree","(Married) couple without C. ","","","",""
"Min 1x per month","1991","Other degree","Single parent ","","","",""
"Min 1x per month","1991","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per month","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Single parent ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","1991","lower secondary degree","1-pers.-HH","","","",""
"Rarely","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","1991","lower secondary degree","Single parent ","","","",""
"Rarely","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","1991","secondary school degree","1-pers.-HH","","","",""
"Rarely","1991","secondary school degree","(Married) couple without C. ","","","",""
"Rarely","1991","secondary school degree","Single parent ","","","",""
"Rarely","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Rarely","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Rarely","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Rarely","1991","college entrance qualification","1-pers.-HH","","","",""
"Rarely","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","1991","college entrance qualification","Single parent ","","","",""
"Rarely","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","1991","Other degree","1-pers.-HH","","","",""
"Rarely","1991","Other degree","(Married) couple without C. ","","","",""
"Rarely","1991","Other degree","Single parent ","","","",""
"Rarely","1991","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","1991","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","1991","no degree/no degree yet","Single parent ","","","",""
"Rarely","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","1991","lower secondary degree","1-pers.-HH","","","",""
"Never","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Never","1991","lower secondary degree","Single parent ","","","",""
"Never","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","1991","secondary school degree","1-pers.-HH","","","",""
"Never","1991","secondary school degree","(Married) couple without C. ","","","",""
"Never","1991","secondary school degree","Single parent ","","","",""
"Never","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","1991","college entrance qualification","1-pers.-HH","","","",""
"Never","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Never","1991","college entrance qualification","Single parent ","","","",""
"Never","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","1991","Other degree","1-pers.-HH","","","",""
"Never","1991","Other degree","(Married) couple without C. ","","","",""
"Never","1991","Other degree","Single parent ","","","",""
"Never","1991","Other degree","Couple + C. LE 16 ","","","",""
"Never","1991","Other degree","Couple + C. GT 16 ","","","",""
"Never","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Never","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Never","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","1991","no degree/no degree yet","Single parent ","","","",""
"Never","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Daily","1992","lower secondary degree","1-pers.-HH","","","",""
"Daily","1992","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1992","lower secondary degree","Single parent ","","","",""
"Daily","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1992","secondary school degree","1-pers.-HH","","","",""
"Daily","1992","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1992","secondary school degree","Single parent ","","","",""
"Daily","1992","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1992","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1992","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1992","college entrance qualification","1-pers.-HH","","","",""
"Daily","1992","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1992","college entrance qualification","Single parent ","","","",""
"Daily","1992","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1992","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1992","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1992","Other degree","1-pers.-HH","","","",""
"Daily","1992","Other degree","(Married) couple without C. ","","","",""
"Daily","1992","Other degree","Single parent ","","","",""
"Daily","1992","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1992","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1992","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1992","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1992","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1992","no degree/no degree yet","Single parent ","","","",""
"Daily","1992","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1992","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1992","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","lower secondary degree","1-pers.-HH","78","0.129206331355617","0.104304503242267","0.154108159468968"
"Min 1x per week","1992","lower secondary degree","(Married) couple without C. ","187","0.12129769270162","0.106460942927825","0.136134442475416"
"Min 1x per week","1992","lower secondary degree","Single parent ","17","","",""
"Min 1x per week","1992","lower secondary degree","Couple + C. LE 16 ","82","0.0797555478461081","0.06334561493884","0.0961654807533762"
"Min 1x per week","1992","lower secondary degree","Couple + C. GT 16 ","161","0.160576865309377","0.139440109601479","0.181713621017276"
"Min 1x per week","1992","lower secondary degree","Couple + C. LE and GT 16","35","0.104168776033558","0.0731677867083834","0.135169765358733"
"Min 1x per week","1992","secondary school degree","1-pers.-HH","27","","",""
"Min 1x per week","1992","secondary school degree","(Married) couple without C. ","47","0.0823008511886994","0.0612543567508228","0.103347345626576"
"Min 1x per week","1992","secondary school degree","Single parent ","12","","",""
"Min 1x per week","1992","secondary school degree","Couple + C. LE 16 ","71","0.0631007134714621","0.0496646712633431","0.0765367556795811"
"Min 1x per week","1992","secondary school degree","Couple + C. GT 16 ","58","0.111870482649152","0.0881617078267849","0.135579257471519"
"Min 1x per week","1992","secondary school degree","Couple + C. LE and GT 16","42","0.181827118915554","0.138181633044498","0.225472604786611"
"Min 1x per week","1992","college entrance qualification","1-pers.-HH","25","","",""
"Min 1x per week","1992","college entrance qualification","(Married) couple without C. ","45","0.12205484049989","0.090055114283282","0.154054566716497"
"Min 1x per week","1992","college entrance qualification","Single parent ","11","","",""
"Min 1x per week","1992","college entrance qualification","Couple + C. LE 16 ","50","0.112682758719942","0.0853733264294086","0.139992191010475"
"Min 1x per week","1992","college entrance qualification","Couple + C. GT 16 ","40","0.124454221296997","0.0901159711823781","0.158792471411615"
"Min 1x per week","1992","college entrance qualification","Couple + C. LE and GT 16","7","","",""
"Min 1x per week","1992","Other degree","1-pers.-HH","8","","",""
"Min 1x per week","1992","Other degree","(Married) couple without C. ","26","","",""
"Min 1x per week","1992","Other degree","Single parent ","3","","",""
"Min 1x per week","1992","Other degree","Couple + C. LE 16 ","37","0.0994749668259013","0.0630946720607228","0.13585526159108"
"Min 1x per week","1992","Other degree","Couple + C. GT 16 ","37","0.21342604852297","0.157744678116551","0.26910741892939"
