"pli0098_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1990","indirect migration background","higher education","","","",""
"Rarely","1990","no migration background","in school","41","0.379370759770961","0.296278515938353","0.462463003603569"
"Rarely","1990","no migration background","inadequately","","","",""
"Rarely","1990","no migration background","general elemantary","541","0.274262280628696","0.25469003254684","0.293834528710552"
"Rarely","1990","no migration background","middle vocational","1613","0.289600444569046","0.278185241518148","0.301015647619944"
"Rarely","1990","no migration background","vocational + Abi","77","0.293998392458898","0.23945325797734","0.348543526940456"
"Rarely","1990","no migration background","higher vocational","217","0.310355706025416","0.276083543245739","0.344627868805092"
"Rarely","1990","no migration background","higher education","358","0.267877186174436","0.245787767978698","0.289966604370173"
"Rarely","1990","direct migration background","in school","","","",""
"Rarely","1990","direct migration background","inadequately","115","0.198916893254576","0.1655253463044","0.232308440204752"
"Rarely","1990","direct migration background","general elemantary","211","0.248833602485304","0.220005649217383","0.277661555753225"
"Rarely","1990","direct migration background","middle vocational","253","0.286383564359723","0.25627461425358","0.316492514465866"
"Rarely","1990","direct migration background","vocational + Abi","","","",""
"Rarely","1990","direct migration background","higher vocational","","","",""
"Rarely","1990","direct migration background","higher education","35","0.284596914249498","0.205177304915956","0.364016523583041"
"Rarely","1990","indirect migration background","in school","","","",""
"Rarely","1990","indirect migration background","inadequately","","","",""
"Rarely","1990","indirect migration background","general elemantary","39","0.273622023563154","0.19214108366022","0.355102963466089"
"Rarely","1990","indirect migration background","middle vocational","35","0.348704957994224","0.254352547390137","0.443057368598311"
"Rarely","1990","indirect migration background","vocational + Abi","","","",""
"Rarely","1990","indirect migration background","higher vocational","","","",""
"Rarely","1990","indirect migration background","higher education","","","",""
"Never","1990","no migration background","in school","55","0.326547199162725","0.246242861127006","0.406851537198444"
"Never","1990","no migration background","inadequately","40","0.483625181534275","0.368988490568189","0.598261872500361"
"Never","1990","no migration background","general elemantary","930","0.432959165753447","0.411222223130712","0.454696108376182"
"Never","1990","no migration background","middle vocational","3368","0.4993027240256","0.486719200353356","0.511886247697843"
"Never","1990","no migration background","vocational + Abi","149","0.543448326777002","0.483812836867392","0.603083816686613"
"Never","1990","no migration background","higher vocational","339","0.45756628356741","0.420660076259914","0.494472490874906"
"Never","1990","no migration background","higher education","946","0.531965380185486","0.507076513751532","0.556854246619439"
"Never","1990","direct migration background","in school","","","",""
"Never","1990","direct migration background","inadequately","232","0.483851075513779","0.442048283672904","0.525653867354654"
"Never","1990","direct migration background","general elemantary","380","0.413310322942651","0.380475583872806","0.446145062012496"
"Never","1990","direct migration background","middle vocational","374","0.466335895820371","0.433110316346023","0.499561475294719"
"Never","1990","direct migration background","vocational + Abi","44","0.487733715337243","0.389271462271604","0.586195968402882"
"Never","1990","direct migration background","higher vocational","31","0.52837723532937","0.399906703132529","0.656847767526211"
"Never","1990","direct migration background","higher education","66","0.503329292066913","0.415326262164404","0.591332321969423"
"Never","1990","indirect migration background","in school","","","",""
"Never","1990","indirect migration background","inadequately","","","",""
"Never","1990","indirect migration background","general elemantary","50","0.471929497536547","0.380689831498502","0.563169163574591"
"Never","1990","indirect migration background","middle vocational","48","0.420620796824551","0.322883150768936","0.518358442880166"
"Never","1990","indirect migration background","vocational + Abi","","","",""
"Never","1990","indirect migration background","higher vocational","","","",""
"Never","1990","indirect migration background","higher education","","","",""
"Daily","1991","no migration background","in school","","","",""
"Daily","1991","no migration background","inadequately","","","",""
"Daily","1991","no migration background","general elemantary","","","",""
"Daily","1991","no migration background","middle vocational","","","",""
"Daily","1991","no migration background","vocational + Abi","","","",""
"Daily","1991","no migration background","higher vocational","","","",""
"Daily","1991","no migration background","higher education","","","",""
"Daily","1991","direct migration background","in school","","","",""
"Daily","1991","direct migration background","inadequately","","","",""
"Daily","1991","direct migration background","general elemantary","","","",""
"Daily","1991","direct migration background","middle vocational","","","",""
"Daily","1991","direct migration background","vocational + Abi","","","",""
"Daily","1991","direct migration background","higher vocational","","","",""
"Daily","1991","direct migration background","higher education","","","",""
"Daily","1991","indirect migration background","in school","","","",""
"Daily","1991","indirect migration background","inadequately","","","",""
"Daily","1991","indirect migration background","general elemantary","","","",""
"Daily","1991","indirect migration background","middle vocational","","","",""
"Daily","1991","indirect migration background","vocational + Abi","","","",""
"Daily","1991","indirect migration background","higher vocational","","","",""
"Daily","1991","indirect migration background","higher education","","","",""
"Min 1x per week","1991","no migration background","in school","","","",""
"Min 1x per week","1991","no migration background","inadequately","","","",""
"Min 1x per week","1991","no migration background","general elemantary","","","",""
"Min 1x per week","1991","no migration background","middle vocational","","","",""
"Min 1x per week","1991","no migration background","vocational + Abi","","","",""
"Min 1x per week","1991","no migration background","higher vocational","","","",""
"Min 1x per week","1991","no migration background","higher education","","","",""
"Min 1x per week","1991","direct migration background","in school","","","",""
"Min 1x per week","1991","direct migration background","inadequately","","","",""
"Min 1x per week","1991","direct migration background","general elemantary","","","",""
"Min 1x per week","1991","direct migration background","middle vocational","","","",""
"Min 1x per week","1991","direct migration background","vocational + Abi","","","",""
"Min 1x per week","1991","direct migration background","higher vocational","","","",""
"Min 1x per week","1991","direct migration background","higher education","","","",""
"Min 1x per week","1991","indirect migration background","in school","","","",""
"Min 1x per week","1991","indirect migration background","inadequately","","","",""
"Min 1x per week","1991","indirect migration background","general elemantary","","","",""
"Min 1x per week","1991","indirect migration background","middle vocational","","","",""
"Min 1x per week","1991","indirect migration background","vocational + Abi","","","",""
"Min 1x per week","1991","indirect migration background","higher vocational","","","",""
"Min 1x per week","1991","indirect migration background","higher education","","","",""
"Min 1x per month","1991","no migration background","in school","","","",""
"Min 1x per month","1991","no migration background","inadequately","","","",""
"Min 1x per month","1991","no migration background","general elemantary","","","",""
"Min 1x per month","1991","no migration background","middle vocational","","","",""
"Min 1x per month","1991","no migration background","vocational + Abi","","","",""
"Min 1x per month","1991","no migration background","higher vocational","","","",""
"Min 1x per month","1991","no migration background","higher education","","","",""
"Min 1x per month","1991","direct migration background","in school","","","",""
"Min 1x per month","1991","direct migration background","inadequately","","","",""
"Min 1x per month","1991","direct migration background","general elemantary","","","",""
"Min 1x per month","1991","direct migration background","middle vocational","","","",""
"Min 1x per month","1991","direct migration background","vocational + Abi","","","",""
"Min 1x per month","1991","direct migration background","higher vocational","","","",""
"Min 1x per month","1991","direct migration background","higher education","","","",""
"Min 1x per month","1991","indirect migration background","in school","","","",""
"Min 1x per month","1991","indirect migration background","inadequately","","","",""
"Min 1x per month","1991","indirect migration background","general elemantary","","","",""
"Min 1x per month","1991","indirect migration background","middle vocational","","","",""
"Min 1x per month","1991","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","1991","indirect migration background","higher vocational","","","",""
"Min 1x per month","1991","indirect migration background","higher education","","","",""
"Rarely","1991","no migration background","in school","","","",""
"Rarely","1991","no migration background","inadequately","","","",""
"Rarely","1991","no migration background","general elemantary","","","",""
"Rarely","1991","no migration background","middle vocational","","","",""
"Rarely","1991","no migration background","vocational + Abi","","","",""
"Rarely","1991","no migration background","higher vocational","","","",""
"Rarely","1991","no migration background","higher education","","","",""
"Rarely","1991","direct migration background","in school","","","",""
"Rarely","1991","direct migration background","inadequately","","","",""
"Rarely","1991","direct migration background","general elemantary","","","",""
"Rarely","1991","direct migration background","middle vocational","","","",""
"Rarely","1991","direct migration background","vocational + Abi","","","",""
"Rarely","1991","direct migration background","higher vocational","","","",""
"Rarely","1991","direct migration background","higher education","","","",""
"Rarely","1991","indirect migration background","in school","","","",""
"Rarely","1991","indirect migration background","inadequately","","","",""
"Rarely","1991","indirect migration background","general elemantary","","","",""
"Rarely","1991","indirect migration background","middle vocational","","","",""
"Rarely","1991","indirect migration background","vocational + Abi","","","",""
"Rarely","1991","indirect migration background","higher vocational","","","",""
"Rarely","1991","indirect migration background","higher education","","","",""
"Never","1991","no migration background","in school","","","",""
"Never","1991","no migration background","inadequately","","","",""
"Never","1991","no migration background","general elemantary","","","",""
"Never","1991","no migration background","middle vocational","","","",""
"Never","1991","no migration background","vocational + Abi","","","",""
"Never","1991","no migration background","higher vocational","","","",""
"Never","1991","no migration background","higher education","","","",""
"Never","1991","direct migration background","in school","","","",""
"Never","1991","direct migration background","inadequately","","","",""
"Never","1991","direct migration background","general elemantary","","","",""
"Never","1991","direct migration background","middle vocational","","","",""
"Never","1991","direct migration background","vocational + Abi","","","",""
"Never","1991","direct migration background","higher vocational","","","",""
"Never","1991","direct migration background","higher education","","","",""
"Never","1991","indirect migration background","in school","","","",""
"Never","1991","indirect migration background","inadequately","","","",""
"Never","1991","indirect migration background","general elemantary","","","",""
"Never","1991","indirect migration background","middle vocational","","","",""
"Never","1991","indirect migration background","vocational + Abi","","","",""
"Never","1991","indirect migration background","higher vocational","","","",""
"Never","1991","indirect migration background","higher education","","","",""
"Daily","1992","no migration background","in school","","","",""
"Daily","1992","no migration background","inadequately","","","",""
"Daily","1992","no migration background","general elemantary","","","",""
"Daily","1992","no migration background","middle vocational","","","",""
"Daily","1992","no migration background","vocational + Abi","","","",""
"Daily","1992","no migration background","higher vocational","","","",""
"Daily","1992","no migration background","higher education","","","",""
"Daily","1992","direct migration background","in school","","","",""
"Daily","1992","direct migration background","inadequately","","","",""
"Daily","1992","direct migration background","general elemantary","","","",""
"Daily","1992","direct migration background","middle vocational","","","",""
"Daily","1992","direct migration background","vocational + Abi","","","",""
"Daily","1992","direct migration background","higher vocational","","","",""
"Daily","1992","direct migration background","higher education","","","",""
"Daily","1992","indirect migration background","in school","","","",""
"Daily","1992","indirect migration background","inadequately","","","",""
"Daily","1992","indirect migration background","general elemantary","","","",""
"Daily","1992","indirect migration background","middle vocational","","","",""
"Daily","1992","indirect migration background","vocational + Abi","","","",""
"Daily","1992","indirect migration background","higher vocational","","","",""
"Daily","1992","indirect migration background","higher education","","","",""
"Min 1x per week","1992","no migration background","in school","","","",""
"Min 1x per week","1992","no migration background","inadequately","","","",""
"Min 1x per week","1992","no migration background","general elemantary","239","0.149973920452183","0.133456589829404","0.166491251074963"
"Min 1x per week","1992","no migration background","middle vocational","456","0.0963696828324801","0.0887269247867579","0.104012440878202"
"Min 1x per week","1992","no migration background","vocational + Abi","","","",""
"Min 1x per week","1992","no migration background","higher vocational","80","0.132197273940821","0.106997879145251","0.157396668736392"
"Min 1x per week","1992","no migration background","higher education","134","0.11452481350598","0.0984735143186788","0.130576112693282"
"Min 1x per week","1992","direct migration background","in school","","","",""
"Min 1x per week","1992","direct migration background","inadequately","108","0.190262991847476","0.156330505213527","0.224195478481424"
"Min 1x per week","1992","direct migration background","general elemantary","135","0.176028579378013","0.149945803692529","0.202111355063498"
"Min 1x per week","1992","direct migration background","middle vocational","112","0.115331001354918","0.0937043381284688","0.136957664581368"
"Min 1x per week","1992","direct migration background","vocational + Abi","","","",""
"Min 1x per week","1992","direct migration background","higher vocational","","","",""
"Min 1x per week","1992","direct migration background","higher education","","","",""
"Min 1x per week","1992","indirect migration background","in school","","","",""
"Min 1x per week","1992","indirect migration background","inadequately","","","",""
"Min 1x per week","1992","indirect migration background","general elemantary","","","",""
"Min 1x per week","1992","indirect migration background","middle vocational","","","",""
"Min 1x per week","1992","indirect migration background","vocational + Abi","","","",""
"Min 1x per week","1992","indirect migration background","higher vocational","","","",""
"Min 1x per week","1992","indirect migration background","higher education","","","",""
"Min 1x per month","1992","no migration background","in school","","","",""
"Min 1x per month","1992","no migration background","inadequately","","","",""
"Min 1x per month","1992","no migration background","general elemantary","170","0.10559324311193","0.0913764558533601","0.1198100303705"
"Min 1x per month","1992","no migration background","middle vocational","395","0.075659204142408","0.0688101366744222","0.0825082716103937"
"Min 1x per month","1992","no migration background","vocational + Abi","","","",""
"Min 1x per month","1992","no migration background","higher vocational","54","0.0885494140142497","0.0674131723528949","0.109685655675605"
"Min 1x per month","1992","no migration background","higher education","81","0.0646080650920809","0.0522168934354666","0.0769992367486952"
"Min 1x per month","1992","direct migration background","in school","","","",""
"Min 1x per month","1992","direct migration background","inadequately","68","0.108724240002429","0.0818128723523938","0.135635607652465"
"Min 1x per month","1992","direct migration background","general elemantary","129","0.131865955682879","0.108693829900181","0.155038081465578"
"Min 1x per month","1992","direct migration background","middle vocational","123","0.13259112037803","0.10962988589204","0.155552354864019"
"Min 1x per month","1992","direct migration background","vocational + Abi","","","",""
"Min 1x per month","1992","direct migration background","higher vocational","","","",""
"Min 1x per month","1992","direct migration background","higher education","","","",""
"Min 1x per month","1992","indirect migration background","in school","","","",""
"Min 1x per month","1992","indirect migration background","inadequately","","","",""
"Min 1x per month","1992","indirect migration background","general elemantary","","","",""
"Min 1x per month","1992","indirect migration background","middle vocational","","","",""
"Min 1x per month","1992","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","1992","indirect migration background","higher vocational","","","",""
"Min 1x per month","1992","indirect migration background","higher education","","","",""
"Rarely","1992","no migration background","in school","34","0.353667004303565","0.269515344949919","0.437818663657211"
"Rarely","1992","no migration background","inadequately","","","",""
"Rarely","1992","no migration background","general elemantary","454","0.268463503868812","0.2479624356621","0.288964572075524"
"Rarely","1992","no migration background","middle vocational","1530","0.290456506761289","0.278699018188885","0.302213995333692"
"Rarely","1992","no migration background","vocational + Abi","72","0.258724139838004","0.207058483055559","0.310389796620449"
"Rarely","1992","no migration background","higher vocational","207","0.307433145718865","0.273103086578102","0.341763204859627"
"Rarely","1992","no migration background","higher education","333","0.242266510157802","0.220670320723721","0.263862699591884"
"Rarely","1992","direct migration background","in school","","","",""
"Rarely","1992","direct migration background","inadequately","124","0.20617087880533","0.171197007634878","0.241144749975782"
"Rarely","1992","direct migration background","general elemantary","176","0.235505455478037","0.206445575153027","0.264565335803047"
"Rarely","1992","direct migration background","middle vocational","200","0.22746575281146","0.199083755038636","0.255847750584284"
"Rarely","1992","direct migration background","vocational + Abi","","","",""
"Rarely","1992","direct migration background","higher vocational","","","",""
"Rarely","1992","direct migration background","higher education","32","0.213681111108634","0.142945899562463","0.284416322654805"
"Rarely","1992","indirect migration background","in school","","","",""
"Rarely","1992","indirect migration background","inadequately","","","",""
"Rarely","1992","indirect migration background","general elemantary","56","0.348344773120536","0.275866533295012","0.420823012946061"
"Rarely","1992","indirect migration background","middle vocational","44","0.277499222602442","0.198368418290096","0.356630026914788"
"Rarely","1992","indirect migration background","vocational + Abi","","","",""
"Rarely","1992","indirect migration background","higher vocational","","","",""
"Rarely","1992","indirect migration background","higher education","","","",""
"Never","1992","no migration background","in school","71","0.464970976714802","0.377182231456494","0.552759721973109"
"Never","1992","no migration background","inadequately","58","0.60937608726418","0.507439785863406","0.711312388664954"
"Never","1992","no migration background","general elemantary","932","0.475969332567075","0.452865517371139","0.499073147763011"
"Never","1992","no migration background","middle vocational","3346","0.537514606263823","0.524601561836734","0.550427650690913"
"Never","1992","no migration background","vocational + Abi","164","0.589313302156511","0.53127402562701","0.647352578686013"
"Never","1992","no migration background","higher vocational","353","0.471820166326064","0.43467968624097","0.508960646411158"
"Never","1992","no migration background","higher education","964","0.578600611244136","0.55371154577141","0.603489676716862"
"Never","1992","direct migration background","in school","","","",""
"Never","1992","direct migration background","inadequately","214","0.494841889344765","0.45161903684249","0.538064741847039"
"Never","1992","direct migration background","general elemantary","379","0.45660000946107","0.422485909988165","0.490714108933975"
"Never","1992","direct migration background","middle vocational","403","0.524612125455593","0.490800247402596","0.558424003508589"
"Never","1992","direct migration background","vocational + Abi","53","0.536852982611985","0.437621530926493","0.636084434297477"
"Never","1992","direct migration background","higher vocational","31","0.413280284369324","0.291685344812482","0.534875223926165"
"Never","1992","direct migration background","higher education","71","0.530918855607744","0.444801378420323","0.617036332795166"
"Never","1992","indirect migration background","in school","","","",""
"Never","1992","indirect migration background","inadequately","","","",""
"Never","1992","indirect migration background","general elemantary","84","0.50441427794442","0.4283558883941","0.58047266749474"
"Never","1992","indirect migration background","middle vocational","61","0.594564640997375","0.507797380592445","0.681331901402305"
"Never","1992","indirect migration background","vocational + Abi","","","",""
"Never","1992","indirect migration background","higher vocational","","","",""
"Never","1992","indirect migration background","higher education","","","",""
"Daily","1993","no migration background","in school","","","",""
"Daily","1993","no migration background","inadequately","","","",""
"Daily","1993","no migration background","general elemantary","","","",""
"Daily","1993","no migration background","middle vocational","","","",""
"Daily","1993","no migration background","vocational + Abi","","","",""
"Daily","1993","no migration background","higher vocational","","","",""
"Daily","1993","no migration background","higher education","","","",""
"Daily","1993","direct migration background","in school","","","",""
"Daily","1993","direct migration background","inadequately","","","",""
"Daily","1993","direct migration background","general elemantary","","","",""
"Daily","1993","direct migration background","middle vocational","","","",""
"Daily","1993","direct migration background","vocational + Abi","","","",""
"Daily","1993","direct migration background","higher vocational","","","",""
"Daily","1993","direct migration background","higher education","","","",""
"Daily","1993","indirect migration background","in school","","","",""
"Daily","1993","indirect migration background","inadequately","","","",""
"Daily","1993","indirect migration background","general elemantary","","","",""
"Daily","1993","indirect migration background","middle vocational","","","",""
"Daily","1993","indirect migration background","vocational + Abi","","","",""
"Daily","1993","indirect migration background","higher vocational","","","",""
"Daily","1993","indirect migration background","higher education","","","",""
"Min 1x per week","1993","no migration background","in school","","","",""
"Min 1x per week","1993","no migration background","inadequately","","","",""
"Min 1x per week","1993","no migration background","general elemantary","","","",""
"Min 1x per week","1993","no migration background","middle vocational","","","",""
"Min 1x per week","1993","no migration background","vocational + Abi","","","",""
"Min 1x per week","1993","no migration background","higher vocational","","","",""
"Min 1x per week","1993","no migration background","higher education","","","",""
"Min 1x per week","1993","direct migration background","in school","","","",""
"Min 1x per week","1993","direct migration background","inadequately","","","",""
"Min 1x per week","1993","direct migration background","general elemantary","","","",""
"Min 1x per week","1993","direct migration background","middle vocational","","","",""
"Min 1x per week","1993","direct migration background","vocational + Abi","","","",""
"Min 1x per week","1993","direct migration background","higher vocational","","","",""
"Min 1x per week","1993","direct migration background","higher education","","","",""
"Min 1x per week","1993","indirect migration background","in school","","","",""
"Min 1x per week","1993","indirect migration background","inadequately","","","",""
"Min 1x per week","1993","indirect migration background","general elemantary","","","",""
"Min 1x per week","1993","indirect migration background","middle vocational","","","",""
"Min 1x per week","1993","indirect migration background","vocational + Abi","","","",""
"Min 1x per week","1993","indirect migration background","higher vocational","","","",""
"Min 1x per week","1993","indirect migration background","higher education","","","",""
"Min 1x per month","1993","no migration background","in school","","","",""
"Min 1x per month","1993","no migration background","inadequately","","","",""
"Min 1x per month","1993","no migration background","general elemantary","","","",""
"Min 1x per month","1993","no migration background","middle vocational","","","",""
"Min 1x per month","1993","no migration background","vocational + Abi","","","",""
"Min 1x per month","1993","no migration background","higher vocational","","","",""
"Min 1x per month","1993","no migration background","higher education","","","",""
"Min 1x per month","1993","direct migration background","in school","","","",""
"Min 1x per month","1993","direct migration background","inadequately","","","",""
"Min 1x per month","1993","direct migration background","general elemantary","","","",""
"Min 1x per month","1993","direct migration background","middle vocational","","","",""
"Min 1x per month","1993","direct migration background","vocational + Abi","","","",""
"Min 1x per month","1993","direct migration background","higher vocational","","","",""
"Min 1x per month","1993","direct migration background","higher education","","","",""
"Min 1x per month","1993","indirect migration background","in school","","","",""
"Min 1x per month","1993","indirect migration background","inadequately","","","",""
"Min 1x per month","1993","indirect migration background","general elemantary","","","",""
"Min 1x per month","1993","indirect migration background","middle vocational","","","",""
"Min 1x per month","1993","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","1993","indirect migration background","higher vocational","","","",""
"Min 1x per month","1993","indirect migration background","higher education","","","",""
"Rarely","1993","no migration background","in school","","","",""
"Rarely","1993","no migration background","inadequately","","","",""
"Rarely","1993","no migration background","general elemantary","","","",""
"Rarely","1993","no migration background","middle vocational","","","",""
"Rarely","1993","no migration background","vocational + Abi","","","",""
"Rarely","1993","no migration background","higher vocational","","","",""
"Rarely","1993","no migration background","higher education","","","",""
"Rarely","1993","direct migration background","in school","","","",""
"Rarely","1993","direct migration background","inadequately","","","",""
"Rarely","1993","direct migration background","general elemantary","","","",""
"Rarely","1993","direct migration background","middle vocational","","","",""
"Rarely","1993","direct migration background","vocational + Abi","","","",""
"Rarely","1993","direct migration background","higher vocational","","","",""
"Rarely","1993","direct migration background","higher education","","","",""
"Rarely","1993","indirect migration background","in school","","","",""
"Rarely","1993","indirect migration background","inadequately","","","",""
"Rarely","1993","indirect migration background","general elemantary","","","",""
"Rarely","1993","indirect migration background","middle vocational","","","",""
"Rarely","1993","indirect migration background","vocational + Abi","","","",""
"Rarely","1993","indirect migration background","higher vocational","","","",""
"Rarely","1993","indirect migration background","higher education","","","",""
"Never","1993","no migration background","in school","","","",""
"Never","1993","no migration background","inadequately","","","",""
"Never","1993","no migration background","general elemantary","","","",""
"Never","1993","no migration background","middle vocational","","","",""
"Never","1993","no migration background","vocational + Abi","","","",""
"Never","1993","no migration background","higher vocational","","","",""
"Never","1993","no migration background","higher education","","","",""
"Never","1993","direct migration background","in school","","","",""
"Never","1993","direct migration background","inadequately","","","",""
"Never","1993","direct migration background","general elemantary","","","",""
"Never","1993","direct migration background","middle vocational","","","",""
"Never","1993","direct migration background","vocational + Abi","","","",""
"Never","1993","direct migration background","higher vocational","","","",""
"Never","1993","direct migration background","higher education","","","",""
"Never","1993","indirect migration background","in school","","","",""
"Never","1993","indirect migration background","inadequately","","","",""
"Never","1993","indirect migration background","general elemantary","","","",""
"Never","1993","indirect migration background","middle vocational","","","",""
"Never","1993","indirect migration background","vocational + Abi","","","",""
"Never","1993","indirect migration background","higher vocational","","","",""
"Never","1993","indirect migration background","higher education","","","",""
"Daily","1994","no migration background","in school","","","",""
"Daily","1994","no migration background","inadequately","","","",""
"Daily","1994","no migration background","general elemantary","","","",""
"Daily","1994","no migration background","middle vocational","","","",""
"Daily","1994","no migration background","vocational + Abi","","","",""
"Daily","1994","no migration background","higher vocational","","","",""
"Daily","1994","no migration background","higher education","","","",""
"Daily","1994","direct migration background","in school","","","",""
"Daily","1994","direct migration background","inadequately","","","",""
"Daily","1994","direct migration background","general elemantary","","","",""
"Daily","1994","direct migration background","middle vocational","","","",""
"Daily","1994","direct migration background","vocational + Abi","","","",""
"Daily","1994","direct migration background","higher vocational","","","",""
"Daily","1994","direct migration background","higher education","","","",""
"Daily","1994","indirect migration background","in school","","","",""
"Daily","1994","indirect migration background","inadequately","","","",""
"Daily","1994","indirect migration background","general elemantary","","","",""
"Daily","1994","indirect migration background","middle vocational","","","",""
"Daily","1994","indirect migration background","vocational + Abi","","","",""
"Daily","1994","indirect migration background","higher vocational","","","",""
"Daily","1994","indirect migration background","higher education","","","",""
"Min 1x per week","1994","no migration background","in school","","","",""
"Min 1x per week","1994","no migration background","inadequately","","","",""
"Min 1x per week","1994","no migration background","general elemantary","216","0.157088302540457","0.139286108253824","0.174890496827091"
"Min 1x per week","1994","no migration background","middle vocational","434","0.0941873983860828","0.0865242425128918","0.101850554259274"
"Min 1x per week","1994","no migration background","vocational + Abi","","","",""
"Min 1x per week","1994","no migration background","higher vocational","75","0.123672931011919","0.0989474371260099","0.148398424897829"
"Min 1x per week","1994","no migration background","higher education","130","0.104865530411733","0.0894377910189653","0.1202932698045"
"Min 1x per week","1994","direct migration background","in school","","","",""
"Min 1x per week","1994","direct migration background","inadequately","99","0.190846593757079","0.15524390445043","0.226449283063727"
"Min 1x per week","1994","direct migration background","general elemantary","128","0.181521915248058","0.153169701332214","0.209874129163902"
"Min 1x per week","1994","direct migration background","middle vocational","122","0.133113906376782","0.109820672080922","0.156407140672641"
"Min 1x per week","1994","direct migration background","vocational + Abi","","","",""
"Min 1x per week","1994","direct migration background","higher vocational","","","",""
"Min 1x per week","1994","direct migration background","higher education","","","",""
"Min 1x per week","1994","indirect migration background","in school","","","",""
"Min 1x per week","1994","indirect migration background","inadequately","","","",""
"Min 1x per week","1994","indirect migration background","general elemantary","","","",""
