"pli0098_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","middle vocational","1","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","higher education","","","",""
"Daily","1990","Baden-Württemberg","in school","","","",""
"Daily","1990","Baden-Württemberg","inadequately","2","","",""
"Daily","1990","Baden-Württemberg","general elemantary","5","","",""
"Daily","1990","Baden-Württemberg","middle vocational","3","","",""
"Daily","1990","Baden-Württemberg","vocational + Abi","","","",""
"Daily","1990","Baden-Württemberg","higher vocational","","","",""
"Daily","1990","Baden-Württemberg","higher education","","","",""
"Daily","1990","Bavaria","in school","","","",""
"Daily","1990","Bavaria","inadequately","1","","",""
"Daily","1990","Bavaria","general elemantary","5","","",""
"Daily","1990","Bavaria","middle vocational","6","","",""
"Daily","1990","Bavaria","vocational + Abi","","","",""
"Daily","1990","Bavaria","higher vocational","","","",""
"Daily","1990","Bavaria","higher education","","","",""
"Daily","1990","Berlin","in school","","","",""
"Daily","1990","Berlin","inadequately","","","",""
"Daily","1990","Berlin","general elemantary","","","",""
"Daily","1990","Berlin","middle vocational","1","","",""
"Daily","1990","Berlin","vocational + Abi","","","",""
"Daily","1990","Berlin","higher vocational","","","",""
"Daily","1990","Berlin","higher education","","","",""
"Daily","1990","Brandenburg","in school","","","",""
"Daily","1990","Brandenburg","inadequately","","","",""
"Daily","1990","Brandenburg","general elemantary","","","",""
"Daily","1990","Brandenburg","middle vocational","","","",""
"Daily","1990","Brandenburg","vocational + Abi","","","",""
"Daily","1990","Brandenburg","higher vocational","","","",""
"Daily","1990","Brandenburg","higher education","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","in school","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","inadequately","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","higher education","","","",""
"Daily","1990","Saxony","in school","","","",""
"Daily","1990","Saxony","inadequately","","","",""
"Daily","1990","Saxony","general elemantary","","","",""
"Daily","1990","Saxony","middle vocational","","","",""
"Daily","1990","Saxony","vocational + Abi","","","",""
"Daily","1990","Saxony","higher vocational","","","",""
"Daily","1990","Saxony","higher education","","","",""
"Daily","1990","Saxony-Anhalt","in school","","","",""
"Daily","1990","Saxony-Anhalt","inadequately","","","",""
"Daily","1990","Saxony-Anhalt","general elemantary","","","",""
"Daily","1990","Saxony-Anhalt","middle vocational","","","",""
"Daily","1990","Saxony-Anhalt","vocational + Abi","","","",""
"Daily","1990","Saxony-Anhalt","higher vocational","","","",""
"Daily","1990","Saxony-Anhalt","higher education","","","",""
"Daily","1990","Thuringia","in school","","","",""
"Daily","1990","Thuringia","inadequately","","","",""
"Daily","1990","Thuringia","general elemantary","","","",""
"Daily","1990","Thuringia","middle vocational","","","",""
"Daily","1990","Thuringia","vocational + Abi","","","",""
"Daily","1990","Thuringia","higher vocational","","","",""
"Daily","1990","Thuringia","higher education","","","",""
"Min 1x per week","1990","Schleswig-Holstein","in school","","","",""
"Min 1x per week","1990","Schleswig-Holstein","inadequately","1","","",""
"Min 1x per week","1990","Schleswig-Holstein","general elemantary","1","","",""
"Min 1x per week","1990","Schleswig-Holstein","middle vocational","5","","",""
"Min 1x per week","1990","Schleswig-Holstein","vocational + Abi","2","","",""
"Min 1x per week","1990","Schleswig-Holstein","higher vocational","","","",""
"Min 1x per week","1990","Schleswig-Holstein","higher education","","","",""
"Min 1x per week","1990","Hamburg","in school","","","",""
"Min 1x per week","1990","Hamburg","inadequately","1","","",""
"Min 1x per week","1990","Hamburg","general elemantary","6","","",""
"Min 1x per week","1990","Hamburg","middle vocational","3","","",""
"Min 1x per week","1990","Hamburg","vocational + Abi","","","",""
"Min 1x per week","1990","Hamburg","higher vocational","1","","",""
"Min 1x per week","1990","Hamburg","higher education","","","",""
"Min 1x per week","1990","Lower Saxony","in school","1","","",""
"Min 1x per week","1990","Lower Saxony","inadequately","12","","",""
"Min 1x per week","1990","Lower Saxony","general elemantary","23","","",""
"Min 1x per week","1990","Lower Saxony","middle vocational","30","0.0516633903312752","0.0322424377547875","0.071084342907763"
"Min 1x per week","1990","Lower Saxony","vocational + Abi","2","","",""
"Min 1x per week","1990","Lower Saxony","higher vocational","4","","",""
"Min 1x per week","1990","Lower Saxony","higher education","10","","",""
"Min 1x per week","1990","Bremen","in school","","","",""
"Min 1x per week","1990","Bremen","inadequately","","","",""
"Min 1x per week","1990","Bremen","general elemantary","1","","",""
"Min 1x per week","1990","Bremen","middle vocational","2","","",""
"Min 1x per week","1990","Bremen","vocational + Abi","","","",""
"Min 1x per week","1990","Bremen","higher vocational","","","",""
"Min 1x per week","1990","Bremen","higher education","2","","",""
"Min 1x per week","1990","North Rhine-Westphalia","in school","14","","",""
"Min 1x per week","1990","North Rhine-Westphalia","inadequately","27","","",""
"Min 1x per week","1990","North Rhine-Westphalia","general elemantary","97","0.174123743832013","0.144274128786693","0.203973358877334"
"Min 1x per week","1990","North Rhine-Westphalia","middle vocational","174","0.140636951594102","0.121137234124265","0.160136669063938"
"Min 1x per week","1990","North Rhine-Westphalia","vocational + Abi","12","","",""
"Min 1x per week","1990","North Rhine-Westphalia","higher vocational","24","","",""
"Min 1x per week","1990","North Rhine-Westphalia","higher education","29","","",""
"Min 1x per week","1990","Hesse","in school","4","","",""
"Min 1x per week","1990","Hesse","inadequately","16","","",""
"Min 1x per week","1990","Hesse","general elemantary","39","0.138264939227111","0.0964683964403469","0.180061482013875"
"Min 1x per week","1990","Hesse","middle vocational","40","0.0995939004361013","0.0720176906209405","0.127170110251262"
"Min 1x per week","1990","Hesse","vocational + Abi","5","","",""
"Min 1x per week","1990","Hesse","higher vocational","3","","",""
"Min 1x per week","1990","Hesse","higher education","4","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","in school","1","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","inadequately","9","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","general elemantary","38","0.186519155213747","0.13433044189561","0.238707868531884"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","middle vocational","49","0.154312420761255","0.114855283435511","0.193769558086999"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","vocational + Abi","1","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","higher vocational","8","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","higher education","11","","",""
"Min 1x per week","1990","Baden-Württemberg","in school","3","","",""
"Min 1x per week","1990","Baden-Württemberg","inadequately","43","0.147132166612493","0.0962241354222425","0.198040197802743"
"Min 1x per week","1990","Baden-Württemberg","general elemantary","109","0.243935732337278","0.206773099386339","0.281098365288218"
"Min 1x per week","1990","Baden-Württemberg","middle vocational","144","0.18842196940905","0.161239091333625","0.215604847484474"
"Min 1x per week","1990","Baden-Württemberg","vocational + Abi","3","","",""
"Min 1x per week","1990","Baden-Württemberg","higher vocational","20","","",""
"Min 1x per week","1990","Baden-Württemberg","higher education","11","","",""
"Min 1x per week","1990","Bavaria","in school","6","","",""
"Min 1x per week","1990","Bavaria","inadequately","5","","",""
"Min 1x per week","1990","Bavaria","general elemantary","98","0.259981534812563","0.217210482216571","0.302752587408555"
"Min 1x per week","1990","Bavaria","middle vocational","141","0.170274800144673","0.144373822322575","0.196175777966771"
"Min 1x per week","1990","Bavaria","vocational + Abi","9","","",""
"Min 1x per week","1990","Bavaria","higher vocational","15","","",""
"Min 1x per week","1990","Bavaria","higher education","30","0.23293508024703","0.161365379396742","0.304504781097317"
"Min 1x per week","1990","Berlin","in school","1","","",""
"Min 1x per week","1990","Berlin","inadequately","2","","",""
"Min 1x per week","1990","Berlin","general elemantary","4","","",""
"Min 1x per week","1990","Berlin","middle vocational","13","","",""
"Min 1x per week","1990","Berlin","vocational + Abi","3","","",""
"Min 1x per week","1990","Berlin","higher vocational","3","","",""
"Min 1x per week","1990","Berlin","higher education","5","","",""
"Min 1x per week","1990","Brandenburg","in school","","","",""
"Min 1x per week","1990","Brandenburg","inadequately","","","",""
"Min 1x per week","1990","Brandenburg","general elemantary","2","","",""
"Min 1x per week","1990","Brandenburg","middle vocational","8","","",""
"Min 1x per week","1990","Brandenburg","vocational + Abi","","","",""
"Min 1x per week","1990","Brandenburg","higher vocational","4","","",""
"Min 1x per week","1990","Brandenburg","higher education","5","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","in school","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","inadequately","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","middle vocational","3","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","higher education","5","","",""
"Min 1x per week","1990","Saxony","in school","","","",""
"Min 1x per week","1990","Saxony","inadequately","","","",""
"Min 1x per week","1990","Saxony","general elemantary","10","","",""
"Min 1x per week","1990","Saxony","middle vocational","24","","",""
"Min 1x per week","1990","Saxony","vocational + Abi","1","","",""
"Min 1x per week","1990","Saxony","higher vocational","","","",""
"Min 1x per week","1990","Saxony","higher education","9","","",""
"Min 1x per week","1990","Saxony-Anhalt","in school","2","","",""
"Min 1x per week","1990","Saxony-Anhalt","inadequately","","","",""
"Min 1x per week","1990","Saxony-Anhalt","general elemantary","7","","",""
"Min 1x per week","1990","Saxony-Anhalt","middle vocational","9","","",""
"Min 1x per week","1990","Saxony-Anhalt","vocational + Abi","1","","",""
"Min 1x per week","1990","Saxony-Anhalt","higher vocational","1","","",""
"Min 1x per week","1990","Saxony-Anhalt","higher education","11","","",""
"Min 1x per week","1990","Thuringia","in school","2","","",""
"Min 1x per week","1990","Thuringia","inadequately","","","",""
"Min 1x per week","1990","Thuringia","general elemantary","7","","",""
"Min 1x per week","1990","Thuringia","middle vocational","30","0.0721880822447339","0.0491556423069414","0.0952205221825263"
"Min 1x per week","1990","Thuringia","vocational + Abi","1","","",""
"Min 1x per week","1990","Thuringia","higher vocational","2","","",""
"Min 1x per week","1990","Thuringia","higher education","9","","",""
"Min 1x per month","1990","Schleswig-Holstein","in school","1","","",""
"Min 1x per month","1990","Schleswig-Holstein","inadequately","","","",""
"Min 1x per month","1990","Schleswig-Holstein","general elemantary","3","","",""
"Min 1x per month","1990","Schleswig-Holstein","middle vocational","7","","",""
"Min 1x per month","1990","Schleswig-Holstein","vocational + Abi","","","",""
"Min 1x per month","1990","Schleswig-Holstein","higher vocational","","","",""
"Min 1x per month","1990","Schleswig-Holstein","higher education","1","","",""
"Min 1x per month","1990","Hamburg","in school","","","",""
"Min 1x per month","1990","Hamburg","inadequately","1","","",""
"Min 1x per month","1990","Hamburg","general elemantary","2","","",""
"Min 1x per month","1990","Hamburg","middle vocational","1","","",""
"Min 1x per month","1990","Hamburg","vocational + Abi","","","",""
"Min 1x per month","1990","Hamburg","higher vocational","","","",""
"Min 1x per month","1990","Hamburg","higher education","1","","",""
"Min 1x per month","1990","Lower Saxony","in school","2","","",""
"Min 1x per month","1990","Lower Saxony","inadequately","4","","",""
"Min 1x per month","1990","Lower Saxony","general elemantary","30","0.132264224686498","0.0899296223885948","0.174598826984401"
"Min 1x per month","1990","Lower Saxony","middle vocational","28","","",""
"Min 1x per month","1990","Lower Saxony","vocational + Abi","2","","",""
"Min 1x per month","1990","Lower Saxony","higher vocational","5","","",""
"Min 1x per month","1990","Lower Saxony","higher education","2","","",""
"Min 1x per month","1990","Bremen","in school","","","",""
"Min 1x per month","1990","Bremen","inadequately","1","","",""
"Min 1x per month","1990","Bremen","general elemantary","4","","",""
"Min 1x per month","1990","Bremen","middle vocational","5","","",""
"Min 1x per month","1990","Bremen","vocational + Abi","","","",""
"Min 1x per month","1990","Bremen","higher vocational","","","",""
"Min 1x per month","1990","Bremen","higher education","","","",""
"Min 1x per month","1990","North Rhine-Westphalia","in school","6","","",""
"Min 1x per month","1990","North Rhine-Westphalia","inadequately","30","0.158777336556206","0.106811128344694","0.210743544767719"
"Min 1x per month","1990","North Rhine-Westphalia","general elemantary","59","0.0987384337842087","0.075257206682087","0.12221966088633"
"Min 1x per month","1990","North Rhine-Westphalia","middle vocational","142","0.122261285901579","0.103886708238021","0.140635863565137"
"Min 1x per month","1990","North Rhine-Westphalia","vocational + Abi","6","","",""
"Min 1x per month","1990","North Rhine-Westphalia","higher vocational","11","","",""
"Min 1x per month","1990","North Rhine-Westphalia","higher education","16","","",""
"Min 1x per month","1990","Hesse","in school","3","","",""
"Min 1x per month","1990","Hesse","inadequately","10","","",""
"Min 1x per month","1990","Hesse","general elemantary","39","0.118853164034212","0.0796675224109867","0.158038805657438"
"Min 1x per month","1990","Hesse","middle vocational","58","0.12875304254678","0.0979106274734962","0.159595457620064"
"Min 1x per month","1990","Hesse","vocational + Abi","2","","",""
"Min 1x per month","1990","Hesse","higher vocational","4","","",""
"Min 1x per month","1990","Hesse","higher education","13","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","in school","2","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","inadequately","2","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","general elemantary","29","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","middle vocational","38","0.129749735956457","0.0930472502337376","0.166452221679176"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","vocational + Abi","4","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","higher vocational","3","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","higher education","5","","",""
"Min 1x per month","1990","Baden-Württemberg","in school","3","","",""
"Min 1x per month","1990","Baden-Württemberg","inadequately","31","0.156608545301616","0.104379276617607","0.208837813985625"
"Min 1x per month","1990","Baden-Württemberg","general elemantary","80","0.139529717515204","0.109545639172374","0.169513795858034"
"Min 1x per month","1990","Baden-Württemberg","middle vocational","105","0.129166916386889","0.105853408093613","0.152480424680165"
"Min 1x per month","1990","Baden-Württemberg","vocational + Abi","8","","",""
"Min 1x per month","1990","Baden-Württemberg","higher vocational","17","","",""
"Min 1x per month","1990","Baden-Württemberg","higher education","16","","",""
"Min 1x per month","1990","Bavaria","in school","2","","",""
"Min 1x per month","1990","Bavaria","inadequately","10","","",""
"Min 1x per month","1990","Bavaria","general elemantary","72","0.198340760567023","0.15945789204967","0.237223629084375"
"Min 1x per month","1990","Bavaria","middle vocational","132","0.161188830694718","0.135850768082023","0.186526893307413"
"Min 1x per month","1990","Bavaria","vocational + Abi","5","","",""
"Min 1x per month","1990","Bavaria","higher vocational","12","","",""
"Min 1x per month","1990","Bavaria","higher education","23","","",""
"Min 1x per month","1990","Berlin","in school","","","",""
"Min 1x per month","1990","Berlin","inadequately","3","","",""
"Min 1x per month","1990","Berlin","general elemantary","1","","",""
"Min 1x per month","1990","Berlin","middle vocational","11","","",""
"Min 1x per month","1990","Berlin","vocational + Abi","","","",""
"Min 1x per month","1990","Berlin","higher vocational","","","",""
"Min 1x per month","1990","Berlin","higher education","7","","",""
"Min 1x per month","1990","Brandenburg","in school","","","",""
"Min 1x per month","1990","Brandenburg","inadequately","1","","",""
"Min 1x per month","1990","Brandenburg","general elemantary","3","","",""
"Min 1x per month","1990","Brandenburg","middle vocational","12","","",""
"Min 1x per month","1990","Brandenburg","vocational + Abi","","","",""
"Min 1x per month","1990","Brandenburg","higher vocational","1","","",""
"Min 1x per month","1990","Brandenburg","higher education","4","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","in school","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","inadequately","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","general elemantary","4","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","middle vocational","11","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","higher education","6","","",""
"Min 1x per month","1990","Saxony","in school","1","","",""
"Min 1x per month","1990","Saxony","inadequately","","","",""
"Min 1x per month","1990","Saxony","general elemantary","15","","",""
"Min 1x per month","1990","Saxony","middle vocational","41","0.057143037299737","0.0405861313527113","0.0736999432467627"
"Min 1x per month","1990","Saxony","vocational + Abi","1","","",""
"Min 1x per month","1990","Saxony","higher vocational","7","","",""
"Min 1x per month","1990","Saxony","higher education","10","","",""
"Min 1x per month","1990","Saxony-Anhalt","in school","","","",""
"Min 1x per month","1990","Saxony-Anhalt","inadequately","","","",""
"Min 1x per month","1990","Saxony-Anhalt","general elemantary","8","","",""
"Min 1x per month","1990","Saxony-Anhalt","middle vocational","23","","",""
"Min 1x per month","1990","Saxony-Anhalt","vocational + Abi","1","","",""
"Min 1x per month","1990","Saxony-Anhalt","higher vocational","3","","",""
"Min 1x per month","1990","Saxony-Anhalt","higher education","6","","",""
"Min 1x per month","1990","Thuringia","in school","1","","",""
"Min 1x per month","1990","Thuringia","inadequately","","","",""
"Min 1x per month","1990","Thuringia","general elemantary","5","","",""
"Min 1x per month","1990","Thuringia","middle vocational","20","","",""
"Min 1x per month","1990","Thuringia","vocational + Abi","","","",""
"Min 1x per month","1990","Thuringia","higher vocational","2","","",""
"Min 1x per month","1990","Thuringia","higher education","7","","",""
"Rarely","1990","Schleswig-Holstein","in school","5","","",""
"Rarely","1990","Schleswig-Holstein","inadequately","1","","",""
"Rarely","1990","Schleswig-Holstein","general elemantary","22","","",""
"Rarely","1990","Schleswig-Holstein","middle vocational","61","0.385004865174264","0.309131648525431","0.460878081823097"
"Rarely","1990","Schleswig-Holstein","vocational + Abi","1","","",""
"Rarely","1990","Schleswig-Holstein","higher vocational","8","","",""
"Rarely","1990","Schleswig-Holstein","higher education","7","","",""
"Rarely","1990","Hamburg","in school","1","","",""
"Rarely","1990","Hamburg","inadequately","","","",""
"Rarely","1990","Hamburg","general elemantary","10","","",""
"Rarely","1990","Hamburg","middle vocational","21","","",""
"Rarely","1990","Hamburg","vocational + Abi","1","","",""
"Rarely","1990","Hamburg","higher vocational","5","","",""
"Rarely","1990","Hamburg","higher education","2","","",""
"Rarely","1990","Lower Saxony","in school","4","","",""
"Rarely","1990","Lower Saxony","inadequately","9","","",""
"Rarely","1990","Lower Saxony","general elemantary","81","0.3095755591828","0.25180295440057","0.367348163965029"
"Rarely","1990","Lower Saxony","middle vocational","170","0.345354438992058","0.303635480943186","0.387073397040929"
"Rarely","1990","Lower Saxony","vocational + Abi","10","","",""
"Rarely","1990","Lower Saxony","higher vocational","33","0.423883283993864","0.3046618045879","0.543104763399829"
"Rarely","1990","Lower Saxony","higher education","27","","",""
"Rarely","1990","Bremen","in school","","","",""
"Rarely","1990","Bremen","inadequately","","","",""
"Rarely","1990","Bremen","general elemantary","4","","",""
"Rarely","1990","Bremen","middle vocational","11","","",""
"Rarely","1990","Bremen","vocational + Abi","1","","",""
"Rarely","1990","Bremen","higher vocational","","","",""
"Rarely","1990","Bremen","higher education","1","","",""
"Rarely","1990","North Rhine-Westphalia","in school","16","","",""
"Rarely","1990","North Rhine-Westphalia","inadequately","40","0.199264223291437","0.14246654644336","0.256061900139513"
"Rarely","1990","North Rhine-Westphalia","general elemantary","158","0.252412304092843","0.218219195986129","0.286605412199557"
"Rarely","1990","North Rhine-Westphalia","middle vocational","370","0.292902269901555","0.267375765343937","0.318428774459172"
"Rarely","1990","North Rhine-Westphalia","vocational + Abi","24","","",""
"Rarely","1990","North Rhine-Westphalia","higher vocational","53","0.386212033810539","0.304384262564679","0.468039805056398"
"Rarely","1990","North Rhine-Westphalia","higher education","66","0.343300778608605","0.276997405557126","0.409604151660084"
"Rarely","1990","Hesse","in school","5","","",""
"Rarely","1990","Hesse","inadequately","13","","",""
"Rarely","1990","Hesse","general elemantary","93","0.413447739092236","0.353818246662537","0.473077231521934"
"Rarely","1990","Hesse","middle vocational","179","0.398907731614275","0.353815078577944","0.444000384650606"
"Rarely","1990","Hesse","vocational + Abi","12","","",""
"Rarely","1990","Hesse","higher vocational","15","","",""
"Rarely","1990","Hesse","higher education","30","0.407144647808416","0.30144883512517","0.512840460491662"
"Rarely","1990","Rhineland-Palatinate,Saarland","in school","2","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","inadequately","12","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","general elemantary","78","0.35164259422869","0.287669231473448","0.415615956983933"
"Rarely","1990","Rhineland-Palatinate,Saarland","middle vocational","117","0.368471001549519","0.315782182906762","0.421159820192276"
"Rarely","1990","Rhineland-Palatinate,Saarland","vocational + Abi","2","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","higher vocational","7","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","higher education","13","","",""
"Rarely","1990","Baden-Württemberg","in school","10","","",""
"Rarely","1990","Baden-Württemberg","inadequately","48","0.320390138613477","0.253330528347755","0.387449748879199"
"Rarely","1990","Baden-Württemberg","general elemantary","151","0.296609422620668","0.257083669535252","0.336135175706085"
"Rarely","1990","Baden-Württemberg","middle vocational","281","0.348413941399736","0.315293342542929","0.381534540256543"
"Rarely","1990","Baden-Württemberg","vocational + Abi","20","","",""
"Rarely","1990","Baden-Württemberg","higher vocational","30","0.252267843372076","0.165837507603481","0.338698179140672"
"Rarely","1990","Baden-Württemberg","higher education","35","0.356594417507056","0.26224044794151","0.450948387072601"
"Rarely","1990","Bavaria","in school","8","","",""
"Rarely","1990","Bavaria","inadequately","14","","",""
"Rarely","1990","Bavaria","general elemantary","100","0.229806363763543","0.18878232660329","0.270830400923797"
"Rarely","1990","Bavaria","middle vocational","268","0.328098800419474","0.295744734968851","0.360452865870096"
"Rarely","1990","Bavaria","vocational + Abi","18","","",""
"Rarely","1990","Bavaria","higher vocational","30","0.328252107974658","0.231238254763911","0.425265961185404"
"Rarely","1990","Bavaria","higher education","37","0.27789644546815","0.20204970368452","0.35374318725178"
"Rarely","1990","Berlin","in school","1","","",""
"Rarely","1990","Berlin","inadequately","","","",""
"Rarely","1990","Berlin","general elemantary","21","","",""
"Rarely","1990","Berlin","middle vocational","46","0.187030798745863","0.140775618431744","0.233285979059982"
"Rarely","1990","Berlin","vocational + Abi","2","","",""
"Rarely","1990","Berlin","higher vocational","4","","",""
"Rarely","1990","Berlin","higher education","19","","",""
"Rarely","1990","Brandenburg","in school","1","","",""
"Rarely","1990","Brandenburg","inadequately","","","",""
"Rarely","1990","Brandenburg","general elemantary","12","","",""
"Rarely","1990","Brandenburg","middle vocational","34","0.0881876374397566","0.0600445085566718","0.116330766322841"
"Rarely","1990","Brandenburg","vocational + Abi","6","","",""
"Rarely","1990","Brandenburg","higher vocational","9","","",""
"Rarely","1990","Brandenburg","higher education","32","0.210616376902586","0.149502454183572","0.2717302996216"
"Rarely","1990","Mecklenburg-Western Pomerania","in school","1","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","inadequately","2","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","general elemantary","7","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","middle vocational","41","0.154960462931599","0.112191303872482","0.197729621990716"
"Rarely","1990","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","higher vocational","7","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","higher education","20","","",""
"Rarely","1990","Saxony","in school","","","",""
"Rarely","1990","Saxony","inadequately","1","","",""
"Rarely","1990","Saxony","general elemantary","32","0.172770786672562","0.113446315068984","0.23209525827614"
"Rarely","1990","Saxony","middle vocational","141","0.17582396441716","0.148670600479828","0.202977328354492"
"Rarely","1990","Saxony","vocational + Abi","7","","",""
"Rarely","1990","Saxony","higher vocational","21","","",""
"Rarely","1990","Saxony","higher education","52","0.174248092040387","0.129897059034662","0.218599125046112"
"Rarely","1990","Saxony-Anhalt","in school","1","","",""
"Rarely","1990","Saxony-Anhalt","inadequately","","","",""
"Rarely","1990","Saxony-Anhalt","general elemantary","12","","",""
"Rarely","1990","Saxony-Anhalt","middle vocational","61","0.122955291496598","0.0925468920027962","0.153363690990399"
"Rarely","1990","Saxony-Anhalt","vocational + Abi","1","","",""
"Rarely","1990","Saxony-Anhalt","higher vocational","7","","",""
"Rarely","1990","Saxony-Anhalt","higher education","25","","",""
"Rarely","1990","Thuringia","in school","","","",""
"Rarely","1990","Thuringia","inadequately","","","",""
"Rarely","1990","Thuringia","general elemantary","10","","",""
"Rarely","1990","Thuringia","middle vocational","100","0.175847427674876","0.1419669877505","0.209727867599252"
"Rarely","1990","Thuringia","vocational + Abi","4","","",""
"Rarely","1990","Thuringia","higher vocational","12","","",""
"Rarely","1990","Thuringia","higher education","28","","",""
"Never","1990","Schleswig-Holstein","in school","","","",""
