"pli0098_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","indirect migration background","(0) in school","","","",""
"Min 1x per week","1990","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1990","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1990","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1990","no migration background","(0) in school","","","",""
"Min 1x per month","1990","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1990","no migration background","(1b) general elementary school","190","0.134034363471332","0.117149866595632","0.150918860347033"
"Min 1x per month","1990","no migration background","(1c) basic vocational qualification","365","0.105878338579946","0.0961492697053162","0.115607407454577"
"Min 1x per month","1990","no migration background","(2b) intermediate general qualification","33","0.0745888014035481","0.0503683037009216","0.0988092991061746"
"Min 1x per month","1990","no migration background","(2a) intermediate vocational","184","0.0943872462024022","0.0829335518646609","0.105840940540143"
"Min 1x per month","1990","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1990","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1990","no migration background","(3a) lower tertiary education","39","0.0525928427368137","0.0374524720994022","0.0677332133742251"
"Min 1x per month","1990","no migration background","(3b) higher tertiary education","66","0.111273020171795","0.0881255201250317","0.134420520218559"
"Min 1x per month","1990","direct migration background","(0) in school","","","",""
"Min 1x per month","1990","direct migration background","(1a) inadequately completed","88","0.116979906304395","0.0914958583489343","0.142463954259855"
"Min 1x per month","1990","direct migration background","(1b) general elementary school","115","0.136466046662882","0.112898124181489","0.160033969144276"
"Min 1x per month","1990","direct migration background","(1c) basic vocational qualification","70","0.110762942326237","0.0862173064363429","0.135308578216131"
"Min 1x per month","1990","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1990","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1990","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1990","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1990","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1990","indirect migration background","(0) in school","","","",""
"Min 1x per month","1990","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1990","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1990","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1990","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1990","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1990","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1990","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1990","no migration background","(0) in school","38","0.405209871641072","0.309466374039244","0.5009533692429"
"Rarely","1990","no migration background","(1a) inadequately completed","","","",""
"Rarely","1990","no migration background","(1b) general elementary school","432","0.276073903949106","0.253917998090482","0.298229809807729"
"Rarely","1990","no migration background","(1c) basic vocational qualification","1116","0.306744735529989","0.292163156438422","0.321326314621557"
"Rarely","1990","no migration background","(2b) intermediate general qualification","115","0.272086594955933","0.231059354656185","0.313113835255681"
"Rarely","1990","no migration background","(2a) intermediate vocational","601","0.267351876081733","0.250013556440193","0.284690195723274"
"Rarely","1990","no migration background","(2c_gen) general maturity certificate","72","0.271542879183166","0.218977118940921","0.324108639425412"
"Rarely","1990","no migration background","(2c_voc) vocational maturity certificate","107","0.281115666346044","0.235555602484607","0.326675730207482"
"Rarely","1990","no migration background","(3a) lower tertiary education","180","0.254865017532949","0.225306854228563","0.284423180837335"
"Rarely","1990","no migration background","(3b) higher tertiary education","178","0.2792370691147","0.246214737812076","0.312259400417324"
"Rarely","1990","direct migration background","(0) in school","","","",""
"Rarely","1990","direct migration background","(1a) inadequately completed","129","0.195262454586696","0.1638310354401","0.226693873733292"
"Rarely","1990","direct migration background","(1b) general elementary school","196","0.24186488450428","0.212466125189317","0.271263643819243"
"Rarely","1990","direct migration background","(1c) basic vocational qualification","199","0.324174162607868","0.287566258633579","0.360782066582156"
"Rarely","1990","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","1990","direct migration background","(2a) intermediate vocational","31","0.277057860141917","0.193039954784094","0.361075765499739"
"Rarely","1990","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1990","direct migration background","(2c_voc) vocational maturity certificate","33","0.264950034573243","0.184293493807742","0.345606575338743"
"Rarely","1990","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","1990","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","1990","indirect migration background","(0) in school","","","",""
"Rarely","1990","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","1990","indirect migration background","(1b) general elementary school","31","0.309515895110205","0.211810805667894","0.407220984552516"
"Rarely","1990","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","1990","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","1990","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","1990","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1990","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1990","no migration background","(0) in school","34","0.294104462647512","0.205244028759361","0.382964896535664"
"Never","1990","no migration background","(1a) inadequately completed","59","0.554875391418506","0.455460599214838","0.654290183622173"
"Never","1990","no migration background","(1b) general elementary school","684","0.410556856883794","0.38617665308841","0.434937060679178"
"Never","1990","no migration background","(1c) basic vocational qualification","1961","0.464684437913991","0.448913649345715","0.480455226482267"
"Never","1990","no migration background","(2b) intermediate general qualification","255","0.526740518075244","0.480712009939644","0.572769026210844"
"Never","1990","no migration background","(2a) intermediate vocational","1518","0.543859324983285","0.524346939989821","0.563371709976748"
"Never","1990","no migration background","(2c_gen) general maturity certificate","151","0.542847705040518","0.48396995583359","0.601725454247447"
"Never","1990","no migration background","(2c_voc) vocational maturity certificate","203","0.535362646577989","0.484815879529522","0.585909413626457"
"Never","1990","no migration background","(3a) lower tertiary education","562","0.604685826077875","0.571523808836048","0.637847843319702"
"Never","1990","no migration background","(3b) higher tertiary education","384","0.468478979458436","0.431748191061283","0.505209767855589"
"Never","1990","direct migration background","(0) in school","","","",""
"Never","1990","direct migration background","(1a) inadequately completed","263","0.489911004266605","0.450273248219945","0.529548760313265"
"Never","1990","direct migration background","(1b) general elementary school","356","0.41115233269451","0.377371360399183","0.444933304989838"
"Never","1990","direct migration background","(1c) basic vocational qualification","265","0.441349066828119","0.402513500765622","0.480184632890615"
"Never","1990","direct migration background","(2b) intermediate general qualification","","","",""
"Never","1990","direct migration background","(2a) intermediate vocational","49","0.459541060932777","0.365983615384445","0.553098506481108"
"Never","1990","direct migration background","(2c_gen) general maturity certificate","47","0.641311894536476","0.542770085704105","0.739853703368846"
"Never","1990","direct migration background","(2c_voc) vocational maturity certificate","54","0.553420665907937","0.462559947143179","0.644281384672694"
"Never","1990","direct migration background","(3a) lower tertiary education","","","",""
"Never","1990","direct migration background","(3b) higher tertiary education","44","0.537866624493083","0.428615966062804","0.647117282923363"
"Never","1990","indirect migration background","(0) in school","","","",""
"Never","1990","indirect migration background","(1a) inadequately completed","","","",""
"Never","1990","indirect migration background","(1b) general elementary school","40","0.514759653810077","0.409131529613441","0.620387778006712"
"Never","1990","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","1990","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","1990","indirect migration background","(2a) intermediate vocational","","","",""
"Never","1990","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1990","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Daily","1991","no migration background","(0) in school","","","",""
"Daily","1991","no migration background","(1a) inadequately completed","","","",""
"Daily","1991","no migration background","(1b) general elementary school","","","",""
"Daily","1991","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1991","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1991","no migration background","(2a) intermediate vocational","","","",""
"Daily","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","no migration background","(3a) lower tertiary education","","","",""
"Daily","1991","no migration background","(3b) higher tertiary education","","","",""
"Daily","1991","direct migration background","(0) in school","","","",""
"Daily","1991","direct migration background","(1a) inadequately completed","","","",""
"Daily","1991","direct migration background","(1b) general elementary school","","","",""
"Daily","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1991","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1991","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1991","indirect migration background","(0) in school","","","",""
"Daily","1991","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1991","indirect migration background","(1b) general elementary school","","","",""
"Daily","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","no migration background","(0) in school","","","",""
"Min 1x per week","1991","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","direct migration background","(0) in school","","","",""
"Min 1x per week","1991","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","indirect migration background","(0) in school","","","",""
"Min 1x per week","1991","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","no migration background","(0) in school","","","",""
"Min 1x per month","1991","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","direct migration background","(0) in school","","","",""
"Min 1x per month","1991","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","indirect migration background","(0) in school","","","",""
"Min 1x per month","1991","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","no migration background","(0) in school","","","",""
"Rarely","1991","no migration background","(1a) inadequately completed","","","",""
"Rarely","1991","no migration background","(1b) general elementary school","","","",""
"Rarely","1991","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","no migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","no migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","no migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","direct migration background","(0) in school","","","",""
"Rarely","1991","direct migration background","(1a) inadequately completed","","","",""
"Rarely","1991","direct migration background","(1b) general elementary school","","","",""
"Rarely","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","indirect migration background","(0) in school","","","",""
"Rarely","1991","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","1991","indirect migration background","(1b) general elementary school","","","",""
"Rarely","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1991","no migration background","(0) in school","","","",""
"Never","1991","no migration background","(1a) inadequately completed","","","",""
"Never","1991","no migration background","(1b) general elementary school","","","",""
"Never","1991","no migration background","(1c) basic vocational qualification","","","",""
"Never","1991","no migration background","(2b) intermediate general qualification","","","",""
"Never","1991","no migration background","(2a) intermediate vocational","","","",""
"Never","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","no migration background","(3a) lower tertiary education","","","",""
"Never","1991","no migration background","(3b) higher tertiary education","","","",""
"Never","1991","direct migration background","(0) in school","","","",""
"Never","1991","direct migration background","(1a) inadequately completed","","","",""
"Never","1991","direct migration background","(1b) general elementary school","","","",""
"Never","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Never","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Never","1991","direct migration background","(2a) intermediate vocational","","","",""
"Never","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","direct migration background","(3a) lower tertiary education","","","",""
"Never","1991","direct migration background","(3b) higher tertiary education","","","",""
"Never","1991","indirect migration background","(0) in school","","","",""
"Never","1991","indirect migration background","(1a) inadequately completed","","","",""
"Never","1991","indirect migration background","(1b) general elementary school","","","",""
"Never","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Never","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Daily","1992","no migration background","(0) in school","","","",""
"Daily","1992","no migration background","(1a) inadequately completed","","","",""
"Daily","1992","no migration background","(1b) general elementary school","","","",""
"Daily","1992","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1992","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1992","no migration background","(2a) intermediate vocational","","","",""
"Daily","1992","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1992","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","no migration background","(3a) lower tertiary education","","","",""
"Daily","1992","no migration background","(3b) higher tertiary education","","","",""
"Daily","1992","direct migration background","(0) in school","","","",""
"Daily","1992","direct migration background","(1a) inadequately completed","","","",""
"Daily","1992","direct migration background","(1b) general elementary school","","","",""
"Daily","1992","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1992","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1992","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1992","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1992","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1992","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1992","indirect migration background","(0) in school","","","",""
"Daily","1992","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1992","indirect migration background","(1b) general elementary school","","","",""
"Daily","1992","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1992","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1992","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1992","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1992","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1992","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","no migration background","(0) in school","","","",""
"Min 1x per week","1992","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1992","no migration background","(1b) general elementary school","195","0.154722971599961","0.135656470549152","0.173789472650771"
"Min 1x per week","1992","no migration background","(1c) basic vocational qualification","335","0.110809941054035","0.100514621593317","0.121105260514753"
"Min 1x per week","1992","no migration background","(2b) intermediate general qualification","47","0.130994884995024","0.0991050554007706","0.162884714589278"
"Min 1x per week","1992","no migration background","(2a) intermediate vocational","161","0.0823931205292155","0.0714380743090423","0.0933481667493888"
"Min 1x per week","1992","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","no migration background","(2c_voc) vocational maturity certificate","39","0.104894241899117","0.0745222893959916","0.135266194402242"
"Min 1x per week","1992","no migration background","(3a) lower tertiary education","55","0.0827823089658715","0.0638643505809724","0.101700267350771"
"Min 1x per week","1992","no migration background","(3b) higher tertiary education","79","0.142448286550225","0.116501087927434","0.168395485173016"
"Min 1x per week","1992","direct migration background","(0) in school","","","",""
"Min 1x per week","1992","direct migration background","(1a) inadequately completed","121","0.191639331345199","0.159468737380301","0.223809925310098"
"Min 1x per week","1992","direct migration background","(1b) general elementary school","125","0.17689242828315","0.149817411014896","0.203967445551403"
"Min 1x per week","1992","direct migration background","(1c) basic vocational qualification","77","0.107391652536752","0.0828822012531626","0.131901103820342"
"Min 1x per week","1992","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","indirect migration background","(0) in school","","","",""
"Min 1x per week","1992","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1992","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1992","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","no migration background","(0) in school","","","",""
"Min 1x per month","1992","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1992","no migration background","(1b) general elementary school","147","0.117453897752979","0.100479417439299","0.13442837806666"
"Min 1x per month","1992","no migration background","(1c) basic vocational qualification","270","0.0796944762420401","0.0708120156237126","0.0885769368603677"
"Min 1x per month","1992","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","no migration background","(2a) intermediate vocational","145","0.0695824789398233","0.0594450156035487","0.0797199422760978"
"Min 1x per month","1992","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","no migration background","(3a) lower tertiary education","36","0.0555870208920368","0.0398567225425646","0.0713173192415089"
"Min 1x per month","1992","no migration background","(3b) higher tertiary education","45","0.0725437616667662","0.0532872130180296","0.0918003103155027"
"Min 1x per month","1992","direct migration background","(0) in school","","","",""
"Min 1x per month","1992","direct migration background","(1a) inadequately completed","76","0.109725099466346","0.0841787278746358","0.135271471058055"
"Min 1x per month","1992","direct migration background","(1b) general elementary school","122","0.132841272647864","0.108758768958211","0.156923776337516"
"Min 1x per month","1992","direct migration background","(1c) basic vocational qualification","87","0.123253664171109","0.0972308204800982","0.14927650786212"
"Min 1x per month","1992","direct migration background","(2b) intermediate general qualification","","","",""
