"pli0098_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Never","1990","indirect migration background","East Germany","","","",""
"Daily","1991","no migration background","West Germany","","","",""
"Daily","1991","no migration background","East Germany","","","",""
"Daily","1991","direct migration background","West Germany","","","",""
"Daily","1991","direct migration background","East Germany","","","",""
"Daily","1991","indirect migration background","West Germany","","","",""
"Daily","1991","indirect migration background","East Germany","","","",""
"Min 1x per week","1991","no migration background","West Germany","","","",""
"Min 1x per week","1991","no migration background","East Germany","","","",""
"Min 1x per week","1991","direct migration background","West Germany","","","",""
"Min 1x per week","1991","direct migration background","East Germany","","","",""
"Min 1x per week","1991","indirect migration background","West Germany","","","",""
"Min 1x per week","1991","indirect migration background","East Germany","","","",""
"Min 1x per month","1991","no migration background","West Germany","","","",""
"Min 1x per month","1991","no migration background","East Germany","","","",""
"Min 1x per month","1991","direct migration background","West Germany","","","",""
"Min 1x per month","1991","direct migration background","East Germany","","","",""
"Min 1x per month","1991","indirect migration background","West Germany","","","",""
"Min 1x per month","1991","indirect migration background","East Germany","","","",""
"Rarely","1991","no migration background","West Germany","","","",""
"Rarely","1991","no migration background","East Germany","","","",""
"Rarely","1991","direct migration background","West Germany","","","",""
"Rarely","1991","direct migration background","East Germany","","","",""
"Rarely","1991","indirect migration background","West Germany","","","",""
"Rarely","1991","indirect migration background","East Germany","","","",""
"Never","1991","no migration background","West Germany","","","",""
"Never","1991","no migration background","East Germany","","","",""
"Never","1991","direct migration background","West Germany","","","",""
"Never","1991","direct migration background","East Germany","","","",""
"Never","1991","indirect migration background","West Germany","","","",""
"Never","1991","indirect migration background","East Germany","","","",""
"Daily","1992","no migration background","West Germany","","","",""
"Daily","1992","no migration background","East Germany","","","",""
"Daily","1992","direct migration background","West Germany","","","",""
"Daily","1992","direct migration background","East Germany","","","",""
"Daily","1992","indirect migration background","West Germany","","","",""
"Daily","1992","indirect migration background","East Germany","","","",""
"Min 1x per week","1992","no migration background","West Germany","823","0.132270933425453","0.12404632567205","0.140495541178856"
"Min 1x per week","1992","no migration background","East Germany","134","0.0364354780583842","0.0304788320333345","0.0423921240834339"
"Min 1x per week","1992","direct migration background","West Germany","404","0.154262903911934","0.139803096278653","0.168722711545215"
"Min 1x per week","1992","direct migration background","East Germany","","","",""
"Min 1x per week","1992","indirect migration background","West Germany","31","0.0718156120214161","0.0464187885502816","0.0972124354925505"
"Min 1x per week","1992","indirect migration background","East Germany","","","",""
"Min 1x per month","1992","no migration background","West Germany","601","0.0923195563705572","0.0852920013154461","0.0993471114256684"
"Min 1x per month","1992","no migration background","East Germany","135","0.0381536179949374","0.0320635817460283","0.0442436542438465"
"Min 1x per month","1992","direct migration background","West Germany","349","0.132987096195422","0.119393586346985","0.146580606043859"
"Min 1x per month","1992","direct migration background","East Germany","","","",""
"Min 1x per month","1992","indirect migration background","West Germany","48","0.113835147044026","0.0825924667575758","0.145077827330476"
"Min 1x per month","1992","indirect migration background","East Germany","","","",""
"Rarely","1992","no migration background","West Germany","2095","0.317917048954723","0.306612156912577","0.329221940996869"
"Rarely","1992","no migration background","East Germany","584","0.149151689184521","0.137826660391921","0.16047671797712"
"Rarely","1992","direct migration background","West Germany","552","0.232231451194773","0.215327440812166","0.24913546157738"
"Rarely","1992","direct migration background","East Germany","31","0.205871398184862","0.13983091059849","0.271911885771233"
"Rarely","1992","indirect migration background","West Germany","127","0.304413255856736","0.259148491251256","0.349678020462216"
"Rarely","1992","indirect migration background","East Germany","","","",""
"Never","1992","no migration background","West Germany","2999","0.457492461249267","0.445398021015741","0.469586901482793"
"Never","1992","no migration background","East Germany","2948","0.776259214762158","0.763010458223708","0.789507971300607"
"Never","1992","direct migration background","West Germany","1092","0.480518548697871","0.4605174351698","0.500519662225942"
"Never","1992","direct migration background","East Germany","99","0.672661040202947","0.596019569279491","0.749302511126403"
"Never","1992","indirect migration background","West Germany","191","0.509935985077822","0.460761810962668","0.559110159192975"
"Never","1992","indirect migration background","East Germany","","","",""
"Daily","1993","no migration background","West Germany","","","",""
"Daily","1993","no migration background","East Germany","","","",""
"Daily","1993","direct migration background","West Germany","","","",""
"Daily","1993","direct migration background","East Germany","","","",""
"Daily","1993","indirect migration background","West Germany","","","",""
"Daily","1993","indirect migration background","East Germany","","","",""
"Min 1x per week","1993","no migration background","West Germany","","","",""
"Min 1x per week","1993","no migration background","East Germany","","","",""
"Min 1x per week","1993","direct migration background","West Germany","","","",""
"Min 1x per week","1993","direct migration background","East Germany","","","",""
"Min 1x per week","1993","indirect migration background","West Germany","","","",""
"Min 1x per week","1993","indirect migration background","East Germany","","","",""
"Min 1x per month","1993","no migration background","West Germany","","","",""
"Min 1x per month","1993","no migration background","East Germany","","","",""
"Min 1x per month","1993","direct migration background","West Germany","","","",""
"Min 1x per month","1993","direct migration background","East Germany","","","",""
"Min 1x per month","1993","indirect migration background","West Germany","","","",""
"Min 1x per month","1993","indirect migration background","East Germany","","","",""
"Rarely","1993","no migration background","West Germany","","","",""
"Rarely","1993","no migration background","East Germany","","","",""
"Rarely","1993","direct migration background","West Germany","","","",""
"Rarely","1993","direct migration background","East Germany","","","",""
"Rarely","1993","indirect migration background","West Germany","","","",""
"Rarely","1993","indirect migration background","East Germany","","","",""
"Never","1993","no migration background","West Germany","","","",""
"Never","1993","no migration background","East Germany","","","",""
"Never","1993","direct migration background","West Germany","","","",""
"Never","1993","direct migration background","East Germany","","","",""
"Never","1993","indirect migration background","West Germany","","","",""
"Never","1993","indirect migration background","East Germany","","","",""
"Daily","1994","no migration background","West Germany","","","",""
"Daily","1994","no migration background","East Germany","","","",""
"Daily","1994","direct migration background","West Germany","","","",""
"Daily","1994","direct migration background","East Germany","","","",""
"Daily","1994","indirect migration background","West Germany","","","",""
"Daily","1994","indirect migration background","East Germany","","","",""
"Min 1x per week","1994","no migration background","West Germany","769","0.129292670630947","0.121073777955649","0.137511563306244"
"Min 1x per week","1994","no migration background","East Germany","134","0.0337611581549786","0.0278620352521526","0.0396602810578046"
"Min 1x per week","1994","direct migration background","West Germany","401","0.16369653888946","0.148305309908624","0.179087767870295"
"Min 1x per week","1994","direct migration background","East Germany","","","",""
"Min 1x per week","1994","indirect migration background","West Germany","36","0.0693137727700104","0.0464969049071011","0.0921306406329197"
"Min 1x per week","1994","indirect migration background","East Germany","","","",""
"Min 1x per month","1994","no migration background","West Germany","637","0.0951811715794105","0.0879925339177229","0.102369809241098"
"Min 1x per month","1994","no migration background","East Germany","120","0.0333577487687807","0.0274927519073706","0.0392227456301908"
"Min 1x per month","1994","direct migration background","West Germany","348","0.138297197529411","0.123937111348843","0.15265728370998"
"Min 1x per month","1994","direct migration background","East Germany","","","",""
"Min 1x per month","1994","indirect migration background","West Germany","60","0.133956381946818","0.103358159186154","0.164554604707483"
"Min 1x per month","1994","indirect migration background","East Germany","","","",""
"Rarely","1994","no migration background","West Germany","2076","0.319539275133649","0.308116965975301","0.330961584291998"
"Rarely","1994","no migration background","East Germany","570","0.151157489022397","0.139458053036304","0.16285692500849"
"Rarely","1994","direct migration background","West Germany","614","0.272219485527146","0.253704157098709","0.290734813955584"
"Rarely","1994","direct migration background","East Germany","","","",""
"Rarely","1994","indirect migration background","West Germany","157","0.308108772547452","0.266630987303093","0.34958655779181"
"Rarely","1994","indirect migration background","East Germany","","","",""
"Never","1994","no migration background","West Germany","2920","0.455986882655993","0.443786565610505","0.468187199701482"
"Never","1994","no migration background","East Germany","2777","0.781723604053844","0.768231908570053","0.795215299537634"
"Never","1994","direct migration background","West Germany","857","0.425786778053983","0.405218199313751","0.446355356794215"
"Never","1994","direct migration background","East Germany","104","0.728398585116194","0.655498063956004","0.801299106276383"
"Never","1994","indirect migration background","West Germany","223","0.488621072735719","0.443715305079633","0.533526840391805"
"Never","1994","indirect migration background","East Germany","","","",""
"Daily","1995","no migration background","West Germany","34","0.00581201559033316","0.00395778402287512","0.00766624715779121"
"Daily","1995","no migration background","East Germany","","","",""
"Daily","1995","direct migration background","West Germany","50","0.0159063462893526","0.0111401211562033","0.0206725714225019"
"Daily","1995","direct migration background","East Germany","","","",""
"Daily","1995","indirect migration background","West Germany","","","",""
"Daily","1995","indirect migration background","East Germany","","","",""
"Min 1x per week","1995","no migration background","West Germany","761","0.125474829663634","0.117394468094693","0.133555191232574"
"Min 1x per week","1995","no migration background","East Germany","129","0.0321499957404353","0.0263185006496201","0.0379814908312504"
"Min 1x per week","1995","direct migration background","West Germany","501","0.17061119922871","0.156280942477873","0.184941455979547"
"Min 1x per week","1995","direct migration background","East Germany","","","",""
"Min 1x per week","1995","indirect migration background","West Germany","42","0.0629351006732646","0.0415634260501759","0.0843067752963533"
"Min 1x per week","1995","indirect migration background","East Germany","","","",""
"Min 1x per month","1995","no migration background","West Germany","669","0.103109317010124","0.0956913475415805","0.110527286478668"
"Min 1x per month","1995","no migration background","East Germany","124","0.0390246750686577","0.0326227410708265","0.0454266090664889"
"Min 1x per month","1995","direct migration background","West Germany","416","0.1343244789379","0.121333966855948","0.147314991019851"
"Min 1x per month","1995","direct migration background","East Germany","","","",""
"Min 1x per month","1995","indirect migration background","West Germany","52","0.0927475367112161","0.0672191998035762","0.118275873618856"
"Min 1x per month","1995","indirect migration background","East Germany","","","",""
"Rarely","1995","no migration background","West Germany","2032","0.311371235108452","0.300075925105843","0.322666545111061"
"Rarely","1995","no migration background","East Germany","575","0.155591870246938","0.143609159390753","0.167574581103123"
"Rarely","1995","direct migration background","West Germany","658","0.239157368058087","0.222907103991441","0.255407632124733"
"Rarely","1995","direct migration background","East Germany","","","",""
"Rarely","1995","indirect migration background","West Germany","152","0.276051126740792","0.236709169404075","0.31539308407751"
"Rarely","1995","indirect migration background","East Germany","","","",""
"Never","1995","no migration background","West Germany","2960","0.454232602627457","0.44208727385126","0.466377931403654"
"Never","1995","no migration background","East Germany","2685","0.772718342159754","0.758864244929107","0.7865724393904"
"Never","1995","direct migration background","West Germany","1022","0.440000607485951","0.421090607158774","0.458910607813127"
"Never","1995","direct migration background","East Germany","103","0.730950072090903","0.658265812811438","0.803634331370368"
"Never","1995","indirect migration background","West Germany","248","0.566285428258765","0.522671324463085","0.609899532054444"
"Never","1995","indirect migration background","East Germany","","","",""
"Daily","1996","no migration background","West Germany","","","",""
"Daily","1996","no migration background","East Germany","","","",""
"Daily","1996","direct migration background","West Germany","","","",""
"Daily","1996","direct migration background","East Germany","","","",""
"Daily","1996","indirect migration background","West Germany","","","",""
"Daily","1996","indirect migration background","East Germany","","","",""
"Min 1x per week","1996","no migration background","West Germany","714","0.120677822964034","0.112696409990695","0.128659235937374"
"Min 1x per week","1996","no migration background","East Germany","122","0.033565234318786","0.0276170484742128","0.0395134201633591"
"Min 1x per week","1996","direct migration background","West Germany","455","0.169681315434597","0.154878680418279","0.184483950450915"
"Min 1x per week","1996","direct migration background","East Germany","","","",""
"Min 1x per week","1996","indirect migration background","West Germany","33","0.052104145125323","0.0331121028468065","0.0710961874038395"
"Min 1x per week","1996","indirect migration background","East Germany","","","",""
"Min 1x per month","1996","no migration background","West Germany","647","0.100323449020666","0.0929624550206252","0.107684443020708"
"Min 1x per month","1996","no migration background","East Germany","131","0.0377657199144149","0.0314700389549048","0.044061400873925"
"Min 1x per month","1996","direct migration background","West Germany","373","0.119907956047229","0.107096819447723","0.132719092646735"
"Min 1x per month","1996","direct migration background","East Germany","","","",""
"Min 1x per month","1996","indirect migration background","West Germany","50","0.0848025922603728","0.0609949069375955","0.10861027758315"
"Min 1x per month","1996","indirect migration background","East Germany","","","",""
"Rarely","1996","no migration background","West Germany","2122","0.337554106088721","0.325967961610704","0.349140250566737"
"Rarely","1996","no migration background","East Germany","620","0.173710622357304","0.161198450865673","0.186222793848936"
"Rarely","1996","direct migration background","West Germany","677","0.275121663758457","0.257510235853335","0.292733091663578"
"Rarely","1996","direct migration background","East Germany","30","0.183237399889052","0.119154957615481","0.247319842162623"
"Rarely","1996","indirect migration background","West Germany","173","0.367850413377041","0.326640588185021","0.40906023856906"
"Rarely","1996","indirect migration background","East Germany","","","",""
"Never","1996","no migration background","West Germany","2916","0.441444621926578","0.429278188895209","0.453611054957948"
"Never","1996","no migration background","East Germany","2649","0.754958423409495","0.740753633273133","0.769163213545857"
"Never","1996","direct migration background","West Germany","965","0.435289064759717","0.415736596402149","0.454841533117285"
"Never","1996","direct migration background","East Germany","98","0.702438296339584","0.626706774889026","0.778169817790141"
"Never","1996","indirect migration background","West Germany","270","0.495242849237263","0.452515537843026","0.537970160631501"
"Never","1996","indirect migration background","East Germany","","","",""
"Daily","1997","no migration background","West Germany","","","",""
"Daily","1997","no migration background","East Germany","","","",""
"Daily","1997","direct migration background","West Germany","","","",""
"Daily","1997","direct migration background","East Germany","","","",""
"Daily","1997","indirect migration background","West Germany","","","",""
"Daily","1997","indirect migration background","East Germany","","","",""
"Min 1x per week","1997","no migration background","West Germany","714","0.124963935775046","0.116806194644668","0.133121676905424"
"Min 1x per week","1997","no migration background","East Germany","110","0.0312219992081896","0.0254395320500974","0.0370044663662817"
"Min 1x per week","1997","direct migration background","West Germany","436","0.162759499227641","0.147821845973197","0.177697152482086"
"Min 1x per week","1997","direct migration background","East Germany","","","",""
"Min 1x per week","1997","indirect migration background","West Germany","41","0.0638615288696905","0.0434459361144272","0.0842771216249538"
"Min 1x per week","1997","indirect migration background","East Germany","","","",""
"Min 1x per month","1997","no migration background","West Germany","604","0.0936196869815325","0.0864334188034773","0.100805955159588"
"Min 1x per month","1997","no migration background","East Germany","161","0.0482784030120034","0.0411514795178885","0.0554053265061184"
"Min 1x per month","1997","direct migration background","West Germany","316","0.113553294288514","0.100714912951434","0.126391675625594"
"Min 1x per month","1997","direct migration background","East Germany","","","",""
"Min 1x per month","1997","indirect migration background","West Germany","39","0.0493994599907463","0.0313055502041084","0.0674933697773842"
"Min 1x per month","1997","indirect migration background","East Germany","","","",""
"Rarely","1997","no migration background","West Germany","2169","0.337207247557541","0.32554447190651","0.348870023208572"
"Rarely","1997","no migration background","East Germany","569","0.16280408859802","0.150529218928909","0.17507895826713"
"Rarely","1997","direct migration background","West Germany","706","0.293018648815983","0.274600935997784","0.311436361634183"
"Rarely","1997","direct migration background","East Germany","","","",""
"Rarely","1997","indirect migration background","West Germany","193","0.342768883692552","0.303138156167716","0.382399611217388"
"Rarely","1997","indirect migration background","East Germany","","","",""
"Never","1997","no migration background","West Germany","2825","0.444209129685881","0.431951287087776","0.456466972283986"
"Never","1997","no migration background","East Germany","2635","0.757695509181787","0.743449317782977","0.771941700580597"
"Never","1997","direct migration background","West Germany","888","0.430668557667861","0.410631301308636","0.450705814027085"
"Never","1997","direct migration background","East Germany","92","0.685146317052","0.605913120355686","0.764379513748313"
"Never","1997","indirect migration background","West Germany","278","0.543970127447011","0.50238323558165","0.585557019312372"
"Never","1997","indirect migration background","East Germany","","","",""
"Daily","1998","no migration background","West Germany","","","",""
"Daily","1998","no migration background","East Germany","","","",""
"Daily","1998","direct migration background","West Germany","54","0.0224831652108484","0.016409986746427","0.0285563436752698"
"Daily","1998","direct migration background","East Germany","","","",""
"Daily","1998","indirect migration background","West Germany","","","",""
"Daily","1998","indirect migration background","East Germany","","","",""
"Min 1x per week","1998","no migration background","West Germany","795","0.111886013225971","0.104754281513071","0.119017744938872"
"Min 1x per week","1998","no migration background","East Germany","119","0.0328578480434976","0.0271301123343303","0.0385855837526648"
"Min 1x per week","1998","direct migration background","West Germany","393","0.162186809281411","0.147085779762067","0.177287838800755"
"Min 1x per week","1998","direct migration background","East Germany","","","",""
"Min 1x per week","1998","indirect migration background","West Germany","42","0.0712324253655535","0.0502088509268874","0.0922559998042196"
"Min 1x per week","1998","indirect migration background","East Germany","","","",""
"Min 1x per month","1998","no migration background","West Germany","789","0.105446330809557","0.0984978209262206","0.112394840692893"
"Min 1x per month","1998","no migration background","East Germany","170","0.0468915668597357","0.0400989552277925","0.0536841784916788"
"Min 1x per month","1998","direct migration background","West Germany","324","0.141189013243964","0.126923925673637","0.15545410081429"
"Min 1x per month","1998","direct migration background","East Germany","","","",""
"Min 1x per month","1998","indirect migration background","West Germany","49","0.077923837515183","0.0560143241189494","0.0998333509114166"
"Min 1x per month","1998","indirect migration background","East Germany","","","",""
"Rarely","1998","no migration background","West Germany","2588","0.33934486941989","0.328632617128908","0.350057121710872"
"Rarely","1998","no migration background","East Germany","656","0.168950325548497","0.156910747558714","0.180989903538279"
"Rarely","1998","direct migration background","West Germany","676","0.284404810802574","0.265923729824354","0.302885891780793"
"Rarely","1998","direct migration background","East Germany","","","",""
"Rarely","1998","indirect migration background","West Germany","206","0.345696045747761","0.306822769277502","0.38456932221802"
"Rarely","1998","indirect migration background","East Germany","","","",""
"Never","1998","no migration background","West Germany","3304","0.43964656121374","0.428417185732653","0.450875936694827"
"Never","1998","no migration background","East Germany","2770","0.749265741449156","0.735339207813535","0.763192275084777"
"Never","1998","direct migration background","West Germany","842","0.389736201461203","0.369757402689242","0.409715000233164"
"Never","1998","direct migration background","East Germany","81","0.720053816638098","0.638700565399448","0.801407067876748"
"Never","1998","indirect migration background","West Germany","270","0.498073943651474","0.457206172687687","0.538941714615261"
"Never","1998","indirect migration background","East Germany","","","",""
"Daily","1999","no migration background","West Germany","","","",""
"Daily","1999","no migration background","East Germany","","","",""
"Daily","1999","direct migration background","West Germany","","","",""
"Daily","1999","direct migration background","East Germany","","","",""
"Daily","1999","indirect migration background","West Germany","","","",""
"Daily","1999","indirect migration background","East Germany","","","",""
"Min 1x per week","1999","no migration background","West Germany","733","0.111413049685676","0.104160897538297","0.118665201833054"
"Min 1x per week","1999","no migration background","East Germany","112","0.0311622531167236","0.0255214716389541","0.036803034594493"
"Min 1x per week","1999","direct migration background","West Germany","363","0.161139128342069","0.145433058850755","0.176845197833382"
"Min 1x per week","1999","direct migration background","East Germany","","","",""
"Min 1x per week","1999","indirect migration background","West Germany","43","0.06059810516877","0.0413297039095428","0.0798665064279973"
"Min 1x per week","1999","indirect migration background","East Germany","","","",""
"Min 1x per month","1999","no migration background","West Germany","690","0.0914476598913411","0.0848039572790514","0.0980913625036307"
"Min 1x per month","1999","no migration background","East Germany","161","0.0437949218689812","0.0371515781101308","0.0504382656278317"
"Min 1x per month","1999","direct migration background","West Germany","295","0.129550670226488","0.115205238575261","0.143896101877716"
"Min 1x per month","1999","direct migration background","East Germany","","","",""
"Min 1x per month","1999","indirect migration background","West Germany","49","0.0769736927050206","0.0554474296053342","0.098499955804707"
"Min 1x per month","1999","indirect migration background","East Germany","","","",""
"Rarely","1999","no migration background","West Germany","2603","0.354049068105428","0.343026560615214","0.365071575595642"
"Rarely","1999","no migration background","East Germany","671","0.18008724018614","0.167612697927501","0.192561782444778"
"Rarely","1999","direct migration background","West Germany","650","0.301699664372205","0.282091787105096","0.321307541639315"
"Rarely","1999","direct migration background","East Germany","","","",""
"Rarely","1999","indirect migration background","West Germany","202","0.338311709675148","0.300101828850144","0.376521590500152"
"Rarely","1999","indirect migration background","East Germany","","","",""
"Never","1999","no migration background","West Germany","3205","0.443090222317556","0.431640698760985","0.454539745874126"
"Never","1999","no migration background","East Germany","2701","0.744955584828156","0.730805064034087","0.759106105622224"
"Never","1999","direct migration background","West Germany","797","0.407610537059238","0.386618798705151","0.428602275413325"
"Never","1999","direct migration background","East Germany","70","0.658297979857477","0.568432843725826","0.748163115989127"
"Never","1999","indirect migration background","West Germany","295","0.524116492451062","0.483784035070383","0.56444894983174"
"Never","1999","indirect migration background","East Germany","","","",""
"Daily","2000","no migration background","West Germany","","","",""
"Daily","2000","no migration background","East Germany","","","",""
"Daily","2000","direct migration background","West Germany","","","",""
"Daily","2000","direct migration background","East Germany","","","",""
"Daily","2000","indirect migration background","West Germany","","","",""
"Daily","2000","indirect migration background","East Germany","","","",""
"Min 1x per week","2000","no migration background","West Germany","","","",""
"Min 1x per week","2000","no migration background","East Germany","","","",""
"Min 1x per week","2000","direct migration background","West Germany","","","",""
"Min 1x per week","2000","direct migration background","East Germany","","","",""
"Min 1x per week","2000","indirect migration background","West Germany","","","",""
"Min 1x per week","2000","indirect migration background","East Germany","","","",""
"Min 1x per month","2000","no migration background","West Germany","","","",""
"Min 1x per month","2000","no migration background","East Germany","","","",""
"Min 1x per month","2000","direct migration background","West Germany","","","",""
"Min 1x per month","2000","direct migration background","East Germany","","","",""
"Min 1x per month","2000","indirect migration background","West Germany","","","",""
"Min 1x per month","2000","indirect migration background","East Germany","","","",""
"Rarely","2000","no migration background","West Germany","","","",""
"Rarely","2000","no migration background","East Germany","","","",""
"Rarely","2000","direct migration background","West Germany","","","",""
"Rarely","2000","direct migration background","East Germany","","","",""
"Rarely","2000","indirect migration background","West Germany","","","",""
"Rarely","2000","indirect migration background","East Germany","","","",""
"Never","2000","no migration background","West Germany","","","",""
"Never","2000","no migration background","East Germany","","","",""
"Never","2000","direct migration background","West Germany","","","",""
"Never","2000","direct migration background","East Germany","","","",""
"Never","2000","indirect migration background","West Germany","","","",""
"Never","2000","indirect migration background","East Germany","","","",""
"Daily","2001","no migration background","West Germany","","","",""
"Daily","2001","no migration background","East Germany","","","",""
"Daily","2001","direct migration background","West Germany","","","",""
"Daily","2001","direct migration background","East Germany","","","",""
"Daily","2001","indirect migration background","West Germany","","","",""
"Daily","2001","indirect migration background","East Germany","","","",""
"Min 1x per week","2001","no migration background","West Germany","1352","0.108706789388541","0.103335959758954","0.114077619018128"
"Min 1x per week","2001","no migration background","East Germany","173","0.0335792144179368","0.0287243209515716","0.0384341078843019"
"Min 1x per week","2001","direct migration background","West Germany","451","0.159806174708536","0.146245909640995","0.173366439776077"
"Min 1x per week","2001","direct migration background","East Germany","","","",""
"Min 1x per week","2001","indirect migration background","West Germany","57","0.0707832353119734","0.0524042718234907","0.0891621988004562"
"Min 1x per week","2001","indirect migration background","East Germany","","","",""
"Min 1x per month","2001","no migration background","West Germany","1453","0.107324227465753","0.10198352354712","0.112664931384386"
"Min 1x per month","2001","no migration background","East Germany","240","0.0422219835252172","0.0368024356664209","0.0476415313840135"
"Min 1x per month","2001","direct migration background","West Germany","366","0.122780358444412","0.110635281228084","0.13492543566074"
"Min 1x per month","2001","direct migration background","East Germany","","","",""
"Min 1x per month","2001","indirect migration background","West Germany","54","0.0671829348737629","0.0492428282709394","0.0851230414765864"
"Min 1x per month","2001","indirect migration background","East Germany","","","",""
"Rarely","2001","no migration background","West Germany","4434","0.335518427859431","0.327371339957394","0.343665515761468"
"Rarely","2001","no migration background","East Germany","917","0.165908913833974","0.155883486175577","0.175934341492371"
"Rarely","2001","direct migration background","West Germany","864","0.298487292204752","0.281553183136043","0.315421401273461"
"Rarely","2001","direct migration background","East Germany","","","",""
"Rarely","2001","indirect migration background","West Germany","233","0.306266818691064","0.273234162327635","0.339299475054494"
"Rarely","2001","indirect migration background","East Germany","","","",""
"Never","2001","no migration background","West Germany","5664","0.448450555286275","0.439869271760998","0.457031838811552"
"Never","2001","no migration background","East Germany","3959","0.758289888222872","0.746751999410218","0.769827777035527"
"Never","2001","direct migration background","West Germany","1124","0.418926174642301","0.400667633992439","0.437184715292162"
"Never","2001","direct migration background","East Germany","85","0.696430986561561","0.614504719184108","0.778357253939014"
"Never","2001","indirect migration background","West Germany","404","0.555767011123199","0.520158888444839","0.591375133801559"
"Never","2001","indirect migration background","East Germany","","","",""
"Daily","2002","no migration background","West Germany","","","",""
"Daily","2002","no migration background","East Germany","","","",""
"Daily","2002","direct migration background","West Germany","","","",""
"Daily","2002","direct migration background","East Germany","","","",""
"Daily","2002","indirect migration background","West Germany","","","",""
"Daily","2002","indirect migration background","East Germany","","","",""
"Min 1x per week","2002","no migration background","West Germany","","","",""
"Min 1x per week","2002","no migration background","East Germany","","","",""
"Min 1x per week","2002","direct migration background","West Germany","","","",""
"Min 1x per week","2002","direct migration background","East Germany","","","",""
"Min 1x per week","2002","indirect migration background","West Germany","","","",""
"Min 1x per week","2002","indirect migration background","East Germany","","","",""
"Min 1x per month","2002","no migration background","West Germany","","","",""
"Min 1x per month","2002","no migration background","East Germany","","","",""
"Min 1x per month","2002","direct migration background","West Germany","","","",""
"Min 1x per month","2002","direct migration background","East Germany","","","",""
"Min 1x per month","2002","indirect migration background","West Germany","","","",""
"Min 1x per month","2002","indirect migration background","East Germany","","","",""
"Rarely","2002","no migration background","West Germany","","","",""
"Rarely","2002","no migration background","East Germany","","","",""
"Rarely","2002","direct migration background","West Germany","","","",""
"Rarely","2002","direct migration background","East Germany","","","",""
"Rarely","2002","indirect migration background","West Germany","","","",""
"Rarely","2002","indirect migration background","East Germany","","","",""
"Never","2002","no migration background","West Germany","","","",""
"Never","2002","no migration background","East Germany","","","",""
"Never","2002","direct migration background","West Germany","","","",""
"Never","2002","direct migration background","East Germany","","","",""
"Never","2002","indirect migration background","West Germany","","","",""
"Never","2002","indirect migration background","East Germany","","","",""
"Daily","2003","no migration background","West Germany","41","0.00419771583945147","0.0031085852555182","0.00528684642338473"
"Daily","2003","no migration background","East Germany","","","",""
"Daily","2003","direct migration background","West Germany","30","0.00990651169612313","0.00603360750070446","0.0137794158915418"
"Daily","2003","direct migration background","East Germany","","","",""
"Daily","2003","indirect migration background","West Germany","","","",""
"Daily","2003","indirect migration background","East Germany","","","",""
"Min 1x per week","2003","no migration background","West Germany","1368","0.102993631053655","0.0978733968708028","0.108113865236508"
