"pli0098_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1990","Couple + C. LE and GT 16","inadequately","13","","","","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","general elemantary","35","0.0867297647984528","0.0572449906839173","0.116214538912988","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","higher vocational","4","","","","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","higher education","10","","","","3"
"Min 1x per month","1990","(Married) couple without C. ","vocational + Abi","5","","","","3"
"Min 1x per month","1990","(Married) couple without C. ","higher vocational","18","","","","3"
"Min 1x per month","1990","(Married) couple without C. ","higher education","37","0.0884756085701195","0.0607148716176782","0.116236345522561","3"
"Min 1x per week","1990","1-pers.-HH","in school","","","","","2"
"Min 1x per week","1990","1-pers.-HH","higher vocational","11","","","","2"
"Min 1x per week","1990","1-pers.-HH","inadequately","6","","","","2"
"Min 1x per week","1990","1-pers.-HH","higher education","17","","","","2"
"Min 1x per week","1990","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","middle vocational","61","0.156270327474736","0.122979091932116","0.189561563017356","2"
"Min 1x per week","1990","1-pers.-HH","general elemantary","71","0.201043926568471","0.161718940872016","0.240368912264926","2"
"Min 1x per week","1990","1-pers.-HH","middle vocational","57","0.103373873393261","0.0802346724329727","0.12651307435355","2"
"Min 1x per week","1990","1-pers.-HH","vocational + Abi","5","","","","2"
"Min 1x per week","1990","(Married) couple without C. ","inadequately","8","","","","2"
"Min 1x per week","1990","(Married) couple without C. ","higher education","32","0.0866426692801757","0.0591433884827007","0.114141950077651","2"
"Min 1x per week","1990","(Married) couple without C. ","general elemantary","94","0.159548269176704","0.131244449993503","0.187852088359904","2"
"Min 1x per week","1990","(Married) couple without C. ","middle vocational","168","0.10493413986184","0.0907169134228879","0.119151366300792","2"
"Min 1x per week","1990","(Married) couple without C. ","vocational + Abi","10","","","","2"
"Min 1x per week","1990","(Married) couple without C. ","higher vocational","18","","","","2"
"Min 1x per week","1990","Single parent ","in school","2","","","","2"
"Min 1x per week","1990","Single parent ","inadequately","3","","","","2"
"Min 1x per week","1990","Single parent ","general elemantary","16","","","","2"
"Min 1x per week","1990","Single parent ","middle vocational","24","","","","2"
"Min 1x per week","1990","Single parent ","vocational + Abi","1","","","","2"
"Min 1x per week","1990","Single parent ","higher vocational","1","","","","2"
"Min 1x per week","1990","Single parent ","higher education","5","","","","2"
"Min 1x per week","1990","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","1990","Couple + C. LE 16 ","inadequately","21","","","","2"
"Min 1x per week","1990","Couple + C. LE 16 ","general elemantary","56","0.100046710812384","0.0717511953807286","0.128342226244039","2"
"Min 1x per week","1990","Couple + C. LE 16 ","middle vocational","144","0.0806992477682597","0.0685570943768852","0.0928414011596343","2"
"Min 1x per week","1990","Couple + C. LE 16 ","vocational + Abi","13","","","","2"
"Min 1x per week","1990","Couple + C. LE 16 ","higher vocational","17","","","","2"
"Min 1x per week","1990","Couple + C. LE 16 ","higher education","53","0.0942920152481074","0.071739250442323","0.116844780053892","2"
"Min 1x per week","1990","Couple + C. GT 16 ","in school","9","","","","2"
"Min 1x per week","1990","Couple + C. GT 16 ","inadequately","34","0.201613905758087","0.137832656605794","0.26539515491038","2"
"Min 1x per week","1990","Couple + C. GT 16 ","general elemantary","102","0.161123888890291","0.133771375641809","0.188476402138773","2"
"Min 1x per week","1990","Couple + C. GT 16 ","middle vocational","170","0.136428660071085","0.118675617755619","0.154181702386551","2"
"Min 1x per week","1990","Couple + C. GT 16 ","vocational + Abi","8","","","","2"
"Min 1x per week","1990","Couple + C. GT 16 ","higher vocational","24","","","","2"
"Min 1x per week","1990","Couple + C. GT 16 ","higher education","14","","","","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","in school","21","","","","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","inadequately","21","","","","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","general elemantary","49","0.156121295234987","0.1180949002029","0.194147690267074","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","vocational + Abi","1","","","","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","higher vocational","8","","","","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","higher education","11","","","","2"
"Never","1990","Couple + C. GT 16 ","in school","33","0.316011768138664","0.215384169798153","0.416639366479175","5"
"Never","1990","Couple + C. GT 16 ","middle vocational","718","0.436871513261447","0.411217726338954","0.462525300183939","5"
"Never","1990","Couple + C. GT 16 ","general elemantary","304","0.380177325356487","0.344061695682235","0.416292955030739","5"
"Never","1990","1-pers.-HH","in school","1","","","","5"
"Never","1990","Couple + C. LE 16 ","higher education","409","0.543449354253923","0.505008568802974","0.581890139704873","5"
"Never","1990","Couple + C. GT 16 ","inadequately","54","0.42110640401863","0.342615091259589","0.499597716777672","5"
"Never","1990","Single parent ","higher education","42","0.5797364665289","0.455868406209248","0.703604526848552","5"
"Never","1990","Couple + C. LE 16 ","in school","1","","","","5"
"Never","1990","Couple + C. LE and GT 16","in school","31","0.330121828141719","0.225085927817138","0.4351577284663","5"
"Never","1990","Couple + C. LE and GT 16","middle vocational","213","0.392469118802848","0.347700168124028","0.437238069481667","5"
"Never","1990","Couple + C. LE 16 ","higher vocational","127","0.491029260600572","0.427112573904392","0.554945947296751","5"
"Never","1990","Couple + C. LE and GT 16","higher vocational","21","","","","5"
"Never","1990","1-pers.-HH","inadequately","16","","","","5"
"Never","1990","1-pers.-HH","general elemantary","192","0.46740213876317","0.418446051538564","0.516358225987777","5"
"Never","1990","1-pers.-HH","middle vocational","392","0.558178313891661","0.520434371346367","0.595922256436956","5"
"Never","1990","Single parent ","higher vocational","11","","","","5"
"Never","1990","Couple + C. GT 16 ","higher vocational","52","0.357325903016526","0.274630592207697","0.440021213825354","5"
"Never","1990","(Married) couple without C. ","in school","","","","","5"
"Never","1990","(Married) couple without C. ","general elemantary","295","0.419193090570208","0.381054420080941","0.457331761059474","5"
"Never","1990","1-pers.-HH","higher education","72","0.454867956243246","0.373536158425398","0.536199754061094","5"
"Never","1990","Couple + C. LE 16 ","inadequately","70","0.522189119072846","0.442252755382184","0.602125482763508","5"
"Never","1990","Couple + C. LE 16 ","middle vocational","1092","0.507216216544399","0.484928943540159","0.529503489548639","5"
"Never","1990","Couple + C. GT 16 ","higher education","141","0.483658740376615","0.420434968000467","0.546882512752763","5"
"Never","1990","Couple + C. LE and GT 16","vocational + Abi","9","","","","5"
"Never","1990","Couple + C. LE and GT 16","higher education","49","0.380372352528565","0.286616293513572","0.474128411543557","5"
"Never","1990","(Married) couple without C. ","inadequately","27","","","","5"
"Never","1990","Couple + C. GT 16 ","vocational + Abi","38","0.459804627115217","0.35127015952409","0.568339094706344","5"
"Never","1990","1-pers.-HH","vocational + Abi","24","","","","5"
"Never","1990","1-pers.-HH","higher vocational","34","0.501535868409229","0.380908992943329","0.622162743875128","5"
"Never","1990","(Married) couple without C. ","middle vocational","972","0.510456283821441","0.487266110305917","0.533646457336965","5"
"Never","1990","(Married) couple without C. ","vocational + Abi","48","0.572269488360871","0.465832039635343","0.678706937086398","5"
"Never","1990","(Married) couple without C. ","higher vocational","118","0.506769434322423","0.441587976598922","0.571950892045925","5"
"Never","1990","Single parent ","in school","10","","","","5"
"Never","1990","Single parent ","inadequately","22","","","","5"
"Never","1990","Single parent ","general elemantary","97","0.563177009611438","0.488397960007447","0.637956059215429","5"
"Never","1990","Single parent ","vocational + Abi","7","","","","5"
"Never","1990","Couple + C. LE 16 ","general elemantary","188","0.417596932146641","0.371092248503544","0.464101615789738","5"
"Never","1990","Couple + C. LE and GT 16","inadequately","55","0.490703810177859","0.398530794258926","0.582876826096793","5"
"Never","1990","(Married) couple without C. ","higher education","254","0.596118436692283","0.548153005197764","0.644083868186802","5"
"Never","1990","Single parent ","middle vocational","187","0.516317385289403","0.461563906814529","0.571070863764277","5"
"Never","1990","Couple + C. LE 16 ","vocational + Abi","52","0.484718936722411","0.389579134787901","0.579858738656922","5"
"Never","1990","Couple + C. LE and GT 16","general elemantary","166","0.438726135700474","0.386738719638024","0.490713551762924","5"
"Rarely","1990","(Married) couple without C. ","middle vocational","496","0.294861838114042","0.273708672254538","0.316015003973545","4"
"Rarely","1990","1-pers.-HH","vocational + Abi","12","","","","4"
"Rarely","1990","1-pers.-HH","higher vocational","15","","","","4"
"Rarely","1990","Single parent ","general elemantary","40","0.24459155974825","0.179785384863274","0.309397734633227","4"
"Rarely","1990","Single parent ","middle vocational","87","0.293488273174921","0.243596588861026","0.343379957488816","4"
"Rarely","1990","Single parent ","vocational + Abi","6","","","","4"
"Rarely","1990","Couple + C. LE and GT 16","vocational + Abi","5","","","","4"
"Rarely","1990","Couple + C. LE and GT 16","higher vocational","17","","","","4"
"Rarely","1990","Couple + C. GT 16 ","inadequately","38","0.284192769997802","0.212490839306204","0.3558947006894","4"
"Rarely","1990","1-pers.-HH","inadequately","5","","","","4"
"Rarely","1990","Couple + C. GT 16 ","in school","31","0.447377675123055","0.33975778810589","0.55499756214022","4"
"Rarely","1990","1-pers.-HH","higher education","38","0.277939913895166","0.204770601516017","0.351109226274316","4"
"Rarely","1990","Couple + C. LE and GT 16","middle vocational","115","0.289362197115616","0.247786930702724","0.330937463528508","4"
"Rarely","1990","(Married) couple without C. ","vocational + Abi","20","","","","4"
"Rarely","1990","1-pers.-HH","in school","1","","","","4"
"Rarely","1990","(Married) couple without C. ","general elemantary","167","0.282580718978177","0.247779024533001","0.317382413423352","4"
"Rarely","1990","Couple + C. GT 16 ","general elemantary","204","0.326592982160133","0.291702208541064","0.361483755779202","4"
"Rarely","1990","(Married) couple without C. ","inadequately","20","","","","4"
"Rarely","1990","1-pers.-HH","general elemantary","80","0.182484682903398","0.144586114853552","0.220383250953245","4"
"Rarely","1990","1-pers.-HH","middle vocational","144","0.221869312714119","0.190289310297956","0.253449315130282","4"
"Rarely","1990","(Married) couple without C. ","in school","","","","","4"
"Rarely","1990","Single parent ","in school","2","","","","4"
"Rarely","1990","Single parent ","inadequately","6","","","","4"
"Rarely","1990","Single parent ","higher vocational","12","","","","4"
"Rarely","1990","Single parent ","higher education","10","","","","4"
"Rarely","1990","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","1990","Couple + C. LE 16 ","inadequately","33","0.284318710262149","0.212130709635611","0.356506710888687","4"
"Rarely","1990","Couple + C. LE 16 ","general elemantary","129","0.350274459515212","0.305288662121291","0.395260256909133","4"
"Rarely","1990","Couple + C. LE 16 ","higher vocational","67","0.304857851098676","0.246000642251309","0.363715059946043","4"
"Rarely","1990","Couple + C. LE 16 ","higher education","148","0.276702612687141","0.242177642533612","0.31122758284067","4"
"Rarely","1990","Couple + C. GT 16 ","middle vocational","414","0.319022815206816","0.294915545678251","0.34313008473538","4"
"Rarely","1990","Couple + C. GT 16 ","vocational + Abi","33","0.393683589165155","0.287286707673411","0.500080470656899","4"
"Rarely","1990","Couple + C. GT 16 ","higher vocational","47","0.376055146968173","0.292465573781371","0.459644720154974","4"
"Rarely","1990","Couple + C. GT 16 ","higher education","71","0.342284851286358","0.282256663576523","0.402313038996193","4"
"Rarely","1990","Couple + C. LE and GT 16","in school","18","","","","4"
"Rarely","1990","Couple + C. LE and GT 16","inadequately","21","","","","4"
"Rarely","1990","Couple + C. LE and GT 16","general elemantary","96","0.295097012637425","0.247315361742028","0.342878663532823","4"
"Rarely","1990","Couple + C. LE and GT 16","higher education","33","0.332465387413865","0.24148671558343","0.423444059244301","4"
"Rarely","1990","(Married) couple without C. ","higher vocational","71","0.304692636449313","0.2446840681791","0.364701204719526","4"
"Rarely","1990","(Married) couple without C. ","higher education","79","0.228763285457422","0.187702989536046","0.269823581378797","4"
"Rarely","1990","Couple + C. LE 16 ","middle vocational","532","0.313527682157642","0.292846201680393","0.334209162634892","4"
"Rarely","1990","Couple + C. LE 16 ","vocational + Abi","28","","","","4"
"Daily","1991","1-pers.-HH","in school","","","","","1"
"Daily","1991","1-pers.-HH","inadequately","","","","","1"
"Daily","1991","1-pers.-HH","general elemantary","","","","","1"
"Daily","1991","1-pers.-HH","middle vocational","","","","","1"
"Daily","1991","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","1991","1-pers.-HH","higher vocational","","","","","1"
"Daily","1991","1-pers.-HH","higher education","","","","","1"
"Daily","1991","(Married) couple without C. ","in school","","","","","1"
"Daily","1991","(Married) couple without C. ","inadequately","","","","","1"
"Daily","1991","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","1991","(Married) couple without C. ","middle vocational","","","","","1"
"Daily","1991","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","1991","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","1991","(Married) couple without C. ","higher education","","","","","1"
"Daily","1991","Single parent ","in school","","","","","1"
"Daily","1991","Single parent ","inadequately","","","","","1"
"Daily","1991","Single parent ","general elemantary","","","","","1"
"Daily","1991","Single parent ","middle vocational","","","","","1"
"Daily","1991","Single parent ","vocational + Abi","","","","","1"
"Daily","1991","Single parent ","higher vocational","","","","","1"
"Daily","1991","Single parent ","higher education","","","","","1"
"Daily","1991","Couple + C. LE 16 ","in school","","","","","1"
"Daily","1991","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","1991","Couple + C. LE 16 ","general elemantary","","","","","1"
"Daily","1991","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","1991","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","1991","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","1991","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","1991","Couple + C. GT 16 ","in school","","","","","1"
"Daily","1991","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","1991","Couple + C. GT 16 ","general elemantary","","","","","1"
"Daily","1991","Couple + C. GT 16 ","middle vocational","","","","","1"
"Daily","1991","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","1991","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","1991","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","higher education","","","","","1"
"Min 1x per month","1991","Couple + C. LE and GT 16","middle vocational","","","","","3"
"Min 1x per month","1991","Couple + C. LE and GT 16","vocational + Abi","","","","","3"
"Min 1x per month","1991","1-pers.-HH","in school","","","","","3"
"Min 1x per month","1991","1-pers.-HH","inadequately","","","","","3"
"Min 1x per month","1991","1-pers.-HH","general elemantary","","","","","3"
"Min 1x per month","1991","1-pers.-HH","middle vocational","","","","","3"
"Min 1x per month","1991","1-pers.-HH","vocational + Abi","","","","","3"
"Min 1x per month","1991","1-pers.-HH","higher vocational","","","","","3"
"Min 1x per month","1991","1-pers.-HH","higher education","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","inadequately","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","general elemantary","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","middle vocational","","","","","3"
"Min 1x per month","1991","Single parent ","in school","","","","","3"
"Min 1x per month","1991","Single parent ","inadequately","","","","","3"
"Min 1x per month","1991","Single parent ","general elemantary","","","","","3"
"Min 1x per month","1991","Single parent ","middle vocational","","","","","3"
"Min 1x per month","1991","Single parent ","vocational + Abi","","","","","3"
"Min 1x per month","1991","Single parent ","higher vocational","","","","","3"
"Min 1x per month","1991","Single parent ","higher education","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","inadequately","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","general elemantary","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","middle vocational","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","vocational + Abi","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","higher vocational","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","higher education","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","in school","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","inadequately","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","general elemantary","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","middle vocational","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","vocational + Abi","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","higher vocational","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","higher education","","","","","3"
"Min 1x per month","1991","Couple + C. LE and GT 16","in school","","","","","3"
"Min 1x per month","1991","Couple + C. LE and GT 16","inadequately","","","","","3"
"Min 1x per month","1991","Couple + C. LE and GT 16","general elemantary","","","","","3"
"Min 1x per month","1991","Couple + C. LE and GT 16","higher vocational","","","","","3"
"Min 1x per month","1991","Couple + C. LE and GT 16","higher education","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","vocational + Abi","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","higher vocational","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","higher education","","","","","3"
"Min 1x per week","1991","1-pers.-HH","in school","","","","","2"
"Min 1x per week","1991","1-pers.-HH","inadequately","","","","","2"
"Min 1x per week","1991","1-pers.-HH","general elemantary","","","","","2"
"Min 1x per week","1991","1-pers.-HH","middle vocational","","","","","2"
"Min 1x per week","1991","1-pers.-HH","vocational + Abi","","","","","2"
"Min 1x per week","1991","1-pers.-HH","higher vocational","","","","","2"
"Min 1x per week","1991","1-pers.-HH","higher education","","","","","2"
"Min 1x per week","1991","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","1991","(Married) couple without C. ","inadequately","","","","","2"
"Min 1x per week","1991","(Married) couple without C. ","higher education","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","middle vocational","","","","","2"
"Min 1x per week","1991","(Married) couple without C. ","general elemantary","","","","","2"
"Min 1x per week","1991","(Married) couple without C. ","middle vocational","","","","","2"
"Min 1x per week","1991","(Married) couple without C. ","vocational + Abi","","","","","2"
"Min 1x per week","1991","(Married) couple without C. ","higher vocational","","","","","2"
"Min 1x per week","1991","Single parent ","in school","","","","","2"
"Min 1x per week","1991","Single parent ","inadequately","","","","","2"
"Min 1x per week","1991","Single parent ","general elemantary","","","","","2"
"Min 1x per week","1991","Single parent ","middle vocational","","","","","2"
"Min 1x per week","1991","Single parent ","vocational + Abi","","","","","2"
"Min 1x per week","1991","Single parent ","higher vocational","","","","","2"
"Min 1x per week","1991","Single parent ","higher education","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","inadequately","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","general elemantary","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","middle vocational","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","higher vocational","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","higher education","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","in school","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","inadequately","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","general elemantary","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","middle vocational","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","higher vocational","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","higher education","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","in school","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","inadequately","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","general elemantary","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","higher vocational","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","higher education","","","","","2"
"Never","1991","1-pers.-HH","in school","","","","","5"
"Never","1991","1-pers.-HH","general elemantary","","","","","5"
"Never","1991","1-pers.-HH","vocational + Abi","","","","","5"
"Never","1991","1-pers.-HH","higher education","","","","","5"
"Never","1991","(Married) couple without C. ","in school","","","","","5"
"Never","1991","(Married) couple without C. ","inadequately","","","","","5"
"Never","1991","(Married) couple without C. ","middle vocational","","","","","5"
"Never","1991","(Married) couple without C. ","vocational + Abi","","","","","5"
"Never","1991","(Married) couple without C. ","higher vocational","","","","","5"
"Never","1991","Single parent ","in school","","","","","5"
"Never","1991","Single parent ","general elemantary","","","","","5"
"Never","1991","Single parent ","middle vocational","","","","","5"
"Never","1991","Single parent ","vocational + Abi","","","","","5"
"Never","1991","Single parent ","higher vocational","","","","","5"
"Never","1991","Single parent ","higher education","","","","","5"
"Never","1991","Couple + C. LE 16 ","in school","","","","","5"
"Never","1991","Couple + C. LE 16 ","inadequately","","","","","5"
"Never","1991","Couple + C. LE 16 ","middle vocational","","","","","5"
"Never","1991","Couple + C. LE 16 ","higher vocational","","","","","5"
"Never","1991","Couple + C. LE 16 ","higher education","","","","","5"
"Never","1991","Couple + C. GT 16 ","in school","","","","","5"
"Never","1991","Couple + C. GT 16 ","inadequately","","","","","5"
"Never","1991","Couple + C. GT 16 ","general elemantary","","","","","5"
"Never","1991","Couple + C. GT 16 ","middle vocational","","","","","5"
"Never","1991","Couple + C. GT 16 ","vocational + Abi","","","","","5"
"Never","1991","Couple + C. GT 16 ","higher vocational","","","","","5"
"Never","1991","Couple + C. GT 16 ","higher education","","","","","5"
