"pli0098_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Rarely","1990","lower secondary degree","no migration background","1561","0.297460305429027","0.285314711252434","0.30960589960562"
"Rarely","1990","lower secondary degree","direct migration background","192","0.296789656426659","0.261856935701931","0.331722377151387"
"Rarely","1990","lower secondary degree","indirect migration background","49","0.30610462679715","0.228930850771726","0.383278402822574"
"Rarely","1990","secondary school degree","no migration background","809","0.262085599063187","0.247425970270171","0.276745227856202"
"Rarely","1990","secondary school degree","direct migration background","51","0.283225289106095","0.217034822692471","0.34941575551972"
"Rarely","1990","secondary school degree","indirect migration background","19","","",""
"Rarely","1990","college entrance qualification","no migration background","418","0.286495742919807","0.264067047650677","0.308924438188938"
"Rarely","1990","college entrance qualification","direct migration background","32","0.21018797096667","0.142454007104616","0.277921934828724"
"Rarely","1990","college entrance qualification","indirect migration background","8","","",""
"Rarely","1990","Other degree","no migration background","13","","",""
"Rarely","1990","Other degree","direct migration background","253","0.27052464462806","0.242409034193985","0.298640255062135"
"Rarely","1990","Other degree","indirect migration background","4","","",""
"Rarely","1990","no degree/no degree yet","no migration background","61","0.361740280702971","0.294641885690948","0.428838675714994"
"Rarely","1990","no degree/no degree yet","direct migration background","134","0.209804601768064","0.17801006007287","0.241599143463259"
"Rarely","1990","no degree/no degree yet","indirect migration background","14","","",""
"Never","1990","lower secondary degree","no migration background","2674","0.448848422923975","0.435633817460769","0.462063028387181"
"Never","1990","lower secondary degree","direct migration background","296","0.423485253299642","0.385702834081822","0.461267672517462"
"Never","1990","lower secondary degree","indirect migration background","65","0.502236069014483","0.418511394322523","0.585960743706443"
"Never","1990","secondary school degree","no migration background","2128","0.553472263777938","0.536900430614087","0.570044096941789"
"Never","1990","secondary school degree","direct migration background","86","0.480941675419116","0.407542298010179","0.554341052828052"
"Never","1990","secondary school degree","indirect migration background","19","","",""
"Never","1990","college entrance qualification","no migration background","853","0.502904522667879","0.478101231240392","0.527707814095367"
"Never","1990","college entrance qualification","direct migration background","71","0.554956473464682","0.47233909772697","0.637573849202394"
"Never","1990","college entrance qualification","indirect migration background","13","","",""
"Never","1990","Other degree","no migration background","61","0.593474464312995","0.491996494458249","0.69495243416774"
"Never","1990","Other degree","direct migration background","409","0.453594928176709","0.422086245727117","0.485103610626301"
"Never","1990","Other degree","indirect migration background","5","","",""
"Never","1990","no degree/no degree yet","no migration background","93","0.403766874348733","0.335251446921122","0.472282301776345"
"Never","1990","no degree/no degree yet","direct migration background","267","0.463480272371087","0.424541138181276","0.502419406560899"
"Never","1990","no degree/no degree yet","indirect migration background","21","","",""
"Daily","1991","lower secondary degree","no migration background","","","",""
"Daily","1991","lower secondary degree","direct migration background","","","",""
"Daily","1991","lower secondary degree","indirect migration background","","","",""
"Daily","1991","secondary school degree","no migration background","","","",""
"Daily","1991","secondary school degree","direct migration background","","","",""
"Daily","1991","secondary school degree","indirect migration background","","","",""
"Daily","1991","college entrance qualification","no migration background","","","",""
"Daily","1991","college entrance qualification","direct migration background","","","",""
"Daily","1991","college entrance qualification","indirect migration background","","","",""
"Daily","1991","Other degree","no migration background","","","",""
"Daily","1991","Other degree","direct migration background","","","",""
"Daily","1991","Other degree","indirect migration background","","","",""
"Daily","1991","no degree/no degree yet","no migration background","","","",""
"Daily","1991","no degree/no degree yet","direct migration background","","","",""
"Daily","1991","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1991","lower secondary degree","no migration background","","","",""
"Min 1x per week","1991","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1991","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1991","secondary school degree","no migration background","","","",""
"Min 1x per week","1991","secondary school degree","direct migration background","","","",""
"Min 1x per week","1991","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1991","college entrance qualification","no migration background","","","",""
"Min 1x per week","1991","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1991","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1991","Other degree","no migration background","","","",""
"Min 1x per week","1991","Other degree","direct migration background","","","",""
"Min 1x per week","1991","Other degree","indirect migration background","","","",""
"Min 1x per week","1991","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1991","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1991","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1991","lower secondary degree","no migration background","","","",""
"Min 1x per month","1991","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1991","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1991","secondary school degree","no migration background","","","",""
"Min 1x per month","1991","secondary school degree","direct migration background","","","",""
"Min 1x per month","1991","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1991","college entrance qualification","no migration background","","","",""
"Min 1x per month","1991","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1991","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1991","Other degree","no migration background","","","",""
"Min 1x per month","1991","Other degree","direct migration background","","","",""
"Min 1x per month","1991","Other degree","indirect migration background","","","",""
"Min 1x per month","1991","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1991","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1991","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1991","lower secondary degree","no migration background","","","",""
"Rarely","1991","lower secondary degree","direct migration background","","","",""
"Rarely","1991","lower secondary degree","indirect migration background","","","",""
"Rarely","1991","secondary school degree","no migration background","","","",""
"Rarely","1991","secondary school degree","direct migration background","","","",""
"Rarely","1991","secondary school degree","indirect migration background","","","",""
"Rarely","1991","college entrance qualification","no migration background","","","",""
"Rarely","1991","college entrance qualification","direct migration background","","","",""
"Rarely","1991","college entrance qualification","indirect migration background","","","",""
"Rarely","1991","Other degree","no migration background","","","",""
"Rarely","1991","Other degree","direct migration background","","","",""
"Rarely","1991","Other degree","indirect migration background","","","",""
"Rarely","1991","no degree/no degree yet","no migration background","","","",""
"Rarely","1991","no degree/no degree yet","direct migration background","","","",""
"Rarely","1991","no degree/no degree yet","indirect migration background","","","",""
"Never","1991","lower secondary degree","no migration background","","","",""
"Never","1991","lower secondary degree","direct migration background","","","",""
"Never","1991","lower secondary degree","indirect migration background","","","",""
"Never","1991","secondary school degree","no migration background","","","",""
"Never","1991","secondary school degree","direct migration background","","","",""
"Never","1991","secondary school degree","indirect migration background","","","",""
"Never","1991","college entrance qualification","no migration background","","","",""
"Never","1991","college entrance qualification","direct migration background","","","",""
"Never","1991","college entrance qualification","indirect migration background","","","",""
"Never","1991","Other degree","no migration background","","","",""
"Never","1991","Other degree","direct migration background","","","",""
"Never","1991","Other degree","indirect migration background","","","",""
"Never","1991","no degree/no degree yet","no migration background","","","",""
"Never","1991","no degree/no degree yet","direct migration background","","","",""
"Never","1991","no degree/no degree yet","indirect migration background","","","",""
"Daily","1992","lower secondary degree","no migration background","","","",""
"Daily","1992","lower secondary degree","direct migration background","","","",""
"Daily","1992","lower secondary degree","indirect migration background","","","",""
"Daily","1992","secondary school degree","no migration background","","","",""
"Daily","1992","secondary school degree","direct migration background","","","",""
"Daily","1992","secondary school degree","indirect migration background","","","",""
"Daily","1992","college entrance qualification","no migration background","","","",""
"Daily","1992","college entrance qualification","direct migration background","","","",""
"Daily","1992","college entrance qualification","indirect migration background","","","",""
"Daily","1992","Other degree","no migration background","","","",""
"Daily","1992","Other degree","direct migration background","","","",""
"Daily","1992","Other degree","indirect migration background","","","",""
"Daily","1992","no degree/no degree yet","no migration background","","","",""
"Daily","1992","no degree/no degree yet","direct migration background","","","",""
"Daily","1992","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1992","lower secondary degree","no migration background","525","0.122368755564137","0.113284322434432","0.131453188693842"
"Min 1x per week","1992","lower secondary degree","direct migration background","75","0.131354337581356","0.105081634037159","0.157627041125553"
"Min 1x per week","1992","lower secondary degree","indirect migration background","12","","",""
"Min 1x per week","1992","secondary school degree","no migration background","235","0.0872819517304805","0.0776940905547652","0.0968698129061958"
"Min 1x per week","1992","secondary school degree","direct migration background","24","","",""
"Min 1x per week","1992","secondary school degree","indirect migration background","6","","",""
"Min 1x per week","1992","college entrance qualification","no migration background","163","0.118945999385258","0.10284552965504","0.135046469115475"
"Min 1x per week","1992","college entrance qualification","direct migration background","18","","",""
"Min 1x per week","1992","college entrance qualification","indirect migration background","5","","",""
"Min 1x per week","1992","Other degree","no migration background","10","","",""
"Min 1x per week","1992","Other degree","direct migration background","150","0.143732662587595","0.120926691268496","0.166538633906694"
"Min 1x per week","1992","Other degree","indirect migration background","1","","",""
"Min 1x per week","1992","no degree/no degree yet","no migration background","14","","",""
"Min 1x per week","1992","no degree/no degree yet","direct migration background","126","0.204563611204153","0.171791568133296","0.23733565427501"
"Min 1x per week","1992","no degree/no degree yet","indirect migration background","6","","",""
"Min 1x per month","1992","lower secondary degree","no migration background","421","0.0910568393019842","0.0830818304939725","0.0990318481099959"
"Min 1x per month","1992","lower secondary degree","direct migration background","80","0.11974511065734","0.0944931940625248","0.144997027252155"
"Min 1x per month","1992","lower secondary degree","indirect migration background","16","","",""
"Min 1x per month","1992","secondary school degree","no migration background","186","0.0639602157376225","0.0556484497520152","0.0722719817232299"
"Min 1x per month","1992","secondary school degree","direct migration background","16","","",""
"Min 1x per month","1992","secondary school degree","indirect migration background","6","","",""
"Min 1x per month","1992","college entrance qualification","no migration background","101","0.0756290290191512","0.062478907240948","0.0887791507973543"
"Min 1x per month","1992","college entrance qualification","direct migration background","22","","",""
"Min 1x per month","1992","college entrance qualification","indirect migration background","3","","",""
"Min 1x per month","1992","Other degree","no migration background","4","","",""
"Min 1x per month","1992","Other degree","direct migration background","144","0.125199823411423","0.103685760285402","0.146713886537444"
"Min 1x per month","1992","Other degree","indirect migration background","2","","",""
"Min 1x per month","1992","no degree/no degree yet","no migration background","12","","",""
"Min 1x per month","1992","no degree/no degree yet","direct migration background","77","0.120244758760599","0.0938206342048981","0.1466688833163"
"Min 1x per month","1992","no degree/no degree yet","indirect migration background","17","","",""
"Rarely","1992","lower secondary degree","no migration background","1388","0.292710859974138","0.2800976845664","0.305324035381876"
"Rarely","1992","lower secondary degree","direct migration background","158","0.25959686742827","0.225497597882437","0.293696136974103"
"Rarely","1992","lower secondary degree","indirect migration background","57","0.283047912523042","0.216683309211119","0.349412515834964"
"Rarely","1992","secondary school degree","no migration background","792","0.272238158355409","0.257117860971848","0.28735845573897"
"Rarely","1992","secondary school degree","direct migration background","41","0.23585406266184","0.173134706412291","0.29857341891139"
"Rarely","1992","secondary school degree","indirect migration background","34","0.414428853472455","0.307804602925762","0.521053104019148"
"Rarely","1992","college entrance qualification","no migration background","394","0.257489144230033","0.235742450963039","0.279235837497026"
"Rarely","1992","college entrance qualification","direct migration background","33","0.183531121911021","0.120954213828916","0.246108029993127"
"Rarely","1992","college entrance qualification","indirect migration background","12","","",""
"Rarely","1992","Other degree","no migration background","12","","",""
"Rarely","1992","Other degree","direct migration background","203","0.235535781819649","0.207950769822724","0.263120793816574"
"Rarely","1992","Other degree","indirect migration background","3","","",""
"Rarely","1992","no degree/no degree yet","no migration background","53","0.304125120934292","0.240996727934037","0.367253513934546"
"Rarely","1992","no degree/no degree yet","direct migration background","134","0.200062850389615","0.167561772996774","0.232563927782457"
"Rarely","1992","no degree/no degree yet","indirect migration background","13","","",""
"Never","1992","lower secondary degree","no migration background","2665","0.493863545159741","0.480004164702251","0.50772292561723"
"Never","1992","lower secondary degree","direct migration background","322","0.489303684333034","0.45042318501307","0.528184183652998"
"Never","1992","lower secondary degree","indirect migration background","92","0.54871776899615","0.475408297811288","0.622027240181013"
"Never","1992","secondary school degree","no migration background","2116","0.576519674176488","0.559734924101866","0.59330442425111"
"Never","1992","secondary school degree","direct migration background","95","0.528421432724517","0.454671946598721","0.602170918850314"
"Never","1992","secondary school degree","indirect migration background","36","0.462959801465632","0.355036256108257","0.570883346823006"
"Never","1992","college entrance qualification","no migration background","895","0.547935827365559","0.523182860704094","0.572688794027023"
"Never","1992","college entrance qualification","direct migration background","74","0.506351807390969","0.425530777269216","0.587172837512721"
"Never","1992","college entrance qualification","indirect migration background","15","","",""
"Never","1992","Other degree","no migration background","53","0.57248867512506","0.463396950576085","0.681580399674035"
"Never","1992","Other degree","direct migration background","412","0.495531732181333","0.463029079182311","0.528034385180355"
"Never","1992","Other degree","indirect migration background","11","","",""
"Never","1992","no degree/no degree yet","no migration background","125","0.548616229792665","0.480328872996056","0.616903586589274"
"Never","1992","no degree/no degree yet","direct migration background","245","0.475128779645633","0.434557505448063","0.515700053843202"
"Never","1992","no degree/no degree yet","indirect migration background","33","0.552010983593532","0.43467503508937","0.669346932097694"
"Daily","1993","lower secondary degree","no migration background","","","",""
"Daily","1993","lower secondary degree","direct migration background","","","",""
"Daily","1993","lower secondary degree","indirect migration background","","","",""
"Daily","1993","secondary school degree","no migration background","","","",""
"Daily","1993","secondary school degree","direct migration background","","","",""
"Daily","1993","secondary school degree","indirect migration background","","","",""
"Daily","1993","college entrance qualification","no migration background","","","",""
"Daily","1993","college entrance qualification","direct migration background","","","",""
"Daily","1993","college entrance qualification","indirect migration background","","","",""
"Daily","1993","Other degree","no migration background","","","",""
"Daily","1993","Other degree","direct migration background","","","",""
"Daily","1993","Other degree","indirect migration background","","","",""
"Daily","1993","no degree/no degree yet","no migration background","","","",""
"Daily","1993","no degree/no degree yet","direct migration background","","","",""
"Daily","1993","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1993","lower secondary degree","no migration background","","","",""
"Min 1x per week","1993","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1993","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1993","secondary school degree","no migration background","","","",""
"Min 1x per week","1993","secondary school degree","direct migration background","","","",""
"Min 1x per week","1993","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1993","college entrance qualification","no migration background","","","",""
"Min 1x per week","1993","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1993","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1993","Other degree","no migration background","","","",""
"Min 1x per week","1993","Other degree","direct migration background","","","",""
"Min 1x per week","1993","Other degree","indirect migration background","","","",""
"Min 1x per week","1993","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1993","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1993","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1993","lower secondary degree","no migration background","","","",""
"Min 1x per month","1993","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1993","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1993","secondary school degree","no migration background","","","",""
"Min 1x per month","1993","secondary school degree","direct migration background","","","",""
"Min 1x per month","1993","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1993","college entrance qualification","no migration background","","","",""
"Min 1x per month","1993","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1993","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1993","Other degree","no migration background","","","",""
"Min 1x per month","1993","Other degree","direct migration background","","","",""
"Min 1x per month","1993","Other degree","indirect migration background","","","",""
"Min 1x per month","1993","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1993","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1993","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1993","lower secondary degree","no migration background","","","",""
"Rarely","1993","lower secondary degree","direct migration background","","","",""
"Rarely","1993","lower secondary degree","indirect migration background","","","",""
"Rarely","1993","secondary school degree","no migration background","","","",""
"Rarely","1993","secondary school degree","direct migration background","","","",""
"Rarely","1993","secondary school degree","indirect migration background","","","",""
"Rarely","1993","college entrance qualification","no migration background","","","",""
"Rarely","1993","college entrance qualification","direct migration background","","","",""
"Rarely","1993","college entrance qualification","indirect migration background","","","",""
"Rarely","1993","Other degree","no migration background","","","",""
"Rarely","1993","Other degree","direct migration background","","","",""
"Rarely","1993","Other degree","indirect migration background","","","",""
"Rarely","1993","no degree/no degree yet","no migration background","","","",""
"Rarely","1993","no degree/no degree yet","direct migration background","","","",""
"Rarely","1993","no degree/no degree yet","indirect migration background","","","",""
"Never","1993","lower secondary degree","no migration background","","","",""
"Never","1993","lower secondary degree","direct migration background","","","",""
"Never","1993","lower secondary degree","indirect migration background","","","",""
"Never","1993","secondary school degree","no migration background","","","",""
"Never","1993","secondary school degree","direct migration background","","","",""
"Never","1993","secondary school degree","indirect migration background","","","",""
"Never","1993","college entrance qualification","no migration background","","","",""
"Never","1993","college entrance qualification","direct migration background","","","",""
"Never","1993","college entrance qualification","indirect migration background","","","",""
"Never","1993","Other degree","no migration background","","","",""
"Never","1993","Other degree","direct migration background","","","",""
"Never","1993","Other degree","indirect migration background","","","",""
"Never","1993","no degree/no degree yet","no migration background","","","",""
"Never","1993","no degree/no degree yet","direct migration background","","","",""
"Never","1993","no degree/no degree yet","indirect migration background","","","",""
"Daily","1994","lower secondary degree","no migration background","","","",""
"Daily","1994","lower secondary degree","direct migration background","","","",""
"Daily","1994","lower secondary degree","indirect migration background","","","",""
"Daily","1994","secondary school degree","no migration background","","","",""
"Daily","1994","secondary school degree","direct migration background","","","",""
"Daily","1994","secondary school degree","indirect migration background","","","",""
"Daily","1994","college entrance qualification","no migration background","","","",""
"Daily","1994","college entrance qualification","direct migration background","","","",""
"Daily","1994","college entrance qualification","indirect migration background","","","",""
"Daily","1994","Other degree","no migration background","","","",""
"Daily","1994","Other degree","direct migration background","","","",""
"Daily","1994","Other degree","indirect migration background","","","",""
"Daily","1994","no degree/no degree yet","no migration background","","","",""
"Daily","1994","no degree/no degree yet","direct migration background","","","",""
"Daily","1994","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1994","lower secondary degree","no migration background","484","0.119543392795549","0.110271308552215","0.128815477038883"
"Min 1x per week","1994","lower secondary degree","direct migration background","81","0.139295095098384","0.111402926050736","0.167187264146032"
"Min 1x per week","1994","lower secondary degree","indirect migration background","14","","",""
"Min 1x per week","1994","secondary school degree","no migration background","228","0.0890874034046158","0.0792587252823869","0.0989160815268447"
"Min 1x per week","1994","secondary school degree","direct migration background","20","","",""
"Min 1x per week","1994","secondary school degree","indirect migration background","5","","",""
"Min 1x per week","1994","college entrance qualification","no migration background","155","0.108704713558281","0.0935144293261112","0.123894997790451"
"Min 1x per week","1994","college entrance qualification","direct migration background","17","","",""
"Min 1x per week","1994","college entrance qualification","indirect migration background","5","","",""
"Min 1x per week","1994","Other degree","no migration background","8","","",""
"Min 1x per week","1994","Other degree","direct migration background","152","0.166444211803307","0.140996434376431","0.191891989230183"
"Min 1x per week","1994","Other degree","indirect migration background","","","",""
"Min 1x per week","1994","no degree/no degree yet","no migration background","14","","",""
"Min 1x per week","1994","no degree/no degree yet","direct migration background","112","0.213265131684547","0.178425387506488","0.248104875862605"
"Min 1x per week","1994","no degree/no degree yet","indirect migration background","11","","",""
"Min 1x per month","1994","lower secondary degree","no migration background","402","0.0904397032376848","0.0822426847745605","0.098636721700809"
"Min 1x per month","1994","lower secondary degree","direct migration background","69","0.122180515271487","0.0957995415020218","0.148561489040953"
"Min 1x per month","1994","lower secondary degree","indirect migration background","16","","",""
"Min 1x per month","1994","secondary school degree","no migration background","213","0.0749562069713686","0.0658710265592662","0.084041387383471"
"Min 1x per month","1994","secondary school degree","direct migration background","18","","",""
"Min 1x per month","1994","secondary school degree","indirect migration background","18","","",""
"Min 1x per month","1994","college entrance qualification","no migration background","112","0.0716772898165658","0.0590888710194283","0.0842657086137034"
"Min 1x per month","1994","college entrance qualification","direct migration background","22","","",""
"Min 1x per month","1994","college entrance qualification","indirect migration background","6","","",""
"Min 1x per month","1994","Other degree","no migration background","1","","",""
"Min 1x per month","1994","Other degree","direct migration background","141","0.141484233052028","0.117673304401699","0.165295161702358"
"Min 1x per month","1994","Other degree","indirect migration background","3","","",""
"Min 1x per month","1994","no degree/no degree yet","no migration background","13","","",""
"Min 1x per month","1994","no degree/no degree yet","direct migration background","89","0.145126863698811","0.11516798390578","0.175085743491843"
"Min 1x per month","1994","no degree/no degree yet","indirect migration background","13","","",""
"Rarely","1994","lower secondary degree","no migration background","1347","0.296243096018064","0.28319353042266","0.309292661613468"
"Rarely","1994","lower secondary degree","direct migration background","179","0.30221507452996","0.265223221175253","0.339206927884667"
"Rarely","1994","lower secondary degree","indirect migration background","56","0.310593886683601","0.245310383164266","0.375877390202937"
"Rarely","1994","secondary school degree","no migration background","776","0.273780628613868","0.258396111080492","0.289165146147244"
"Rarely","1994","secondary school degree","direct migration background","39","0.216575332023843","0.152750274449843","0.280400389597843"
"Rarely","1994","secondary school degree","indirect migration background","38","0.326663425711206","0.2394159319807","0.413910919441713"
"Rarely","1994","college entrance qualification","no migration background","432","0.269375222384992","0.247725270849303","0.291025173920681"
"Rarely","1994","college entrance qualification","direct migration background","33","0.200458101613798","0.135519327907764","0.265396875319833"
"Rarely","1994","college entrance qualification","indirect migration background","20","","",""
"Rarely","1994","Other degree","no migration background","10","","",""
"Rarely","1994","Other degree","direct migration background","220","0.250690155769684","0.22107953360701","0.280300777932358"
"Rarely","1994","Other degree","indirect migration background","5","","",""
"Rarely","1994","no degree/no degree yet","no migration background","55","0.277770837480569","0.219375966147207","0.336165708813931"
"Rarely","1994","no degree/no degree yet","direct migration background","143","0.278884282249524","0.240741239862338","0.31702732463671"
"Rarely","1994","no degree/no degree yet","indirect migration background","24","","",""
"Never","1994","lower secondary degree","no migration background","2470","0.493773807948702","0.479484969301248","0.508062646596156"
"Never","1994","lower secondary degree","direct migration background","263","0.436309315100169","0.396360407387846","0.476258222812491"
"Never","1994","lower secondary degree","indirect migration background","107","0.542073619950613","0.471783156888282","0.612364083012945"
"Never","1994","secondary school degree","no migration background","2010","0.562175761010147","0.545058488400867","0.579293033619428"
"Never","1994","secondary school degree","direct migration background","83","0.559267474025411","0.482339298582417","0.636195649468405"
"Never","1994","secondary school degree","indirect migration background","50","0.500377918444552","0.407362170648363","0.593393666240741"
"Never","1994","college entrance qualification","no migration background","914","0.550242774240161","0.525965654738493","0.57451989374183"
"Never","1994","college entrance qualification","direct migration background","74","0.530209876817493","0.449254162175942","0.611165591459045"
"Never","1994","college entrance qualification","indirect migration background","21","","",""
"Never","1994","Other degree","no migration background","47","0.660869153639169","0.546655635116103","0.775082672162234"
"Never","1994","Other degree","direct migration background","310","0.441381399374981","0.407456944069848","0.475305854680114"
"Never","1994","Other degree","indirect migration background","5","","",""
"Never","1994","no degree/no degree yet","no migration background","144","0.609719398160818","0.546120826717139","0.673317969604497"
"Never","1994","no degree/no degree yet","direct migration background","187","0.362723722367118","0.3218303726611","0.403617072073137"
"Never","1994","no degree/no degree yet","indirect migration background","25","","",""
"Daily","1995","lower secondary degree","no migration background","22","","",""
"Daily","1995","lower secondary degree","direct migration background","7","","",""
"Daily","1995","lower secondary degree","indirect migration background","","","",""
"Daily","1995","secondary school degree","no migration background","7","","",""
"Daily","1995","secondary school degree","direct migration background","1","","",""
"Daily","1995","secondary school degree","indirect migration background","1","","",""
"Daily","1995","college entrance qualification","no migration background","5","","",""
"Daily","1995","college entrance qualification","direct migration background","3","","",""
"Daily","1995","college entrance qualification","indirect migration background","","","",""
"Daily","1995","Other degree","no migration background","1","","",""
"Daily","1995","Other degree","direct migration background","23","","",""
"Daily","1995","Other degree","indirect migration background","","","",""
"Daily","1995","no degree/no degree yet","no migration background","","","",""
"Daily","1995","no degree/no degree yet","direct migration background","10","","",""
"Daily","1995","no degree/no degree yet","indirect migration background","1","","",""
"Min 1x per week","1995","lower secondary degree","no migration background","489","0.120343411792188","0.110913334984393","0.129773488599983"
"Min 1x per week","1995","lower secondary degree","direct migration background","82","0.137827608260326","0.11090959627526","0.164745620245393"
"Min 1x per week","1995","lower secondary degree","indirect migration background","15","","",""
"Min 1x per week","1995","secondary school degree","no migration background","217","0.0818403688173348","0.0724276423774242","0.0912530952572454"
"Min 1x per week","1995","secondary school degree","direct migration background","30","0.184602977242694","0.129436506407822","0.239769448077567"
"Min 1x per week","1995","secondary school degree","indirect migration background","8","","",""
"Min 1x per week","1995","college entrance qualification","no migration background","142","0.097467783184493","0.0831741629431964","0.11176140342579"
"Min 1x per week","1995","college entrance qualification","direct migration background","24","","",""
"Min 1x per week","1995","college entrance qualification","indirect migration background","3","","",""
"Min 1x per week","1995","Other degree","no migration background","6","","",""
"Min 1x per week","1995","Other degree","direct migration background","237","0.187750080238139","0.16454577618451","0.210954384291768"
"Min 1x per week","1995","Other degree","indirect migration background","1","","",""
