"pli0098_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1991","Brandenburg","East Germany","","","","","3"
"Min 1x per month","1991","Thuringia","East Germany","","","","","3"
"Min 1x per month","1991","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","1991","Saxony-Anhalt","East Germany","","","","","3"
"Min 1x per month","1991","Thuringia","West Germany","","","","","3"
"Min 1x per month","1991","Lower Saxony","West Germany","","","","","3"
"Min 1x per month","1991","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","1991","Bremen","West Germany","","","","","3"
"Min 1x per month","1991","Bremen","East Germany","","","","","3"
"Min 1x per month","1991","North Rhine-Westphalia","West Germany","","","","","3"
"Min 1x per month","1991","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","1991","Hesse","West Germany","","","","","3"
"Min 1x per month","1991","Hesse","East Germany","","","","","3"
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","1991","Baden-Württemberg","West Germany","","","","","3"
"Min 1x per month","1991","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1991","Bavaria","West Germany","","","","","3"
"Min 1x per month","1991","Bavaria","East Germany","","","","","3"
"Min 1x per month","1991","Berlin","West Germany","","","","","3"
"Min 1x per month","1991","Berlin","East Germany","","","","","3"
"Min 1x per month","1991","Brandenburg","West Germany","","","","","3"
"Min 1x per week","1991","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Min 1x per week","1991","Saxony","West Germany","","","","","2"
"Min 1x per week","1991","Saxony","East Germany","","","","","2"
"Min 1x per week","1991","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","1991","Saxony-Anhalt","East Germany","","","","","2"
"Min 1x per week","1991","Thuringia","West Germany","","","","","2"
"Min 1x per week","1991","Thuringia","East Germany","","","","","2"
"Min 1x per week","1991","Schleswig-Holstein","West Germany","","","","","2"
"Min 1x per week","1991","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1991","Hamburg","West Germany","","","","","2"
"Min 1x per week","1991","Hamburg","East Germany","","","","","2"
"Min 1x per week","1991","Lower Saxony","West Germany","","","","","2"
"Min 1x per week","1991","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1991","Bremen","West Germany","","","","","2"
"Min 1x per week","1991","Bremen","East Germany","","","","","2"
"Min 1x per week","1991","North Rhine-Westphalia","West Germany","","","","","2"
"Min 1x per week","1991","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1991","Hesse","West Germany","","","","","2"
"Min 1x per week","1991","Hesse","East Germany","","","","","2"
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Min 1x per week","1991","Brandenburg","East Germany","","","","","2"
"Min 1x per week","1991","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1991","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","1991","Bavaria","West Germany","","","","","2"
"Min 1x per week","1991","Bavaria","East Germany","","","","","2"
"Min 1x per week","1991","Berlin","West Germany","","","","","2"
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","1991","Baden-Württemberg","West Germany","","","","","2"
"Min 1x per week","1991","Berlin","East Germany","","","","","2"
"Min 1x per week","1991","Brandenburg","West Germany","","","","","2"
"Never","1991","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","1991","North Rhine-Westphalia","West Germany","","","","","5"
"Never","1991","Schleswig-Holstein","East Germany","","","","","5"
"Never","1991","Hamburg","West Germany","","","","","5"
"Never","1991","Hamburg","East Germany","","","","","5"
"Never","1991","Lower Saxony","West Germany","","","","","5"
"Never","1991","Bremen","West Germany","","","","","5"
"Never","1991","Bremen","East Germany","","","","","5"
"Never","1991","Saxony","West Germany","","","","","5"
"Never","1991","Saxony","East Germany","","","","","5"
"Never","1991","Saxony-Anhalt","West Germany","","","","","5"
"Never","1991","Saxony-Anhalt","East Germany","","","","","5"
"Never","1991","Thuringia","West Germany","","","","","5"
"Never","1991","Thuringia","East Germany","","","","","5"
"Never","1991","Lower Saxony","East Germany","","","","","5"
"Never","1991","Schleswig-Holstein","West Germany","","","","","5"
"Never","1991","Brandenburg","East Germany","","","","","5"
"Never","1991","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","1991","North Rhine-Westphalia","East Germany","","","","","5"
"Never","1991","Hesse","West Germany","","","","","5"
"Never","1991","Hesse","East Germany","","","","","5"
"Never","1991","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Never","1991","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","1991","Baden-Württemberg","West Germany","","","","","5"
"Never","1991","Baden-Württemberg","East Germany","","","","","5"
"Never","1991","Bavaria","West Germany","","","","","5"
"Never","1991","Bavaria","East Germany","","","","","5"
"Never","1991","Berlin","West Germany","","","","","5"
"Never","1991","Berlin","East Germany","","","","","5"
"Never","1991","Brandenburg","West Germany","","","","","5"
"Rarely","1991","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","1991","Hamburg","West Germany","","","","","4"
"Rarely","1991","North Rhine-Westphalia","West Germany","","","","","4"
"Rarely","1991","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","1991","Hesse","West Germany","","","","","4"
"Rarely","1991","Hesse","East Germany","","","","","4"
"Rarely","1991","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Rarely","1991","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","1991","Baden-Württemberg","West Germany","","","","","4"
"Rarely","1991","Baden-Württemberg","East Germany","","","","","4"
"Rarely","1991","Bavaria","West Germany","","","","","4"
"Rarely","1991","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","1991","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Rarely","1991","Saxony","West Germany","","","","","4"
"Rarely","1991","Schleswig-Holstein","West Germany","","","","","4"
"Rarely","1991","Hamburg","East Germany","","","","","4"
"Rarely","1991","Lower Saxony","West Germany","","","","","4"
"Rarely","1991","Lower Saxony","East Germany","","","","","4"
"Rarely","1991","Bremen","West Germany","","","","","4"
"Rarely","1991","Bremen","East Germany","","","","","4"
"Rarely","1991","Saxony","East Germany","","","","","4"
"Rarely","1991","Thuringia","East Germany","","","","","4"
"Rarely","1991","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","1991","Saxony-Anhalt","East Germany","","","","","4"
"Rarely","1991","Thuringia","West Germany","","","","","4"
"Rarely","1991","Brandenburg","East Germany","","","","","4"
"Rarely","1991","Bavaria","East Germany","","","","","4"
"Rarely","1991","Berlin","West Germany","","","","","4"
"Rarely","1991","Berlin","East Germany","","","","","4"
"Rarely","1991","Brandenburg","West Germany","","","","","4"
"Daily","1992","Schleswig-Holstein","West Germany","","","","","1"
"Daily","1992","Schleswig-Holstein","East Germany","","","","","1"
"Daily","1992","Hamburg","West Germany","","","","","1"
"Daily","1992","Hamburg","East Germany","","","","","1"
"Daily","1992","Lower Saxony","West Germany","","","","","1"
"Daily","1992","Lower Saxony","East Germany","","","","","1"
"Daily","1992","Bremen","West Germany","","","","","1"
"Daily","1992","Bremen","East Germany","","","","","1"
"Daily","1992","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","1992","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","1992","Hesse","West Germany","","","","","1"
"Daily","1992","Hesse","East Germany","","","","","1"
"Daily","1992","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Daily","1992","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","1992","Baden-Württemberg","West Germany","","","","","1"
"Daily","1992","Baden-Württemberg","East Germany","","","","","1"
"Daily","1992","Bavaria","West Germany","","","","","1"
"Daily","1992","Bavaria","East Germany","","","","","1"
"Daily","1992","Berlin","West Germany","","","","","1"
"Daily","1992","Berlin","East Germany","","","","","1"
"Daily","1992","Brandenburg","West Germany","","","","","1"
"Daily","1992","Brandenburg","East Germany","","","","","1"
"Daily","1992","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","1992","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","1992","Saxony","West Germany","","","","","1"
"Daily","1992","Saxony","East Germany","","","","","1"
"Daily","1992","Saxony-Anhalt","West Germany","","","","","1"
"Daily","1992","Saxony-Anhalt","East Germany","","","","","1"
"Daily","1992","Thuringia","West Germany","","","","","1"
"Daily","1992","Thuringia","East Germany","","","","","1"
"Min 1x per month","1992","Saxony","East Germany","50","0.0490605207805583","0.0365659982953534","0.0615550432657632","3"
"Min 1x per month","1992","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","1992","Saxony","West Germany","","","","","3"
"Min 1x per month","1992","Mecklenburg-Western Pomerania","East Germany","13","","","","3"
"Min 1x per month","1992","Hamburg","West Germany","13","","","","3"
"Min 1x per month","1992","Hamburg","East Germany","","","","","3"
"Min 1x per month","1992","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","1992","Brandenburg","East Germany","15","","","","3"
"Min 1x per month","1992","Schleswig-Holstein","West Germany","16","","","","3"
"Min 1x per month","1992","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","1992","Saxony-Anhalt","East Germany","29","","","","3"
"Min 1x per month","1992","Thuringia","West Germany","","","","","3"
"Min 1x per month","1992","Thuringia","East Germany","29","","","","3"
"Min 1x per month","1992","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1992","Bavaria","West Germany","204","0.121498433028175","0.105657576024472","0.137339290031877","3"
"Min 1x per month","1992","Bavaria","East Germany","","","","","3"
"Min 1x per month","1992","Berlin","West Germany","16","","","","3"
"Min 1x per month","1992","Berlin","East Germany","6","","","","3"
"Min 1x per month","1992","Brandenburg","West Germany","","","","","3"
"Min 1x per month","1992","Lower Saxony","West Germany","55","0.0610458187343226","0.0459246587275667","0.0761669787410785","3"
"Min 1x per month","1992","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","1992","Bremen","West Germany","3","","","","3"
"Min 1x per month","1992","Bremen","East Germany","","","","","3"
"Min 1x per month","1992","North Rhine-Westphalia","West Germany","215","0.0821810707222634","0.0714539138678578","0.092908227576669","3"
"Min 1x per month","1992","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","1992","Hesse","West Germany","137","0.100000218107627","0.0809932083424749","0.11900722787278","3"
"Min 1x per month","1992","Hesse","East Germany","","","","","3"
"Min 1x per month","1992","Rhineland-Palatinate,Saarland","West Germany","71","0.09721001120423","0.074557608690447","0.119862413718013","3"
"Min 1x per month","1992","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","1992","Baden-Württemberg","West Germany","268","0.150304684778486","0.133594545077196","0.167014824479776","3"
"Min 1x per week","1992","Thuringia","East Germany","47","0.0789294563238097","0.0586489307175488","0.0992099819300706","2"
"Min 1x per week","1992","Mecklenburg-Western Pomerania","East Germany","5","","","","2"
"Min 1x per week","1992","Saxony","West Germany","","","","","2"
"Min 1x per week","1992","Saxony","East Germany","40","0.040821567786928","0.0293750947536346","0.0522680408202214","2"
"Min 1x per week","1992","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","1992","Saxony-Anhalt","East Germany","26","","","","2"
"Min 1x per week","1992","Thuringia","West Germany","","","","","2"
"Min 1x per week","1992","Schleswig-Holstein","West Germany","6","","","","2"
"Min 1x per week","1992","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1992","Hamburg","West Germany","15","","","","2"
"Min 1x per week","1992","Hamburg","East Germany","","","","","2"
"Min 1x per week","1992","Lower Saxony","West Germany","76","0.0787379414416258","0.0617273831195564","0.0957484997636951","2"
"Min 1x per week","1992","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1992","Bremen","West Germany","1","","","","2"
"Min 1x per week","1992","Bremen","East Germany","","","","","2"
"Min 1x per week","1992","North Rhine-Westphalia","West Germany","361","0.144490426005299","0.13075784400608","0.158223008004517","2"
"Min 1x per week","1992","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1992","Hesse","West Germany","109","0.113061675508076","0.0929986446432242","0.133124706372927","2"
"Min 1x per week","1992","Hesse","East Germany","","","","","2"
"Min 1x per week","1992","Rhineland-Palatinate,Saarland","West Germany","83","0.133873565546737","0.107835814622414","0.159911316471059","2"
"Min 1x per week","1992","Brandenburg","East Germany","14","","","","2"
"Min 1x per week","1992","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1992","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","1992","Bavaria","West Germany","290","0.194448961762606","0.175259119271142","0.21363880425407","2"
"Min 1x per week","1992","Bavaria","East Germany","","","","","2"
"Min 1x per week","1992","Baden-Württemberg","West Germany","293","0.158496511194886","0.141419965514528","0.175573056875244","2"
"Min 1x per week","1992","Berlin","West Germany","24","","","","2"
"Min 1x per week","1992","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","1992","Berlin","East Germany","10","","","","2"
"Min 1x per week","1992","Brandenburg","West Germany","","","","","2"
"Never","1992","Mecklenburg-Western Pomerania","East Germany","341","0.812703135021862","0.775211649628305","0.850194620415418","5"
"Never","1992","Schleswig-Holstein","East Germany","","","","","5"
"Never","1992","Hamburg","West Germany","92","0.714124843428989","0.641818276805712","0.786431410052265","5"
"Never","1992","Hamburg","East Germany","","","","","5"
"Never","1992","Lower Saxony","West Germany","526","0.527976047373837","0.496446039711919","0.559506055035755","5"
"Never","1992","Lower Saxony","East Germany","","","","","5"
"Never","1992","Bremen","West Germany","59","0.666042616785666","0.569670652444741","0.762414581126591","5"
"Never","1992","Bremen","East Germany","","","","","5"
"Never","1992","North Rhine-Westphalia","West Germany","1255","0.476946781449639","0.457438090503522","0.496455472395756","5"
"Never","1992","Saxony","West Germany","","","","","5"
"Never","1992","Saxony","East Germany","849","0.735587728984456","0.710076276363635","0.761099181605277","5"
"Never","1992","Saxony-Anhalt","West Germany","","","","","5"
"Never","1992","Saxony-Anhalt","East Germany","612","0.804136340218064","0.776123142980079","0.832149537456049","5"
