"plh0225","year","sampreg","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2007","East Germany","","","",""
"4 on scale 1-7","2007","West Germany","","","",""
"4 on scale 1-7","2007","East Germany","","","",""
"5 on scale 1-7","2007","West Germany","","","",""
"5 on scale 1-7","2007","East Germany","","","",""
"6 on scale 1-7","2007","West Germany","","","",""
"6 on scale 1-7","2007","East Germany","","","",""
"7 Strongly agree","2007","West Germany","","","",""
"7 Strongly agree","2007","East Germany","","","",""
"1 Strongly disagree","2008","West Germany","","","",""
"1 Strongly disagree","2008","East Germany","","","",""
"2 on scale 1-7 ","2008","West Germany","","","",""
"2 on scale 1-7 ","2008","East Germany","","","",""
"3 on scale 1-7 ","2008","West Germany","","","",""
"3 on scale 1-7 ","2008","East Germany","","","",""
"4 on scale 1-7","2008","West Germany","","","",""
"4 on scale 1-7","2008","East Germany","","","",""
"5 on scale 1-7","2008","West Germany","","","",""
"5 on scale 1-7","2008","East Germany","","","",""
"6 on scale 1-7","2008","West Germany","","","",""
"6 on scale 1-7","2008","East Germany","","","",""
"7 Strongly agree","2008","West Germany","","","",""
"7 Strongly agree","2008","East Germany","","","",""
"1 Strongly disagree","2009","West Germany","350","0.0312332229634091","0.0282934004374","0.0341730454894182"
"1 Strongly disagree","2009","East Germany","90","0.0199603197922759","0.0158910037294516","0.0240296358551001"
"2 on scale 1-7 ","2009","West Germany","872","0.0652274283250633","0.0610542090682343","0.0694006475818923"
"2 on scale 1-7 ","2009","East Germany","339","0.0798379157603472","0.0719519913909418","0.0877238401297526"
"3 on scale 1-7 ","2009","West Germany","1641","0.123026685424568","0.117475369481017","0.128578001368118"
"3 on scale 1-7 ","2009","East Germany","627","0.137854297981387","0.127823942279683","0.147884653683092"
"4 on scale 1-7","2009","West Germany","3003","0.22234336432849","0.215315730548773","0.229370998108206"
"4 on scale 1-7","2009","East Germany","1080","0.235936676411803","0.223583511177152","0.248289841646454"
"5 on scale 1-7","2009","West Germany","3057","0.226081277368174","0.219011868994299","0.233150685742049"
"5 on scale 1-7","2009","East Germany","1031","0.221566715248015","0.209483603175735","0.233649827320295"
"6 on scale 1-7","2009","West Germany","2666","0.190308742991802","0.183674487547788","0.196942998435816"
"6 on scale 1-7","2009","East Germany","866","0.186302123346667","0.174974042523133","0.1976302041702"
"7 Strongly agree","2009","West Germany","1860","0.141779278598495","0.13588393701883","0.147674620178159"
"7 Strongly agree","2009","East Germany","505","0.118541951459505","0.109137083442586","0.127946819476423"
"1 Strongly disagree","2010","West Germany","","","",""
"1 Strongly disagree","2010","East Germany","","","",""
"2 on scale 1-7 ","2010","West Germany","","","",""
"2 on scale 1-7 ","2010","East Germany","","","",""
"3 on scale 1-7 ","2010","West Germany","","","",""
"3 on scale 1-7 ","2010","East Germany","","","",""
"4 on scale 1-7","2010","West Germany","","","",""
"4 on scale 1-7","2010","East Germany","","","",""
"5 on scale 1-7","2010","West Germany","","","",""
"5 on scale 1-7","2010","East Germany","","","",""
"6 on scale 1-7","2010","West Germany","","","",""
"6 on scale 1-7","2010","East Germany","","","",""
"7 Strongly agree","2010","West Germany","","","",""
"7 Strongly agree","2010","East Germany","","","",""
"1 Strongly disagree","2011","West Germany","","","",""
"1 Strongly disagree","2011","East Germany","","","",""
"2 on scale 1-7 ","2011","West Germany","","","",""
"2 on scale 1-7 ","2011","East Germany","","","",""
"3 on scale 1-7 ","2011","West Germany","","","",""
"3 on scale 1-7 ","2011","East Germany","","","",""
"4 on scale 1-7","2011","West Germany","","","",""
"4 on scale 1-7","2011","East Germany","","","",""
"5 on scale 1-7","2011","West Germany","","","",""
"5 on scale 1-7","2011","East Germany","","","",""
"6 on scale 1-7","2011","West Germany","","","",""
"6 on scale 1-7","2011","East Germany","","","",""
"7 Strongly agree","2011","West Germany","","","",""
"7 Strongly agree","2011","East Germany","","","",""
"1 Strongly disagree","2012","West Germany","114","0.0208707455223282","0.0171841669589998","0.0245573240856566"
"1 Strongly disagree","2012","East Germany","36","0.0301483844402778","0.0209757913657049","0.0393209775148507"
"2 on scale 1-7 ","2012","West Germany","287","0.0500079986165362","0.0443869905307422","0.0556290067023302"
"2 on scale 1-7 ","2012","East Germany","92","0.0668843827969676","0.0534833722460236","0.0802853933479115"
"3 on scale 1-7 ","2012","West Germany","520","0.082029720490746","0.0749529611812328","0.0891064798002591"
"3 on scale 1-7 ","2012","East Germany","122","0.0961526694703141","0.080338890257754","0.111966448682874"
"4 on scale 1-7","2012","West Germany","1104","0.185051860974676","0.17503697028593","0.195066751663421"
"4 on scale 1-7","2012","East Germany","231","0.163811665821258","0.143958401545916","0.183664930096601"
"5 on scale 1-7","2012","West Germany","1356","0.235563376472428","0.224619803784509","0.246506949160347"
"5 on scale 1-7","2012","East Germany","310","0.23927392193589","0.216387953510965","0.262159890360815"
"6 on scale 1-7","2012","West Germany","1349","0.237231460798705","0.226261198130117","0.248201723467294"
"6 on scale 1-7","2012","East Germany","330","0.251660087654885","0.228381100305763","0.274939075004006"
"7 Strongly agree","2012","West Germany","1046","0.18924483712458","0.179143208914603","0.199346465334557"
"7 Strongly agree","2012","East Germany","214","0.152068887880408","0.132806597375787","0.171331178385028"
"1 Strongly disagree","2013","West Germany","332","0.025847495350451","0.0232536040795444","0.0284413866213575"
"1 Strongly disagree","2013","East Germany","98","0.0232602001587364","0.0188370860305274","0.0276833142869455"
"2 on scale 1-7 ","2013","West Germany","753","0.0552938943230912","0.0515578156819237","0.0590299729642587"
"2 on scale 1-7 ","2013","East Germany","243","0.0533551756221539","0.0467601909778252","0.0599501602664825"
"3 on scale 1-7 ","2013","West Germany","1501","0.110221853212651","0.10510263336552","0.115341073059782"
"3 on scale 1-7 ","2013","East Germany","520","0.121804440664964","0.112206917728839","0.131401963601089"
"4 on scale 1-7","2013","West Germany","3076","0.207747486863737","0.201115727471642","0.214379246255833"
"4 on scale 1-7","2013","East Germany","982","0.217996217399829","0.205880172188288","0.23011226261137"
"5 on scale 1-7","2013","West Germany","3388","0.230633020058819","0.223747185666307","0.23751885445133"
"5 on scale 1-7","2013","East Germany","1109","0.238292878405887","0.225790820126838","0.250794936684935"
"6 on scale 1-7","2013","West Germany","3132","0.21569766944772","0.208974198415496","0.222421140479945"
"6 on scale 1-7","2013","East Germany","980","0.225620374834984","0.213354512208448","0.237886237461521"
"7 Strongly agree","2013","West Germany","2194","0.154558580743531","0.148649534620765","0.160467626866296"
"7 Strongly agree","2013","East Germany","529","0.119670712913445","0.110146074581442","0.129195351245449"
"1 Strongly disagree","2014","West Germany","","","",""
"1 Strongly disagree","2014","East Germany","","","",""
"2 on scale 1-7 ","2014","West Germany","","","",""
"2 on scale 1-7 ","2014","East Germany","","","",""
"3 on scale 1-7 ","2014","West Germany","","","",""
"3 on scale 1-7 ","2014","East Germany","","","",""
"4 on scale 1-7","2014","West Germany","","","",""
"4 on scale 1-7","2014","East Germany","","","",""
"5 on scale 1-7","2014","West Germany","","","",""
"5 on scale 1-7","2014","East Germany","","","",""
"6 on scale 1-7","2014","West Germany","","","",""
"6 on scale 1-7","2014","East Germany","","","",""
"7 Strongly agree","2014","West Germany","","","",""
"7 Strongly agree","2014","East Germany","","","",""
"1 Strongly disagree","2015","West Germany","","","",""
"1 Strongly disagree","2015","East Germany","","","",""
"2 on scale 1-7 ","2015","West Germany","","","",""
"2 on scale 1-7 ","2015","East Germany","","","",""
"3 on scale 1-7 ","2015","West Germany","","","",""
"3 on scale 1-7 ","2015","East Germany","","","",""
"4 on scale 1-7","2015","West Germany","","","",""
"4 on scale 1-7","2015","East Germany","","","",""
"5 on scale 1-7","2015","West Germany","","","",""
"5 on scale 1-7","2015","East Germany","","","",""
"6 on scale 1-7","2015","West Germany","","","",""
"6 on scale 1-7","2015","East Germany","","","",""
"7 Strongly agree","2015","West Germany","","","",""
"7 Strongly agree","2015","East Germany","","","",""
"1 Strongly disagree","2016","West Germany","","","",""
"1 Strongly disagree","2016","East Germany","","","",""
"2 on scale 1-7 ","2016","West Germany","","","",""
"2 on scale 1-7 ","2016","East Germany","","","",""
"3 on scale 1-7 ","2016","West Germany","","","",""
"3 on scale 1-7 ","2016","East Germany","","","",""
"4 on scale 1-7","2016","West Germany","","","",""
"4 on scale 1-7","2016","East Germany","","","",""
"5 on scale 1-7","2016","West Germany","","","",""
"5 on scale 1-7","2016","East Germany","","","",""
"6 on scale 1-7","2016","West Germany","","","",""
"6 on scale 1-7","2016","East Germany","","","",""
"7 Strongly agree","2016","West Germany","","","",""
"7 Strongly agree","2016","East Germany","","","",""
"1 Strongly disagree","2017","West Germany","537","0.0200300975444947","0.0182233419735667","0.0218368531154227"
"1 Strongly disagree","2017","East Germany","102","0.0143628605048665","0.0113726353940814","0.0173530856156516"
"2 on scale 1-7 ","2017","West Germany","1267","0.0580607071701279","0.0550448961831252","0.0610765181571306"
"2 on scale 1-7 ","2017","East Germany","379","0.0644669054631711","0.0582949487337825","0.0706388621925596"
"3 on scale 1-7 ","2017","West Germany","2209","0.0992649355295764","0.0954088383627468","0.103121032696406"
"3 on scale 1-7 ","2017","East Germany","568","0.0989079902965316","0.0914051596925346","0.106410820900529"
"4 on scale 1-7","2017","West Germany","4143","0.187770459159884","0.18273424109965","0.192806677220117"
"4 on scale 1-7","2017","East Germany","1163","0.20392567774241","0.193799684151301","0.214051671333519"
"5 on scale 1-7","2017","West Germany","5161","0.229931897662233","0.224505449225056","0.235358346099411"
"5 on scale 1-7","2017","East Germany","1462","0.24869434349941","0.23783093361378","0.25955775338504"
"6 on scale 1-7","2017","West Germany","5329","0.234095969327227","0.228635428643593","0.239556510010861"
"6 on scale 1-7","2017","East Germany","1350","0.220613113536721","0.210191928859701","0.231034298213741"
"7 Strongly agree","2017","West Germany","4453","0.170845933606457","0.165992250230316","0.175699616982598"
"7 Strongly agree","2017","East Germany","1058","0.149029108956889","0.140079217097935","0.157979000815843"
"1 Strongly disagree","2018","West Germany","","","",""
"1 Strongly disagree","2018","East Germany","","","",""
"2 on scale 1-7 ","2018","West Germany","","","",""
"2 on scale 1-7 ","2018","East Germany","","","",""
"3 on scale 1-7 ","2018","West Germany","","","",""
"3 on scale 1-7 ","2018","East Germany","","","",""
"4 on scale 1-7","2018","West Germany","","","",""
"4 on scale 1-7","2018","East Germany","","","",""
"5 on scale 1-7","2018","West Germany","","","",""
"5 on scale 1-7","2018","East Germany","","","",""
"6 on scale 1-7","2018","West Germany","","","",""
"6 on scale 1-7","2018","East Germany","","","",""
"7 Strongly agree","2018","West Germany","","","",""
"7 Strongly agree","2018","East Germany","","","",""
"1 Strongly disagree","2019","West Germany","523","0.0274614710786716","0.025202046849173","0.0297208953081702"
"1 Strongly disagree","2019","East Germany","133","0.0224255544813508","0.0185329943073973","0.0263181146553043"
"2 on scale 1-7 ","2019","West Germany","1344","0.0650568238162708","0.0616470818791078","0.0684665657534338"
"2 on scale 1-7 ","2019","East Germany","357","0.0714784887016539","0.0647056226691047","0.0782513547342032"
"3 on scale 1-7 ","2019","West Germany","2159","0.10617171794112","0.101912656127579","0.110430779754661"
"3 on scale 1-7 ","2019","East Germany","598","0.111873059173279","0.103586216400743","0.120159901945816"
"4 on scale 1-7","2019","West Germany","4033","0.209885266018831","0.204255134615566","0.215515397422096"
"4 on scale 1-7","2019","East Germany","1118","0.214712037047211","0.203916817325954","0.225507256768469"
"5 on scale 1-7","2019","West Germany","4510","0.228981624712085","0.223172440407829","0.234790809016342"
"5 on scale 1-7","2019","East Germany","1283","0.222479460153939","0.211545192107072","0.233413728200806"
"6 on scale 1-7","2019","West Germany","4382","0.214526336365661","0.208851039328853","0.220201633402469"
"6 on scale 1-7","2019","East Germany","1245","0.218061842224592","0.207205966535455","0.228917717913729"
"7 Strongly agree","2019","West Germany","3146","0.147916760067361","0.143008447864766","0.152825072269956"
"7 Strongly agree","2019","East Germany","824","0.138969558217973","0.129875496204863","0.148063620231084"
