"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2008","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2008","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2008","35-65 y.","Other degree","","","","","","","","","","",""
"2008","35-65 y.","secondary school degree","","","","","","","","","","",""
"2008","66 and older","college entrance qualification","","","","","","","","","","",""
"2008","66 and older","lower secondary degree","","","","","","","","","","",""
"2008","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2008","66 and older","Other degree","","","","","","","","","","",""
"2008","66 and older","secondary school degree","","","","","","","","","","",""
"2009","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2009","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2009","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2009","16-34 y.","Other degree","","","","","","","","","","",""
"2009","16-34 y.","secondary school degree","","","","","","","","","","",""
"2009","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2009","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2009","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2009","35-65 y.","Other degree","","","","","","","","","","",""
"2009","35-65 y.","secondary school degree","","","","","","","","","","",""
"2009","66 and older","college entrance qualification","","","","","","","","","","",""
"2009","66 and older","lower secondary degree","","","","","","","","","","",""
"2009","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2009","66 and older","Other degree","","","","","","","","","","",""
"2009","66 and older","secondary school degree","","","","","","","","","","",""
"2010","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2010","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2010","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2010","16-34 y.","Other degree","","","","","","","","","","",""
"2010","16-34 y.","secondary school degree","","","","","","","","","","",""
"2010","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2010","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2010","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2010","35-65 y.","Other degree","","","","","","","","","","",""
"2010","35-65 y.","secondary school degree","","","","","","","","","","",""
"2010","66 and older","college entrance qualification","","","","","","","","","","",""
"2010","66 and older","lower secondary degree","","","","","","","","","","",""
"2010","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2010","66 and older","Other degree","","","","","","","","","","",""
"2010","66 and older","secondary school degree","","","","","","","","","","",""
"2011","16-34 y.","college entrance qualification","7.95","8","1938","6","7","9","10","7.88","8.02","8","8"
"2011","16-34 y.","lower secondary degree","7.99","8","1039","5","7","9","10","7.88","8.1","8","9"
"2011","16-34 y.","no degree/no degree yet","8.54","9","551","7","8","10","10","8.4","8.68","9","9"
"2011","16-34 y.","Other degree","7.63","8","336","5","7","9","10","7.39","7.87","8","8"
"2011","16-34 y.","secondary school degree","8","8","1858","6","7","9","10","7.92","8.08","8","8"
"2011","35-65 y.","college entrance qualification","7.54","8","4586","5","7","9","10","7.49","7.59","8","8"
"2011","35-65 y.","lower secondary degree","7.41","8","3696","5","6","9","10","7.35","7.47","8","8"
"2011","35-65 y.","no degree/no degree yet","7.37","8","192","5","5","9","10","7.03","7.71","8","8"
"2011","35-65 y.","Other degree","7.32","8","1087","5","6","9","10","7.2","7.44","8","8"
"2011","35-65 y.","secondary school degree","7.51","8","5264","5","7","9","10","7.46","7.56","8","8"
"2011","66 and older","college entrance qualification","7.59","8","819","5","7","9","10","7.46","7.72","8","8"
"2011","66 and older","lower secondary degree","7.4","8","2511","5","6","9","10","7.32","7.48","8","8"
"2011","66 and older","no degree/no degree yet","6.7","7","63","3","5","9","10","6.03","7.37","6","8"
"2011","66 and older","Other degree","7.13","8","209","4","6","9","10","6.86","7.4","7","8"
"2011","66 and older","secondary school degree","7.35","8","847","5","6","9","10","7.22","7.48","8","8"
"2012","16-34 y.","college entrance qualification","8.48","9","413","7","8","10","10","8.34","8.62","8","9"
"2012","16-34 y.","lower secondary degree","8.19","9","496","6","7","10","10","8.03","8.35","8","9"
"2012","16-34 y.","no degree/no degree yet","8.23","9","275","5","8","10","10","8","8.46","8","9"
"2012","16-34 y.","Other degree","8","8","201","5","8","9","10","7.73","8.27","8","8"
"2012","16-34 y.","secondary school degree","8.25","9","683","6","7","10","10","8.12","8.38","8","9"
"2012","35-65 y.","college entrance qualification","7.99","8","1732","6","7","9","10","7.91","8.07","8","8"
"2012","35-65 y.","lower secondary degree","7.83","8","901","5","7","9","10","7.71","7.95","8","8"
"2012","35-65 y.","no degree/no degree yet","7.27","7","77","5","6","9","10","6.73","7.81","7","8"
"2012","35-65 y.","Other degree","7.81","8","483","5","7","9","10","7.64","7.98","8","8"
"2012","35-65 y.","secondary school degree","8.09","8","1700","6","8","9","10","8.01","8.17","8","8"
"2012","66 and older","college entrance qualification","","","","","","","","","","",""
"2012","66 and older","lower secondary degree","","","","","","","","","","",""
"2012","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2012","66 and older","Other degree","","","","","","","","","","",""
"2012","66 and older","secondary school degree","","","","","","","","","","",""
"2013","16-34 y.","college entrance qualification","8.56","9","371","7","8","9","10","8.43","8.69","9","9"
"2013","16-34 y.","lower secondary degree","7.88","8","425","5","7","9","10","7.69","8.07","8","9"
"2013","16-34 y.","no degree/no degree yet","8.24","9","270","6","8","10","10","8.05","8.43","8","9"
"2013","16-34 y.","Other degree","7.66","8","153","5","7","9","10","7.37","7.95","8","8"
"2013","16-34 y.","secondary school degree","8.39","9","637","7","8","9","10","8.26","8.52","8","9"
"2013","35-65 y.","college entrance qualification","8.06","8","1674","6","7","9","10","7.99","8.13","8","8"
"2013","35-65 y.","lower secondary degree","7.75","8","865","5","7","9","10","7.62","7.88","8","8"
"2013","35-65 y.","no degree/no degree yet","7.44","8","73","5","6","9","10","6.9","7.98","7","8"
"2013","35-65 y.","Other degree","7.85","8","454","5","7","9","10","7.67","8.03","8","8"
"2013","35-65 y.","secondary school degree","7.99","8","1642","6","7","9","10","7.91","8.07","8","8"
"2013","66 and older","college entrance qualification","","","","","","","","","","",""
"2013","66 and older","lower secondary degree","","","","","","","","","","",""
"2013","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2013","66 and older","Other degree","","","","","","","","","","",""
"2013","66 and older","secondary school degree","","","","","","","","","","",""
"2014","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2014","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2014","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2014","16-34 y.","Other degree","","","","","","","","","","",""
"2014","16-34 y.","secondary school degree","","","","","","","","","","",""
"2014","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2014","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2014","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2014","35-65 y.","Other degree","","","","","","","","","","",""
"2014","35-65 y.","secondary school degree","","","","","","","","","","",""
"2014","66 and older","college entrance qualification","","","","","","","","","","",""
"2014","66 and older","lower secondary degree","","","","","","","","","","",""
"2014","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2014","66 and older","Other degree","","","","","","","","","","",""
"2014","66 and older","secondary school degree","","","","","","","","","","",""
"2015","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2015","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2015","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2015","16-34 y.","Other degree","","","","","","","","","","",""
"2015","16-34 y.","secondary school degree","","","","","","","","","","",""
"2015","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2015","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2015","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2015","35-65 y.","Other degree","","","","","","","","","","",""
"2015","35-65 y.","secondary school degree","","","","","","","","","","",""
"2015","66 and older","college entrance qualification","","","","","","","","","","",""
"2015","66 and older","lower secondary degree","","","","","","","","","","",""
"2015","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2015","66 and older","Other degree","","","","","","","","","","",""
"2015","66 and older","secondary school degree","","","","","","","","","","",""
"2016","16-34 y.","college entrance qualification","7.97","8","1723","6","7","9","10","7.9","8.04","8","8"
"2016","16-34 y.","lower secondary degree","8.02","8","789","5","7","9","10","7.89","8.15","8","9"
"2016","16-34 y.","no degree/no degree yet","8.05","9","434","5","7","9","10","7.87","8.23","9","9"
"2016","16-34 y.","Other degree","7.89","8","689","6","7","9","10","7.74","8.04","8","8"
"2016","16-34 y.","secondary school degree","8.04","8","1235","6","7","9","10","7.95","8.13","8","8"
"2016","35-65 y.","college entrance qualification","7.55","8","4085","5","7","9","9","7.5","7.6","8","8"
"2016","35-65 y.","lower secondary degree","7.35","8","2700","5","6","9","10","7.27","7.43","8","8"
"2016","35-65 y.","no degree/no degree yet","7.34","8","321","5","6","9","10","7.09","7.59","7","8"
"2016","35-65 y.","Other degree","7.54","8","2250","5","7","9","10","7.46","7.62","8","8"
"2016","35-65 y.","secondary school degree","7.63","8","4332","5","7","9","10","7.58","7.68","8","8"
"2016","66 and older","college entrance qualification","7.83","8","973","5","7","9","10","7.73","7.93","8","8"
"2016","66 and older","lower secondary degree","7.42","8","2318","5","6","9","10","7.34","7.5","8","8"
"2016","66 and older","no degree/no degree yet","6.57","6.57","58","5","5","8","9","5.98","7.16","6","8"
"2016","66 and older","Other degree","7.44","8","293","5","7","8","9","7.23","7.65","8","8"
"2016","66 and older","secondary school degree","7.41","8","1041","5","6","9","10","7.3","7.52","8","8"
