"year","pgisced97","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2012","in school","Female","8.61","9","99","8.34","8.88","6","8","10","10"
"2012","in school","Male","8.59","9","91","8.25","8.93","6","8","10","10"
"2012","inadequately","Female","6.91","7","92","6.36","7.46","3","5","9","10"
"2012","inadequately","Male","7.76","8","65","7.26","8.26","5","7","9","10"
"2012","middle vocational","Female","8.18","8","1995","8.1","8.26","6","8","9","10"
"2012","middle vocational","Male","7.96","8","1261","7.86","8.06","6","7","9","10"
"2012","vocational + Abi","Female","8.29","9","542","8.16","8.42","6","8","9","10"
"2012","vocational + Abi","Male","8.03","8","215","7.79","8.27","6","7","9","10"
"2013","general elemantary","Female","7.76","8","466","7.57","7.95","5","7","9","10"
"2013","general elemantary","Male","7.97","8","297","7.73","8.21","5","7","10","10"
"2013","higher education","Female","8.24","8","759","8.14","8.34","6","8","9","10"
"2013","higher education","Male","7.8","8","632","7.68","7.92","6","7","9","10"
"2013","higher vocational","Female","8.12","8","137","7.81","8.43","6","8","9","10"
"2013","higher vocational","Male","7.75","8","215","7.52","7.98","6","7","9","10"
"2013","in school","Female","8.62","9","99","8.39","8.85","7","8","10","10"
"2013","in school","Male","8.73","9","98","8.51","8.95","7","8","10","10"
"2013","inadequately","Female","7.11","8","81","6.56","7.66","2","5","9","10"
"2013","inadequately","Male","7.54","8","58","7.05","8.03","5","6","9","10"
"2013","middle vocational","Female","8.1","8","1902","8.02","8.18","6","8","9","10"
"2013","middle vocational","Male","7.98","8","1180","7.88","8.08","6","7","9","10"
"2013","vocational + Abi","Female","8.32","8","490","8.18","8.46","7","8","9","10"
"2013","vocational + Abi","Male","8.08","8","197","7.84","8.32","6","7","9","10"
"2014","general elemantary","Female","","","","","","","","",""
"2014","general elemantary","Male","","","","","","","","",""
"2014","higher education","Female","","","","","","","","",""
"2014","higher education","Male","","","","","","","","",""
"2014","higher vocational","Female","","","","","","","","",""
"2014","higher vocational","Male","","","","","","","","",""
"2014","in school","Female","","","","","","","","",""
"2014","in school","Male","","","","","","","","",""
"2014","inadequately","Female","","","","","","","","",""
"2014","inadequately","Male","","","","","","","","",""
"2014","middle vocational","Female","","","","","","","","",""
"2014","middle vocational","Male","","","","","","","","",""
"2014","vocational + Abi","Female","","","","","","","","",""
"2014","vocational + Abi","Male","","","","","","","","",""
"2015","general elemantary","Female","","","","","","","","",""
"2015","general elemantary","Male","","","","","","","","",""
"2015","higher education","Female","","","","","","","","",""
"2015","higher education","Male","","","","","","","","",""
"2015","higher vocational","Female","","","","","","","","",""
"2015","higher vocational","Male","","","","","","","","",""
"2015","in school","Female","","","","","","","","",""
"2015","in school","Male","","","","","","","","",""
"2015","inadequately","Female","","","","","","","","",""
"2015","inadequately","Male","","","","","","","","",""
"2015","middle vocational","Female","","","","","","","","",""
"2015","middle vocational","Male","","","","","","","","",""
"2015","vocational + Abi","Female","","","","","","","","",""
"2015","vocational + Abi","Male","","","","","","","","",""
"2016","general elemantary","Female","7.53","8","1574","7.43","7.63","5","7","9","10"
"2016","general elemantary","Male","7.63","8","985","7.51","7.75","5","7","9","10"
"2016","higher education","Female","7.75","8","2967","7.69","7.81","5","7","9","10"
"2016","higher education","Male","7.54","8","2922","7.48","7.6","5","7","9","9"
"2016","higher vocational","Female","7.69","8","547","7.55","7.83","6","7","9","10"
"2016","higher vocational","Male","7.56","8","857","7.45","7.67","5","7","9","9"
"2016","in school","Female","8.31","9","190","8.09","8.53","5","8","10","10"
"2016","in school","Male","8.64","9","144","8.41","8.87","7","8","10","10"
"2016","inadequately","Female","6.94","7","228","6.61","7.27","4","5","9","10"
"2016","inadequately","Male","7.04","8","170","6.7","7.38","4","5","9","10"
"2016","middle vocational","Female","7.73","8","6042","7.68","7.78","5","7","9","10"
"2016","middle vocational","Male","7.5","8","4920","7.45","7.55","5","7","9","10"
"2016","vocational + Abi","Female","7.67","8","1268","7.57","7.77","5","7","9","10"
"2016","vocational + Abi","Male","7.6","8","747","7.47","7.73","5","7","9","10"
