"ple0180","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Four to six days a week","2018","direct migration background","West Germany","180","0.0492442910959398","0.0426016097548099","0.0558869724370697"
"Four to six days a week","2018","direct migration background","East Germany","17","","",""
"Four to six days a week","2018","indirect migration background","West Germany","52","0.0309165459840185","0.0223844009446816","0.0394486910233554"
"Four to six days a week","2018","indirect migration background","East Germany","3","","",""
"Two to three days a week","2018","no migration background","West Germany","2777","0.207402040907018","0.200773200183164","0.214030881630873"
"Two to three days a week","2018","no migration background","East Germany","1246","0.253539664042321","0.241472821903842","0.265606506180799"
"Two to three days a week","2018","direct migration background","West Germany","947","0.237816998061066","0.224746802694899","0.250887193427234"
"Two to three days a week","2018","direct migration background","East Germany","123","0.312212608120772","0.263314633896983","0.36111058234456"
"Two to three days a week","2018","indirect migration background","West Germany","264","0.169118783491984","0.150641098898427","0.187596468085541"
"Two to three days a week","2018","indirect migration background","East Germany","26","","",""
"Two to four days a month","2018","no migration background","West Germany","6995","0.476324198057855","0.468158615538726","0.484489780576984"
"Two to four days a month","2018","no migration background","East Germany","2312","0.454836366168946","0.441024309948776","0.468648422389116"
"Two to four days a month","2018","direct migration background","West Germany","1843","0.451496000753117","0.43621865679807","0.466773344708165"
"Two to four days a month","2018","direct migration background","East Germany","117","0.351085169847197","0.30071903363302","0.401451306061374"
"Two to four days a month","2018","indirect migration background","West Germany","663","0.441426609783879","0.416949984902975","0.465903234664783"
"Two to four days a month","2018","indirect migration background","East Germany","42","0.322415175099049","0.239134357790086","0.405695992408012"
"Once a month or less","2018","no migration background","West Germany","2994","0.203360190543274","0.196779543937493","0.209940837149054"
"Once a month or less","2018","no migration background","East Germany","936","0.178365341185724","0.167746871835747","0.188983810535702"
"Once a month or less","2018","direct migration background","West Germany","859","0.204150852433325","0.191776514277128","0.216525190589521"
"Once a month or less","2018","direct migration background","East Germany","58","0.141409159617037","0.104641122989048","0.178177196245027"
"Once a month or less","2018","indirect migration background","West Germany","387","0.254292454129387","0.232827341999432","0.275757566259342"
"Once a month or less","2018","indirect migration background","East Germany","36","0.315383152421125","0.232589233070269","0.398177071771982"
"Never","2018","no migration background","West Germany","1131","0.0729763980507288","0.0687239285849768","0.0772288675164809"
"Never","2018","no migration background","East Germany","259","0.0588097752554592","0.0522840201500646","0.0653355303608539"
"Never","2018","direct migration background","West Germany","211","0.0495632289931967","0.0429001890819818","0.0562262689044116"
"Never","2018","direct migration background","East Germany","24","","",""
"Never","2018","indirect migration background","West Germany","193","0.0928564129459078","0.0785501525759506","0.107162673315865"
"Never","2018","indirect migration background","East Germany","12","","",""
