"ple0180","year","education","n","percent","lower_confidence","upper_confidence"
"Two to three days a week","2017","lower secondary degree","","","",""
"Two to three days a week","2017","secondary school degree","","","",""
"Two to three days a week","2017","college entrance qualification","","","",""
"Two to three days a week","2017","Other degree","","","",""
"Two to three days a week","2017","no degree/no degree yet","","","",""
"Two to four days a month","2017","lower secondary degree","","","",""
"Two to four days a month","2017","secondary school degree","","","",""
"Two to four days a month","2017","college entrance qualification","","","",""
"Two to four days a month","2017","Other degree","","","",""
"Two to four days a month","2017","no degree/no degree yet","","","",""
"Once a month or less","2017","lower secondary degree","","","",""
"Once a month or less","2017","secondary school degree","","","",""
"Once a month or less","2017","college entrance qualification","","","",""
"Once a month or less","2017","Other degree","","","",""
"Once a month or less","2017","no degree/no degree yet","","","",""
"Never","2017","lower secondary degree","","","",""
"Never","2017","secondary school degree","","","",""
"Never","2017","college entrance qualification","","","",""
"Never","2017","Other degree","","","",""
"Never","2017","no degree/no degree yet","","","",""
"Daily","2018","lower secondary degree","45","0.0060277416693776","0.00400782018425442","0.00804766315450079"
"Daily","2018","secondary school degree","63","0.0109063837492757","0.00850029672659856","0.0133124707719529"
"Daily","2018","college entrance qualification","47","0.00674024166823184","0.00490178476641388","0.0085786985700498"
"Daily","2018","Other degree","25","","",""
"Daily","2018","no degree/no degree yet","11","","",""
"Four to six days a week","2018","lower secondary degree","200","0.0413918468347109","0.0361937064697928","0.046589987199629"
"Four to six days a week","2018","secondary school degree","226","0.0385514415910074","0.0340914341669792","0.0430114490150356"
"Four to six days a week","2018","college entrance qualification","187","0.0300174485198043","0.0261834393501296","0.0338514576894789"
"Four to six days a week","2018","Other degree","127","0.0477297882426479","0.0400325863758859","0.0554269901094098"
"Four to six days a week","2018","no degree/no degree yet","41","0.0392676677518754","0.0264998707918624","0.0520354647118884"
"Two to three days a week","2018","lower secondary degree","1274","0.237325098361743","0.226222833004087","0.248427363719399"
"Two to three days a week","2018","secondary school degree","1516","0.211661450441434","0.202198435846406","0.221124465036462"
"Two to three days a week","2018","college entrance qualification","1473","0.205997429196277","0.196910311490754","0.215084546901799"
"Two to three days a week","2018","Other degree","751","0.26772237289628","0.251736430684511","0.28370831510805"
"Two to three days a week","2018","no degree/no degree yet","153","0.162149353838356","0.137920206763557","0.186378500913156"
"Two to four days a month","2018","lower secondary degree","2520","0.438477344318486","0.425528611726924","0.451426076910049"
"Two to four days a month","2018","secondary school degree","3388","0.469717249637493","0.458155481686077","0.481279017588909"
"Two to four days a month","2018","college entrance qualification","3924","0.504418118151876","0.493184042400731","0.515652193903021"
"Two to four days a month","2018","Other degree","1290","0.425175373940564","0.407326543782451","0.443024204098677"
"Two to four days a month","2018","no degree/no degree yet","345","0.440065506961005","0.407434950053321","0.472696063868689"
"Once a month or less","2018","lower secondary degree","1204","0.213264328233837","0.202575168383124","0.223953488084551"
"Once a month or less","2018","secondary school degree","1514","0.208696729122467","0.199282569761482","0.218110888483452"
"Once a month or less","2018","college entrance qualification","1433","0.181195643908987","0.172541019055327","0.189850268762646"
"Once a month or less","2018","Other degree","583","0.188810577119526","0.174680897241896","0.202940256997156"
"Once a month or less","2018","no degree/no degree yet","228","0.237114808412695","0.209156805759348","0.265072811066043"
"Never","2018","lower secondary degree","398","0.063513640581845","0.0571492873941749","0.069877993769515"
"Never","2018","secondary school degree","451","0.0604667454583224","0.0549451241340639","0.0659883667825809"
"Never","2018","college entrance qualification","545","0.0716311185548251","0.0658368922587735","0.0774253448508766"
"Never","2018","Other degree","171","0.0606194583195549","0.0520038721836267","0.0692350444554831"
"Never","2018","no degree/no degree yet","111","0.109783473212797","0.0892333930625061","0.130333553363087"
