"ple0180","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Two to three days a week","2016","college entrance qualification","Male","735","0.230278108888635","0.215693375311504","0.244862842465767"
"Two to three days a week","2016","college entrance qualification","Female","728","0.218800850167604","0.205162365434439","0.232439334900769"
"Two to three days a week","2016","Other degree","Male","404","0.291902628382111","0.268701047636371","0.315104209127852"
"Two to three days a week","2016","Other degree","Female","522","0.342073516336751","0.319953867575355","0.364193165098147"
"Two to three days a week","2016","no degree/no degree yet","Male","66","0.172697374102698","0.133266554279683","0.212128193925713"
"Two to three days a week","2016","no degree/no degree yet","Female","95","0.224269650637674","0.18607029855078","0.262469002724569"
"Two to four days a month","2016","lower secondary degree","Male","1307","0.447470863542294","0.429206088366902","0.465735638717686"
"Two to four days a month","2016","lower secondary degree","Female","1285","0.455864585634854","0.437753418172008","0.4739757530977"
"Two to four days a month","2016","secondary school degree","Male","1254","0.448893831301516","0.429924442186141","0.46786322041689"
"Two to four days a month","2016","secondary school degree","Female","1818","0.455165830182689","0.439526744670333","0.470804915695044"
"Two to four days a month","2016","college entrance qualification","Male","1693","0.528288252521128","0.510994904694006","0.54558160034825"
"Two to four days a month","2016","college entrance qualification","Female","1741","0.46535080124055","0.448896273146996","0.481805329334104"
"Two to four days a month","2016","Other degree","Male","645","0.414555093907846","0.389413881071162","0.43969630674453"
"Two to four days a month","2016","Other degree","Female","770","0.368071873464501","0.345584953453783","0.39055879347522"
"Two to four days a month","2016","no degree/no degree yet","Male","143","0.387396569985923","0.336577310086119","0.438215829885726"
"Two to four days a month","2016","no degree/no degree yet","Female","170","0.41497654698405","0.369851905260379","0.460101188707722"
"Once a month or less","2016","lower secondary degree","Male","619","0.212522195134354","0.197495078231962","0.227549312036746"
"Once a month or less","2016","lower secondary degree","Female","554","0.185526764340648","0.171391083967419","0.199662444713878"
"Once a month or less","2016","secondary school degree","Male","524","0.219003120503184","0.203230142733106","0.234776098273263"
"Once a month or less","2016","secondary school degree","Female","816","0.198859203735218","0.186324281848193","0.211394125622242"
"Once a month or less","2016","college entrance qualification","Male","506","0.152056873045183","0.139617696154131","0.164496049936235"
"Once a month or less","2016","college entrance qualification","Female","681","0.188408797405487","0.175509086054364","0.201308508756611"
"Once a month or less","2016","Other degree","Male","265","0.18725002205686","0.167341386213578","0.207158657900143"
"Once a month or less","2016","Other degree","Female","298","0.18523650464642","0.167122733090228","0.203350276202611"
"Once a month or less","2016","no degree/no degree yet","Male","93","0.301903632510756","0.254012776843393","0.349794488178119"
"Once a month or less","2016","no degree/no degree yet","Female","113","0.219974584048451","0.182038195785735","0.257910972311166"
"Never","2016","lower secondary degree","Male","161","0.054937307649621","0.0465674445817729","0.0633071707174691"
"Never","2016","lower secondary degree","Female","182","0.0501474885146929","0.0422110125722057","0.0580839644571801"
"Never","2016","secondary school degree","Male","160","0.0662204492952058","0.0567366548717432","0.0757042437186684"
"Never","2016","secondary school degree","Female","237","0.0573788419140829","0.0500752106138166","0.0646824732143492"
"Never","2016","college entrance qualification","Male","160","0.0492122364551804","0.0417187556899289","0.056705717220432"
"Never","2016","college entrance qualification","Female","293","0.0895919882855134","0.0801706334430316","0.0990133431279953"
"Never","2016","Other degree","Male","73","0.0493189466195131","0.0382685873947168","0.0603693058443093"
"Never","2016","Other degree","Female","81","0.0440683082165822","0.0344984294658756","0.0536381869672888"
"Never","2016","no degree/no degree yet","Male","29","","",""
"Never","2016","no degree/no degree yet","Female","57","0.102625898255956","0.0748332069628586","0.130418589549053"
"Daily","2017","lower secondary degree","Male","","","",""
"Daily","2017","lower secondary degree","Female","","","",""
"Daily","2017","secondary school degree","Male","","","",""
"Daily","2017","secondary school degree","Female","","","",""
"Daily","2017","college entrance qualification","Male","","","",""
"Daily","2017","college entrance qualification","Female","","","",""
"Daily","2017","Other degree","Male","","","",""
"Daily","2017","Other degree","Female","","","",""
"Daily","2017","no degree/no degree yet","Male","","","",""
"Daily","2017","no degree/no degree yet","Female","","","",""
"Four to six days a week","2017","lower secondary degree","Male","","","",""
"Four to six days a week","2017","lower secondary degree","Female","","","",""
"Four to six days a week","2017","secondary school degree","Male","","","",""
"Four to six days a week","2017","secondary school degree","Female","","","",""
"Four to six days a week","2017","college entrance qualification","Male","","","",""
"Four to six days a week","2017","college entrance qualification","Female","","","",""
"Four to six days a week","2017","Other degree","Male","","","",""
"Four to six days a week","2017","Other degree","Female","","","",""
"Four to six days a week","2017","no degree/no degree yet","Male","","","",""
"Four to six days a week","2017","no degree/no degree yet","Female","","","",""
"Two to three days a week","2017","lower secondary degree","Male","","","",""
"Two to three days a week","2017","lower secondary degree","Female","","","",""
"Two to three days a week","2017","secondary school degree","Male","","","",""
"Two to three days a week","2017","secondary school degree","Female","","","",""
"Two to three days a week","2017","college entrance qualification","Male","","","",""
"Two to three days a week","2017","college entrance qualification","Female","","","",""
"Two to three days a week","2017","Other degree","Male","","","",""
"Two to three days a week","2017","Other degree","Female","","","",""
"Two to three days a week","2017","no degree/no degree yet","Male","","","",""
"Two to three days a week","2017","no degree/no degree yet","Female","","","",""
"Two to four days a month","2017","lower secondary degree","Male","","","",""
"Two to four days a month","2017","lower secondary degree","Female","","","",""
"Two to four days a month","2017","secondary school degree","Male","","","",""
"Two to four days a month","2017","secondary school degree","Female","","","",""
"Two to four days a month","2017","college entrance qualification","Male","","","",""
"Two to four days a month","2017","college entrance qualification","Female","","","",""
"Two to four days a month","2017","Other degree","Male","","","",""
"Two to four days a month","2017","Other degree","Female","","","",""
"Two to four days a month","2017","no degree/no degree yet","Male","","","",""
"Two to four days a month","2017","no degree/no degree yet","Female","","","",""
"Once a month or less","2017","lower secondary degree","Male","","","",""
"Once a month or less","2017","lower secondary degree","Female","","","",""
"Once a month or less","2017","secondary school degree","Male","","","",""
"Once a month or less","2017","secondary school degree","Female","","","",""
"Once a month or less","2017","college entrance qualification","Male","","","",""
"Once a month or less","2017","college entrance qualification","Female","","","",""
"Once a month or less","2017","Other degree","Male","","","",""
"Once a month or less","2017","Other degree","Female","","","",""
"Once a month or less","2017","no degree/no degree yet","Male","","","",""
"Once a month or less","2017","no degree/no degree yet","Female","","","",""
"Never","2017","lower secondary degree","Male","","","",""
"Never","2017","lower secondary degree","Female","","","",""
"Never","2017","secondary school degree","Male","","","",""
"Never","2017","secondary school degree","Female","","","",""
"Never","2017","college entrance qualification","Male","","","",""
"Never","2017","college entrance qualification","Female","","","",""
"Never","2017","Other degree","Male","","","",""
"Never","2017","Other degree","Female","","","",""
"Never","2017","no degree/no degree yet","Male","","","",""
"Never","2017","no degree/no degree yet","Female","","","",""
"Daily","2018","lower secondary degree","Male","27","","",""
"Daily","2018","lower secondary degree","Female","18","","",""
"Daily","2018","secondary school degree","Male","34","0.0131083355650907","0.00898858359123117","0.0172280875389503"
"Daily","2018","secondary school degree","Female","29","","",""
"Daily","2018","college entrance qualification","Male","30","0.00826417393695971","0.00532276918998953","0.0112055786839299"
"Daily","2018","college entrance qualification","Female","17","","",""
"Daily","2018","Other degree","Male","11","","",""
"Daily","2018","Other degree","Female","14","","",""
"Daily","2018","no degree/no degree yet","Male","6","","",""
"Daily","2018","no degree/no degree yet","Female","5","","",""
"Four to six days a week","2018","lower secondary degree","Male","109","0.0490837184429666","0.0411156030534259","0.0570518338325074"
"Four to six days a week","2018","lower secondary degree","Female","91","0.0336062658235618","0.0269513609893171","0.0402611706578066"
"Four to six days a week","2018","secondary school degree","Male","120","0.0452995614637418","0.0377669925311443","0.0528321303963393"
"Four to six days a week","2018","secondary school degree","Female","106","0.0330297289711044","0.0276440932673811","0.0384153646748277"
"Four to six days a week","2018","college entrance qualification","Male","106","0.0356049598822684","0.0295843595576981","0.0416255602068388"
"Four to six days a week","2018","college entrance qualification","Female","81","0.023936273772396","0.0191816057859073","0.0286909417588848"
"Four to six days a week","2018","Other degree","Male","56","0.0433826033554068","0.032338327653342","0.0544268790574716"
"Four to six days a week","2018","Other degree","Female","71","0.0515642268363206","0.0408612549342412","0.0622671987384"
"Four to six days a week","2018","no degree/no degree yet","Male","18","","",""
"Four to six days a week","2018","no degree/no degree yet","Female","23","","",""
"Two to three days a week","2018","lower secondary degree","Male","600","0.212354716921464","0.197270872678983","0.227438561163945"
"Two to three days a week","2018","lower secondary degree","Female","674","0.262599691787603","0.246349689332274","0.278849694242933"
"Two to three days a week","2018","secondary school degree","Male","606","0.205392767949246","0.190759834906089","0.220025700992403"
"Two to three days a week","2018","secondary school degree","Female","910","0.216790858910767","0.204373270403292","0.229208447418243"
"Two to three days a week","2018","college entrance qualification","Male","772","0.222935122800127","0.209412063549043","0.236458182051211"
"Two to three days a week","2018","college entrance qualification","Female","701","0.187563269882523","0.17542039528103","0.199706144484015"
"Two to three days a week","2018","Other degree","Male","321","0.259625672940526","0.235856734257412","0.283394611623639"
"Two to three days a week","2018","Other degree","Female","430","0.274864074847549","0.253257055133583","0.296471094561515"
"Two to three days a week","2018","no degree/no degree yet","Male","71","0.170247166463567","0.133322135066485","0.20717219786065"
"Two to three days a week","2018","no degree/no degree yet","Female","82","0.155564827764648","0.123506105559412","0.187623549969883"
"Two to four days a month","2018","lower secondary degree","Male","1284","0.44218378391459","0.423866430769019","0.460501137060161"
"Two to four days a month","2018","lower secondary degree","Female","1236","0.434725749491108","0.416419812997165","0.453031685985051"
"Two to four days a month","2018","secondary school degree","Male","1358","0.460961676675832","0.442906373448658","0.479016979903006"
"Two to four days a month","2018","secondary school degree","Female","2030","0.476881579647727","0.461829961654154","0.4919331976413"
"Two to four days a month","2018","college entrance qualification","Male","1908","0.517926291491423","0.501691460746514","0.534161122236333"
"Two to four days a month","2018","college entrance qualification","Female","2016","0.489716481364538","0.474166460767947","0.505266501961128"
"Two to four days a month","2018","Other degree","Male","561","0.414420694259995","0.387713770021735","0.441127618498255"
"Two to four days a month","2018","Other degree","Female","729","0.434661549454008","0.410670124627686","0.458652974280329"
"Two to four days a month","2018","no degree/no degree yet","Male","171","0.470556917415082","0.421520100068073","0.519593734762091"
"Two to four days a month","2018","no degree/no degree yet","Female","174","0.415272208270201","0.371685843747119","0.458858572793283"
"Once a month or less","2018","lower secondary degree","Male","607","0.220597632109354","0.205304479283931","0.235890784934777"
"Once a month or less","2018","lower secondary degree","Female","597","0.205841683354933","0.190911165400144","0.220772201309722"
"Once a month or less","2018","secondary school degree","Male","637","0.212607270548882","0.197787301009214","0.22742724008855"
"Once a month or less","2018","secondary school degree","Female","877","0.205496891782272","0.193320227391597","0.217673556172947"
"Once a month or less","2018","college entrance qualification","Male","638","0.161939888621984","0.149970511062113","0.173909266181856"
"Once a month or less","2018","college entrance qualification","Female","795","0.202152668458455","0.189660078791957","0.214645258124952"
"Once a month or less","2018","Other degree","Male","281","0.209741587625072","0.187669818912611","0.231813356337533"
"Once a month or less","2018","Other degree","Female","302","0.170348359254675","0.152153737452732","0.188542981056617"
"Once a month or less","2018","no degree/no degree yet","Male","103","0.24191959020561","0.199846955367515","0.283992225043704"
"Once a month or less","2018","no degree/no degree yet","Female","125","0.233207924855594","0.19580394580428","0.270611903906908"
"Never","2018","lower secondary degree","Male","197","0.0687343088378213","0.0594030694428425","0.0780655482328002"
"Never","2018","lower secondary degree","Female","201","0.0582293693785122","0.0495817158273254","0.0668770229296991"
"Never","2018","secondary school degree","Male","173","0.0626303877972071","0.0538541063863055","0.0714066692081087"
"Never","2018","secondary school degree","Female","278","0.0586963247436803","0.0516128191867091","0.0657798303006516"
"Never","2018","college entrance qualification","Male","185","0.0533295632672373","0.0460292670198232","0.0606298595146514"
"Never","2018","college entrance qualification","Female","360","0.0915496383811708","0.0825788263817347","0.100520450380607"
"Never","2018","Other degree","Male","77","0.0619878402531736","0.0489150653280285","0.0750606151783188"
"Never","2018","Other degree","Female","94","0.0594124757243237","0.047971459566139","0.0708534918825084"
"Never","2018","no degree/no degree yet","Male","29","","",""
"Never","2018","no degree/no degree yet","Female","82","0.149604365676353","0.118055046664827","0.181153684687879"
