"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2007","college entrance qualification","no migration background","","","","","","","","","","",""
"2007","lower secondary degree","direct migration background","","","","","","","","","","",""
"2007","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2007","lower secondary degree","no migration background","","","","","","","","","","",""
"2007","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2007","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2007","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2007","Other degree","direct migration background","","","","","","","","","","",""
"2007","Other degree","indirect migration background","","","","","","","","","","",""
"2007","Other degree","no migration background","","","","","","","","","","",""
"2007","secondary school degree","direct migration background","","","","","","","","","","",""
"2007","secondary school degree","indirect migration background","","","","","","","","","","",""
"2007","secondary school degree","no migration background","","","","","","","","","","",""
"2008","college entrance qualification","direct migration background","","","","","","","","","","",""
"2008","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2008","college entrance qualification","no migration background","","","","","","","","","","",""
"2008","lower secondary degree","direct migration background","","","","","","","","","","",""
"2008","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2008","lower secondary degree","no migration background","","","","","","","","","","",""
"2008","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2008","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2008","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2008","Other degree","direct migration background","","","","","","","","","","",""
"2008","Other degree","indirect migration background","","","","","","","","","","",""
"2008","Other degree","no migration background","","","","","","","","","","",""
"2008","secondary school degree","direct migration background","","","","","","","","","","",""
"2008","secondary school degree","indirect migration background","","","","","","","","","","",""
"2008","secondary school degree","no migration background","","","","","","","","","","",""
"2009","college entrance qualification","direct migration background","4.12","4","223","2","3","5","6","3.89","4.35","4","4"
"2009","college entrance qualification","indirect migration background","3.73","4","182","1","2","5","6","3.49","3.97","3","4"
"2009","college entrance qualification","no migration background","4","4","4479","2","3","5","6","3.95","4.05","4","4"
"2009","lower secondary degree","direct migration background","4.2","4","406","2","3","5","6","4.04","4.36","4","5"
"2009","lower secondary degree","indirect migration background","4.06","4","207","2","3","5","6","3.83","4.29","4","4"
"2009","lower secondary degree","no migration background","4.23","4","5285","2","3","5","6","4.19","4.27","4","4"
"2009","no degree/no degree yet","direct migration background","4.28","4","112","3","3","5","7","3.98","4.58","4","4"
"2009","no degree/no degree yet","indirect migration background","3.5","3","55","1","2","5","7","3","4","3","5"
"2009","no degree/no degree yet","no migration background","4.1","4","315","2","3","5","6","3.92","4.28","4","4"
"2009","Other degree","direct migration background","4.17","4","679","2","3","6","6","4.05","4.29","4","4"
"2009","Other degree","indirect migration background","","","","","","","","","","",""
"2009","Other degree","no migration background","4.4","4","110","2","4","6","6","4.1","4.7","4","5"
"2009","secondary school degree","direct migration background","4.1","4","181","2","3","5","6","3.87","4.33","4","4"
"2009","secondary school degree","indirect migration background","3.7","4","174","1","2","5","6","3.46","3.94","4","4"
"2009","secondary school degree","no migration background","4.1","4","5040","2","3","5","6","4.06","4.14","4","4"
"2010","college entrance qualification","direct migration background","","","","","","","","","","",""
"2010","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2010","college entrance qualification","no migration background","","","","","","","","","","",""
"2010","lower secondary degree","direct migration background","","","","","","","","","","",""
"2010","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2010","lower secondary degree","no migration background","","","","","","","","","","",""
"2010","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2010","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2010","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2010","Other degree","direct migration background","","","","","","","","","","",""
"2010","Other degree","indirect migration background","","","","","","","","","","",""
"2010","Other degree","no migration background","","","","","","","","","","",""
"2010","secondary school degree","direct migration background","","","","","","","","","","",""
"2010","secondary school degree","indirect migration background","","","","","","","","","","",""
"2010","secondary school degree","no migration background","","","","","","","","","","",""
"2011","college entrance qualification","direct migration background","","","","","","","","","","",""
"2011","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2011","college entrance qualification","no migration background","","","","","","","","","","",""
"2011","lower secondary degree","direct migration background","","","","","","","","","","",""
"2011","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2011","lower secondary degree","no migration background","","","","","","","","","","",""
"2011","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2011","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2011","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2011","Other degree","direct migration background","","","","","","","","","","",""
"2011","Other degree","indirect migration background","","","","","","","","","","",""
"2011","Other degree","no migration background","","","","","","","","","","",""
"2011","secondary school degree","direct migration background","","","","","","","","","","",""
"2011","secondary school degree","indirect migration background","","","","","","","","","","",""
"2011","secondary school degree","no migration background","","","","","","","","","","",""
"2012","college entrance qualification","direct migration background","3.7","4","105","2","2","5","5","3.41","3.99","4","4"
"2012","college entrance qualification","indirect migration background","3.47","4","139","1","2","5","6","3.2","3.74","3","4"
"2012","college entrance qualification","no migration background","3.76","4","1900","2","2","5","6","3.69","3.83","4","4"
"2012","lower secondary degree","direct migration background","3.63","4","153","1","2","5","6","3.36","3.9","3","4"
"2012","lower secondary degree","indirect migration background","4.02","4","111","1","2","5","6","3.69","4.35","4","5"
"2012","lower secondary degree","no migration background","3.88","4","1143","1","3","5","6","3.79","3.97","4","4"
"2012","no degree/no degree yet","direct migration background","3.62","4","81","1","2","5","6","3.25","3.99","3","4"
"2012","no degree/no degree yet","indirect migration background","3.2","3","47","1","3","4","5","2.75","3.65","3","4"
"2012","no degree/no degree yet","no migration background","3.72","4","224","1","2","5","6","3.49","3.95","3","4"
"2012","Other degree","direct migration background","4.09","4","614","2","3","5","6","3.96","4.22","4","4"
"2012","Other degree","indirect migration background","","","","","","","","","","",""
"2012","Other degree","no migration background","4.4","5","43","1","3","6","7","3.79","5.01","3","5"
"2012","secondary school degree","direct migration background","4.13","4","110","1","3","5","6","3.8","4.46","4","5"
"2012","secondary school degree","indirect migration background","3.13","3","144","1","2","5","6","2.84","3.42","2","4"
"2012","secondary school degree","no migration background","3.75","4","2131","2","2","5","6","3.68","3.82","4","4"
"2013","college entrance qualification","direct migration background","3.97","4","218","2","3","5","6","3.74","4.2","4","4"
"2013","college entrance qualification","indirect migration background","3.7","4","229","2","2","5","6","3.5","3.9","4","4"
"2013","college entrance qualification","no migration background","4.05","4","4936","2","3","5","6","4.01","4.09","4","4"
"2013","lower secondary degree","direct migration background","4.25","4","304","1","3","6","6","4.06","4.44","4","4"
"2013","lower secondary degree","indirect migration background","3.97","4","179","1","3","5","6","3.72","4.22","4","4"
"2013","lower secondary degree","no migration background","4.37","4","5338","2","3","6","6","4.33","4.41","4","4"
"2013","no degree/no degree yet","direct migration background","3.92","4","96","1","3","5","6","3.57","4.27","4","5"
"2013","no degree/no degree yet","indirect migration background","3.89","4","63","2","2","5","6","3.49","4.29","3","4"
"2013","no degree/no degree yet","no migration background","3.93","4","327","1","3","5","6","3.74","4.12","4","4"
"2013","Other degree","direct migration background","4.14","4","845","2","3","5","6","4.03","4.25","4","4"
"2013","Other degree","indirect migration background","","","","","","","","","","",""
"2013","Other degree","no migration background","4.37","4","161","2","3","6","7","4.14","4.6","4","5"
"2013","secondary school degree","direct migration background","4.15","4","170","2","3","5","6","3.91","4.39","4","5"
"2013","secondary school degree","indirect migration background","3.59","3","167","1","2","5","6","3.34","3.84","3","4"
"2013","secondary school degree","no migration background","4.15","4","5292","2","3","5","6","4.11","4.19","4","4"
"2014","college entrance qualification","direct migration background","","","","","","","","","","",""
"2014","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2014","college entrance qualification","no migration background","","","","","","","","","","",""
"2014","lower secondary degree","direct migration background","","","","","","","","","","",""
"2014","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2014","lower secondary degree","no migration background","","","","","","","","","","",""
"2014","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2014","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2014","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2014","Other degree","direct migration background","","","","","","","","","","",""
"2014","Other degree","indirect migration background","","","","","","","","","","",""
"2014","Other degree","no migration background","","","","","","","","","","",""
"2014","secondary school degree","direct migration background","","","","","","","","","","",""
"2014","secondary school degree","indirect migration background","","","","","","","","","","",""
"2014","secondary school degree","no migration background","","","","","","","","","","",""
"2015","college entrance qualification","direct migration background","","","","","","","","","","",""
"2015","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2015","college entrance qualification","no migration background","","","","","","","","","","",""
"2015","lower secondary degree","direct migration background","","","","","","","","","","",""
"2015","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2015","lower secondary degree","no migration background","","","","","","","","","","",""
"2015","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2015","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2015","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2015","Other degree","direct migration background","","","","","","","","","","",""
"2015","Other degree","indirect migration background","","","","","","","","","","",""
"2015","Other degree","no migration background","","","","","","","","","","",""
"2015","secondary school degree","direct migration background","","","","","","","","","","",""
"2015","secondary school degree","indirect migration background","","","","","","","","","","",""
"2015","secondary school degree","no migration background","","","","","","","","","","",""
"2016","college entrance qualification","direct migration background","","","","","","","","","","",""
"2016","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2016","college entrance qualification","no migration background","","","","","","","","","","",""
"2016","lower secondary degree","direct migration background","","","","","","","","","","",""
"2016","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2016","lower secondary degree","no migration background","","","","","","","","","","",""
"2016","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2016","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2016","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2016","Other degree","direct migration background","","","","","","","","","","",""
"2016","Other degree","indirect migration background","","","","","","","","","","",""
"2016","Other degree","no migration background","","","","","","","","","","",""
"2016","secondary school degree","direct migration background","","","","","","","","","","",""
"2016","secondary school degree","indirect migration background","","","","","","","","","","",""
"2016","secondary school degree","no migration background","","","","","","","","","","",""
"2017","college entrance qualification","direct migration background","3.9","4","433","2","3","5","6","3.74","4.06","4","4"
"2017","college entrance qualification","indirect migration background","3.74","4","617","2","2","5","6","3.61","3.87","4","4"
"2017","college entrance qualification","no migration background","4.01","4","6895","2","3","5","6","3.97","4.05","4","4"
"2017","lower secondary degree","direct migration background","4.12","4","467","2","3","6","7","3.96","4.28","4","4"
"2017","lower secondary degree","indirect migration background","4.1","4","354","2","3","5","6","3.92","4.28","4","4"
"2017","lower secondary degree","no migration background","4.26","4","5277","2","3","5","6","4.22","4.3","4","4"
"2017","no degree/no degree yet","direct migration background","4.19","4","1231","1","3","6","6","4.08","4.3","4","4"
"2017","no degree/no degree yet","indirect migration background","3.57","4","122","1","2","5","6","3.28","3.86","3","4"
"2017","no degree/no degree yet","no migration background","3.91","4","486","1","3","5","6","3.75","4.07","4","4"
"2017","Other degree","direct migration background","4.16","4","4296","2","3","5","6","4.11","4.21","4","4"
"2017","Other degree","indirect migration background","4.96","5","50","3","4","6","7","4.46","5.46","4","5"
"2017","Other degree","no migration background","4.23","4","163","2","3","5","6","4.01","4.45","4","5"
"2017","secondary school degree","direct migration background","3.81","4","365","2","2","5","6","3.63","3.99","4","4"
"2017","secondary school degree","indirect migration background","3.71","4","423","1","3","5","6","3.55","3.87","4","4"
"2017","secondary school degree","no migration background","4.02","4","6818","2","3","5","6","3.98","4.06","4","4"
"2018","college entrance qualification","direct migration background","","","","","","","","","","",""
"2018","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2018","college entrance qualification","no migration background","","","","","","","","","","",""
"2018","lower secondary degree","direct migration background","","","","","","","","","","",""
"2018","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2018","lower secondary degree","no migration background","","","","","","","","","","",""
"2018","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2018","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2018","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2018","Other degree","direct migration background","","","","","","","","","","",""
"2018","Other degree","indirect migration background","","","","","","","","","","",""
"2018","Other degree","no migration background","","","","","","","","","","",""
"2018","secondary school degree","direct migration background","","","","","","","","","","",""
"2018","secondary school degree","indirect migration background","","","","","","","","","","",""
"2018","secondary school degree","no migration background","","","","","","","","","","",""
"2019","college entrance qualification","direct migration background","3.73","4","387","2","2","5","6","3.56","3.9","3","4"
"2019","college entrance qualification","indirect migration background","3.62","4","649","1","2","5","6","3.5","3.74","3","4"
"2019","college entrance qualification","no migration background","3.95","4","7502","2","3","5","6","3.91","3.99","4","4"
"2019","lower secondary degree","direct migration background","3.98","4","358","1","3","5","6","3.8","4.16","4","4"
"2019","lower secondary degree","indirect migration background","3.97","4","304","2","3","5","6","3.77","4.17","4","4"
"2019","lower secondary degree","no migration background","4.12","4","4642","2","3","5","6","4.07","4.17","4","4"
"2019","no degree/no degree yet","direct migration background","3.82","4","277","1","2","5","7","3.61","4.03","4","4"
"2019","no degree/no degree yet","indirect migration background","3.67","3","114","1","2","5","6","3.34","4","3","4"
"2019","no degree/no degree yet","no migration background","3.94","4","384","1","2","5","6","3.77","4.11","4","4"
"2019","Other degree","direct migration background","4.04","4","2343","2","3","5","6","3.97","4.11","4","4"
"2019","Other degree","indirect migration background","4.2","4","47","3","4","5","5","3.69","4.71","4","5"
"2019","Other degree","no migration background","4.23","4","157","2","3","6","6","3.96","4.5","4","5"
"2019","secondary school degree","direct migration background","3.85","4","290","2","3","5","6","3.66","4.04","4","4"
"2019","secondary school degree","indirect migration background","3.64","4","414","1","2","5","6","3.48","3.8","3","4"
"2019","secondary school degree","no migration background","3.96","4","6716","2","3","5","6","3.92","4","4","4"
