"year","education","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2010","Other degree","Male","","","","","","","","",""
"2010","secondary school degree","Female","","","","","","","","",""
"2010","secondary school degree","Male","","","","","","","","",""
"2011","college entrance qualification","Female","","","","","","","","",""
"2011","college entrance qualification","Male","","","","","","","","",""
"2011","lower secondary degree","Female","","","","","","","","",""
"2011","lower secondary degree","Male","","","","","","","","",""
"2011","no degree/no degree yet","Female","","","","","","","","",""
"2011","no degree/no degree yet","Male","","","","","","","","",""
"2011","Other degree","Female","","","","","","","","",""
"2011","Other degree","Male","","","","","","","","",""
"2011","secondary school degree","Female","","","","","","","","",""
"2011","secondary school degree","Male","","","","","","","","",""
"2012","college entrance qualification","Female","3.57","4","1290","3.49","3.65","2","2","5","6"
"2012","college entrance qualification","Male","3.96","4","854","3.86","4.06","2","3","5","6"
"2012","lower secondary degree","Female","3.81","4","724","3.69","3.93","1","2","5","6"
"2012","lower secondary degree","Male","3.91","4","683","3.79","4.03","2","3","5","6"
"2012","no degree/no degree yet","Female","3.53","3","192","3.27","3.79","1","2","5","6"
"2012","no degree/no degree yet","Male","3.7","4","160","3.45","3.95","2","3","5","6"
"2012","Other degree","Female","4.02","4","369","3.85","4.19","2","3","5","6"
"2012","Other degree","Male","4.2","4","307","4.01","4.39","2","3","5","6"
"2012","secondary school degree","Female","3.7","4","1577","3.62","3.78","1","2","5","6"
"2012","secondary school degree","Male","3.81","4","808","3.69","3.93","2","2","5","6"
"2013","college entrance qualification","Female","3.91","4","2664","3.85","3.97","2","3","5","6"
"2013","college entrance qualification","Male","4.15","4","2719","4.09","4.21","2","3","5","6"
"2013","lower secondary degree","Female","4.35","4","2991","4.29","4.41","2","3","6","6"
"2013","lower secondary degree","Male","4.35","4","2830","4.29","4.41","2","3","5","6"
"2013","no degree/no degree yet","Female","4.05","4","254","3.83","4.27","1","3","5","6"
"2013","no degree/no degree yet","Male","3.78","4","232","3.56","4","1","2","5","6"
"2013","Other degree","Female","4.17","4","580","4.03","4.31","2","3","6","6"
"2013","Other degree","Male","4.2","4","435","4.05","4.35","2","3","5","6"
"2013","secondary school degree","Female","4.13","4","3274","4.08","4.18","2","3","5","6"
"2013","secondary school degree","Male","4.15","4","2355","4.09","4.21","2","3","5","6"
"2014","college entrance qualification","Female","","","","","","","","",""
"2014","college entrance qualification","Male","","","","","","","","",""
"2014","lower secondary degree","Female","","","","","","","","",""
"2014","lower secondary degree","Male","","","","","","","","",""
"2014","no degree/no degree yet","Female","","","","","","","","",""
"2014","no degree/no degree yet","Male","","","","","","","","",""
"2014","Other degree","Female","","","","","","","","",""
"2014","Other degree","Male","","","","","","","","",""
"2014","secondary school degree","Female","","","","","","","","",""
"2014","secondary school degree","Male","","","","","","","","",""
"2015","college entrance qualification","Female","","","","","","","","",""
"2015","college entrance qualification","Male","","","","","","","","",""
"2015","lower secondary degree","Female","","","","","","","","",""
"2015","lower secondary degree","Male","","","","","","","","",""
"2015","no degree/no degree yet","Female","","","","","","","","",""
"2015","no degree/no degree yet","Male","","","","","","","","",""
"2015","Other degree","Female","","","","","","","","",""
"2015","Other degree","Male","","","","","","","","",""
"2015","secondary school degree","Female","","","","","","","","",""
"2015","secondary school degree","Male","","","","","","","","",""
"2016","college entrance qualification","Female","","","","","","","","",""
"2016","college entrance qualification","Male","","","","","","","","",""
"2016","lower secondary degree","Female","","","","","","","","",""
"2016","lower secondary degree","Male","","","","","","","","",""
"2016","no degree/no degree yet","Female","","","","","","","","",""
"2016","no degree/no degree yet","Male","","","","","","","","",""
"2016","Other degree","Female","","","","","","","","",""
"2016","Other degree","Male","","","","","","","","",""
"2016","secondary school degree","Female","","","","","","","","",""
"2016","secondary school degree","Male","","","","","","","","",""
"2017","college entrance qualification","Female","3.84","4","4125","3.79","3.89","2","3","5","6"
"2017","college entrance qualification","Male","4.11","4","3820","4.06","4.16","2","3","5","6"
"2017","lower secondary degree","Female","4.25","4","3031","4.19","4.31","2","3","5","6"
"2017","lower secondary degree","Male","4.24","4","3067","4.18","4.3","2","3","5","6"
"2017","no degree/no degree yet","Female","4.04","4","875","3.92","4.16","1","3","5","7"
"2017","no degree/no degree yet","Male","3.95","4","964","3.83","4.07","1","3","5","6"
"2017","Other degree","Female","4.13","4","2191","4.05","4.21","2","3","5","6"
"2017","Other degree","Male","4.22","4","2318","4.15","4.29","2","3","5","6"
"2017","secondary school degree","Female","4.01","4","4469","3.96","4.06","2","3","5","6"
"2017","secondary school degree","Male","3.97","4","3137","3.91","4.03","2","3","5","6"
"2018","college entrance qualification","Female","","","","","","","","",""
"2018","college entrance qualification","Male","","","","","","","","",""
"2018","lower secondary degree","Female","","","","","","","","",""
"2018","lower secondary degree","Male","","","","","","","","",""
"2018","no degree/no degree yet","Female","","","","","","","","",""
"2018","no degree/no degree yet","Male","","","","","","","","",""
"2018","Other degree","Female","","","","","","","","",""
"2018","Other degree","Male","","","","","","","","",""
"2018","secondary school degree","Female","","","","","","","","",""
"2018","secondary school degree","Male","","","","","","","","",""
"2019","college entrance qualification","Female","3.77","4","4268","3.72","3.82","2","2","5","6"
"2019","college entrance qualification","Male","4.06","4","4264","4.01","4.11","2","3","5","6"
"2019","lower secondary degree","Female","4.04","4","2565","3.98","4.1","2","3","5","6"
"2019","lower secondary degree","Male","4.16","4","2738","4.1","4.22","2","3","5","6"
"2019","no degree/no degree yet","Female","3.78","4","404","3.6","3.96","1","2","5","6"
"2019","no degree/no degree yet","Male","3.95","4","371","3.78","4.12","1","3","5","6"
"2019","Other degree","Female","4.06","4","1396","3.97","4.15","2","3","5","6"
"2019","Other degree","Male","4.04","4","1151","3.94","4.14","2","3","5","6"
"2019","secondary school degree","Female","3.92","4","4234","3.87","3.97","2","3","5","6"
"2019","secondary school degree","Male","3.96","4","3185","3.91","4.01","2","3","5","6"
