"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2011","no migration background","general elemantary","","","","","","","","","","",""
"2011","no migration background","higher education","","","","","","","","","","",""
"2011","no migration background","higher vocational","","","","","","","","","","",""
"2011","no migration background","in school","","","","","","","","","","",""
"2011","no migration background","inadequately","","","","","","","","","","",""
"2011","no migration background","middle vocational","","","","","","","","","","",""
"2011","no migration background","vocational + Abi","","","","","","","","","","",""
"2012","direct migration background","general elemantary","4.22","4","213","2","3","5","6","4","4.44","4","5"
"2012","direct migration background","higher education","4","4","228","2","3","5","6","3.79","4.21","4","4"
"2012","direct migration background","higher vocational","","","","","","","","","","",""
"2012","direct migration background","in school","","","","","","","","","","",""
"2012","direct migration background","inadequately","3.78","4","67","2","3","5","6","3.38","4.18","3","4"
"2012","direct migration background","middle vocational","3.78","4","384","1","2","5","6","3.61","3.95","4","4"
"2012","direct migration background","vocational + Abi","3.94","4","145","2","3","5","6","3.66","4.22","4","5"
"2012","indirect migration background","general elemantary","3.28","3","87","1","1","5","6","2.88","3.68","2","4"
"2012","indirect migration background","higher education","3.7","4","75","1","2","5","6","3.27","4.13","3","5"
"2012","indirect migration background","higher vocational","","","","","","","","","","",""
"2012","indirect migration background","in school","3.06","3","35","1","2","4","4","2.54","3.58","3","4"
"2012","indirect migration background","inadequately","","","","","","","","","","",""
"2012","indirect migration background","middle vocational","3.69","4","180","1","2","5","6","3.44","3.94","3","4"
"2012","indirect migration background","vocational + Abi","3.56","4","47","1","2","4","6","3.09","4.03","3","4"
"2012","no migration background","general elemantary","3.81","4","479","1","3","5","6","3.66","3.96","4","4"
"2012","no migration background","higher education","3.74","4","1191","2","2","5","6","3.65","3.83","4","4"
"2012","no migration background","higher vocational","3.89","4","318","2","3","5","6","3.71","4.07","4","4"
"2012","no migration background","in school","3.66","4","148","2","2","5","6","3.4","3.92","3","4"
"2012","no migration background","inadequately","4.07","4","74","1","2","6","7","3.56","4.58","3","5"
"2012","no migration background","middle vocational","3.79","4","2682","2","2","5","6","3.73","3.85","4","4"
"2012","no migration background","vocational + Abi","3.84","4","564","2","3","5","6","3.71","3.97","4","4"
"2013","direct migration background","general elemantary","4.18","4","332","2","3","5","6","4","4.36","4","5"
"2013","direct migration background","higher education","4.02","4","354","2","3","5","6","3.84","4.2","4","4"
"2013","direct migration background","higher vocational","4.51","4","72","2","3","6","7","4.12","4.9","4","5"
"2013","direct migration background","in school","","","","","","","","","","",""
"2013","direct migration background","inadequately","3.86","4","66","1","2","5","6","3.43","4.29","4","5"
"2013","direct migration background","middle vocational","4.16","4","633","2","3","5","6","4.03","4.29","4","4"
"2013","direct migration background","vocational + Abi","4.17","4","189","2","3","5","6","3.91","4.43","4","5"
"2013","indirect migration background","general elemantary","4.05","4","116","2","3","5","6","3.75","4.35","4","5"
"2013","indirect migration background","higher education","3.9","4","114","2","2","5","6","3.62","4.18","3","4"
"2013","indirect migration background","higher vocational","3.73","3","30","2","2","5","6","3.06","4.4","3","5"
"2013","indirect migration background","in school","4.07","4","53","2","2","5","6","3.63","4.51","3","4"
"2013","indirect migration background","inadequately","","","","","","","","","","",""
"2013","indirect migration background","middle vocational","3.65","4","307","1","2","5","6","3.46","3.84","3","4"
"2013","indirect migration background","vocational + Abi","3.78","4","37","1","2","5","6","3.16","4.4","3","5"
"2013","no migration background","general elemantary","4.24","4","1388","2","3","5","6","4.15","4.33","4","4"
"2013","no migration background","higher education","4.1","4","3991","2","3","5","6","4.05","4.15","4","4"
"2013","no migration background","higher vocational","4.27","4","1223","2","3","5","6","4.19","4.35","4","4"
"2013","no migration background","in school","4.02","4","195","2","2","6","6","3.78","4.26","4","4"
"2013","no migration background","inadequately","3.85","4","113","1","2","5","7","3.5","4.2","4","5"
"2013","no migration background","middle vocational","4.25","4","8469","2","3","5","6","4.22","4.28","4","4"
"2013","no migration background","vocational + Abi","4","4","872","2","3","5","6","3.9","4.1","4","4"
"2014","direct migration background","general elemantary","","","","","","","","","","",""
"2014","direct migration background","higher education","","","","","","","","","","",""
"2014","direct migration background","higher vocational","","","","","","","","","","",""
"2014","direct migration background","in school","","","","","","","","","","",""
"2014","direct migration background","inadequately","","","","","","","","","","",""
"2014","direct migration background","middle vocational","","","","","","","","","","",""
"2014","direct migration background","vocational + Abi","","","","","","","","","","",""
"2014","indirect migration background","general elemantary","","","","","","","","","","",""
"2014","indirect migration background","higher education","","","","","","","","","","",""
"2014","indirect migration background","higher vocational","","","","","","","","","","",""
"2014","indirect migration background","in school","","","","","","","","","","",""
"2014","indirect migration background","inadequately","","","","","","","","","","",""
"2014","indirect migration background","middle vocational","","","","","","","","","","",""
"2014","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2014","no migration background","general elemantary","","","","","","","","","","",""
"2014","no migration background","higher education","","","","","","","","","","",""
"2014","no migration background","higher vocational","","","","","","","","","","",""
"2014","no migration background","in school","","","","","","","","","","",""
"2014","no migration background","inadequately","","","","","","","","","","",""
"2014","no migration background","middle vocational","","","","","","","","","","",""
"2014","no migration background","vocational + Abi","","","","","","","","","","",""
"2015","direct migration background","general elemantary","","","","","","","","","","",""
"2015","direct migration background","higher education","","","","","","","","","","",""
"2015","direct migration background","higher vocational","","","","","","","","","","",""
"2015","direct migration background","in school","","","","","","","","","","",""
"2015","direct migration background","inadequately","","","","","","","","","","",""
"2015","direct migration background","middle vocational","","","","","","","","","","",""
"2015","direct migration background","vocational + Abi","","","","","","","","","","",""
"2015","indirect migration background","general elemantary","","","","","","","","","","",""
"2015","indirect migration background","higher education","","","","","","","","","","",""
"2015","indirect migration background","higher vocational","","","","","","","","","","",""
"2015","indirect migration background","in school","","","","","","","","","","",""
"2015","indirect migration background","inadequately","","","","","","","","","","",""
"2015","indirect migration background","middle vocational","","","","","","","","","","",""
"2015","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2015","no migration background","general elemantary","","","","","","","","","","",""
"2015","no migration background","higher education","","","","","","","","","","",""
"2015","no migration background","higher vocational","","","","","","","","","","",""
"2015","no migration background","in school","","","","","","","","","","",""
"2015","no migration background","inadequately","","","","","","","","","","",""
"2015","no migration background","middle vocational","","","","","","","","","","",""
"2015","no migration background","vocational + Abi","","","","","","","","","","",""
"2016","direct migration background","general elemantary","","","","","","","","","","",""
"2016","direct migration background","higher education","","","","","","","","","","",""
"2016","direct migration background","higher vocational","","","","","","","","","","",""
"2016","direct migration background","in school","","","","","","","","","","",""
"2016","direct migration background","inadequately","","","","","","","","","","",""
"2016","direct migration background","middle vocational","","","","","","","","","","",""
"2016","direct migration background","vocational + Abi","","","","","","","","","","",""
"2016","indirect migration background","general elemantary","","","","","","","","","","",""
"2016","indirect migration background","higher education","","","","","","","","","","",""
"2016","indirect migration background","higher vocational","","","","","","","","","","",""
"2016","indirect migration background","in school","","","","","","","","","","",""
"2016","indirect migration background","inadequately","","","","","","","","","","",""
"2016","indirect migration background","middle vocational","","","","","","","","","","",""
"2016","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2016","no migration background","general elemantary","","","","","","","","","","",""
"2016","no migration background","higher education","","","","","","","","","","",""
"2016","no migration background","higher vocational","","","","","","","","","","",""
"2016","no migration background","in school","","","","","","","","","","",""
"2016","no migration background","inadequately","","","","","","","","","","",""
"2016","no migration background","middle vocational","","","","","","","","","","",""
"2016","no migration background","vocational + Abi","","","","","","","","","","",""
"2017","direct migration background","general elemantary","4.12","4","1271","1","2","6","6","4.01","4.23","4","4"
"2017","direct migration background","higher education","3.95","4","1646","2","3","5","6","3.87","4.03","4","4"
"2017","direct migration background","higher vocational","4.31","4","91","2","3","6","7","3.96","4.66","4","5"
"2017","direct migration background","in school","3.59","3","35","2","3","4","6","3.1","4.08","3","4"
"2017","direct migration background","inadequately","4.12","4","1140","1","3","6","6","4","4.24","4","5"
"2017","direct migration background","middle vocational","4.14","4","1979","2","3","5","6","4.06","4.22","4","4"
"2017","direct migration background","vocational + Abi","4.15","4","716","2","3","6","6","4.02","4.28","4","4"
"2017","indirect migration background","general elemantary","3.97","4","281","1","3","5","7","3.76","4.18","4","4"
"2017","indirect migration background","higher education","3.83","4","282","2","3","5","6","3.65","4.01","4","4"
"2017","indirect migration background","higher vocational","3.82","4","58","2","3","5","5","3.42","4.22","3","4"
"2017","indirect migration background","in school","3.62","4","88","2","2","5","6","3.28","3.96","3","4"
"2017","indirect migration background","inadequately","3.79","4","39","1","2","5","7","3.17","4.41","2","5"
"2017","indirect migration background","middle vocational","3.93","4","722","2","3","5","6","3.81","4.05","4","4"
"2017","indirect migration background","vocational + Abi","3.46","3","130","2","2","5","6","3.17","3.75","3","4"
"2017","no migration background","general elemantary","4.24","4","1710","2","3","5","6","4.16","4.32","4","4"
"2017","no migration background","higher education","4.03","4","5070","2","3","5","6","3.99","4.07","4","4"
"2017","no migration background","higher vocational","4.06","4","1391","2","3","5","6","3.98","4.14","4","4"
"2017","no migration background","in school","3.65","3","290","2","3","5","6","3.46","3.84","3","4"
"2017","no migration background","inadequately","4.22","4","169","2","3","5","7","3.95","4.49","4","5"
"2017","no migration background","middle vocational","4.11","4","9842","2","3","5","6","4.08","4.14","4","4"
"2017","no migration background","vocational + Abi","3.97","4","1441","2","3","5","6","3.89","4.05","4","4"
"2018","direct migration background","general elemantary","","","","","","","","","","",""
"2018","direct migration background","higher education","","","","","","","","","","",""
"2018","direct migration background","higher vocational","","","","","","","","","","",""
"2018","direct migration background","in school","","","","","","","","","","",""
"2018","direct migration background","inadequately","","","","","","","","","","",""
"2018","direct migration background","middle vocational","","","","","","","","","","",""
"2018","direct migration background","vocational + Abi","","","","","","","","","","",""
"2018","indirect migration background","general elemantary","","","","","","","","","","",""
"2018","indirect migration background","higher education","","","","","","","","","","",""
"2018","indirect migration background","higher vocational","","","","","","","","","","",""
"2018","indirect migration background","in school","","","","","","","","","","",""
"2018","indirect migration background","inadequately","","","","","","","","","","",""
"2018","indirect migration background","middle vocational","","","","","","","","","","",""
"2018","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2018","no migration background","general elemantary","","","","","","","","","","",""
"2018","no migration background","higher education","","","","","","","","","","",""
"2018","no migration background","higher vocational","","","","","","","","","","",""
"2018","no migration background","in school","","","","","","","","","","",""
"2018","no migration background","inadequately","","","","","","","","","","",""
"2018","no migration background","middle vocational","","","","","","","","","","",""
"2018","no migration background","vocational + Abi","","","","","","","","","","",""
"2019","direct migration background","general elemantary","4.09","4","585","2","3","6","6","3.95","4.23","4","4"
"2019","direct migration background","higher education","3.86","4","1067","2","2","5","6","3.76","3.96","4","4"
"2019","direct migration background","higher vocational","4.12","4","74","2","3","5","6","3.76","4.48","4","5"
"2019","direct migration background","in school","3.73","4","42","2","2","5","5","3.23","4.23","3","4"
"2019","direct migration background","inadequately","3.9","4","203","1","2","5","7","3.65","4.15","4","4"
"2019","direct migration background","middle vocational","3.99","4","1224","2","3","5","6","3.89","4.09","4","4"
"2019","direct migration background","vocational + Abi","3.96","4","518","2","3","5","6","3.81","4.11","4","4"
"2019","indirect migration background","general elemantary","3.78","4","237","1","2","5","6","3.56","4","3","4"
"2019","indirect migration background","higher education","3.71","4","336","2","2","5","6","3.54","3.88","3","4"
"2019","indirect migration background","higher vocational","3.67","4","74","1","2","5","6","3.27","4.07","3","5"
"2019","indirect migration background","in school","3.68","3","81","1","2","6","6","3.28","4.08","3","4"
"2019","indirect migration background","inadequately","3.93","4","38","2","3","5","5","3.33","4.53","3","5"
"2019","indirect migration background","middle vocational","3.76","4","664","1","2","5","6","3.63","3.89","4","4"
"2019","indirect migration background","vocational + Abi","3.49","3","141","1","2","5","5","3.22","3.76","3","4"
"2019","no migration background","general elemantary","4.11","4","1581","2","3","5","6","4.03","4.19","4","4"
"2019","no migration background","higher education","4","4","5592","2","3","5","6","3.96","4.04","4","4"
"2019","no migration background","higher vocational","3.98","4","1517","2","3","5","6","3.9","4.06","4","4"
"2019","no migration background","in school","3.9","4","204","2","2","5","6","3.67","4.13","4","4"
"2019","no migration background","inadequately","4.04","4","146","1","3","5","6","3.73","4.35","4","5"
"2019","no migration background","middle vocational","4","4","9204","2","3","5","6","3.97","4.03","4","4"
"2019","no migration background","vocational + Abi","3.91","4","1508","2","3","5","6","3.83","3.99","4","4"
