"plj0587","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Very often","2017","35-65 y.","Urban Area","310","0.0181925785625788","0.0156436606194501","0.0207414965057076"
"Very often","2017","35-65 y.","Rural Area","124","0.0126005231853087","0.00973533780988541","0.015465708560732"
"Very often","2017","66 and older","Urban Area","68","0.0308592212791721","0.0248438541065202","0.0368745884518239"
"Very often","2017","66 and older","Rural Area","32","0.0190932485337934","0.0129119928860525","0.0252745041815344"
"Often","2017","16-34 y.","Urban Area","592","0.0755377887532087","0.068605448184717","0.0824701293217004"
"Often","2017","16-34 y.","Rural Area","297","0.0885834588765992","0.0774453141480689","0.0997216036051295"
"Often","2017","35-65 y.","Urban Area","869","0.0690182289677053","0.0641837679365418","0.0738526899988689"
"Often","2017","35-65 y.","Rural Area","446","0.0720650768813344","0.0654225521884129","0.0787076015742559"
"Often","2017","66 and older","Urban Area","240","0.0805650483978293","0.0710980987567987","0.0900319980388599"
"Often","2017","66 and older","Rural Area","162","0.0933219949039888","0.0801836252073283","0.106460364600649"
"Sometimes","2017","16-34 y.","Urban Area","1781","0.321991903543277","0.309734652227083","0.334249154859472"
"Sometimes","2017","16-34 y.","Rural Area","826","0.336017980045377","0.317502392208958","0.354533567881795"
"Sometimes","2017","35-65 y.","Urban Area","3212","0.298031140004027","0.289307749480555","0.306754530527499"
"Sometimes","2017","35-65 y.","Rural Area","1895","0.33886273216388","0.326704520105588","0.351020944222173"
"Sometimes","2017","66 and older","Urban Area","942","0.308480117377453","0.292414694904807","0.324545539850099"
"Sometimes","2017","66 and older","Rural Area","604","0.30832134518287","0.287463141030698","0.329179549335041"
"Rarely ","2017","16-34 y.","Urban Area","1877","0.415336105971811","0.402408855732872","0.428263356210751"
"Rarely ","2017","16-34 y.","Rural Area","797","0.387640697981491","0.368542344385781","0.4067390515772"
"Rarely ","2017","35-65 y.","Urban Area","3947","0.40387745825381","0.394519348180964","0.413235568326656"
"Rarely ","2017","35-65 y.","Rural Area","2241","0.399741899735927","0.38715928668136","0.412324512790494"
"Rarely ","2017","66 and older","Urban Area","1247","0.369469296622099","0.352680540414426","0.386258052829773"
"Rarely ","2017","66 and older","Rural Area","726","0.384307313352135","0.362336595188611","0.40627803151566"
"Never","2017","16-34 y.","Urban Area","1044","0.16794228968108","0.158135882216208","0.177748697145952"
"Never","2017","16-34 y.","Rural Area","468","0.170113559252095","0.155385114609602","0.184842003894587"
"Never","2017","35-65 y.","Urban Area","2223","0.210880594211879","0.203100493125047","0.218660695298712"
"Never","2017","35-65 y.","Rural Area","1116","0.176729768033549","0.166931754153331","0.186527781913768"
"Never","2017","66 and older","Urban Area","678","0.210626316323447","0.196443128170719","0.224809504476174"
"Never","2017","66 and older","Rural Area","359","0.194956098027213","0.177062357915922","0.212849838138504"
"Very often","2018","16-34 y.","Urban Area","13","","",""
"Very often","2018","16-34 y.","Rural Area","12","","",""
"Very often","2018","35-65 y.","Urban Area","20","","",""
"Very often","2018","35-65 y.","Rural Area","10","","",""
"Very often","2018","66 and older","Urban Area","1","","",""
"Very often","2018","66 and older","Rural Area","","","",""
"Often","2018","16-34 y.","Urban Area","33","0.293823737493363","0.223021085374467","0.364626389612258"
"Often","2018","16-34 y.","Rural Area","17","","",""
"Often","2018","35-65 y.","Urban Area","17","","",""
"Often","2018","35-65 y.","Rural Area","10","","",""
"Often","2018","66 and older","Urban Area","1","","",""
"Often","2018","66 and older","Rural Area","1","","",""
"Sometimes","2018","16-34 y.","Urban Area","47","0.24548886380982","0.178593155911708","0.312384571707932"
"Sometimes","2018","16-34 y.","Rural Area","30","0.364939835397065","0.268638890984126","0.461240779810004"
"Sometimes","2018","35-65 y.","Urban Area","31","0.270519857076465","0.184730030366513","0.356309683786417"
"Sometimes","2018","35-65 y.","Rural Area","20","","",""
"Sometimes","2018","66 and older","Urban Area","1","","",""
"Sometimes","2018","66 and older","Rural Area","","","",""
"Rarely ","2018","16-34 y.","Urban Area","18","","",""
"Rarely ","2018","16-34 y.","Rural Area","13","","",""
"Rarely ","2018","35-65 y.","Urban Area","13","","",""
"Rarely ","2018","35-65 y.","Rural Area","8","","",""
"Rarely ","2018","66 and older","Urban Area","","","",""
"Rarely ","2018","66 and older","Rural Area","","","",""
"Never","2018","16-34 y.","Urban Area","48","0.290834761446969","0.220244237510346","0.361425285383593"
"Never","2018","16-34 y.","Rural Area","24","","",""
"Never","2018","35-65 y.","Urban Area","22","","",""
"Never","2018","35-65 y.","Rural Area","10","","",""
"Never","2018","66 and older","Urban Area","","","",""
"Never","2018","66 and older","Rural Area","","","",""
"Very often","2019","16-34 y.","Urban Area","19","","",""
"Very often","2019","16-34 y.","Rural Area","3","","",""
"Very often","2019","35-65 y.","Urban Area","10","","",""
"Very often","2019","35-65 y.","Rural Area","5","","",""
"Very often","2019","66 and older","Urban Area","","","",""
"Very often","2019","66 and older","Rural Area","2","","",""
"Often","2019","16-34 y.","Urban Area","17","","",""
"Often","2019","16-34 y.","Rural Area","10","","",""
"Often","2019","35-65 y.","Urban Area","20","","",""
"Often","2019","35-65 y.","Rural Area","12","","",""
"Often","2019","66 and older","Urban Area","1","","",""
"Often","2019","66 and older","Rural Area","","","",""
"Sometimes","2019","16-34 y.","Urban Area","28","","",""
"Sometimes","2019","16-34 y.","Rural Area","24","","",""
"Sometimes","2019","35-65 y.","Urban Area","18","","",""
"Sometimes","2019","35-65 y.","Rural Area","26","","",""
"Sometimes","2019","66 and older","Urban Area","1","","",""
"Sometimes","2019","66 and older","Rural Area","1","","",""
"Rarely ","2019","16-34 y.","Urban Area","9","","",""
"Rarely ","2019","16-34 y.","Rural Area","3","","",""
"Rarely ","2019","35-65 y.","Urban Area","11","","",""
"Rarely ","2019","35-65 y.","Rural Area","1","","",""
"Rarely ","2019","66 and older","Urban Area","1","","",""
"Rarely ","2019","66 and older","Rural Area","","","",""
"Never","2019","16-34 y.","Urban Area","26","","",""
"Never","2019","16-34 y.","Rural Area","5","","",""
"Never","2019","35-65 y.","Urban Area","11","","",""
"Never","2019","35-65 y.","Rural Area","9","","",""
"Never","2019","66 and older","Urban Area","","","",""
"Never","2019","66 and older","Rural Area","","","",""
