"plj0587","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Sometimes","2014","direct migration background","East Germany","","","","","3"
"Sometimes","2014","indirect migration background","West Germany","","","","","3"
"Sometimes","2014","indirect migration background","East Germany","","","","","3"
"Very often","2014","direct migration background","West Germany","","","","","1"
"Very often","2014","no migration background","West Germany","","","","","1"
"Very often","2014","no migration background","East Germany","","","","","1"
"Very often","2014","direct migration background","East Germany","","","","","1"
"Very often","2014","indirect migration background","West Germany","","","","","1"
"Very often","2014","indirect migration background","East Germany","","","","","1"
"Never","2015","no migration background","East Germany","","","","","5"
"Never","2015","direct migration background","West Germany","","","","","5"
"Never","2015","indirect migration background","West Germany","","","","","5"
"Never","2015","indirect migration background","East Germany","","","","","5"
"Never","2015","no migration background","West Germany","","","","","5"
"Never","2015","direct migration background","East Germany","","","","","5"
"Often","2015","direct migration background","East Germany","","","","","2"
"Often","2015","no migration background","West Germany","","","","","2"
"Often","2015","direct migration background","West Germany","","","","","2"
"Often","2015","no migration background","East Germany","","","","","2"
"Often","2015","indirect migration background","West Germany","","","","","2"
"Often","2015","indirect migration background","East Germany","","","","","2"
"Rarely ","2015","no migration background","East Germany","","","","","4"
"Rarely ","2015","direct migration background","West Germany","","","","","4"
"Rarely ","2015","no migration background","West Germany","","","","","4"
"Rarely ","2015","indirect migration background","West Germany","","","","","4"
"Rarely ","2015","direct migration background","East Germany","","","","","4"
"Rarely ","2015","indirect migration background","East Germany","","","","","4"
"Sometimes","2015","direct migration background","West Germany","","","","","3"
"Sometimes","2015","direct migration background","East Germany","","","","","3"
"Sometimes","2015","no migration background","West Germany","","","","","3"
"Sometimes","2015","no migration background","East Germany","","","","","3"
"Sometimes","2015","indirect migration background","West Germany","","","","","3"
"Sometimes","2015","indirect migration background","East Germany","","","","","3"
"Very often","2015","no migration background","West Germany","","","","","1"
"Very often","2015","no migration background","East Germany","","","","","1"
"Very often","2015","direct migration background","West Germany","","","","","1"
"Very often","2015","direct migration background","East Germany","","","","","1"
"Very often","2015","indirect migration background","West Germany","","","","","1"
"Very often","2015","indirect migration background","East Germany","","","","","1"
"Never","2016","no migration background","West Germany","","","","","5"
"Never","2016","no migration background","East Germany","","","","","5"
"Never","2016","direct migration background","West Germany","759","0.186101273863738","0.173257128309195","0.198945419418281","5"
"Never","2016","direct migration background","East Germany","139","0.163133536062265","0.13676037874523","0.1895066933793","5"
"Never","2016","indirect migration background","West Germany","","","","","5"
"Never","2016","indirect migration background","East Germany","","","","","5"
"Often","2016","no migration background","West Germany","","","","","2"
"Often","2016","no migration background","East Germany","","","","","2"
"Often","2016","direct migration background","West Germany","642","0.204457687568923","0.191147667044598","0.217767708093248","2"
"Often","2016","direct migration background","East Germany","148","0.203207107977051","0.17448577504832","0.231928440905782","2"
"Often","2016","indirect migration background","West Germany","","","","","2"
"Often","2016","indirect migration background","East Germany","","","","","2"
"Rarely ","2016","no migration background","West Germany","","","","","4"
"Rarely ","2016","no migration background","East Germany","","","","","4"
"Rarely ","2016","direct migration background","West Germany","534","0.133503453450097","0.122278746037907","0.144728160862286","4"
"Rarely ","2016","direct migration background","East Germany","106","0.122010640241292","0.0986488619799442","0.145372418502641","4"
"Rarely ","2016","indirect migration background","West Germany","","","","","4"
"Rarely ","2016","indirect migration background","East Germany","","","","","4"
"Sometimes","2016","no migration background","West Germany","","","","","3"
"Sometimes","2016","no migration background","East Germany","","","","","3"
"Sometimes","2016","direct migration background","West Germany","1033","0.302383527194494","0.28722584528348","0.317541209105508","3"
"Sometimes","2016","direct migration background","East Germany","239","0.331350852682805","0.297753457174728","0.364948248190881","3"
"Sometimes","2016","indirect migration background","West Germany","","","","","3"
"Sometimes","2016","indirect migration background","East Germany","","","","","3"
"Very often","2016","no migration background","West Germany","","","","","1"
"Very often","2016","no migration background","East Germany","","","","","1"
"Very often","2016","direct migration background","West Germany","559","0.173554057922748","0.16105521030705","0.186052905538446","1"
"Very often","2016","direct migration background","East Germany","122","0.180297863036587","0.152857759772941","0.207737966300234","1"
"Very often","2016","indirect migration background","West Germany","","","","","1"
"Very often","2016","indirect migration background","East Germany","","","","","1"
"Never","2017","no migration background","West Germany","3102","0.198400748008767","0.192052155623183","0.204749340394351","5"
"Never","2017","no migration background","East Germany","944","0.173246129446766","0.162913858825085","0.183578400068446","5"
"Never","2017","direct migration background","West Germany","1317","0.190093204677977","0.180812156886308","0.199374252469645","5"
"Never","2017","direct migration background","East Germany","138","0.251675448965808","0.217841321993718","0.285509575937898","5"
"Never","2017","indirect migration background","West Germany","362","0.201799394384729","0.182170706186478","0.221428082582979","5"
"Never","2017","indirect migration background","East Germany","25","","","","5"
"Often","2017","no migration background","West Germany","932","0.0619001380068576","0.0580639711900075","0.0657363048237078","2"
"Often","2017","direct migration background","West Germany","996","0.117532162896401","0.109914460558649","0.125149865234154","2"
"Often","2017","no migration background","East Germany","430","0.0878830888608127","0.0801535462751165","0.0956126314465089","2"
"Often","2017","indirect migration background","East Germany","7","","","","2"
"Often","2017","direct migration background","East Germany","95","0.0933973986141254","0.0707110071196219","0.116083790108629","2"
"Often","2017","indirect migration background","West Germany","146","0.0835434381654037","0.0700106452757446","0.0970762310550629","2"
"Rarely ","2017","no migration background","West Germany","6384","0.424094057764501","0.416226607372844","0.431961508156157","4"
"Rarely ","2017","no migration background","East Germany","2041","0.375558742725207","0.362337855006776","0.388779630443637","4"
"Rarely ","2017","indirect migration background","West Germany","610","0.383400691914215","0.359621161002874","0.407180222825557","4"
"Rarely ","2017","direct migration background","East Germany","142","0.320342406176064","0.283964151805922","0.356720660546207","4"
"Rarely ","2017","indirect migration background","East Germany","31","0.278099975019685","0.193202415615728","0.362997534423641","4"
"Rarely ","2017","direct migration background","West Germany","1627","0.315612285539494","0.304619082632757","0.326605488446232","4"
"Sometimes","2017","no migration background","West Germany","4549","0.301139847939349","0.293836762319901","0.308442933558796","3"
"Sometimes","2017","no migration background","East Germany","1659","0.347365335591924","0.334366507774413","0.360364163409436","3"
"Sometimes","2017","indirect migration background","West Germany","454","0.30941176277846","0.286804222203961","0.33201930335296","3"
"Sometimes","2017","indirect migration background","East Germany","42","0.44011124026733","0.346054850098908","0.534167630435751","3"
"Sometimes","2017","direct migration background","West Germany","2357","0.333566078831321","0.322413747118795","0.344718410543848","3"
"Sometimes","2017","direct migration background","East Germany","199","0.291607598665385","0.25617313063539","0.327042066695379","3"
"Very often","2017","direct migration background","West Germany","569","0.0431962680548063","0.0383875342626159","0.0480050018469967","1"
"Very often","2017","indirect migration background","East Germany","2","","","","1"
"Very often","2017","no migration background","West Germany","191","0.0144652082805263","0.0125644562392153","0.0163659603218373","1"
"Very often","2017","no migration background","East Germany","80","0.0159467033752905","0.0125267463232571","0.0193666604273238","1"
"Very often","2017","direct migration background","East Germany","58","0.0429771475786178","0.0271657776440539","0.0587885175131817","1"
"Very often","2017","indirect migration background","West Germany","34","0.0218447127571919","0.0146955959464811","0.0289938295679027","1"
"Never","2018","no migration background","West Germany","","","","","5"
"Never","2018","no migration background","East Germany","","","","","5"
"Never","2018","direct migration background","West Germany","89","0.241407761792418","0.197921063709613","0.284894459875223","5"
"Never","2018","indirect migration background","West Germany","","","","","5"
"Never","2018","indirect migration background","East Germany","","","","","5"
"Never","2018","direct migration background","East Germany","15","","","","5"
"Often","2018","direct migration background","West Germany","65","0.21075600174578","0.169310992526918","0.252201010964642","2"
"Often","2018","direct migration background","East Germany","14","","","","2"
"Often","2018","indirect migration background","East Germany","","","","","2"
"Often","2018","no migration background","West Germany","","","","","2"
"Often","2018","no migration background","East Germany","","","","","2"
"Often","2018","indirect migration background","West Germany","","","","","2"
"Rarely ","2018","no migration background","West Germany","","","","","4"
"Rarely ","2018","no migration background","East Germany","","","","","4"
"Rarely ","2018","indirect migration background","East Germany","","","","","4"
"Rarely ","2018","direct migration background","West Germany","48","0.124723934409258","0.091148313821619","0.158299554996896","4"
"Rarely ","2018","direct migration background","East Germany","4","","","","4"
"Rarely ","2018","indirect migration background","West Germany","","","","","4"
"Sometimes","2018","no migration background","West Germany","","","","","3"
"Sometimes","2018","no migration background","East Germany","","","","","3"
"Sometimes","2018","direct migration background","West Germany","119","0.325416026488103","0.277804281417757","0.37302777155845","3"
"Sometimes","2018","indirect migration background","East Germany","","","","","3"
"Sometimes","2018","direct migration background","East Germany","10","","","","3"
"Sometimes","2018","indirect migration background","West Germany","","","","","3"
"Very often","2018","direct migration background","West Germany","51","0.0976962755644408","0.0675251161249305","0.127867435003951","1"
"Very often","2018","no migration background","East Germany","","","","","1"
"Very often","2018","indirect migration background","East Germany","","","","","1"
"Very often","2018","direct migration background","East Germany","5","","","","1"
"Very often","2018","no migration background","West Germany","","","","","1"
"Very often","2018","indirect migration background","West Germany","","","","","1"
"Never","2019","no migration background","West Germany","","","","","5"
"Never","2019","no migration background","East Germany","","","","","5"
"Never","2019","direct migration background","West Germany","45","0.198935126782131","0.149745060008734","0.248125193555527","5"
"Never","2019","direct migration background","East Germany","6","","","","5"
"Never","2019","indirect migration background","West Germany","","","","","5"
"Never","2019","indirect migration background","East Germany","","","","","5"
"Often","2019","no migration background","West Germany","","","","","2"
"Often","2019","no migration background","East Germany","","","","","2"
"Often","2019","direct migration background","West Germany","58","0.233696711508084","0.181551494918629","0.285841928097539","2"
"Often","2019","direct migration background","East Germany","4","","","","2"
"Often","2019","indirect migration background","East Germany","","","","","2"
"Often","2019","indirect migration background","West Germany","","","","","2"
"Rarely ","2019","no migration background","West Germany","","","","","4"
"Rarely ","2019","no migration background","East Germany","","","","","4"
"Rarely ","2019","direct migration background","West Germany","26","","","","4"
"Rarely ","2019","direct migration background","East Germany","","","","","4"
"Rarely ","2019","indirect migration background","East Germany","","","","","4"
"Rarely ","2019","indirect migration background","West Germany","","","","","4"
"Sometimes","2019","direct migration background","West Germany","89","0.330181127725011","0.272232568369985","0.388129687080037","3"
"Sometimes","2019","indirect migration background","East Germany","","","","","3"
"Sometimes","2019","no migration background","East Germany","","","","","3"
"Sometimes","2019","no migration background","West Germany","","","","","3"
"Sometimes","2019","direct migration background","East Germany","9","","","","3"
"Sometimes","2019","indirect migration background","West Germany","","","","","3"
"Very often","2019","indirect migration background","East Germany","","","","","1"
"Very often","2019","direct migration background","East Germany","4","","","","1"
"Very often","2019","no migration background","West Germany","","","","","1"
"Very often","2019","no migration background","East Germany","","","","","1"
"Very often","2019","direct migration background","West Germany","35","0.147186353073017","0.103529877332324","0.19084282881371","1"
"Very often","2019","indirect migration background","West Germany","","","","","1"
