"plj0587","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely ","2014","indirect migration background","middle vocational","","","",""
"Rarely ","2014","indirect migration background","vocational + Abi","","","",""
"Rarely ","2014","indirect migration background","higher vocational","","","",""
"Rarely ","2014","indirect migration background","higher education","","","",""
"Never","2014","no migration background","in school","","","",""
"Never","2014","no migration background","inadequately","","","",""
"Never","2014","no migration background","general elemantary","","","",""
"Never","2014","no migration background","middle vocational","","","",""
"Never","2014","no migration background","vocational + Abi","","","",""
"Never","2014","no migration background","higher vocational","","","",""
"Never","2014","no migration background","higher education","","","",""
"Never","2014","direct migration background","in school","","","",""
"Never","2014","direct migration background","inadequately","","","",""
"Never","2014","direct migration background","general elemantary","","","",""
"Never","2014","direct migration background","middle vocational","","","",""
"Never","2014","direct migration background","vocational + Abi","","","",""
"Never","2014","direct migration background","higher vocational","","","",""
"Never","2014","direct migration background","higher education","","","",""
"Never","2014","indirect migration background","in school","","","",""
"Never","2014","indirect migration background","inadequately","","","",""
"Never","2014","indirect migration background","general elemantary","","","",""
"Never","2014","indirect migration background","middle vocational","","","",""
"Never","2014","indirect migration background","vocational + Abi","","","",""
"Never","2014","indirect migration background","higher vocational","","","",""
"Never","2014","indirect migration background","higher education","","","",""
"Very often","2015","no migration background","in school","","","",""
"Very often","2015","no migration background","inadequately","","","",""
"Very often","2015","no migration background","general elemantary","","","",""
"Very often","2015","no migration background","middle vocational","","","",""
"Very often","2015","no migration background","vocational + Abi","","","",""
"Very often","2015","no migration background","higher vocational","","","",""
"Very often","2015","no migration background","higher education","","","",""
"Very often","2015","direct migration background","in school","","","",""
"Very often","2015","direct migration background","inadequately","","","",""
"Very often","2015","direct migration background","general elemantary","","","",""
"Very often","2015","direct migration background","middle vocational","","","",""
"Very often","2015","direct migration background","vocational + Abi","","","",""
"Very often","2015","direct migration background","higher vocational","","","",""
"Very often","2015","direct migration background","higher education","","","",""
"Very often","2015","indirect migration background","in school","","","",""
"Very often","2015","indirect migration background","inadequately","","","",""
"Very often","2015","indirect migration background","general elemantary","","","",""
"Very often","2015","indirect migration background","middle vocational","","","",""
"Very often","2015","indirect migration background","vocational + Abi","","","",""
"Very often","2015","indirect migration background","higher vocational","","","",""
"Very often","2015","indirect migration background","higher education","","","",""
"Often","2015","no migration background","in school","","","",""
"Often","2015","no migration background","inadequately","","","",""
"Often","2015","no migration background","general elemantary","","","",""
"Often","2015","no migration background","middle vocational","","","",""
"Often","2015","no migration background","vocational + Abi","","","",""
"Often","2015","no migration background","higher vocational","","","",""
"Often","2015","no migration background","higher education","","","",""
"Often","2015","direct migration background","in school","","","",""
"Often","2015","direct migration background","inadequately","","","",""
"Often","2015","direct migration background","general elemantary","","","",""
"Often","2015","direct migration background","middle vocational","","","",""
"Often","2015","direct migration background","vocational + Abi","","","",""
"Often","2015","direct migration background","higher vocational","","","",""
"Often","2015","direct migration background","higher education","","","",""
"Often","2015","indirect migration background","in school","","","",""
"Often","2015","indirect migration background","inadequately","","","",""
"Often","2015","indirect migration background","general elemantary","","","",""
"Often","2015","indirect migration background","middle vocational","","","",""
"Often","2015","indirect migration background","vocational + Abi","","","",""
"Often","2015","indirect migration background","higher vocational","","","",""
"Often","2015","indirect migration background","higher education","","","",""
"Sometimes","2015","no migration background","in school","","","",""
"Sometimes","2015","no migration background","inadequately","","","",""
"Sometimes","2015","no migration background","general elemantary","","","",""
"Sometimes","2015","no migration background","middle vocational","","","",""
"Sometimes","2015","no migration background","vocational + Abi","","","",""
"Sometimes","2015","no migration background","higher vocational","","","",""
"Sometimes","2015","no migration background","higher education","","","",""
"Sometimes","2015","direct migration background","in school","","","",""
"Sometimes","2015","direct migration background","inadequately","","","",""
"Sometimes","2015","direct migration background","general elemantary","","","",""
"Sometimes","2015","direct migration background","middle vocational","","","",""
"Sometimes","2015","direct migration background","vocational + Abi","","","",""
"Sometimes","2015","direct migration background","higher vocational","","","",""
"Sometimes","2015","direct migration background","higher education","","","",""
"Sometimes","2015","indirect migration background","in school","","","",""
"Sometimes","2015","indirect migration background","inadequately","","","",""
"Sometimes","2015","indirect migration background","general elemantary","","","",""
"Sometimes","2015","indirect migration background","middle vocational","","","",""
"Sometimes","2015","indirect migration background","vocational + Abi","","","",""
"Sometimes","2015","indirect migration background","higher vocational","","","",""
"Sometimes","2015","indirect migration background","higher education","","","",""
"Rarely ","2015","no migration background","in school","","","",""
"Rarely ","2015","no migration background","inadequately","","","",""
"Rarely ","2015","no migration background","general elemantary","","","",""
"Rarely ","2015","no migration background","middle vocational","","","",""
"Rarely ","2015","no migration background","vocational + Abi","","","",""
"Rarely ","2015","no migration background","higher vocational","","","",""
"Rarely ","2015","no migration background","higher education","","","",""
"Rarely ","2015","direct migration background","in school","","","",""
"Rarely ","2015","direct migration background","inadequately","","","",""
"Rarely ","2015","direct migration background","general elemantary","","","",""
"Rarely ","2015","direct migration background","middle vocational","","","",""
"Rarely ","2015","direct migration background","vocational + Abi","","","",""
"Rarely ","2015","direct migration background","higher vocational","","","",""
"Rarely ","2015","direct migration background","higher education","","","",""
"Rarely ","2015","indirect migration background","in school","","","",""
"Rarely ","2015","indirect migration background","inadequately","","","",""
"Rarely ","2015","indirect migration background","general elemantary","","","",""
"Rarely ","2015","indirect migration background","middle vocational","","","",""
"Rarely ","2015","indirect migration background","vocational + Abi","","","",""
"Rarely ","2015","indirect migration background","higher vocational","","","",""
"Rarely ","2015","indirect migration background","higher education","","","",""
"Never","2015","no migration background","in school","","","",""
"Never","2015","no migration background","inadequately","","","",""
"Never","2015","no migration background","general elemantary","","","",""
"Never","2015","no migration background","middle vocational","","","",""
"Never","2015","no migration background","vocational + Abi","","","",""
"Never","2015","no migration background","higher vocational","","","",""
"Never","2015","no migration background","higher education","","","",""
"Never","2015","direct migration background","in school","","","",""
"Never","2015","direct migration background","inadequately","","","",""
"Never","2015","direct migration background","general elemantary","","","",""
"Never","2015","direct migration background","middle vocational","","","",""
"Never","2015","direct migration background","vocational + Abi","","","",""
"Never","2015","direct migration background","higher vocational","","","",""
"Never","2015","direct migration background","higher education","","","",""
"Never","2015","indirect migration background","in school","","","",""
"Never","2015","indirect migration background","inadequately","","","",""
"Never","2015","indirect migration background","general elemantary","","","",""
"Never","2015","indirect migration background","middle vocational","","","",""
"Never","2015","indirect migration background","vocational + Abi","","","",""
"Never","2015","indirect migration background","higher vocational","","","",""
"Never","2015","indirect migration background","higher education","","","",""
"Very often","2016","no migration background","in school","","","",""
"Very often","2016","no migration background","inadequately","","","",""
"Very often","2016","no migration background","general elemantary","","","",""
"Very often","2016","no migration background","middle vocational","","","",""
"Very often","2016","no migration background","vocational + Abi","","","",""
"Very often","2016","no migration background","higher vocational","","","",""
"Very often","2016","no migration background","higher education","","","",""
"Very often","2016","direct migration background","in school","","","",""
"Very often","2016","direct migration background","inadequately","269","0.212446358679333","0.192003828806671","0.232888888551994"
"Very often","2016","direct migration background","general elemantary","115","0.141848155801594","0.117924310816681","0.165772000786507"
"Very often","2016","direct migration background","middle vocational","113","0.150864174204218","0.125282980106496","0.176445368301941"
"Very often","2016","direct migration background","vocational + Abi","","","",""
"Very often","2016","direct migration background","higher vocational","","","",""
"Very often","2016","direct migration background","higher education","118","0.17845632340096","0.15103499553756","0.205877651264361"
"Very often","2016","indirect migration background","in school","","","",""
"Very often","2016","indirect migration background","inadequately","","","",""
"Very often","2016","indirect migration background","general elemantary","","","",""
"Very often","2016","indirect migration background","middle vocational","","","",""
"Very often","2016","indirect migration background","vocational + Abi","","","",""
"Very often","2016","indirect migration background","higher vocational","","","",""
"Very often","2016","indirect migration background","higher education","","","",""
"Often","2016","no migration background","in school","","","",""
"Often","2016","no migration background","inadequately","","","",""
"Often","2016","no migration background","general elemantary","","","",""
"Often","2016","no migration background","middle vocational","","","",""
"Often","2016","no migration background","vocational + Abi","","","",""
"Often","2016","no migration background","higher vocational","","","",""
"Often","2016","no migration background","higher education","","","",""
"Often","2016","direct migration background","in school","","","",""
"Often","2016","direct migration background","inadequately","280","0.20474695885383","0.18458042208745","0.224913495620211"
"Often","2016","direct migration background","general elemantary","145","0.205948361604991","0.178218953051817","0.233677770158164"
"Often","2016","direct migration background","middle vocational","158","0.245380531757773","0.214625001083911","0.276136062431634"
"Often","2016","direct migration background","vocational + Abi","","","",""
"Often","2016","direct migration background","higher vocational","","","",""
"Often","2016","direct migration background","higher education","124","0.172629749643986","0.145564318291457","0.199695180996514"
"Often","2016","indirect migration background","in school","","","",""
"Often","2016","indirect migration background","inadequately","","","",""
"Often","2016","indirect migration background","general elemantary","","","",""
"Often","2016","indirect migration background","middle vocational","","","",""
"Often","2016","indirect migration background","vocational + Abi","","","",""
"Often","2016","indirect migration background","higher vocational","","","",""
"Often","2016","indirect migration background","higher education","","","",""
"Sometimes","2016","no migration background","in school","","","",""
"Sometimes","2016","no migration background","inadequately","","","",""
"Sometimes","2016","no migration background","general elemantary","","","",""
"Sometimes","2016","no migration background","middle vocational","","","",""
"Sometimes","2016","no migration background","vocational + Abi","","","",""
"Sometimes","2016","no migration background","higher vocational","","","",""
"Sometimes","2016","no migration background","higher education","","","",""
"Sometimes","2016","direct migration background","in school","","","",""
"Sometimes","2016","direct migration background","inadequately","414","0.289387672516338","0.266724207736473","0.312051137296204"
"Sometimes","2016","direct migration background","general elemantary","271","0.347177076683591","0.31453255709729","0.379821596269893"
"Sometimes","2016","direct migration background","middle vocational","242","0.297189897451962","0.264525459515284","0.329854335388639"
"Sometimes","2016","direct migration background","vocational + Abi","32","0.389775680382748","0.296492022704228","0.483059338061267"
"Sometimes","2016","direct migration background","higher vocational","","","",""
"Sometimes","2016","direct migration background","higher education","217","0.276405765315244","0.244377878887065","0.308433651743424"
"Sometimes","2016","indirect migration background","in school","","","",""
"Sometimes","2016","indirect migration background","inadequately","","","",""
"Sometimes","2016","indirect migration background","general elemantary","","","",""
"Sometimes","2016","indirect migration background","middle vocational","","","",""
"Sometimes","2016","indirect migration background","vocational + Abi","","","",""
"Sometimes","2016","indirect migration background","higher vocational","","","",""
"Sometimes","2016","indirect migration background","higher education","","","",""
"Rarely ","2016","no migration background","in school","","","",""
"Rarely ","2016","no migration background","inadequately","","","",""
"Rarely ","2016","no migration background","general elemantary","","","",""
"Rarely ","2016","no migration background","middle vocational","","","",""
"Rarely ","2016","no migration background","vocational + Abi","","","",""
"Rarely ","2016","no migration background","higher vocational","","","",""
"Rarely ","2016","no migration background","higher education","","","",""
"Rarely ","2016","direct migration background","in school","","","",""
"Rarely ","2016","direct migration background","inadequately","224","0.114452928766491","0.0985422318095618","0.130363625723421"
"Rarely ","2016","direct migration background","general elemantary","110","0.124159310558192","0.101547295410504","0.146771325705879"
"Rarely ","2016","direct migration background","middle vocational","118","0.139409834761375","0.114653629991148","0.164166039531601"
"Rarely ","2016","direct migration background","vocational + Abi","","","",""
"Rarely ","2016","direct migration background","higher vocational","","","",""
"Rarely ","2016","direct migration background","higher education","134","0.170674349860618","0.143730859219189","0.197617840502048"
"Rarely ","2016","indirect migration background","in school","","","",""
"Rarely ","2016","indirect migration background","inadequately","","","",""
"Rarely ","2016","indirect migration background","general elemantary","","","",""
"Rarely ","2016","indirect migration background","middle vocational","","","",""
"Rarely ","2016","indirect migration background","vocational + Abi","","","",""
"Rarely ","2016","indirect migration background","higher vocational","","","",""
"Rarely ","2016","indirect migration background","higher education","","","",""
"Never","2016","no migration background","in school","","","",""
"Never","2016","no migration background","inadequately","","","",""
"Never","2016","no migration background","general elemantary","","","",""
"Never","2016","no migration background","middle vocational","","","",""
"Never","2016","no migration background","vocational + Abi","","","",""
"Never","2016","no migration background","higher vocational","","","",""
"Never","2016","no migration background","higher education","","","",""
"Never","2016","direct migration background","in school","","","",""
"Never","2016","direct migration background","inadequately","351","0.178966081184008","0.159808713391315","0.1981234489767"
"Never","2016","direct migration background","general elemantary","176","0.180867095351633","0.154473774898919","0.207260415804347"
"Never","2016","direct migration background","middle vocational","121","0.167155561824672","0.140488109248837","0.193823014400507"
"Never","2016","direct migration background","vocational + Abi","30","0.238755771998051","0.157211701319893","0.320299842676209"
"Never","2016","direct migration background","higher vocational","","","",""
"Never","2016","direct migration background","higher education","156","0.201833811779191","0.173089573360469","0.230578050197913"
"Never","2016","indirect migration background","in school","","","",""
"Never","2016","indirect migration background","inadequately","","","",""
"Never","2016","indirect migration background","general elemantary","","","",""
"Never","2016","indirect migration background","middle vocational","","","",""
"Never","2016","indirect migration background","vocational + Abi","","","",""
"Never","2016","indirect migration background","higher vocational","","","",""
"Never","2016","indirect migration background","higher education","","","",""
"Very often","2017","no migration background","in school","","","",""
"Very often","2017","no migration background","inadequately","","","",""
"Very often","2017","no migration background","general elemantary","45","0.0241445903443834","0.016877754665571","0.0314114260231958"
"Very often","2017","no migration background","middle vocational","136","0.0137115142406097","0.0114150873561731","0.0160079411250463"
"Very often","2017","no migration background","vocational + Abi","","","",""
"Very often","2017","no migration background","higher vocational","","","",""
"Very often","2017","no migration background","higher education","42","0.00945400983147482","0.00679133455057229","0.0121166851123774"
"Very often","2017","direct migration background","in school","","","",""
"Very often","2017","direct migration background","inadequately","213","0.104541593356924","0.0887933775904037","0.120289809123444"
"Very often","2017","direct migration background","general elemantary","107","0.0394689685504319","0.0289009666224256","0.0500369704784381"
"Very often","2017","direct migration background","middle vocational","124","0.0404081748997971","0.0317499862379836","0.0490663635616106"
"Very often","2017","direct migration background","vocational + Abi","31","0.0435288998739879","0.0286144095206955","0.0584433902272804"
"Very often","2017","direct migration background","higher vocational","","","",""
"Very often","2017","direct migration background","higher education","121","0.0220437077913486","0.0149441490858654","0.0291432664968318"
"Very often","2017","indirect migration background","in school","","","",""
"Very often","2017","indirect migration background","inadequately","","","",""
"Very often","2017","indirect migration background","general elemantary","","","",""
"Very often","2017","indirect migration background","middle vocational","","","",""
"Very often","2017","indirect migration background","vocational + Abi","","","",""
"Very often","2017","indirect migration background","higher vocational","","","",""
"Very often","2017","indirect migration background","higher education","","","",""
"Often","2017","no migration background","in school","","","",""
"Often","2017","no migration background","inadequately","","","",""
"Often","2017","no migration background","general elemantary","186","0.102191626125698","0.0878518568698518","0.116531395381545"
"Often","2017","no migration background","middle vocational","666","0.0667024753517292","0.0617754027248429","0.0716295479786155"
"Often","2017","no migration background","vocational + Abi","90","0.0687075082163957","0.0556469646964957","0.0817680517362957"
"Often","2017","no migration background","higher vocational","67","0.0480837362648614","0.0368487897442984","0.0593186827854243"
"Often","2017","no migration background","higher education","275","0.0557843994522829","0.049469523461934","0.0620992754426319"
"Often","2017","direct migration background","in school","","","",""
"Often","2017","direct migration background","inadequately","288","0.195088040010308","0.174691636137475","0.215484443883141"
"Often","2017","direct migration background","general elemantary","201","0.115983527745453","0.0986040136088874","0.133363041882019"
"Often","2017","direct migration background","middle vocational","247","0.100473491777508","0.0872550005132255","0.11369198304179"
"Often","2017","direct migration background","vocational + Abi","87","0.116166668276666","0.0927454435765799","0.139587892976753"
"Often","2017","direct migration background","higher vocational","","","",""
"Often","2017","direct migration background","higher education","227","0.121565384488644","0.105764223643825","0.137366545333463"
"Often","2017","indirect migration background","in school","","","",""
"Often","2017","indirect migration background","inadequately","","","",""
"Often","2017","indirect migration background","general elemantary","","","",""
"Often","2017","indirect migration background","middle vocational","67","0.101131189112058","0.079138911712485","0.123123466511631"
"Often","2017","indirect migration background","vocational + Abi","","","",""
"Often","2017","indirect migration background","higher vocational","","","",""
"Often","2017","indirect migration background","higher education","","","",""
"Sometimes","2017","no migration background","in school","96","0.312129740850603","0.258799943391203","0.365459538310003"
"Sometimes","2017","no migration background","inadequately","53","0.274274175288771","0.207010051938214","0.341538298639328"
"Sometimes","2017","no migration background","general elemantary","530","0.313072993900021","0.291118633927774","0.335027353872269"
"Sometimes","2017","no migration background","middle vocational","3088","0.320329549591296","0.31111539217759","0.329543707005002"
