"plj0587","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Sometimes","2013","college entrance qualification","in school","","","",""
"Sometimes","2013","college entrance qualification","inadequately","","","",""
"Sometimes","2013","college entrance qualification","general elemantary","","","",""
"Sometimes","2013","college entrance qualification","middle vocational","282","0.303408746412898","0.272982291727814","0.333835201097982"
"Sometimes","2013","college entrance qualification","vocational + Abi","520","0.372329763115652","0.348090687209386","0.396568839021918"
"Sometimes","2013","college entrance qualification","higher vocational","165","0.455973246584698","0.410108520970933","0.501837972198463"
"Sometimes","2013","college entrance qualification","higher education","1489","0.340266000811878","0.326483949073605","0.354048052550152"
"Sometimes","2013","Other degree","in school","","","",""
"Sometimes","2013","Other degree","inadequately","21","","",""
"Sometimes","2013","Other degree","general elemantary","110","0.344163849740452","0.292826854783265","0.395500844697639"
"Sometimes","2013","Other degree","middle vocational","197","0.35640549054739","0.316738209276573","0.396072771818207"
"Sometimes","2013","Other degree","vocational + Abi","76","0.284529220973704","0.225574821490383","0.343483620457024"
"Sometimes","2013","Other degree","higher vocational","11","","",""
"Sometimes","2013","Other degree","higher education","136","0.316482453715685","0.270322492010758","0.362642415420612"
"Sometimes","2013","no degree/no degree yet","in school","121","0.246645766313139","0.206550504360614","0.286741028265664"
"Sometimes","2013","no degree/no degree yet","inadequately","97","0.355458805319632","0.298470804234609","0.412446806404655"
"Sometimes","2013","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2013","no degree/no degree yet","middle vocational","24","","",""
"Sometimes","2013","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2013","no degree/no degree yet","higher vocational","2","","",""
"Sometimes","2013","no degree/no degree yet","higher education","1","","",""
"Rarely ","2013","lower secondary degree","in school","","","",""
"Rarely ","2013","lower secondary degree","inadequately","","","",""
"Rarely ","2013","lower secondary degree","general elemantary","538","0.33181609127747","0.308306585489428","0.355325597065512"
"Rarely ","2013","lower secondary degree","middle vocational","1799","0.351550279718626","0.338337286726569","0.364763272710683"
"Rarely ","2013","lower secondary degree","vocational + Abi","2","","",""
"Rarely ","2013","lower secondary degree","higher vocational","155","0.394494125634773","0.346836010824206","0.44215224044534"
"Rarely ","2013","lower secondary degree","higher education","61","0.360567707526807","0.286166703449186","0.434968711604428"
"Rarely ","2013","secondary school degree","in school","","","",""
"Rarely ","2013","secondary school degree","inadequately","","","",""
"Rarely ","2013","secondary school degree","general elemantary","263","0.32678161086831","0.292545277349702","0.361017944386917"
"Rarely ","2013","secondary school degree","middle vocational","2185","0.398140809246423","0.385463929161008","0.410817689331838"
"Rarely ","2013","secondary school degree","vocational + Abi","7","","",""
"Rarely ","2013","secondary school degree","higher vocational","292","0.385086076240693","0.350306423439533","0.419865729041853"
"Rarely ","2013","secondary school degree","higher education","281","0.369415326786024","0.332842023069549","0.405988630502498"
"Rarely ","2013","college entrance qualification","in school","","","",""
"Rarely ","2013","college entrance qualification","inadequately","","","",""
"Rarely ","2013","college entrance qualification","general elemantary","","","",""
"Rarely ","2013","college entrance qualification","middle vocational","350","0.428992734350003","0.396236491675734","0.461748977024271"
"Rarely ","2013","college entrance qualification","vocational + Abi","642","0.398796559399459","0.374245352628197","0.42334776617072"
"Rarely ","2013","college entrance qualification","higher vocational","183","0.351508696336831","0.30754247871229","0.395474913961372"
"Rarely ","2013","college entrance qualification","higher education","1930","0.425093765197122","0.410713693827334","0.43947383656691"
"Rarely ","2013","Other degree","in school","","","",""
"Rarely ","2013","Other degree","inadequately","13","","",""
"Rarely ","2013","Other degree","general elemantary","99","0.27076906490913","0.222753481894393","0.318784647923867"
"Rarely ","2013","Other degree","middle vocational","169","0.314327116211414","0.275876483640848","0.352777748781981"
"Rarely ","2013","Other degree","vocational + Abi","72","0.360829266734714","0.29807891704452","0.423579616424907"
"Rarely ","2013","Other degree","higher vocational","18","","",""
"Rarely ","2013","Other degree","higher education","118","0.340808787021477","0.293767750338063","0.387849823704891"
"Rarely ","2013","no degree/no degree yet","in school","191","0.397274245396941","0.351758497178794","0.442789993615087"
"Rarely ","2013","no degree/no degree yet","inadequately","66","0.280980756640643","0.227466192662188","0.334495320619098"
"Rarely ","2013","no degree/no degree yet","general elemantary","","","",""
"Rarely ","2013","no degree/no degree yet","middle vocational","33","0.370271593167152","0.26938264491562","0.471160541418684"
"Rarely ","2013","no degree/no degree yet","vocational + Abi","","","",""
"Rarely ","2013","no degree/no degree yet","higher vocational","2","","",""
"Rarely ","2013","no degree/no degree yet","higher education","4","","",""
"Never","2013","lower secondary degree","in school","","","",""
"Never","2013","lower secondary degree","inadequately","","","",""
"Never","2013","lower secondary degree","general elemantary","299","0.1892545924526","0.169697142221087","0.208812042684113"
"Never","2013","lower secondary degree","middle vocational","1037","0.201535722011076","0.190434441146394","0.212637002875759"
"Never","2013","lower secondary degree","vocational + Abi","","","",""
"Never","2013","lower secondary degree","higher vocational","85","0.228308660657278","0.187378785994577","0.269238535319979"
"Never","2013","lower secondary degree","higher education","26","","",""
"Never","2013","secondary school degree","in school","","","",""
"Never","2013","secondary school degree","inadequately","","","",""
"Never","2013","secondary school degree","general elemantary","139","0.193271446023776","0.164449186714544","0.222093705333008"
"Never","2013","secondary school degree","middle vocational","900","0.141152048870119","0.132135334309418","0.15016876343082"
"Never","2013","secondary school degree","vocational + Abi","2","","",""
"Never","2013","secondary school degree","higher vocational","122","0.135430897004982","0.110974194330355","0.159887599679609"
"Never","2013","secondary school degree","higher education","93","0.139473611412889","0.113221565708765","0.165725657117013"
"Never","2013","college entrance qualification","in school","","","",""
"Never","2013","college entrance qualification","inadequately","","","",""
"Never","2013","college entrance qualification","general elemantary","","","",""
"Never","2013","college entrance qualification","middle vocational","163","0.189870747256415","0.16391374820267","0.21582774631016"
"Never","2013","college entrance qualification","vocational + Abi","236","0.134771981081255","0.117650098772478","0.151893863390033"
"Never","2013","college entrance qualification","higher vocational","71","0.119409853051741","0.0895487406096168","0.149270965493865"
"Never","2013","college entrance qualification","higher education","814","0.158330314835667","0.147711573425574","0.168949056245761"
"Never","2013","Other degree","in school","","","",""
"Never","2013","Other degree","inadequately","11","","",""
"Never","2013","Other degree","general elemantary","68","0.236640204257382","0.190714159014993","0.28256624949977"
"Never","2013","Other degree","middle vocational","114","0.188660377534422","0.156256590447141","0.221064164621702"
"Never","2013","Other degree","vocational + Abi","38","0.193015309083541","0.141446707062586","0.244583911104496"
"Never","2013","Other degree","higher vocational","8","","",""
"Never","2013","Other degree","higher education","57","0.12564849189318","0.0927529186114913","0.158544065174868"
"Never","2013","no degree/no degree yet","in school","94","0.249227309302507","0.208991878679166","0.289462739925848"
"Never","2013","no degree/no degree yet","inadequately","40","0.152971623891031","0.110115009051762","0.1958282387303"
"Never","2013","no degree/no degree yet","general elemantary","","","",""
"Never","2013","no degree/no degree yet","middle vocational","17","","",""
"Never","2013","no degree/no degree yet","vocational + Abi","","","",""
"Never","2013","no degree/no degree yet","higher vocational","","","",""
"Never","2013","no degree/no degree yet","higher education","","","",""
"Very often","2014","lower secondary degree","in school","","","",""
"Very often","2014","lower secondary degree","inadequately","","","",""
"Very often","2014","lower secondary degree","general elemantary","","","",""
"Very often","2014","lower secondary degree","middle vocational","","","",""
"Very often","2014","lower secondary degree","vocational + Abi","","","",""
"Very often","2014","lower secondary degree","higher vocational","","","",""
"Very often","2014","lower secondary degree","higher education","","","",""
"Very often","2014","secondary school degree","in school","","","",""
"Very often","2014","secondary school degree","inadequately","","","",""
"Very often","2014","secondary school degree","general elemantary","","","",""
"Very often","2014","secondary school degree","middle vocational","","","",""
"Very often","2014","secondary school degree","vocational + Abi","","","",""
"Very often","2014","secondary school degree","higher vocational","","","",""
"Very often","2014","secondary school degree","higher education","","","",""
"Very often","2014","college entrance qualification","in school","","","",""
"Very often","2014","college entrance qualification","inadequately","","","",""
"Very often","2014","college entrance qualification","general elemantary","","","",""
"Very often","2014","college entrance qualification","middle vocational","","","",""
"Very often","2014","college entrance qualification","vocational + Abi","","","",""
"Very often","2014","college entrance qualification","higher vocational","","","",""
"Very often","2014","college entrance qualification","higher education","","","",""
"Very often","2014","Other degree","in school","","","",""
"Very often","2014","Other degree","inadequately","","","",""
"Very often","2014","Other degree","general elemantary","","","",""
"Very often","2014","Other degree","middle vocational","","","",""
"Very often","2014","Other degree","vocational + Abi","","","",""
"Very often","2014","Other degree","higher vocational","","","",""
"Very often","2014","Other degree","higher education","","","",""
"Very often","2014","no degree/no degree yet","in school","","","",""
"Very often","2014","no degree/no degree yet","inadequately","","","",""
"Very often","2014","no degree/no degree yet","general elemantary","","","",""
"Very often","2014","no degree/no degree yet","middle vocational","","","",""
"Very often","2014","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2014","no degree/no degree yet","higher vocational","","","",""
"Very often","2014","no degree/no degree yet","higher education","","","",""
"Often","2014","lower secondary degree","in school","","","",""
"Often","2014","lower secondary degree","inadequately","","","",""
"Often","2014","lower secondary degree","general elemantary","","","",""
"Often","2014","lower secondary degree","middle vocational","","","",""
"Often","2014","lower secondary degree","vocational + Abi","","","",""
"Often","2014","lower secondary degree","higher vocational","","","",""
"Often","2014","lower secondary degree","higher education","","","",""
"Often","2014","secondary school degree","in school","","","",""
"Often","2014","secondary school degree","inadequately","","","",""
"Often","2014","secondary school degree","general elemantary","","","",""
"Often","2014","secondary school degree","middle vocational","","","",""
"Often","2014","secondary school degree","vocational + Abi","","","",""
"Often","2014","secondary school degree","higher vocational","","","",""
"Often","2014","secondary school degree","higher education","","","",""
"Often","2014","college entrance qualification","in school","","","",""
"Often","2014","college entrance qualification","inadequately","","","",""
"Often","2014","college entrance qualification","general elemantary","","","",""
"Often","2014","college entrance qualification","middle vocational","","","",""
"Often","2014","college entrance qualification","vocational + Abi","","","",""
"Often","2014","college entrance qualification","higher vocational","","","",""
"Often","2014","college entrance qualification","higher education","","","",""
"Often","2014","Other degree","in school","","","",""
"Often","2014","Other degree","inadequately","","","",""
"Often","2014","Other degree","general elemantary","","","",""
"Often","2014","Other degree","middle vocational","","","",""
"Often","2014","Other degree","vocational + Abi","","","",""
"Often","2014","Other degree","higher vocational","","","",""
"Often","2014","Other degree","higher education","","","",""
"Often","2014","no degree/no degree yet","in school","","","",""
"Often","2014","no degree/no degree yet","inadequately","","","",""
"Often","2014","no degree/no degree yet","general elemantary","","","",""
"Often","2014","no degree/no degree yet","middle vocational","","","",""
"Often","2014","no degree/no degree yet","vocational + Abi","","","",""
"Often","2014","no degree/no degree yet","higher vocational","","","",""
"Often","2014","no degree/no degree yet","higher education","","","",""
"Sometimes","2014","lower secondary degree","in school","","","",""
"Sometimes","2014","lower secondary degree","inadequately","","","",""
"Sometimes","2014","lower secondary degree","general elemantary","","","",""
"Sometimes","2014","lower secondary degree","middle vocational","","","",""
"Sometimes","2014","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2014","lower secondary degree","higher vocational","","","",""
"Sometimes","2014","lower secondary degree","higher education","","","",""
"Sometimes","2014","secondary school degree","in school","","","",""
"Sometimes","2014","secondary school degree","inadequately","","","",""
"Sometimes","2014","secondary school degree","general elemantary","","","",""
"Sometimes","2014","secondary school degree","middle vocational","","","",""
"Sometimes","2014","secondary school degree","vocational + Abi","","","",""
"Sometimes","2014","secondary school degree","higher vocational","","","",""
"Sometimes","2014","secondary school degree","higher education","","","",""
"Sometimes","2014","college entrance qualification","in school","","","",""
"Sometimes","2014","college entrance qualification","inadequately","","","",""
"Sometimes","2014","college entrance qualification","general elemantary","","","",""
"Sometimes","2014","college entrance qualification","middle vocational","","","",""
"Sometimes","2014","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2014","college entrance qualification","higher vocational","","","",""
"Sometimes","2014","college entrance qualification","higher education","","","",""
"Sometimes","2014","Other degree","in school","","","",""
"Sometimes","2014","Other degree","inadequately","","","",""
"Sometimes","2014","Other degree","general elemantary","","","",""
"Sometimes","2014","Other degree","middle vocational","","","",""
"Sometimes","2014","Other degree","vocational + Abi","","","",""
"Sometimes","2014","Other degree","higher vocational","","","",""
"Sometimes","2014","Other degree","higher education","","","",""
"Sometimes","2014","no degree/no degree yet","in school","","","",""
"Sometimes","2014","no degree/no degree yet","inadequately","","","",""
"Sometimes","2014","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2014","no degree/no degree yet","middle vocational","","","",""
"Sometimes","2014","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2014","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2014","no degree/no degree yet","higher education","","","",""
"Rarely ","2014","lower secondary degree","in school","","","",""
"Rarely ","2014","lower secondary degree","inadequately","","","",""
"Rarely ","2014","lower secondary degree","general elemantary","","","",""
"Rarely ","2014","lower secondary degree","middle vocational","","","",""
"Rarely ","2014","lower secondary degree","vocational + Abi","","","",""
"Rarely ","2014","lower secondary degree","higher vocational","","","",""
"Rarely ","2014","lower secondary degree","higher education","","","",""
"Rarely ","2014","secondary school degree","in school","","","",""
"Rarely ","2014","secondary school degree","inadequately","","","",""
"Rarely ","2014","secondary school degree","general elemantary","","","",""
"Rarely ","2014","secondary school degree","middle vocational","","","",""
"Rarely ","2014","secondary school degree","vocational + Abi","","","",""
"Rarely ","2014","secondary school degree","higher vocational","","","",""
"Rarely ","2014","secondary school degree","higher education","","","",""
"Rarely ","2014","college entrance qualification","in school","","","",""
"Rarely ","2014","college entrance qualification","inadequately","","","",""
"Rarely ","2014","college entrance qualification","general elemantary","","","",""
"Rarely ","2014","college entrance qualification","middle vocational","","","",""
"Rarely ","2014","college entrance qualification","vocational + Abi","","","",""
"Rarely ","2014","college entrance qualification","higher vocational","","","",""
"Rarely ","2014","college entrance qualification","higher education","","","",""
"Rarely ","2014","Other degree","in school","","","",""
"Rarely ","2014","Other degree","inadequately","","","",""
"Rarely ","2014","Other degree","general elemantary","","","",""
"Rarely ","2014","Other degree","middle vocational","","","",""
"Rarely ","2014","Other degree","vocational + Abi","","","",""
"Rarely ","2014","Other degree","higher vocational","","","",""
"Rarely ","2014","Other degree","higher education","","","",""
"Rarely ","2014","no degree/no degree yet","in school","","","",""
"Rarely ","2014","no degree/no degree yet","inadequately","","","",""
"Rarely ","2014","no degree/no degree yet","general elemantary","","","",""
"Rarely ","2014","no degree/no degree yet","middle vocational","","","",""
"Rarely ","2014","no degree/no degree yet","vocational + Abi","","","",""
"Rarely ","2014","no degree/no degree yet","higher vocational","","","",""
"Rarely ","2014","no degree/no degree yet","higher education","","","",""
"Never","2014","lower secondary degree","in school","","","",""
"Never","2014","lower secondary degree","inadequately","","","",""
"Never","2014","lower secondary degree","general elemantary","","","",""
"Never","2014","lower secondary degree","middle vocational","","","",""
"Never","2014","lower secondary degree","vocational + Abi","","","",""
"Never","2014","lower secondary degree","higher vocational","","","",""
"Never","2014","lower secondary degree","higher education","","","",""
"Never","2014","secondary school degree","in school","","","",""
"Never","2014","secondary school degree","inadequately","","","",""
"Never","2014","secondary school degree","general elemantary","","","",""
"Never","2014","secondary school degree","middle vocational","","","",""
"Never","2014","secondary school degree","vocational + Abi","","","",""
"Never","2014","secondary school degree","higher vocational","","","",""
"Never","2014","secondary school degree","higher education","","","",""
"Never","2014","college entrance qualification","in school","","","",""
"Never","2014","college entrance qualification","inadequately","","","",""
"Never","2014","college entrance qualification","general elemantary","","","",""
"Never","2014","college entrance qualification","middle vocational","","","",""
"Never","2014","college entrance qualification","vocational + Abi","","","",""
"Never","2014","college entrance qualification","higher vocational","","","",""
"Never","2014","college entrance qualification","higher education","","","",""
"Never","2014","Other degree","in school","","","",""
"Never","2014","Other degree","inadequately","","","",""
"Never","2014","Other degree","general elemantary","","","",""
"Never","2014","Other degree","middle vocational","","","",""
"Never","2014","Other degree","vocational + Abi","","","",""
"Never","2014","Other degree","higher vocational","","","",""
"Never","2014","Other degree","higher education","","","",""
"Never","2014","no degree/no degree yet","in school","","","",""
"Never","2014","no degree/no degree yet","inadequately","","","",""
"Never","2014","no degree/no degree yet","general elemantary","","","",""
"Never","2014","no degree/no degree yet","middle vocational","","","",""
"Never","2014","no degree/no degree yet","vocational + Abi","","","",""
"Never","2014","no degree/no degree yet","higher vocational","","","",""
"Never","2014","no degree/no degree yet","higher education","","","",""
"Very often","2015","lower secondary degree","in school","","","",""
"Very often","2015","lower secondary degree","inadequately","","","",""
"Very often","2015","lower secondary degree","general elemantary","","","",""
"Very often","2015","lower secondary degree","middle vocational","","","",""
"Very often","2015","lower secondary degree","vocational + Abi","","","",""
"Very often","2015","lower secondary degree","higher vocational","","","",""
"Very often","2015","lower secondary degree","higher education","","","",""
"Very often","2015","secondary school degree","in school","","","",""
"Very often","2015","secondary school degree","inadequately","","","",""
"Very often","2015","secondary school degree","general elemantary","","","",""
"Very often","2015","secondary school degree","middle vocational","","","",""
"Very often","2015","secondary school degree","vocational + Abi","","","",""
"Very often","2015","secondary school degree","higher vocational","","","",""
"Very often","2015","secondary school degree","higher education","","","",""
"Very often","2015","college entrance qualification","in school","","","",""
"Very often","2015","college entrance qualification","inadequately","","","",""
"Very often","2015","college entrance qualification","general elemantary","","","",""
"Very often","2015","college entrance qualification","middle vocational","","","",""
"Very often","2015","college entrance qualification","vocational + Abi","","","",""
"Very often","2015","college entrance qualification","higher vocational","","","",""
"Very often","2015","college entrance qualification","higher education","","","",""
"Very often","2015","Other degree","in school","","","",""
"Very often","2015","Other degree","inadequately","","","",""
"Very often","2015","Other degree","general elemantary","","","",""
"Very often","2015","Other degree","middle vocational","","","",""
"Very often","2015","Other degree","vocational + Abi","","","",""
"Very often","2015","Other degree","higher vocational","","","",""
"Very often","2015","Other degree","higher education","","","",""
"Very often","2015","no degree/no degree yet","in school","","","",""
"Very often","2015","no degree/no degree yet","inadequately","","","",""
"Very often","2015","no degree/no degree yet","general elemantary","","","",""
"Very often","2015","no degree/no degree yet","middle vocational","","","",""
"Very often","2015","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2015","no degree/no degree yet","higher vocational","","","",""
"Very often","2015","no degree/no degree yet","higher education","","","",""
"Often","2015","lower secondary degree","in school","","","",""
"Often","2015","lower secondary degree","inadequately","","","",""
"Often","2015","lower secondary degree","general elemantary","","","",""
"Often","2015","lower secondary degree","middle vocational","","","",""
"Often","2015","lower secondary degree","vocational + Abi","","","",""
"Often","2015","lower secondary degree","higher vocational","","","",""
"Often","2015","lower secondary degree","higher education","","","",""
"Often","2015","secondary school degree","in school","","","",""
"Often","2015","secondary school degree","inadequately","","","",""
"Often","2015","secondary school degree","general elemantary","","","",""
"Often","2015","secondary school degree","middle vocational","","","",""
"Often","2015","secondary school degree","vocational + Abi","","","",""
"Often","2015","secondary school degree","higher vocational","","","",""
"Often","2015","secondary school degree","higher education","","","",""
"Often","2015","college entrance qualification","in school","","","",""
"Often","2015","college entrance qualification","inadequately","","","",""
"Often","2015","college entrance qualification","general elemantary","","","",""
"Often","2015","college entrance qualification","middle vocational","","","",""
"Often","2015","college entrance qualification","vocational + Abi","","","",""
"Often","2015","college entrance qualification","higher vocational","","","",""
"Often","2015","college entrance qualification","higher education","","","",""
"Often","2015","Other degree","in school","","","",""
"Often","2015","Other degree","inadequately","","","",""
"Often","2015","Other degree","general elemantary","","","",""
"Often","2015","Other degree","middle vocational","","","",""
"Often","2015","Other degree","vocational + Abi","","","",""
"Often","2015","Other degree","higher vocational","","","",""
"Often","2015","Other degree","higher education","","","",""
"Often","2015","no degree/no degree yet","in school","","","",""
"Often","2015","no degree/no degree yet","inadequately","","","",""
"Often","2015","no degree/no degree yet","general elemantary","","","",""
"Often","2015","no degree/no degree yet","middle vocational","","","",""
"Often","2015","no degree/no degree yet","vocational + Abi","","","",""
"Often","2015","no degree/no degree yet","higher vocational","","","",""
"Often","2015","no degree/no degree yet","higher education","","","",""
"Sometimes","2015","lower secondary degree","in school","","","",""
"Sometimes","2015","lower secondary degree","inadequately","","","",""
"Sometimes","2015","lower secondary degree","general elemantary","","","",""
"Sometimes","2015","lower secondary degree","middle vocational","","","",""
"Sometimes","2015","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2015","lower secondary degree","higher vocational","","","",""
"Sometimes","2015","lower secondary degree","higher education","","","",""
"Sometimes","2015","secondary school degree","in school","","","",""
"Sometimes","2015","secondary school degree","inadequately","","","",""
"Sometimes","2015","secondary school degree","general elemantary","","","",""
"Sometimes","2015","secondary school degree","middle vocational","","","",""
"Sometimes","2015","secondary school degree","vocational + Abi","","","",""
"Sometimes","2015","secondary school degree","higher vocational","","","",""
"Sometimes","2015","secondary school degree","higher education","","","",""
"Sometimes","2015","college entrance qualification","in school","","","",""
"Sometimes","2015","college entrance qualification","inadequately","","","",""
"Sometimes","2015","college entrance qualification","general elemantary","","","",""
"Sometimes","2015","college entrance qualification","middle vocational","","","",""
"Sometimes","2015","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2015","college entrance qualification","higher vocational","","","",""
"Sometimes","2015","college entrance qualification","higher education","","","",""
"Sometimes","2015","Other degree","in school","","","",""
"Sometimes","2015","Other degree","inadequately","","","",""
"Sometimes","2015","Other degree","general elemantary","","","",""
"Sometimes","2015","Other degree","middle vocational","","","",""
"Sometimes","2015","Other degree","vocational + Abi","","","",""
"Sometimes","2015","Other degree","higher vocational","","","",""
"Sometimes","2015","Other degree","higher education","","","",""
"Sometimes","2015","no degree/no degree yet","in school","","","",""
"Sometimes","2015","no degree/no degree yet","inadequately","","","",""
"Sometimes","2015","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2015","no degree/no degree yet","middle vocational","","","",""
"Sometimes","2015","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2015","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2015","no degree/no degree yet","higher education","","","",""
"Rarely ","2015","lower secondary degree","in school","","","",""
"Rarely ","2015","lower secondary degree","inadequately","","","",""
"Rarely ","2015","lower secondary degree","general elemantary","","","",""
"Rarely ","2015","lower secondary degree","middle vocational","","","",""
"Rarely ","2015","lower secondary degree","vocational + Abi","","","",""
"Rarely ","2015","lower secondary degree","higher vocational","","","",""
"Rarely ","2015","lower secondary degree","higher education","","","",""
