"plj0587","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Sometimes","2013","secondary school degree","(2a) intermediate vocational","2345","0.363055737931855","0.351342807281396","0.374768668582313"
"Sometimes","2013","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2013","secondary school degree","(3a) lower tertiary education","185","0.370565949130923","0.329371471369489","0.411760426892357"
"Sometimes","2013","secondary school degree","(3b) higher tertiary education","45","0.31606960866079","0.239327124126278","0.392812093195302"
"Sometimes","2013","college entrance qualification","(0) in school","","","",""
"Sometimes","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Sometimes","2013","college entrance qualification","(1b) general elementary school","","","",""
"Sometimes","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Sometimes","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Sometimes","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Sometimes","2013","college entrance qualification","(2c_gen) general maturity certificate","282","0.303408746412898","0.272982291727814","0.333835201097982"
"Sometimes","2013","college entrance qualification","(2c_voc) vocational maturity certificate","685","0.392542056475742","0.371038660234124","0.414045452717361"
"Sometimes","2013","college entrance qualification","(3a) lower tertiary education","471","0.345682149135275","0.320598881457937","0.370765416812613"
"Sometimes","2013","college entrance qualification","(3b) higher tertiary education","1018","0.33759625371923","0.321105766875614","0.354086740562846"
"Sometimes","2013","Other degree","(0) in school","","","",""
"Sometimes","2013","Other degree","(1a) inadequately completed","","","",""
"Sometimes","2013","Other degree","(1b) general elementary school","131","0.351787284983538","0.304210898827846","0.399363671139231"
"Sometimes","2013","Other degree","(1c) basic vocational qualification","155","0.337010041067925","0.292742445697045","0.381277636438806"
"Sometimes","2013","Other degree","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Other degree","(2a) intermediate vocational","","","",""
"Sometimes","2013","Other degree","(2c_gen) general maturity certificate","50","0.414308320407958","0.335738461696578","0.492878179119339"
"Sometimes","2013","Other degree","(2c_voc) vocational maturity certificate","79","0.290710736345775","0.233261441973378","0.348160030718173"
"Sometimes","2013","Other degree","(3a) lower tertiary education","","","",""
"Sometimes","2013","Other degree","(3b) higher tertiary education","126","0.312377660909971","0.264435694895984","0.360319626923958"
"Sometimes","2013","no degree/no degree yet","(0) in school","122","0.244452554053614","0.20461226415223","0.284292843954998"
"Sometimes","2013","no degree/no degree yet","(1a) inadequately completed","122","0.348041694866934","0.298835204630134","0.397248185103734"
"Sometimes","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"Sometimes","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Sometimes","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Sometimes","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Sometimes","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2013","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Sometimes","2013","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Rarely ","2013","lower secondary degree","(0) in school","","","",""
"Rarely ","2013","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely ","2013","lower secondary degree","(1b) general elementary school","538","0.331938811427713","0.308419485592836","0.35545813726259"
"Rarely ","2013","lower secondary degree","(1c) basic vocational qualification","1946","0.35309477974061","0.340349869611127","0.365839689870094"
"Rarely ","2013","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely ","2013","lower secondary degree","(2a) intermediate vocational","","","",""
"Rarely ","2013","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Rarely ","2013","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2013","lower secondary degree","(3a) lower tertiary education","49","0.380421847091517","0.294624016252855","0.466219677930179"
"Rarely ","2013","lower secondary degree","(3b) higher tertiary education","","","",""
"Rarely ","2013","secondary school degree","(0) in school","","","",""
"Rarely ","2013","secondary school degree","(1a) inadequately completed","","","",""
"Rarely ","2013","secondary school degree","(1b) general elementary school","","","",""
"Rarely ","2013","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely ","2013","secondary school degree","(2b) intermediate general qualification","263","0.32678161086831","0.292545277349702","0.361017944386917"
"Rarely ","2013","secondary school degree","(2a) intermediate vocational","2475","0.396753127623505","0.384836978662078","0.408669276584933"
"Rarely ","2013","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Rarely ","2013","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2013","secondary school degree","(3a) lower tertiary education","225","0.366886955306727","0.325777862206279","0.407996048407175"
"Rarely ","2013","secondary school degree","(3b) higher tertiary education","56","0.379313247083502","0.29922407982218","0.459402414344823"
"Rarely ","2013","college entrance qualification","(0) in school","","","",""
"Rarely ","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely ","2013","college entrance qualification","(1b) general elementary school","","","",""
"Rarely ","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely ","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely ","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely ","2013","college entrance qualification","(2c_gen) general maturity certificate","350","0.428992734350003","0.396236491675734","0.461748977024271"
"Rarely ","2013","college entrance qualification","(2c_voc) vocational maturity certificate","825","0.387369534591874","0.365917530104108","0.408821539079639"
"Rarely ","2013","college entrance qualification","(3a) lower tertiary education","624","0.438497622143751","0.412327203325208","0.464668040962294"
"Rarely ","2013","college entrance qualification","(3b) higher tertiary education","1306","0.418486688363766","0.401284094646622","0.435689282080911"
"Rarely ","2013","Other degree","(0) in school","","","",""
"Rarely ","2013","Other degree","(1a) inadequately completed","","","",""
"Rarely ","2013","Other degree","(1b) general elementary school","112","0.258624208938761","0.214998108350714","0.302250309526808"
"Rarely ","2013","Other degree","(1c) basic vocational qualification","139","0.346440625510047","0.30187828764972","0.391002963370375"
"Rarely ","2013","Other degree","(2b) intermediate general qualification","","","",""
"Rarely ","2013","Other degree","(2a) intermediate vocational","","","",""
"Rarely ","2013","Other degree","(2c_gen) general maturity certificate","40","0.205924203834094","0.14142649394186","0.270421913726328"
"Rarely ","2013","Other degree","(2c_voc) vocational maturity certificate","80","0.358641741372727","0.297964862510677","0.419318620234777"
"Rarely ","2013","Other degree","(3a) lower tertiary education","","","",""
"Rarely ","2013","Other degree","(3b) higher tertiary education","107","0.32645971984302","0.27795349727859","0.37496594240745"
"Rarely ","2013","no degree/no degree yet","(0) in school","193","0.402764713234086","0.357298083126351","0.448231343341821"
"Rarely ","2013","no degree/no degree yet","(1a) inadequately completed","99","0.301470915312005","0.254067263752099","0.348874566871911"
"Rarely ","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely ","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely ","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely ","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely ","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely ","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2013","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Rarely ","2013","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Never","2013","lower secondary degree","(0) in school","","","",""
"Never","2013","lower secondary degree","(1a) inadequately completed","","","",""
"Never","2013","lower secondary degree","(1b) general elementary school","299","0.189324587105152","0.169758015323384","0.20889115888692"
"Never","2013","lower secondary degree","(1c) basic vocational qualification","1121","0.204477863327504","0.193722623851413","0.215233102803594"
"Never","2013","lower secondary degree","(2b) intermediate general qualification","","","",""
"Never","2013","lower secondary degree","(2a) intermediate vocational","","","",""
"Never","2013","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Never","2013","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Never","2013","lower secondary degree","(3a) lower tertiary education","","","",""
"Never","2013","lower secondary degree","(3b) higher tertiary education","","","",""
"Never","2013","secondary school degree","(0) in school","","","",""
"Never","2013","secondary school degree","(1a) inadequately completed","","","",""
"Never","2013","secondary school degree","(1b) general elementary school","","","",""
"Never","2013","secondary school degree","(1c) basic vocational qualification","","","",""
"Never","2013","secondary school degree","(2b) intermediate general qualification","139","0.193271446023776","0.164449186714544","0.222093705333008"
"Never","2013","secondary school degree","(2a) intermediate vocational","1022","0.140599941509237","0.13213315782749","0.149066725190984"
"Never","2013","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Never","2013","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Never","2013","secondary school degree","(3a) lower tertiary education","71","0.14262351999","0.112796319879238","0.172450720100761"
"Never","2013","secondary school degree","(3b) higher tertiary education","","","",""
"Never","2013","college entrance qualification","(0) in school","","","",""
"Never","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Never","2013","college entrance qualification","(1b) general elementary school","","","",""
"Never","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Never","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Never","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Never","2013","college entrance qualification","(2c_gen) general maturity certificate","163","0.189870747256415","0.16391374820267","0.21582774631016"
"Never","2013","college entrance qualification","(2c_voc) vocational maturity certificate","307","0.131059751204044","0.116199180792019","0.145920321616069"
"Never","2013","college entrance qualification","(3a) lower tertiary education","212","0.148196290874291","0.129457581216663","0.166935000531919"
"Never","2013","college entrance qualification","(3b) higher tertiary education","602","0.163325613965648","0.150434849755417","0.176216378175879"
"Never","2013","Other degree","(0) in school","","","",""
"Never","2013","Other degree","(1a) inadequately completed","","","",""
"Never","2013","Other degree","(1b) general elementary school","79","0.236506343343504","0.194169670778201","0.278843015908807"
"Never","2013","Other degree","(1c) basic vocational qualification","84","0.1698012075522","0.134639296444907","0.204963118659493"
"Never","2013","Other degree","(2b) intermediate general qualification","","","",""
"Never","2013","Other degree","(2a) intermediate vocational","","","",""
"Never","2013","Other degree","(2c_gen) general maturity certificate","35","0.239306681489003","0.171254534654981","0.307358828323026"
"Never","2013","Other degree","(2c_voc) vocational maturity certificate","41","0.187258205300454","0.137902291694656","0.236614118906252"
"Never","2013","Other degree","(3a) lower tertiary education","","","",""
"Never","2013","Other degree","(3b) higher tertiary education","48","0.117665008575015","0.0843345504167653","0.150995466733265"
"Never","2013","no degree/no degree yet","(0) in school","94","0.246919495994493","0.206944104775366","0.286894887213621"
"Never","2013","no degree/no degree yet","(1a) inadequately completed","57","0.164812812547425","0.12648762951594","0.20313799557891"
"Never","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"Never","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Never","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Never","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Never","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Never","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Never","2013","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Never","2013","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Very often","2014","lower secondary degree","(0) in school","","","",""
"Very often","2014","lower secondary degree","(1a) inadequately completed","","","",""
"Very often","2014","lower secondary degree","(1b) general elementary school","","","",""
"Very often","2014","lower secondary degree","(1c) basic vocational qualification","","","",""
"Very often","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very often","2014","lower secondary degree","(2a) intermediate vocational","","","",""
"Very often","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Very often","2014","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","lower secondary degree","(3a) lower tertiary education","","","",""
"Very often","2014","lower secondary degree","(3b) higher tertiary education","","","",""
"Very often","2014","secondary school degree","(0) in school","","","",""
"Very often","2014","secondary school degree","(1a) inadequately completed","","","",""
"Very often","2014","secondary school degree","(1b) general elementary school","","","",""
"Very often","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"Very often","2014","secondary school degree","(2b) intermediate general qualification","","","",""
"Very often","2014","secondary school degree","(2a) intermediate vocational","","","",""
"Very often","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very often","2014","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","secondary school degree","(3a) lower tertiary education","","","",""
"Very often","2014","secondary school degree","(3b) higher tertiary education","","","",""
"Very often","2014","college entrance qualification","(0) in school","","","",""
"Very often","2014","college entrance qualification","(1a) inadequately completed","","","",""
"Very often","2014","college entrance qualification","(1b) general elementary school","","","",""
"Very often","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very often","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very often","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"Very often","2014","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Very often","2014","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","college entrance qualification","(3a) lower tertiary education","","","",""
"Very often","2014","college entrance qualification","(3b) higher tertiary education","","","",""
"Very often","2014","Other degree","(0) in school","","","",""
"Very often","2014","Other degree","(1a) inadequately completed","","","",""
"Very often","2014","Other degree","(1b) general elementary school","","","",""
"Very often","2014","Other degree","(1c) basic vocational qualification","","","",""
"Very often","2014","Other degree","(2b) intermediate general qualification","","","",""
"Very often","2014","Other degree","(2a) intermediate vocational","","","",""
"Very often","2014","Other degree","(2c_gen) general maturity certificate","","","",""
"Very often","2014","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","Other degree","(3a) lower tertiary education","","","",""
"Very often","2014","Other degree","(3b) higher tertiary education","","","",""
"Very often","2014","no degree/no degree yet","(0) in school","","","",""
"Very often","2014","no degree/no degree yet","(1a) inadequately completed","","","",""
"Very often","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"Very often","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very often","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very often","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very often","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very often","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very often","2014","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Often","2014","lower secondary degree","(0) in school","","","",""
"Often","2014","lower secondary degree","(1a) inadequately completed","","","",""
"Often","2014","lower secondary degree","(1b) general elementary school","","","",""
"Often","2014","lower secondary degree","(1c) basic vocational qualification","","","",""
"Often","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"Often","2014","lower secondary degree","(2a) intermediate vocational","","","",""
"Often","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Often","2014","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","lower secondary degree","(3a) lower tertiary education","","","",""
"Often","2014","lower secondary degree","(3b) higher tertiary education","","","",""
"Often","2014","secondary school degree","(0) in school","","","",""
"Often","2014","secondary school degree","(1a) inadequately completed","","","",""
"Often","2014","secondary school degree","(1b) general elementary school","","","",""
"Often","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"Often","2014","secondary school degree","(2b) intermediate general qualification","","","",""
"Often","2014","secondary school degree","(2a) intermediate vocational","","","",""
"Often","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Often","2014","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","secondary school degree","(3a) lower tertiary education","","","",""
"Often","2014","secondary school degree","(3b) higher tertiary education","","","",""
"Often","2014","college entrance qualification","(0) in school","","","",""
"Often","2014","college entrance qualification","(1a) inadequately completed","","","",""
"Often","2014","college entrance qualification","(1b) general elementary school","","","",""
"Often","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"Often","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"Often","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"Often","2014","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Often","2014","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","college entrance qualification","(3a) lower tertiary education","","","",""
"Often","2014","college entrance qualification","(3b) higher tertiary education","","","",""
"Often","2014","Other degree","(0) in school","","","",""
"Often","2014","Other degree","(1a) inadequately completed","","","",""
"Often","2014","Other degree","(1b) general elementary school","","","",""
"Often","2014","Other degree","(1c) basic vocational qualification","","","",""
"Often","2014","Other degree","(2b) intermediate general qualification","","","",""
"Often","2014","Other degree","(2a) intermediate vocational","","","",""
"Often","2014","Other degree","(2c_gen) general maturity certificate","","","",""
"Often","2014","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","Other degree","(3a) lower tertiary education","","","",""
"Often","2014","Other degree","(3b) higher tertiary education","","","",""
"Often","2014","no degree/no degree yet","(0) in school","","","",""
"Often","2014","no degree/no degree yet","(1a) inadequately completed","","","",""
"Often","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"Often","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Often","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Often","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Often","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Often","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Often","2014","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Sometimes","2014","lower secondary degree","(0) in school","","","",""
"Sometimes","2014","lower secondary degree","(1a) inadequately completed","","","",""
"Sometimes","2014","lower secondary degree","(1b) general elementary school","","","",""
"Sometimes","2014","lower secondary degree","(1c) basic vocational qualification","","","",""
"Sometimes","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"Sometimes","2014","lower secondary degree","(2a) intermediate vocational","","","",""
"Sometimes","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Sometimes","2014","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2014","lower secondary degree","(3a) lower tertiary education","","","",""
"Sometimes","2014","lower secondary degree","(3b) higher tertiary education","","","",""
"Sometimes","2014","secondary school degree","(0) in school","","","",""
"Sometimes","2014","secondary school degree","(1a) inadequately completed","","","",""
"Sometimes","2014","secondary school degree","(1b) general elementary school","","","",""
"Sometimes","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"Sometimes","2014","secondary school degree","(2b) intermediate general qualification","","","",""
"Sometimes","2014","secondary school degree","(2a) intermediate vocational","","","",""
"Sometimes","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Sometimes","2014","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2014","secondary school degree","(3a) lower tertiary education","","","",""
"Sometimes","2014","secondary school degree","(3b) higher tertiary education","","","",""
"Sometimes","2014","college entrance qualification","(0) in school","","","",""
"Sometimes","2014","college entrance qualification","(1a) inadequately completed","","","",""
"Sometimes","2014","college entrance qualification","(1b) general elementary school","","","",""
"Sometimes","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
