"plj0587","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2013","Single parent ","(3b) higher tertiary education","6","","",""
"Very often","2013","Couple + C. LE 16 ","(0) in school","","","",""
"Very often","2013","Couple + C. LE 16 ","(1a) inadequately completed","5","","",""
"Very often","2013","Couple + C. LE 16 ","(1b) general elementary school","9","","",""
"Very often","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","25","","",""
"Very often","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"Very often","2013","Couple + C. LE 16 ","(2a) intermediate vocational","18","","",""
"Very often","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","4","","",""
"Very often","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","12","","",""
"Very often","2013","Couple + C. LE 16 ","(3a) lower tertiary education","3","","",""
"Very often","2013","Couple + C. LE 16 ","(3b) higher tertiary education","12","","",""
"Very often","2013","Couple + C. GT 16 ","(0) in school","","","",""
"Very often","2013","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Very often","2013","Couple + C. GT 16 ","(1b) general elementary school","1","","",""
"Very often","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","5","","",""
"Very often","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"Very often","2013","Couple + C. GT 16 ","(2a) intermediate vocational","5","","",""
"Very often","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","2","","",""
"Very often","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","3","","",""
"Very often","2013","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Very often","2013","Couple + C. GT 16 ","(3b) higher tertiary education","2","","",""
"Very often","2013","Couple + C. LE and GT 16","(0) in school","1","","",""
"Very often","2013","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Very often","2013","Couple + C. LE and GT 16","(1b) general elementary school","6","","",""
"Very often","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","4","","",""
"Very often","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Very often","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","5","","",""
"Very often","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"Very often","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","3","","",""
"Very often","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Very often","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","4","","",""
"Often","2013","1-pers.-HH","(0) in school","2","","",""
"Often","2013","1-pers.-HH","(1a) inadequately completed","9","","",""
"Often","2013","1-pers.-HH","(1b) general elementary school","57","0.143537320164962","0.108514237851877","0.178560402478048"
"Often","2013","1-pers.-HH","(1c) basic vocational qualification","121","0.124724701600006","0.103725324843643","0.145724078356369"
"Often","2013","1-pers.-HH","(2b) intermediate general qualification","7","","",""
"Often","2013","1-pers.-HH","(2a) intermediate vocational","94","0.120577036923211","0.0975617641999022","0.14359230964652"
"Often","2013","1-pers.-HH","(2c_gen) general maturity certificate","14","","",""
"Often","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","23","","",""
"Often","2013","1-pers.-HH","(3a) lower tertiary education","25","","",""
"Often","2013","1-pers.-HH","(3b) higher tertiary education","53","0.110323988552968","0.0828356345063664","0.137812342599569"
"Often","2013","(Married) couple without C. ","(0) in school","2","","",""
"Often","2013","(Married) couple without C. ","(1a) inadequately completed","10","","",""
"Often","2013","(Married) couple without C. ","(1b) general elementary school","44","0.0776908722160059","0.0547713426396594","0.100610401792352"
"Often","2013","(Married) couple without C. ","(1c) basic vocational qualification","146","0.0634857004870737","0.0536895651394073","0.0732818358347401"
"Often","2013","(Married) couple without C. ","(2b) intermediate general qualification","9","","",""
"Often","2013","(Married) couple without C. ","(2a) intermediate vocational","126","0.0690919720671497","0.05737272550473","0.0808112186295694"
"Often","2013","(Married) couple without C. ","(2c_gen) general maturity certificate","14","","",""
"Often","2013","(Married) couple without C. ","(2c_voc) vocational maturity certificate","32","0.0636272614655064","0.0422109923982403","0.0850435305327724"
"Often","2013","(Married) couple without C. ","(3a) lower tertiary education","43","0.0511816585077308","0.0355453390341317","0.0668179779813298"
"Often","2013","(Married) couple without C. ","(3b) higher tertiary education","72","0.0676550958227123","0.053858483955744","0.0814517076896807"
"Often","2013","Single parent ","(0) in school","6","","",""
"Often","2013","Single parent ","(1a) inadequately completed","6","","",""
"Often","2013","Single parent ","(1b) general elementary school","33","0.107283698058999","0.068844703638377","0.14572269247962"
"Often","2013","Single parent ","(1c) basic vocational qualification","52","0.112369816120212","0.0816872447917433","0.143052387448681"
"Often","2013","Single parent ","(2b) intermediate general qualification","17","","",""
"Often","2013","Single parent ","(2a) intermediate vocational","75","0.0976049314218371","0.0765467889800527","0.118663073863621"
"Often","2013","Single parent ","(2c_gen) general maturity certificate","11","","",""
"Often","2013","Single parent ","(2c_voc) vocational maturity certificate","33","0.112782000270469","0.0725094635198393","0.153054537021099"
"Often","2013","Single parent ","(3a) lower tertiary education","17","","",""
"Often","2013","Single parent ","(3b) higher tertiary education","32","0.12372117355381","0.0816235738418742","0.165818773265745"
"Often","2013","Couple + C. LE 16 ","(0) in school","","","",""
"Often","2013","Couple + C. LE 16 ","(1a) inadequately completed","24","","",""
"Often","2013","Couple + C. LE 16 ","(1b) general elementary school","47","0.124568190428421","0.0904558450653418","0.158680535791501"
"Often","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","86","0.0847424158385796","0.0679926815805591","0.1014921500966"
"Often","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","22","","",""
"Often","2013","Couple + C. LE 16 ","(2a) intermediate vocational","160","0.0758695172811602","0.0641470139806402","0.0875920205816802"
"Often","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","25","","",""
"Often","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","58","0.0651560696895163","0.0485450168096065","0.0817671225694262"
"Often","2013","Couple + C. LE 16 ","(3a) lower tertiary education","18","","",""
"Often","2013","Couple + C. LE 16 ","(3b) higher tertiary education","94","0.0769199025352341","0.0618372559187849","0.0920025491516832"
"Often","2013","Couple + C. GT 16 ","(0) in school","11","","",""
"Often","2013","Couple + C. GT 16 ","(1a) inadequately completed","3","","",""
"Often","2013","Couple + C. GT 16 ","(1b) general elementary school","11","","",""
"Often","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","32","0.0434466034717888","0.0271346869576361","0.0597585199859414"
"Often","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","10","","",""
"Often","2013","Couple + C. GT 16 ","(2a) intermediate vocational","45","0.0674865980767106","0.0486591172953253","0.0863140788580958"
"Often","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","15","","",""
"Often","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","11","","",""
"Often","2013","Couple + C. GT 16 ","(3a) lower tertiary education","8","","",""
"Often","2013","Couple + C. GT 16 ","(3b) higher tertiary education","19","","",""
"Often","2013","Couple + C. LE and GT 16","(0) in school","15","","",""
"Often","2013","Couple + C. LE and GT 16","(1a) inadequately completed","7","","",""
"Often","2013","Couple + C. LE and GT 16","(1b) general elementary school","23","","",""
"Often","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","27","","",""
"Often","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","6","","",""
"Often","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","22","","",""
"Often","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","11","","",""
"Often","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","7","","",""
"Often","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"Often","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","12","","",""
"Sometimes","2013","1-pers.-HH","(0) in school","1","","",""
"Sometimes","2013","1-pers.-HH","(1a) inadequately completed","19","","",""
"Sometimes","2013","1-pers.-HH","(1b) general elementary school","132","0.388112730929068","0.339434769826568","0.436790692031568"
"Sometimes","2013","1-pers.-HH","(1c) basic vocational qualification","338","0.354964763978906","0.324552960571391","0.385376567386422"
"Sometimes","2013","1-pers.-HH","(2b) intermediate general qualification","27","","",""
"Sometimes","2013","1-pers.-HH","(2a) intermediate vocational","308","0.404884737777753","0.370190993873686","0.439578481681819"
"Sometimes","2013","1-pers.-HH","(2c_gen) general maturity certificate","64","0.315658532348879","0.246599790514056","0.384717274183701"
"Sometimes","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","105","0.424173032672075","0.364781463497174","0.483564601846976"
"Sometimes","2013","1-pers.-HH","(3a) lower tertiary education","127","0.400815398468343","0.346437387888389","0.455193409048297"
"Sometimes","2013","1-pers.-HH","(3b) higher tertiary education","193","0.406906532873917","0.363803610167952","0.450009455579882"
"Sometimes","2013","(Married) couple without C. ","(0) in school","1","","",""
"Sometimes","2013","(Married) couple without C. ","(1a) inadequately completed","24","","",""
"Sometimes","2013","(Married) couple without C. ","(1b) general elementary school","153","0.289759436908062","0.25091722278544","0.328601651030685"
"Sometimes","2013","(Married) couple without C. ","(1c) basic vocational qualification","743","0.340134164701542","0.321100931774784","0.359167397628299"
"Sometimes","2013","(Married) couple without C. ","(2b) intermediate general qualification","38","0.339321499917317","0.250435038307967","0.428207961526667"
"Sometimes","2013","(Married) couple without C. ","(2a) intermediate vocational","617","0.334309051892912","0.312509734077158","0.356108369708666"
"Sometimes","2013","(Married) couple without C. ","(2c_gen) general maturity certificate","48","0.30526618053722","0.231322081174473","0.379210279899967"
"Sometimes","2013","(Married) couple without C. ","(2c_voc) vocational maturity certificate","167","0.350918008112764","0.309043431777879","0.392792584447649"
"Sometimes","2013","(Married) couple without C. ","(3a) lower tertiary education","261","0.36217510297788","0.328071846439981","0.396278359515778"
"Sometimes","2013","(Married) couple without C. ","(3b) higher tertiary education","394","0.304637956033609","0.279354794101738","0.329921117965481"
"Sometimes","2013","Single parent ","(0) in school","33","0.24103890797587","0.165142450130612","0.316935365821127"
"Sometimes","2013","Single parent ","(1a) inadequately completed","20","","",""
"Sometimes","2013","Single parent ","(1b) general elementary school","73","0.279554855953831","0.223812875208186","0.335296836699477"
"Sometimes","2013","Single parent ","(1c) basic vocational qualification","147","0.370639042164042","0.32371705807624","0.417561026251844"
"Sometimes","2013","Single parent ","(2b) intermediate general qualification","57","0.405694275979361","0.330081535207828","0.481307016750893"
"Sometimes","2013","Single parent ","(2a) intermediate vocational","301","0.342618545446007","0.308944136668608","0.376292954223405"
"Sometimes","2013","Single parent ","(2c_gen) general maturity certificate","42","0.390161470690249","0.306310897757606","0.474012043622892"
"Sometimes","2013","Single parent ","(2c_voc) vocational maturity certificate","90","0.404603540327745","0.342116222841543","0.467090857813946"
"Sometimes","2013","Single parent ","(3a) lower tertiary education","56","0.305734412648616","0.229143777206643","0.382325048090588"
"Sometimes","2013","Single parent ","(3b) higher tertiary education","75","0.319652712896245","0.260029045455238","0.379276380337251"
"Sometimes","2013","Couple + C. LE 16 ","(0) in school","","","",""
"Sometimes","2013","Couple + C. LE 16 ","(1a) inadequately completed","33","0.458808995081584","0.368517590947874","0.549100399215294"
"Sometimes","2013","Couple + C. LE 16 ","(1b) general elementary school","105","0.297829067008776","0.250589946336895","0.345068187680656"
"Sometimes","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","400","0.387565897589229","0.3582645028293","0.416867292349158"
"Sometimes","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","34","0.322691500946635","0.2397340876378","0.40564891425547"
"Sometimes","2013","Couple + C. LE 16 ","(2a) intermediate vocational","711","0.360677997076263","0.339419150108235","0.381936844044292"
"Sometimes","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","57","0.25885481990656","0.196076879989355","0.321632759823765"
"Sometimes","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","287","0.397416156273385","0.364479336311942","0.430352976234828"
"Sometimes","2013","Couple + C. LE 16 ","(3a) lower tertiary education","173","0.343002469955278","0.303147697676864","0.382857242233691"
"Sometimes","2013","Couple + C. LE 16 ","(3b) higher tertiary education","402","0.34194653708283","0.315096295728133","0.368796778437528"
"Sometimes","2013","Couple + C. GT 16 ","(0) in school","40","0.252441138656458","0.17658939291515","0.328292884397766"
"Sometimes","2013","Couple + C. GT 16 ","(1a) inadequately completed","8","","",""
"Sometimes","2013","Couple + C. GT 16 ","(1b) general elementary school","63","0.4198951951869","0.343181445220695","0.496608945153106"
"Sometimes","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","176","0.29242847765202","0.256031319959417","0.328825635344622"
"Sometimes","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","34","0.332065047201156","0.245989887246053","0.41814020715626"
"Sometimes","2013","Couple + C. GT 16 ","(2a) intermediate vocational","246","0.380887981622928","0.344442880823752","0.417333082422103"
"Sometimes","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","60","0.303645199144417","0.243427718960481","0.363862679328353"
"Sometimes","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","60","0.373489335602451","0.304887656730574","0.442091014474327"
"Sometimes","2013","Couple + C. GT 16 ","(3a) lower tertiary education","62","0.269308251313596","0.207982624785752","0.330633877841439"
"Sometimes","2013","Couple + C. GT 16 ","(3b) higher tertiary education","88","0.308770760669998","0.257590197961766","0.359951323378229"
"Sometimes","2013","Couple + C. LE and GT 16","(0) in school","45","0.228226258438643","0.167419710243924","0.289032806633363"
"Sometimes","2013","Couple + C. LE and GT 16","(1a) inadequately completed","14","","",""
"Sometimes","2013","Couple + C. LE and GT 16","(1b) general elementary school","52","0.321595191737851","0.25179074332726","0.391399640148441"
"Sometimes","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","116","0.300994011691902","0.251504804458663","0.35048321892514"
"Sometimes","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","36","0.281164471027743","0.200728102441452","0.361600839614034"
"Sometimes","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","134","0.333991334493571","0.288777900883482","0.379204768103661"
"Sometimes","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","54","0.340794987017387","0.264174259163873","0.417415714870901"
"Sometimes","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","55","0.352520194811353","0.282919445049074","0.422120944573632"
"Sometimes","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","32","0.253052248671186","0.173935340151665","0.332169157190706"
"Sometimes","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","57","0.312335509146382","0.247288135571463","0.3773828827213"
"Rarely ","2013","1-pers.-HH","(0) in school","","","",""
"Rarely ","2013","1-pers.-HH","(1a) inadequately completed","21","","",""
"Rarely ","2013","1-pers.-HH","(1b) general elementary school","117","0.279122777054118","0.234315761624453","0.323929792483783"
"Rarely ","2013","1-pers.-HH","(1c) basic vocational qualification","270","0.289913987010846","0.261077131862642","0.318750842159051"
"Rarely ","2013","1-pers.-HH","(2b) intermediate general qualification","17","","",""
"Rarely ","2013","1-pers.-HH","(2a) intermediate vocational","251","0.336338936193551","0.302946610807263","0.369731261579839"
"Rarely ","2013","1-pers.-HH","(2c_gen) general maturity certificate","67","0.423579754236834","0.350160380272141","0.496999128201528"
"Rarely ","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","94","0.331512483969528","0.274940179885775","0.388084788053282"
"Rarely ","2013","1-pers.-HH","(3a) lower tertiary education","111","0.363757937354307","0.310376750926786","0.417139123781828"
"Rarely ","2013","1-pers.-HH","(3b) higher tertiary education","182","0.372904587343634","0.330475519249693","0.415333655437574"
"Rarely ","2013","(Married) couple without C. ","(0) in school","1","","",""
"Rarely ","2013","(Married) couple without C. ","(1a) inadequately completed","15","","",""
"Rarely ","2013","(Married) couple without C. ","(1b) general elementary school","171","0.35247194463501","0.311567168544143","0.393376720725877"
"Rarely ","2013","(Married) couple without C. ","(1c) basic vocational qualification","942","0.373499947261056","0.354065802165637","0.392934092356474"
"Rarely ","2013","(Married) couple without C. ","(2b) intermediate general qualification","44","0.402032335690923","0.309986491657194","0.494078179724652"
"Rarely ","2013","(Married) couple without C. ","(2a) intermediate vocational","755","0.43653730857175","0.413619358165233","0.459455258978267"
"Rarely ","2013","(Married) couple without C. ","(2c_gen) general maturity certificate","53","0.383454868088482","0.305383008997548","0.461526727179416"
"Rarely ","2013","(Married) couple without C. ","(2c_voc) vocational maturity certificate","217","0.439136154952781","0.395592373843051","0.482679936062511"
"Rarely ","2013","(Married) couple without C. ","(3a) lower tertiary education","343","0.428794400732667","0.393678274392794","0.46391052707254"
"Rarely ","2013","(Married) couple without C. ","(3b) higher tertiary education","570","0.451982531546914","0.42464294670476","0.479322116389067"
"Rarely ","2013","Single parent ","(0) in school","57","0.43838035016589","0.350333289441203","0.526427410890576"
"Rarely ","2013","Single parent ","(1a) inadequately completed","6","","",""
"Rarely ","2013","Single parent ","(1b) general elementary school","87","0.328387660423977","0.270056426201952","0.386718894646003"
"Rarely ","2013","Single parent ","(1c) basic vocational qualification","123","0.290638331224742","0.24652588005769","0.334750782391794"
"Rarely ","2013","Single parent ","(2b) intermediate general qualification","53","0.248730450484662","0.182164374693318","0.315296526276006"
"Rarely ","2013","Single parent ","(2a) intermediate vocational","254","0.367500053358716","0.333290707336463","0.401709399380968"
"Rarely ","2013","Single parent ","(2c_gen) general maturity certificate","41","0.333537040251159","0.25249013074738","0.414583949754938"
"Rarely ","2013","Single parent ","(2c_voc) vocational maturity certificate","80","0.315256538167681","0.256104472383093","0.374408603952269"
"Rarely ","2013","Single parent ","(3a) lower tertiary education","53","0.315080537330234","0.237853169430486","0.392307905229981"
"Rarely ","2013","Single parent ","(3b) higher tertiary education","79","0.334870720942266","0.274530654865699","0.395210787018833"
"Rarely ","2013","Couple + C. LE 16 ","(0) in school","","","",""
"Rarely ","2013","Couple + C. LE 16 ","(1a) inadequately completed","34","0.267489856900471","0.1872822348655","0.347697478935442"
"Rarely ","2013","Couple + C. LE 16 ","(1b) general elementary school","136","0.361869493994419","0.31222997317084","0.411509014817998"
"Rarely ","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","361","0.360489155199667","0.331611901289101","0.389366409110234"
"Rarely ","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","38","0.244127372780551","0.167901795246403","0.320352950314698"
"Rarely ","2013","Couple + C. LE 16 ","(2a) intermediate vocational","751","0.403546829450786","0.381827060508765","0.425266598392806"
"Rarely ","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","72","0.486468156036646","0.414831024813362","0.55810528725993"
"Rarely ","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","351","0.376659702897446","0.344046958516635","0.409272447278258"
"Rarely ","2013","Couple + C. LE 16 ","(3a) lower tertiary education","260","0.4396591845719","0.397988172937363","0.481330196206436"
"Rarely ","2013","Couple + C. LE 16 ","(3b) higher tertiary education","449","0.3719836416685","0.344625543821888","0.399341739515112"
"Rarely ","2013","Couple + C. GT 16 ","(0) in school","49","0.373756471119227","0.289281353642582","0.458231588595871"
"Rarely ","2013","Couple + C. GT 16 ","(1a) inadequately completed","6","","",""
"Rarely ","2013","Couple + C. GT 16 ","(1b) general elementary school","49","0.270093730152528","0.201079233104224","0.339108227200833"
"Rarely ","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","246","0.443405370861445","0.403654884558779","0.483155857164111"
"Rarely ","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","47","0.399169424150294","0.309663080322296","0.488675767978292"
"Rarely ","2013","Couple + C. GT 16 ","(2a) intermediate vocational","264","0.40323137223145","0.366415418744971","0.440047325717929"
"Rarely ","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","98","0.395726782985018","0.331688677245721","0.459764888724315"
"Rarely ","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","86","0.415569455755557","0.345678710747048","0.485460200764065"
"Rarely ","2013","Couple + C. GT 16 ","(3a) lower tertiary education","81","0.454878206827765","0.386037645980606","0.523718767674924"
"Rarely ","2013","Couple + C. GT 16 ","(3b) higher tertiary education","133","0.40952811109185","0.355050582829424","0.464005639354276"
"Rarely ","2013","Couple + C. LE and GT 16","(0) in school","81","0.445483759220195","0.37347329357315","0.517494224867239"
"Rarely ","2013","Couple + C. LE and GT 16","(1a) inadequately completed","10","","",""
"Rarely ","2013","Couple + C. LE and GT 16","(1b) general elementary school","66","0.416119926762283","0.342455985525431","0.489783867999134"
"Rarely ","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","106","0.321287263711033","0.27090462891715","0.371669898504916"
"Rarely ","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","54","0.32156543091534","0.237996253013268","0.405134608817412"
"Rarely ","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","174","0.451985342029227","0.4042743756778","0.499696308380653"
"Rarely ","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","52","0.429889042205274","0.349860057826373","0.509918026584175"
"Rarely ","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","82","0.384386904854798","0.313519419889626","0.45525438981997"
"Rarely ","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","64","0.520426540718834","0.42951345788136","0.611339623556308"
"Rarely ","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","82","0.415041808116514","0.345884334108191","0.484199282124837"
"Never","2013","1-pers.-HH","(0) in school","","","",""
"Never","2013","1-pers.-HH","(1a) inadequately completed","9","","",""
"Never","2013","1-pers.-HH","(1b) general elementary school","59","0.13666117040757","0.102350363535484","0.170971977279657"
"Never","2013","1-pers.-HH","(1c) basic vocational qualification","171","0.179884447904423","0.155473077238284","0.204295818570562"
"Never","2013","1-pers.-HH","(2b) intermediate general qualification","15","","",""
"Never","2013","1-pers.-HH","(2a) intermediate vocational","82","0.101300684034618","0.0799752285625398","0.122626139506697"
"Never","2013","1-pers.-HH","(2c_gen) general maturity certificate","25","","",""
"Never","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","32","0.095835042884956","0.0604603010576697","0.131209784712242"
"Never","2013","1-pers.-HH","(3a) lower tertiary education","37","0.117483596128505","0.0817546008989661","0.153212591358044"
"Never","2013","1-pers.-HH","(3b) higher tertiary education","57","0.0868666309034018","0.0621555686959815","0.111577693110822"
"Never","2013","(Married) couple without C. ","(0) in school","","","",""
"Never","2013","(Married) couple without C. ","(1a) inadequately completed","19","","",""
"Never","2013","(Married) couple without C. ","(1b) general elementary school","142","0.256806381341948","0.219400805995597","0.294211956688299"
"Never","2013","(Married) couple without C. ","(1c) basic vocational qualification","525","0.211623967039086","0.195213960857584","0.228033973220587"
"Never","2013","(Married) couple without C. ","(2b) intermediate general qualification","17","","",""
"Never","2013","(Married) couple without C. ","(2a) intermediate vocational","290","0.150092731528974","0.133588393432141","0.166597069625807"
"Never","2013","(Married) couple without C. ","(2c_gen) general maturity certificate","30","0.206976920471849","0.141925193474147","0.272028647469551"
"Never","2013","(Married) couple without C. ","(2c_voc) vocational maturity certificate","76","0.138178957781554","0.107900948250271","0.168456967312837"
"Never","2013","(Married) couple without C. ","(3a) lower tertiary education","109","0.144196995055175","0.119271096070881","0.169122894039469"
"Never","2013","(Married) couple without C. ","(3b) higher tertiary education","228","0.170322763727477","0.14967253700332","0.190972990451635"
"Never","2013","Single parent ","(0) in school","25","","",""
"Never","2013","Single parent ","(1a) inadequately completed","3","","",""
"Never","2013","Single parent ","(1b) general elementary school","37","0.235805454698997","0.183079153317843","0.288531756080152"
"Never","2013","Single parent ","(1c) basic vocational qualification","76","0.213413407674188","0.173608647983388","0.253218167364989"
"Never","2013","Single parent ","(2b) intermediate general qualification","29","","",""
"Never","2013","Single parent ","(2a) intermediate vocational","105","0.147057304426571","0.121927503411433","0.172187105441708"
"Never","2013","Single parent ","(2c_gen) general maturity certificate","33","0.2246823981938","0.152935891201679","0.29642890518592"
"Never","2013","Single parent ","(2c_voc) vocational maturity certificate","29","","",""
"Never","2013","Single parent ","(3a) lower tertiary education","12","","",""
"Never","2013","Single parent ","(3b) higher tertiary education","43","0.195351833635928","0.144661410223162","0.246042257048693"
"Never","2013","Couple + C. LE 16 ","(0) in school","1","","",""
"Never","2013","Couple + C. LE 16 ","(1a) inadequately completed","21","","",""
"Never","2013","Couple + C. LE 16 ","(1b) general elementary school","63","0.191678424754211","0.151017660072115","0.232339189436306"
"Never","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","190","0.153150598510012","0.13149110612145","0.174810090898574"
"Never","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","25","","",""
"Never","2013","Couple + C. LE 16 ","(2a) intermediate vocational","320","0.14968688002139","0.133892544354453","0.165481215688328"
"Never","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","29","","",""
"Never","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","140","0.14118091920188","0.117744621292666","0.164617217111094"
"Never","2013","Couple + C. LE 16 ","(3a) lower tertiary education","91","0.155419474109356","0.125002004058518","0.185836944160193"
"Never","2013","Couple + C. LE 16 ","(3b) higher tertiary education","242","0.200255193866097","0.177603217071755","0.222907170660439"
"Never","2013","Couple + C. GT 16 ","(0) in school","26","","",""
"Never","2013","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Never","2013","Couple + C. GT 16 ","(1b) general elementary school","35","0.220198448053168","0.155789129654235","0.284607766452101"
"Never","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","141","0.213208685800511","0.18043655414578","0.245980817455241"
"Never","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","23","","",""
