"plj0587","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very often","2013","direct migration background","Rural Area","19","","","","1"
"Very often","2013","indirect migration background","Urban Area","16","","","","1"
"Very often","2013","indirect migration background","Rural Area","7","","","","1"
"Never","2014","no migration background","Rural Area","","","","","5"
"Never","2014","indirect migration background","Rural Area","","","","","5"
"Never","2014","direct migration background","Urban Area","","","","","5"
"Never","2014","no migration background","Urban Area","","","","","5"
"Never","2014","indirect migration background","Urban Area","","","","","5"
"Never","2014","direct migration background","Rural Area","","","","","5"
"Often","2014","no migration background","Rural Area","","","","","2"
"Often","2014","direct migration background","Urban Area","","","","","2"
"Often","2014","direct migration background","Rural Area","","","","","2"
"Often","2014","no migration background","Urban Area","","","","","2"
"Often","2014","indirect migration background","Urban Area","","","","","2"
"Often","2014","indirect migration background","Rural Area","","","","","2"
"Rarely ","2014","no migration background","Rural Area","","","","","4"
"Rarely ","2014","indirect migration background","Urban Area","","","","","4"
"Rarely ","2014","indirect migration background","Rural Area","","","","","4"
"Rarely ","2014","no migration background","Urban Area","","","","","4"
"Rarely ","2014","direct migration background","Urban Area","","","","","4"
"Rarely ","2014","direct migration background","Rural Area","","","","","4"
"Sometimes","2014","no migration background","Rural Area","","","","","3"
"Sometimes","2014","direct migration background","Urban Area","","","","","3"
"Sometimes","2014","no migration background","Urban Area","","","","","3"
"Sometimes","2014","direct migration background","Rural Area","","","","","3"
"Sometimes","2014","indirect migration background","Urban Area","","","","","3"
"Sometimes","2014","indirect migration background","Rural Area","","","","","3"
"Very often","2014","direct migration background","Urban Area","","","","","1"
"Very often","2014","no migration background","Urban Area","","","","","1"
"Very often","2014","no migration background","Rural Area","","","","","1"
"Very often","2014","direct migration background","Rural Area","","","","","1"
"Very often","2014","indirect migration background","Urban Area","","","","","1"
"Very often","2014","indirect migration background","Rural Area","","","","","1"
"Never","2015","no migration background","Rural Area","","","","","5"
"Never","2015","direct migration background","Urban Area","","","","","5"
"Never","2015","indirect migration background","Urban Area","","","","","5"
"Never","2015","indirect migration background","Rural Area","","","","","5"
"Never","2015","no migration background","Urban Area","","","","","5"
"Never","2015","direct migration background","Rural Area","","","","","5"
"Often","2015","direct migration background","Rural Area","","","","","2"
"Often","2015","no migration background","Urban Area","","","","","2"
"Often","2015","direct migration background","Urban Area","","","","","2"
"Often","2015","no migration background","Rural Area","","","","","2"
"Often","2015","indirect migration background","Urban Area","","","","","2"
"Often","2015","indirect migration background","Rural Area","","","","","2"
"Rarely ","2015","no migration background","Rural Area","","","","","4"
"Rarely ","2015","direct migration background","Urban Area","","","","","4"
"Rarely ","2015","no migration background","Urban Area","","","","","4"
"Rarely ","2015","indirect migration background","Urban Area","","","","","4"
"Rarely ","2015","direct migration background","Rural Area","","","","","4"
"Rarely ","2015","indirect migration background","Rural Area","","","","","4"
"Sometimes","2015","direct migration background","Urban Area","","","","","3"
"Sometimes","2015","direct migration background","Rural Area","","","","","3"
"Sometimes","2015","no migration background","Urban Area","","","","","3"
"Sometimes","2015","no migration background","Rural Area","","","","","3"
"Sometimes","2015","indirect migration background","Urban Area","","","","","3"
"Sometimes","2015","indirect migration background","Rural Area","","","","","3"
"Very often","2015","no migration background","Urban Area","","","","","1"
"Very often","2015","no migration background","Rural Area","","","","","1"
"Very often","2015","direct migration background","Urban Area","","","","","1"
"Very often","2015","direct migration background","Rural Area","","","","","1"
"Very often","2015","indirect migration background","Urban Area","","","","","1"
"Very often","2015","indirect migration background","Rural Area","","","","","1"
"Never","2016","no migration background","Urban Area","","","","","5"
"Never","2016","no migration background","Rural Area","","","","","5"
"Never","2016","direct migration background","Urban Area","630","0.185045414556713","0.171005832946608","0.199084996166818","5"
"Never","2016","direct migration background","Rural Area","268","0.175345843712524","0.155000946630705","0.195690740794342","5"
"Never","2016","indirect migration background","Urban Area","","","","","5"
"Never","2016","indirect migration background","Rural Area","","","","","5"
"Often","2016","no migration background","Urban Area","","","","","2"
"Often","2016","no migration background","Rural Area","","","","","2"
"Often","2016","direct migration background","Urban Area","521","0.199911029656658","0.185452110891171","0.214369948422146","2"
"Often","2016","direct migration background","Rural Area","269","0.213524814984094","0.19159986949152","0.235449760476669","2"
"Often","2016","indirect migration background","Urban Area","","","","","2"
"Often","2016","indirect migration background","Rural Area","","","","","2"
"Rarely ","2016","no migration background","Urban Area","","","","","4"
"Rarely ","2016","no migration background","Rural Area","","","","","4"
"Rarely ","2016","direct migration background","Urban Area","470","0.140397978277329","0.127838331110201","0.152957625444458","4"
"Rarely ","2016","direct migration background","Rural Area","170","0.112160660644557","0.0952772841739674","0.129044037115147","4"
"Rarely ","2016","indirect migration background","Urban Area","","","","","4"
"Rarely ","2016","indirect migration background","Rural Area","","","","","4"
"Sometimes","2016","no migration background","Urban Area","","","","","3"
"Sometimes","2016","no migration background","Rural Area","","","","","3"
"Sometimes","2016","direct migration background","Urban Area","875","0.306818025180253","0.290145078410943","0.323490971949564","3"
"Sometimes","2016","direct migration background","Rural Area","397","0.309276664773321","0.284548181825014","0.334005147721629","3"
"Sometimes","2016","indirect migration background","Urban Area","","","","","3"
"Sometimes","2016","indirect migration background","Rural Area","","","","","3"
"Very often","2016","no migration background","Urban Area","","","","","1"
"Very often","2016","no migration background","Rural Area","","","","","1"
"Very often","2016","direct migration background","Urban Area","443","0.167827552329046","0.154316580307133","0.181338524350959","1"
"Very often","2016","direct migration background","Rural Area","238","0.189692015885504","0.16871607656113","0.210667955209878","1"
"Very often","2016","indirect migration background","Urban Area","","","","","1"
"Very often","2016","indirect migration background","Rural Area","","","","","1"
"Never","2017","no migration background","Urban Area","2575","0.201726337684927","0.194661257934136","0.208791417435718","5"
"Never","2017","no migration background","Rural Area","1471","0.17721240330831","0.168802251302624","0.185622555313996","5"
"Never","2017","direct migration background","Urban Area","1059","0.193569554848487","0.183144014285158","0.203995095411816","5"
"Never","2017","direct migration background","Rural Area","396","0.193064579052309","0.175683507627542","0.210445650477077","5"
"Never","2017","indirect migration background","Urban Area","311","0.197973301662419","0.177159831756479","0.218786771568359","5"
"Never","2017","indirect migration background","Rural Area","76","0.218203740966107","0.171850931578636","0.264556550353579","5"
"Often","2017","no migration background","Urban Area","781","0.0609647442773278","0.0567522415661372","0.0651772469885184","2"
"Often","2017","direct migration background","Urban Area","787","0.121877928327101","0.113245428517288","0.130510428136914","2"
"Often","2017","no migration background","Rural Area","581","0.0790564854847703","0.073113588964637","0.0849993820049037","2"
"Often","2017","indirect migration background","Rural Area","20","","","","2"
"Often","2017","direct migration background","Rural Area","304","0.0949653593022712","0.0820555132826423","0.1078752053219","2"
"Often","2017","indirect migration background","Urban Area","133","0.0836522124649542","0.0691906356968621","0.0981137892330464","2"
"Rarely ","2017","no migration background","Urban Area","5241","0.421612256375343","0.412918128560144","0.430306384190542","4"
"Rarely ","2017","no migration background","Rural Area","3184","0.400048454360342","0.389258308730572","0.410838599990112","4"
"Rarely ","2017","indirect migration background","Urban Area","535","0.388911204210839","0.363447349266255","0.414375059155423","4"
"Rarely ","2017","direct migration background","Rural Area","474","0.356610215102003","0.335517143660078","0.377703286543929","4"
"Rarely ","2017","indirect migration background","Rural Area","106","0.31612923071444","0.263947615364238","0.368310846064642","4"
"Rarely ","2017","direct migration background","Urban Area","1295","0.30500565297426","0.292856634864987","0.317154671083534","4"
"Sometimes","2017","no migration background","Urban Area","3633","0.299779512832362","0.291713140815656","0.307845884849067","3"
"Sometimes","2017","no migration background","Rural Area","2575","0.331087375259101","0.320722384330252","0.341452366187951","3"
"Sometimes","2017","indirect migration background","Urban Area","399","0.308388426692372","0.28426567061913","0.332511182765615","3"
"Sometimes","2017","indirect migration background","Rural Area","97","0.359089367242158","0.305250218756601","0.412928515727716","3"
"Sometimes","2017","direct migration background","Urban Area","1903","0.334452839475822","0.322003295024053","0.346902383927591","3"
"Sometimes","2017","direct migration background","Rural Area","653","0.319335982784303","0.298805641053256","0.33986632451535","3"
"Very often","2017","direct migration background","Urban Area","473","0.0450940243743304","0.0396183652752984","0.0505696834733624","1"
"Very often","2017","indirect migration background","Rural Area","6","","","","1"
"Very often","2017","no migration background","Urban Area","163","0.0159171488300407","0.0137136727691191","0.0181206248909623","1"
"Very often","2017","no migration background","Rural Area","108","0.012595281587476","0.0101390774461294","0.0150514857288225","1"
"Very often","2017","direct migration background","Rural Area","154","0.0360238637591133","0.02781781410712","0.0442299134111065","1"
"Very often","2017","indirect migration background","Urban Area","30","0.0210748549694154","0.0135723929939297","0.0285773169449011","1"
"Never","2018","no migration background","Urban Area","","","","","5"
"Never","2018","no migration background","Rural Area","","","","","5"
"Never","2018","direct migration background","Urban Area","70","0.267456137038117","0.214163371840177","0.320748902236056","5"
"Never","2018","indirect migration background","Urban Area","","","","","5"
"Never","2018","indirect migration background","Rural Area","","","","","5"
"Never","2018","direct migration background","Rural Area","34","0.209430553840631","0.145372716044456","0.273488391636806","5"
"Often","2018","direct migration background","Urban Area","51","0.263600798889097","0.210554490049088","0.316647107729107","2"
"Often","2018","direct migration background","Rural Area","28","","","","2"
"Often","2018","indirect migration background","Rural Area","","","","","2"
"Often","2018","no migration background","Urban Area","","","","","2"
"Often","2018","no migration background","Rural Area","","","","","2"
"Often","2018","indirect migration background","Urban Area","","","","","2"
"Rarely ","2018","no migration background","Urban Area","","","","","4"
"Rarely ","2018","no migration background","Rural Area","","","","","4"
"Rarely ","2018","indirect migration background","Rural Area","","","","","4"
"Rarely ","2018","direct migration background","Urban Area","31","0.121594485263452","0.0822458548967758","0.160943115630129","4"
"Rarely ","2018","direct migration background","Rural Area","21","","","","4"
"Rarely ","2018","indirect migration background","Urban Area","","","","","4"
"Sometimes","2018","no migration background","Urban Area","","","","","3"
"Sometimes","2018","no migration background","Rural Area","","","","","3"
"Sometimes","2018","direct migration background","Urban Area","79","0.251541388101052","0.199300112165874","0.303782664036229","3"
"Sometimes","2018","indirect migration background","Rural Area","","","","","3"
"Sometimes","2018","direct migration background","Rural Area","50","0.417728046683773","0.340086890256149","0.495369203111397","3"
"Sometimes","2018","indirect migration background","Urban Area","","","","","3"
"Very often","2018","direct migration background","Urban Area","34","0.0958071907082819","0.0603703716204375","0.131244009796126","1"
"Very often","2018","no migration background","Rural Area","","","","","1"
"Very often","2018","indirect migration background","Rural Area","","","","","1"
"Very often","2018","direct migration background","Rural Area","22","","","","1"
"Very often","2018","no migration background","Urban Area","","","","","1"
"Very often","2018","indirect migration background","Urban Area","","","","","1"
"Never","2019","no migration background","Urban Area","","","","","5"
"Never","2019","no migration background","Rural Area","","","","","5"
"Never","2019","direct migration background","Urban Area","37","0.21839502760934","0.156650439555225","0.280139615663455","5"
"Never","2019","direct migration background","Rural Area","14","","","","5"
"Never","2019","indirect migration background","Urban Area","","","","","5"
"Never","2019","indirect migration background","Rural Area","","","","","5"
"Often","2019","no migration background","Urban Area","","","","","2"
"Often","2019","no migration background","Rural Area","","","","","2"
"Often","2019","direct migration background","Urban Area","38","0.236637964513373","0.173120762808098","0.300155166218648","2"
"Often","2019","direct migration background","Rural Area","22","","","","2"
"Often","2019","indirect migration background","Rural Area","","","","","2"
"Often","2019","indirect migration background","Urban Area","","","","","2"
"Rarely ","2019","no migration background","Urban Area","","","","","4"
"Rarely ","2019","no migration background","Rural Area","","","","","4"
"Rarely ","2019","direct migration background","Urban Area","21","","","","4"
"Rarely ","2019","direct migration background","Rural Area","4","","","","4"
"Rarely ","2019","indirect migration background","Rural Area","","","","","4"
"Rarely ","2019","indirect migration background","Urban Area","","","","","4"
"Sometimes","2019","direct migration background","Urban Area","47","0.269722931196116","0.203396499269814","0.336049363122418","3"
"Sometimes","2019","indirect migration background","Rural Area","","","","","3"
"Sometimes","2019","no migration background","Rural Area","","","","","3"
"Sometimes","2019","no migration background","Urban Area","","","","","3"
"Sometimes","2019","direct migration background","Rural Area","51","0.551822024440106","0.4548353262522","0.648808722628012","3"
"Sometimes","2019","indirect migration background","Urban Area","","","","","3"
"Very often","2019","indirect migration background","Rural Area","","","","","1"
"Very often","2019","direct migration background","Rural Area","10","","","","1"
"Very often","2019","no migration background","Urban Area","","","","","1"
"Very often","2019","no migration background","Rural Area","","","","","1"
"Very often","2019","direct migration background","Urban Area","29","","","","1"
"Very often","2019","indirect migration background","Urban Area","","","","","1"
