"plb0218","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2006","Not Employed","in school","","","",""
"Yes, every 2 weeks","2006","Not Employed","inadequately","","","",""
"Yes, every 2 weeks","2006","Not Employed","general elemantary","","","",""
"Yes, every 2 weeks","2006","Not Employed","middle vocational","","","",""
"Yes, every 2 weeks","2006","Not Employed","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","Not Employed","higher vocational","","","",""
"Yes, every 2 weeks","2006","Not Employed","higher education","","","",""
"Yes, every 2 weeks","2006","Employed","in school","","","",""
"Yes, every 2 weeks","2006","Employed","inadequately","","","",""
"Yes, every 2 weeks","2006","Employed","general elemantary","","","",""
"Yes, every 2 weeks","2006","Employed","middle vocational","","","",""
"Yes, every 2 weeks","2006","Employed","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","Employed","higher vocational","","","",""
"Yes, every 2 weeks","2006","Employed","higher education","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","in school","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","inadequately","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","higher education","","","",""
"Yes, every 3-4 weeks","2006","Employed","in school","","","",""
"Yes, every 3-4 weeks","2006","Employed","inadequately","","","",""
"Yes, every 3-4 weeks","2006","Employed","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","Employed","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","Employed","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","Employed","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","Employed","higher education","","","",""
"Rarely","2006","Not Employed","in school","","","",""
"Rarely","2006","Not Employed","inadequately","","","",""
"Rarely","2006","Not Employed","general elemantary","","","",""
"Rarely","2006","Not Employed","middle vocational","","","",""
"Rarely","2006","Not Employed","vocational + Abi","","","",""
"Rarely","2006","Not Employed","higher vocational","","","",""
"Rarely","2006","Not Employed","higher education","","","",""
"Rarely","2006","Employed","in school","","","",""
"Rarely","2006","Employed","inadequately","","","",""
"Rarely","2006","Employed","general elemantary","","","",""
"Rarely","2006","Employed","middle vocational","","","",""
"Rarely","2006","Employed","vocational + Abi","","","",""
"Rarely","2006","Employed","higher vocational","","","",""
"Rarely","2006","Employed","higher education","","","",""
"No, never","2007","Not Employed","in school","","","",""
"No, never","2007","Not Employed","inadequately","1","","",""
"No, never","2007","Not Employed","general elemantary","15","","",""
"No, never","2007","Not Employed","middle vocational","56","0.593263157260856","0.500619293511791","0.685907021009921"
"No, never","2007","Not Employed","vocational + Abi","7","","",""
"No, never","2007","Not Employed","higher vocational","8","","",""
"No, never","2007","Not Employed","higher education","16","","",""
"No, never","2007","Employed","in school","7","","",""
"No, never","2007","Employed","inadequately","32","0.577874695697096","0.453932066174011","0.701817325220181"
"No, never","2007","Employed","general elemantary","325","0.430306300175491","0.394824401384466","0.465788198966516"
"No, never","2007","Employed","middle vocational","2017","0.355300687906242","0.3427057614579","0.367895614354585"
"No, never","2007","Employed","vocational + Abi","317","0.384892264790267","0.351175314679881","0.418609214900653"
"No, never","2007","Employed","higher vocational","298","0.27868690338754","0.250354674363165","0.307019132411916"
"No, never","2007","Employed","higher education","973","0.304617903756723","0.2881430434134","0.321092764100045"
"Yes, every week","2007","Not Employed","in school","1","","",""
"Yes, every week","2007","Not Employed","inadequately","","","",""
"Yes, every week","2007","Not Employed","general elemantary","5","","",""
"Yes, every week","2007","Not Employed","middle vocational","15","","",""
"Yes, every week","2007","Not Employed","vocational + Abi","3","","",""
"Yes, every week","2007","Not Employed","higher vocational","3","","",""
"Yes, every week","2007","Not Employed","higher education","5","","",""
"Yes, every week","2007","Employed","in school","9","","",""
"Yes, every week","2007","Employed","inadequately","7","","",""
"Yes, every week","2007","Employed","general elemantary","124","0.175016066688268","0.147785354681718","0.202246778694818"
"Yes, every week","2007","Employed","middle vocational","803","0.149589272748674","0.140203206863746","0.158975338633603"
"Yes, every week","2007","Employed","vocational + Abi","89","0.110512299911166","0.0887863697245113","0.13223823009782"
"Yes, every week","2007","Employed","higher vocational","151","0.155916436162889","0.132991970242518","0.17884090208326"
"Yes, every week","2007","Employed","higher education","461","0.151833374448391","0.138987712505366","0.164679036391416"
"Yes, every 2 weeks","2007","Not Employed","in school","1","","",""
"Yes, every 2 weeks","2007","Not Employed","inadequately","","","",""
"Yes, every 2 weeks","2007","Not Employed","general elemantary","5","","",""
"Yes, every 2 weeks","2007","Not Employed","middle vocational","15","","",""
"Yes, every 2 weeks","2007","Not Employed","vocational + Abi","1","","",""
"Yes, every 2 weeks","2007","Not Employed","higher vocational","2","","",""
"Yes, every 2 weeks","2007","Not Employed","higher education","3","","",""
"Yes, every 2 weeks","2007","Employed","in school","5","","",""
"Yes, every 2 weeks","2007","Employed","inadequately","7","","",""
"Yes, every 2 weeks","2007","Employed","general elemantary","113","0.163301135838698","0.136811469711253","0.189790801966143"
"Yes, every 2 weeks","2007","Employed","middle vocational","931","0.16604343364827","0.1562507533304","0.17583611396614"
"Yes, every 2 weeks","2007","Employed","vocational + Abi","116","0.148135710867078","0.123519670989327","0.172751750744829"
"Yes, every 2 weeks","2007","Employed","higher vocational","158","0.198334312672685","0.173136889456015","0.223531735889355"
"Yes, every 2 weeks","2007","Employed","higher education","321","0.123355414583746","0.111584148881536","0.135126680285956"
"Yes, every 3-4 weeks","2007","Not Employed","in school","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","inadequately","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","general elemantary","1","","",""
"Yes, every 3-4 weeks","2007","Not Employed","middle vocational","9","","",""
"Yes, every 3-4 weeks","2007","Not Employed","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","higher vocational","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","higher education","1","","",""
"Yes, every 3-4 weeks","2007","Employed","in school","1","","",""
"Yes, every 3-4 weeks","2007","Employed","inadequately","8","","",""
"Yes, every 3-4 weeks","2007","Employed","general elemantary","65","0.0915490502519962","0.070882168465567","0.112215932038425"
"Yes, every 3-4 weeks","2007","Employed","middle vocational","544","0.106995014378163","0.0988605732459754","0.115129455510351"
"Yes, every 3-4 weeks","2007","Employed","vocational + Abi","80","0.0935878509061451","0.0734053168604009","0.113770384951889"
"Yes, every 3-4 weeks","2007","Employed","higher vocational","98","0.0796182152039739","0.0625121240713216","0.0967243063366261"
"Yes, every 3-4 weeks","2007","Employed","higher education","298","0.104531342507857","0.0935796627579294","0.115483022257784"
"Rarely","2007","Not Employed","in school","","","",""
"Rarely","2007","Not Employed","inadequately","1","","",""
"Rarely","2007","Not Employed","general elemantary","3","","",""
"Rarely","2007","Not Employed","middle vocational","13","","",""
"Rarely","2007","Not Employed","vocational + Abi","2","","",""
"Rarely","2007","Not Employed","higher vocational","2","","",""
"Rarely","2007","Not Employed","higher education","4","","",""
"Rarely","2007","Employed","in school","5","","",""
"Rarely","2007","Employed","inadequately","7","","",""
"Rarely","2007","Employed","general elemantary","121","0.139827447045547","0.114974019173633","0.164680874917461"
"Rarely","2007","Employed","middle vocational","1252","0.22207159131865","0.211133656621974","0.233009526015326"
"Rarely","2007","Employed","vocational + Abi","198","0.262871873525345","0.232368585949865","0.293375161100824"
"Rarely","2007","Employed","higher vocational","257","0.287444132572912","0.258845403117959","0.316042862027865"
"Rarely","2007","Employed","higher education","945","0.315661964703283","0.299024821924618","0.332299107481949"
"No, never","2008","Not Employed","in school","","","",""
"No, never","2008","Not Employed","inadequately","","","",""
"No, never","2008","Not Employed","general elemantary","","","",""
"No, never","2008","Not Employed","middle vocational","","","",""
"No, never","2008","Not Employed","vocational + Abi","","","",""
"No, never","2008","Not Employed","higher vocational","","","",""
"No, never","2008","Not Employed","higher education","","","",""
"No, never","2008","Employed","in school","","","",""
"No, never","2008","Employed","inadequately","","","",""
"No, never","2008","Employed","general elemantary","","","",""
"No, never","2008","Employed","middle vocational","","","",""
"No, never","2008","Employed","vocational + Abi","","","",""
"No, never","2008","Employed","higher vocational","","","",""
"No, never","2008","Employed","higher education","","","",""
"Yes, every week","2008","Not Employed","in school","","","",""
"Yes, every week","2008","Not Employed","inadequately","","","",""
"Yes, every week","2008","Not Employed","general elemantary","","","",""
"Yes, every week","2008","Not Employed","middle vocational","","","",""
"Yes, every week","2008","Not Employed","vocational + Abi","","","",""
"Yes, every week","2008","Not Employed","higher vocational","","","",""
"Yes, every week","2008","Not Employed","higher education","","","",""
"Yes, every week","2008","Employed","in school","","","",""
"Yes, every week","2008","Employed","inadequately","","","",""
"Yes, every week","2008","Employed","general elemantary","","","",""
"Yes, every week","2008","Employed","middle vocational","","","",""
"Yes, every week","2008","Employed","vocational + Abi","","","",""
"Yes, every week","2008","Employed","higher vocational","","","",""
"Yes, every week","2008","Employed","higher education","","","",""
"Yes, every 2 weeks","2008","Not Employed","in school","","","",""
"Yes, every 2 weeks","2008","Not Employed","inadequately","","","",""
"Yes, every 2 weeks","2008","Not Employed","general elemantary","","","",""
"Yes, every 2 weeks","2008","Not Employed","middle vocational","","","",""
"Yes, every 2 weeks","2008","Not Employed","vocational + Abi","","","",""
"Yes, every 2 weeks","2008","Not Employed","higher vocational","","","",""
"Yes, every 2 weeks","2008","Not Employed","higher education","","","",""
"Yes, every 2 weeks","2008","Employed","in school","","","",""
"Yes, every 2 weeks","2008","Employed","inadequately","","","",""
"Yes, every 2 weeks","2008","Employed","general elemantary","","","",""
"Yes, every 2 weeks","2008","Employed","middle vocational","","","",""
"Yes, every 2 weeks","2008","Employed","vocational + Abi","","","",""
"Yes, every 2 weeks","2008","Employed","higher vocational","","","",""
"Yes, every 2 weeks","2008","Employed","higher education","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","in school","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","inadequately","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","general elemantary","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","middle vocational","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","higher vocational","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","higher education","","","",""
"Yes, every 3-4 weeks","2008","Employed","in school","","","",""
"Yes, every 3-4 weeks","2008","Employed","inadequately","","","",""
"Yes, every 3-4 weeks","2008","Employed","general elemantary","","","",""
"Yes, every 3-4 weeks","2008","Employed","middle vocational","","","",""
"Yes, every 3-4 weeks","2008","Employed","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2008","Employed","higher vocational","","","",""
"Yes, every 3-4 weeks","2008","Employed","higher education","","","",""
"Rarely","2008","Not Employed","in school","","","",""
"Rarely","2008","Not Employed","inadequately","","","",""
"Rarely","2008","Not Employed","general elemantary","","","",""
"Rarely","2008","Not Employed","middle vocational","","","",""
"Rarely","2008","Not Employed","vocational + Abi","","","",""
"Rarely","2008","Not Employed","higher vocational","","","",""
"Rarely","2008","Not Employed","higher education","","","",""
"Rarely","2008","Employed","in school","","","",""
"Rarely","2008","Employed","inadequately","","","",""
"Rarely","2008","Employed","general elemantary","","","",""
"Rarely","2008","Employed","middle vocational","","","",""
"Rarely","2008","Employed","vocational + Abi","","","",""
"Rarely","2008","Employed","higher vocational","","","",""
"Rarely","2008","Employed","higher education","","","",""
"No, never","2009","Not Employed","in school","","","",""
"No, never","2009","Not Employed","inadequately","2","","",""
"No, never","2009","Not Employed","general elemantary","5","","",""
"No, never","2009","Not Employed","middle vocational","30","0.404021084694626","0.283801404902044","0.524240764487208"
"No, never","2009","Not Employed","vocational + Abi","7","","",""
"No, never","2009","Not Employed","higher vocational","4","","",""
"No, never","2009","Not Employed","higher education","12","","",""
"No, never","2009","Employed","in school","9","","",""
"No, never","2009","Employed","inadequately","23","","",""
"No, never","2009","Employed","general elemantary","295","0.415482839557878","0.37751017007636","0.453455509039397"
"No, never","2009","Employed","middle vocational","1804","0.360670781216745","0.347278753645522","0.374062808787969"
"No, never","2009","Employed","vocational + Abi","286","0.403757121293128","0.367331799082044","0.440182443504212"
"No, never","2009","Employed","higher vocational","260","0.305048425493573","0.27385615218635","0.336240698800796"
"No, never","2009","Employed","higher education","874","0.316598203469525","0.299107972165694","0.334088434773356"
"Yes, every week","2009","Not Employed","in school","3","","",""
"Yes, every week","2009","Not Employed","inadequately","","","",""
"Yes, every week","2009","Not Employed","general elemantary","5","","",""
"Yes, every week","2009","Not Employed","middle vocational","11","","",""
"Yes, every week","2009","Not Employed","vocational + Abi","1","","",""
"Yes, every week","2009","Not Employed","higher vocational","2","","",""
"Yes, every week","2009","Not Employed","higher education","3","","",""
"Yes, every week","2009","Employed","in school","12","","",""
"Yes, every week","2009","Employed","inadequately","13","","",""
"Yes, every week","2009","Employed","general elemantary","98","0.17896539638913","0.149428747887874","0.208502044890386"
"Yes, every week","2009","Employed","middle vocational","703","0.14397429017632","0.134183574130205","0.153765006222435"
"Yes, every week","2009","Employed","vocational + Abi","79","0.11922952271509","0.0951717742846616","0.143287271145519"
"Yes, every week","2009","Employed","higher vocational","140","0.17277155722746","0.147160104385134","0.198383010069785"
"Yes, every week","2009","Employed","higher education","475","0.16816718497405","0.154103733355686","0.182230636592414"
"Yes, every 2 weeks","2009","Not Employed","in school","1","","",""
"Yes, every 2 weeks","2009","Not Employed","inadequately","","","",""
"Yes, every 2 weeks","2009","Not Employed","general elemantary","2","","",""
"Yes, every 2 weeks","2009","Not Employed","middle vocational","11","","",""
"Yes, every 2 weeks","2009","Not Employed","vocational + Abi","1","","",""
"Yes, every 2 weeks","2009","Not Employed","higher vocational","3","","",""
"Yes, every 2 weeks","2009","Not Employed","higher education","3","","",""
"Yes, every 2 weeks","2009","Employed","in school","3","","",""
"Yes, every 2 weeks","2009","Employed","inadequately","8","","",""
"Yes, every 2 weeks","2009","Employed","general elemantary","92","0.161739071132087","0.133366869659542","0.190111272604631"
"Yes, every 2 weeks","2009","Employed","middle vocational","817","0.16825689982575","0.157823889849049","0.178689909802451"
"Yes, every 2 weeks","2009","Employed","vocational + Abi","92","0.141535628322258","0.115657925068857","0.167413331575659"
"Yes, every 2 weeks","2009","Employed","higher vocational","129","0.149737964858406","0.125565122542044","0.173910807174767"
"Yes, every 2 weeks","2009","Employed","higher education","270","0.107199589676196","0.0955669835350866","0.118832195817305"
"Yes, every 3-4 weeks","2009","Not Employed","in school","","","",""
"Yes, every 3-4 weeks","2009","Not Employed","inadequately","","","",""
"Yes, every 3-4 weeks","2009","Not Employed","general elemantary","2","","",""
"Yes, every 3-4 weeks","2009","Not Employed","middle vocational","4","","",""
"Yes, every 3-4 weeks","2009","Not Employed","vocational + Abi","2","","",""
"Yes, every 3-4 weeks","2009","Not Employed","higher vocational","","","",""
"Yes, every 3-4 weeks","2009","Not Employed","higher education","4","","",""
"Yes, every 3-4 weeks","2009","Employed","in school","2","","",""
"Yes, every 3-4 weeks","2009","Employed","inadequately","2","","",""
"Yes, every 3-4 weeks","2009","Employed","general elemantary","49","0.0771245498349822","0.0565673565917005","0.0976817430782638"
"Yes, every 3-4 weeks","2009","Employed","middle vocational","445","0.0917934913691623","0.0837410637976882","0.0998459189406364"
"Yes, every 3-4 weeks","2009","Employed","vocational + Abi","58","0.0829258277064175","0.0624529524260459","0.103398702986789"
"Yes, every 3-4 weeks","2009","Employed","higher vocational","73","0.0726082849652858","0.0550286417271057","0.0901879282034659"
"Yes, every 3-4 weeks","2009","Employed","higher education","263","0.0901620624345402","0.0793925210021127","0.100931603866968"
"Rarely","2009","Not Employed","in school","2","","",""
"Rarely","2009","Not Employed","inadequately","","","",""
"Rarely","2009","Not Employed","general elemantary","","","",""
"Rarely","2009","Not Employed","middle vocational","8","","",""
"Rarely","2009","Not Employed","vocational + Abi","","","",""
"Rarely","2009","Not Employed","higher vocational","1","","",""
"Rarely","2009","Not Employed","higher education","2","","",""
"Rarely","2009","Employed","in school","6","","",""
"Rarely","2009","Employed","inadequately","7","","",""
"Rarely","2009","Employed","general elemantary","113","0.166688143085923","0.137970282316858","0.195406003854987"
"Rarely","2009","Employed","middle vocational","1170","0.235304537412023","0.223474449132263","0.247134625691782"
"Rarely","2009","Employed","vocational + Abi","182","0.252551899963106","0.220296863056641","0.284806936869571"
"Rarely","2009","Employed","higher vocational","235","0.299833767455276","0.268793445738414","0.330874089172139"
"Rarely","2009","Employed","higher education","835","0.317872959445689","0.300363904828967","0.33538201406241"
"No, never","2010","Not Employed","in school","3","","",""
"No, never","2010","Not Employed","inadequately","2","","",""
"No, never","2010","Not Employed","general elemantary","13","","",""
"No, never","2010","Not Employed","middle vocational","47","0.48760556286599","0.393769155722489","0.581441970009491"
"No, never","2010","Not Employed","vocational + Abi","14","","",""
"No, never","2010","Not Employed","higher vocational","6","","",""
"No, never","2010","Not Employed","higher education","15","","",""
"No, never","2010","Employed","in school","7","","",""
"No, never","2010","Employed","inadequately","22","","",""
"No, never","2010","Employed","general elemantary","134","0.389281073308994","0.338052671973991","0.440509474643998"
"No, never","2010","Employed","middle vocational","655","0.32649020835834","0.306260003432885","0.346720413283795"
"No, never","2010","Employed","vocational + Abi","189","0.409403507558497","0.364021779261453","0.454785235855542"
"No, never","2010","Employed","higher vocational","67","0.215498129950156","0.166902133844527","0.264094126055785"
"No, never","2010","Employed","higher education","355","0.348215675890854","0.319829259087817","0.37660209269389"
"Yes, every week","2010","Not Employed","in school","","","",""
"Yes, every week","2010","Not Employed","inadequately","2","","",""
"Yes, every week","2010","Not Employed","general elemantary","5","","",""
"Yes, every week","2010","Not Employed","middle vocational","13","","",""
"Yes, every week","2010","Not Employed","vocational + Abi","1","","",""
"Yes, every week","2010","Not Employed","higher vocational","","","",""
"Yes, every week","2010","Not Employed","higher education","2","","",""
"Yes, every week","2010","Employed","in school","3","","",""
"Yes, every week","2010","Employed","inadequately","10","","",""
"Yes, every week","2010","Employed","general elemantary","51","0.126933266640248","0.0919572845639724","0.161909248716523"
"Yes, every week","2010","Employed","middle vocational","302","0.144335583143333","0.129174449145414","0.159496717141252"
"Yes, every week","2010","Employed","vocational + Abi","46","0.108509233720446","0.0798046275295489","0.137213839911342"
"Yes, every week","2010","Employed","higher vocational","48","0.186692618336997","0.140638054414698","0.232747182259296"
"Yes, every week","2010","Employed","higher education","148","0.111217532671315","0.0924840368349105","0.129951028507719"
"Yes, every 2 weeks","2010","Not Employed","in school","1","","",""
"Yes, every 2 weeks","2010","Not Employed","inadequately","","","",""
"Yes, every 2 weeks","2010","Not Employed","general elemantary","4","","",""
"Yes, every 2 weeks","2010","Not Employed","middle vocational","20","","",""
"Yes, every 2 weeks","2010","Not Employed","vocational + Abi","5","","",""
"Yes, every 2 weeks","2010","Not Employed","higher vocational","","","",""
"Yes, every 2 weeks","2010","Not Employed","higher education","4","","",""
"Yes, every 2 weeks","2010","Employed","in school","1","","",""
"Yes, every 2 weeks","2010","Employed","inadequately","9","","",""
"Yes, every 2 weeks","2010","Employed","general elemantary","69","0.190870715900184","0.149581457741723","0.232159974058644"
"Yes, every 2 weeks","2010","Employed","middle vocational","382","0.182010785649945","0.165364566980934","0.198657004318955"
"Yes, every 2 weeks","2010","Employed","vocational + Abi","73","0.142938857538935","0.110636004907904","0.175241710169967"
"Yes, every 2 weeks","2010","Employed","higher vocational","41","0.171536875626054","0.126981810473771","0.216091940778337"
"Yes, every 2 weeks","2010","Employed","higher education","148","0.150771520260013","0.129450578064374","0.172092462455652"
"Yes, every 3-4 weeks","2010","Not Employed","in school","1","","",""
"Yes, every 3-4 weeks","2010","Not Employed","inadequately","1","","",""
"Yes, every 3-4 weeks","2010","Not Employed","general elemantary","3","","",""
"Yes, every 3-4 weeks","2010","Not Employed","middle vocational","9","","",""
"Yes, every 3-4 weeks","2010","Not Employed","vocational + Abi","1","","",""
"Yes, every 3-4 weeks","2010","Not Employed","higher vocational","","","",""
"Yes, every 3-4 weeks","2010","Not Employed","higher education","3","","",""
"Yes, every 3-4 weeks","2010","Employed","in school","2","","",""
"Yes, every 3-4 weeks","2010","Employed","inadequately","7","","",""
"Yes, every 3-4 weeks","2010","Employed","general elemantary","30","0.0956421544741073","0.064742523012608","0.126541785935606"
"Yes, every 3-4 weeks","2010","Employed","middle vocational","214","0.104754123997276","0.0915426895625811","0.117965558431972"
"Yes, every 3-4 weeks","2010","Employed","vocational + Abi","33","0.0575944556962626","0.0360929400029366","0.0790959713895886"
"Yes, every 3-4 weeks","2010","Employed","higher vocational","29","","",""
"Yes, every 3-4 weeks","2010","Employed","higher education","99","0.0901460318365404","0.0730815299994556","0.107210533673625"
"Rarely","2010","Not Employed","in school","","","",""
"Rarely","2010","Not Employed","inadequately","","","",""
"Rarely","2010","Not Employed","general elemantary","3","","",""
"Rarely","2010","Not Employed","middle vocational","20","","",""
"Rarely","2010","Not Employed","vocational + Abi","6","","",""
"Rarely","2010","Not Employed","higher vocational","2","","",""
"Rarely","2010","Not Employed","higher education","11","","",""
