"plb0218","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2005","in school","West Germany","4","","",""
"Yes, every 2 weeks","2005","in school","East Germany","3","","",""
"Yes, every 2 weeks","2005","inadequately","West Germany","7","","",""
"Yes, every 2 weeks","2005","inadequately","East Germany","","","",""
"Yes, every 2 weeks","2005","general elemantary","West Germany","115","0.15644107901709","0.131188970941857","0.181693187092323"
"Yes, every 2 weeks","2005","general elemantary","East Germany","24","","",""
"Yes, every 2 weeks","2005","middle vocational","West Germany","592","0.137539530159583","0.127241627514873","0.147837432804293"
"Yes, every 2 weeks","2005","middle vocational","East Germany","252","0.22416535225226","0.200991046641503","0.247339657863017"
"Yes, every 2 weeks","2005","vocational + Abi","West Germany","91","0.140173867119072","0.11380752857379","0.166540205664354"
"Yes, every 2 weeks","2005","vocational + Abi","East Germany","19","","",""
"Yes, every 2 weeks","2005","higher vocational","West Germany","119","0.157009838086868","0.131527346119839","0.182492330053896"
"Yes, every 2 weeks","2005","higher vocational","East Germany","41","0.245871207190927","0.19104975746268","0.300692656919174"
"Yes, every 2 weeks","2005","higher education","West Germany","189","0.102659213813188","0.089730201979532","0.115588225646845"
"Yes, every 2 weeks","2005","higher education","East Germany","118","0.166126683224978","0.140605147824183","0.191648218625773"
"Yes, every 3-4 weeks","2005","in school","West Germany","2","","",""
"Yes, every 3-4 weeks","2005","in school","East Germany","1","","",""
"Yes, every 3-4 weeks","2005","inadequately","West Germany","5","","",""
"Yes, every 3-4 weeks","2005","inadequately","East Germany","","","",""
"Yes, every 3-4 weeks","2005","general elemantary","West Germany","60","0.0719457108342249","0.0539837530334797","0.0899076686349701"
"Yes, every 3-4 weeks","2005","general elemantary","East Germany","10","","",""
"Yes, every 3-4 weeks","2005","middle vocational","West Germany","377","0.0985716120542222","0.0896589598572386","0.107484264251206"
"Yes, every 3-4 weeks","2005","middle vocational","East Germany","153","0.124440777624725","0.10609813002507","0.14278342522438"
"Yes, every 3-4 weeks","2005","vocational + Abi","West Germany","59","0.0803699256726758","0.0597225745901532","0.101017276755198"
"Yes, every 3-4 weeks","2005","vocational + Abi","East Germany","10","","",""
"Yes, every 3-4 weeks","2005","higher vocational","West Germany","80","0.088209280316375","0.0683450412569656","0.108073519375785"
"Yes, every 3-4 weeks","2005","higher vocational","East Germany","24","","",""
"Yes, every 3-4 weeks","2005","higher education","West Germany","190","0.0850847797096156","0.0731996472134791","0.0969699122057521"
"Yes, every 3-4 weeks","2005","higher education","East Germany","70","0.0827429837427238","0.0638522784498429","0.101633689035605"
"Rarely","2005","in school","West Germany","8","","",""
"Rarely","2005","in school","East Germany","1","","",""
"Rarely","2005","inadequately","West Germany","11","","",""
"Rarely","2005","inadequately","East Germany","","","",""
"Rarely","2005","general elemantary","West Germany","115","0.151504806835161","0.126581685839898","0.176427927830424"
"Rarely","2005","general elemantary","East Germany","24","","",""
"Rarely","2005","middle vocational","West Germany","1002","0.233475791142679","0.220826992477956","0.246124589807402"
"Rarely","2005","middle vocational","East Germany","305","0.229282107750461","0.205922222547016","0.252641992953906"
"Rarely","2005","vocational + Abi","West Germany","159","0.243787758838354","0.211178661625117","0.276396856051591"
"Rarely","2005","vocational + Abi","East Germany","31","0.309670812603683","0.222872137354049","0.396469487853317"
"Rarely","2005","higher vocational","West Germany","235","0.305791519758817","0.273519593689969","0.338063445827664"
"Rarely","2005","higher vocational","East Germany","62","0.234393503304655","0.18046113295503","0.28832587365428"
"Rarely","2005","higher education","West Germany","698","0.339677194546336","0.319502869896517","0.359851519196155"
"Rarely","2005","higher education","East Germany","237","0.258815806960804","0.228783026902491","0.288848587019117"
"No, never","2006","in school","West Germany","","","",""
"No, never","2006","in school","East Germany","","","",""
"No, never","2006","inadequately","West Germany","","","",""
"No, never","2006","inadequately","East Germany","","","",""
"No, never","2006","general elemantary","West Germany","","","",""
"No, never","2006","general elemantary","East Germany","","","",""
"No, never","2006","middle vocational","West Germany","","","",""
"No, never","2006","middle vocational","East Germany","","","",""
"No, never","2006","vocational + Abi","West Germany","","","",""
"No, never","2006","vocational + Abi","East Germany","","","",""
"No, never","2006","higher vocational","West Germany","","","",""
"No, never","2006","higher vocational","East Germany","","","",""
"No, never","2006","higher education","West Germany","","","",""
"No, never","2006","higher education","East Germany","","","",""
"Yes, every week","2006","in school","West Germany","","","",""
"Yes, every week","2006","in school","East Germany","","","",""
"Yes, every week","2006","inadequately","West Germany","","","",""
"Yes, every week","2006","inadequately","East Germany","","","",""
"Yes, every week","2006","general elemantary","West Germany","","","",""
"Yes, every week","2006","general elemantary","East Germany","","","",""
"Yes, every week","2006","middle vocational","West Germany","","","",""
"Yes, every week","2006","middle vocational","East Germany","","","",""
"Yes, every week","2006","vocational + Abi","West Germany","","","",""
"Yes, every week","2006","vocational + Abi","East Germany","","","",""
"Yes, every week","2006","higher vocational","West Germany","","","",""
"Yes, every week","2006","higher vocational","East Germany","","","",""
"Yes, every week","2006","higher education","West Germany","","","",""
"Yes, every week","2006","higher education","East Germany","","","",""
"Yes, every 2 weeks","2006","in school","West Germany","","","",""
"Yes, every 2 weeks","2006","in school","East Germany","","","",""
"Yes, every 2 weeks","2006","inadequately","West Germany","","","",""
"Yes, every 2 weeks","2006","inadequately","East Germany","","","",""
"Yes, every 2 weeks","2006","general elemantary","West Germany","","","",""
"Yes, every 2 weeks","2006","general elemantary","East Germany","","","",""
"Yes, every 2 weeks","2006","middle vocational","West Germany","","","",""
"Yes, every 2 weeks","2006","middle vocational","East Germany","","","",""
"Yes, every 2 weeks","2006","vocational + Abi","West Germany","","","",""
"Yes, every 2 weeks","2006","vocational + Abi","East Germany","","","",""
"Yes, every 2 weeks","2006","higher vocational","West Germany","","","",""
"Yes, every 2 weeks","2006","higher vocational","East Germany","","","",""
"Yes, every 2 weeks","2006","higher education","West Germany","","","",""
"Yes, every 2 weeks","2006","higher education","East Germany","","","",""
"Yes, every 3-4 weeks","2006","in school","West Germany","","","",""
"Yes, every 3-4 weeks","2006","in school","East Germany","","","",""
"Yes, every 3-4 weeks","2006","inadequately","West Germany","","","",""
"Yes, every 3-4 weeks","2006","inadequately","East Germany","","","",""
"Yes, every 3-4 weeks","2006","general elemantary","West Germany","","","",""
"Yes, every 3-4 weeks","2006","general elemantary","East Germany","","","",""
"Yes, every 3-4 weeks","2006","middle vocational","West Germany","","","",""
"Yes, every 3-4 weeks","2006","middle vocational","East Germany","","","",""
"Yes, every 3-4 weeks","2006","vocational + Abi","West Germany","","","",""
"Yes, every 3-4 weeks","2006","vocational + Abi","East Germany","","","",""
"Yes, every 3-4 weeks","2006","higher vocational","West Germany","","","",""
"Yes, every 3-4 weeks","2006","higher vocational","East Germany","","","",""
"Yes, every 3-4 weeks","2006","higher education","West Germany","","","",""
"Yes, every 3-4 weeks","2006","higher education","East Germany","","","",""
"Rarely","2006","in school","West Germany","","","",""
"Rarely","2006","in school","East Germany","","","",""
"Rarely","2006","inadequately","West Germany","","","",""
"Rarely","2006","inadequately","East Germany","","","",""
"Rarely","2006","general elemantary","West Germany","","","",""
"Rarely","2006","general elemantary","East Germany","","","",""
"Rarely","2006","middle vocational","West Germany","","","",""
"Rarely","2006","middle vocational","East Germany","","","",""
"Rarely","2006","vocational + Abi","West Germany","","","",""
"Rarely","2006","vocational + Abi","East Germany","","","",""
"Rarely","2006","higher vocational","West Germany","","","",""
"Rarely","2006","higher vocational","East Germany","","","",""
"Rarely","2006","higher education","West Germany","","","",""
"Rarely","2006","higher education","East Germany","","","",""
"No, never","2007","in school","West Germany","6","","",""
"No, never","2007","in school","East Germany","1","","",""
"No, never","2007","inadequately","West Germany","28","","",""
"No, never","2007","inadequately","East Germany","5","","",""
"No, never","2007","general elemantary","West Germany","297","0.429717975489817","0.392289679410869","0.467146271568765"
"No, never","2007","general elemantary","East Germany","43","0.420020667216623","0.32561565979081","0.514425674642437"
"No, never","2007","middle vocational","West Germany","1711","0.381630358309902","0.367185983864273","0.39607473275553"
"No, never","2007","middle vocational","East Germany","362","0.262715010423741","0.238882346825542","0.286547674021941"
"No, never","2007","vocational + Abi","West Germany","283","0.389513542332153","0.353075656572209","0.425951428092096"
"No, never","2007","vocational + Abi","East Germany","41","0.352706048456856","0.268943416980605","0.436468679933107"
"No, never","2007","higher vocational","West Germany","248","0.294096772437498","0.261639063288459","0.326554481586536"
"No, never","2007","higher vocational","East Germany","58","0.221320305290284","0.166463968112545","0.276176642468023"
"No, never","2007","higher education","West Germany","724","0.300915419141127","0.281806132863125","0.32002470541913"
"No, never","2007","higher education","East Germany","265","0.329702247141944","0.297407586602687","0.361996907681202"
"Yes, every week","2007","in school","West Germany","9","","",""
"Yes, every week","2007","in school","East Germany","1","","",""
"Yes, every week","2007","inadequately","West Germany","7","","",""
"Yes, every week","2007","inadequately","East Germany","","","",""
"Yes, every week","2007","general elemantary","West Germany","114","0.178155940942216","0.149225282422312","0.20708659946212"
"Yes, every week","2007","general elemantary","East Germany","15","","",""
"Yes, every week","2007","middle vocational","West Germany","625","0.145360930980055","0.134880758754388","0.155841103205723"
"Yes, every week","2007","middle vocational","East Germany","193","0.161202882083242","0.141290312380278","0.181115451786206"
"Yes, every week","2007","vocational + Abi","West Germany","80","0.116049766067017","0.0921171643107348","0.139982367823298"
"Yes, every week","2007","vocational + Abi","East Germany","12","","",""
"Yes, every week","2007","higher vocational","West Germany","109","0.156118745378579","0.130262328127877","0.181975162629281"
"Yes, every week","2007","higher vocational","East Germany","45","0.155278059315351","0.107420705084116","0.203135413546586"
"Yes, every week","2007","higher education","West Germany","354","0.154308879762335","0.139258109434908","0.169359650089762"
"Yes, every week","2007","higher education","East Germany","112","0.138090595228293","0.114390573227737","0.161790617228849"
"Yes, every 2 weeks","2007","in school","West Germany","5","","",""
"Yes, every 2 weeks","2007","in school","East Germany","1","","",""
"Yes, every 2 weeks","2007","inadequately","West Germany","7","","",""
"Yes, every 2 weeks","2007","inadequately","East Germany","","","",""
"Yes, every 2 weeks","2007","general elemantary","West Germany","96","0.163126574239984","0.135191122342638","0.191062026137331"
"Yes, every 2 weeks","2007","general elemantary","East Germany","22","","",""
"Yes, every 2 weeks","2007","middle vocational","West Germany","642","0.15007147727708","0.13945223617022","0.16069071838394"
"Yes, every 2 weeks","2007","middle vocational","East Germany","304","0.234659105678832","0.211710378205171","0.257607833152492"
"Yes, every 2 weeks","2007","vocational + Abi","West Germany","97","0.151523296516425","0.12473077808014","0.178315814952709"
"Yes, every 2 weeks","2007","vocational + Abi","East Germany","20","","",""
"Yes, every 2 weeks","2007","higher vocational","West Germany","122","0.188817192431474","0.160937993685371","0.216696391177576"
"Yes, every 2 weeks","2007","higher vocational","East Germany","38","0.228393279793969","0.172920949283682","0.283865610304256"
"Yes, every 2 weeks","2007","higher education","West Germany","220","0.120611218140727","0.107042410162729","0.134180026118725"
"Yes, every 2 weeks","2007","higher education","East Germany","104","0.138052173752748","0.114354920895052","0.161749426610444"
"Yes, every 3-4 weeks","2007","in school","West Germany","","","",""
"Yes, every 3-4 weeks","2007","in school","East Germany","1","","",""
"Yes, every 3-4 weeks","2007","inadequately","West Germany","7","","",""
"Yes, every 3-4 weeks","2007","inadequately","East Germany","1","","",""
"Yes, every 3-4 weeks","2007","general elemantary","West Germany","57","0.0901257890712832","0.0684747535559151","0.111776824586651"
"Yes, every 3-4 weeks","2007","general elemantary","East Germany","9","","",""
"Yes, every 3-4 weeks","2007","middle vocational","West Germany","421","0.105915173142958","0.0967651613619893","0.115065184923926"
"Yes, every 3-4 weeks","2007","middle vocational","East Germany","132","0.10763454311726","0.0908519272469853","0.124417158987534"
"Yes, every 3-4 weeks","2007","vocational + Abi","West Germany","66","0.0915925191581698","0.0700387004853509","0.113146337830989"
"Yes, every 3-4 weeks","2007","vocational + Abi","East Germany","14","","",""
"Yes, every 3-4 weeks","2007","higher vocational","West Germany","81","0.0804038181483409","0.0610334860199082","0.0997741502767735"
"Yes, every 3-4 weeks","2007","higher vocational","East Germany","17","","",""
"Yes, every 3-4 weeks","2007","higher education","West Germany","209","0.103177144876158","0.0905034726558063","0.11585081709651"
"Yes, every 3-4 weeks","2007","higher education","East Germany","90","0.104782681254225","0.083742722702977","0.125822639805473"
"Rarely","2007","in school","West Germany","5","","",""
"Rarely","2007","in school","East Germany","","","",""
"Rarely","2007","inadequately","West Germany","8","","",""
"Rarely","2007","inadequately","East Germany","","","",""
"Rarely","2007","general elemantary","West Germany","108","0.138873720256699","0.112727620669517","0.165019819843882"
"Rarely","2007","general elemantary","East Germany","16","","",""
"Rarely","2007","middle vocational","West Germany","946","0.217022060290005","0.204765181122048","0.229278939457962"
"Rarely","2007","middle vocational","East Germany","319","0.233788458696925","0.210869318469532","0.256707598924318"
"Rarely","2007","vocational + Abi","West Germany","162","0.251320875926237","0.218908115737164","0.283733636115309"
"Rarely","2007","vocational + Abi","East Germany","38","0.35880603246122","0.274721199371472","0.442890865550968"
"Rarely","2007","higher vocational","West Germany","197","0.280563471604109","0.248558904519767","0.31256803868845"
"Rarely","2007","higher vocational","East Germany","62","0.324701061130702","0.262824433180576","0.386577689080828"
"Rarely","2007","higher education","West Germany","706","0.320987338079652","0.301536412549858","0.340438263609446"
"Rarely","2007","higher education","East Germany","243","0.28937230262279","0.258220338508287","0.320524266737293"
"No, never","2008","in school","West Germany","","","",""
"No, never","2008","in school","East Germany","","","",""
"No, never","2008","inadequately","West Germany","","","",""
"No, never","2008","inadequately","East Germany","","","",""
"No, never","2008","general elemantary","West Germany","","","",""
"No, never","2008","general elemantary","East Germany","","","",""
"No, never","2008","middle vocational","West Germany","","","",""
"No, never","2008","middle vocational","East Germany","","","",""
"No, never","2008","vocational + Abi","West Germany","","","",""
"No, never","2008","vocational + Abi","East Germany","","","",""
"No, never","2008","higher vocational","West Germany","","","",""
"No, never","2008","higher vocational","East Germany","","","",""
"No, never","2008","higher education","West Germany","","","",""
"No, never","2008","higher education","East Germany","","","",""
"Yes, every week","2008","in school","West Germany","","","",""
"Yes, every week","2008","in school","East Germany","","","",""
"Yes, every week","2008","inadequately","West Germany","","","",""
"Yes, every week","2008","inadequately","East Germany","","","",""
"Yes, every week","2008","general elemantary","West Germany","","","",""
"Yes, every week","2008","general elemantary","East Germany","","","",""
"Yes, every week","2008","middle vocational","West Germany","","","",""
"Yes, every week","2008","middle vocational","East Germany","","","",""
"Yes, every week","2008","vocational + Abi","West Germany","","","",""
"Yes, every week","2008","vocational + Abi","East Germany","","","",""
"Yes, every week","2008","higher vocational","West Germany","","","",""
"Yes, every week","2008","higher vocational","East Germany","","","",""
"Yes, every week","2008","higher education","West Germany","","","",""
"Yes, every week","2008","higher education","East Germany","","","",""
"Yes, every 2 weeks","2008","in school","West Germany","","","",""
"Yes, every 2 weeks","2008","in school","East Germany","","","",""
"Yes, every 2 weeks","2008","inadequately","West Germany","","","",""
"Yes, every 2 weeks","2008","inadequately","East Germany","","","",""
"Yes, every 2 weeks","2008","general elemantary","West Germany","","","",""
"Yes, every 2 weeks","2008","general elemantary","East Germany","","","",""
"Yes, every 2 weeks","2008","middle vocational","West Germany","","","",""
"Yes, every 2 weeks","2008","middle vocational","East Germany","","","",""
"Yes, every 2 weeks","2008","vocational + Abi","West Germany","","","",""
"Yes, every 2 weeks","2008","vocational + Abi","East Germany","","","",""
"Yes, every 2 weeks","2008","higher vocational","West Germany","","","",""
"Yes, every 2 weeks","2008","higher vocational","East Germany","","","",""
"Yes, every 2 weeks","2008","higher education","West Germany","","","",""
"Yes, every 2 weeks","2008","higher education","East Germany","","","",""
"Yes, every 3-4 weeks","2008","in school","West Germany","","","",""
"Yes, every 3-4 weeks","2008","in school","East Germany","","","",""
"Yes, every 3-4 weeks","2008","inadequately","West Germany","","","",""
"Yes, every 3-4 weeks","2008","inadequately","East Germany","","","",""
"Yes, every 3-4 weeks","2008","general elemantary","West Germany","","","",""
"Yes, every 3-4 weeks","2008","general elemantary","East Germany","","","",""
"Yes, every 3-4 weeks","2008","middle vocational","West Germany","","","",""
"Yes, every 3-4 weeks","2008","middle vocational","East Germany","","","",""
"Yes, every 3-4 weeks","2008","vocational + Abi","West Germany","","","",""
"Yes, every 3-4 weeks","2008","vocational + Abi","East Germany","","","",""
"Yes, every 3-4 weeks","2008","higher vocational","West Germany","","","",""
"Yes, every 3-4 weeks","2008","higher vocational","East Germany","","","",""
"Yes, every 3-4 weeks","2008","higher education","West Germany","","","",""
"Yes, every 3-4 weeks","2008","higher education","East Germany","","","",""
"Rarely","2008","in school","West Germany","","","",""
"Rarely","2008","in school","East Germany","","","",""
"Rarely","2008","inadequately","West Germany","","","",""
"Rarely","2008","inadequately","East Germany","","","",""
"Rarely","2008","general elemantary","West Germany","","","",""
"Rarely","2008","general elemantary","East Germany","","","",""
"Rarely","2008","middle vocational","West Germany","","","",""
"Rarely","2008","middle vocational","East Germany","","","",""
"Rarely","2008","vocational + Abi","West Germany","","","",""
"Rarely","2008","vocational + Abi","East Germany","","","",""
"Rarely","2008","higher vocational","West Germany","","","",""
"Rarely","2008","higher vocational","East Germany","","","",""
"Rarely","2008","higher education","West Germany","","","",""
"Rarely","2008","higher education","East Germany","","","",""
"No, never","2009","in school","West Germany","8","","",""
"No, never","2009","in school","East Germany","1","","",""
"No, never","2009","inadequately","West Germany","21","","",""
"No, never","2009","inadequately","East Germany","4","","",""
"No, never","2009","general elemantary","West Germany","261","0.423741931283438","0.383103853834378","0.464380008732498"
"No, never","2009","general elemantary","East Germany","39","0.318426492638532","0.223744461933516","0.413108523343548"
"No, never","2009","middle vocational","West Germany","1485","0.37977096261112","0.364301270239706","0.395240654982535"
"No, never","2009","middle vocational","East Germany","349","0.279062456967211","0.253913961045915","0.304210952888508"
"No, never","2009","vocational + Abi","West Germany","253","0.413273530661877","0.374067902664018","0.452479158659736"
"No, never","2009","vocational + Abi","East Germany","40","0.400531180375223","0.30543797869472","0.495624382055726"
"No, never","2009","higher vocational","West Germany","206","0.325419899024058","0.289092318177686","0.36174747987043"
"No, never","2009","higher vocational","East Germany","58","0.237216571470037","0.179408356317801","0.295024786622273"
"No, never","2009","higher education","West Germany","647","0.319149318805682","0.298740299735658","0.339558337875706"
"No, never","2009","higher education","East Germany","239","0.313779270540988","0.280278222920765","0.34728031816121"
"Yes, every week","2009","in school","West Germany","13","","",""
"Yes, every week","2009","in school","East Germany","2","","",""
"Yes, every week","2009","inadequately","West Germany","12","","",""
"Yes, every week","2009","inadequately","East Germany","1","","",""
"Yes, every week","2009","general elemantary","West Germany","94","0.185839898020134","0.153851071377637","0.217828724662632"
"Yes, every week","2009","general elemantary","East Germany","9","","",""
"Yes, every week","2009","middle vocational","West Germany","539","0.146402361118107","0.135134398556399","0.157670323679814"
"Yes, every week","2009","middle vocational","East Germany","175","0.1427562611615","0.123142439077841","0.16237008324516"
"Yes, every week","2009","vocational + Abi","West Germany","69","0.119019461800021","0.093238214353274","0.144800709246769"
"Yes, every week","2009","vocational + Abi","East Germany","11","","",""
"Yes, every week","2009","higher vocational","West Germany","104","0.177570688452044","0.147940624331082","0.207200752573005"
"Yes, every week","2009","higher vocational","East Germany","38","0.157548636705223","0.108038267264283","0.207059006146163"
"Yes, every week","2009","higher education","West Germany","371","0.171000502147429","0.154516029470512","0.187484974824345"
"Yes, every week","2009","higher education","East Germany","107","0.150731064020928","0.124900234744795","0.17656189329706"
"Yes, every 2 weeks","2009","in school","West Germany","4","","",""
"Yes, every 2 weeks","2009","in school","East Germany","","","",""
"Yes, every 2 weeks","2009","inadequately","West Germany","7","","",""
"Yes, every 2 weeks","2009","inadequately","East Germany","1","","",""
"Yes, every 2 weeks","2009","general elemantary","West Germany","81","0.161119741118407","0.130885554593128","0.191353927643685"
"Yes, every 2 weeks","2009","general elemantary","East Germany","13","","",""
"Yes, every 2 weeks","2009","middle vocational","West Germany","579","0.158231459761288","0.146598572612496","0.169864346910079"
"Yes, every 2 weeks","2009","middle vocational","East Germany","249","0.212926667984324","0.189973897398005","0.235879438570644"
"Yes, every 2 weeks","2009","vocational + Abi","West Germany","77","0.143282283077691","0.115387248791913","0.171177317363469"
"Yes, every 2 weeks","2009","vocational + Abi","East Germany","16","","",""
"Yes, every 2 weeks","2009","higher vocational","West Germany","98","0.14582744925476","0.118462786062627","0.173192112446893"
"Yes, every 2 weeks","2009","higher vocational","East Germany","34","0.165560901180639","0.115049125361722","0.216072676999556"
"Yes, every 2 weeks","2009","higher education","West Germany","191","0.103669156335459","0.0903229392355605","0.117015373435357"
"Yes, every 2 weeks","2009","higher education","East Germany","82","0.122782046138103","0.0990882015117852","0.14647589076442"
"Yes, every 3-4 weeks","2009","in school","West Germany","2","","",""
"Yes, every 3-4 weeks","2009","in school","East Germany","","","",""
"Yes, every 3-4 weeks","2009","inadequately","West Germany","2","","",""
"Yes, every 3-4 weeks","2009","inadequately","East Germany","","","",""
"Yes, every 3-4 weeks","2009","general elemantary","West Germany","40","0.0731714144616762","0.0517551185788834","0.0945877103444689"
"Yes, every 3-4 weeks","2009","general elemantary","East Germany","11","","",""
"Yes, every 3-4 weeks","2009","middle vocational","West Germany","308","0.0860626364697222","0.0771231969246236","0.0950020760148207"
"Yes, every 3-4 weeks","2009","middle vocational","East Germany","141","0.117813244478662","0.0997377655642745","0.135888723393049"
"Yes, every 3-4 weeks","2009","vocational + Abi","West Germany","52","0.0819813546452843","0.0601392202472224","0.103823489043346"
"Yes, every 3-4 weeks","2009","vocational + Abi","East Germany","8","","",""
"Yes, every 3-4 weeks","2009","higher vocational","West Germany","55","0.0749382503292592","0.0545239359666053","0.0953525646919131"
"Yes, every 3-4 weeks","2009","higher vocational","East Germany","18","","",""
"Yes, every 3-4 weeks","2009","higher education","West Germany","186","0.0884102623172561","0.0759808588514246","0.100839665783088"
"Yes, every 3-4 weeks","2009","higher education","East Germany","81","0.111820132165839","0.0890678581147035","0.134572406216974"
"Rarely","2009","in school","West Germany","8","","",""
"Rarely","2009","in school","East Germany","","","",""
"Rarely","2009","inadequately","West Germany","6","","",""
"Rarely","2009","inadequately","East Germany","1","","",""
"Rarely","2009","general elemantary","West Germany","92","0.156127015116345","0.126276523122514","0.185977507110176"
"Rarely","2009","general elemantary","East Germany","21","","",""
"Rarely","2009","middle vocational","West Germany","870","0.229532580039763","0.216128282454236","0.242936877625291"
"Rarely","2009","middle vocational","East Germany","308","0.247441369408302","0.223246748950872","0.271635989865731"
"Rarely","2009","vocational + Abi","West Germany","155","0.242443369815126","0.208322154868305","0.276564584761946"
"Rarely","2009","vocational + Abi","East Germany","27","","",""
"Rarely","2009","higher vocational","West Germany","176","0.276243712939879","0.241574814881889","0.310912610997869"
"Rarely","2009","higher vocational","East Germany","60","0.378328908939926","0.31242191196293","0.444235905916921"
"Rarely","2009","higher education","West Germany","609","0.317770760394175","0.297385260605863","0.338156260182487"
"Rarely","2009","higher education","East Germany","228","0.300887487134143","0.267775141369196","0.333999832899091"
"No, never","2010","in school","West Germany","10","","",""
"No, never","2010","in school","East Germany","","","",""
"No, never","2010","inadequately","West Germany","21","","",""
"No, never","2010","inadequately","East Germany","3","","",""
"No, never","2010","general elemantary","West Germany","130","0.382344114601776","0.330382941294959","0.434305287908592"
"No, never","2010","general elemantary","East Germany","17","","",""
"No, never","2010","middle vocational","West Germany","568","0.339398085688044","0.317046719774922","0.361749451601166"
"No, never","2010","middle vocational","East Germany","134","0.315162033615109","0.272190012339999","0.35813405489022"
"No, never","2010","vocational + Abi","West Germany","178","0.424020734597754","0.376358978812774","0.471682490382733"
"No, never","2010","vocational + Abi","East Germany","25","","",""
"No, never","2010","higher vocational","West Germany","59","0.234152336162138","0.179543547308415","0.288761125015862"
"No, never","2010","higher vocational","East Germany","14","","",""
"No, never","2010","higher education","West Germany","309","0.358045586945268","0.326981485130676","0.389109688759859"
"No, never","2010","higher education","East Germany","61","0.31427046675835","0.250252685428442","0.378288248088258"
"Yes, every week","2010","in school","West Germany","2","","",""
"Yes, every week","2010","in school","East Germany","1","","",""
"Yes, every week","2010","inadequately","West Germany","12","","",""
"Yes, every week","2010","inadequately","East Germany","","","",""
"Yes, every week","2010","general elemantary","West Germany","51","0.128878011146087","0.0930512660975097","0.164704756194664"
"Yes, every week","2010","general elemantary","East Germany","5","","",""
"Yes, every week","2010","middle vocational","West Germany","257","0.144172023811973","0.127590929205761","0.160753118418186"
"Yes, every week","2010","middle vocational","East Germany","58","0.132450230352873","0.10109583147957","0.163804629226176"
"Yes, every week","2010","vocational + Abi","West Germany","38","0.0920746897169824","0.064189843177679","0.119959536256286"
"Yes, every week","2010","vocational + Abi","East Germany","9","","",""
"Yes, every week","2010","higher vocational","West Germany","37","0.172638942560459","0.123901916782497","0.22137596833842"
"Yes, every week","2010","higher vocational","East Germany","11","","",""
"Yes, every week","2010","higher education","West Germany","129","0.11344781785166","0.0928989561668085","0.133996679536511"
"Yes, every week","2010","higher education","East Germany","21","","",""
"Yes, every 2 weeks","2010","in school","West Germany","2","","",""
"Yes, every 2 weeks","2010","in school","East Germany","","","",""
"Yes, every 2 weeks","2010","inadequately","West Germany","9","","",""
"Yes, every 2 weeks","2010","inadequately","East Germany","","","",""
"Yes, every 2 weeks","2010","general elemantary","West Germany","63","0.18504899001283","0.143526100952991","0.226571879072669"
"Yes, every 2 weeks","2010","general elemantary","East Germany","10","","",""
"Yes, every 2 weeks","2010","middle vocational","West Germany","298","0.172691176041039","0.154848977732491","0.190533374349586"
