"plb0218","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2005","Employed","(2c_voc) vocational maturity certificate","91","0.0893806914488232","0.072016722712766","0.10674466018488"
"Yes, every week","2005","Employed","(3a) lower tertiary education","138","0.125720452825923","0.106110567744934","0.145330337906911"
"Yes, every week","2005","Employed","(3b) higher tertiary education","280","0.159691233151221","0.142796583015792","0.17658588328665"
"Yes, every 2 weeks","2005","Not Employed","(0) in school","","","",""
"Yes, every 2 weeks","2005","Not Employed","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2005","Not Employed","(1b) general elementary school","2","","",""
"Yes, every 2 weeks","2005","Not Employed","(1c) basic vocational qualification","3","","",""
"Yes, every 2 weeks","2005","Not Employed","(2b) intermediate general qualification","4","","",""
"Yes, every 2 weeks","2005","Not Employed","(2a) intermediate vocational","5","","",""
"Yes, every 2 weeks","2005","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2005","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every 2 weeks","2005","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2005","Not Employed","(3b) higher tertiary education","3","","",""
"Yes, every 2 weeks","2005","Employed","(0) in school","7","","",""
"Yes, every 2 weeks","2005","Employed","(1a) inadequately completed","8","","",""
"Yes, every 2 weeks","2005","Employed","(1b) general elementary school","88","0.151713190099368","0.122416410989689","0.181009969209046"
"Yes, every 2 weeks","2005","Employed","(1c) basic vocational qualification","377","0.139045139743318","0.125498684851892","0.152591594634744"
"Yes, every 2 weeks","2005","Employed","(2b) intermediate general qualification","45","0.16505103114852","0.124377470869968","0.205724591427071"
"Yes, every 2 weeks","2005","Employed","(2a) intermediate vocational","532","0.17697424896112","0.163899395226471","0.190049102695769"
"Yes, every 2 weeks","2005","Employed","(2c_gen) general maturity certificate","47","0.137605135226268","0.101920851867484","0.173289418585052"
"Yes, every 2 weeks","2005","Employed","(2c_voc) vocational maturity certificate","140","0.137667972718145","0.116697296761457","0.158638648674833"
"Yes, every 2 weeks","2005","Employed","(3a) lower tertiary education","113","0.119747770898469","0.100544102124815","0.138951439672122"
"Yes, every 2 weeks","2005","Employed","(3b) higher tertiary education","191","0.114350986017736","0.099673894689448","0.129028077346025"
"Yes, every 3-4 weeks","2005","Not Employed","(0) in school","1","","",""
"Yes, every 3-4 weeks","2005","Not Employed","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2005","Not Employed","(1b) general elementary school","3","","",""
"Yes, every 3-4 weeks","2005","Not Employed","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2005","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2005","Not Employed","(2a) intermediate vocational","1","","",""
"Yes, every 3-4 weeks","2005","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Yes, every 3-4 weeks","2005","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every 3-4 weeks","2005","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2005","Not Employed","(3b) higher tertiary education","2","","",""
"Yes, every 3-4 weeks","2005","Employed","(0) in school","2","","",""
"Yes, every 3-4 weeks","2005","Employed","(1a) inadequately completed","4","","",""
"Yes, every 3-4 weeks","2005","Employed","(1b) general elementary school","41","0.065855932281217","0.0456005133222133","0.0861113512402207"
"Yes, every 3-4 weeks","2005","Employed","(1c) basic vocational qualification","232","0.0916070264486015","0.080312739071135","0.102901313826068"
"Yes, every 3-4 weeks","2005","Employed","(2b) intermediate general qualification","27","","",""
"Yes, every 3-4 weeks","2005","Employed","(2a) intermediate vocational","331","0.115491584533596","0.104541909181449","0.126441259885744"
"Yes, every 3-4 weeks","2005","Employed","(2c_gen) general maturity certificate","38","0.104766441255347","0.0730425939721821","0.136490288538512"
"Yes, every 3-4 weeks","2005","Employed","(2c_voc) vocational maturity certificate","96","0.0799136874603053","0.0634099014743754","0.0964174734462352"
"Yes, every 3-4 weeks","2005","Employed","(3a) lower tertiary education","89","0.0781568433715308","0.0622801906885802","0.0940334960544813"
"Yes, every 3-4 weeks","2005","Employed","(3b) higher tertiary education","169","0.0900801625137557","0.0768761670878201","0.103284157939691"
"Rarely","2005","Not Employed","(0) in school","1","","",""
"Rarely","2005","Not Employed","(1a) inadequately completed","","","",""
"Rarely","2005","Not Employed","(1b) general elementary school","3","","",""
"Rarely","2005","Not Employed","(1c) basic vocational qualification","4","","",""
"Rarely","2005","Not Employed","(2b) intermediate general qualification","2","","",""
"Rarely","2005","Not Employed","(2a) intermediate vocational","2","","",""
"Rarely","2005","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Rarely","2005","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Rarely","2005","Not Employed","(3a) lower tertiary education","3","","",""
"Rarely","2005","Not Employed","(3b) higher tertiary education","4","","",""
"Rarely","2005","Employed","(0) in school","8","","",""
"Rarely","2005","Employed","(1a) inadequately completed","15","","",""
"Rarely","2005","Employed","(1b) general elementary school","83","0.151276333843669","0.12201423311411","0.180538434573228"
"Rarely","2005","Employed","(1c) basic vocational qualification","604","0.247173461908227","0.230284384044746","0.264062539771708"
"Rarely","2005","Employed","(2b) intermediate general qualification","52","0.162151437790952","0.121766792921971","0.202536082659934"
"Rarely","2005","Employed","(2a) intermediate vocational","828","0.24117960811283","0.226523627644313","0.255835588581346"
"Rarely","2005","Employed","(2c_gen) general maturity certificate","60","0.154103070394763","0.116703126741185","0.191503014048342"
"Rarely","2005","Employed","(2c_voc) vocational maturity certificate","273","0.268948310055731","0.241960529795764","0.295936090315698"
"Rarely","2005","Employed","(3a) lower tertiary education","348","0.319609758075895","0.292027108983451","0.347192407168339"
"Rarely","2005","Employed","(3b) higher tertiary education","580","0.324019597464624","0.302435101587835","0.345604093341413"
"No, never","2006","Not Employed","(0) in school","","","",""
"No, never","2006","Not Employed","(1a) inadequately completed","","","",""
"No, never","2006","Not Employed","(1b) general elementary school","","","",""
"No, never","2006","Not Employed","(1c) basic vocational qualification","","","",""
"No, never","2006","Not Employed","(2b) intermediate general qualification","","","",""
"No, never","2006","Not Employed","(2a) intermediate vocational","","","",""
"No, never","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Not Employed","(3a) lower tertiary education","","","",""
"No, never","2006","Not Employed","(3b) higher tertiary education","","","",""
"No, never","2006","Employed","(0) in school","","","",""
"No, never","2006","Employed","(1a) inadequately completed","","","",""
"No, never","2006","Employed","(1b) general elementary school","","","",""
"No, never","2006","Employed","(1c) basic vocational qualification","","","",""
"No, never","2006","Employed","(2b) intermediate general qualification","","","",""
"No, never","2006","Employed","(2a) intermediate vocational","","","",""
"No, never","2006","Employed","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Employed","(3a) lower tertiary education","","","",""
"No, never","2006","Employed","(3b) higher tertiary education","","","",""
"Yes, every week","2006","Not Employed","(0) in school","","","",""
"Yes, every week","2006","Not Employed","(1a) inadequately completed","","","",""
"Yes, every week","2006","Not Employed","(1b) general elementary school","","","",""
"Yes, every week","2006","Not Employed","(1c) basic vocational qualification","","","",""
"Yes, every week","2006","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every week","2006","Not Employed","(2a) intermediate vocational","","","",""
"Yes, every week","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2006","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every week","2006","Not Employed","(3b) higher tertiary education","","","",""
"Yes, every week","2006","Employed","(0) in school","","","",""
"Yes, every week","2006","Employed","(1a) inadequately completed","","","",""
"Yes, every week","2006","Employed","(1b) general elementary school","","","",""
"Yes, every week","2006","Employed","(1c) basic vocational qualification","","","",""
"Yes, every week","2006","Employed","(2b) intermediate general qualification","","","",""
"Yes, every week","2006","Employed","(2a) intermediate vocational","","","",""
"Yes, every week","2006","Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2006","Employed","(3a) lower tertiary education","","","",""
"Yes, every week","2006","Employed","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2006","Not Employed","(0) in school","","","",""
"Yes, every 2 weeks","2006","Not Employed","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2006","Not Employed","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2006","Not Employed","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2006","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2006","Not Employed","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2006","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2006","Not Employed","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2006","Employed","(0) in school","","","",""
"Yes, every 2 weeks","2006","Employed","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2006","Employed","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2006","Employed","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2006","Employed","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2006","Employed","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2006","Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2006","Employed","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2006","Employed","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","(0) in school","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2006","Employed","(0) in school","","","",""
"Yes, every 3-4 weeks","2006","Employed","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2006","Employed","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2006","Employed","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2006","Employed","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2006","Employed","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2006","Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","Employed","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2006","Employed","(3b) higher tertiary education","","","",""
"Rarely","2006","Not Employed","(0) in school","","","",""
"Rarely","2006","Not Employed","(1a) inadequately completed","","","",""
"Rarely","2006","Not Employed","(1b) general elementary school","","","",""
"Rarely","2006","Not Employed","(1c) basic vocational qualification","","","",""
"Rarely","2006","Not Employed","(2b) intermediate general qualification","","","",""
"Rarely","2006","Not Employed","(2a) intermediate vocational","","","",""
"Rarely","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2006","Not Employed","(3a) lower tertiary education","","","",""
"Rarely","2006","Not Employed","(3b) higher tertiary education","","","",""
"Rarely","2006","Employed","(0) in school","","","",""
"Rarely","2006","Employed","(1a) inadequately completed","","","",""
"Rarely","2006","Employed","(1b) general elementary school","","","",""
"Rarely","2006","Employed","(1c) basic vocational qualification","","","",""
"Rarely","2006","Employed","(2b) intermediate general qualification","","","",""
"Rarely","2006","Employed","(2a) intermediate vocational","","","",""
"Rarely","2006","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2006","Employed","(3a) lower tertiary education","","","",""
"Rarely","2006","Employed","(3b) higher tertiary education","","","",""
"No, never","2007","Not Employed","(0) in school","","","",""
"No, never","2007","Not Employed","(1a) inadequately completed","","","",""
"No, never","2007","Not Employed","(1b) general elementary school","9","","",""
"No, never","2007","Not Employed","(1c) basic vocational qualification","22","","",""
"No, never","2007","Not Employed","(2b) intermediate general qualification","7","","",""
"No, never","2007","Not Employed","(2a) intermediate vocational","28","","",""
"No, never","2007","Not Employed","(2c_gen) general maturity certificate","11","","",""
"No, never","2007","Not Employed","(2c_voc) vocational maturity certificate","10","","",""
"No, never","2007","Not Employed","(3a) lower tertiary education","6","","",""
"No, never","2007","Not Employed","(3b) higher tertiary education","10","","",""
"No, never","2007","Employed","(0) in school","7","","",""
"No, never","2007","Employed","(1a) inadequately completed","25","","",""
"No, never","2007","Employed","(1b) general elementary school","235","0.48050476642045","0.436579992963327","0.524429539877573"
"No, never","2007","Employed","(1c) basic vocational qualification","850","0.349083733726811","0.330285069840192","0.367882397613429"
"No, never","2007","Employed","(2b) intermediate general qualification","101","0.351339315514082","0.293970030661108","0.408708600367057"
"No, never","2007","Employed","(2a) intermediate vocational","1169","0.328910011574766","0.312899903373089","0.344920119776442"
"No, never","2007","Employed","(2c_gen) general maturity certificate","166","0.433454420108364","0.382476287311416","0.484432552905313"
"No, never","2007","Employed","(2c_voc) vocational maturity certificate","408","0.377352082789353","0.348212984772699","0.406491180806006"
"No, never","2007","Employed","(3a) lower tertiary education","431","0.361737512020243","0.3334830205256","0.389992003514886"
"No, never","2007","Employed","(3b) higher tertiary education","542","0.268776151678929","0.248773725317674","0.288778578040184"
"Yes, every week","2007","Not Employed","(0) in school","1","","",""
"Yes, every week","2007","Not Employed","(1a) inadequately completed","","","",""
"Yes, every week","2007","Not Employed","(1b) general elementary school","5","","",""
"Yes, every week","2007","Not Employed","(1c) basic vocational qualification","6","","",""
"Yes, every week","2007","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every week","2007","Not Employed","(2a) intermediate vocational","10","","",""
"Yes, every week","2007","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Yes, every week","2007","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Yes, every week","2007","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every week","2007","Not Employed","(3b) higher tertiary education","5","","",""
"Yes, every week","2007","Employed","(0) in school","9","","",""
"Yes, every week","2007","Employed","(1a) inadequately completed","12","","",""
"Yes, every week","2007","Employed","(1b) general elementary school","76","0.14466534778441","0.113739601552455","0.175591094016365"
"Yes, every week","2007","Employed","(1c) basic vocational qualification","413","0.166697482335514","0.151999237352936","0.181395727318093"
"Yes, every week","2007","Employed","(2b) intermediate general qualification","49","0.228883652974453","0.178397228342185","0.279370077606722"
"Yes, every week","2007","Employed","(2a) intermediate vocational","432","0.131408119677464","0.119895230512971","0.142921008841956"
"Yes, every week","2007","Employed","(2c_gen) general maturity certificate","61","0.177330958141171","0.138039365204763","0.216622551077578"
"Yes, every week","2007","Employed","(2c_voc) vocational maturity certificate","120","0.115259147725344","0.0960624201755032","0.134455875275185"
"Yes, every week","2007","Employed","(3a) lower tertiary education","123","0.104124227606268","0.0861648676956988","0.122083587516838"
"Yes, every week","2007","Employed","(3b) higher tertiary education","338","0.181770194131564","0.164369718314085","0.199170669949042"
"Yes, every 2 weeks","2007","Not Employed","(0) in school","1","","",""
"Yes, every 2 weeks","2007","Not Employed","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2007","Not Employed","(1b) general elementary school","3","","",""
"Yes, every 2 weeks","2007","Not Employed","(1c) basic vocational qualification","6","","",""
"Yes, every 2 weeks","2007","Not Employed","(2b) intermediate general qualification","2","","",""
"Yes, every 2 weeks","2007","Not Employed","(2a) intermediate vocational","8","","",""
"Yes, every 2 weeks","2007","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Yes, every 2 weeks","2007","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every 2 weeks","2007","Not Employed","(3a) lower tertiary education","2","","",""
"Yes, every 2 weeks","2007","Not Employed","(3b) higher tertiary education","1","","",""
"Yes, every 2 weeks","2007","Employed","(0) in school","5","","",""
"Yes, every 2 weeks","2007","Employed","(1a) inadequately completed","11","","",""
"Yes, every 2 weeks","2007","Employed","(1b) general elementary school","65","0.155655321960653","0.123783142003561","0.187527501917745"
"Yes, every 2 weeks","2007","Employed","(1c) basic vocational qualification","401","0.156606629795318","0.142274201504514","0.170939058086123"
"Yes, every 2 weeks","2007","Employed","(2b) intermediate general qualification","48","0.169102884191162","0.124056866206","0.214148902176324"
"Yes, every 2 weeks","2007","Employed","(2a) intermediate vocational","589","0.190654770168584","0.177268607934248","0.204040932402919"
"Yes, every 2 weeks","2007","Employed","(2c_gen) general maturity certificate","39","0.0963863382224504","0.0660268872476862","0.126745789197215"
"Yes, every 2 weeks","2007","Employed","(2c_voc) vocational maturity certificate","157","0.155204704389574","0.133437149782833","0.176972258996316"
"Yes, every 2 weeks","2007","Employed","(3a) lower tertiary education","110","0.111378280630768","0.0928792156398404","0.129877345621695"
"Yes, every 2 weeks","2007","Employed","(3b) higher tertiary education","211","0.13087089794919","0.115654010508801","0.146087785389579"
"Yes, every 3-4 weeks","2007","Not Employed","(0) in school","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(1b) general elementary school","1","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(1c) basic vocational qualification","2","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(2a) intermediate vocational","5","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(3b) higher tertiary education","1","","",""
"Yes, every 3-4 weeks","2007","Employed","(0) in school","1","","",""
"Yes, every 3-4 weeks","2007","Employed","(1a) inadequately completed","10","","",""
"Yes, every 3-4 weeks","2007","Employed","(1b) general elementary school","39","0.0650913817997894","0.04340354563489","0.0867792179646888"
"Yes, every 3-4 weeks","2007","Employed","(1c) basic vocational qualification","243","0.09405986470545","0.0825478445994826","0.105571884811417"
"Yes, every 3-4 weeks","2007","Employed","(2b) intermediate general qualification","27","","",""
"Yes, every 3-4 weeks","2007","Employed","(2a) intermediate vocational","325","0.108599035288263","0.0979963743312755","0.11920169624525"
"Yes, every 3-4 weeks","2007","Employed","(2c_gen) general maturity certificate","38","0.139792107124496","0.10411925646972","0.175464957779272"
"Yes, every 3-4 weeks","2007","Employed","(2c_voc) vocational maturity certificate","103","0.0900869848265982","0.0728757344251576","0.107298235228039"
"Yes, every 3-4 weeks","2007","Employed","(3a) lower tertiary education","93","0.0786671054262212","0.0628365579200308","0.0944976529324116"
"Yes, every 3-4 weeks","2007","Employed","(3b) higher tertiary education","205","0.120760788075559","0.10605871305964","0.135462863091478"
"Rarely","2007","Not Employed","(0) in school","","","",""
"Rarely","2007","Not Employed","(1a) inadequately completed","1","","",""
"Rarely","2007","Not Employed","(1b) general elementary school","1","","",""
"Rarely","2007","Not Employed","(1c) basic vocational qualification","4","","",""
"Rarely","2007","Not Employed","(2b) intermediate general qualification","2","","",""
"Rarely","2007","Not Employed","(2a) intermediate vocational","9","","",""
"Rarely","2007","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Rarely","2007","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Rarely","2007","Not Employed","(3a) lower tertiary education","","","",""
"Rarely","2007","Not Employed","(3b) higher tertiary education","4","","",""
"Rarely","2007","Employed","(0) in school","5","","",""
"Rarely","2007","Employed","(1a) inadequately completed","7","","",""
"Rarely","2007","Employed","(1b) general elementary school","82","0.154083182034698","0.122342858762579","0.185823505306816"
"Rarely","2007","Employed","(1c) basic vocational qualification","563","0.233552289436906","0.216867030743482","0.250237548130331"
"Rarely","2007","Employed","(2b) intermediate general qualification","41","0.103113661688814","0.0665681470718545","0.139659176305774"
"Rarely","2007","Employed","(2a) intermediate vocational","793","0.240428063290925","0.225865347458675","0.254990779123175"
"Rarely","2007","Employed","(2c_gen) general maturity certificate","59","0.153036176403519","0.116000160491254","0.190072192315783"
"Rarely","2007","Employed","(2c_voc) vocational maturity certificate","275","0.262097080269131","0.235660080658873","0.288534079879389"
"Rarely","2007","Employed","(3a) lower tertiary education","354","0.3440928743165","0.316157784270008","0.372027964362992"
"Rarely","2007","Employed","(3b) higher tertiary education","591","0.297821968164759","0.277188885190108","0.318455051139409"
"No, never","2008","Not Employed","(0) in school","","","",""
"No, never","2008","Not Employed","(1a) inadequately completed","","","",""
"No, never","2008","Not Employed","(1b) general elementary school","","","",""
"No, never","2008","Not Employed","(1c) basic vocational qualification","","","",""
"No, never","2008","Not Employed","(2b) intermediate general qualification","","","",""
"No, never","2008","Not Employed","(2a) intermediate vocational","","","",""
"No, never","2008","Not Employed","(2c_gen) general maturity certificate","","","",""
"No, never","2008","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"No, never","2008","Not Employed","(3a) lower tertiary education","","","",""
"No, never","2008","Not Employed","(3b) higher tertiary education","","","",""
"No, never","2008","Employed","(0) in school","","","",""
"No, never","2008","Employed","(1a) inadequately completed","","","",""
"No, never","2008","Employed","(1b) general elementary school","","","",""
"No, never","2008","Employed","(1c) basic vocational qualification","","","",""
"No, never","2008","Employed","(2b) intermediate general qualification","","","",""
"No, never","2008","Employed","(2a) intermediate vocational","","","",""
"No, never","2008","Employed","(2c_gen) general maturity certificate","","","",""
"No, never","2008","Employed","(2c_voc) vocational maturity certificate","","","",""
"No, never","2008","Employed","(3a) lower tertiary education","","","",""
"No, never","2008","Employed","(3b) higher tertiary education","","","",""
"Yes, every week","2008","Not Employed","(0) in school","","","",""
"Yes, every week","2008","Not Employed","(1a) inadequately completed","","","",""
"Yes, every week","2008","Not Employed","(1b) general elementary school","","","",""
"Yes, every week","2008","Not Employed","(1c) basic vocational qualification","","","",""
"Yes, every week","2008","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every week","2008","Not Employed","(2a) intermediate vocational","","","",""
"Yes, every week","2008","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2008","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2008","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every week","2008","Not Employed","(3b) higher tertiary education","","","",""
"Yes, every week","2008","Employed","(0) in school","","","",""
"Yes, every week","2008","Employed","(1a) inadequately completed","","","",""
"Yes, every week","2008","Employed","(1b) general elementary school","","","",""
"Yes, every week","2008","Employed","(1c) basic vocational qualification","","","",""
"Yes, every week","2008","Employed","(2b) intermediate general qualification","","","",""
"Yes, every week","2008","Employed","(2a) intermediate vocational","","","",""
"Yes, every week","2008","Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2008","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2008","Employed","(3a) lower tertiary education","","","",""
"Yes, every week","2008","Employed","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2008","Not Employed","(0) in school","","","",""
"Yes, every 2 weeks","2008","Not Employed","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2008","Not Employed","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2008","Not Employed","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2008","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2008","Not Employed","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2008","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2008","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2008","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2008","Not Employed","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2008","Employed","(0) in school","","","",""
