"plb0218","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"No, never","2006","Employed","Other degree","","","",""
"No, never","2006","Employed","no degree/no degree yet","","","",""
"Yes, every week","2006","Not Employed","lower secondary degree","","","",""
"Yes, every week","2006","Not Employed","secondary school degree","","","",""
"Yes, every week","2006","Not Employed","college entrance qualification","","","",""
"Yes, every week","2006","Not Employed","Other degree","","","",""
"Yes, every week","2006","Not Employed","no degree/no degree yet","","","",""
"Yes, every week","2006","Employed","lower secondary degree","","","",""
"Yes, every week","2006","Employed","secondary school degree","","","",""
"Yes, every week","2006","Employed","college entrance qualification","","","",""
"Yes, every week","2006","Employed","Other degree","","","",""
"Yes, every week","2006","Employed","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2006","Not Employed","lower secondary degree","","","",""
"Yes, every 2 weeks","2006","Not Employed","secondary school degree","","","",""
"Yes, every 2 weeks","2006","Not Employed","college entrance qualification","","","",""
"Yes, every 2 weeks","2006","Not Employed","Other degree","","","",""
"Yes, every 2 weeks","2006","Not Employed","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2006","Employed","lower secondary degree","","","",""
"Yes, every 2 weeks","2006","Employed","secondary school degree","","","",""
"Yes, every 2 weeks","2006","Employed","college entrance qualification","","","",""
"Yes, every 2 weeks","2006","Employed","Other degree","","","",""
"Yes, every 2 weeks","2006","Employed","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","secondary school degree","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","Other degree","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2006","Employed","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2006","Employed","secondary school degree","","","",""
"Yes, every 3-4 weeks","2006","Employed","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2006","Employed","Other degree","","","",""
"Yes, every 3-4 weeks","2006","Employed","no degree/no degree yet","","","",""
"Rarely","2006","Not Employed","lower secondary degree","","","",""
"Rarely","2006","Not Employed","secondary school degree","","","",""
"Rarely","2006","Not Employed","college entrance qualification","","","",""
"Rarely","2006","Not Employed","Other degree","","","",""
"Rarely","2006","Not Employed","no degree/no degree yet","","","",""
"Rarely","2006","Employed","lower secondary degree","","","",""
"Rarely","2006","Employed","secondary school degree","","","",""
"Rarely","2006","Employed","college entrance qualification","","","",""
"Rarely","2006","Employed","Other degree","","","",""
"Rarely","2006","Employed","no degree/no degree yet","","","",""
"No, never","2007","Not Employed","lower secondary degree","27","","",""
"No, never","2007","Not Employed","secondary school degree","36","0.574607030357333","0.461192869793669","0.688021190920997"
"No, never","2007","Not Employed","college entrance qualification","33","0.530089038887866","0.401644307755619","0.658533770020113"
"No, never","2007","Not Employed","Other degree","7","","",""
"No, never","2007","Not Employed","no degree/no degree yet","","","",""
"No, never","2007","Employed","lower secondary degree","978","0.357129876679407","0.339247482100923","0.375012271257891"
"No, never","2007","Employed","secondary school degree","1419","0.332005396888308","0.317387529363464","0.346623264413152"
"No, never","2007","Employed","college entrance qualification","1289","0.33954955699374","0.324257708650321","0.354841405337159"
"No, never","2007","Employed","Other degree","209","0.411548267352131","0.369128465919733","0.453968068784529"
"No, never","2007","Employed","no degree/no degree yet","32","0.433636637261563","0.332370385099594","0.534902889423531"
"Yes, every week","2007","Not Employed","lower secondary degree","11","","",""
"Yes, every week","2007","Not Employed","secondary school degree","10","","",""
"Yes, every week","2007","Not Employed","college entrance qualification","9","","",""
"Yes, every week","2007","Not Employed","Other degree","1","","",""
"Yes, every week","2007","Not Employed","no degree/no degree yet","1","","",""
"Yes, every week","2007","Employed","lower secondary degree","466","0.1695173716324","0.155514299002776","0.183520444262024"
"Yes, every week","2007","Employed","secondary school degree","529","0.138604669718202","0.127879228651913","0.149330110784491"
"Yes, every week","2007","Employed","college entrance qualification","549","0.149819315831438","0.138294664319421","0.161343967343455"
"Yes, every week","2007","Employed","Other degree","67","0.104166496129397","0.0778346991556763","0.130498293103118"
"Yes, every week","2007","Employed","no degree/no degree yet","21","","",""
"Yes, every 2 weeks","2007","Not Employed","lower secondary degree","8","","",""
"Yes, every 2 weeks","2007","Not Employed","secondary school degree","11","","",""
"Yes, every 2 weeks","2007","Not Employed","college entrance qualification","5","","",""
"Yes, every 2 weeks","2007","Not Employed","Other degree","1","","",""
"Yes, every 2 weeks","2007","Not Employed","no degree/no degree yet","1","","",""
"Yes, every 2 weeks","2007","Employed","lower secondary degree","431","0.154940942363732","0.141436471035308","0.168445413692156"
"Yes, every 2 weeks","2007","Employed","secondary school degree","690","0.18368255169364","0.171662994596779","0.1957021087905"
"Yes, every 2 weeks","2007","Employed","college entrance qualification","401","0.119729703360702","0.109246421631006","0.130212985090397"
"Yes, every 2 weeks","2007","Employed","Other degree","94","0.196800062790712","0.162529023985559","0.231071101595865"
"Yes, every 2 weeks","2007","Employed","no degree/no degree yet","16","","",""
"Yes, every 3-4 weeks","2007","Not Employed","lower secondary degree","3","","",""
"Yes, every 3-4 weeks","2007","Not Employed","secondary school degree","5","","",""
"Yes, every 3-4 weeks","2007","Not Employed","college entrance qualification","3","","",""
"Yes, every 3-4 weeks","2007","Not Employed","Other degree","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2007","Employed","lower secondary degree","266","0.091185833953366","0.0804421755538226","0.101929492352909"
"Yes, every 3-4 weeks","2007","Employed","secondary school degree","397","0.112242485601079","0.102444184312079","0.122040786890078"
"Yes, every 3-4 weeks","2007","Employed","college entrance qualification","368","0.106175786598363","0.0962279857670911","0.116123587429634"
"Yes, every 3-4 weeks","2007","Employed","Other degree","40","0.0715355666246882","0.0493205590236284","0.0937505742257479"
"Yes, every 3-4 weeks","2007","Employed","no degree/no degree yet","11","","",""
"Rarely","2007","Not Employed","lower secondary degree","5","","",""
"Rarely","2007","Not Employed","secondary school degree","11","","",""
"Rarely","2007","Not Employed","college entrance qualification","8","","",""
"Rarely","2007","Not Employed","Other degree","","","",""
"Rarely","2007","Not Employed","no degree/no degree yet","1","","",""
"Rarely","2007","Employed","lower secondary degree","617","0.227225975371095","0.211587075247239","0.242864875494951"
"Rarely","2007","Employed","secondary school degree","952","0.233464896098771","0.220333775441663","0.24659601675588"
"Rarely","2007","Employed","college entrance qualification","1077","0.284725637215757","0.27015300861394","0.299298265817575"
"Rarely","2007","Employed","Other degree","107","0.215949607103072","0.180480437826388","0.251418776379755"
"Rarely","2007","Employed","no degree/no degree yet","12","","",""
"No, never","2008","Not Employed","lower secondary degree","","","",""
"No, never","2008","Not Employed","secondary school degree","","","",""
"No, never","2008","Not Employed","college entrance qualification","","","",""
"No, never","2008","Not Employed","Other degree","","","",""
"No, never","2008","Not Employed","no degree/no degree yet","","","",""
"No, never","2008","Employed","lower secondary degree","","","",""
"No, never","2008","Employed","secondary school degree","","","",""
"No, never","2008","Employed","college entrance qualification","","","",""
"No, never","2008","Employed","Other degree","","","",""
"No, never","2008","Employed","no degree/no degree yet","","","",""
"Yes, every week","2008","Not Employed","lower secondary degree","","","",""
"Yes, every week","2008","Not Employed","secondary school degree","","","",""
"Yes, every week","2008","Not Employed","college entrance qualification","","","",""
"Yes, every week","2008","Not Employed","Other degree","","","",""
"Yes, every week","2008","Not Employed","no degree/no degree yet","","","",""
"Yes, every week","2008","Employed","lower secondary degree","","","",""
"Yes, every week","2008","Employed","secondary school degree","","","",""
"Yes, every week","2008","Employed","college entrance qualification","","","",""
"Yes, every week","2008","Employed","Other degree","","","",""
"Yes, every week","2008","Employed","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2008","Not Employed","lower secondary degree","","","",""
"Yes, every 2 weeks","2008","Not Employed","secondary school degree","","","",""
"Yes, every 2 weeks","2008","Not Employed","college entrance qualification","","","",""
"Yes, every 2 weeks","2008","Not Employed","Other degree","","","",""
"Yes, every 2 weeks","2008","Not Employed","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2008","Employed","lower secondary degree","","","",""
"Yes, every 2 weeks","2008","Employed","secondary school degree","","","",""
"Yes, every 2 weeks","2008","Employed","college entrance qualification","","","",""
"Yes, every 2 weeks","2008","Employed","Other degree","","","",""
"Yes, every 2 weeks","2008","Employed","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","secondary school degree","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","Other degree","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2008","Employed","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2008","Employed","secondary school degree","","","",""
"Yes, every 3-4 weeks","2008","Employed","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2008","Employed","Other degree","","","",""
"Yes, every 3-4 weeks","2008","Employed","no degree/no degree yet","","","",""
"Rarely","2008","Not Employed","lower secondary degree","","","",""
"Rarely","2008","Not Employed","secondary school degree","","","",""
"Rarely","2008","Not Employed","college entrance qualification","","","",""
"Rarely","2008","Not Employed","Other degree","","","",""
"Rarely","2008","Not Employed","no degree/no degree yet","","","",""
"Rarely","2008","Employed","lower secondary degree","","","",""
"Rarely","2008","Employed","secondary school degree","","","",""
"Rarely","2008","Employed","college entrance qualification","","","",""
"Rarely","2008","Employed","Other degree","","","",""
"Rarely","2008","Employed","no degree/no degree yet","","","",""
"No, never","2009","Not Employed","lower secondary degree","11","","",""
"No, never","2009","Not Employed","secondary school degree","23","","",""
"No, never","2009","Not Employed","college entrance qualification","20","","",""
"No, never","2009","Not Employed","Other degree","4","","",""
"No, never","2009","Not Employed","no degree/no degree yet","1","","",""
"No, never","2009","Employed","lower secondary degree","848","0.347527545206177","0.328246185620564","0.36680890479179"
"No, never","2009","Employed","secondary school degree","1307","0.351747337680238","0.336200518031344","0.367294157329132"
"No, never","2009","Employed","college entrance qualification","1149","0.349301351301166","0.333118487516861","0.365484215085471"
"No, never","2009","Employed","Other degree","179","0.426147066573567","0.378454233669191","0.473839899477944"
"No, never","2009","Employed","no degree/no degree yet","28","","",""
"Yes, every week","2009","Not Employed","lower secondary degree","6","","",""
"Yes, every week","2009","Not Employed","secondary school degree","9","","",""
"Yes, every week","2009","Not Employed","college entrance qualification","5","","",""
"Yes, every week","2009","Not Employed","Other degree","1","","",""
"Yes, every week","2009","Not Employed","no degree/no degree yet","3","","",""
"Yes, every week","2009","Employed","lower secondary degree","377","0.168813335924768","0.153645814885082","0.183980856964454"
"Yes, every week","2009","Employed","secondary school degree","479","0.132191689967688","0.121164420783478","0.143218959151898"
"Yes, every week","2009","Employed","college entrance qualification","542","0.151270453126183","0.139107836772858","0.163433069479509"
"Yes, every week","2009","Employed","Other degree","71","0.184972505264291","0.14752587139661","0.222419139131971"
"Yes, every week","2009","Employed","no degree/no degree yet","29","","",""
"Yes, every 2 weeks","2009","Not Employed","lower secondary degree","5","","",""
"Yes, every 2 weeks","2009","Not Employed","secondary school degree","10","","",""
"Yes, every 2 weeks","2009","Not Employed","college entrance qualification","4","","",""
"Yes, every 2 weeks","2009","Not Employed","Other degree","1","","",""
"Yes, every 2 weeks","2009","Not Employed","no degree/no degree yet","1","","",""
"Yes, every 2 weeks","2009","Employed","lower secondary degree","364","0.161581469930363","0.146677973834736","0.17648496602599"
"Yes, every 2 weeks","2009","Employed","secondary school degree","587","0.167836894130828","0.155669377674782","0.180004410586875"
"Yes, every 2 weeks","2009","Employed","college entrance qualification","361","0.112627969572352","0.101896942547122","0.123358996597583"
"Yes, every 2 weeks","2009","Employed","Other degree","65","0.185658598754883","0.148158375193125","0.223158822316642"
"Yes, every 2 weeks","2009","Employed","no degree/no degree yet","12","","",""
"Yes, every 3-4 weeks","2009","Not Employed","lower secondary degree","1","","",""
"Yes, every 3-4 weeks","2009","Not Employed","secondary school degree","3","","",""
"Yes, every 3-4 weeks","2009","Not Employed","college entrance qualification","6","","",""
"Yes, every 3-4 weeks","2009","Not Employed","Other degree","1","","",""
"Yes, every 3-4 weeks","2009","Not Employed","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2009","Employed","lower secondary degree","204","0.0851930318696677","0.0738891212242891","0.0964969425150464"
"Yes, every 3-4 weeks","2009","Employed","secondary school degree","346","0.0931643542874014","0.0837010418874519","0.102627666687351"
"Yes, every 3-4 weeks","2009","Employed","college entrance qualification","300","0.0871729868944502","0.077597728588014","0.0967482452008865"
"Yes, every 3-4 weeks","2009","Employed","Other degree","29","","",""
"Yes, every 3-4 weeks","2009","Employed","no degree/no degree yet","5","","",""
"Rarely","2009","Not Employed","lower secondary degree","1","","",""
"Rarely","2009","Not Employed","secondary school degree","4","","",""
"Rarely","2009","Not Employed","college entrance qualification","5","","",""
"Rarely","2009","Not Employed","Other degree","1","","",""
"Rarely","2009","Not Employed","no degree/no degree yet","2","","",""
"Rarely","2009","Employed","lower secondary degree","550","0.236884617069024","0.21966888558012","0.254100348557929"
"Rarely","2009","Employed","secondary school degree","905","0.255059723933844","0.240867983251723","0.269251464615965"
"Rarely","2009","Employed","college entrance qualification","982","0.299627239105848","0.284077591078127","0.315176887133568"
"Rarely","2009","Employed","Other degree","69","0.124003492045102","0.0922171018440375","0.155789882246167"
"Rarely","2009","Employed","no degree/no degree yet","12","","",""
"No, never","2010","Not Employed","lower secondary degree","19","","",""
"No, never","2010","Not Employed","secondary school degree","34","0.439179538778921","0.331101226102118","0.547257851455723"
"No, never","2010","Not Employed","college entrance qualification","31","0.423764997267527","0.305440941325827","0.542089053209227"
"No, never","2010","Not Employed","Other degree","10","","",""
"No, never","2010","Not Employed","no degree/no degree yet","6","","",""
"No, never","2010","Employed","lower secondary degree","247","0.289557173720922","0.25899426807775","0.320120079364093"
"No, never","2010","Employed","secondary school degree","505","0.355203567874165","0.330960523108803","0.379446612639527"
"No, never","2010","Employed","college entrance qualification","508","0.373429901603226","0.348385285810732","0.398474517395721"
"No, never","2010","Employed","Other degree","134","0.314763791036586","0.270610186706726","0.358917395366447"
"No, never","2010","Employed","no degree/no degree yet","28","","",""
"Yes, every week","2010","Not Employed","lower secondary degree","10","","",""
"Yes, every week","2010","Not Employed","secondary school degree","7","","",""
"Yes, every week","2010","Not Employed","college entrance qualification","3","","",""
"Yes, every week","2010","Not Employed","Other degree","1","","",""
"Yes, every week","2010","Not Employed","no degree/no degree yet","2","","",""
"Yes, every week","2010","Employed","lower secondary degree","143","0.154816225936315","0.130441108150103","0.179191343722528"
"Yes, every week","2010","Employed","secondary school degree","213","0.143021703134452","0.125287034621073","0.160756371647831"
"Yes, every week","2010","Employed","college entrance qualification","182","0.115700973136356","0.0991397245805479","0.132262221692164"
"Yes, every week","2010","Employed","Other degree","58","0.122644867545789","0.091458411472111","0.153831323619467"
"Yes, every week","2010","Employed","no degree/no degree yet","12","","",""
"Yes, every 2 weeks","2010","Not Employed","lower secondary degree","4","","",""
"Yes, every 2 weeks","2010","Not Employed","secondary school degree","17","","",""
"Yes, every 2 weeks","2010","Not Employed","college entrance qualification","11","","",""
"Yes, every 2 weeks","2010","Not Employed","Other degree","1","","",""
"Yes, every 2 weeks","2010","Not Employed","no degree/no degree yet","1","","",""
"Yes, every 2 weeks","2010","Employed","lower secondary degree","147","0.180551651729039","0.154632282135217","0.206471021322862"
"Yes, every 2 weeks","2010","Employed","secondary school degree","273","0.178216441073429","0.15883037010222","0.197602512044637"
"Yes, every 2 weeks","2010","Employed","college entrance qualification","213","0.145104459431633","0.126868781998368","0.163340136864899"
"Yes, every 2 weeks","2010","Employed","Other degree","76","0.191072401153503","0.153695143605255","0.228449658701752"
"Yes, every 2 weeks","2010","Employed","no degree/no degree yet","14","","",""
"Yes, every 3-4 weeks","2010","Not Employed","lower secondary degree","1","","",""
"Yes, every 3-4 weeks","2010","Not Employed","secondary school degree","9","","",""
"Yes, every 3-4 weeks","2010","Not Employed","college entrance qualification","4","","",""
"Yes, every 3-4 weeks","2010","Not Employed","Other degree","2","","",""
"Yes, every 3-4 weeks","2010","Not Employed","no degree/no degree yet","2","","",""
"Yes, every 3-4 weeks","2010","Employed","lower secondary degree","90","0.117240452906406","0.0955622705707558","0.138918635242055"
"Yes, every 3-4 weeks","2010","Employed","secondary school degree","143","0.0938607407017932","0.0790874700982857","0.108634011305301"
"Yes, every 3-4 weeks","2010","Employed","college entrance qualification","124","0.0788777151796104","0.0649217202965427","0.0928337100626781"
"Yes, every 3-4 weeks","2010","Employed","Other degree","46","0.101519430451001","0.0728061669115012","0.1302326939905"
"Yes, every 3-4 weeks","2010","Employed","no degree/no degree yet","11","","",""
"Rarely","2010","Not Employed","lower secondary degree","5","","",""
"Rarely","2010","Not Employed","secondary school degree","14","","",""
"Rarely","2010","Not Employed","college entrance qualification","18","","",""
"Rarely","2010","Not Employed","Other degree","4","","",""
"Rarely","2010","Not Employed","no degree/no degree yet","1","","",""
"Rarely","2010","Employed","lower secondary degree","219","0.257834495707318","0.228357460348507","0.287311531066129"
"Rarely","2010","Employed","secondary school degree","363","0.229697547216161","0.208389384229282","0.251005710203039"
"Rarely","2010","Employed","college entrance qualification","406","0.286886950649174","0.263468423113964","0.310305478184383"
"Rarely","2010","Employed","Other degree","111","0.26999950981312","0.227791323616244","0.312207696009997"
"Rarely","2010","Employed","no degree/no degree yet","16","","",""
"No, never","2011","Not Employed","lower secondary degree","46","0.543787371405674","0.437901786874854","0.649672955936493"
"No, never","2011","Not Employed","secondary school degree","75","0.587704220416201","0.504974322928603","0.670434117903798"
"No, never","2011","Not Employed","college entrance qualification","78","0.604384193932016","0.520327988395514","0.688440399468518"
"No, never","2011","Not Employed","Other degree","17","","",""
"No, never","2011","Not Employed","no degree/no degree yet","10","","",""
"No, never","2011","Employed","lower secondary degree","1251","0.375607872123602","0.359327341290865","0.391888402956339"
"No, never","2011","Employed","secondary school degree","2193","0.371505518180693","0.35908167324484","0.383929363116546"
"No, never","2011","Employed","college entrance qualification","2025","0.358191136667074","0.345473335160589","0.37090893817356"
"No, never","2011","Employed","Other degree","368","0.379559669192283","0.348830177494384","0.410289160890181"
"No, never","2011","Employed","no degree/no degree yet","64","0.327094862057681","0.262715481949067","0.391474242166294"
"Yes, every week","2011","Not Employed","lower secondary degree","16","","",""
"Yes, every week","2011","Not Employed","secondary school degree","14","","",""
"Yes, every week","2011","Not Employed","college entrance qualification","15","","",""
"Yes, every week","2011","Not Employed","Other degree","5","","",""
"Yes, every week","2011","Not Employed","no degree/no degree yet","5","","",""
"Yes, every week","2011","Employed","lower secondary degree","574","0.179994833124579","0.167079345058754","0.192910321190404"
"Yes, every week","2011","Employed","secondary school degree","741","0.121376880718591","0.112980503283656","0.129773258153525"
"Yes, every week","2011","Employed","college entrance qualification","812","0.15486179977047","0.145265853957267","0.164457745583673"
"Yes, every week","2011","Employed","Other degree","128","0.125516925334322","0.104537567685475","0.146496282983168"
"Yes, every week","2011","Employed","no degree/no degree yet","46","0.266986052190186","0.206279801169111","0.327692303211261"
"Yes, every 2 weeks","2011","Not Employed","lower secondary degree","6","","",""
"Yes, every 2 weeks","2011","Not Employed","secondary school degree","31","0.182785070205176","0.117829388819762","0.24774075159059"
"Yes, every 2 weeks","2011","Not Employed","college entrance qualification","12","","",""
"Yes, every 2 weeks","2011","Not Employed","Other degree","4","","",""
"Yes, every 2 weeks","2011","Not Employed","no degree/no degree yet","1","","",""
"Yes, every 2 weeks","2011","Employed","lower secondary degree","571","0.156953440270689","0.144724644030912","0.169182236510467"
"Yes, every 2 weeks","2011","Employed","secondary school degree","1030","0.178930447705839","0.169075490304749","0.188785405106928"
"Yes, every 2 weeks","2011","Employed","college entrance qualification","656","0.113667292551698","0.105248148983069","0.122086436120327"
"Yes, every 2 weeks","2011","Employed","Other degree","184","0.20153371520768","0.176131740258506","0.226935690156855"
"Yes, every 2 weeks","2011","Employed","no degree/no degree yet","33","0.15356146590921","0.104088055955198","0.203034875863222"
"Yes, every 3-4 weeks","2011","Not Employed","lower secondary degree","10","","",""
"Yes, every 3-4 weeks","2011","Not Employed","secondary school degree","6","","",""
"Yes, every 3-4 weeks","2011","Not Employed","college entrance qualification","6","","",""
"Yes, every 3-4 weeks","2011","Not Employed","Other degree","1","","",""
"Yes, every 3-4 weeks","2011","Not Employed","no degree/no degree yet","3","","",""
"Yes, every 3-4 weeks","2011","Employed","lower secondary degree","311","0.0875809618527961","0.078077659797038","0.0970842639085543"
"Yes, every 3-4 weeks","2011","Employed","secondary school degree","557","0.0943713122768527","0.0868547763775438","0.101887848176162"
"Yes, every 3-4 weeks","2011","Employed","college entrance qualification","495","0.0859436256985353","0.078509239872904","0.0933780115241665"
"Yes, every 3-4 weeks","2011","Employed","Other degree","98","0.117406258037425","0.0970221655293927","0.137790350545458"
"Yes, every 3-4 weeks","2011","Employed","no degree/no degree yet","20","","",""
"Rarely","2011","Not Employed","lower secondary degree","7","","",""
"Rarely","2011","Not Employed","secondary school degree","10","","",""
"Rarely","2011","Not Employed","college entrance qualification","19","","",""
"Rarely","2011","Not Employed","Other degree","5","","",""
"Rarely","2011","Not Employed","no degree/no degree yet","1","","",""
"Rarely","2011","Employed","lower secondary degree","692","0.199862892628334","0.186419131135847","0.21330665412082"
"Rarely","2011","Employed","secondary school degree","1290","0.233815841118025","0.222933403074136","0.244698279161914"
"Rarely","2011","Employed","college entrance qualification","1472","0.287336145312222","0.275333160223151","0.299339130401292"
"Rarely","2011","Employed","Other degree","180","0.17598343222829","0.1518694353621","0.200097429094481"
"Rarely","2011","Employed","no degree/no degree yet","41","0.165378311226972","0.114396282091948","0.216360340361996"
"No, never","2012","Not Employed","lower secondary degree","18","","",""
"No, never","2012","Not Employed","secondary school degree","40","0.435366682394228","0.32603516108796","0.544698203700497"
"No, never","2012","Not Employed","college entrance qualification","32","0.621846115805533","0.498109614796912","0.745582616814153"
"No, never","2012","Not Employed","Other degree","14","","",""
"No, never","2012","Not Employed","no degree/no degree yet","7","","",""
"No, never","2012","Employed","lower secondary degree","309","0.318455438266961","0.288169738503809","0.348741138030113"
"No, never","2012","Employed","secondary school degree","719","0.427307048920868","0.40402992606255","0.450584171779185"
"No, never","2012","Employed","college entrance qualification","701","0.424911909330864","0.401392640910407","0.448431177751321"
"No, never","2012","Employed","Other degree","156","0.361379869412602","0.3159205713639","0.406839167461304"
"No, never","2012","Employed","no degree/no degree yet","20","","",""
"Yes, every week","2012","Not Employed","lower secondary degree","15","","",""
"Yes, every week","2012","Not Employed","secondary school degree","7","","",""
"Yes, every week","2012","Not Employed","college entrance qualification","9","","",""
"Yes, every week","2012","Not Employed","Other degree","1","","",""
"Yes, every week","2012","Not Employed","no degree/no degree yet","","","",""
"Yes, every week","2012","Employed","lower secondary degree","155","0.17840072070612","0.153512464063528","0.203288977348712"
"Yes, every week","2012","Employed","secondary school degree","218","0.121286867173063","0.105925537870713","0.136648196475412"
"Yes, every week","2012","Employed","college entrance qualification","236","0.130595984997779","0.114564162223027","0.146627807772531"
"Yes, every week","2012","Employed","Other degree","60","0.123779717818166","0.0926158868602925","0.154943548776039"
