"plb0218","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2005","66 and older","secondary school degree","7","","",""
"Yes, every week","2005","66 and older","college entrance qualification","6","","",""
"Yes, every week","2005","66 and older","Other degree","3","","",""
"Yes, every week","2005","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2005","16-34 y.","lower secondary degree","111","0.166469339498954","0.136884626356992","0.196054052640916"
"Yes, every 2 weeks","2005","16-34 y.","secondary school degree","208","0.199192510720249","0.176385098519217","0.22199992292128"
"Yes, every 2 weeks","2005","16-34 y.","college entrance qualification","148","0.149445588342102","0.127661820297152","0.171229356387052"
"Yes, every 2 weeks","2005","16-34 y.","Other degree","18","","",""
"Yes, every 2 weeks","2005","16-34 y.","no degree/no degree yet","8","","",""
"Yes, every 2 weeks","2005","35-65 y.","lower secondary degree","322","0.141794144683252","0.127204093736613","0.156384195629892"
"Yes, every 2 weeks","2005","35-65 y.","secondary school degree","435","0.160795576257776","0.147374923901602","0.17421622861395"
"Yes, every 2 weeks","2005","35-65 y.","college entrance qualification","232","0.0970001501650034","0.0854518115891261","0.108548488740881"
"Yes, every 2 weeks","2005","35-65 y.","Other degree","66","0.144699595406856","0.11319504172465","0.176204149089062"
"Yes, every 2 weeks","2005","35-65 y.","no degree/no degree yet","7","","",""
"Yes, every 2 weeks","2005","66 and older","lower secondary degree","2","","",""
"Yes, every 2 weeks","2005","66 and older","secondary school degree","1","","",""
"Yes, every 2 weeks","2005","66 and older","college entrance qualification","6","","",""
"Yes, every 2 weeks","2005","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2005","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2005","16-34 y.","lower secondary degree","64","0.107239215288482","0.082664765041906","0.131813665535057"
"Yes, every 3-4 weeks","2005","16-34 y.","secondary school degree","104","0.0871241911792106","0.0710195640262596","0.103228818332162"
"Yes, every 3-4 weeks","2005","16-34 y.","college entrance qualification","79","0.0688654424938204","0.0533934125460984","0.0843374724415425"
"Yes, every 3-4 weeks","2005","16-34 y.","Other degree","10","","",""
"Yes, every 3-4 weeks","2005","16-34 y.","no degree/no degree yet","3","","",""
"Yes, every 3-4 weeks","2005","35-65 y.","lower secondary degree","188","0.0855549799405663","0.0738563940062214","0.0972535658749112"
"Yes, every 3-4 weeks","2005","35-65 y.","secondary school degree","288","0.116927161731958","0.105187416734836","0.12866690672908"
"Yes, every 3-4 weeks","2005","35-65 y.","college entrance qualification","235","0.086964357865851","0.075969136466386","0.0979595792653159"
"Yes, every 3-4 weeks","2005","35-65 y.","Other degree","49","0.079783702509496","0.0555185856086415","0.104048819410351"
"Yes, every 3-4 weeks","2005","35-65 y.","no degree/no degree yet","5","","",""
"Yes, every 3-4 weeks","2005","66 and older","lower secondary degree","2","","",""
"Yes, every 3-4 weeks","2005","66 and older","secondary school degree","2","","",""
"Yes, every 3-4 weeks","2005","66 and older","college entrance qualification","6","","",""
"Yes, every 3-4 weeks","2005","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2005","66 and older","no degree/no degree yet","","","",""
"Rarely","2005","16-34 y.","lower secondary degree","107","0.187348391306304","0.156358744356086","0.218338038256522"
"Rarely","2005","16-34 y.","secondary school degree","258","0.217931588727955","0.194356251674287","0.241506925781623"
"Rarely","2005","16-34 y.","college entrance qualification","246","0.242697101471042","0.216502758597098","0.268891444344987"
"Rarely","2005","16-34 y.","Other degree","14","","",""
"Rarely","2005","16-34 y.","no degree/no degree yet","12","","",""
"Rarely","2005","35-65 y.","lower secondary degree","543","0.244432676144206","0.226458535391246","0.262406816897166"
"Rarely","2005","35-65 y.","secondary school degree","739","0.245286103609453","0.229566907151709","0.261005300067197"
"Rarely","2005","35-65 y.","college entrance qualification","830","0.328517204147291","0.31019043244609","0.346843975848492"
"Rarely","2005","35-65 y.","Other degree","86","0.214718695684623","0.177945794601985","0.25149159676726"
"Rarely","2005","35-65 y.","no degree/no degree yet","12","","",""
"Rarely","2005","66 and older","lower secondary degree","10","","",""
"Rarely","2005","66 and older","secondary school degree","2","","",""
"Rarely","2005","66 and older","college entrance qualification","12","","",""
"Rarely","2005","66 and older","Other degree","","","",""
"Rarely","2005","66 and older","no degree/no degree yet","","","",""
"No, never","2006","16-34 y.","lower secondary degree","","","",""
"No, never","2006","16-34 y.","secondary school degree","","","",""
"No, never","2006","16-34 y.","college entrance qualification","","","",""
"No, never","2006","16-34 y.","Other degree","","","",""
"No, never","2006","16-34 y.","no degree/no degree yet","","","",""
"No, never","2006","35-65 y.","lower secondary degree","","","",""
"No, never","2006","35-65 y.","secondary school degree","","","",""
"No, never","2006","35-65 y.","college entrance qualification","","","",""
"No, never","2006","35-65 y.","Other degree","","","",""
"No, never","2006","35-65 y.","no degree/no degree yet","","","",""
"No, never","2006","66 and older","lower secondary degree","","","",""
"No, never","2006","66 and older","secondary school degree","","","",""
"No, never","2006","66 and older","college entrance qualification","","","",""
"No, never","2006","66 and older","Other degree","","","",""
"No, never","2006","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2006","16-34 y.","lower secondary degree","","","",""
"Yes, every week","2006","16-34 y.","secondary school degree","","","",""
"Yes, every week","2006","16-34 y.","college entrance qualification","","","",""
"Yes, every week","2006","16-34 y.","Other degree","","","",""
"Yes, every week","2006","16-34 y.","no degree/no degree yet","","","",""
"Yes, every week","2006","35-65 y.","lower secondary degree","","","",""
"Yes, every week","2006","35-65 y.","secondary school degree","","","",""
"Yes, every week","2006","35-65 y.","college entrance qualification","","","",""
"Yes, every week","2006","35-65 y.","Other degree","","","",""
"Yes, every week","2006","35-65 y.","no degree/no degree yet","","","",""
"Yes, every week","2006","66 and older","lower secondary degree","","","",""
"Yes, every week","2006","66 and older","secondary school degree","","","",""
"Yes, every week","2006","66 and older","college entrance qualification","","","",""
"Yes, every week","2006","66 and older","Other degree","","","",""
"Yes, every week","2006","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2006","16-34 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2006","16-34 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2006","16-34 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2006","16-34 y.","Other degree","","","",""
"Yes, every 2 weeks","2006","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2006","35-65 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2006","35-65 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2006","35-65 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2006","35-65 y.","Other degree","","","",""
"Yes, every 2 weeks","2006","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2006","66 and older","lower secondary degree","","","",""
"Yes, every 2 weeks","2006","66 and older","secondary school degree","","","",""
"Yes, every 2 weeks","2006","66 and older","college entrance qualification","","","",""
"Yes, every 2 weeks","2006","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2006","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2006","66 and older","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2006","66 and older","secondary school degree","","","",""
"Yes, every 3-4 weeks","2006","66 and older","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2006","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2006","66 and older","no degree/no degree yet","","","",""
"Rarely","2006","16-34 y.","lower secondary degree","","","",""
"Rarely","2006","16-34 y.","secondary school degree","","","",""
"Rarely","2006","16-34 y.","college entrance qualification","","","",""
"Rarely","2006","16-34 y.","Other degree","","","",""
"Rarely","2006","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2006","35-65 y.","lower secondary degree","","","",""
"Rarely","2006","35-65 y.","secondary school degree","","","",""
"Rarely","2006","35-65 y.","college entrance qualification","","","",""
"Rarely","2006","35-65 y.","Other degree","","","",""
"Rarely","2006","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2006","66 and older","lower secondary degree","","","",""
"Rarely","2006","66 and older","secondary school degree","","","",""
"Rarely","2006","66 and older","college entrance qualification","","","",""
"Rarely","2006","66 and older","Other degree","","","",""
"Rarely","2006","66 and older","no degree/no degree yet","","","",""
"No, never","2007","16-34 y.","lower secondary degree","185","0.33495343762205","0.295862838775299","0.374044036468801"
"No, never","2007","16-34 y.","secondary school degree","359","0.322796675043449","0.294201883398693","0.351391466688205"
"No, never","2007","16-34 y.","college entrance qualification","423","0.386709427309298","0.357182689337457","0.416236165281139"
"No, never","2007","16-34 y.","Other degree","33","0.472678791409424","0.364619567909806","0.580738014909042"
"No, never","2007","16-34 y.","no degree/no degree yet","10","","",""
"No, never","2007","35-65 y.","lower secondary degree","789","0.359970798427245","0.339835653797307","0.380105943057184"
"No, never","2007","35-65 y.","secondary school degree","1088","0.342400023448739","0.325428602236264","0.359371444661214"
"No, never","2007","35-65 y.","college entrance qualification","877","0.322932578338635","0.305055057237349","0.34081009943992"
"No, never","2007","35-65 y.","Other degree","182","0.405972547831899","0.359982630673571","0.451962464990228"
"No, never","2007","35-65 y.","no degree/no degree yet","21","","",""
"No, never","2007","66 and older","lower secondary degree","31","0.460284475969072","0.342681269096576","0.577887682841568"
"No, never","2007","66 and older","secondary school degree","8","","",""
"No, never","2007","66 and older","college entrance qualification","22","","",""
"No, never","2007","66 and older","Other degree","1","","",""
"No, never","2007","66 and older","no degree/no degree yet","1","","",""
"Yes, every week","2007","16-34 y.","lower secondary degree","104","0.173678887834635","0.142302567034074","0.205055208635196"
"Yes, every week","2007","16-34 y.","secondary school degree","143","0.159837725694133","0.137425545619947","0.18224990576832"
"Yes, every week","2007","16-34 y.","college entrance qualification","132","0.125964022898765","0.105846344482182","0.146081701315349"
"Yes, every week","2007","16-34 y.","Other degree","12","","",""
"Yes, every week","2007","16-34 y.","no degree/no degree yet","15","","",""
"Yes, every week","2007","35-65 y.","lower secondary degree","353","0.166479864002812","0.150853421175779","0.182106306829846"
"Yes, every week","2007","35-65 y.","secondary school degree","385","0.125852637604094","0.113989654506972","0.137715620701216"
"Yes, every week","2007","35-65 y.","college entrance qualification","413","0.157858755032558","0.143918772926834","0.171798737138283"
"Yes, every week","2007","35-65 y.","Other degree","53","0.107948448680253","0.0788872037374367","0.137009693623069"
"Yes, every week","2007","35-65 y.","no degree/no degree yet","7","","",""
"Yes, every week","2007","66 and older","lower secondary degree","20","","",""
"Yes, every week","2007","66 and older","secondary school degree","11","","",""
"Yes, every week","2007","66 and older","college entrance qualification","13","","",""
"Yes, every week","2007","66 and older","Other degree","3","","",""
"Yes, every week","2007","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2007","16-34 y.","lower secondary degree","102","0.17693157600839","0.145325198653749","0.208537953363032"
"Yes, every 2 weeks","2007","16-34 y.","secondary school degree","209","0.193169537872868","0.169024753401357","0.217314322344378"
"Yes, every 2 weeks","2007","16-34 y.","college entrance qualification","144","0.142486635291169","0.121293390226669","0.163679880355669"
"Yes, every 2 weeks","2007","16-34 y.","Other degree","18","","",""
"Yes, every 2 weeks","2007","16-34 y.","no degree/no degree yet","10","","",""
"Yes, every 2 weeks","2007","35-65 y.","lower secondary degree","333","0.154611027072067","0.139445072698291","0.169776981445844"
"Yes, every 2 weeks","2007","35-65 y.","secondary school degree","491","0.17984338112774","0.166107198654532","0.193579563600947"
"Yes, every 2 weeks","2007","35-65 y.","college entrance qualification","254","0.109256672479688","0.0973295498580352","0.121183795101341"
"Yes, every 2 weeks","2007","35-65 y.","Other degree","77","0.179842339251206","0.143875217906978","0.215809460595434"
"Yes, every 2 weeks","2007","35-65 y.","no degree/no degree yet","7","","",""
"Yes, every 2 weeks","2007","66 and older","lower secondary degree","4","","",""
"Yes, every 2 weeks","2007","66 and older","secondary school degree","1","","",""
"Yes, every 2 weeks","2007","66 and older","college entrance qualification","8","","",""
"Yes, every 2 weeks","2007","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2007","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","lower secondary degree","62","0.0952263150677211","0.0709153305146565","0.119537299620786"
"Yes, every 3-4 weeks","2007","16-34 y.","secondary school degree","93","0.118200346008303","0.0984553429568402","0.137945349059766"
"Yes, every 3-4 weeks","2007","16-34 y.","college entrance qualification","111","0.114328952016169","0.0950357513598571","0.133622152672481"
"Yes, every 3-4 weeks","2007","16-34 y.","Other degree","5","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","no degree/no degree yet","6","","",""
"Yes, every 3-4 weeks","2007","35-65 y.","lower secondary degree","205","0.092419648361238","0.080270497591231","0.104568799131245"
"Yes, every 3-4 weeks","2007","35-65 y.","secondary school degree","305","0.108438249894514","0.0973174151074292","0.119559084681599"
"Yes, every 3-4 weeks","2007","35-65 y.","college entrance qualification","254","0.0999862307764496","0.0885171110628312","0.111455350490068"
"Yes, every 3-4 weeks","2007","35-65 y.","Other degree","35","0.0828850378282547","0.057064754996695","0.108705320659814"
"Yes, every 3-4 weeks","2007","35-65 y.","no degree/no degree yet","5","","",""
"Yes, every 3-4 weeks","2007","66 and older","lower secondary degree","2","","",""
"Yes, every 3-4 weeks","2007","66 and older","secondary school degree","4","","",""
"Yes, every 3-4 weeks","2007","66 and older","college entrance qualification","6","","",""
"Yes, every 3-4 weeks","2007","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2007","66 and older","no degree/no degree yet","","","",""
"Rarely","2007","16-34 y.","lower secondary degree","107","0.219209783467204","0.184944744858719","0.253474822075689"
"Rarely","2007","16-34 y.","secondary school degree","223","0.205995715381247","0.181261201130806","0.230730229631688"
"Rarely","2007","16-34 y.","college entrance qualification","235","0.230510962484598","0.204975898150294","0.256046026818902"
"Rarely","2007","16-34 y.","Other degree","14","","",""
"Rarely","2007","16-34 y.","no degree/no degree yet","8","","",""
"Rarely","2007","35-65 y.","lower secondary degree","503","0.226518662136637","0.208959728517518","0.244077595755756"
"Rarely","2007","35-65 y.","secondary school degree","734","0.243465707924913","0.22811587566523","0.258815540184597"
"Rarely","2007","35-65 y.","college entrance qualification","830","0.309965763372669","0.292283917776401","0.327647608968937"
"Rarely","2007","35-65 y.","Other degree","91","0.223351626408387","0.184346848089293","0.262356404727481"
"Rarely","2007","35-65 y.","no degree/no degree yet","5","","",""
"Rarely","2007","66 and older","lower secondary degree","12","","",""
"Rarely","2007","66 and older","secondary school degree","6","","",""
"Rarely","2007","66 and older","college entrance qualification","20","","",""
"Rarely","2007","66 and older","Other degree","2","","",""
"Rarely","2007","66 and older","no degree/no degree yet","","","",""
"No, never","2008","16-34 y.","lower secondary degree","","","",""
"No, never","2008","16-34 y.","secondary school degree","","","",""
"No, never","2008","16-34 y.","college entrance qualification","","","",""
"No, never","2008","16-34 y.","Other degree","","","",""
"No, never","2008","16-34 y.","no degree/no degree yet","","","",""
"No, never","2008","35-65 y.","lower secondary degree","","","",""
"No, never","2008","35-65 y.","secondary school degree","","","",""
"No, never","2008","35-65 y.","college entrance qualification","","","",""
"No, never","2008","35-65 y.","Other degree","","","",""
"No, never","2008","35-65 y.","no degree/no degree yet","","","",""
"No, never","2008","66 and older","lower secondary degree","","","",""
"No, never","2008","66 and older","secondary school degree","","","",""
"No, never","2008","66 and older","college entrance qualification","","","",""
"No, never","2008","66 and older","Other degree","","","",""
"No, never","2008","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2008","16-34 y.","lower secondary degree","","","",""
"Yes, every week","2008","16-34 y.","secondary school degree","","","",""
"Yes, every week","2008","16-34 y.","college entrance qualification","","","",""
"Yes, every week","2008","16-34 y.","Other degree","","","",""
"Yes, every week","2008","16-34 y.","no degree/no degree yet","","","",""
"Yes, every week","2008","35-65 y.","lower secondary degree","","","",""
"Yes, every week","2008","35-65 y.","secondary school degree","","","",""
"Yes, every week","2008","35-65 y.","college entrance qualification","","","",""
"Yes, every week","2008","35-65 y.","Other degree","","","",""
"Yes, every week","2008","35-65 y.","no degree/no degree yet","","","",""
"Yes, every week","2008","66 and older","lower secondary degree","","","",""
"Yes, every week","2008","66 and older","secondary school degree","","","",""
"Yes, every week","2008","66 and older","college entrance qualification","","","",""
"Yes, every week","2008","66 and older","Other degree","","","",""
"Yes, every week","2008","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2008","16-34 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2008","16-34 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2008","16-34 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2008","16-34 y.","Other degree","","","",""
"Yes, every 2 weeks","2008","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2008","35-65 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2008","35-65 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2008","35-65 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2008","35-65 y.","Other degree","","","",""
"Yes, every 2 weeks","2008","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2008","66 and older","lower secondary degree","","","",""
"Yes, every 2 weeks","2008","66 and older","secondary school degree","","","",""
"Yes, every 2 weeks","2008","66 and older","college entrance qualification","","","",""
"Yes, every 2 weeks","2008","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2008","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2008","66 and older","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2008","66 and older","secondary school degree","","","",""
"Yes, every 3-4 weeks","2008","66 and older","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2008","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2008","66 and older","no degree/no degree yet","","","",""
"Rarely","2008","16-34 y.","lower secondary degree","","","",""
"Rarely","2008","16-34 y.","secondary school degree","","","",""
"Rarely","2008","16-34 y.","college entrance qualification","","","",""
"Rarely","2008","16-34 y.","Other degree","","","",""
"Rarely","2008","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2008","35-65 y.","lower secondary degree","","","",""
"Rarely","2008","35-65 y.","secondary school degree","","","",""
"Rarely","2008","35-65 y.","college entrance qualification","","","",""
"Rarely","2008","35-65 y.","Other degree","","","",""
"Rarely","2008","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2008","66 and older","lower secondary degree","","","",""
"Rarely","2008","66 and older","secondary school degree","","","",""
"Rarely","2008","66 and older","college entrance qualification","","","",""
"Rarely","2008","66 and older","Other degree","","","",""
"Rarely","2008","66 and older","no degree/no degree yet","","","",""
"No, never","2009","16-34 y.","lower secondary degree","129","0.307177040349878","0.261854727267238","0.352499353432518"
"No, never","2009","16-34 y.","secondary school degree","329","0.363214436786563","0.331421414901938","0.395007458671188"
"No, never","2009","16-34 y.","college entrance qualification","375","0.425153694066499","0.393499799864988","0.456807588268009"
"No, never","2009","16-34 y.","Other degree","30","0.395806528112316","0.278711034858381","0.512902021366251"
"No, never","2009","16-34 y.","no degree/no degree yet","15","","",""
"No, never","2009","35-65 y.","lower secondary degree","700","0.357416014724665","0.335752889047747","0.379079140401583"
"No, never","2009","35-65 y.","secondary school degree","985","0.350855486402221","0.333008964356608","0.368702008447835"
"No, never","2009","35-65 y.","college entrance qualification","768","0.310481543042533","0.291822086689253","0.329140999395813"
"No, never","2009","35-65 y.","Other degree","150","0.431374074169172","0.379188509124126","0.483559639214219"
"No, never","2009","35-65 y.","no degree/no degree yet","14","","",""
"No, never","2009","66 and older","lower secondary degree","30","0.38787851025807","0.286646057279377","0.489110963236763"
"No, never","2009","66 and older","secondary school degree","16","","",""
"No, never","2009","66 and older","college entrance qualification","26","","",""
"No, never","2009","66 and older","Other degree","3","","",""
"No, never","2009","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2009","16-34 y.","lower secondary degree","67","0.211074789266053","0.170984180180788","0.251165398351319"
"Yes, every week","2009","16-34 y.","secondary school degree","107","0.112534498877262","0.0916428732921211","0.133426124462403"
"Yes, every week","2009","16-34 y.","college entrance qualification","129","0.123682576452299","0.102602932034489","0.14476222087011"
"Yes, every week","2009","16-34 y.","Other degree","14","","",""
"Yes, every week","2009","16-34 y.","no degree/no degree yet","21","","",""
"Yes, every week","2009","35-65 y.","lower secondary degree","294","0.156165060228392","0.139755767792686","0.172574352664098"
"Yes, every week","2009","35-65 y.","secondary school degree","370","0.140722535651539","0.127718824971222","0.153726246331857"
"Yes, every week","2009","35-65 y.","college entrance qualification","399","0.166776987478769","0.151743600571497","0.181810374386041"
"Yes, every week","2009","35-65 y.","Other degree","55","0.165355198009683","0.126210782386346","0.20449961363302"
"Yes, every week","2009","35-65 y.","no degree/no degree yet","11","","",""
"Yes, every week","2009","66 and older","lower secondary degree","22","","",""
"Yes, every week","2009","66 and older","secondary school degree","11","","",""
"Yes, every week","2009","66 and older","college entrance qualification","19","","",""
"Yes, every week","2009","66 and older","Other degree","3","","",""
"Yes, every week","2009","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2009","16-34 y.","lower secondary degree","70","0.159314776020987","0.123360438522262","0.195269113519713"
"Yes, every 2 weeks","2009","16-34 y.","secondary school degree","189","0.212463039771935","0.18542153709553","0.23950454244834"
"Yes, every 2 weeks","2009","16-34 y.","college entrance qualification","121","0.109533700015461","0.0895368808722337","0.129530519158688"
"Yes, every 2 weeks","2009","16-34 y.","Other degree","11","","",""
"Yes, every 2 weeks","2009","16-34 y.","no degree/no degree yet","6","","",""
"Yes, every 2 weeks","2009","35-65 y.","lower secondary degree","289","0.162697067671173","0.14601306175121","0.179381073591136"
"Yes, every 2 weeks","2009","35-65 y.","secondary school degree","406","0.154412303602819","0.140899699901284","0.167924907304354"
"Yes, every 2 weeks","2009","35-65 y.","college entrance qualification","239","0.11571152731686","0.102811416553894","0.128611638079827"
"Yes, every 2 weeks","2009","35-65 y.","Other degree","55","0.170516667668385","0.130889111346421","0.21014422399035"
"Yes, every 2 weeks","2009","35-65 y.","no degree/no degree yet","7","","",""
"Yes, every 2 weeks","2009","66 and older","lower secondary degree","10","","",""
"Yes, every 2 weeks","2009","66 and older","secondary school degree","2","","",""
"Yes, every 2 weeks","2009","66 and older","college entrance qualification","5","","",""
"Yes, every 2 weeks","2009","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2009","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2009","16-34 y.","lower secondary degree","47","0.110370735994792","0.0795858142115926","0.141155657777992"
"Yes, every 3-4 weeks","2009","16-34 y.","secondary school degree","77","0.0953123619238102","0.0759000349660638","0.114724688881557"
"Yes, every 3-4 weeks","2009","16-34 y.","college entrance qualification","70","0.0772627069415519","0.0601664005622967","0.0943590133208071"
"Yes, every 3-4 weeks","2009","16-34 y.","Other degree","4","","",""
"Yes, every 3-4 weeks","2009","16-34 y.","no degree/no degree yet","3","","",""
"Yes, every 3-4 weeks","2009","35-65 y.","lower secondary degree","153","0.0787903582538219","0.0666121066776587","0.090968609829985"
"Yes, every 3-4 weeks","2009","35-65 y.","secondary school degree","269","0.0900781860359702","0.0793721027982547","0.100784269273686"
"Yes, every 3-4 weeks","2009","35-65 y.","college entrance qualification","234","0.0976037347690806","0.0856352269725346","0.109572242565627"
"Yes, every 3-4 weeks","2009","35-65 y.","Other degree","25","","",""
"Yes, every 3-4 weeks","2009","35-65 y.","no degree/no degree yet","2","","",""
"Yes, every 3-4 weeks","2009","66 and older","lower secondary degree","5","","",""
"Yes, every 3-4 weeks","2009","66 and older","secondary school degree","3","","",""
"Yes, every 3-4 weeks","2009","66 and older","college entrance qualification","2","","",""
"Yes, every 3-4 weeks","2009","66 and older","Other degree","1","","",""
"Yes, every 3-4 weeks","2009","66 and older","no degree/no degree yet","","","",""
"Rarely","2009","16-34 y.","lower secondary degree","85","0.212062658368289","0.171903509751841","0.252221806984736"
"Rarely","2009","16-34 y.","secondary school degree","177","0.216475662640429","0.18924962517928","0.243701700101579"
"Rarely","2009","16-34 y.","college entrance qualification","242","0.26436732252419","0.236130703890866","0.292603941157513"
"Rarely","2009","16-34 y.","Other degree","8","","",""
"Rarely","2009","16-34 y.","no degree/no degree yet","10","","",""
