"plb0218","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No, never","2007","Not Employed","Urban Area","68","0.503876565129527","0.418903903596578","0.588849226662475","1"
"No, never","2007","Not Employed","Rural Area","42","0.499135779782803","0.389570625874393","0.608700933691214","1"
"No, never","2007","Employed","Urban Area","2848","0.370587594758388","0.359678404140735","0.38149678537604","1"
"Rarely","2007","Not Employed","Urban Area","17","","","","5"
"Rarely","2007","Not Employed","Rural Area","10","","","","5"
"Rarely","2007","Employed","Urban Area","1854","0.236837776503926","0.227234634247146","0.246440918760705","5"
"Rarely","2007","Employed","Rural Area","957","0.253621423484969","0.239720183772273","0.267522663197666","5"
"Yes, every 2 weeks","2007","Employed","Rural Area","626","0.175268948830268","0.16312137224169","0.187416525418845","3"
"Yes, every 2 weeks","2007","Not Employed","Urban Area","19","","","","3"
"Yes, every 2 weeks","2007","Not Employed","Rural Area","10","","","","3"
"Yes, every 2 weeks","2007","Employed","Urban Area","1046","0.14846468374442","0.140433263454897","0.156496104033943","3"
"Yes, every 3-4 weeks","2007","Employed","Rural Area","390","0.106981622994963","0.0971059711487513","0.116857274841174","4"
"Yes, every 3-4 weeks","2007","Not Employed","Urban Area","9","","","","4"
"Yes, every 3-4 weeks","2007","Not Employed","Rural Area","5","","","","4"
"Yes, every 3-4 weeks","2007","Employed","Urban Area","711","0.0978755238214231","0.0911635581717502","0.104587489471096","4"
"Yes, every week","2007","Not Employed","Urban Area","20","","","","2"
"Yes, every week","2007","Not Employed","Rural Area","13","","","","2"
"Yes, every week","2007","Employed","Rural Area","590","0.155436654208383","0.143860246437374","0.167013061979393","2"
"Yes, every week","2007","Employed","Urban Area","1070","0.146234421171844","0.138253122402209","0.154215719941478","2"
"No, never","2008","Employed","Rural Area","","","","","1"
"No, never","2008","Not Employed","Urban Area","","","","","1"
"No, never","2008","Not Employed","Rural Area","","","","","1"
"No, never","2008","Employed","Urban Area","","","","","1"
"Rarely","2008","Employed","Rural Area","","","","","5"
"Rarely","2008","Not Employed","Urban Area","","","","","5"
"Rarely","2008","Not Employed","Rural Area","","","","","5"
"Rarely","2008","Employed","Urban Area","","","","","5"
"Yes, every 2 weeks","2008","Employed","Rural Area","","","","","3"
"Yes, every 2 weeks","2008","Not Employed","Urban Area","","","","","3"
"Yes, every 2 weeks","2008","Not Employed","Rural Area","","","","","3"
"Yes, every 2 weeks","2008","Employed","Urban Area","","","","","3"
"Yes, every 3-4 weeks","2008","Employed","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2008","Not Employed","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2008","Not Employed","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2008","Employed","Urban Area","","","","","4"
"Yes, every week","2008","Employed","Rural Area","","","","","2"
"Yes, every week","2008","Not Employed","Urban Area","","","","","2"
"Yes, every week","2008","Not Employed","Rural Area","","","","","2"
"Yes, every week","2008","Employed","Urban Area","","","","","2"
"No, never","2009","Employed","Rural Area","1133","0.320272515501707","0.304623753416441","0.335921277586973","1"
"No, never","2009","Employed","Urban Area","2484","0.370539862388203","0.358939333771997","0.382140391004408","1"
"No, never","2009","Not Employed","Urban Area","42","0.436003014311017","0.332395824978265","0.539610203643769","1"
"No, never","2009","Not Employed","Rural Area","22","","","","1"
"Rarely","2009","Employed","Rural Area","860","0.262094502408308","0.247344840493613","0.276844164323003","5"
"Rarely","2009","Not Employed","Urban Area","6","","","","5"
"Rarely","2009","Not Employed","Rural Area","7","","","","5"
"Rarely","2009","Employed","Urban Area","1715","0.248720355597168","0.238337120878842","0.259103590315495","5"
"Yes, every 2 weeks","2009","Employed","Rural Area","531","0.159645934502647","0.147361283544804","0.171930585460491","3"
"Yes, every 2 weeks","2009","Employed","Urban Area","907","0.145258872934864","0.13679508387104","0.153722661998688","3"
"Yes, every 2 weeks","2009","Not Employed","Urban Area","15","","","","3"
"Yes, every 2 weeks","2009","Not Employed","Rural Area","8","","","","3"
"Yes, every 3-4 weeks","2009","Employed","Rural Area","341","0.0944970533069436","0.0846861995048555","0.104307907109032","4"
"Yes, every 3-4 weeks","2009","Employed","Urban Area","561","0.0828370941898052","0.0762162729163333","0.0894579154632771","4"
"Yes, every 3-4 weeks","2009","Not Employed","Urban Area","10","","","","4"
"Yes, every 3-4 weeks","2009","Not Employed","Rural Area","2","","","","4"
"Yes, every week","2009","Employed","Rural Area","550","0.163489994280394","0.151086790006418","0.17589319855437","2"
"Yes, every week","2009","Not Employed","Urban Area","15","","","","2"
"Yes, every week","2009","Employed","Urban Area","991","0.15264381488996","0.144005106716177","0.161282523063743","2"
"Yes, every week","2009","Not Employed","Rural Area","11","","","","2"
"No, never","2010","Employed","Rural Area","504","0.338718005591419","0.315072899239718","0.36236311194312","1"
"No, never","2010","Employed","Urban Area","929","0.342728313957761","0.325037493394491","0.360419134521031","1"
"No, never","2010","Not Employed","Urban Area","54","0.431121249318562","0.343955309124851","0.518287189512274","1"
"No, never","2010","Not Employed","Rural Area","47","0.542550426933672","0.441839676445475","0.64326117742187","1"
"Rarely","2010","Employed","Rural Area","374","0.236153329054844","0.214934133644064","0.257372524465623","5"
"Rarely","2010","Employed","Urban Area","747","0.266150635935727","0.249677824070492","0.282623447800961","5"
"Rarely","2010","Not Employed","Urban Area","28","","","","5"
"Rarely","2010","Not Employed","Rural Area","14","","","","5"
"Yes, every 2 weeks","2010","Employed","Urban Area","462","0.167463743555168","0.153546202893673","0.181381284216663","3"
"Yes, every 2 weeks","2010","Employed","Rural Area","263","0.172390767555682","0.153519614102003","0.191261921009361","3"
"Yes, every 2 weeks","2010","Not Employed","Urban Area","15","","","","3"
"Yes, every 2 weeks","2010","Not Employed","Rural Area","19","","","","3"
"Yes, every 3-4 weeks","2010","Employed","Rural Area","154","0.100419275165714","0.0854031668300942","0.115435383501333","4"
"Yes, every 3-4 weeks","2010","Employed","Urban Area","261","0.0956463761774455","0.0846840195884145","0.106608732766477","4"
"Yes, every 3-4 weeks","2010","Not Employed","Urban Area","12","","","","4"
"Yes, every 3-4 weeks","2010","Not Employed","Rural Area","6","","","","4"
"Yes, every week","2010","Employed","Rural Area","244","0.152318622632341","0.134366260334723","0.17027098492996","2"
"Yes, every week","2010","Employed","Urban Area","366","0.128010930373899","0.1155577702954","0.140464090452398","2"
"Yes, every week","2010","Not Employed","Urban Area","15","","","","2"
"Yes, every week","2010","Not Employed","Rural Area","8","","","","2"
"No, never","2011","Employed","Rural Area","2033","0.347971191026785","0.335707352939955","0.360235029113615","1"
"No, never","2011","Employed","Urban Area","4052","0.377480526114712","0.368225617485175","0.386735434744249","1"
"No, never","2011","Not Employed","Rural Area","77","0.458335680020093","0.380396611174884","0.536274748865302","1"
"No, never","2011","Not Employed","Urban Area","157","0.627717274585127","0.569841185485695","0.685593363684558","1"
"Rarely","2011","Employed","Rural Area","1327","0.245273907237682","0.234196408019265","0.256351406456098","5"
"Rarely","2011","Employed","Urban Area","2452","0.231357984414899","0.223306931242442","0.239409037587355","5"
"Rarely","2011","Not Employed","Urban Area","29","","","","5"
"Rarely","2011","Not Employed","Rural Area","17","","","","5"
"Yes, every 2 weeks","2011","Employed","Rural Area","1015","0.168770382864154","0.159126987041836","0.178413778686472","3"
"Yes, every 2 weeks","2011","Employed","Urban Area","1548","0.14931665012673","0.14251230279814","0.156120997455319","3"
"Yes, every 2 weeks","2011","Not Employed","Rural Area","26","","","","3"
"Yes, every 2 weeks","2011","Not Employed","Urban Area","33","0.140604753907164","0.0989871406774414","0.182222367136886","3"
"Yes, every 3-4 weeks","2011","Employed","Rural Area","574","0.0998740824045436","0.0921544004989941","0.107593764310093","4"
"Yes, every 3-4 weeks","2011","Employed","Urban Area","951","0.0876278666576632","0.0822295853248396","0.0930261479904868","4"
"Yes, every 3-4 weeks","2011","Not Employed","Rural Area","12","","","","4"
"Yes, every 3-4 weeks","2011","Not Employed","Urban Area","16","","","","4"
"Yes, every week","2011","Employed","Rural Area","846","0.138110436466835","0.129227420745675","0.146993452187996","2"
"Yes, every week","2011","Employed","Urban Area","1536","0.154216972685997","0.147321818875994","0.161112126495999","2"
"Yes, every week","2011","Not Employed","Rural Area","25","","","","2"
"Yes, every week","2011","Not Employed","Urban Area","33","0.105187961578165","0.0684572262568771","0.141918696899453","2"
"No, never","2012","Employed","Rural Area","718","0.382470588329781","0.360348757261027","0.404592419398534","1"
"No, never","2012","Employed","Urban Area","1216","0.397850294231137","0.380550632469836","0.415149955992439","1"
"No, never","2012","Not Employed","Rural Area","56","0.598556089771774","0.49839038725758","0.698721792285969","1"
"No, never","2012","Not Employed","Urban Area","59","0.482846249469314","0.398552479589696","0.567140019348933","1"
"Rarely","2012","Employed","Rural Area","354","0.19071465605794","0.172831832220868","0.208597479895011","5"
"Rarely","2012","Employed","Urban Area","650","0.203287445695977","0.189063121540389","0.217511769851566","5"
"Rarely","2012","Not Employed","Rural Area","6","","","","5"
"Rarely","2012","Not Employed","Urban Area","21","","","","5"
"Yes, every 2 weeks","2012","Employed","Rural Area","329","0.184141415427821","0.166498253971497","0.201784576884146","3"
"Yes, every 2 weeks","2012","Not Employed","Rural Area","11","","","","3"
"Yes, every 2 weeks","2012","Employed","Urban Area","497","0.170489532585977","0.157197685806439","0.183781379365515","3"
"Yes, every 2 weeks","2012","Not Employed","Urban Area","23","","","","3"
"Yes, every 3-4 weeks","2012","Employed","Rural Area","172","0.0886930539402022","0.0757519784411617","0.101634129439243","4"
"Yes, every 3-4 weeks","2012","Employed","Urban Area","282","0.0955558714470375","0.0851651646154188","0.105946578278656","4"
"Yes, every 3-4 weeks","2012","Not Employed","Rural Area","6","","","","4"
"Yes, every 3-4 weeks","2012","Not Employed","Urban Area","11","","","","4"
"Yes, every week","2012","Employed","Rural Area","281","0.153980286244257","0.137551100906277","0.170409471582237","2"
"Yes, every week","2012","Employed","Urban Area","430","0.13281685603987","0.12082165468391","0.144812057395831","2"
"Yes, every week","2012","Not Employed","Rural Area","13","","","","2"
"Yes, every week","2012","Not Employed","Urban Area","21","","","","2"
"No, never","2013","Employed","Urban Area","3871","0.373546593820025","0.363948511687879","0.383144675952171","1"
"No, never","2013","Employed","Rural Area","1951","0.355077668393542","0.342318986535863","0.367836350251222","1"
"No, never","2013","Not Employed","Rural Area","52","0.436575895974809","0.349631684541202","0.523520107408417","1"
"No, never","2013","Not Employed","Urban Area","128","0.411255467622686","0.351213139442401","0.471297795802971","1"
"Rarely","2013","Employed","Rural Area","1271","0.237497467750121","0.226151525787249","0.248843409712992","5"
"Rarely","2013","Employed","Urban Area","2327","0.254397663357213","0.245756387422492","0.263038939291935","5"
"Rarely","2013","Not Employed","Rural Area","23","","","","5"
"Rarely","2013","Not Employed","Urban Area","46","0.233583809694148","0.181955020267132","0.285212599121164","5"
"Yes, every 2 weeks","2013","Employed","Rural Area","940","0.186314330664565","0.175933266275396","0.196695395053735","3"
"Yes, every 2 weeks","2013","Employed","Urban Area","1422","0.14182342811598","0.134901453527239","0.148745402704721","3"
"Yes, every 2 weeks","2013","Not Employed","Rural Area","18","","","","3"
"Yes, every 2 weeks","2013","Not Employed","Urban Area","37","0.117969818696653","0.0786088827250526","0.157330754668253","3"
"Yes, every 3-4 weeks","2013","Employed","Rural Area","498","0.0843699092292709","0.0769594650517785","0.0917803534067634","4"
"Yes, every 3-4 weeks","2013","Employed","Urban Area","834","0.0946091212043102","0.0888021155909497","0.100416126817671","4"
"Yes, every 3-4 weeks","2013","Not Employed","Rural Area","8","","","","4"
"Yes, every 3-4 weeks","2013","Not Employed","Urban Area","20","","","","4"
"Yes, every week","2013","Employed","Rural Area","744","0.1367406239625","0.127580320704843","0.145900927220158","2"
"Yes, every week","2013","Employed","Urban Area","1304","0.135623193502472","0.128829808628531","0.142416578376413","2"
"Yes, every week","2013","Not Employed","Rural Area","24","","","","2"
"Yes, every week","2013","Not Employed","Urban Area","27","","","","2"
"No, never","2014","Employed","Urban Area","","","","","1"
"No, never","2014","Employed","Rural Area","","","","","1"
"No, never","2014","Not Employed","Rural Area","","","","","1"
"No, never","2014","Not Employed","Urban Area","","","","","1"
"Rarely","2014","Employed","Urban Area","","","","","5"
"Rarely","2014","Employed","Rural Area","","","","","5"
"Rarely","2014","Not Employed","Rural Area","","","","","5"
"Rarely","2014","Not Employed","Urban Area","","","","","5"
"Yes, every 2 weeks","2014","Employed","Urban Area","","","","","3"
"Yes, every 2 weeks","2014","Employed","Rural Area","","","","","3"
"Yes, every 2 weeks","2014","Not Employed","Urban Area","","","","","3"
"Yes, every 2 weeks","2014","Not Employed","Rural Area","","","","","3"
"Yes, every 3-4 weeks","2014","Employed","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2014","Employed","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2014","Not Employed","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2014","Not Employed","Urban Area","","","","","4"
"Yes, every week","2014","Employed","Urban Area","","","","","2"
"Yes, every week","2014","Employed","Rural Area","","","","","2"
"Yes, every week","2014","Not Employed","Rural Area","","","","","2"
"Yes, every week","2014","Not Employed","Urban Area","","","","","2"
"No, never","2015","Not Employed","Rural Area","56","0.499390602613024","0.412431327205251","0.586349878020797","1"
"No, never","2015","Employed","Urban Area","3917","0.38502851239667","0.375386586152028","0.394670438641311","1"
"No, never","2015","Employed","Rural Area","1969","0.366124840018199","0.352991920313337","0.37925775972306","1"
"No, never","2015","Not Employed","Urban Area","114","0.519284478500032","0.455941878770292","0.582627078229772","1"
"Rarely","2015","Employed","Urban Area","2256","0.237608876963727","0.229175332959913","0.246042420967541","5"
"Rarely","2015","Employed","Rural Area","1207","0.239021350483757","0.227394839428007","0.250647861539508","5"
"Rarely","2015","Not Employed","Rural Area","18","","","","5"
"Rarely","2015","Not Employed","Urban Area","34","0.123831674288317","0.0820718379932231","0.16559151058341","5"
"Yes, every 2 weeks","2015","Employed","Urban Area","1443","0.153663680780648","0.146517944665493","0.160809416895803","3"
"Yes, every 2 weeks","2015","Employed","Rural Area","861","0.173765185793067","0.163435717790304","0.184094653795831","3"
"Yes, every 2 weeks","2015","Not Employed","Rural Area","17","","","","3"
"Yes, every 2 weeks","2015","Not Employed","Urban Area","44","0.145475767842222","0.100775856579422","0.190175679105021","3"
"Yes, every 3-4 weeks","2015","Employed","Urban Area","831","0.0888112065006019","0.0831744673328802","0.0944479456683236","4"
"Yes, every 3-4 weeks","2015","Not Employed","Rural Area","10","","","","4"
"Yes, every 3-4 weeks","2015","Employed","Rural Area","453","0.0835163116748555","0.0759742019216715","0.0910584214280395","4"
"Yes, every 3-4 weeks","2015","Not Employed","Urban Area","15","","","","4"
"Yes, every week","2015","Employed","Urban Area","1337","0.134887723358353","0.128118913432836","0.14165653328387","2"
"Yes, every week","2015","Employed","Rural Area","679","0.137572312030121","0.128182180222059","0.146962443838183","2"
"Yes, every week","2015","Not Employed","Rural Area","26","","","","2"
"Yes, every week","2015","Not Employed","Urban Area","32","0.157107087830285","0.110971800391875","0.203242375268694","2"
"No, never","2016","Not Employed","Rural Area","","","","","1"
"No, never","2016","Employed","Urban Area","","","","","1"
"No, never","2016","Employed","Rural Area","","","","","1"
"No, never","2016","Not Employed","Urban Area","","","","","1"
"Rarely","2016","Not Employed","Rural Area","","","","","5"
"Rarely","2016","Employed","Urban Area","","","","","5"
"Rarely","2016","Employed","Rural Area","","","","","5"
"Rarely","2016","Not Employed","Urban Area","","","","","5"
"Yes, every 2 weeks","2016","Not Employed","Rural Area","","","","","3"
"Yes, every 2 weeks","2016","Employed","Urban Area","","","","","3"
"Yes, every 2 weeks","2016","Employed","Rural Area","","","","","3"
"Yes, every 2 weeks","2016","Not Employed","Urban Area","","","","","3"
"Yes, every 3-4 weeks","2016","Not Employed","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2016","Employed","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2016","Employed","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2016","Not Employed","Urban Area","","","","","4"
"Yes, every week","2016","Not Employed","Rural Area","","","","","2"
"Yes, every week","2016","Employed","Urban Area","","","","","2"
"Yes, every week","2016","Employed","Rural Area","","","","","2"
"Yes, every week","2016","Not Employed","Urban Area","","","","","2"
"No, never","2017","Not Employed","Urban Area","154","0.612223896950713","0.55322510692593","0.671222686975496","1"
"No, never","2017","Not Employed","Rural Area","79","0.626296689192142","0.544384369964547","0.708209008419737","1"
"No, never","2017","Employed","Urban Area","4562","0.423903136886361","0.414507551988756","0.433298721783966","1"
"No, never","2017","Employed","Rural Area","2364","0.396614791991936","0.384015298344568","0.409214285639304","1"
"Rarely","2017","Not Employed","Rural Area","11","","","","5"
"Rarely","2017","Employed","Urban Area","2146","0.211651966558369","0.203885689154518","0.219418243962221","5"
"Rarely","2017","Employed","Rural Area","1084","0.20899207732578","0.198520149589181","0.219464005062378","5"
"Rarely","2017","Not Employed","Urban Area","23","","","","5"
"Yes, every 2 weeks","2017","Not Employed","Rural Area","16","","","","3"
"Yes, every 2 weeks","2017","Employed","Urban Area","1498","0.143618159983662","0.136950381634654","0.150285938332669","3"
"Yes, every 2 weeks","2017","Employed","Rural Area","972","0.160880314664405","0.15141718661298","0.170343442715831","3"
"Yes, every 2 weeks","2017","Not Employed","Urban Area","27","","","","3"
"Yes, every 3-4 weeks","2017","Not Employed","Rural Area","15","","","","4"
"Yes, every 3-4 weeks","2017","Not Employed","Urban Area","21","","","","4"
"Yes, every 3-4 weeks","2017","Employed","Urban Area","989","0.0893280238747514","0.0839052986329522","0.0947507491165507","4"
"Yes, every 3-4 weeks","2017","Employed","Rural Area","590","0.094341885007506","0.0868134323320655","0.101870337682946","4"
"Yes, every week","2017","Not Employed","Rural Area","13","","","","2"
"Yes, every week","2017","Employed","Urban Area","1432","0.131498712696856","0.125073481865496","0.137923943528217","2"
"Yes, every week","2017","Employed","Rural Area","781","0.139170931010373","0.130256286348325","0.14808557567242","2"
"Yes, every week","2017","Not Employed","Urban Area","37","0.139826166783037","0.0978324045569414","0.181819929009132","2"
"No, never","2018","Not Employed","Urban Area","","","","","1"
"No, never","2018","Not Employed","Rural Area","","","","","1"
"No, never","2018","Employed","Urban Area","","","","","1"
"No, never","2018","Employed","Rural Area","","","","","1"
"Rarely","2018","Not Employed","Urban Area","","","","","5"
"Rarely","2018","Not Employed","Rural Area","","","","","5"
"Rarely","2018","Employed","Urban Area","","","","","5"
"Rarely","2018","Employed","Rural Area","","","","","5"
"Yes, every 2 weeks","2018","Employed","Urban Area","","","","","3"
"Yes, every 2 weeks","2018","Not Employed","Urban Area","","","","","3"
"Yes, every 2 weeks","2018","Not Employed","Rural Area","","","","","3"
"Yes, every 2 weeks","2018","Employed","Rural Area","","","","","3"
"Yes, every 3-4 weeks","2018","Not Employed","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2018","Not Employed","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2018","Employed","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2018","Employed","Rural Area","","","","","4"
"Yes, every week","2018","Not Employed","Urban Area","","","","","2"
"Yes, every week","2018","Not Employed","Rural Area","","","","","2"
"Yes, every week","2018","Employed","Urban Area","","","","","2"
"Yes, every week","2018","Employed","Rural Area","","","","","2"
"No, never","2019","Not Employed","Rural Area","107","0.455626786668571","0.394500079894496","0.516753493442646","1"
"No, never","2019","Employed","Urban Area","4157","0.445407034692642","0.435560373131377","0.455253696253907","1"
"No, never","2019","Employed","Rural Area","2195","0.397944915172369","0.384956968270788","0.41093286207395","1"
"No, never","2019","Not Employed","Urban Area","161","0.3285437546179","0.282800606912849","0.374286902322952","1"
"Rarely","2019","Not Employed","Urban Area","70","0.212081718570193","0.172269829528712","0.251893607611674","5"
"Rarely","2019","Not Employed","Rural Area","44","0.217896218785259","0.167228069608682","0.268564367961835","5"
"Rarely","2019","Employed","Urban Area","2064","0.215431020764594","0.207285985239534","0.223576056289655","5"
"Rarely","2019","Employed","Rural Area","1070","0.206454660320946","0.195714540457246","0.217194780184647","5"
"Yes, every 2 weeks","2019","Not Employed","Urban Area","58","0.191315782605885","0.153008136875736","0.229623428336035","3"
"Yes, every 2 weeks","2019","Not Employed","Rural Area","31","0.0712720320518303","0.0396942346881977","0.102849829415463","3"
"Yes, every 2 weeks","2019","Employed","Urban Area","1352","0.13761483149459","0.130789770175435","0.144439892813745","3"
"Yes, every 2 weeks","2019","Employed","Rural Area","886","0.161898524854356","0.152124337519926","0.171672712188786","3"
"Yes, every 3-4 weeks","2019","Not Employed","Urban Area","45","0.113751632618236","0.0828289528631594","0.144674312373312","4"
"Yes, every 3-4 weeks","2019","Not Employed","Rural Area","25","","","","4"
"Yes, every 3-4 weeks","2019","Employed","Urban Area","823","0.0807198928892301","0.0753230780691405","0.0861167077093198","4"
"Yes, every 3-4 weeks","2019","Employed","Rural Area","518","0.097804334383393","0.0899222636254109","0.105686405141375","4"
"Yes, every week","2019","Not Employed","Urban Area","71","0.154307111587786","0.119125162997082","0.18948906017849","2"
"Yes, every week","2019","Not Employed","Rural Area","48","0.170526364227949","0.124365379956056","0.216687348499842","2"
"Yes, every week","2019","Employed","Urban Area","1391","0.120827220158943","0.114370041459035","0.127284398858852","2"
"Yes, every week","2019","Employed","Rural Area","787","0.135897565268936","0.12680472917538","0.144990401362492","2"
