"plb0218","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2006","college entrance qualification","Male","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","Female","","","",""
"Yes, every 2 weeks","2006","Other degree","Male","","","",""
"Yes, every 2 weeks","2006","Other degree","Female","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","Male","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","Female","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","Male","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","Female","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","Male","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","Female","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","Male","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","Female","","","",""
"Yes, every 3-4 weeks","2006","Other degree","Male","","","",""
"Yes, every 3-4 weeks","2006","Other degree","Female","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","Male","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","Female","","","",""
"Rarely","2006","lower secondary degree","Male","","","",""
"Rarely","2006","lower secondary degree","Female","","","",""
"Rarely","2006","secondary school degree","Male","","","",""
"Rarely","2006","secondary school degree","Female","","","",""
"Rarely","2006","college entrance qualification","Male","","","",""
"Rarely","2006","college entrance qualification","Female","","","",""
"Rarely","2006","Other degree","Male","","","",""
"Rarely","2006","Other degree","Female","","","",""
"Rarely","2006","no degree/no degree yet","Male","","","",""
"Rarely","2006","no degree/no degree yet","Female","","","",""
"No, never","2007","lower secondary degree","Male","527","0.311627019901441","0.289519054985649","0.333734984817233"
"No, never","2007","lower secondary degree","Female","478","0.428703355628401","0.399797343950498","0.457609367306304"
"No, never","2007","secondary school degree","Male","498","0.253738781630462","0.234172416573501","0.273305146687423"
"No, never","2007","secondary school degree","Female","957","0.422497514709031","0.401666509691349","0.443328519726713"
"No, never","2007","college entrance qualification","Male","583","0.290419542312207","0.270578896826561","0.310260187797853"
"No, never","2007","college entrance qualification","Female","739","0.410101688280461","0.386931267952189","0.433272108608733"
"No, never","2007","Other degree","Male","105","0.418374077279865","0.359965440441091","0.47678271411864"
"No, never","2007","Other degree","Female","111","0.420837203554124","0.359882782334691","0.481791624773557"
"No, never","2007","no degree/no degree yet","Male","11","","",""
"No, never","2007","no degree/no degree yet","Female","21","","",""
"Yes, every week","2007","lower secondary degree","Male","269","0.15818593476383","0.140767411721852","0.175604457805808"
"Yes, every week","2007","lower secondary degree","Female","208","0.192127299928654","0.169115801372425","0.215138798484883"
"Yes, every week","2007","secondary school degree","Male","276","0.141411782691574","0.125744035647404","0.157079529735745"
"Yes, every week","2007","secondary school degree","Female","263","0.13299933597714","0.118678918899944","0.147319753054336"
"Yes, every week","2007","college entrance qualification","Male","333","0.162088687778486","0.145981584783923","0.178195790773049"
"Yes, every week","2007","college entrance qualification","Female","225","0.131212254060489","0.115306890574617","0.147117617546362"
"Yes, every week","2007","Other degree","Male","41","0.112104276061901","0.0747478877571356","0.149460664366667"
"Yes, every week","2007","Other degree","Female","27","","",""
"Yes, every week","2007","no degree/no degree yet","Male","12","","",""
"Yes, every week","2007","no degree/no degree yet","Female","10","","",""
"Yes, every 2 weeks","2007","lower secondary degree","Male","240","0.140191717110157","0.12361947399743","0.156763960222884"
"Yes, every 2 weeks","2007","lower secondary degree","Female","199","0.179893616318006","0.15745883357888","0.202328399057132"
"Yes, every 2 weeks","2007","secondary school degree","Male","320","0.193175167933944","0.175423606167811","0.210926729700077"
"Yes, every 2 weeks","2007","secondary school degree","Female","381","0.171271345713353","0.155383326799301","0.187159364627404"
"Yes, every 2 weeks","2007","college entrance qualification","Male","234","0.13203929166051","0.117243313506058","0.146835269814961"
"Yes, every 2 weeks","2007","college entrance qualification","Female","172","0.105457149494268","0.0909881618530121","0.119926137135525"
"Yes, every 2 weeks","2007","Other degree","Male","47","0.171775481266652","0.127114584604872","0.216436377928431"
"Yes, every 2 weeks","2007","Other degree","Female","48","0.219135134226101","0.168062087163225","0.270208181288977"
"Yes, every 2 weeks","2007","no degree/no degree yet","Male","7","","",""
"Yes, every 2 weeks","2007","no degree/no degree yet","Female","10","","",""
"Yes, every 3-4 weeks","2007","lower secondary degree","Male","196","0.110244274662811","0.0952945661919545","0.125193983133667"
"Yes, every 3-4 weeks","2007","lower secondary degree","Female","73","0.0605613361818145","0.0466294205721176","0.0744932517915113"
"Yes, every 3-4 weeks","2007","secondary school degree","Male","224","0.131303294327622","0.116117301548375","0.146489287106869"
"Yes, every 3-4 weeks","2007","secondary school degree","Female","178","0.09101372790131","0.0788839365831429","0.103143519219477"
"Yes, every 3-4 weeks","2007","college entrance qualification","Male","214","0.107415065060888","0.093881898408657","0.12094823171312"
"Yes, every 3-4 weeks","2007","college entrance qualification","Female","157","0.100575002668876","0.0864063987364737","0.114743606601278"
"Yes, every 3-4 weeks","2007","Other degree","Male","23","","",""
"Yes, every 3-4 weeks","2007","Other degree","Female","17","","",""
"Yes, every 3-4 weeks","2007","no degree/no degree yet","Male","10","","",""
"Yes, every 3-4 weeks","2007","no degree/no degree yet","Female","1","","",""
"Rarely","2007","lower secondary degree","Male","454","0.279751053561761","0.258324787814564","0.301177319308959"
"Rarely","2007","lower secondary degree","Female","168","0.138714391943124","0.118525464271452","0.158903319614795"
"Rarely","2007","secondary school degree","Male","582","0.280370973416398","0.260173727585519","0.300568219247277"
"Rarely","2007","secondary school degree","Female","381","0.182218075699166","0.165938776809823","0.198497374588509"
"Rarely","2007","college entrance qualification","Male","647","0.30803741318791","0.2878590889473","0.32821573742852"
"Rarely","2007","college entrance qualification","Female","438","0.252653905495905","0.232183641212917","0.273124169778893"
"Rarely","2007","Other degree","Male","58","0.219668287713775","0.170645712627574","0.268690862799975"
"Rarely","2007","Other degree","Female","49","0.204779134402877","0.154955597353603","0.25460267145215"
"Rarely","2007","no degree/no degree yet","Male","7","","",""
"Rarely","2007","no degree/no degree yet","Female","6","","",""
"No, never","2008","lower secondary degree","Male","","","",""
"No, never","2008","lower secondary degree","Female","","","",""
"No, never","2008","secondary school degree","Male","","","",""
"No, never","2008","secondary school degree","Female","","","",""
"No, never","2008","college entrance qualification","Male","","","",""
"No, never","2008","college entrance qualification","Female","","","",""
"No, never","2008","Other degree","Male","","","",""
"No, never","2008","Other degree","Female","","","",""
"No, never","2008","no degree/no degree yet","Male","","","",""
"No, never","2008","no degree/no degree yet","Female","","","",""
"Yes, every week","2008","lower secondary degree","Male","","","",""
"Yes, every week","2008","lower secondary degree","Female","","","",""
"Yes, every week","2008","secondary school degree","Male","","","",""
"Yes, every week","2008","secondary school degree","Female","","","",""
"Yes, every week","2008","college entrance qualification","Male","","","",""
"Yes, every week","2008","college entrance qualification","Female","","","",""
"Yes, every week","2008","Other degree","Male","","","",""
"Yes, every week","2008","Other degree","Female","","","",""
"Yes, every week","2008","no degree/no degree yet","Male","","","",""
"Yes, every week","2008","no degree/no degree yet","Female","","","",""
"Yes, every 2 weeks","2008","lower secondary degree","Male","","","",""
"Yes, every 2 weeks","2008","lower secondary degree","Female","","","",""
"Yes, every 2 weeks","2008","secondary school degree","Male","","","",""
"Yes, every 2 weeks","2008","secondary school degree","Female","","","",""
"Yes, every 2 weeks","2008","college entrance qualification","Male","","","",""
"Yes, every 2 weeks","2008","college entrance qualification","Female","","","",""
"Yes, every 2 weeks","2008","Other degree","Male","","","",""
"Yes, every 2 weeks","2008","Other degree","Female","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","Male","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","Female","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","Male","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","Female","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","Male","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","Female","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","Male","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","Female","","","",""
"Yes, every 3-4 weeks","2008","Other degree","Male","","","",""
"Yes, every 3-4 weeks","2008","Other degree","Female","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","Male","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","Female","","","",""
"Rarely","2008","lower secondary degree","Male","","","",""
"Rarely","2008","lower secondary degree","Female","","","",""
"Rarely","2008","secondary school degree","Male","","","",""
"Rarely","2008","secondary school degree","Female","","","",""
"Rarely","2008","college entrance qualification","Male","","","",""
"Rarely","2008","college entrance qualification","Female","","","",""
"Rarely","2008","Other degree","Male","","","",""
"Rarely","2008","Other degree","Female","","","",""
"Rarely","2008","no degree/no degree yet","Male","","","",""
"Rarely","2008","no degree/no degree yet","Female","","","",""
"No, never","2009","lower secondary degree","Male","451","0.301476463230601","0.277464012681562","0.32548891377964"
"No, never","2009","lower secondary degree","Female","408","0.421981802333085","0.390805314304887","0.453158290361283"
"No, never","2009","secondary school degree","Male","448","0.266636226488297","0.245490979910808","0.287781473065786"
"No, never","2009","secondary school degree","Female","882","0.436537986188836","0.41476400800011","0.458311964377561"
"No, never","2009","college entrance qualification","Male","506","0.2977943646391","0.276430385271912","0.319158344006289"
"No, never","2009","college entrance qualification","Female","663","0.416461115236431","0.392410928363877","0.440511302108986"
"No, never","2009","Other degree","Male","83","0.370507842306505","0.304398166886182","0.436617517726827"
"No, never","2009","Other degree","Female","100","0.47000833653472","0.403449071887728","0.536567601181711"
"No, never","2009","no degree/no degree yet","Male","19","","",""
"No, never","2009","no degree/no degree yet","Female","10","","",""
"Yes, every week","2009","lower secondary degree","Male","212","0.153753745963294","0.1348790272614","0.172628464665189"
"Yes, every week","2009","lower secondary degree","Female","171","0.193026381601418","0.168112145406636","0.2179406177962"
"Yes, every week","2009","secondary school degree","Male","251","0.143870814599988","0.127088592952341","0.160653036247634"
"Yes, every week","2009","secondary school degree","Female","237","0.122589114650313","0.10819046034397","0.136987768956655"
"Yes, every week","2009","college entrance qualification","Male","306","0.164534661458282","0.14721319423082","0.181856128685744"
"Yes, every week","2009","college entrance qualification","Female","241","0.137176104939888","0.120392059704143","0.153960150175634"
"Yes, every week","2009","Other degree","Male","38","0.219658104945951","0.162983664793032","0.276332545098871"
"Yes, every week","2009","Other degree","Female","34","0.159949314410499","0.111065492617794","0.208833136203203"
"Yes, every week","2009","no degree/no degree yet","Male","18","","",""
"Yes, every week","2009","no degree/no degree yet","Female","14","","",""
"Yes, every 2 weeks","2009","lower secondary degree","Male","187","0.14841812820409","0.129815430258086","0.167020826150094"
"Yes, every 2 weeks","2009","lower secondary degree","Female","182","0.182769747356562","0.158372886604183","0.207166608108942"
"Yes, every 2 weeks","2009","secondary school degree","Male","239","0.143719946461786","0.126945048493098","0.160494844430474"
"Yes, every 2 weeks","2009","secondary school degree","Female","358","0.192956828803397","0.175631842429625","0.210281815177168"
"Yes, every 2 weeks","2009","college entrance qualification","Male","197","0.118956270717192","0.103831661594394","0.134080879839991"
"Yes, every 2 weeks","2009","college entrance qualification","Female","168","0.103642210128462","0.0887724022569557","0.118512017999968"
"Yes, every 2 weeks","2009","Other degree","Male","25","","",""
"Yes, every 2 weeks","2009","Other degree","Female","41","0.222971445657804","0.16746232729834","0.278480564017267"
"Yes, every 2 weeks","2009","no degree/no degree yet","Male","5","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","Female","8","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","Male","149","0.103728890402322","0.0877741838646804","0.119683596939964"
"Yes, every 3-4 weeks","2009","lower secondary degree","Female","56","0.0552615546546278","0.0408378467839014","0.0696852625253542"
"Yes, every 3-4 weeks","2009","secondary school degree","Male","190","0.110573023083452","0.0955771004639464","0.125568945702958"
"Yes, every 3-4 weeks","2009","secondary school degree","Female","159","0.0747367478980692","0.0631917410019454","0.086281754794193"
"Yes, every 3-4 weeks","2009","college entrance qualification","Male","179","0.097360404369849","0.0835107118416933","0.111210096898005"
"Yes, every 3-4 weeks","2009","college entrance qualification","Female","127","0.0785532220114292","0.0654277945760164","0.091678649446842"
"Yes, every 3-4 weeks","2009","Other degree","Male","17","","",""
"Yes, every 3-4 weeks","2009","Other degree","Female","13","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","Male","4","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","Female","1","","",""
"Rarely","2009","lower secondary degree","Male","404","0.292622772199692","0.268816091176985","0.3164294532224"
"Rarely","2009","lower secondary degree","Female","147","0.146960514054307","0.124609641997689","0.169311386110924"
"Rarely","2009","secondary school degree","Male","552","0.335199989366477","0.312626902278557","0.357773076454396"
"Rarely","2009","secondary school degree","Female","357","0.173179322459386","0.156566320192256","0.189792324726516"
"Rarely","2009","college entrance qualification","Male","572","0.321354298815576","0.299536779692676","0.343171817938476"
"Rarely","2009","college entrance qualification","Female","415","0.26416734768379","0.242658090049303","0.285676605318276"
"Rarely","2009","Other degree","Male","42","0.135629389651563","0.0887590543768162","0.182499724926309"
"Rarely","2009","Other degree","Female","28","","",""
"Rarely","2009","no degree/no degree yet","Male","9","","",""
"Rarely","2009","no degree/no degree yet","Female","5","","",""
"No, never","2010","lower secondary degree","Male","159","0.269121384230426","0.233395419157609","0.304847349303242"
"No, never","2010","lower secondary degree","Female","107","0.350387787954402","0.295759718638061","0.405015857270743"
"No, never","2010","secondary school degree","Male","166","0.275134440887341","0.242354773852687","0.307914107921994"
"No, never","2010","secondary school degree","Female","373","0.433084352869523","0.400063711395623","0.466104994343423"
"No, never","2010","college entrance qualification","Male","223","0.308351269509886","0.276086661932827","0.340615877086946"
"No, never","2010","college entrance qualification","Female","316","0.453192611684074","0.416653168613207","0.489732054754942"
"No, never","2010","Other degree","Male","88","0.307681379240542","0.255628083408373","0.359734675072711"
"No, never","2010","Other degree","Female","56","0.377656543294265","0.29763588765018","0.45767719893835"
"No, never","2010","no degree/no degree yet","Male","21","","",""
"No, never","2010","no degree/no degree yet","Female","13","","",""
"Yes, every week","2010","lower secondary degree","Male","85","0.128168826615036","0.101241413163141","0.15509624006693"
"Yes, every week","2010","lower secondary degree","Female","68","0.204480715002195","0.158299451112827","0.250661978891564"
"Yes, every week","2010","secondary school degree","Male","100","0.138334599220562","0.112992764067436","0.163676434373687"
"Yes, every week","2010","secondary school degree","Female","120","0.140487818976307","0.11733065396177","0.163644983990844"
"Yes, every week","2010","college entrance qualification","Male","102","0.116717804114296","0.0942852348557856","0.139150373372806"
"Yes, every week","2010","college entrance qualification","Female","83","0.10777034476812","0.085009347369767","0.130531342166473"
"Yes, every week","2010","Other degree","Male","40","0.112908683769931","0.0772149108944362","0.148602456645426"
"Yes, every week","2010","Other degree","Female","19","","",""
"Yes, every week","2010","no degree/no degree yet","Male","10","","",""
"Yes, every week","2010","no degree/no degree yet","Female","4","","",""
"Yes, every 2 weeks","2010","lower secondary degree","Male","87","0.138385826079104","0.110570160244574","0.166201491913635"
"Yes, every 2 weeks","2010","lower secondary degree","Female","64","0.247826387111864","0.198389957171086","0.297262817052641"
"Yes, every 2 weeks","2010","secondary school degree","Male","123","0.164694057916955","0.137469234179408","0.191918881654502"
"Yes, every 2 weeks","2010","secondary school degree","Female","167","0.191769464681564","0.165533478566725","0.218005450796403"
"Yes, every 2 weeks","2010","college entrance qualification","Male","117","0.150808273755514","0.12580619111718","0.175810356393849"
"Yes, every 2 weeks","2010","college entrance qualification","Female","107","0.147967580014735","0.121905164070194","0.174029995959276"
"Yes, every 2 weeks","2010","Other degree","Male","53","0.180343327598302","0.136981193493743","0.22370546170286"
"Yes, every 2 weeks","2010","Other degree","Female","24","","",""
"Yes, every 2 weeks","2010","no degree/no degree yet","Male","13","","",""
"Yes, every 2 weeks","2010","no degree/no degree yet","Female","2","","",""
"Yes, every 3-4 weeks","2010","lower secondary degree","Male","75","0.141592308966377","0.113508638416906","0.169675979515847"
"Yes, every 3-4 weeks","2010","lower secondary degree","Female","16","","",""
"Yes, every 3-4 weeks","2010","secondary school degree","Male","86","0.116446481669289","0.092902335680382","0.139990627658196"
"Yes, every 3-4 weeks","2010","secondary school degree","Female","66","0.0787695857278637","0.0608179737756036","0.0967211976801237"
"Yes, every 3-4 weeks","2010","college entrance qualification","Male","72","0.0796439184569106","0.0607285425032405","0.0985592944105808"
"Yes, every 3-4 weeks","2010","college entrance qualification","Female","56","0.0753230998400659","0.0559516367847817","0.09469456289535"
"Yes, every 3-4 weeks","2010","Other degree","Male","38","0.130459598417411","0.0924732523082735","0.168445944526549"
"Yes, every 3-4 weeks","2010","Other degree","Female","10","","",""
"Yes, every 3-4 weeks","2010","no degree/no degree yet","Male","10","","",""
"Yes, every 3-4 weeks","2010","no degree/no degree yet","Female","3","","",""
"Rarely","2010","lower secondary degree","Male","186","0.322731654109057","0.285070952319201","0.360392355898913"
"Rarely","2010","lower secondary degree","Female","38","0.130162151143632","0.0916342110424332","0.168690091244832"
"Rarely","2010","secondary school degree","Male","238","0.305390420305854","0.271583826520393","0.339197014091315"
"Rarely","2010","secondary school degree","Female","139","0.155888777744742","0.131714845510362","0.180062709979122"
"Rarely","2010","college entrance qualification","Male","273","0.344478734163393","0.31127894499545","0.377678523331336"
"Rarely","2010","college entrance qualification","Female","151","0.215746363693005","0.185553567258315","0.245939160127695"
"Rarely","2010","Other degree","Male","83","0.268607010973814","0.218617523041442","0.318596498906186"
"Rarely","2010","Other degree","Female","32","0.249794887321799","0.178341912094182","0.321247862549416"
"Rarely","2010","no degree/no degree yet","Male","11","","",""
"Rarely","2010","no degree/no degree yet","Female","6","","",""
"No, never","2011","lower secondary degree","Male","692","0.344381552772494","0.3237973196347","0.364965785910288"
"No, never","2011","lower secondary degree","Female","605","0.431731920141243","0.406122283435374","0.457341556847112"
"No, never","2011","secondary school degree","Male","721","0.283816634693591","0.266399574307501","0.301233695079681"
"No, never","2011","secondary school degree","Female","1547","0.46092528293857","0.444103203956751","0.47774736192039"
"No, never","2011","college entrance qualification","Male","850","0.292518809642158","0.27561728684583","0.309420332438486"
"No, never","2011","college entrance qualification","Female","1253","0.443446069504592","0.425067956537805","0.461824182471379"
"No, never","2011","Other degree","Male","188","0.381898090371718","0.340805385010843","0.422990795732594"
"No, never","2011","Other degree","Female","197","0.385657108423201","0.340833679212816","0.430480537633586"
"No, never","2011","no degree/no degree yet","Male","38","0.31326917668564","0.234442290076225","0.392096063295055"
"No, never","2011","no degree/no degree yet","Female","36","0.411405425985026","0.3103009157825","0.512509936187551"
"Yes, every week","2011","lower secondary degree","Male","313","0.164211676763008","0.148162996038368","0.180260357487649"
"Yes, every week","2011","lower secondary degree","Female","277","0.201543775842955","0.180802763133966","0.222284788551943"
"Yes, every week","2011","secondary school degree","Male","361","0.121310797028516","0.10869800621858","0.133923587838453"
"Yes, every week","2011","secondary school degree","Female","394","0.119478118313749","0.108532150065354","0.130424086562143"
"Yes, every week","2011","college entrance qualification","Male","448","0.163370766568437","0.149635244244983","0.177106288891891"
"Yes, every week","2011","college entrance qualification","Female","379","0.143566821753342","0.130595009044617","0.156538634462068"
"Yes, every week","2011","Other degree","Male","73","0.109913153277308","0.0834585061144228","0.136367800440193"
"Yes, every week","2011","Other degree","Female","60","0.144843956530498","0.112434491352046","0.177253421708951"
"Yes, every week","2011","no degree/no degree yet","Male","26","","",""
"Yes, every week","2011","no degree/no degree yet","Female","25","","",""
"Yes, every 2 weeks","2011","lower secondary degree","Male","295","0.142473822245242","0.127331921299995","0.157615723190488"
"Yes, every 2 weeks","2011","lower secondary degree","Female","282","0.176270743065447","0.156569117075924","0.195972369054969"
"Yes, every 2 weeks","2011","secondary school degree","Male","412","0.162417556070363","0.148168893945569","0.176666218195156"
"Yes, every 2 weeks","2011","secondary school degree","Female","649","0.194637591932302","0.181276284436279","0.207998899428325"
"Yes, every 2 weeks","2011","college entrance qualification","Male","331","0.115520690020193","0.103644826057813","0.127396553982572"
"Yes, every 2 weeks","2011","college entrance qualification","Female","337","0.112328485726935","0.100647002800158","0.124009968653712"
"Yes, every 2 weeks","2011","Other degree","Male","89","0.167454659770789","0.135874558820258","0.19903476072132"
"Yes, every 2 weeks","2011","Other degree","Female","99","0.234865363043976","0.195828275549453","0.273902450538498"
"Yes, every 2 weeks","2011","no degree/no degree yet","Male","17","","",""
"Yes, every 2 weeks","2011","no degree/no degree yet","Female","17","","",""
"Yes, every 3-4 weeks","2011","lower secondary degree","Male","218","0.104098209737176","0.0908687837109734","0.117327635763379"
"Yes, every 3-4 weeks","2011","lower secondary degree","Female","103","0.0649044392550701","0.0521669184712216","0.0776419600389185"
"Yes, every 3-4 weeks","2011","secondary school degree","Male","297","0.108528970625169","0.0965126840072967","0.120545257243041"
"Yes, every 3-4 weeks","2011","secondary school degree","Female","266","0.0788568953030469","0.0697614637418898","0.087952326864204"
"Yes, every 3-4 weeks","2011","college entrance qualification","Male","268","0.0919584616200054","0.0812225186853291","0.102694404554682"
"Yes, every 3-4 weeks","2011","college entrance qualification","Female","233","0.0762355677254598","0.0664183974802771","0.0860527379706425"
"Yes, every 3-4 weeks","2011","Other degree","Male","62","0.131794649460951","0.10318443806037","0.160404860861532"
"Yes, every 3-4 weeks","2011","Other degree","Female","37","0.0984661099349776","0.0710293130004503","0.125902906869505"
"Yes, every 3-4 weeks","2011","no degree/no degree yet","Male","19","","",""
"Yes, every 3-4 weeks","2011","no degree/no degree yet","Female","4","","",""
"Rarely","2011","lower secondary degree","Male","529","0.24483473848208","0.226207576531035","0.263461900433124"
"Rarely","2011","lower secondary degree","Female","170","0.125549121695285","0.108417666469509","0.142680576921061"
"Rarely","2011","secondary school degree","Male","783","0.323926041582361","0.305847480723727","0.342004602440995"
"Rarely","2011","secondary school degree","Female","517","0.146102111512332","0.134182252008775","0.158021971015889"
"Rarely","2011","college entrance qualification","Male","886","0.336631272149207","0.319074437691763","0.35418810660665"
