"plb0218","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, every 3-4 weeks","2006","indirect migration background","inadequately","","","",""
"Yes, every 3-4 weeks","2006","indirect migration background","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","indirect migration background","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","indirect migration background","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","indirect migration background","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","indirect migration background","higher education","","","",""
"Rarely","2006","no migration background","in school","","","",""
"Rarely","2006","no migration background","inadequately","","","",""
"Rarely","2006","no migration background","general elemantary","","","",""
"Rarely","2006","no migration background","middle vocational","","","",""
"Rarely","2006","no migration background","vocational + Abi","","","",""
"Rarely","2006","no migration background","higher vocational","","","",""
"Rarely","2006","no migration background","higher education","","","",""
"Rarely","2006","direct migration background","in school","","","",""
"Rarely","2006","direct migration background","inadequately","","","",""
"Rarely","2006","direct migration background","general elemantary","","","",""
"Rarely","2006","direct migration background","middle vocational","","","",""
"Rarely","2006","direct migration background","vocational + Abi","","","",""
"Rarely","2006","direct migration background","higher vocational","","","",""
"Rarely","2006","direct migration background","higher education","","","",""
"Rarely","2006","indirect migration background","in school","","","",""
"Rarely","2006","indirect migration background","inadequately","","","",""
"Rarely","2006","indirect migration background","general elemantary","","","",""
"Rarely","2006","indirect migration background","middle vocational","","","",""
"Rarely","2006","indirect migration background","vocational + Abi","","","",""
"Rarely","2006","indirect migration background","higher vocational","","","",""
"Rarely","2006","indirect migration background","higher education","","","",""
"No, never","2007","no migration background","in school","6","","",""
"No, never","2007","no migration background","inadequately","19","","",""
"No, never","2007","no migration background","general elemantary","204","0.385680852552828","0.343227355829413","0.428134349276242"
"No, never","2007","no migration background","middle vocational","1812","0.35210240593877","0.33885956702762","0.36534524484992"
"No, never","2007","no migration background","vocational + Abi","255","0.392575245263278","0.35471308749808","0.430437403028477"
"No, never","2007","no migration background","higher vocational","270","0.272491846642771","0.243007485203382","0.30197620808216"
"No, never","2007","no migration background","higher education","874","0.297218935968753","0.28007168176006","0.314366190177447"
"No, never","2007","direct migration background","in school","1","","",""
"No, never","2007","direct migration background","inadequately","11","","",""
"No, never","2007","direct migration background","general elemantary","93","0.518718223605183","0.446128046040028","0.591308401170338"
"No, never","2007","direct migration background","middle vocational","163","0.388635331182794","0.342776335984493","0.434494326381095"
"No, never","2007","direct migration background","vocational + Abi","50","0.343796951622404","0.264262014878248","0.423331888366559"
"No, never","2007","direct migration background","higher vocational","27","","",""
"No, never","2007","direct migration background","higher education","81","0.365846222478749","0.302198432254164","0.429494012703334"
"No, never","2007","indirect migration background","in school","","","",""
"No, never","2007","indirect migration background","inadequately","3","","",""
"No, never","2007","indirect migration background","general elemantary","43","0.460014048030828","0.357045731032244","0.562982365029412"
"No, never","2007","indirect migration background","middle vocational","98","0.452110472215416","0.386933697583506","0.517287246847327"
"No, never","2007","indirect migration background","vocational + Abi","19","","",""
"No, never","2007","indirect migration background","higher vocational","9","","",""
"No, never","2007","indirect migration background","higher education","34","0.385483193229263","0.277471594032109","0.493494792426418"
"Yes, every week","2007","no migration background","in school","7","","",""
"Yes, every week","2007","no migration background","inadequately","2","","",""
"Yes, every week","2007","no migration background","general elemantary","91","0.203208525230392","0.168113488334757","0.238303562126026"
"Yes, every week","2007","no migration background","middle vocational","718","0.144671901631828","0.134918594935947","0.154425208327709"
"Yes, every week","2007","no migration background","vocational + Abi","68","0.100292563685168","0.0770018560692877","0.123583271301047"
"Yes, every week","2007","no migration background","higher vocational","146","0.167044122857836","0.142342662107649","0.191745583608024"
"Yes, every week","2007","no migration background","higher education","433","0.158824108861293","0.145110620405236","0.17253759731735"
"Yes, every week","2007","direct migration background","in school","","","",""
"Yes, every week","2007","direct migration background","inadequately","3","","",""
"Yes, every week","2007","direct migration background","general elemantary","22","","",""
"Yes, every week","2007","direct migration background","middle vocational","65","0.161919518881919","0.127262141796773","0.196576895967066"
"Yes, every week","2007","direct migration background","vocational + Abi","19","","",""
"Yes, every week","2007","direct migration background","higher vocational","4","","",""
"Yes, every week","2007","direct migration background","higher education","23","","",""
"Yes, every week","2007","indirect migration background","in school","3","","",""
"Yes, every week","2007","indirect migration background","inadequately","2","","",""
"Yes, every week","2007","indirect migration background","general elemantary","16","","",""
"Yes, every week","2007","indirect migration background","middle vocational","35","0.187013505631451","0.135950986922808","0.238076024340094"
"Yes, every week","2007","indirect migration background","vocational + Abi","5","","",""
"Yes, every week","2007","indirect migration background","higher vocational","4","","",""
"Yes, every week","2007","indirect migration background","higher education","10","","",""
"Yes, every 2 weeks","2007","no migration background","in school","6","","",""
"Yes, every 2 weeks","2007","no migration background","inadequately","3","","",""
"Yes, every 2 weeks","2007","no migration background","general elemantary","79","0.168353000435185","0.135718096027867","0.200987904842503"
"Yes, every 2 weeks","2007","no migration background","middle vocational","843","0.167687365514519","0.157329104969435","0.178045626059603"
"Yes, every 2 weeks","2007","no migration background","vocational + Abi","85","0.134949112238717","0.10845779789533","0.161440426582104"
"Yes, every 2 weeks","2007","no migration background","higher vocational","136","0.188382246769603","0.162488685026258","0.214275808512949"
"Yes, every 2 weeks","2007","no migration background","higher education","286","0.11977228116456","0.107590185544442","0.131954376784679"
"Yes, every 2 weeks","2007","direct migration background","in school","","","",""
"Yes, every 2 weeks","2007","direct migration background","inadequately","4","","",""
"Yes, every 2 weeks","2007","direct migration background","general elemantary","28","","",""
"Yes, every 2 weeks","2007","direct migration background","middle vocational","79","0.185207314366205","0.148659967572139","0.221754661160271"
"Yes, every 2 weeks","2007","direct migration background","vocational + Abi","28","","",""
"Yes, every 2 weeks","2007","direct migration background","higher vocational","18","","",""
"Yes, every 2 weeks","2007","direct migration background","higher education","28","","",""
"Yes, every 2 weeks","2007","indirect migration background","in school","","","",""
"Yes, every 2 weeks","2007","indirect migration background","inadequately","","","",""
"Yes, every 2 weeks","2007","indirect migration background","general elemantary","11","","",""
"Yes, every 2 weeks","2007","indirect migration background","middle vocational","24","","",""
"Yes, every 2 weeks","2007","indirect migration background","vocational + Abi","4","","",""
"Yes, every 2 weeks","2007","indirect migration background","higher vocational","6","","",""
"Yes, every 2 weeks","2007","indirect migration background","higher education","10","","",""
"Yes, every 3-4 weeks","2007","no migration background","in school","1","","",""
"Yes, every 3-4 weeks","2007","no migration background","inadequately","2","","",""
"Yes, every 3-4 weeks","2007","no migration background","general elemantary","42","0.0850998485303309","0.0607635992518962","0.109436097808766"
"Yes, every 3-4 weeks","2007","no migration background","middle vocational","490","0.109250696815832","0.100601350831515","0.117900042800149"
"Yes, every 3-4 weeks","2007","no migration background","vocational + Abi","62","0.0916163943027585","0.0692488192394219","0.113983969366095"
"Yes, every 3-4 weeks","2007","no migration background","higher vocational","84","0.0713609821276612","0.0543139056014774","0.0884080586538449"
"Yes, every 3-4 weeks","2007","no migration background","higher education","272","0.104433744016884","0.0929597238751271","0.11590776415864"
"Yes, every 3-4 weeks","2007","direct migration background","in school","","","",""
"Yes, every 3-4 weeks","2007","direct migration background","inadequately","6","","",""
"Yes, every 3-4 weeks","2007","direct migration background","general elemantary","15","","",""
"Yes, every 3-4 weeks","2007","direct migration background","middle vocational","34","0.0629950277840397","0.0401376024430261","0.0858524531250532"
"Yes, every 3-4 weeks","2007","direct migration background","vocational + Abi","15","","",""
"Yes, every 3-4 weeks","2007","direct migration background","higher vocational","11","","",""
"Yes, every 3-4 weeks","2007","direct migration background","higher education","20","","",""
"Yes, every 3-4 weeks","2007","indirect migration background","in school","","","",""
"Yes, every 3-4 weeks","2007","indirect migration background","inadequately","","","",""
"Yes, every 3-4 weeks","2007","indirect migration background","general elemantary","9","","",""
"Yes, every 3-4 weeks","2007","indirect migration background","middle vocational","29","","",""
"Yes, every 3-4 weeks","2007","indirect migration background","vocational + Abi","3","","",""
"Yes, every 3-4 weeks","2007","indirect migration background","higher vocational","3","","",""
"Yes, every 3-4 weeks","2007","indirect migration background","higher education","7","","",""
"Rarely","2007","no migration background","in school","5","","",""
"Rarely","2007","no migration background","inadequately","6","","",""
"Rarely","2007","no migration background","general elemantary","89","0.157657773251264","0.125874078409472","0.189441468093056"
"Rarely","2007","no migration background","middle vocational","1134","0.226287630099051","0.214686144814513","0.237889115383589"
"Rarely","2007","no migration background","vocational + Abi","169","0.280566684510078","0.245732071946658","0.315401297073499"
"Rarely","2007","no migration background","higher vocational","240","0.300720801602128","0.270353718509124","0.331087884695132"
"Rarely","2007","no migration background","higher education","864","0.31975092998851","0.302253018728715","0.337248841248304"
"Rarely","2007","direct migration background","in school","","","",""
"Rarely","2007","direct migration background","inadequately","2","","",""
"Rarely","2007","direct migration background","general elemantary","24","","",""
"Rarely","2007","direct migration background","middle vocational","93","0.201242807785042","0.163522884470061","0.238962731100023"
"Rarely","2007","direct migration background","vocational + Abi","25","","",""
"Rarely","2007","direct migration background","higher vocational","12","","",""
"Rarely","2007","direct migration background","higher education","68","0.321843238421612","0.260109298708989","0.383577178134236"
"Rarely","2007","indirect migration background","in school","","","",""
"Rarely","2007","indirect migration background","inadequately","","","",""
"Rarely","2007","indirect migration background","general elemantary","11","","",""
"Rarely","2007","indirect migration background","middle vocational","38","0.141761686141381","0.0960836455371856","0.187439726745576"
"Rarely","2007","indirect migration background","vocational + Abi","6","","",""
"Rarely","2007","indirect migration background","higher vocational","7","","",""
"Rarely","2007","indirect migration background","higher education","17","","",""
"No, never","2008","no migration background","in school","","","",""
"No, never","2008","no migration background","inadequately","","","",""
"No, never","2008","no migration background","general elemantary","","","",""
"No, never","2008","no migration background","middle vocational","","","",""
"No, never","2008","no migration background","vocational + Abi","","","",""
"No, never","2008","no migration background","higher vocational","","","",""
"No, never","2008","no migration background","higher education","","","",""
"No, never","2008","direct migration background","in school","","","",""
"No, never","2008","direct migration background","inadequately","","","",""
"No, never","2008","direct migration background","general elemantary","","","",""
"No, never","2008","direct migration background","middle vocational","","","",""
"No, never","2008","direct migration background","vocational + Abi","","","",""
"No, never","2008","direct migration background","higher vocational","","","",""
"No, never","2008","direct migration background","higher education","","","",""
"No, never","2008","indirect migration background","in school","","","",""
"No, never","2008","indirect migration background","inadequately","","","",""
"No, never","2008","indirect migration background","general elemantary","","","",""
"No, never","2008","indirect migration background","middle vocational","","","",""
"No, never","2008","indirect migration background","vocational + Abi","","","",""
"No, never","2008","indirect migration background","higher vocational","","","",""
"No, never","2008","indirect migration background","higher education","","","",""
"Yes, every week","2008","no migration background","in school","","","",""
"Yes, every week","2008","no migration background","inadequately","","","",""
"Yes, every week","2008","no migration background","general elemantary","","","",""
"Yes, every week","2008","no migration background","middle vocational","","","",""
"Yes, every week","2008","no migration background","vocational + Abi","","","",""
"Yes, every week","2008","no migration background","higher vocational","","","",""
"Yes, every week","2008","no migration background","higher education","","","",""
"Yes, every week","2008","direct migration background","in school","","","",""
"Yes, every week","2008","direct migration background","inadequately","","","",""
"Yes, every week","2008","direct migration background","general elemantary","","","",""
"Yes, every week","2008","direct migration background","middle vocational","","","",""
"Yes, every week","2008","direct migration background","vocational + Abi","","","",""
"Yes, every week","2008","direct migration background","higher vocational","","","",""
"Yes, every week","2008","direct migration background","higher education","","","",""
"Yes, every week","2008","indirect migration background","in school","","","",""
"Yes, every week","2008","indirect migration background","inadequately","","","",""
"Yes, every week","2008","indirect migration background","general elemantary","","","",""
"Yes, every week","2008","indirect migration background","middle vocational","","","",""
"Yes, every week","2008","indirect migration background","vocational + Abi","","","",""
"Yes, every week","2008","indirect migration background","higher vocational","","","",""
"Yes, every week","2008","indirect migration background","higher education","","","",""
"Yes, every 2 weeks","2008","no migration background","in school","","","",""
"Yes, every 2 weeks","2008","no migration background","inadequately","","","",""
"Yes, every 2 weeks","2008","no migration background","general elemantary","","","",""
"Yes, every 2 weeks","2008","no migration background","middle vocational","","","",""
"Yes, every 2 weeks","2008","no migration background","vocational + Abi","","","",""
"Yes, every 2 weeks","2008","no migration background","higher vocational","","","",""
"Yes, every 2 weeks","2008","no migration background","higher education","","","",""
"Yes, every 2 weeks","2008","direct migration background","in school","","","",""
"Yes, every 2 weeks","2008","direct migration background","inadequately","","","",""
"Yes, every 2 weeks","2008","direct migration background","general elemantary","","","",""
"Yes, every 2 weeks","2008","direct migration background","middle vocational","","","",""
"Yes, every 2 weeks","2008","direct migration background","vocational + Abi","","","",""
"Yes, every 2 weeks","2008","direct migration background","higher vocational","","","",""
"Yes, every 2 weeks","2008","direct migration background","higher education","","","",""
"Yes, every 2 weeks","2008","indirect migration background","in school","","","",""
"Yes, every 2 weeks","2008","indirect migration background","inadequately","","","",""
"Yes, every 2 weeks","2008","indirect migration background","general elemantary","","","",""
"Yes, every 2 weeks","2008","indirect migration background","middle vocational","","","",""
"Yes, every 2 weeks","2008","indirect migration background","vocational + Abi","","","",""
"Yes, every 2 weeks","2008","indirect migration background","higher vocational","","","",""
"Yes, every 2 weeks","2008","indirect migration background","higher education","","","",""
"Yes, every 3-4 weeks","2008","no migration background","in school","","","",""
"Yes, every 3-4 weeks","2008","no migration background","inadequately","","","",""
"Yes, every 3-4 weeks","2008","no migration background","general elemantary","","","",""
"Yes, every 3-4 weeks","2008","no migration background","middle vocational","","","",""
"Yes, every 3-4 weeks","2008","no migration background","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2008","no migration background","higher vocational","","","",""
"Yes, every 3-4 weeks","2008","no migration background","higher education","","","",""
"Yes, every 3-4 weeks","2008","direct migration background","in school","","","",""
"Yes, every 3-4 weeks","2008","direct migration background","inadequately","","","",""
"Yes, every 3-4 weeks","2008","direct migration background","general elemantary","","","",""
"Yes, every 3-4 weeks","2008","direct migration background","middle vocational","","","",""
"Yes, every 3-4 weeks","2008","direct migration background","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2008","direct migration background","higher vocational","","","",""
"Yes, every 3-4 weeks","2008","direct migration background","higher education","","","",""
"Yes, every 3-4 weeks","2008","indirect migration background","in school","","","",""
"Yes, every 3-4 weeks","2008","indirect migration background","inadequately","","","",""
"Yes, every 3-4 weeks","2008","indirect migration background","general elemantary","","","",""
"Yes, every 3-4 weeks","2008","indirect migration background","middle vocational","","","",""
"Yes, every 3-4 weeks","2008","indirect migration background","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2008","indirect migration background","higher vocational","","","",""
"Yes, every 3-4 weeks","2008","indirect migration background","higher education","","","",""
"Rarely","2008","no migration background","in school","","","",""
"Rarely","2008","no migration background","inadequately","","","",""
"Rarely","2008","no migration background","general elemantary","","","",""
"Rarely","2008","no migration background","middle vocational","","","",""
"Rarely","2008","no migration background","vocational + Abi","","","",""
"Rarely","2008","no migration background","higher vocational","","","",""
"Rarely","2008","no migration background","higher education","","","",""
"Rarely","2008","direct migration background","in school","","","",""
"Rarely","2008","direct migration background","inadequately","","","",""
"Rarely","2008","direct migration background","general elemantary","","","",""
"Rarely","2008","direct migration background","middle vocational","","","",""
"Rarely","2008","direct migration background","vocational + Abi","","","",""
"Rarely","2008","direct migration background","higher vocational","","","",""
"Rarely","2008","direct migration background","higher education","","","",""
"Rarely","2008","indirect migration background","in school","","","",""
"Rarely","2008","indirect migration background","inadequately","","","",""
"Rarely","2008","indirect migration background","general elemantary","","","",""
"Rarely","2008","indirect migration background","middle vocational","","","",""
