"plb0218","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"No, never","2005","Couple + C. LE 16 ","vocational + Abi","101","0.384852600953971","0.322377503888975","0.447327698018967"
"No, never","2005","Couple + C. LE 16 ","higher vocational","92","0.251676976202939","0.205547881669096","0.297806070736781"
"No, never","2005","Couple + C. LE 16 ","higher education","236","0.292100573787318","0.258557896360524","0.325643251214112"
"No, never","2005","Couple + C. GT 16 ","in school","7","","",""
"No, never","2005","Couple + C. GT 16 ","inadequately","14","","",""
"No, never","2005","Couple + C. GT 16 ","general elemantary","132","0.492193906462936","0.430832533114092","0.55355527981178"
"No, never","2005","Couple + C. GT 16 ","middle vocational","453","0.402226602111765","0.373380290623168","0.431072913600362"
"No, never","2005","Couple + C. GT 16 ","vocational + Abi","46","0.400144606156091","0.31356266806909","0.486726544243091"
"No, never","2005","Couple + C. GT 16 ","higher vocational","54","0.332127521370015","0.259150302980112","0.405104739759918"
"No, never","2005","Couple + C. GT 16 ","higher education","182","0.319936704845335","0.279767807285912","0.360105602404758"
"No, never","2005","Couple + C. LE and GT 16","in school","7","","",""
"No, never","2005","Couple + C. LE and GT 16","inadequately","5","","",""
"No, never","2005","Couple + C. LE and GT 16","general elemantary","74","0.498863748785099","0.416913749293106","0.580813748277092"
"No, never","2005","Couple + C. LE and GT 16","middle vocational","168","0.343335582757539","0.300224762887466","0.386446402627611"
"No, never","2005","Couple + C. LE and GT 16","vocational + Abi","16","","",""
"No, never","2005","Couple + C. LE and GT 16","higher vocational","25","","",""
"No, never","2005","Couple + C. LE and GT 16","higher education","91","0.283097281461223","0.228125956963486","0.338068605958961"
"Yes, every week","2005","1-pers.-HH","in school","","","",""
"Yes, every week","2005","1-pers.-HH","inadequately","1","","",""
"Yes, every week","2005","1-pers.-HH","general elemantary","7","","",""
"Yes, every week","2005","1-pers.-HH","middle vocational","101","0.168332458245213","0.139916010614448","0.196748905875977"
"Yes, every week","2005","1-pers.-HH","vocational + Abi","12","","",""
"Yes, every week","2005","1-pers.-HH","higher vocational","13","","",""
"Yes, every week","2005","1-pers.-HH","higher education","59","0.162639126951603","0.124675855732538","0.200602398170669"
"Yes, every week","2005","(Married) couple without C. ","in school","1","","",""
"Yes, every week","2005","(Married) couple without C. ","inadequately","","","",""
"Yes, every week","2005","(Married) couple without C. ","general elemantary","35","0.259791488662624","0.191630006521386","0.327952970803863"
"Yes, every week","2005","(Married) couple without C. ","middle vocational","222","0.152898612489942","0.13478237692836","0.171014848051524"
"Yes, every week","2005","(Married) couple without C. ","vocational + Abi","25","","",""
"Yes, every week","2005","(Married) couple without C. ","higher vocational","39","0.170786600939874","0.126064346087491","0.215508855792257"
"Yes, every week","2005","(Married) couple without C. ","higher education","126","0.136762807742466","0.114797704945367","0.158727910539565"
"Yes, every week","2005","Single parent ","in school","3","","",""
"Yes, every week","2005","Single parent ","inadequately","1","","",""
"Yes, every week","2005","Single parent ","general elemantary","16","","",""
"Yes, every week","2005","Single parent ","middle vocational","40","0.150206346548838","0.111243766012096","0.18916892708558"
"Yes, every week","2005","Single parent ","vocational + Abi","4","","",""
"Yes, every week","2005","Single parent ","higher vocational","4","","",""
"Yes, every week","2005","Single parent ","higher education","13","","",""
"Yes, every week","2005","Couple + C. LE 16 ","in school","","","",""
"Yes, every week","2005","Couple + C. LE 16 ","inadequately","4","","",""
"Yes, every week","2005","Couple + C. LE 16 ","general elemantary","23","","",""
"Yes, every week","2005","Couple + C. LE 16 ","middle vocational","184","0.151279197758525","0.132000190829549","0.170558204687501"
"Yes, every week","2005","Couple + C. LE 16 ","vocational + Abi","14","","",""
"Yes, every week","2005","Couple + C. LE 16 ","higher vocational","51","0.145899314800024","0.108376985220806","0.183421644379243"
"Yes, every week","2005","Couple + C. LE 16 ","higher education","93","0.137134595533743","0.111760487542019","0.162508703525467"
"Yes, every week","2005","Couple + C. GT 16 ","in school","4","","",""
"Yes, every week","2005","Couple + C. GT 16 ","inadequately","1","","",""
"Yes, every week","2005","Couple + C. GT 16 ","general elemantary","32","0.130337032698121","0.0890144550866548","0.171659610309587"
"Yes, every week","2005","Couple + C. GT 16 ","middle vocational","151","0.123439228454475","0.104088192656274","0.142790264252676"
"Yes, every week","2005","Couple + C. GT 16 ","vocational + Abi","11","","",""
"Yes, every week","2005","Couple + C. GT 16 ","higher vocational","23","","",""
"Yes, every week","2005","Couple + C. GT 16 ","higher education","80","0.142431944762093","0.112335083192852","0.172528806331333"
"Yes, every week","2005","Couple + C. LE and GT 16","in school","6","","",""
"Yes, every week","2005","Couple + C. LE and GT 16","inadequately","1","","",""
"Yes, every week","2005","Couple + C. LE and GT 16","general elemantary","17","","",""
"Yes, every week","2005","Couple + C. LE and GT 16","middle vocational","71","0.166205804293952","0.132406507899479","0.200005100688424"
"Yes, every week","2005","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Yes, every week","2005","Couple + C. LE and GT 16","higher vocational","18","","",""
"Yes, every week","2005","Couple + C. LE and GT 16","higher education","35","0.129589182562717","0.0886079748267147","0.17057039029872"
"Yes, every 2 weeks","2005","1-pers.-HH","in school","","","",""
"Yes, every 2 weeks","2005","1-pers.-HH","inadequately","","","",""
"Yes, every 2 weeks","2005","1-pers.-HH","general elemantary","23","","",""
"Yes, every 2 weeks","2005","1-pers.-HH","middle vocational","123","0.173656578364173","0.144886775679922","0.202426381048423"
"Yes, every 2 weeks","2005","1-pers.-HH","vocational + Abi","14","","",""
"Yes, every 2 weeks","2005","1-pers.-HH","higher vocational","27","","",""
"Yes, every 2 weeks","2005","1-pers.-HH","higher education","38","0.0830060033695932","0.054624671204265","0.111387335534921"
"Yes, every 2 weeks","2005","(Married) couple without C. ","in school","","","",""
"Yes, every 2 weeks","2005","(Married) couple without C. ","inadequately","1","","",""
"Yes, every 2 weeks","2005","(Married) couple without C. ","general elemantary","17","","",""
"Yes, every 2 weeks","2005","(Married) couple without C. ","middle vocational","207","0.145270115306849","0.12753226132653","0.163007969287168"
"Yes, every 2 weeks","2005","(Married) couple without C. ","vocational + Abi","37","0.142574028921853","0.0970905484166369","0.18805750942707"
"Yes, every 2 weeks","2005","(Married) couple without C. ","higher vocational","35","0.167192335219378","0.122847384393056","0.211537286045699"
"Yes, every 2 weeks","2005","(Married) couple without C. ","higher education","99","0.107356732197704","0.0875670977051043","0.127146366690303"
"Yes, every 2 weeks","2005","Single parent ","in school","1","","",""
"Yes, every 2 weeks","2005","Single parent ","inadequately","","","",""
"Yes, every 2 weeks","2005","Single parent ","general elemantary","12","","",""
"Yes, every 2 weeks","2005","Single parent ","middle vocational","54","0.147515133265792","0.108842080390196","0.186188186141389"
"Yes, every 2 weeks","2005","Single parent ","vocational + Abi","2","","",""
"Yes, every 2 weeks","2005","Single parent ","higher vocational","9","","",""
"Yes, every 2 weeks","2005","Single parent ","higher education","15","","",""
"Yes, every 2 weeks","2005","Couple + C. LE 16 ","in school","","","",""
"Yes, every 2 weeks","2005","Couple + C. LE 16 ","inadequately","1","","",""
"Yes, every 2 weeks","2005","Couple + C. LE 16 ","general elemantary","23","","",""
"Yes, every 2 weeks","2005","Couple + C. LE 16 ","middle vocational","226","0.169182567075979","0.149010832957377","0.18935430119458"
"Yes, every 2 weeks","2005","Couple + C. LE 16 ","vocational + Abi","23","","",""
"Yes, every 2 weeks","2005","Couple + C. LE 16 ","higher vocational","58","0.201603602131437","0.15895870602353","0.244248498239345"
"Yes, every 2 weeks","2005","Couple + C. LE 16 ","higher education","70","0.139669432830742","0.114099528565554","0.16523933709593"
"Yes, every 2 weeks","2005","Couple + C. GT 16 ","in school","4","","",""
"Yes, every 2 weeks","2005","Couple + C. GT 16 ","inadequately","1","","",""
"Yes, every 2 weeks","2005","Couple + C. GT 16 ","general elemantary","37","0.140929522611578","0.0982230808242002","0.183635964398955"
"Yes, every 2 weeks","2005","Couple + C. GT 16 ","middle vocational","145","0.127422968152553","0.107806882515241","0.147039053789865"
"Yes, every 2 weeks","2005","Couple + C. GT 16 ","vocational + Abi","24","","",""
"Yes, every 2 weeks","2005","Couple + C. GT 16 ","higher vocational","20","","",""
"Yes, every 2 weeks","2005","Couple + C. GT 16 ","higher education","48","0.0910505509131612","0.0662766517550104","0.115824450071312"
"Yes, every 2 weeks","2005","Couple + C. LE and GT 16","in school","2","","",""
"Yes, every 2 weeks","2005","Couple + C. LE and GT 16","inadequately","3","","",""
"Yes, every 2 weeks","2005","Couple + C. LE and GT 16","general elemantary","20","","",""
"Yes, every 2 weeks","2005","Couple + C. LE and GT 16","middle vocational","69","0.131539147194322","0.100851911639211","0.162226382749433"
"Yes, every 2 weeks","2005","Couple + C. LE and GT 16","vocational + Abi","7","","",""
"Yes, every 2 weeks","2005","Couple + C. LE and GT 16","higher vocational","9","","",""
"Yes, every 2 weeks","2005","Couple + C. LE and GT 16","higher education","29","","",""
"Yes, every 3-4 weeks","2005","1-pers.-HH","in school","","","",""
"Yes, every 3-4 weeks","2005","1-pers.-HH","inadequately","1","","",""
"Yes, every 3-4 weeks","2005","1-pers.-HH","general elemantary","6","","",""
"Yes, every 3-4 weeks","2005","1-pers.-HH","middle vocational","57","0.0997939847175447","0.077030742805489","0.1225572266296"
"Yes, every 3-4 weeks","2005","1-pers.-HH","vocational + Abi","9","","",""
"Yes, every 3-4 weeks","2005","1-pers.-HH","higher vocational","2","","",""
"Yes, every 3-4 weeks","2005","1-pers.-HH","higher education","32","0.0846899378476366","0.0560485008297392","0.113331374865534"
"Yes, every 3-4 weeks","2005","(Married) couple without C. ","in school","","","",""
"Yes, every 3-4 weeks","2005","(Married) couple without C. ","inadequately","1","","",""
"Yes, every 3-4 weeks","2005","(Married) couple without C. ","general elemantary","7","","",""
"Yes, every 3-4 weeks","2005","(Married) couple without C. ","middle vocational","119","0.0882317323957504","0.0739542007878447","0.102509264003656"
"Yes, every 3-4 weeks","2005","(Married) couple without C. ","vocational + Abi","19","","",""
"Yes, every 3-4 weeks","2005","(Married) couple without C. ","higher vocational","27","","",""
"Yes, every 3-4 weeks","2005","(Married) couple without C. ","higher education","76","0.0717106050351743","0.0552169255031065","0.0882042845672422"
"Yes, every 3-4 weeks","2005","Single parent ","in school","1","","",""
"Yes, every 3-4 weeks","2005","Single parent ","inadequately","","","",""
"Yes, every 3-4 weeks","2005","Single parent ","general elemantary","10","","",""
"Yes, every 3-4 weeks","2005","Single parent ","middle vocational","36","0.118923522654968","0.0836224813968843","0.154224563913051"
"Yes, every 3-4 weeks","2005","Single parent ","vocational + Abi","3","","",""
"Yes, every 3-4 weeks","2005","Single parent ","higher vocational","9","","",""
"Yes, every 3-4 weeks","2005","Single parent ","higher education","2","","",""
"Yes, every 3-4 weeks","2005","Couple + C. LE 16 ","in school","","","",""
"Yes, every 3-4 weeks","2005","Couple + C. LE 16 ","inadequately","","","",""
"Yes, every 3-4 weeks","2005","Couple + C. LE 16 ","general elemantary","16","","",""
"Yes, every 3-4 weeks","2005","Couple + C. LE 16 ","middle vocational","137","0.108195986727452","0.0914830443137512","0.124908929141153"
"Yes, every 3-4 weeks","2005","Couple + C. LE 16 ","vocational + Abi","19","","",""
"Yes, every 3-4 weeks","2005","Couple + C. LE 16 ","higher vocational","38","0.103888402469172","0.0714564409900991","0.136320363948244"
"Yes, every 3-4 weeks","2005","Couple + C. LE 16 ","higher education","74","0.102820089925196","0.08041614480039","0.125224035050001"
"Yes, every 3-4 weeks","2005","Couple + C. GT 16 ","in school","2","","",""
"Yes, every 3-4 weeks","2005","Couple + C. GT 16 ","inadequately","1","","",""
"Yes, every 3-4 weeks","2005","Couple + C. GT 16 ","general elemantary","14","","",""
"Yes, every 3-4 weeks","2005","Couple + C. GT 16 ","middle vocational","115","0.116664498818043","0.097779419901211","0.135549577734876"
"Yes, every 3-4 weeks","2005","Couple + C. GT 16 ","vocational + Abi","8","","",""
"Yes, every 3-4 weeks","2005","Couple + C. GT 16 ","higher vocational","17","","",""
"Yes, every 3-4 weeks","2005","Couple + C. GT 16 ","higher education","57","0.132705844135011","0.103490470453245","0.161921217816777"
"Yes, every 3-4 weeks","2005","Couple + C. LE and GT 16","in school","","","",""
"Yes, every 3-4 weeks","2005","Couple + C. LE and GT 16","inadequately","2","","",""
"Yes, every 3-4 weeks","2005","Couple + C. LE and GT 16","general elemantary","13","","",""
"Yes, every 3-4 weeks","2005","Couple + C. LE and GT 16","middle vocational","49","0.104286300673305","0.0765369150647456","0.132035686281864"
"Yes, every 3-4 weeks","2005","Couple + C. LE and GT 16","vocational + Abi","9","","",""
"Yes, every 3-4 weeks","2005","Couple + C. LE and GT 16","higher vocational","9","","",""
"Yes, every 3-4 weeks","2005","Couple + C. LE and GT 16","higher education","18","","",""
"Rarely","2005","1-pers.-HH","in school","","","",""
"Rarely","2005","1-pers.-HH","inadequately","1","","",""
"Rarely","2005","1-pers.-HH","general elemantary","14","","",""
"Rarely","2005","1-pers.-HH","middle vocational","157","0.23207174762647","0.200010351077898","0.264133144175042"
"Rarely","2005","1-pers.-HH","vocational + Abi","23","","",""
"Rarely","2005","1-pers.-HH","higher vocational","31","0.334423745141944","0.244183367442171","0.424664122841716"
"Rarely","2005","1-pers.-HH","higher education","111","0.292050359805475","0.245274170978649","0.338826548632302"
"Rarely","2005","(Married) couple without C. ","in school","","","",""
"Rarely","2005","(Married) couple without C. ","inadequately","1","","",""
"Rarely","2005","(Married) couple without C. ","general elemantary","21","","",""
"Rarely","2005","(Married) couple without C. ","middle vocational","360","0.217895636690537","0.197115178859753","0.238676094521321"
"Rarely","2005","(Married) couple without C. ","vocational + Abi","44","0.191720684356046","0.14051120266121","0.242930166050881"
"Rarely","2005","(Married) couple without C. ","higher vocational","79","0.283723674824102","0.230149964446432","0.337297385201772"
"Rarely","2005","(Married) couple without C. ","higher education","309","0.342170017184242","0.311840746157357","0.372499288211128"
"Rarely","2005","Single parent ","in school","3","","",""
"Rarely","2005","Single parent ","inadequately","3","","",""
"Rarely","2005","Single parent ","general elemantary","15","","",""
"Rarely","2005","Single parent ","middle vocational","63","0.192796723435481","0.149774969466087","0.235818477404876"
"Rarely","2005","Single parent ","vocational + Abi","6","","",""
"Rarely","2005","Single parent ","higher vocational","7","","",""
"Rarely","2005","Single parent ","higher education","27","","",""
"Rarely","2005","Couple + C. LE 16 ","in school","","","",""
"Rarely","2005","Couple + C. LE 16 ","inadequately","","","",""
"Rarely","2005","Couple + C. LE 16 ","general elemantary","25","","",""
"Rarely","2005","Couple + C. LE 16 ","middle vocational","336","0.246795473032208","0.223598159897303","0.269992786167112"
"Rarely","2005","Couple + C. LE 16 ","vocational + Abi","76","0.367995589767957","0.306072660583667","0.429918518952248"
"Rarely","2005","Couple + C. LE 16 ","higher vocational","101","0.296931704396428","0.248365330932589","0.345498077860267"
"Rarely","2005","Couple + C. LE 16 ","higher education","233","0.328275307923001","0.293636693967859","0.362913921878144"
"Rarely","2005","Couple + C. GT 16 ","in school","2","","",""
"Rarely","2005","Couple + C. GT 16 ","inadequately","3","","",""
"Rarely","2005","Couple + C. GT 16 ","general elemantary","40","0.198365356385275","0.149421390944829","0.247309321825722"
"Rarely","2005","Couple + C. GT 16 ","middle vocational","246","0.230246702463163","0.20548051874866","0.255012886177667"
"Rarely","2005","Couple + C. GT 16 ","vocational + Abi","34","0.278505856392172","0.199286901906449","0.357724810877896"
"Rarely","2005","Couple + C. GT 16 ","higher vocational","46","0.270987189620164","0.202117193245802","0.339857185994527"
"Rarely","2005","Couple + C. GT 16 ","higher education","151","0.3138749553444","0.273911486405753","0.353838424283047"
"Rarely","2005","Couple + C. LE and GT 16","in school","2","","",""
"Rarely","2005","Couple + C. LE and GT 16","inadequately","2","","",""
"Rarely","2005","Couple + C. LE and GT 16","general elemantary","19","","",""
"Rarely","2005","Couple + C. LE and GT 16","middle vocational","109","0.254633165080883","0.215078505672137","0.29418782448963"
"Rarely","2005","Couple + C. LE and GT 16","vocational + Abi","6","","",""
"Rarely","2005","Couple + C. LE and GT 16","higher vocational","29","","",""
"Rarely","2005","Couple + C. LE and GT 16","higher education","85","0.359127777195628","0.300588351020113","0.417667203371143"
"No, never","2006","1-pers.-HH","in school","","","",""
"No, never","2006","1-pers.-HH","inadequately","","","",""
"No, never","2006","1-pers.-HH","general elemantary","","","",""
"No, never","2006","1-pers.-HH","middle vocational","","","",""
"No, never","2006","1-pers.-HH","vocational + Abi","","","",""
"No, never","2006","1-pers.-HH","higher vocational","","","",""
"No, never","2006","1-pers.-HH","higher education","","","",""
"No, never","2006","(Married) couple without C. ","in school","","","",""
"No, never","2006","(Married) couple without C. ","inadequately","","","",""
"No, never","2006","(Married) couple without C. ","general elemantary","","","",""
"No, never","2006","(Married) couple without C. ","middle vocational","","","",""
"No, never","2006","(Married) couple without C. ","vocational + Abi","","","",""
"No, never","2006","(Married) couple without C. ","higher vocational","","","",""
"No, never","2006","(Married) couple without C. ","higher education","","","",""
"No, never","2006","Single parent ","in school","","","",""
"No, never","2006","Single parent ","inadequately","","","",""
"No, never","2006","Single parent ","general elemantary","","","",""
"No, never","2006","Single parent ","middle vocational","","","",""
"No, never","2006","Single parent ","vocational + Abi","","","",""
"No, never","2006","Single parent ","higher vocational","","","",""
"No, never","2006","Single parent ","higher education","","","",""
"No, never","2006","Couple + C. LE 16 ","in school","","","",""
"No, never","2006","Couple + C. LE 16 ","inadequately","","","",""
"No, never","2006","Couple + C. LE 16 ","general elemantary","","","",""
"No, never","2006","Couple + C. LE 16 ","middle vocational","","","",""
"No, never","2006","Couple + C. LE 16 ","vocational + Abi","","","",""
"No, never","2006","Couple + C. LE 16 ","higher vocational","","","",""
"No, never","2006","Couple + C. LE 16 ","higher education","","","",""
"No, never","2006","Couple + C. GT 16 ","in school","","","",""
"No, never","2006","Couple + C. GT 16 ","inadequately","","","",""
"No, never","2006","Couple + C. GT 16 ","general elemantary","","","",""
"No, never","2006","Couple + C. GT 16 ","middle vocational","","","",""
"No, never","2006","Couple + C. GT 16 ","vocational + Abi","","","",""
"No, never","2006","Couple + C. GT 16 ","higher vocational","","","",""
"No, never","2006","Couple + C. GT 16 ","higher education","","","",""
"No, never","2006","Couple + C. LE and GT 16","in school","","","",""
"No, never","2006","Couple + C. LE and GT 16","inadequately","","","",""
"No, never","2006","Couple + C. LE and GT 16","general elemantary","","","",""
"No, never","2006","Couple + C. LE and GT 16","middle vocational","","","",""
"No, never","2006","Couple + C. LE and GT 16","vocational + Abi","","","",""
"No, never","2006","Couple + C. LE and GT 16","higher vocational","","","",""
"No, never","2006","Couple + C. LE and GT 16","higher education","","","",""
"Yes, every week","2006","1-pers.-HH","in school","","","",""
"Yes, every week","2006","1-pers.-HH","inadequately","","","",""
"Yes, every week","2006","1-pers.-HH","general elemantary","","","",""
"Yes, every week","2006","1-pers.-HH","middle vocational","","","",""
"Yes, every week","2006","1-pers.-HH","vocational + Abi","","","",""
"Yes, every week","2006","1-pers.-HH","higher vocational","","","",""
"Yes, every week","2006","1-pers.-HH","higher education","","","",""
"Yes, every week","2006","(Married) couple without C. ","in school","","","",""
"Yes, every week","2006","(Married) couple without C. ","inadequately","","","",""
"Yes, every week","2006","(Married) couple without C. ","general elemantary","","","",""
"Yes, every week","2006","(Married) couple without C. ","middle vocational","","","",""
"Yes, every week","2006","(Married) couple without C. ","vocational + Abi","","","",""
"Yes, every week","2006","(Married) couple without C. ","higher vocational","","","",""
"Yes, every week","2006","(Married) couple without C. ","higher education","","","",""
"Yes, every week","2006","Single parent ","in school","","","",""
"Yes, every week","2006","Single parent ","inadequately","","","",""
"Yes, every week","2006","Single parent ","general elemantary","","","",""
"Yes, every week","2006","Single parent ","middle vocational","","","",""
"Yes, every week","2006","Single parent ","vocational + Abi","","","",""
"Yes, every week","2006","Single parent ","higher vocational","","","",""
"Yes, every week","2006","Single parent ","higher education","","","",""
"Yes, every week","2006","Couple + C. LE 16 ","in school","","","",""
"Yes, every week","2006","Couple + C. LE 16 ","inadequately","","","",""
"Yes, every week","2006","Couple + C. LE 16 ","general elemantary","","","",""
"Yes, every week","2006","Couple + C. LE 16 ","middle vocational","","","",""
"Yes, every week","2006","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes, every week","2006","Couple + C. LE 16 ","higher vocational","","","",""
"Yes, every week","2006","Couple + C. LE 16 ","higher education","","","",""
"Yes, every week","2006","Couple + C. GT 16 ","in school","","","",""
"Yes, every week","2006","Couple + C. GT 16 ","inadequately","","","",""
"Yes, every week","2006","Couple + C. GT 16 ","general elemantary","","","",""
"Yes, every week","2006","Couple + C. GT 16 ","middle vocational","","","",""
"Yes, every week","2006","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes, every week","2006","Couple + C. GT 16 ","higher vocational","","","",""
"Yes, every week","2006","Couple + C. GT 16 ","higher education","","","",""
"Yes, every week","2006","Couple + C. LE and GT 16","in school","","","",""
"Yes, every week","2006","Couple + C. LE and GT 16","inadequately","","","",""
"Yes, every week","2006","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes, every week","2006","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes, every week","2006","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes, every week","2006","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes, every week","2006","Couple + C. LE and GT 16","higher education","","","",""
"Yes, every 2 weeks","2006","1-pers.-HH","in school","","","",""
"Yes, every 2 weeks","2006","1-pers.-HH","inadequately","","","",""
"Yes, every 2 weeks","2006","1-pers.-HH","general elemantary","","","",""
"Yes, every 2 weeks","2006","1-pers.-HH","middle vocational","","","",""
"Yes, every 2 weeks","2006","1-pers.-HH","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","1-pers.-HH","higher vocational","","","",""
"Yes, every 2 weeks","2006","1-pers.-HH","higher education","","","",""
"Yes, every 2 weeks","2006","(Married) couple without C. ","in school","","","",""
"Yes, every 2 weeks","2006","(Married) couple without C. ","inadequately","","","",""
"Yes, every 2 weeks","2006","(Married) couple without C. ","general elemantary","","","",""
"Yes, every 2 weeks","2006","(Married) couple without C. ","middle vocational","","","",""
"Yes, every 2 weeks","2006","(Married) couple without C. ","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","(Married) couple without C. ","higher vocational","","","",""
"Yes, every 2 weeks","2006","(Married) couple without C. ","higher education","","","",""
"Yes, every 2 weeks","2006","Single parent ","in school","","","",""
"Yes, every 2 weeks","2006","Single parent ","inadequately","","","",""
"Yes, every 2 weeks","2006","Single parent ","general elemantary","","","",""
"Yes, every 2 weeks","2006","Single parent ","middle vocational","","","",""
"Yes, every 2 weeks","2006","Single parent ","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","Single parent ","higher vocational","","","",""
"Yes, every 2 weeks","2006","Single parent ","higher education","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE 16 ","in school","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE 16 ","inadequately","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE 16 ","general elemantary","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE 16 ","middle vocational","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE 16 ","higher vocational","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE 16 ","higher education","","","",""
"Yes, every 2 weeks","2006","Couple + C. GT 16 ","in school","","","",""
"Yes, every 2 weeks","2006","Couple + C. GT 16 ","inadequately","","","",""
"Yes, every 2 weeks","2006","Couple + C. GT 16 ","general elemantary","","","",""
"Yes, every 2 weeks","2006","Couple + C. GT 16 ","middle vocational","","","",""
"Yes, every 2 weeks","2006","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","Couple + C. GT 16 ","higher vocational","","","",""
"Yes, every 2 weeks","2006","Couple + C. GT 16 ","higher education","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE and GT 16","in school","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE and GT 16","inadequately","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE and GT 16","higher education","","","",""
"Yes, every 3-4 weeks","2006","1-pers.-HH","in school","","","",""
"Yes, every 3-4 weeks","2006","1-pers.-HH","inadequately","","","",""
"Yes, every 3-4 weeks","2006","1-pers.-HH","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","1-pers.-HH","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","1-pers.-HH","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","1-pers.-HH","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","1-pers.-HH","higher education","","","",""
"Yes, every 3-4 weeks","2006","(Married) couple without C. ","in school","","","",""
"Yes, every 3-4 weeks","2006","(Married) couple without C. ","inadequately","","","",""
"Yes, every 3-4 weeks","2006","(Married) couple without C. ","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","(Married) couple without C. ","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","(Married) couple without C. ","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","(Married) couple without C. ","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","(Married) couple without C. ","higher education","","","",""
"Yes, every 3-4 weeks","2006","Single parent ","in school","","","",""
"Yes, every 3-4 weeks","2006","Single parent ","inadequately","","","",""
"Yes, every 3-4 weeks","2006","Single parent ","general elemantary","","","",""
