"plb0218","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Yes, every week","2005","16-34 y.","Employed","458","0.159043235288576","0.146074819723736","0.172011650853416","2"
"Yes, every week","2005","35-65 y.","Employed","1095","0.142912080891903","0.135288011811164","0.150536149972642","2"
"Yes, every week","2005","66 and older","Not Employed","","","","","2"
"Yes, every week","2005","66 and older","Employed","35","0.329159419903233","0.248996425310405","0.40932241449606","2"
"No, never","2006","35-65 y.","Not Employed","","","","","1"
"No, never","2006","35-65 y.","Employed","","","","","1"
"No, never","2006","16-34 y.","Not Employed","","","","","1"
"No, never","2006","16-34 y.","Employed","","","","","1"
"No, never","2006","66 and older","Not Employed","","","","","1"
"No, never","2006","66 and older","Employed","","","","","1"
"Rarely","2006","16-34 y.","Not Employed","","","","","5"
"Rarely","2006","16-34 y.","Employed","","","","","5"
"Rarely","2006","35-65 y.","Not Employed","","","","","5"
"Rarely","2006","35-65 y.","Employed","","","","","5"
"Rarely","2006","66 and older","Not Employed","","","","","5"
"Rarely","2006","66 and older","Employed","","","","","5"
"Yes, every 2 weeks","2006","16-34 y.","Employed","","","","","3"
"Yes, every 2 weeks","2006","35-65 y.","Not Employed","","","","","3"
"Yes, every 2 weeks","2006","35-65 y.","Employed","","","","","3"
"Yes, every 2 weeks","2006","66 and older","Not Employed","","","","","3"
"Yes, every 2 weeks","2006","66 and older","Employed","","","","","3"
"Yes, every 2 weeks","2006","16-34 y.","Not Employed","","","","","3"
"Yes, every 3-4 weeks","2006","16-34 y.","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2006","16-34 y.","Employed","","","","","4"
"Yes, every 3-4 weeks","2006","35-65 y.","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2006","35-65 y.","Employed","","","","","4"
"Yes, every 3-4 weeks","2006","66 and older","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2006","66 and older","Employed","","","","","4"
"Yes, every week","2006","16-34 y.","Not Employed","","","","","2"
"Yes, every week","2006","16-34 y.","Employed","","","","","2"
"Yes, every week","2006","35-65 y.","Not Employed","","","","","2"
"Yes, every week","2006","35-65 y.","Employed","","","","","2"
"Yes, every week","2006","66 and older","Not Employed","","","","","2"
"Yes, every week","2006","66 and older","Employed","","","","","2"
"No, never","2007","16-34 y.","Not Employed","55","0.505594761108876","0.414216690182341","0.596972832035411","1"
"No, never","2007","16-34 y.","Employed","1068","0.359034372649941","0.34152943506063","0.376539310239252","1"
"No, never","2007","35-65 y.","Not Employed","55","0.536990354036764","0.434541841654556","0.639438866418972","1"
"No, never","2007","35-65 y.","Employed","2917","0.346422381885592","0.336147841655966","0.356696922115218","1"
"No, never","2007","66 and older","Not Employed","","","","","1"
"No, never","2007","66 and older","Employed","63","0.409982795849331","0.33561094251204","0.484354649186622","1"
"Rarely","2007","16-34 y.","Not Employed","14","","","","5"
"Rarely","2007","35-65 y.","Employed","2164","0.255430869447241","0.246014141065003","0.264847597829479","5"
"Rarely","2007","16-34 y.","Employed","610","0.21122145505898","0.196327098651834","0.226115811466126","5"
"Rarely","2007","35-65 y.","Not Employed","10","","","","5"
"Rarely","2007","66 and older","Not Employed","3","","","","5"
"Rarely","2007","66 and older","Employed","37","0.200467250602603","0.139928522000817","0.261005979204388","5"
"Yes, every 2 weeks","2007","16-34 y.","Not Employed","19","","","","3"
"Yes, every 2 weeks","2007","35-65 y.","Not Employed","10","","","","3"
"Yes, every 2 weeks","2007","66 and older","Not Employed","","","","","3"
"Yes, every 2 weeks","2007","16-34 y.","Employed","505","0.174293898754153","0.160450936922472","0.188136860585834","3"
"Yes, every 2 weeks","2007","35-65 y.","Employed","1154","0.152363122476812","0.144603230184631","0.160123014768993","3"
"Yes, every 2 weeks","2007","66 and older","Employed","13","","","","3"
"Yes, every 3-4 weeks","2007","16-34 y.","Not Employed","8","","","","4"
"Yes, every 3-4 weeks","2007","16-34 y.","Employed","288","0.107882454934857","0.0965620585794102","0.119202851290304","4"
"Yes, every 3-4 weeks","2007","35-65 y.","Not Employed","6","","","","4"
"Yes, every 3-4 weeks","2007","35-65 y.","Employed","801","0.0989504420652238","0.0925029020236462","0.105397982106801","4"
"Yes, every 3-4 weeks","2007","66 and older","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2007","66 and older","Employed","12","","","","4"
"Yes, every week","2007","16-34 y.","Not Employed","19","","","","2"
"Yes, every week","2007","35-65 y.","Not Employed","10","","","","2"
"Yes, every week","2007","16-34 y.","Employed","414","0.147567818602069","0.13462583248825","0.160509804715887","2"
"Yes, every week","2007","35-65 y.","Employed","1203","0.146833184125131","0.139190605321198","0.154475762929064","2"
"Yes, every week","2007","66 and older","Not Employed","4","","","","2"
"Yes, every week","2007","66 and older","Employed","43","0.282010568215874","0.213967299585091","0.350053836846658","2"
"No, never","2008","16-34 y.","Not Employed","","","","","1"
"No, never","2008","16-34 y.","Employed","","","","","1"
"No, never","2008","35-65 y.","Not Employed","","","","","1"
"No, never","2008","35-65 y.","Employed","","","","","1"
"No, never","2008","66 and older","Not Employed","","","","","1"
"No, never","2008","66 and older","Employed","","","","","1"
"Rarely","2008","16-34 y.","Not Employed","","","","","5"
"Rarely","2008","35-65 y.","Not Employed","","","","","5"
"Rarely","2008","16-34 y.","Employed","","","","","5"
"Rarely","2008","35-65 y.","Employed","","","","","5"
"Rarely","2008","66 and older","Not Employed","","","","","5"
"Rarely","2008","66 and older","Employed","","","","","5"
"Yes, every 2 weeks","2008","16-34 y.","Not Employed","","","","","3"
"Yes, every 2 weeks","2008","16-34 y.","Employed","","","","","3"
"Yes, every 2 weeks","2008","35-65 y.","Not Employed","","","","","3"
"Yes, every 2 weeks","2008","66 and older","Not Employed","","","","","3"
"Yes, every 2 weeks","2008","35-65 y.","Employed","","","","","3"
"Yes, every 2 weeks","2008","66 and older","Employed","","","","","3"
"Yes, every 3-4 weeks","2008","16-34 y.","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2008","16-34 y.","Employed","","","","","4"
"Yes, every 3-4 weeks","2008","35-65 y.","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2008","35-65 y.","Employed","","","","","4"
"Yes, every 3-4 weeks","2008","66 and older","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2008","66 and older","Employed","","","","","4"
"Yes, every week","2008","16-34 y.","Not Employed","","","","","2"
"Yes, every week","2008","16-34 y.","Employed","","","","","2"
"Yes, every week","2008","35-65 y.","Not Employed","","","","","2"
"Yes, every week","2008","66 and older","Not Employed","","","","","2"
"Yes, every week","2008","35-65 y.","Employed","","","","","2"
"Yes, every week","2008","66 and older","Employed","","","","","2"
"No, never","2009","35-65 y.","Not Employed","30","0.530319148779132","0.40187800157303","0.658760295985234","1"
"No, never","2009","66 and older","Employed","75","0.358126459754882","0.294187707507148","0.422065212002617","1"
"No, never","2009","16-34 y.","Not Employed","34","0.439991717557603","0.32839259739765","0.551590837717555","1"
"No, never","2009","16-34 y.","Employed","947","0.375377856579462","0.356457218177594","0.39429849498133","1"
"No, never","2009","35-65 y.","Employed","2595","0.345978744643397","0.335097185679644","0.35686030360715","1"
"No, never","2009","66 and older","Not Employed","","","","","1"
"Rarely","2009","16-34 y.","Not Employed","6","","","","5"
"Rarely","2009","35-65 y.","Not Employed","4","","","","5"
"Rarely","2009","16-34 y.","Employed","564","0.224332370228534","0.208032784028982","0.240631956428086","5"
"Rarely","2009","35-65 y.","Employed","1952","0.264326632837023","0.254239134925307","0.274414130748738","5"
"Rarely","2009","66 and older","Not Employed","3","","","","5"
"Rarely","2009","66 and older","Employed","59","0.26955833833085","0.210383051921501","0.328733624740199","5"
"Yes, every 2 weeks","2009","16-34 y.","Employed","431","0.163723999579606","0.149265482175933","0.178182516983279","3"
"Yes, every 2 weeks","2009","16-34 y.","Not Employed","11","","","","3"
"Yes, every 2 weeks","2009","35-65 y.","Not Employed","12","","","","3"
"Yes, every 2 weeks","2009","66 and older","Not Employed","","","","","3"
"Yes, every 2 weeks","2009","35-65 y.","Employed","990","0.145646598065044","0.137577231805488","0.1537159643246","3"
"Yes, every 2 weeks","2009","66 and older","Employed","17","","","","3"
"Yes, every 3-4 weeks","2009","16-34 y.","Not Employed","7","","","","4"
"Yes, every 3-4 weeks","2009","16-34 y.","Employed","211","0.0838960179438577","0.0730633399927591","0.0947286958949563","4"
"Yes, every 3-4 weeks","2009","35-65 y.","Not Employed","5","","","","4"
"Yes, every 3-4 weeks","2009","35-65 y.","Employed","680","0.0881489987824388","0.0816635339223828","0.0946344636424947","4"
"Yes, every 3-4 weeks","2009","66 and older","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2009","66 and older","Employed","11","","","","4"
"Yes, every week","2009","16-34 y.","Employed","363","0.152669755668541","0.138615895373647","0.166723615963434","2"
"Yes, every week","2009","16-34 y.","Not Employed","18","","","","2"
"Yes, every week","2009","35-65 y.","Not Employed","7","","","","2"
"Yes, every week","2009","35-65 y.","Employed","1124","0.155899025672098","0.147600720916804","0.164197330427391","2"
"Yes, every week","2009","66 and older","Not Employed","1","","","","2"
"Yes, every week","2009","66 and older","Employed","54","0.207596887245856","0.153508414280052","0.26168536021166","2"
"No, never","2010","16-34 y.","Not Employed","51","0.383408382748597","0.297829451509941","0.468987313987253","1"
"No, never","2010","16-34 y.","Employed","411","0.316203954129764","0.290868546648242","0.341539361611286","1"
"No, never","2010","35-65 y.","Not Employed","50","0.600889592211652","0.501891225012289","0.699887959411014","1"
"No, never","2010","66 and older","Employed","","","","","1"
"No, never","2010","35-65 y.","Employed","1022","0.354676658054371","0.33757988424503","0.371773431863712","1"
"No, never","2010","66 and older","Not Employed","","","","","1"
"Rarely","2010","16-34 y.","Not Employed","20","","","","5"
"Rarely","2010","16-34 y.","Employed","306","0.234619181171493","0.211530373966736","0.25770798837625","5"
"Rarely","2010","35-65 y.","Not Employed","22","","","","5"
"Rarely","2010","35-65 y.","Employed","814","0.268047105352922","0.252218002457561","0.283876208248283","5"
"Rarely","2010","66 and older","Not Employed","","","","","5"
"Rarely","2010","66 and older","Employed","1","","","","5"
"Yes, every 2 weeks","2010","35-65 y.","Not Employed","12","","","","3"
"Yes, every 2 weeks","2010","66 and older","Employed","","","","","3"
"Yes, every 2 weeks","2010","16-34 y.","Not Employed","22","","","","3"
"Yes, every 2 weeks","2010","16-34 y.","Employed","273","0.219045587863661","0.196510406938005","0.241580768789316","3"
"Yes, every 2 weeks","2010","35-65 y.","Employed","452","0.143262817881008","0.130742950532542","0.155782685229473","3"
"Yes, every 2 weeks","2010","66 and older","Not Employed","","","","","3"
"Yes, every 3-4 weeks","2010","16-34 y.","Employed","117","0.0860595318687938","0.0707789674385316","0.101340096299056","4"
"Yes, every 3-4 weeks","2010","16-34 y.","Not Employed","14","","","","4"
"Yes, every 3-4 weeks","2010","35-65 y.","Not Employed","4","","","","4"
"Yes, every 3-4 weeks","2010","35-65 y.","Employed","298","0.102929767771969","0.0920706912304515","0.113788844313486","4"
"Yes, every 3-4 weeks","2010","66 and older","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2010","66 and older","Employed","","","","","4"
"Yes, every week","2010","16-34 y.","Employed","187","0.144071744966288","0.124938481908104","0.163205008024472","2"
"Yes, every week","2010","16-34 y.","Not Employed","17","","","","2"
"Yes, every week","2010","35-65 y.","Not Employed","6","","","","2"
"Yes, every week","2010","35-65 y.","Employed","422","0.13108365093973","0.119022953467488","0.143144348411973","2"
"Yes, every week","2010","66 and older","Not Employed","","","","","2"
"Yes, every week","2010","66 and older","Employed","1","","","","2"
"No, never","2011","16-34 y.","Not Employed","114","0.531987950826016","0.465290647330667","0.598685254321365","1"
"No, never","2011","35-65 y.","Not Employed","117","0.61382391649676","0.547338090193898","0.680309742799622","1"
"No, never","2011","16-34 y.","Employed","1477","0.380193885819647","0.36500928303617","0.395378488603123","1"
"No, never","2011","35-65 y.","Employed","4533","0.362908801298141","0.354373670770252","0.371443931826031","1"
"No, never","2011","66 and older","Employed","75","0.379323106207857","0.314615005373149","0.444031207042564","1"
"No, never","2011","66 and older","Not Employed","3","","","","1"
"Rarely","2011","35-65 y.","Not Employed","21","","","","5"
"Rarely","2011","35-65 y.","Employed","2922","0.240372500979025","0.232787540117823","0.247957461840226","5"
"Rarely","2011","16-34 y.","Not Employed","25","","","","5"
"Rarely","2011","16-34 y.","Employed","806","0.225994895788463","0.212912292537826","0.2390774990391","5"
"Rarely","2011","66 and older","Not Employed","","","","","5"
"Rarely","2011","66 and older","Employed","51","0.208806464992005","0.154602063816958","0.263010866167052","5"
"Yes, every 2 weeks","2011","16-34 y.","Not Employed","31","0.160063915037989","0.111052335572818","0.20907549450316","3"
"Yes, every 2 weeks","2011","16-34 y.","Employed","722","0.171038082131465","0.159259672823095","0.182816491439834","3"
"Yes, every 2 weeks","2011","35-65 y.","Not Employed","28","","","","3"
"Yes, every 2 weeks","2011","35-65 y.","Employed","1823","0.151943393936875","0.145571567371345","0.158315220502405","3"
"Yes, every 2 weeks","2011","66 and older","Not Employed","","","","","3"
"Yes, every 2 weeks","2011","66 and older","Employed","18","","","","3"
"Yes, every 3-4 weeks","2011","16-34 y.","Employed","370","0.0809508366891493","0.0724187946560459","0.0894828787222528","4"
"Yes, every 3-4 weeks","2011","16-34 y.","Not Employed","17","","","","4"
"Yes, every 3-4 weeks","2011","35-65 y.","Not Employed","11","","","","4"
"Yes, every 3-4 weeks","2011","35-65 y.","Employed","1134","0.0955336310978032","0.0903158606584661","0.10075140153714","4"
"Yes, every 3-4 weeks","2011","66 and older","Employed","21","","","","4"
"Yes, every 3-4 weeks","2011","66 and older","Not Employed","","","","","4"
"Yes, every week","2011","16-34 y.","Not Employed","28","","","","2"
"Yes, every week","2011","16-34 y.","Employed","551","0.141822299571277","0.130909559335005","0.152735039807548","2"
"Yes, every week","2011","35-65 y.","Not Employed","29","","","","2"
"Yes, every week","2011","35-65 y.","Employed","1780","0.149241672688156","0.142916698284145","0.155566647092166","2"
"Yes, every week","2011","66 and older","Not Employed","1","","","","2"
"Yes, every week","2011","66 and older","Employed","51","0.25095174777673","0.193132661349466","0.308770834203993","2"
"No, never","2012","16-34 y.","Not Employed","43","0.491876387420693","0.387423745070357","0.596329029771029","1"
"No, never","2012","35-65 y.","Not Employed","72","0.547402593931099","0.464655996074759","0.63014919178744","1"
"No, never","2012","66 and older","Employed","1","","","","1"
"No, never","2012","16-34 y.","Employed","440","0.389641344827087","0.361232737220664","0.41804995243351","1"
"No, never","2012","35-65 y.","Employed","1493","0.393899413766159","0.378351774809246","0.409447052723072","1"
"No, never","2012","66 and older","Not Employed","","","","","1"
"Rarely","2012","16-34 y.","Employed","189","0.154999864885342","0.133917519372603","0.176082210398081","5"
"Rarely","2012","35-65 y.","Not Employed","17","","","","5"
"Rarely","2012","66 and older","Not Employed","","","","","5"
"Rarely","2012","16-34 y.","Not Employed","10","","","","5"
"Rarely","2012","35-65 y.","Employed","815","0.216511104075633","0.203405533366091","0.229616674785175","5"
"Rarely","2012","66 and older","Employed","","","","","5"
"Yes, every 2 weeks","2012","16-34 y.","Not Employed","13","","","","3"
"Yes, every 2 weeks","2012","16-34 y.","Employed","219","0.21483896500143","0.190913478761537","0.238764451241323","3"
"Yes, every 2 weeks","2012","35-65 y.","Not Employed","21","","","","3"
"Yes, every 2 weeks","2012","35-65 y.","Employed","607","0.159602741259719","0.147949092765067","0.171256389754371","3"
"Yes, every 2 weeks","2012","66 and older","Not Employed","","","","","3"
"Yes, every 2 weeks","2012","66 and older","Employed","","","","","3"
"Yes, every 3-4 weeks","2012","16-34 y.","Not Employed","5","","","","4"
"Yes, every 3-4 weeks","2012","16-34 y.","Employed","111","0.0952850887002367","0.0781812645390818","0.112388912861392","4"
"Yes, every 3-4 weeks","2012","35-65 y.","Not Employed","12","","","","4"
"Yes, every 3-4 weeks","2012","35-65 y.","Employed","341","0.091902885299719","0.0827104591651007","0.101095311434337","4"
"Yes, every 3-4 weeks","2012","66 and older","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2012","66 and older","Employed","2","","","","4"
"Yes, every week","2012","16-34 y.","Not Employed","17","","","","2"
"Yes, every week","2012","16-34 y.","Employed","173","0.145234736585904","0.124709717926312","0.165759755245497","2"
"Yes, every week","2012","35-65 y.","Not Employed","17","","","","2"
"Yes, every week","2012","35-65 y.","Employed","538","0.13808385559877","0.127106357059822","0.149061354137718","2"
"Yes, every week","2012","66 and older","Not Employed","","","","","2"
"Yes, every week","2012","66 and older","Employed","","","","","2"
"No, never","2013","16-34 y.","Not Employed","83","0.440055966751114","0.36852592238634","0.511586011115887","1"
"No, never","2013","16-34 y.","Employed","1414","0.392749754552095","0.376465575244228","0.409033933859961","1"
"No, never","2013","66 and older","Not Employed","3","","","","1"
"No, never","2013","66 and older","Employed","108","0.467548146195671","0.408361993683025","0.526734298708316","1"
"No, never","2013","35-65 y.","Not Employed","94","0.39117583700747","0.32196671212305","0.460384961891889","1"
"No, never","2013","35-65 y.","Employed","4300","0.355137845098285","0.346366202666107","0.363909487530464","1"
"Rarely","2013","16-34 y.","Employed","667","0.218756569820023","0.204971854336593","0.232541285303453","5"
"Rarely","2013","16-34 y.","Not Employed","29","","","","5"
"Rarely","2013","35-65 y.","Not Employed","38","0.263451351233589","0.200979792650996","0.325922909816183","5"
"Rarely","2013","66 and older","Not Employed","2","","","","5"
"Rarely","2013","35-65 y.","Employed","2859","0.260140011790683","0.252098691781238","0.268181331800128","5"
"Rarely","2013","66 and older","Employed","72","0.228973843411749","0.179131981200567","0.278815705622932","5"
"Yes, every 2 weeks","2013","16-34 y.","Not Employed","28","","","","3"
"Yes, every 2 weeks","2013","16-34 y.","Employed","591","0.170929421851135","0.158376979697863","0.183481864004408","3"
"Yes, every 2 weeks","2013","35-65 y.","Not Employed","27","","","","3"
"Yes, every 2 weeks","2013","35-65 y.","Employed","1747","0.154100090686082","0.147482347135982","0.160717834236181","3"
"Yes, every 2 weeks","2013","66 and older","Not Employed","","","","","3"
"Yes, every 2 weeks","2013","66 and older","Employed","24","","","","3"
"Yes, every 3-4 weeks","2013","16-34 y.","Not Employed","17","","","","4"
"Yes, every 3-4 weeks","2013","16-34 y.","Employed","299","0.0887798816004001","0.0792958499249677","0.0982639132758325","4"
"Yes, every 3-4 weeks","2013","35-65 y.","Not Employed","10","","","","4"
"Yes, every 3-4 weeks","2013","35-65 y.","Employed","1019","0.094139247792771","0.088786644205846","0.099491851379696","4"
"Yes, every 3-4 weeks","2013","66 and older","Not Employed","1","","","","4"
"Yes, every 3-4 weeks","2013","66 and older","Employed","14","","","","4"
"Yes, every week","2013","16-34 y.","Employed","484","0.128784372176347","0.117615264538143","0.139953479814551","2"
"Yes, every week","2013","16-34 y.","Not Employed","28","","","","2"
"Yes, every week","2013","35-65 y.","Not Employed","22","","","","2"
"Yes, every week","2013","35-65 y.","Employed","1509","0.136482804632179","0.130190301196294","0.142775308068064","2"
"Yes, every week","2013","66 and older","Employed","55","0.199835538840823","0.152401210035028","0.247269867646618","2"
"Yes, every week","2013","66 and older","Not Employed","1","","","","2"
"No, never","2014","16-34 y.","Not Employed","","","","","1"
"No, never","2014","16-34 y.","Employed","","","","","1"
"No, never","2014","35-65 y.","Not Employed","","","","","1"
"No, never","2014","35-65 y.","Employed","","","","","1"
"No, never","2014","66 and older","Not Employed","","","","","1"
"No, never","2014","66 and older","Employed","","","","","1"
"Rarely","2014","16-34 y.","Employed","","","","","5"
"Rarely","2014","35-65 y.","Not Employed","","","","","5"
"Rarely","2014","16-34 y.","Not Employed","","","","","5"
"Rarely","2014","35-65 y.","Employed","","","","","5"
"Rarely","2014","66 and older","Not Employed","","","","","5"
"Rarely","2014","66 and older","Employed","","","","","5"
"Yes, every 2 weeks","2014","16-34 y.","Employed","","","","","3"
"Yes, every 2 weeks","2014","35-65 y.","Not Employed","","","","","3"
"Yes, every 2 weeks","2014","66 and older","Not Employed","","","","","3"
"Yes, every 2 weeks","2014","66 and older","Employed","","","","","3"
"Yes, every 2 weeks","2014","16-34 y.","Not Employed","","","","","3"
"Yes, every 2 weeks","2014","35-65 y.","Employed","","","","","3"
"Yes, every 3-4 weeks","2014","16-34 y.","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2014","16-34 y.","Employed","","","","","4"
"Yes, every 3-4 weeks","2014","35-65 y.","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2014","35-65 y.","Employed","","","","","4"
"Yes, every 3-4 weeks","2014","66 and older","Employed","","","","","4"
"Yes, every 3-4 weeks","2014","66 and older","Not Employed","","","","","4"
"Yes, every week","2014","16-34 y.","Not Employed","","","","","2"
"Yes, every week","2014","16-34 y.","Employed","","","","","2"
"Yes, every week","2014","35-65 y.","Not Employed","","","","","2"
"Yes, every week","2014","35-65 y.","Employed","","","","","2"
"Yes, every week","2014","66 and older","Employed","","","","","2"
"Yes, every week","2014","66 and older","Not Employed","","","","","2"
"No, never","2015","16-34 y.","Not Employed","91","0.435107508039061","0.366907996835786","0.503307019242337","1"
"No, never","2015","16-34 y.","Employed","1422","0.392463660647032","0.376230837305562","0.408696483988502","1"
"No, never","2015","35-65 y.","Not Employed","72","0.559668007035085","0.481007319721099","0.638328694349071","1"
"No, never","2015","66 and older","Not Employed","7","","","","1"
"No, never","2015","35-65 y.","Employed","4326","0.368860661322879","0.359908873308136","0.377812449337622","1"
"No, never","2015","66 and older","Employed","138","0.511769964533397","0.456743944306139","0.566795984760655","1"
"Rarely","2015","16-34 y.","Employed","647","0.201836940737376","0.188493914300785","0.215179967173968","5"
"Rarely","2015","35-65 y.","Not Employed","24","","","","5"
"Rarely","2015","66 and older","Not Employed","1","","","","5"
"Rarely","2015","66 and older","Employed","78","0.226104447551841","0.180056085393567","0.272152809710115","5"
"Rarely","2015","16-34 y.","Not Employed","27","","","","5"
"Rarely","2015","35-65 y.","Employed","2738","0.252275060714802","0.244217119653451","0.260333001776152","5"
"Yes, every 2 weeks","2015","16-34 y.","Not Employed","40","0.165654911491996","0.11451322008526","0.216796602898732","3"
"Yes, every 2 weeks","2015","35-65 y.","Not Employed","21","","","","3"
"Yes, every 2 weeks","2015","16-34 y.","Employed","615","0.182582565465338","0.169739762847801","0.195425368082875","3"
"Yes, every 2 weeks","2015","35-65 y.","Employed","1666","0.155953921673179","0.149222648403527","0.162685194942832","3"
"Yes, every 2 weeks","2015","66 and older","Employed","23","","","","3"
"Yes, every 2 weeks","2015","66 and older","Not Employed","","","","","3"
"Yes, every 3-4 weeks","2015","16-34 y.","Not Employed","11","","","","4"
"Yes, every 3-4 weeks","2015","16-34 y.","Employed","289","0.0863124507401583","0.0769768174372033","0.0956480840431134","4"
"Yes, every 3-4 weeks","2015","35-65 y.","Not Employed","12","","","","4"
"Yes, every 3-4 weeks","2015","35-65 y.","Employed","975","0.0890988626697052","0.0838133429670064","0.094384382372404","4"
"Yes, every 3-4 weeks","2015","66 and older","Employed","20","","","","4"
"Yes, every 3-4 weeks","2015","66 and older","Not Employed","2","","","","4"
"Yes, every week","2015","16-34 y.","Not Employed","34","0.237934738612557","0.179358014335623","0.296511462889491","2"
"Yes, every week","2015","16-34 y.","Employed","503","0.136804382410095","0.125380523638815","0.148228241181375","2"
"Yes, every week","2015","35-65 y.","Not Employed","24","","","","2"
"Yes, every week","2015","35-65 y.","Employed","1455","0.133811493619435","0.127495103998231","0.140127883240639","2"
"Yes, every week","2015","66 and older","Not Employed","","","","","2"
"Yes, every week","2015","66 and older","Employed","58","0.176066471164246","0.134138593648889","0.217994348679602","2"
"No, never","2016","16-34 y.","Not Employed","","","","","1"
"No, never","2016","16-34 y.","Employed","","","","","1"
"No, never","2016","35-65 y.","Not Employed","","","","","1"
"No, never","2016","66 and older","Not Employed","","","","","1"
"No, never","2016","35-65 y.","Employed","","","","","1"
"No, never","2016","66 and older","Employed","","","","","1"
"Rarely","2016","16-34 y.","Not Employed","","","","","5"
"Rarely","2016","16-34 y.","Employed","","","","","5"
"Rarely","2016","35-65 y.","Not Employed","","","","","5"
"Rarely","2016","35-65 y.","Employed","","","","","5"
"Rarely","2016","66 and older","Not Employed","","","","","5"
"Rarely","2016","66 and older","Employed","","","","","5"
"Yes, every 2 weeks","2016","16-34 y.","Not Employed","","","","","3"
"Yes, every 2 weeks","2016","35-65 y.","Not Employed","","","","","3"
"Yes, every 2 weeks","2016","16-34 y.","Employed","","","","","3"
"Yes, every 2 weeks","2016","35-65 y.","Employed","","","","","3"
"Yes, every 2 weeks","2016","66 and older","Not Employed","","","","","3"
"Yes, every 2 weeks","2016","66 and older","Employed","","","","","3"
"Yes, every 3-4 weeks","2016","16-34 y.","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2016","35-65 y.","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2016","16-34 y.","Employed","","","","","4"
"Yes, every 3-4 weeks","2016","35-65 y.","Employed","","","","","4"
"Yes, every 3-4 weeks","2016","66 and older","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2016","66 and older","Employed","","","","","4"
"Yes, every week","2016","16-34 y.","Not Employed","","","","","2"
"Yes, every week","2016","16-34 y.","Employed","","","","","2"
"Yes, every week","2016","35-65 y.","Not Employed","","","","","2"
"Yes, every week","2016","35-65 y.","Employed","","","","","2"
"Yes, every week","2016","66 and older","Not Employed","","","","","2"
"Yes, every week","2016","66 and older","Employed","","","","","2"
"No, never","2017","16-34 y.","Not Employed","115","0.575554329537494","0.508059780898032","0.643048878176955","1"
"No, never","2017","16-34 y.","Employed","1658","0.446196986031285","0.43052535076414","0.46186862129843","1"
