"plb0218","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2005","direct migration background","(1c) basic vocational qualification","51","0.14528426645577","0.109570765010321","0.180997767901219"
"Yes, every week","2005","direct migration background","(2b) intermediate general qualification","1","","",""
"Yes, every week","2005","direct migration background","(2a) intermediate vocational","8","","",""
"Yes, every week","2005","direct migration background","(2c_gen) general maturity certificate","10","","",""
"Yes, every week","2005","direct migration background","(2c_voc) vocational maturity certificate","20","","",""
"Yes, every week","2005","direct migration background","(3a) lower tertiary education","3","","",""
"Yes, every week","2005","direct migration background","(3b) higher tertiary education","21","","",""
"Yes, every week","2005","indirect migration background","(0) in school","","","",""
"Yes, every week","2005","indirect migration background","(1a) inadequately completed","2","","",""
"Yes, every week","2005","indirect migration background","(1b) general elementary school","8","","",""
"Yes, every week","2005","indirect migration background","(1c) basic vocational qualification","14","","",""
"Yes, every week","2005","indirect migration background","(2b) intermediate general qualification","8","","",""
"Yes, every week","2005","indirect migration background","(2a) intermediate vocational","16","","",""
"Yes, every week","2005","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"Yes, every week","2005","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"Yes, every week","2005","indirect migration background","(3a) lower tertiary education","3","","",""
"Yes, every week","2005","indirect migration background","(3b) higher tertiary education","6","","",""
"Yes, every 2 weeks","2005","no migration background","(0) in school","7","","",""
"Yes, every 2 weeks","2005","no migration background","(1a) inadequately completed","1","","",""
"Yes, every 2 weeks","2005","no migration background","(1b) general elementary school","59","0.178794072169024","0.137389077047959","0.22019906729009"
"Yes, every 2 weeks","2005","no migration background","(1c) basic vocational qualification","309","0.137567652086782","0.122704218109208","0.152431086064357"
"Yes, every 2 weeks","2005","no migration background","(2b) intermediate general qualification","39","0.152729742864183","0.109418769424146","0.19604071630422"
"Yes, every 2 weeks","2005","no migration background","(2a) intermediate vocational","503","0.174504155304731","0.161179989693667","0.187828320915795"
"Yes, every 2 weeks","2005","no migration background","(2c_gen) general maturity certificate","36","0.124047324126568","0.0851582528260706","0.162936395427066"
"Yes, every 2 weeks","2005","no migration background","(2c_voc) vocational maturity certificate","106","0.118078000200264","0.0962162491340577","0.13993975126647"
"Yes, every 2 weeks","2005","no migration background","(3a) lower tertiary education","107","0.119472913166784","0.0998919580265229","0.139053868307045"
"Yes, every 2 weeks","2005","no migration background","(3b) higher tertiary education","169","0.112477355271426","0.0970680131682569","0.127886697374595"
"Yes, every 2 weeks","2005","direct migration background","(0) in school","","","",""
"Yes, every 2 weeks","2005","direct migration background","(1a) inadequately completed","7","","",""
"Yes, every 2 weeks","2005","direct migration background","(1b) general elementary school","23","","",""
"Yes, every 2 weeks","2005","direct migration background","(1c) basic vocational qualification","54","0.141695053318875","0.106351481093289","0.177038625544461"
"Yes, every 2 weeks","2005","direct migration background","(2b) intermediate general qualification","6","","",""
"Yes, every 2 weeks","2005","direct migration background","(2a) intermediate vocational","18","","",""
"Yes, every 2 weeks","2005","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Yes, every 2 weeks","2005","direct migration background","(2c_voc) vocational maturity certificate","31","0.208941242563489","0.14835953679317","0.269522948333809"
"Yes, every 2 weeks","2005","direct migration background","(3a) lower tertiary education","2","","",""
"Yes, every 2 weeks","2005","direct migration background","(3b) higher tertiary education","22","","",""
"Yes, every 2 weeks","2005","indirect migration background","(0) in school","","","",""
"Yes, every 2 weeks","2005","indirect migration background","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2005","indirect migration background","(1b) general elementary school","8","","",""
"Yes, every 2 weeks","2005","indirect migration background","(1c) basic vocational qualification","17","","",""
"Yes, every 2 weeks","2005","indirect migration background","(2b) intermediate general qualification","4","","",""
"Yes, every 2 weeks","2005","indirect migration background","(2a) intermediate vocational","16","","",""
"Yes, every 2 weeks","2005","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"Yes, every 2 weeks","2005","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Yes, every 2 weeks","2005","indirect migration background","(3a) lower tertiary education","4","","",""
"Yes, every 2 weeks","2005","indirect migration background","(3b) higher tertiary education","3","","",""
"Yes, every 3-4 weeks","2005","no migration background","(0) in school","3","","",""
"Yes, every 3-4 weeks","2005","no migration background","(1a) inadequately completed","1","","",""
"Yes, every 3-4 weeks","2005","no migration background","(1b) general elementary school","18","","",""
"Yes, every 3-4 weeks","2005","no migration background","(1c) basic vocational qualification","179","0.0829786448881384","0.071075235486786","0.0948820542894908"
"Yes, every 3-4 weeks","2005","no migration background","(2b) intermediate general qualification","21","","",""
"Yes, every 3-4 weeks","2005","no migration background","(2a) intermediate vocational","321","0.118092283230774","0.106763010780682","0.129421555680867"
"Yes, every 3-4 weeks","2005","no migration background","(2c_gen) general maturity certificate","27","","",""
"Yes, every 3-4 weeks","2005","no migration background","(2c_voc) vocational maturity certificate","72","0.0661131087424797","0.0492795363451131","0.0829466811398462"
"Yes, every 3-4 weeks","2005","no migration background","(3a) lower tertiary education","85","0.0782763319283066","0.0620603448950897","0.0944923189615235"
"Yes, every 3-4 weeks","2005","no migration background","(3b) higher tertiary education","154","0.0928093885143648","0.0786577392365916","0.106961037792138"
"Yes, every 3-4 weeks","2005","direct migration background","(0) in school","","","",""
"Yes, every 3-4 weeks","2005","direct migration background","(1a) inadequately completed","3","","",""
"Yes, every 3-4 weeks","2005","direct migration background","(1b) general elementary school","21","","",""
"Yes, every 3-4 weeks","2005","direct migration background","(1c) basic vocational qualification","40","0.108722613831185","0.0771741166673387","0.140271110995031"
"Yes, every 3-4 weeks","2005","direct migration background","(2b) intermediate general qualification","3","","",""
"Yes, every 3-4 weeks","2005","direct migration background","(2a) intermediate vocational","4","","",""
"Yes, every 3-4 weeks","2005","direct migration background","(2c_gen) general maturity certificate","8","","",""
"Yes, every 3-4 weeks","2005","direct migration background","(2c_voc) vocational maturity certificate","22","","",""
"Yes, every 3-4 weeks","2005","direct migration background","(3a) lower tertiary education","3","","",""
"Yes, every 3-4 weeks","2005","direct migration background","(3b) higher tertiary education","12","","",""
"Yes, every 3-4 weeks","2005","indirect migration background","(0) in school","","","",""
"Yes, every 3-4 weeks","2005","indirect migration background","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2005","indirect migration background","(1b) general elementary school","5","","",""
"Yes, every 3-4 weeks","2005","indirect migration background","(1c) basic vocational qualification","13","","",""
"Yes, every 3-4 weeks","2005","indirect migration background","(2b) intermediate general qualification","3","","",""
"Yes, every 3-4 weeks","2005","indirect migration background","(2a) intermediate vocational","7","","",""
"Yes, every 3-4 weeks","2005","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Yes, every 3-4 weeks","2005","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Yes, every 3-4 weeks","2005","indirect migration background","(3a) lower tertiary education","1","","",""
"Yes, every 3-4 weeks","2005","indirect migration background","(3b) higher tertiary education","5","","",""
"Rarely","2005","no migration background","(0) in school","8","","",""
"Rarely","2005","no migration background","(1a) inadequately completed","9","","",""
"Rarely","2005","no migration background","(1b) general elementary school","50","0.151062632861204","0.11236659565642","0.189758670065989"
"Rarely","2005","no migration background","(1c) basic vocational qualification","502","0.245701158689226","0.227124234892662","0.264278082485789"
"Rarely","2005","no migration background","(2b) intermediate general qualification","41","0.160802605744664","0.116573948116567","0.20503126337276"
"Rarely","2005","no migration background","(2a) intermediate vocational","788","0.237579825165206","0.222638756590377","0.252520893740036"
"Rarely","2005","no migration background","(2c_gen) general maturity certificate","48","0.147660495306726","0.105806972408917","0.189514018204536"
"Rarely","2005","no migration background","(2c_voc) vocational maturity certificate","234","0.274499109691804","0.244266557799408","0.304731661584199"
"Rarely","2005","no migration background","(3a) lower tertiary education","334","0.318375181794703","0.290251635308143","0.346498728281264"
"Rarely","2005","no migration background","(3b) higher tertiary education","524","0.330944362953396","0.307995010344635","0.353893715562156"
"Rarely","2005","direct migration background","(0) in school","1","","",""
"Rarely","2005","direct migration background","(1a) inadequately completed","5","","",""
"Rarely","2005","direct migration background","(1b) general elementary school","29","","",""
"Rarely","2005","direct migration background","(1c) basic vocational qualification","87","0.258243868585392","0.213887307147627","0.302600430023158"
"Rarely","2005","direct migration background","(2b) intermediate general qualification","4","","",""
"Rarely","2005","direct migration background","(2a) intermediate vocational","24","","",""
"Rarely","2005","direct migration background","(2c_gen) general maturity certificate","8","","",""
"Rarely","2005","direct migration background","(2c_voc) vocational maturity certificate","36","0.248276104558353","0.183900446927808","0.312651762188899"
"Rarely","2005","direct migration background","(3a) lower tertiary education","13","","",""
"Rarely","2005","direct migration background","(3b) higher tertiary education","44","0.267177086233766","0.200266848193853","0.33408732427368"
"Rarely","2005","indirect migration background","(0) in school","","","",""
"Rarely","2005","indirect migration background","(1a) inadequately completed","1","","",""
"Rarely","2005","indirect migration background","(1b) general elementary school","7","","",""
"Rarely","2005","indirect migration background","(1c) basic vocational qualification","19","","",""
"Rarely","2005","indirect migration background","(2b) intermediate general qualification","9","","",""
"Rarely","2005","indirect migration background","(2a) intermediate vocational","18","","",""
"Rarely","2005","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"Rarely","2005","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"Rarely","2005","indirect migration background","(3a) lower tertiary education","4","","",""
"Rarely","2005","indirect migration background","(3b) higher tertiary education","16","","",""
"No, never","2006","no migration background","(0) in school","","","",""
"No, never","2006","no migration background","(1a) inadequately completed","","","",""
"No, never","2006","no migration background","(1b) general elementary school","","","",""
"No, never","2006","no migration background","(1c) basic vocational qualification","","","",""
"No, never","2006","no migration background","(2b) intermediate general qualification","","","",""
"No, never","2006","no migration background","(2a) intermediate vocational","","","",""
"No, never","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"No, never","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","no migration background","(3a) lower tertiary education","","","",""
"No, never","2006","no migration background","(3b) higher tertiary education","","","",""
"No, never","2006","direct migration background","(0) in school","","","",""
"No, never","2006","direct migration background","(1a) inadequately completed","","","",""
"No, never","2006","direct migration background","(1b) general elementary school","","","",""
"No, never","2006","direct migration background","(1c) basic vocational qualification","","","",""
"No, never","2006","direct migration background","(2b) intermediate general qualification","","","",""
"No, never","2006","direct migration background","(2a) intermediate vocational","","","",""
"No, never","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"No, never","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","direct migration background","(3a) lower tertiary education","","","",""
"No, never","2006","direct migration background","(3b) higher tertiary education","","","",""
"No, never","2006","indirect migration background","(0) in school","","","",""
"No, never","2006","indirect migration background","(1a) inadequately completed","","","",""
"No, never","2006","indirect migration background","(1b) general elementary school","","","",""
"No, never","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"No, never","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"No, never","2006","indirect migration background","(2a) intermediate vocational","","","",""
"No, never","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"No, never","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","indirect migration background","(3a) lower tertiary education","","","",""
"No, never","2006","indirect migration background","(3b) higher tertiary education","","","",""
"Yes, every week","2006","no migration background","(0) in school","","","",""
"Yes, every week","2006","no migration background","(1a) inadequately completed","","","",""
"Yes, every week","2006","no migration background","(1b) general elementary school","","","",""
"Yes, every week","2006","no migration background","(1c) basic vocational qualification","","","",""
"Yes, every week","2006","no migration background","(2b) intermediate general qualification","","","",""
"Yes, every week","2006","no migration background","(2a) intermediate vocational","","","",""
"Yes, every week","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2006","no migration background","(3a) lower tertiary education","","","",""
"Yes, every week","2006","no migration background","(3b) higher tertiary education","","","",""
"Yes, every week","2006","direct migration background","(0) in school","","","",""
"Yes, every week","2006","direct migration background","(1a) inadequately completed","","","",""
"Yes, every week","2006","direct migration background","(1b) general elementary school","","","",""
"Yes, every week","2006","direct migration background","(1c) basic vocational qualification","","","",""
"Yes, every week","2006","direct migration background","(2b) intermediate general qualification","","","",""
"Yes, every week","2006","direct migration background","(2a) intermediate vocational","","","",""
"Yes, every week","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2006","direct migration background","(3a) lower tertiary education","","","",""
"Yes, every week","2006","direct migration background","(3b) higher tertiary education","","","",""
"Yes, every week","2006","indirect migration background","(0) in school","","","",""
"Yes, every week","2006","indirect migration background","(1a) inadequately completed","","","",""
"Yes, every week","2006","indirect migration background","(1b) general elementary school","","","",""
"Yes, every week","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes, every week","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes, every week","2006","indirect migration background","(2a) intermediate vocational","","","",""
"Yes, every week","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2006","indirect migration background","(3a) lower tertiary education","","","",""
"Yes, every week","2006","indirect migration background","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2006","no migration background","(0) in school","","","",""
"Yes, every 2 weeks","2006","no migration background","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2006","no migration background","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2006","no migration background","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2006","no migration background","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2006","no migration background","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2006","no migration background","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2006","no migration background","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2006","direct migration background","(0) in school","","","",""
"Yes, every 2 weeks","2006","direct migration background","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2006","direct migration background","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2006","direct migration background","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2006","direct migration background","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2006","direct migration background","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2006","direct migration background","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2006","direct migration background","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2006","indirect migration background","(0) in school","","","",""
"Yes, every 2 weeks","2006","indirect migration background","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2006","indirect migration background","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2006","indirect migration background","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2006","indirect migration background","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2006","indirect migration background","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2006","no migration background","(0) in school","","","",""
"Yes, every 3-4 weeks","2006","no migration background","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2006","no migration background","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2006","no migration background","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2006","no migration background","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2006","no migration background","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","no migration background","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2006","no migration background","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2006","direct migration background","(0) in school","","","",""
"Yes, every 3-4 weeks","2006","direct migration background","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2006","direct migration background","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2006","direct migration background","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2006","direct migration background","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2006","direct migration background","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","direct migration background","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2006","direct migration background","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2006","indirect migration background","(0) in school","","","",""
"Yes, every 3-4 weeks","2006","indirect migration background","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2006","indirect migration background","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2006","indirect migration background","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","indirect migration background","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2006","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2006","no migration background","(0) in school","","","",""
"Rarely","2006","no migration background","(1a) inadequately completed","","","",""
"Rarely","2006","no migration background","(1b) general elementary school","","","",""
"Rarely","2006","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2006","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2006","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2006","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2006","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2006","direct migration background","(0) in school","","","",""
"Rarely","2006","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2006","direct migration background","(1b) general elementary school","","","",""
"Rarely","2006","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2006","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2006","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2006","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2006","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2006","indirect migration background","(0) in school","","","",""
"Rarely","2006","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2006","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2006","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2006","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2006","indirect migration background","(3b) higher tertiary education","","","",""
"No, never","2007","no migration background","(0) in school","6","","",""
"No, never","2007","no migration background","(1a) inadequately completed","13","","",""
"No, never","2007","no migration background","(1b) general elementary school","129","0.447635435011692","0.390892444942773","0.50437842508061"
"No, never","2007","no migration background","(1c) basic vocational qualification","705","0.342965029185625","0.322545130700788","0.363384927670463"
"No, never","2007","no migration background","(2b) intermediate general qualification","85","0.332141147858097","0.270463505221014","0.393818790495179"
"No, never","2007","no migration background","(2a) intermediate vocational","1125","0.326541150481104","0.310257577813278","0.34282472314893"
"No, never","2007","no migration background","(2c_gen) general maturity certificate","143","0.444105646673476","0.387974473142859","0.500236820204093"
"No, never","2007","no migration background","(2c_voc) vocational maturity certificate","335","0.389658830852163","0.357141131307087","0.422176530397239"
"No, never","2007","no migration background","(3a) lower tertiary education","404","0.356065620900306","0.327089104364579","0.385042137436032"
"No, never","2007","no migration background","(3b) higher tertiary education","470","0.256601477923799","0.23571650706891","0.277486448778688"
"No, never","2007","direct migration background","(0) in school","1","","",""
"No, never","2007","direct migration background","(1a) inadequately completed","11","","",""
"No, never","2007","direct migration background","(1b) general elementary school","86","0.52279655521689","0.446584396614852","0.599008713818928"
"No, never","2007","direct migration background","(1c) basic vocational qualification","121","0.36489800701601","0.312800294772035","0.416995719259985"
"No, never","2007","direct migration background","(2b) intermediate general qualification","7","","",""
"No, never","2007","direct migration background","(2a) intermediate vocational","35","0.499196101864571","0.392271438654225","0.606120765074918"
"No, never","2007","direct migration background","(2c_gen) general maturity certificate","17","","",""
"No, never","2007","direct migration background","(2c_voc) vocational maturity certificate","62","0.325391773512688","0.255168812688049","0.395614734337327"
"No, never","2007","direct migration background","(3a) lower tertiary education","22","","",""
"No, never","2007","direct migration background","(3b) higher tertiary education","59","0.334513338670785","0.265200372025048","0.403826305316523"
"No, never","2007","indirect migration background","(0) in school","","","",""
"No, never","2007","indirect migration background","(1a) inadequately completed","1","","",""
"No, never","2007","indirect migration background","(1b) general elementary school","29","","",""
"No, never","2007","indirect migration background","(1c) basic vocational qualification","46","0.476897254619787","0.381814650162229","0.571979859077344"
"No, never","2007","indirect migration background","(2b) intermediate general qualification","16","","",""
"No, never","2007","indirect migration background","(2a) intermediate vocational","37","0.362159814904418","0.267002731677252","0.457316898131584"
"No, never","2007","indirect migration background","(2c_gen) general maturity certificate","17","","",""
"No, never","2007","indirect migration background","(2c_voc) vocational maturity certificate","21","","",""
"No, never","2007","indirect migration background","(3a) lower tertiary education","11","","",""
"No, never","2007","indirect migration background","(3b) higher tertiary education","23","","",""
"Yes, every week","2007","no migration background","(0) in school","7","","",""
"Yes, every week","2007","no migration background","(1a) inadequately completed","6","","",""
"Yes, every week","2007","no migration background","(1b) general elementary school","51","0.165427942778166","0.123027202659479","0.207828682896852"
"Yes, every week","2007","no migration background","(1c) basic vocational qualification","355","0.165711394465207","0.149716964800042","0.181705824130372"
"Yes, every week","2007","no migration background","(2b) intermediate general qualification","41","0.243553517127287","0.187343930868035","0.299763103386538"
"Yes, every week","2007","no migration background","(2a) intermediate vocational","421","0.130117987349744","0.118435803166269","0.14180017153322"
"Yes, every week","2007","no migration background","(2c_gen) general maturity certificate","49","0.180714681580061","0.137245731782641","0.22418363137748"
"Yes, every week","2007","no migration background","(2c_voc) vocational maturity certificate","94","0.109539093618689","0.0887141794521623","0.130364007785215"
"Yes, every week","2007","no migration background","(3a) lower tertiary education","118","0.104847255194032","0.0863082061427397","0.123386304245324"
"Yes, every week","2007","no migration background","(3b) higher tertiary education","315","0.196080287213204","0.17709501815225","0.215065556274158"
"Yes, every week","2007","direct migration background","(0) in school","","","",""
"Yes, every week","2007","direct migration background","(1a) inadequately completed","4","","",""
"Yes, every week","2007","direct migration background","(1b) general elementary school","21","","",""
"Yes, every week","2007","direct migration background","(1c) basic vocational qualification","45","0.174819894957121","0.133716189867","0.215923600047242"
"Yes, every week","2007","direct migration background","(2b) intermediate general qualification","1","","",""
"Yes, every week","2007","direct migration background","(2a) intermediate vocational","8","","",""
