"plb0218","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2005","lower secondary degree","higher education","6","","",""
"Yes, every week","2005","secondary school degree","in school","","","",""
"Yes, every week","2005","secondary school degree","inadequately","","","",""
"Yes, every week","2005","secondary school degree","general elemantary","48","0.169585574071245","0.129279743982233","0.209891404160256"
"Yes, every week","2005","secondary school degree","middle vocational","344","0.134133494916371","0.12151047796215","0.146756511870593"
"Yes, every week","2005","secondary school degree","vocational + Abi","1","","",""
"Yes, every week","2005","secondary school degree","higher vocational","73","0.135784627922059","0.105907510170394","0.165661745673724"
"Yes, every week","2005","secondary school degree","higher education","52","0.11981052891654","0.0888272452764199","0.15079381255666"
"Yes, every week","2005","college entrance qualification","in school","","","",""
"Yes, every week","2005","college entrance qualification","inadequately","","","",""
"Yes, every week","2005","college entrance qualification","general elemantary","","","",""
"Yes, every week","2005","college entrance qualification","middle vocational","52","0.176435463759396","0.135737291956315","0.217133635562477"
"Yes, every week","2005","college entrance qualification","vocational + Abi","56","0.0924828834228176","0.070578978391963","0.114386788453672"
"Yes, every week","2005","college entrance qualification","higher vocational","20","","",""
"Yes, every week","2005","college entrance qualification","higher education","351","0.153580114462284","0.138974904435125","0.168185324489443"
"Yes, every week","2005","Other degree","in school","","","",""
"Yes, every week","2005","Other degree","inadequately","","","",""
"Yes, every week","2005","Other degree","general elemantary","15","","",""
"Yes, every week","2005","Other degree","middle vocational","32","0.142337134991354","0.0948546065835652","0.189819663399142"
"Yes, every week","2005","Other degree","vocational + Abi","11","","",""
"Yes, every week","2005","Other degree","higher vocational","5","","",""
"Yes, every week","2005","Other degree","higher education","10","","",""
"Yes, every week","2005","no degree/no degree yet","in school","14","","",""
"Yes, every week","2005","no degree/no degree yet","inadequately","8","","",""
"Yes, every week","2005","no degree/no degree yet","general elemantary","","","",""
"Yes, every week","2005","no degree/no degree yet","middle vocational","7","","",""
"Yes, every week","2005","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every week","2005","no degree/no degree yet","higher vocational","1","","",""
"Yes, every week","2005","no degree/no degree yet","higher education","","","",""
"Yes, every 2 weeks","2005","lower secondary degree","in school","","","",""
"Yes, every 2 weeks","2005","lower secondary degree","inadequately","","","",""
"Yes, every 2 weeks","2005","lower secondary degree","general elemantary","75","0.1629736198776","0.128999486033834","0.196947753721366"
"Yes, every 2 weeks","2005","lower secondary degree","middle vocational","315","0.136976810286235","0.122372030349857","0.151581590222613"
"Yes, every 2 weeks","2005","lower secondary degree","vocational + Abi","2","","",""
"Yes, every 2 weeks","2005","lower secondary degree","higher vocational","36","0.163659507898424","0.114882614495385","0.212436401301463"
"Yes, every 2 weeks","2005","lower secondary degree","higher education","7","","",""
"Yes, every 2 weeks","2005","secondary school degree","in school","","","",""
"Yes, every 2 weeks","2005","secondary school degree","inadequately","","","",""
"Yes, every 2 weeks","2005","secondary school degree","general elemantary","49","0.171493394795802","0.13100806694096","0.211978722650645"
"Yes, every 2 weeks","2005","secondary school degree","middle vocational","448","0.174883851322263","0.160813612363753","0.188954090280772"
"Yes, every 2 weeks","2005","secondary school degree","vocational + Abi","5","","",""
"Yes, every 2 weeks","2005","secondary school degree","higher vocational","89","0.192473503306418","0.158088721861037","0.2268582847518"
"Yes, every 2 weeks","2005","secondary school degree","higher education","53","0.11403423894937","0.0837080407487145","0.144360437150025"
"Yes, every 2 weeks","2005","college entrance qualification","in school","","","",""
"Yes, every 2 weeks","2005","college entrance qualification","inadequately","","","",""
"Yes, every 2 weeks","2005","college entrance qualification","general elemantary","","","",""
"Yes, every 2 weeks","2005","college entrance qualification","middle vocational","43","0.135207350545793","0.0986992459014432","0.171715455190144"
"Yes, every 2 weeks","2005","college entrance qualification","vocational + Abi","94","0.125120827097868","0.100105724020882","0.150135930174854"
"Yes, every 2 weeks","2005","college entrance qualification","higher vocational","23","","",""
"Yes, every 2 weeks","2005","college entrance qualification","higher education","226","0.109097625426336","0.0964685926197028","0.121726658232969"
"Yes, every 2 weeks","2005","Other degree","in school","","","",""
"Yes, every 2 weeks","2005","Other degree","inadequately","","","",""
"Yes, every 2 weeks","2005","Other degree","general elemantary","15","","",""
"Yes, every 2 weeks","2005","Other degree","middle vocational","30","0.110622230760929","0.0679956238183345","0.153248837703524"
"Yes, every 2 weeks","2005","Other degree","vocational + Abi","9","","",""
"Yes, every 2 weeks","2005","Other degree","higher vocational","11","","",""
"Yes, every 2 weeks","2005","Other degree","higher education","19","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","in school","7","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","inadequately","7","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","general elemantary","","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","middle vocational","1","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","higher vocational","","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","higher education","","","",""
"Yes, every 3-4 weeks","2005","lower secondary degree","in school","","","",""
"Yes, every 3-4 weeks","2005","lower secondary degree","inadequately","","","",""
"Yes, every 3-4 weeks","2005","lower secondary degree","general elemantary","29","","",""
"Yes, every 3-4 weeks","2005","lower secondary degree","middle vocational","198","0.0981674511494783","0.0855286182882745","0.110806284010682"
"Yes, every 3-4 weeks","2005","lower secondary degree","vocational + Abi","2","","",""
"Yes, every 3-4 weeks","2005","lower secondary degree","higher vocational","19","","",""
"Yes, every 3-4 weeks","2005","lower secondary degree","higher education","6","","",""
"Yes, every 3-4 weeks","2005","secondary school degree","in school","","","",""
"Yes, every 3-4 weeks","2005","secondary school degree","inadequately","","","",""
"Yes, every 3-4 weeks","2005","secondary school degree","general elemantary","27","","",""
"Yes, every 3-4 weeks","2005","secondary school degree","middle vocational","275","0.11100564177846","0.099369979599283","0.122641303957637"
"Yes, every 3-4 weeks","2005","secondary school degree","vocational + Abi","1","","",""
"Yes, every 3-4 weeks","2005","secondary school degree","higher vocational","55","0.128340923136514","0.0991694534507254","0.157512392822303"
"Yes, every 3-4 weeks","2005","secondary school degree","higher education","36","0.0993623456838213","0.0708207773587564","0.127903914008886"
"Yes, every 3-4 weeks","2005","college entrance qualification","in school","","","",""
"Yes, every 3-4 weeks","2005","college entrance qualification","inadequately","","","",""
"Yes, every 3-4 weeks","2005","college entrance qualification","general elemantary","","","",""
"Yes, every 3-4 weeks","2005","college entrance qualification","middle vocational","32","0.0889199933472125","0.0585313641781935","0.119308622516232"
"Yes, every 3-4 weeks","2005","college entrance qualification","vocational + Abi","56","0.0689595370935179","0.0498017694692003","0.0881173047178356"
"Yes, every 3-4 weeks","2005","college entrance qualification","higher vocational","26","","",""
"Yes, every 3-4 weeks","2005","college entrance qualification","higher education","206","0.0838172039165643","0.0725917209590284","0.0950426868741003"
"Yes, every 3-4 weeks","2005","Other degree","in school","","","",""
"Yes, every 3-4 weeks","2005","Other degree","inadequately","1","","",""
"Yes, every 3-4 weeks","2005","Other degree","general elemantary","14","","",""
"Yes, every 3-4 weeks","2005","Other degree","middle vocational","23","","",""
"Yes, every 3-4 weeks","2005","Other degree","vocational + Abi","10","","",""
"Yes, every 3-4 weeks","2005","Other degree","higher vocational","3","","",""
"Yes, every 3-4 weeks","2005","Other degree","higher education","8","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","in school","3","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","inadequately","4","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","general elemantary","","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","middle vocational","","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","higher vocational","","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","higher education","1","","",""
"Rarely","2005","lower secondary degree","in school","","","",""
"Rarely","2005","lower secondary degree","inadequately","","","",""
"Rarely","2005","lower secondary degree","general elemantary","71","0.160886620563757","0.127088663320017","0.194684577807497"
"Rarely","2005","lower secondary degree","middle vocational","506","0.236588567271288","0.218536104117994","0.254641030424582"
"Rarely","2005","lower secondary degree","vocational + Abi","2","","",""
"Rarely","2005","lower secondary degree","higher vocational","67","0.308495768896354","0.247601842067879","0.369389695724829"
"Rarely","2005","lower secondary degree","higher education","14","","",""
"Rarely","2005","secondary school degree","in school","","","",""
"Rarely","2005","secondary school degree","inadequately","","","",""
"Rarely","2005","secondary school degree","general elemantary","54","0.159328398681857","0.120019963241325","0.198636834122388"
"Rarely","2005","secondary school degree","middle vocational","688","0.231440564785016","0.215818891708252","0.247062237861779"
"Rarely","2005","secondary school degree","vocational + Abi","3","","",""
"Rarely","2005","secondary school degree","higher vocational","141","0.282149463008991","0.242897712404725","0.321401213613258"
"Rarely","2005","secondary school degree","higher education","113","0.286644833961083","0.24350118929088","0.329788478631285"
"Rarely","2005","college entrance qualification","in school","","","",""
"Rarely","2005","college entrance qualification","inadequately","","","",""
"Rarely","2005","college entrance qualification","general elemantary","","","",""
"Rarely","2005","college entrance qualification","middle vocational","57","0.160134903835125","0.120980473594791","0.19928933407546"
"Rarely","2005","college entrance qualification","vocational + Abi","172","0.245655456242936","0.213108413180332","0.278202499305539"
"Rarely","2005","college entrance qualification","higher vocational","82","0.327798424021354","0.270070701169079","0.385526146873629"
"Rarely","2005","college entrance qualification","higher education","777","0.335699806169421","0.316570240087142","0.3548293722517"
"Rarely","2005","Other degree","in school","","","",""
"Rarely","2005","Other degree","inadequately","1","","",""
"Rarely","2005","Other degree","general elemantary","14","","",""
"Rarely","2005","Other degree","middle vocational","37","0.269441554249504","0.20914726306706","0.329735845431948"
"Rarely","2005","Other degree","vocational + Abi","13","","",""
"Rarely","2005","Other degree","higher vocational","7","","",""
"Rarely","2005","Other degree","higher education","28","","",""
"Rarely","2005","no degree/no degree yet","in school","9","","",""
"Rarely","2005","no degree/no degree yet","inadequately","10","","",""
"Rarely","2005","no degree/no degree yet","general elemantary","","","",""
"Rarely","2005","no degree/no degree yet","middle vocational","5","","",""
"Rarely","2005","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2005","no degree/no degree yet","higher vocational","","","",""
"Rarely","2005","no degree/no degree yet","higher education","","","",""
"No, never","2006","lower secondary degree","in school","","","",""
"No, never","2006","lower secondary degree","inadequately","","","",""
"No, never","2006","lower secondary degree","general elemantary","","","",""
"No, never","2006","lower secondary degree","middle vocational","","","",""
"No, never","2006","lower secondary degree","vocational + Abi","","","",""
"No, never","2006","lower secondary degree","higher vocational","","","",""
"No, never","2006","lower secondary degree","higher education","","","",""
"No, never","2006","secondary school degree","in school","","","",""
"No, never","2006","secondary school degree","inadequately","","","",""
"No, never","2006","secondary school degree","general elemantary","","","",""
"No, never","2006","secondary school degree","middle vocational","","","",""
"No, never","2006","secondary school degree","vocational + Abi","","","",""
"No, never","2006","secondary school degree","higher vocational","","","",""
"No, never","2006","secondary school degree","higher education","","","",""
"No, never","2006","college entrance qualification","in school","","","",""
"No, never","2006","college entrance qualification","inadequately","","","",""
"No, never","2006","college entrance qualification","general elemantary","","","",""
"No, never","2006","college entrance qualification","middle vocational","","","",""
"No, never","2006","college entrance qualification","vocational + Abi","","","",""
"No, never","2006","college entrance qualification","higher vocational","","","",""
"No, never","2006","college entrance qualification","higher education","","","",""
"No, never","2006","Other degree","in school","","","",""
"No, never","2006","Other degree","inadequately","","","",""
"No, never","2006","Other degree","general elemantary","","","",""
"No, never","2006","Other degree","middle vocational","","","",""
"No, never","2006","Other degree","vocational + Abi","","","",""
"No, never","2006","Other degree","higher vocational","","","",""
"No, never","2006","Other degree","higher education","","","",""
"No, never","2006","no degree/no degree yet","in school","","","",""
"No, never","2006","no degree/no degree yet","inadequately","","","",""
"No, never","2006","no degree/no degree yet","general elemantary","","","",""
"No, never","2006","no degree/no degree yet","middle vocational","","","",""
"No, never","2006","no degree/no degree yet","vocational + Abi","","","",""
"No, never","2006","no degree/no degree yet","higher vocational","","","",""
"No, never","2006","no degree/no degree yet","higher education","","","",""
"Yes, every week","2006","lower secondary degree","in school","","","",""
"Yes, every week","2006","lower secondary degree","inadequately","","","",""
"Yes, every week","2006","lower secondary degree","general elemantary","","","",""
"Yes, every week","2006","lower secondary degree","middle vocational","","","",""
"Yes, every week","2006","lower secondary degree","vocational + Abi","","","",""
"Yes, every week","2006","lower secondary degree","higher vocational","","","",""
"Yes, every week","2006","lower secondary degree","higher education","","","",""
"Yes, every week","2006","secondary school degree","in school","","","",""
"Yes, every week","2006","secondary school degree","inadequately","","","",""
"Yes, every week","2006","secondary school degree","general elemantary","","","",""
"Yes, every week","2006","secondary school degree","middle vocational","","","",""
"Yes, every week","2006","secondary school degree","vocational + Abi","","","",""
"Yes, every week","2006","secondary school degree","higher vocational","","","",""
"Yes, every week","2006","secondary school degree","higher education","","","",""
"Yes, every week","2006","college entrance qualification","in school","","","",""
"Yes, every week","2006","college entrance qualification","inadequately","","","",""
"Yes, every week","2006","college entrance qualification","general elemantary","","","",""
"Yes, every week","2006","college entrance qualification","middle vocational","","","",""
"Yes, every week","2006","college entrance qualification","vocational + Abi","","","",""
"Yes, every week","2006","college entrance qualification","higher vocational","","","",""
"Yes, every week","2006","college entrance qualification","higher education","","","",""
"Yes, every week","2006","Other degree","in school","","","",""
"Yes, every week","2006","Other degree","inadequately","","","",""
"Yes, every week","2006","Other degree","general elemantary","","","",""
"Yes, every week","2006","Other degree","middle vocational","","","",""
"Yes, every week","2006","Other degree","vocational + Abi","","","",""
"Yes, every week","2006","Other degree","higher vocational","","","",""
"Yes, every week","2006","Other degree","higher education","","","",""
"Yes, every week","2006","no degree/no degree yet","in school","","","",""
"Yes, every week","2006","no degree/no degree yet","inadequately","","","",""
"Yes, every week","2006","no degree/no degree yet","general elemantary","","","",""
"Yes, every week","2006","no degree/no degree yet","middle vocational","","","",""
"Yes, every week","2006","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every week","2006","no degree/no degree yet","higher vocational","","","",""
"Yes, every week","2006","no degree/no degree yet","higher education","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","in school","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","inadequately","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","general elemantary","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","middle vocational","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","higher vocational","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","higher education","","","",""
"Yes, every 2 weeks","2006","secondary school degree","in school","","","",""
"Yes, every 2 weeks","2006","secondary school degree","inadequately","","","",""
"Yes, every 2 weeks","2006","secondary school degree","general elemantary","","","",""
"Yes, every 2 weeks","2006","secondary school degree","middle vocational","","","",""
"Yes, every 2 weeks","2006","secondary school degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","secondary school degree","higher vocational","","","",""
"Yes, every 2 weeks","2006","secondary school degree","higher education","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","in school","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","inadequately","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","general elemantary","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","middle vocational","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","higher vocational","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","higher education","","","",""
"Yes, every 2 weeks","2006","Other degree","in school","","","",""
"Yes, every 2 weeks","2006","Other degree","inadequately","","","",""
"Yes, every 2 weeks","2006","Other degree","general elemantary","","","",""
"Yes, every 2 weeks","2006","Other degree","middle vocational","","","",""
"Yes, every 2 weeks","2006","Other degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","Other degree","higher vocational","","","",""
"Yes, every 2 weeks","2006","Other degree","higher education","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","in school","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","inadequately","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","general elemantary","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","middle vocational","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","higher vocational","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","higher education","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","in school","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","inadequately","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","higher education","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","in school","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","inadequately","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","higher education","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","in school","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","inadequately","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","higher education","","","",""
"Yes, every 3-4 weeks","2006","Other degree","in school","","","",""
"Yes, every 3-4 weeks","2006","Other degree","inadequately","","","",""
"Yes, every 3-4 weeks","2006","Other degree","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","Other degree","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","Other degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","Other degree","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","Other degree","higher education","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","in school","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","inadequately","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","higher education","","","",""
"Rarely","2006","lower secondary degree","in school","","","",""
"Rarely","2006","lower secondary degree","inadequately","","","",""
"Rarely","2006","lower secondary degree","general elemantary","","","",""
"Rarely","2006","lower secondary degree","middle vocational","","","",""
"Rarely","2006","lower secondary degree","vocational + Abi","","","",""
"Rarely","2006","lower secondary degree","higher vocational","","","",""
"Rarely","2006","lower secondary degree","higher education","","","",""
"Rarely","2006","secondary school degree","in school","","","",""
"Rarely","2006","secondary school degree","inadequately","","","",""
"Rarely","2006","secondary school degree","general elemantary","","","",""
"Rarely","2006","secondary school degree","middle vocational","","","",""
"Rarely","2006","secondary school degree","vocational + Abi","","","",""
"Rarely","2006","secondary school degree","higher vocational","","","",""
"Rarely","2006","secondary school degree","higher education","","","",""
"Rarely","2006","college entrance qualification","in school","","","",""
"Rarely","2006","college entrance qualification","inadequately","","","",""
"Rarely","2006","college entrance qualification","general elemantary","","","",""
"Rarely","2006","college entrance qualification","middle vocational","","","",""
"Rarely","2006","college entrance qualification","vocational + Abi","","","",""
"Rarely","2006","college entrance qualification","higher vocational","","","",""
"Rarely","2006","college entrance qualification","higher education","","","",""
"Rarely","2006","Other degree","in school","","","",""
"Rarely","2006","Other degree","inadequately","","","",""
"Rarely","2006","Other degree","general elemantary","","","",""
"Rarely","2006","Other degree","middle vocational","","","",""
"Rarely","2006","Other degree","vocational + Abi","","","",""
"Rarely","2006","Other degree","higher vocational","","","",""
"Rarely","2006","Other degree","higher education","","","",""
"Rarely","2006","no degree/no degree yet","in school","","","",""
"Rarely","2006","no degree/no degree yet","inadequately","","","",""
"Rarely","2006","no degree/no degree yet","general elemantary","","","",""
"Rarely","2006","no degree/no degree yet","middle vocational","","","",""
"Rarely","2006","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2006","no degree/no degree yet","higher vocational","","","",""
"Rarely","2006","no degree/no degree yet","higher education","","","",""
"No, never","2007","lower secondary degree","in school","","","",""
"No, never","2007","lower secondary degree","inadequately","","","",""
"No, never","2007","lower secondary degree","general elemantary","181","0.437940572621982","0.389561658340508","0.486319486903455"
"No, never","2007","lower secondary degree","middle vocational","750","0.352812759026063","0.332567267789667","0.37305825026246"
"No, never","2007","lower secondary degree","vocational + Abi","5","","",""
"No, never","2007","lower secondary degree","higher vocational","55","0.242138133313862","0.183497617319885","0.300778649307839"
"No, never","2007","lower secondary degree","higher education","14","","",""
"No, never","2007","secondary school degree","in school","","","",""
"No, never","2007","secondary school degree","inadequately","","","",""
"No, never","2007","secondary school degree","general elemantary","108","0.369007947520558","0.312183135066611","0.425832759974505"
"No, never","2007","secondary school degree","middle vocational","1046","0.347029555280004","0.329629158141967","0.36442995241804"
"No, never","2007","secondary school degree","vocational + Abi","2","","",""
"No, never","2007","secondary school degree","higher vocational","151","0.247593089612329","0.209415984614231","0.285770194610427"
"No, never","2007","secondary school degree","higher education","148","0.348223587198519","0.301882791500394","0.394564382896645"
"No, never","2007","college entrance qualification","in school","","","",""
"No, never","2007","college entrance qualification","inadequately","","","",""
"No, never","2007","college entrance qualification","general elemantary","","","",""
"No, never","2007","college entrance qualification","middle vocational","166","0.46230126686444","0.410290556344505","0.514311977384374"
"No, never","2007","college entrance qualification","vocational + Abi","289","0.403330607066702","0.367297180367439","0.439364033765966"
"No, never","2007","college entrance qualification","higher vocational","90","0.384066747084767","0.323655389326567","0.444478104842966"
"No, never","2007","college entrance qualification","higher education","777","0.295423894680084","0.277276657525357","0.31357113183481"
"No, never","2007","Other degree","in school","","","",""
"No, never","2007","Other degree","inadequately","12","","",""
"No, never","2007","Other degree","general elemantary","51","0.53564979012368","0.435885350577232","0.635414229670127"
"No, never","2007","Other degree","middle vocational","74","0.427111209162958","0.356023050370996","0.498199367954921"
"No, never","2007","Other degree","vocational + Abi","28","","",""
"No, never","2007","Other degree","higher vocational","8","","",""
"No, never","2007","Other degree","higher education","43","0.34605075838147","0.263315971324724","0.428785545438216"
"No, never","2007","no degree/no degree yet","in school","7","","",""
"No, never","2007","no degree/no degree yet","inadequately","21","","",""
"No, never","2007","no degree/no degree yet","general elemantary","","","",""
"No, never","2007","no degree/no degree yet","middle vocational","4","","",""
"No, never","2007","no degree/no degree yet","vocational + Abi","","","",""
"No, never","2007","no degree/no degree yet","higher vocational","","","",""
"No, never","2007","no degree/no degree yet","higher education","","","",""
"Yes, every week","2007","lower secondary degree","in school","","","",""
"Yes, every week","2007","lower secondary degree","inadequately","","","",""
"Yes, every week","2007","lower secondary degree","general elemantary","70","0.182138263844545","0.144502741345446","0.219773786343644"
"Yes, every week","2007","lower secondary degree","middle vocational","353","0.166388987807369","0.150609779270526","0.182168196344212"
"Yes, every week","2007","lower secondary degree","vocational + Abi","2","","",""
"Yes, every week","2007","lower secondary degree","higher vocational","42","0.197880635563509","0.143343501833088","0.25241776929393"
"Yes, every week","2007","lower secondary degree","higher education","10","","",""
"Yes, every week","2007","secondary school degree","in school","","","",""
"Yes, every week","2007","secondary school degree","inadequately","","","",""
"Yes, every week","2007","secondary school degree","general elemantary","49","0.217960662567038","0.16934104194295","0.266580283191127"
"Yes, every week","2007","secondary school degree","middle vocational","363","0.128500230567995","0.116267743698863","0.140732717437128"
"Yes, every week","2007","secondary school degree","vocational + Abi","1","","",""
"Yes, every week","2007","secondary school degree","higher vocational","79","0.146225460348578","0.114972551636584","0.177478369060572"
"Yes, every week","2007","secondary school degree","higher education","47","0.113805079519929","0.0829141820695787","0.14469597697028"
"Yes, every week","2007","college entrance qualification","in school","","","",""
"Yes, every week","2007","college entrance qualification","inadequately","","","",""
"Yes, every week","2007","college entrance qualification","general elemantary","","","",""
"Yes, every week","2007","college entrance qualification","middle vocational","58","0.163141206302407","0.12459615172184","0.201686260882974"
