"plb0218","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Yes, every 3-4 weeks","2006","66 and older","Full Time","","","","","4"
"Yes, every 3-4 weeks","2006","66 and older","Part Time","","","","","4"
"Yes, every 3-4 weeks","2006","66 and older","Not Working","","","","","4"
"Yes, every 3-4 weeks","2006","16-34 y.","Part Time","","","","","4"
"Yes, every week","2006","16-34 y.","Full Time","","","","","2"
"Yes, every week","2006","16-34 y.","Part Time","","","","","2"
"Yes, every week","2006","16-34 y.","Not Working","","","","","2"
"Yes, every week","2006","35-65 y.","Full Time","","","","","2"
"Yes, every week","2006","35-65 y.","Part Time","","","","","2"
"Yes, every week","2006","66 and older","Not Working","","","","","2"
"Yes, every week","2006","35-65 y.","Not Working","","","","","2"
"Yes, every week","2006","66 and older","Full Time","","","","","2"
"Yes, every week","2006","66 and older","Part Time","","","","","2"
"No, never","2007","16-34 y.","Full Time","651","0.327431539856884","0.306201810452274","0.348661269261494","1"
"No, never","2007","35-65 y.","Part Time","1231","0.452322046798745","0.433019076069797","0.471625017527693","1"
"No, never","2007","35-65 y.","Not Working","55","0.536990354036764","0.434541841654556","0.639438866418972","1"
"No, never","2007","16-34 y.","Part Time","417","0.424709646784138","0.394195064197103","0.455224229371173","1"
"No, never","2007","16-34 y.","Not Working","55","0.505594761108876","0.414216690182341","0.596972832035411","1"
"No, never","2007","35-65 y.","Full Time","1686","0.300402653737601","0.288485876648625","0.312319430826577","1"
"No, never","2007","66 and older","Full Time","9","","","","1"
"No, never","2007","66 and older","Part Time","54","0.522018289365396","0.43150681082459","0.612529767906202","1"
"No, never","2007","66 and older","Not Working","","","","","1"
"Rarely","2007","35-65 y.","Not Working","10","","","","5"
"Rarely","2007","16-34 y.","Full Time","439","0.236253966874757","0.217037214532669","0.255470719216844","5"
"Rarely","2007","35-65 y.","Part Time","475","0.184767605446233","0.169715707185773","0.199819503706694","5"
"Rarely","2007","16-34 y.","Part Time","171","0.15920026168894","0.136614434674995","0.181786088702886","5"
"Rarely","2007","35-65 y.","Full Time","1689","0.286138277275613","0.274389900031245","0.297886654519981","5"
"Rarely","2007","16-34 y.","Not Working","14","","","","5"
"Rarely","2007","66 and older","Full Time","11","","","","5"
"Rarely","2007","66 and older","Part Time","26","","","","5"
"Rarely","2007","66 and older","Not Working","3","","","","5"
"Yes, every 2 weeks","2007","35-65 y.","Part Time","348","0.144310710822923","0.130682307571895","0.157939114073951","3"
"Yes, every 2 weeks","2007","35-65 y.","Full Time","806","0.155862376185987","0.146433495682894","0.16529125668908","3"
"Yes, every 2 weeks","2007","16-34 y.","Full Time","325","0.172479345805749","0.15538809198292","0.189570599628579","3"
"Yes, every 2 weeks","2007","16-34 y.","Not Working","19","","","","3"
"Yes, every 2 weeks","2007","35-65 y.","Not Working","10","","","","3"
"Yes, every 2 weeks","2007","66 and older","Full Time","8","","","","3"
"Yes, every 2 weeks","2007","66 and older","Part Time","5","","","","3"
"Yes, every 2 weeks","2007","66 and older","Not Working","","","","","3"
"Yes, every 2 weeks","2007","16-34 y.","Part Time","180","0.178064803188505","0.154447752807447","0.201681853569562","3"
"Yes, every 3-4 weeks","2007","16-34 y.","Full Time","197","0.118357875768388","0.103744158463676","0.132971593073099","4"
"Yes, every 3-4 weeks","2007","35-65 y.","Part Time","197","0.0876497254906395","0.0766825768852757","0.0986168740960032","4"
"Yes, every 3-4 weeks","2007","66 and older","Full Time","3","","","","4"
"Yes, every 3-4 weeks","2007","66 and older","Part Time","9","","","","4"
"Yes, every 3-4 weeks","2007","66 and older","Not Working","","","","","4"
"Yes, every 3-4 weeks","2007","35-65 y.","Not Working","6","","","","4"
"Yes, every 3-4 weeks","2007","16-34 y.","Part Time","91","0.0861130097899161","0.0687949810190129","0.103431038560819","4"
"Yes, every 3-4 weeks","2007","16-34 y.","Not Working","8","","","","4"
"Yes, every 3-4 weeks","2007","35-65 y.","Full Time","604","0.103861278233274","0.0959308377563135","0.111791718710234","4"
"Yes, every week","2007","16-34 y.","Full Time","265","0.145477271694222","0.129526733633249","0.161427809755195","2"
"Yes, every week","2007","16-34 y.","Part Time","149","0.151912278548501","0.129754069688001","0.174070487409001","2"
"Yes, every week","2007","16-34 y.","Not Working","19","","","","2"
"Yes, every week","2007","35-65 y.","Full Time","900","0.153735414567525","0.144359300081845","0.163111529053206","2"
"Yes, every week","2007","35-65 y.","Part Time","303","0.130949911441459","0.117866751424819","0.144033071458099","2"
"Yes, every week","2007","66 and older","Full Time","20","","","","2"
"Yes, every week","2007","66 and older","Not Working","4","","","","2"
"Yes, every week","2007","66 and older","Part Time","23","","","","2"
"Yes, every week","2007","35-65 y.","Not Working","10","","","","2"
"No, never","2008","16-34 y.","Full Time","","","","","1"
"No, never","2008","16-34 y.","Part Time","","","","","1"
"No, never","2008","16-34 y.","Not Working","","","","","1"
"No, never","2008","35-65 y.","Full Time","","","","","1"
"No, never","2008","35-65 y.","Part Time","","","","","1"
"No, never","2008","35-65 y.","Not Working","","","","","1"
"No, never","2008","66 and older","Full Time","","","","","1"
"No, never","2008","66 and older","Part Time","","","","","1"
"No, never","2008","66 and older","Not Working","","","","","1"
"Rarely","2008","35-65 y.","Part Time","","","","","5"
"Rarely","2008","16-34 y.","Not Working","","","","","5"
"Rarely","2008","35-65 y.","Full Time","","","","","5"
"Rarely","2008","16-34 y.","Full Time","","","","","5"
"Rarely","2008","16-34 y.","Part Time","","","","","5"
"Rarely","2008","35-65 y.","Not Working","","","","","5"
"Rarely","2008","66 and older","Full Time","","","","","5"
"Rarely","2008","66 and older","Part Time","","","","","5"
"Rarely","2008","66 and older","Not Working","","","","","5"
"Yes, every 2 weeks","2008","16-34 y.","Full Time","","","","","3"
"Yes, every 2 weeks","2008","35-65 y.","Not Working","","","","","3"
"Yes, every 2 weeks","2008","16-34 y.","Not Working","","","","","3"
"Yes, every 2 weeks","2008","35-65 y.","Full Time","","","","","3"
"Yes, every 2 weeks","2008","35-65 y.","Part Time","","","","","3"
"Yes, every 2 weeks","2008","66 and older","Part Time","","","","","3"
"Yes, every 2 weeks","2008","66 and older","Not Working","","","","","3"
"Yes, every 2 weeks","2008","16-34 y.","Part Time","","","","","3"
"Yes, every 2 weeks","2008","66 and older","Full Time","","","","","3"
"Yes, every 3-4 weeks","2008","16-34 y.","Full Time","","","","","4"
"Yes, every 3-4 weeks","2008","16-34 y.","Part Time","","","","","4"
"Yes, every 3-4 weeks","2008","35-65 y.","Full Time","","","","","4"
"Yes, every 3-4 weeks","2008","16-34 y.","Not Working","","","","","4"
"Yes, every 3-4 weeks","2008","35-65 y.","Part Time","","","","","4"
"Yes, every 3-4 weeks","2008","35-65 y.","Not Working","","","","","4"
"Yes, every 3-4 weeks","2008","66 and older","Full Time","","","","","4"
"Yes, every 3-4 weeks","2008","66 and older","Part Time","","","","","4"
"Yes, every 3-4 weeks","2008","66 and older","Not Working","","","","","4"
"Yes, every week","2008","16-34 y.","Full Time","","","","","2"
"Yes, every week","2008","16-34 y.","Part Time","","","","","2"
"Yes, every week","2008","16-34 y.","Not Working","","","","","2"
"Yes, every week","2008","35-65 y.","Full Time","","","","","2"
"Yes, every week","2008","35-65 y.","Part Time","","","","","2"
"Yes, every week","2008","35-65 y.","Not Working","","","","","2"
"Yes, every week","2008","66 and older","Full Time","","","","","2"
"Yes, every week","2008","66 and older","Part Time","","","","","2"
"Yes, every week","2008","66 and older","Not Working","","","","","2"
"No, never","2009","35-65 y.","Part Time","1074","0.461354667845509","0.440964018369669","0.481745317321349","1"
"No, never","2009","35-65 y.","Not Working","30","0.530319148779132","0.40187800157303","0.658760295985234","1"
"No, never","2009","16-34 y.","Full Time","585","0.366012595750612","0.342641646937326","0.389383544563898","1"
"No, never","2009","16-34 y.","Part Time","362","0.392867773461736","0.360672893943271","0.425062652980202","1"
"No, never","2009","16-34 y.","Not Working","34","0.439991717557603","0.32839259739765","0.551590837717555","1"
"No, never","2009","35-65 y.","Full Time","1521","0.295347766454818","0.282759330706113","0.307936202203523","1"
"No, never","2009","66 and older","Full Time","8","","","","1"
"No, never","2009","66 and older","Part Time","67","0.422593336433249","0.346053008639","0.499133664227498","1"
"No, never","2009","66 and older","Not Working","","","","","1"
"Rarely","2009","16-34 y.","Full Time","414","0.260422472545894","0.239130343190587","0.281714601901201","5"
"Rarely","2009","35-65 y.","Not Working","4","","","","5"
"Rarely","2009","16-34 y.","Part Time","150","0.156932977799555","0.132955134532348","0.180910821066762","5"
"Rarely","2009","35-65 y.","Part Time","440","0.200529390683403","0.184151709316225","0.21690707205058","5"
"Rarely","2009","35-65 y.","Full Time","1512","0.292323087264633","0.279772426884117","0.304873747645149","5"
"Rarely","2009","16-34 y.","Not Working","6","","","","5"
"Rarely","2009","66 and older","Part Time","47","0.276594838317747","0.207284034273333","0.34590564236216","5"
"Rarely","2009","66 and older","Not Working","3","","","","5"
"Rarely","2009","66 and older","Full Time","12","","","","5"
"Yes, every 2 weeks","2009","35-65 y.","Full Time","664","0.145271659857784","0.135548173546396","0.154995146169171","3"
"Yes, every 2 weeks","2009","16-34 y.","Full Time","275","0.158568661752777","0.140846935011319","0.176290388494234","3"
"Yes, every 2 weeks","2009","66 and older","Not Working","","","","","3"
"Yes, every 2 weeks","2009","35-65 y.","Not Working","12","","","","3"
"Yes, every 2 weeks","2009","66 and older","Part Time","11","","","","3"
"Yes, every 2 weeks","2009","16-34 y.","Not Working","11","","","","3"
"Yes, every 2 weeks","2009","16-34 y.","Part Time","156","0.173351753866334","0.1483973929045","0.198306114828168","3"
"Yes, every 2 weeks","2009","66 and older","Full Time","6","","","","3"
"Yes, every 2 weeks","2009","35-65 y.","Part Time","326","0.146500992812174","0.132037141680269","0.160964843944079","3"
"Yes, every 3-4 weeks","2009","16-34 y.","Full Time","146","0.0829120555742255","0.0695337119319513","0.0962903992164998","4"
"Yes, every 3-4 weeks","2009","16-34 y.","Not Working","7","","","","4"
"Yes, every 3-4 weeks","2009","16-34 y.","Part Time","65","0.0857335983780446","0.0672777563299759","0.104189440426113","4"
"Yes, every 3-4 weeks","2009","35-65 y.","Full Time","522","0.0997279276304352","0.0914596930063977","0.107996162254473","4"
"Yes, every 3-4 weeks","2009","35-65 y.","Part Time","158","0.0617633816499122","0.0519168366092927","0.0716099266905318","4"
"Yes, every 3-4 weeks","2009","35-65 y.","Not Working","5","","","","4"
"Yes, every 3-4 weeks","2009","66 and older","Not Working","","","","","4"
"Yes, every 3-4 weeks","2009","66 and older","Full Time","2","","","","4"
"Yes, every 3-4 weeks","2009","66 and older","Part Time","9","","","","4"
"Yes, every week","2009","16-34 y.","Full Time","212","0.132084214376492","0.115657440979829","0.148510987773155","2"
"Yes, every week","2009","35-65 y.","Full Time","826","0.16732955879233","0.157029483183599","0.177629634401061","2"
"Yes, every week","2009","35-65 y.","Part Time","298","0.129851567009002","0.116102209080384","0.143600924937619","2"
"Yes, every week","2009","16-34 y.","Part Time","151","0.19111389649433","0.165195282172927","0.217032510815733","2"
"Yes, every week","2009","16-34 y.","Not Working","18","","","","2"
"Yes, every week","2009","35-65 y.","Not Working","7","","","","2"
"Yes, every week","2009","66 and older","Full Time","28","","","","2"
"Yes, every week","2009","66 and older","Part Time","26","","","","2"
"Yes, every week","2009","66 and older","Not Working","1","","","","2"
"No, never","2010","16-34 y.","Full Time","215","0.281331823960955","0.249279403498284","0.313384244423625","1"
"No, never","2010","35-65 y.","Part Time","538","0.450330201983566","0.422638240226166","0.478022163740966","1"
"No, never","2010","35-65 y.","Not Working","50","0.600889592211652","0.501891225012289","0.699887959411014","1"
"No, never","2010","66 and older","Full Time","","","","","1"
"No, never","2010","66 and older","Part Time","","","","","1"
"No, never","2010","66 and older","Not Working","","","","","1"
"No, never","2010","16-34 y.","Part Time","196","0.361186628282208","0.32059749440082","0.401775762163595","1"
"No, never","2010","16-34 y.","Not Working","51","0.383408382748597","0.297829451509941","0.468987313987253","1"
"No, never","2010","35-65 y.","Full Time","484","0.289092110025827","0.267960540876863","0.310223679174792","1"
"Rarely","2010","35-65 y.","Part Time","268","0.222550275153066","0.199398330619252","0.245702219686881","5"
"Rarely","2010","35-65 y.","Not Working","22","","","","5"
"Rarely","2010","16-34 y.","Full Time","216","0.287887582023999","0.255612084999112","0.320163079048886","5"
"Rarely","2010","35-65 y.","Full Time","546","0.299241862209999","0.277896564817364","0.320587159602633","5"
"Rarely","2010","16-34 y.","Not Working","20","","","","5"
"Rarely","2010","16-34 y.","Part Time","90","0.165906570081471","0.134472827247528","0.197340312915415","5"
"Rarely","2010","66 and older","Full Time","","","","","5"
"Rarely","2010","66 and older","Part Time","1","","","","5"
"Rarely","2010","66 and older","Not Working","","","","","5"
"Yes, every 2 weeks","2010","66 and older","Full Time","","","","","3"
"Yes, every 2 weeks","2010","66 and older","Part Time","","","","","3"
"Yes, every 2 weeks","2010","35-65 y.","Not Working","12","","","","3"
"Yes, every 2 weeks","2010","66 and older","Not Working","","","","","3"
"Yes, every 2 weeks","2010","16-34 y.","Not Working","22","","","","3"
"Yes, every 2 weeks","2010","35-65 y.","Part Time","183","0.142978085857606","0.123494542099469","0.162461629615744","3"
"Yes, every 2 weeks","2010","16-34 y.","Full Time","152","0.21823201922894","0.188788794876009","0.247675243581871","3"
"Yes, every 2 weeks","2010","16-34 y.","Part Time","121","0.22009503602238","0.185085776969961","0.255104295074799","3"
"Yes, every 2 weeks","2010","35-65 y.","Full Time","269","0.143458043486845","0.127118356486747","0.159797730486943","3"
"Yes, every 3-4 weeks","2010","16-34 y.","Not Working","14","","","","4"
"Yes, every 3-4 weeks","2010","35-65 y.","Full Time","208","0.124729030459702","0.109327566777786","0.140130494141618","4"
"Yes, every 3-4 weeks","2010","16-34 y.","Full Time","82","0.0975665304322211","0.0764148332164263","0.118718227648016","4"
"Yes, every 3-4 weeks","2010","16-34 y.","Part Time","35","0.0712162870097729","0.0494840760429349","0.092948497976611","4"
"Yes, every 3-4 weeks","2010","35-65 y.","Not Working","4","","","","4"
"Yes, every 3-4 weeks","2010","66 and older","Full Time","","","","","4"
"Yes, every 3-4 weeks","2010","66 and older","Part Time","","","","","4"
"Yes, every 3-4 weeks","2010","66 and older","Not Working","","","","","4"
"Yes, every 3-4 weeks","2010","35-65 y.","Part Time","90","0.0711360481565242","0.0568287321247324","0.0854433641883161","4"
"Yes, every week","2010","35-65 y.","Part Time","161","0.113005388849237","0.0953837086184798","0.130627069079995","2"
"Yes, every week","2010","35-65 y.","Full Time","261","0.143478953817627","0.127138275493062","0.159819632142192","2"
"Yes, every week","2010","16-34 y.","Not Working","17","","","","2"
"Yes, every week","2010","16-34 y.","Full Time","91","0.114982044353885","0.0922426838318859","0.137721404875883","2"
"Yes, every week","2010","16-34 y.","Part Time","96","0.181595478604168","0.149019799455625","0.21417115775271","2"
"Yes, every week","2010","35-65 y.","Not Working","6","","","","2"
"Yes, every week","2010","66 and older","Full Time","","","","","2"
"Yes, every week","2010","66 and older","Part Time","1","","","","2"
"Yes, every week","2010","66 and older","Not Working","","","","","2"
"No, never","2011","16-34 y.","Full Time","805","0.365903160869765","0.346424124998032","0.385382196741498","1"
"No, never","2011","16-34 y.","Part Time","672","0.410134208975792","0.385858504218087","0.434409913733496","1"
"No, never","2011","16-34 y.","Not Working","114","0.531987950826016","0.465290647330667","0.598685254321365","1"
"No, never","2011","35-65 y.","Full Time","2475","0.318133819850952","0.30783072357835","0.328436916123553","1"
"No, never","2011","35-65 y.","Part Time","2058","0.465456607322346","0.45062001155704","0.480293203087652","1"
"No, never","2011","35-65 y.","Not Working","117","0.61382391649676","0.547338090193898","0.680309742799622","1"
"No, never","2011","66 and older","Full Time","6","","","","1"
"No, never","2011","66 and older","Part Time","69","0.447293604223239","0.371656022316031","0.522931186130447","1"
"No, never","2011","66 and older","Not Working","3","","","","1"
"Rarely","2011","16-34 y.","Full Time","565","0.250916265251186","0.233384075050192","0.268448455452179","5"
"Rarely","2011","16-34 y.","Part Time","241","0.173782439259881","0.155080682701769","0.192484195817993","5"
"Rarely","2011","16-34 y.","Not Working","25","","","","5"
"Rarely","2011","35-65 y.","Full Time","2153","0.268684880282379","0.258878987217281","0.278490773347477","5"
"Rarely","2011","35-65 y.","Part Time","769","0.175528869847463","0.164213592946721","0.186844146748205","5"
"Rarely","2011","35-65 y.","Not Working","21","","","","5"
"Rarely","2011","66 and older","Full Time","10","","","","5"
"Rarely","2011","66 and older","Part Time","41","0.218768044840144","0.155878856551975","0.281657233128314","5"
"Rarely","2011","66 and older","Not Working","","","","","5"
"Yes, every 2 weeks","2011","16-34 y.","Full Time","436","0.174162949044425","0.15882625869063","0.18949963939822","3"
"Yes, every 2 weeks","2011","35-65 y.","Part Time","648","0.151845173276486","0.141170828009247","0.162519518543726","3"
"Yes, every 2 weeks","2011","35-65 y.","Not Working","28","","","","3"
"Yes, every 2 weeks","2011","16-34 y.","Part Time","286","0.164491211659737","0.146194244634494","0.18278817868498","3"
"Yes, every 2 weeks","2011","16-34 y.","Not Working","31","0.160063915037989","0.111052335572818","0.20907549450316","3"
"Yes, every 2 weeks","2011","35-65 y.","Full Time","1175","0.151986279576433","0.144044517095401","0.159928042057466","3"
"Yes, every 2 weeks","2011","66 and older","Full Time","5","","","","3"
"Yes, every 2 weeks","2011","66 and older","Not Working","","","","","3"
"Yes, every 2 weeks","2011","66 and older","Part Time","13","","","","3"
"Yes, every 3-4 weeks","2011","16-34 y.","Full Time","231","0.0839879655738682","0.0727712501124464","0.09520468103529","4"
"Yes, every 3-4 weeks","2011","35-65 y.","Full Time","785","0.0992527146519747","0.092638383406333","0.105867045897616","4"
"Yes, every 3-4 weeks","2011","16-34 y.","Not Working","17","","","","4"
"Yes, every 3-4 weeks","2011","16-34 y.","Part Time","139","0.074587785087901","0.0616209581793092","0.0875546119964928","4"
"Yes, every 3-4 weeks","2011","35-65 y.","Part Time","349","0.0870158417749687","0.0786321758261493","0.095399507723788","4"
"Yes, every 3-4 weeks","2011","35-65 y.","Not Working","11","","","","4"
"Yes, every 3-4 weeks","2011","66 and older","Full Time","4","","","","4"
"Yes, every 3-4 weeks","2011","66 and older","Part Time","17","","","","4"
"Yes, every 3-4 weeks","2011","66 and older","Not Working","","","","","4"
"Yes, every week","2011","16-34 y.","Part Time","239","0.17700435501669","0.158166867009377","0.195841843024002","2"
"Yes, every week","2011","16-34 y.","Full Time","312","0.125029659260756","0.11165416706385","0.138405151457663","2"
"Yes, every week","2011","35-65 y.","Part Time","518","0.120153507778736","0.110482430313135","0.129824585244336","2"
"Yes, every week","2011","16-34 y.","Not Working","28","","","","2"
"Yes, every week","2011","35-65 y.","Full Time","1262","0.161942305638261","0.153792816586658","0.170091794689865","2"
"Yes, every week","2011","66 and older","Full Time","25","","","","2"
"Yes, every week","2011","66 and older","Part Time","26","","","","2"
"Yes, every week","2011","35-65 y.","Not Working","29","","","","2"
"Yes, every week","2011","66 and older","Not Working","1","","","","2"
"No, never","2012","35-65 y.","Part Time","779","0.482573478142284","0.458315178482527","0.50683177780204","1"
"No, never","2012","35-65 y.","Not Working","72","0.547402593931099","0.464655996074759","0.63014919178744","1"
"No, never","2012","66 and older","Full Time","","","","","1"
"No, never","2012","66 and older","Part Time","1","","","","1"
"No, never","2012","66 and older","Not Working","","","","","1"
"No, never","2012","16-34 y.","Full Time","188","0.344864146477846","0.305670689270633","0.384057603685058","1"
"No, never","2012","16-34 y.","Part Time","252","0.437688007717388","0.396853478011136","0.478522537423641","1"
"No, never","2012","16-34 y.","Not Working","43","0.491876387420693","0.387423745070357","0.596329029771029","1"
"No, never","2012","35-65 y.","Full Time","714","0.335220458607464","0.315330973356528","0.3551099438584","1"
"Rarely","2012","35-65 y.","Not Working","17","","","","5"
"Rarely","2012","66 and older","Full Time","","","","","5"
"Rarely","2012","66 and older","Part Time","","","","","5"
"Rarely","2012","66 and older","Not Working","","","","","5"
"Rarely","2012","16-34 y.","Full Time","124","0.202527885049632","0.169390057470829","0.235665712628436","5"
"Rarely","2012","16-34 y.","Part Time","65","0.10400152539866","0.0788751380076051","0.129127912789715","5"
"Rarely","2012","16-34 y.","Not Working","10","","","","5"
"Rarely","2012","35-65 y.","Full Time","547","0.249368562562397","0.2311399468937","0.267597178231094","5"
"Rarely","2012","35-65 y.","Part Time","268","0.16685779342599","0.148757437916891","0.18495814893509","5"
"Yes, every 2 weeks","2012","66 and older","Part Time","","","","","3"
"Yes, every 2 weeks","2012","16-34 y.","Full Time","120","0.233775012995627","0.198876970492954","0.268673055498299","3"
"Yes, every 2 weeks","2012","16-34 y.","Not Working","13","","","","3"
"Yes, every 2 weeks","2012","35-65 y.","Full Time","356","0.16531788411734","0.149666961793283","0.180968806441397","3"
"Yes, every 2 weeks","2012","35-65 y.","Part Time","251","0.150966170545314","0.133585897072792","0.168346444017836","3"
"Yes, every 2 weeks","2012","35-65 y.","Not Working","21","","","","3"
"Yes, every 2 weeks","2012","66 and older","Full Time","","","","","3"
"Yes, every 2 weeks","2012","66 and older","Not Working","","","","","3"
"Yes, every 2 weeks","2012","16-34 y.","Part Time","99","0.194520277187252","0.16193913483096","0.227101419543545","3"
"Yes, every 3-4 weeks","2012","16-34 y.","Full Time","59","0.0978205869757645","0.0733251350867468","0.122316038864782","4"
"Yes, every 3-4 weeks","2012","16-34 y.","Part Time","52","0.0925644577676564","0.0687090642480813","0.116419851287232","4"
"Yes, every 3-4 weeks","2012","16-34 y.","Not Working","5","","","","4"
"Yes, every 3-4 weeks","2012","35-65 y.","Full Time","215","0.0999139908855301","0.0872790090595437","0.112548972711517","4"
"Yes, every 3-4 weeks","2012","35-65 y.","Part Time","126","0.079796717244767","0.066641782727759","0.0929516517617751","4"
"Yes, every 3-4 weeks","2012","66 and older","Full Time","","","","","4"
"Yes, every 3-4 weeks","2012","66 and older","Part Time","2","","","","4"
"Yes, every 3-4 weeks","2012","35-65 y.","Not Working","12","","","","4"
