"plh0194","year","migback","n","percent","lower_confidence","upper_confidence","value"
"Rather disagree","2008","direct migration background","179","0.0912109327821286","0.0782754187221891","0.104146446842068","3"
"Rather disagree","2008","indirect migration background","75","0.092101286870869","0.0716899029531303","0.112512670788608","3"
"Disagree fully","2009","no migration background","","","","","4"
"Disagree fully","2009","direct migration background","","","","","4"
"Disagree fully","2009","indirect migration background","","","","","4"
"Fully agree","2009","no migration background","","","","","1"
"Fully agree","2009","direct migration background","","","","","1"
"Fully agree","2009","indirect migration background","","","","","1"
"Rather agree","2009","no migration background","","","","","2"
"Rather agree","2009","direct migration background","","","","","2"
"Rather agree","2009","indirect migration background","","","","","2"
"Rather disagree","2009","no migration background","","","","","3"
"Rather disagree","2009","direct migration background","","","","","3"
"Rather disagree","2009","indirect migration background","","","","","3"
"Disagree fully","2010","no migration background","","","","","4"
"Disagree fully","2010","direct migration background","","","","","4"
"Disagree fully","2010","indirect migration background","","","","","4"
"Fully agree","2010","no migration background","","","","","1"
"Fully agree","2010","direct migration background","","","","","1"
"Fully agree","2010","indirect migration background","","","","","1"
"Rather agree","2010","no migration background","","","","","2"
"Rather agree","2010","direct migration background","","","","","2"
"Rather agree","2010","indirect migration background","","","","","2"
"Rather disagree","2010","no migration background","","","","","3"
"Rather disagree","2010","direct migration background","","","","","3"
"Rather disagree","2010","indirect migration background","","","","","3"
"Disagree fully","2011","no migration background","","","","","4"
"Disagree fully","2011","direct migration background","","","","","4"
"Disagree fully","2011","indirect migration background","","","","","4"
"Fully agree","2011","no migration background","","","","","1"
"Fully agree","2011","direct migration background","","","","","1"
"Fully agree","2011","indirect migration background","","","","","1"
"Rather agree","2011","no migration background","","","","","2"
"Rather agree","2011","direct migration background","","","","","2"
"Rather agree","2011","indirect migration background","","","","","2"
"Rather disagree","2011","no migration background","","","","","3"
"Rather disagree","2011","direct migration background","","","","","3"
"Rather disagree","2011","indirect migration background","","","","","3"
"Disagree fully","2012","no migration background","","","","","4"
"Disagree fully","2012","direct migration background","","","","","4"
"Disagree fully","2012","indirect migration background","","","","","4"
"Fully agree","2012","no migration background","","","","","1"
"Fully agree","2012","direct migration background","","","","","1"
"Fully agree","2012","indirect migration background","","","","","1"
"Rather agree","2012","no migration background","","","","","2"
"Rather agree","2012","direct migration background","","","","","2"
"Rather agree","2012","indirect migration background","","","","","2"
"Rather disagree","2012","no migration background","","","","","3"
"Rather disagree","2012","direct migration background","","","","","3"
"Rather disagree","2012","indirect migration background","","","","","3"
"Disagree fully","2013","no migration background","301","0.014600379498349","0.0130038878198002","0.0161968711768978","4"
"Disagree fully","2013","direct migration background","35","0.0144210473181632","0.00987336374731325","0.0189687308890131","4"
"Disagree fully","2013","indirect migration background","14","","","","4"
"Fully agree","2013","no migration background","8911","0.428524638511137","0.421937981546222","0.435111295476052","1"
"Fully agree","2013","direct migration background","1215","0.434515441476617","0.415606852998063","0.453424029955171","1"
"Fully agree","2013","indirect migration background","509","0.381674016263582","0.354002861341838","0.409345171185325","1"
"Rather agree","2013","no migration background","10047","0.448813113971897","0.442193074195502","0.455433153748292","2"
"Rather agree","2013","direct migration background","1148","0.437044835079642","0.418123750473679","0.455965919685605","2"
"Rather agree","2013","indirect migration background","541","0.478356656358276","0.449903202873519","0.506810109843033","2"
"Rather disagree","2013","no migration background","2425","0.108061868018617","0.103929661745426","0.112194074291808","3"
"Rather disagree","2013","direct migration background","242","0.114018676125577","0.101894662710241","0.126142689540914","3"
"Rather disagree","2013","indirect migration background","120","0.129572757585978","0.110443622761973","0.148701892409984","3"
"Disagree fully","2014","no migration background","","","","","4"
"Disagree fully","2014","direct migration background","","","","","4"
"Disagree fully","2014","indirect migration background","","","","","4"
"Fully agree","2014","no migration background","","","","","1"
"Fully agree","2014","direct migration background","","","","","1"
"Fully agree","2014","indirect migration background","","","","","1"
"Rather agree","2014","no migration background","","","","","2"
"Rather agree","2014","direct migration background","","","","","2"
"Rather agree","2014","indirect migration background","","","","","2"
"Rather disagree","2014","no migration background","","","","","3"
"Rather disagree","2014","direct migration background","","","","","3"
"Rather disagree","2014","indirect migration background","","","","","3"
"Disagree fully","2015","no migration background","","","","","4"
"Disagree fully","2015","direct migration background","","","","","4"
"Disagree fully","2015","indirect migration background","","","","","4"
"Fully agree","2015","no migration background","","","","","1"
"Fully agree","2015","direct migration background","","","","","1"
"Fully agree","2015","indirect migration background","","","","","1"
"Rather agree","2015","no migration background","","","","","2"
"Rather agree","2015","direct migration background","","","","","2"
"Rather agree","2015","indirect migration background","","","","","2"
"Rather disagree","2015","indirect migration background","","","","","3"
"Rather disagree","2015","no migration background","","","","","3"
"Rather disagree","2015","direct migration background","","","","","3"
"Disagree fully","2016","no migration background","","","","","4"
"Disagree fully","2016","direct migration background","","","","","4"
"Disagree fully","2016","indirect migration background","","","","","4"
"Fully agree","2016","no migration background","","","","","1"
"Fully agree","2016","direct migration background","","","","","1"
"Fully agree","2016","indirect migration background","","","","","1"
"Rather agree","2016","no migration background","","","","","2"
"Rather agree","2016","direct migration background","","","","","2"
"Rather agree","2016","indirect migration background","","","","","2"
"Rather disagree","2016","no migration background","","","","","3"
"Rather disagree","2016","direct migration background","","","","","3"
"Rather disagree","2016","indirect migration background","","","","","3"
"Disagree fully","2017","no migration background","","","","","4"
"Disagree fully","2017","direct migration background","","","","","4"
"Disagree fully","2017","indirect migration background","","","","","4"
"Fully agree","2017","no migration background","","","","","1"
"Fully agree","2017","direct migration background","","","","","1"
"Fully agree","2017","indirect migration background","","","","","1"
"Rather agree","2017","no migration background","","","","","2"
"Rather agree","2017","direct migration background","","","","","2"
"Rather agree","2017","indirect migration background","","","","","2"
"Rather disagree","2017","no migration background","","","","","3"
"Rather disagree","2017","direct migration background","","","","","3"
"Rather disagree","2017","indirect migration background","","","","","3"
"Disagree fully","2018","no migration background","369","0.0173294514280417","0.015500957830327","0.0191579450257563","4"
"Disagree fully","2018","direct migration background","186","0.0198261089317963","0.0168134466738952","0.0228387711896974","4"
"Disagree fully","2018","indirect migration background","22","","","","4"
"Fully agree","2018","no migration background","7462","0.387439360763294","0.380613247661543","0.394265473865045","1"
"Fully agree","2018","direct migration background","4782","0.478224322161848","0.467428943427086","0.489019700896611","1"
"Fully agree","2018","indirect migration background","785","0.428856304570536","0.405295406911862","0.452417202229211","1"
"Rather agree","2018","no migration background","8966","0.4612320883828","0.454247228729055","0.468216948036545","2"
"Rather agree","2018","direct migration background","2612","0.38725406245373","0.376726729733256","0.397781395174205","2"
"Rather agree","2018","indirect migration background","672","0.412606257150764","0.389169592676612","0.436042921624916","2"
"Rather disagree","2018","no migration background","2769","0.133999099425865","0.129225926395931","0.138772272455799","3"
"Rather disagree","2018","direct migration background","645","0.114695506452625","0.107808988663136","0.121582024242114","3"
"Rather disagree","2018","indirect migration background","216","0.147893435039311","0.130993515245207","0.164793354833414","3"
